duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,language,country,content_rating,actor_2_facebook_likes,imdb_score
90,44,Steve James,615,4000000,Michael Dudikoff,American Ninja 2: The Confrontation ,6046,872,Larry Poindexter,0,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,English,USA,R,96,4.7
90,0,Ellen Block,0,84689,Carol Block,51 Birch Street ,695,0,Mike Block,2,http://www.imdb.com/title/tt0468442/?ref_=fn_tt_tt_1,English,Germany,Unrated,0,7.5
43,,Tracy Spiridakos,2000,,Billy Burke,Revolution             ,72017,5052,David Lyons,6,http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,English,USA,TV-14,821,6.7
98,0,Natalie Welch,196,,Tom E. Nicholson,Rotor DR1 ,209,199,Christian Kapper,2,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,English,USA,,3,3.4
101,0,Donald Pleasence,2000,47000000,Jamie Lee Curtis,Halloween ,157863,4400,P.J. Soles,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,English,USA,R,742,7.9
96,0,Lee J. Cobb,359,,Jack Warden,12 Angry Men ,447785,1433,John Fiedler,1,http://www.imdb.com/title/tt0050083/?ref_=fn_tt_tt_1,English,USA,Not Rated,259,8.9
83,3,Peter Gerety,812,246574,Isabella Rossellini,My Dog Tulip ,1272,1370,Lynn Redgrave,0,http://www.imdb.com/title/tt0843358/?ref_=fn_tt_tt_1,English,USA,,277,6.9
65,964,Alan Hale,380,,Claudette Colbert,It Happened One Night ,64888,540,Walter Connolly,1,http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,English,USA,Unrated,114,8.2
94,252,Mary Tsoni,47,110197,Angeliki Papoulia,Dogtooth ,44864,126,Sissy Petropoulou,0,http://www.imdb.com/title/tt1379182/?ref_=fn_tt_tt_1,Greek,Greece,Unrated,37,7.3
112,2,Gary Coleman,786,7707563,James Cagney,Tupac: Resurrection ,7687,2638,Todd Bridges,0,http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,English,USA,R,633,8.0
102,149,Janet McTeer,409,1281176,Kimberly J. Brown,Tumbleweeds ,2932,1986,Lois Smith,1,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,English,USA,PG-13,277,6.7
98,10,Adam Goldberg,10000,16115878,Viggo Mortensen,The Prophecy ,24438,13433,Virginia Madsen,0,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,English,USA,R,1000,6.6
91,82,Zinedine Soualem,75,1652472,Simon Abkarian,When the Cat's Away ,2843,102,Jane Bradbury,7,http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1,French,France,R,9,6.9
80,54,Adrian Martinez,1000,2360184,Oliver Platt,Pieces of April ,18035,3010,Derek Luke,3,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1,English,USA,PG-13,806,7.1
114,7,Mark Caven,19,,Kevin Howarth,The Big Swap ,270,37,Thierry Harcourt,0,http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,English,UK,,16,5.6
76,129,Lucy,52,255352,Daniel London,Old Joy ,4423,132,Will Oldham,2,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,English,USA,Unrated,44,6.7
80,129,Lucy,375,856942,John Robinson,Wendy and Lucy ,12241,460,Will Oldham,1,http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,English,USA,R,44,7.1
88,5,Edie Falco,795,,Embeth Davidtz,3 Backyards ,554,1884,Kathryn Erbe,0,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,English,USA,R,659,5.2
110,0,Anna Karina,710,,Jean-Paul Belmondo,Pierrot le Fou ,19386,967,Graziella Galvani,1,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,French,France,Not Rated,257,7.7
104,0,Beatrice Ntuba,2,32631,Vera Ngassa,Sisters in Law ,291,2,,1,http://www.imdb.com/title/tt0474361/?ref_=fn_tt_tt_1,English,Cameroon,Not Rated,0,7.5
102,95,,,16892,,Ayurveda: Art of Being ,341,0,,0,http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,English,India,,,7.6
95,0,Gloria Foster,581,12438,Yaphet Kotto,Nothing But a Man ,891,835,Ivan Dixon,1,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,English,USA,Not Rated,99,8.1
94,37,Eli Marienthal,318,40542,Robert John Burke,First Love, Last Rites ,294,751,Natasha Gregson Wagner,0,http://www.imdb.com/title/tt0128214/?ref_=fn_tt_tt_1,English,USA,R,157,5.5
109,3,Eddie Jones,54,5199,Don Wallace,Fighting Tommy Riley ,720,185,Christina Chambers,0,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,English,USA,R,53,6.6
90,0,Alexander Wraith,502,,Lalaine,Royal Kill ,476,689,Darren Kendrick,0,http://www.imdb.com/title/tt0421237/?ref_=fn_tt_tt_1,English,USA,PG-13,119,3.2
133,278,T.V. Carpio,5000,24343673,Jim Sturgess,Across the Universe ,91863,5405,Robert Clohessy,0,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,English,USA,PG-13,117,7.4
110,44,Elizabeth Stenholt,644,1711,Trish Basinger,The Looking Glass ,82,1440,Mary Norwood,0,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,English,USA,,503,6.6
80,43,David Carradine,13000,,Sylvester Stallone,Death Race 2000 ,19875,14950,Martin Kove,0,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,English,USA,R,926,6.2
95,0,Ricky Schroder,685,2468,Tatyana Ali,Locker 13 ,241,2048,Jon Polito,3,http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,English,USA,R,665,4.8
94,0,Wilhelm von Homburg,156,,Michael Des Barres,Midnight Cabaret ,47,544,Thom Mathews,0,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,English,USA,R,102,4.5
98,3,Joanna Cassidy,500,,Taran Killam,Anderson's Cross ,95,1545,Ryan Carnes,7,http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,English,USA,R,317,7.2
98,77,Pierre Prieur,19,,Rumi Missabu,Bizarre ,569,19,Raquel Nave,0,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,English,France,Unrated,0,4.3
96,5,Carmen Argenziano,431,,Linnea Quigley,Graduation Day ,1905,1228,Vanna White,0,http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,English,USA,R,338,4.5
97,19,Barry Bostwick,778,,Kevin Corrigan,Some Guy Who Kills People ,4550,2515,Ahmed Best,2,http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1,English,USA,R,456,6.4
90,25,Matt Servitto,601,318622,Dreama Walker,Compliance ,24668,1734,James McCaffrey,0,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,English,USA,R,260,6.4
113,0,Ethan Suplee,13000,12006514,Matt Damon,Chasing Amy ,114070,15765,Joey Lauren Adams,5,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,English,USA,R,1000,7.3
91,132,Brenda Blethyn,400,4186931,Aunjanue Ellis,Lovely & Amazing ,6041,1330,Raven Goodwin,3,http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1,English,USA,R,286,6.9
90,2,Robert Miano,466,,Hector Echavarria,Death Calls ,30,842,Ron Roggé,2,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1,English,USA,R,216,4.3
98,681,Jason Tobin,94,3799339,Parry Shen,Better Luck Tomorrow ,8000,139,Collin Kahey,1,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1,English,USA,R,26,7.2
94,4,Laurel Holloman,360,1977544,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love ,3513,656,Stephanie Berry,0,http://www.imdb.com/title/tt0113416/?ref_=fn_tt_tt_1,English,USA,R,273,6.5
96,44,Mike White,625,1050600,Lupe Ontiveros,Chuck & Buck ,4662,1378,Chris Weitz,0,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,English,USA,R,487,6.6
100,0,Rizwan Manji,250,902835,Purva Bedi,American Desi ,1489,454,Anil Kumar,2,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,English,USA,Unrated,89,6.7
90,0,Nicholas Simmons,569,,Keri Maletto,Amidst the Devil's Wings ,28,1461,Barbie Castro,0,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,English,USA,,553,4.3
90,165,Julian Richings,686,489220,David Hewlett,Cube ,160511,1743,Nicole de Boer,0,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1,English,Canada,R,648,7.3
76,0,Frances O'Connor,991,212285,Radha Mitchell,Love and Other Catastrophes ,1727,1661,Matt Day,1,http://www.imdb.com/title/tt0116931/?ref_=fn_tt_tt_1,English,Australia,R,575,6.4
75,45,Bill Martone,5,203134,Charis Michelsen,I Married a Strange Person! ,1428,7,Richard Spore,0,http://www.imdb.com/title/tt0119346/?ref_=fn_tt_tt_1,English,USA,R,2,7.0
78,7,Anne Archer,308,191309,Amir Talai,November ,2787,1008,Nora Dunn,1,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,English,USA,R,249,5.5
90,52,Charlie Bewley,34000,3388210,Jennifer Lawrence,Like Crazy ,46813,34983,Finola Hughes,1,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,English,USA,PG-13,487,6.7
96,0,Steffinnie Phrommany,471,,Marshal Hilton,Teeth and Blood ,24,1399,Clint Jung,0,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,English,USA,,320,4.3
92,99,Rosanna Arquette,793,177840,Ally Sheedy,Sugar Town ,708,1987,John Doe,2,http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,English,UK,R,605,6.1
75,269,Clint Jordan,100,47111,Samantha Futerman,The Motel ,1227,127,Jackie Nova,1,http://www.imdb.com/title/tt0436607/?ref_=fn_tt_tt_1,Cantonese,USA,,8,6.8
99,261,Gus Van Sant,924,49494,Nolan Gerard Funk,The Canyons ,8511,2862,James Deen,0,http://www.imdb.com/title/tt2292959/?ref_=fn_tt_tt_1,English,USA,R,835,3.9
