num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
225,128,Claudiu Trandafir,Fernanda Andrade,988,Brian Johnson,0,critically bashed|demonic possession|exorcism|exorcist|found footage,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,290,1000000,2012,4.2,1.85,12000
101,44,Cynthia Myers,Charles Napier,731,Harrison Page,8,band|drugs|friendship|hollywood|satire,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,137,900000,1970,6.2,2.35,0
39,102,Neville Brand,James Drury,831,Debra Paget,1,army|civil war|robbery|soldier|train,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,36,1000000,1956,6.2,2.35,365
372,,Al Gore,Billy West,929,,0,climate|earth|global warming|science|truth,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,504,,2006,7.5,1.85,0
40,88,Richard Jaeckel,James Brown,510,Forrest Tucker,0,battle|combat|heroic military|sergeant|tarawa,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,69,1000000,1949,7.2,1.37,624
129,184,Keith Richards,Mick Jagger,1218,Albert Maysles,0,band|concert footage|new york city|rolling stones|three word title,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,67,,2008,7.2,1.85,0
285,389,Richard Burgi,Daryl Sabara,2082,Magda Apanowicz,0,activist|amazon|color in title|rain|rain forest,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,164,6000000,2013,5.4,2.35,12000
29,30,Alex Lawther,Juliet Stevenson,283,Niamh Cusack,0,france|gay|language|male masturbation|masturbation,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,5,1100000,2015,7.0,1.85,75
337,365,Adam Arkin,W. Earl Brown,1899,Rhea Perlman,3,falling in love|iron lung|priest|sex surrogate|therapist,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,126,1000000,2012,7.2,1.85,11000
120,2,Eric Schlosser,Michael Pollan,42,Barbara Kowalcyk,0,farming|flesh eating|food|food industry|gluttony,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,183,,2008,7.9,1.78,37000
40,245,Robert Amaya,Rachel Hendrix,1147,Jason Burkey,1,abortion|anti choice|christian preach|malpractice|unprofessional conduct,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,82,,2011,6.8,,0
38,458,Callie Thorne,Philip Seymour Hoffman,23461,Holland Taylor,1,love|marine biologist|nurse|personal ad|plumber,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86,1000000,1998,6.7,1.85,392
387,973,Jennifer Garner,J.K. Simmons,28817,Rainn Wilson,0,adoption|baby|friend|pregnancy|school,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,7500000,2007,7.5,1.85,10000
185,180,Boyd Holbrook,Ty Burrell,3986,Kathleen Rose Perkins,2,adultery|brother sister relationship|estrangement|siblings|suicide attempt,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,79,,2014,6.8,2.35,0
348,287,Julia Garner,Christopher Abbott,1263,Brady Corbet,0,connecticut|cult|memory|new york|telephone call,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,186,,2011,6.9,2.35,0
155,313,Jenny Slate,Gaby Hoffmann,1587,Jake Lacy,1,abortion|divorced parents|one night stand|pregnancy|pregnant,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73,,2014,6.8,2.35,0
181,229,Michael O'Keefe,Charlie McDermott,994,Misty Upham,1,border|mohawk|money|new york|river,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93,1000000,2008,7.2,1.85,0
149,13,Lou Adler,Sheryl Crow,198,Merry Clayton,0,backup singer|band|bechdel test passed|concert footage|singer,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,80,1000000,2013,7.4,1.78,14000
54,13,Natasha Gregson Wagner,Robert Downey Jr.,21124,Angel David,3,actor|anilingus|double cross|funeral home|two timing,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,102,1000000,1997,5.6,1.85,387
18,584,Anne Heche,Kevin Corrigan,2400,Vincent Pastore,2,briefs|cancer|cat|cult film|friend,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,32,1000000,1996,6.8,1.85,227
122,121,Mark Addy,Tom Wilkinson,2323,Lesley Sharp,3,dole|male stripper|northern england|steel worker|unemployment,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174,3500000,1997,7.2,1.85,0
87,5,Phyllis Diller,Ed Begley Jr.,1447,Colette Divine,0,california|car|reference to ralph nader|technology|u.s. president,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,155,1000000,2006,7.7,1.75,0
51,428,Nia Long,Justin Theroux,3085,Mary McCormack,1,friend|gay|lesbian|photographer|restaurant,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,120,1000000,2000,7.0,2.35,671
260,124,Ossie Davis,Daniel Roebuck,1587,Ella Joyce,2,cult film|elvis|elvis presley|nursing home|texas,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,366,1000000,2002,7.2,1.85,0
218,543,Dylan Minnette,Odeya Rush,5497,Ken Marino,4,based on book|blob|ferris wheel|manuscript|monster,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,58000000,2015,6.4,2.35,35000
16,6,Saul Williams,Sonja Sohn,295,Bonz Malone,0,gang|independent film|prison|racial slur|urban setting,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51,1000000,1998,7.2,1.85,603
12,25,Frank Gerrish,Wilford Brimley,1107,Rick Macy,0,fbi agent|mormon|prayer|sheriff|utah,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,63,1000000,2001,7.2,1.85,100
1,97,Manoj Bajpayee,Karisma Kapoor,773,Jaya Bhaduri,3,mumbai riots|politician|riot|suicide|tragic event,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,19,1000000,2000,6.2,2.35,92
48,842,Sid Caesar,Madeline Kahn,3931,Dom DeLuise,0,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131,11000000,1981,6.9,2.35,0
59,194,Dian Bachar,Trey Parker,904,Matt Stone,0,book of mormon|fight|mormon|ray gun|sidekick,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,168,1000000,1997,6.2,1.85,0
88,463,Paul Schneider,Zooey Deschanel,12385,Shea Whigham,0,best friend|lake|love|small town|womanizer,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,126,2500000,2003,6.9,2.35,571
28,301,Cathy Moriarty,David Arquette,1692,Kathryn Erbe,0,dying|to do list|twenty something|underwear|voyeur,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,29,1000000,1997,7.0,1.85,166
44,275,Agnes Bruckner,Frances Fisher,1641,A.J. Buckley,0,contest|poetry|refusing to eat|starving oneself|teenage girl,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,68,1000000,2002,6.7,1.85,115
13,268,Lupe Ontiveros,Cheech Marin,2289,Robert Beltran,1,divorce|friend|jewish|lent|restaurant,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,32,1000000,2000,3.6,,24
117,145,Nat Wolff,James Franco,12234,Olivia Crocicchia,0,girls' soccer|high school|high school student|soccer coach|teenager,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,61,,2013,6.3,1.85,0
100,7,Scandar Copti,Shahir Kabaha,42,Ranin Karim,6,arab|christian|israeli|palestinian|violence,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,32,,2009,7.4,1.85,0
117,772,Patrick Fugit,Leslie Bibb,4720,Chase Ellison,2,afterlife|camping|death|hitchhiker|suicide,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,88,1000000,2006,7.4,1.78,11000
140,11,Cara Seymour,Steven Yeun,7098,Venida Evans,0,buddhism|evolution|eye|reincarnation|stuck in elevator,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,160,,2014,7.3,2.39,32000
29,551,Elden Henson,Shiri Appleby,2489,Kathleen Quinlan,2,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,49,1000000,2003,6.1,1.85,150
308,310,AJ Michalka,Michael Imperioli,2369,Tom McCarthy,1,1970s|afterlife|heaven|pedophile|rape,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,593,65000000,2009,6.7,2.35,16000
248,0,Herman Koto,Anwar Congo,6,Syamsul Arifin,1,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,1000000,2012,8.2,1.85,20000
84,23,George W. Bush,Alex Gibney,313,Greg D'Agostino,0,afghanistan|detainee|guantanamo bay|taxi|torture,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,40,1000000,2007,7.7,1.85,0
40,5,Marv Albert,Pelé,118,Ahmet Ertegun,0,new york|new york cosmos|professional sports|soccer|soccer team,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,13,1000000,2006,7.3,1.85,587
,0,Rufus Graham,Kumar Gaurav,15,Aasheekaa Bathija,0,bare chested male|discipline|imperialism|whipping|white slavery,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,2,,2004,7.4,,32
13,679,Fisher Stevens,Mira Sorvino,3258,Melissa Gilbert,1,actress|fame|inside joke|new york|one man show,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,16,,2000,5.7,,25
31,9,Tom Hamann,Josh Swanson,86,Anthony Powell,1,antarctica,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,16,1000000,2013,7.6,1.85,0
43,0,Brian Whitaker,G.W. Krauss,28,Jason Bateman,0,artist|denmark|lego|toy|toy company,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,11,1000000,2014,6.8,,0
2,891,Randy Wayne,Matthew Ziff,263584,Raquel Elizabeth Ames,3,family relationships|loss of mother|san diego california|single mother|suicide attempt,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,5,1000000,2012,5.6,1.85,706
4,219,Anil Kapoor,Emraan Hashmi,2024,Sunil Shetty,5,chocolate|christmas|christmas eve|death|suspect,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,30,1500000,2005,4.8,,31
238,725,Greta Gerwig,Lena Dunham,3833,Dee Wallace,0,cult film|eclipse|haunted house|lunar eclipse|secret,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,193,900000,2009,6.4,1.85,0
112,271,Clayne Crawford,David Hyde Pierce,1452,Nathaniel Parker,1,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,73,500000,2010,6.8,1.85,0
33,117,Michael Lerner,Harvey Fierstein,1141,Josh Pais,0,gangster|organized crime|robbery|rosh hashanah|safecracking,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,52,1000000,1998,6.1,1.85,157
8,73,Patsy Kensit,Patrick Renna,1042,Adrienne Frantz,2,car racing|crush|hustler|scam|watching television,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,43,1000000,1999,5.2,,27
95,14,Louis Mustillo,Yul Vazquez,196,James Lorinz,1,actor|magazine|model|rock band|suburb,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,17,,1996,6.9,1.85,43
29,490,James Gunn,Judy Greer,3905,Jamie Kennedy,0,action figure|press conference|superhero|superhero team|toy,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,54,1000000,2000,6.0,1.85,210
3,256,Emily Baldoni,Will Rothhaar,1647,Hallee Hirsh,1,birthday|digit in title|love|masturbation|teenager,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,6,1000000,2009,6.3,1.78,143
71,61,Ana Claudia Talancón,Jordana Spiro,509,Jonathon Trent,0,female nudity|female pubic hair|masturbation|panties|pubic hair,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,31,1000000,2006,6.1,1.85,244
36,150,Alexia Rasmussen,Nora Zehetner,928,Meredith Hagner,1,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,7,1000000,2015,5.5,2.39,793
56,394,Paul Blackthorne,Michael Rapaport,2694,Ian Bohen,0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,37,1000000,2006,6.9,1.85,0
8,422,Jamie Kennedy,Frances Bay,2633,Veronica Cartwright,3,automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,13,,1997,5.6,,17
3,94,Vanilla Ice,Scott Levy,1188,Jennifer Sky,2,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,9,1000000,2005,1.9,1.78,128
8,176,Mariel Hemingway,David Keith,1284,Jesse Hutch,2,camp|die hard scenario|female protagonist|island|vice president,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,12,1000000,2006,4.1,1.85,42
9,4,Frank Whaley,Lynn Cohen,920,Heather Bucha,3,based on play|character name in title,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,21,1500000,2001,5.4,1.85,47
87,8,Andrea Vergara,Kenny Johnston,351,Gabriel Reyes,0,corrupt police|drug cartel|drugs|mexico|police,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,15,1000000,2013,6.8,1.85,0
6,4,Ayesha Omar,Rasheed Naz,19,Javed Sheikh,9,pakistan|road trip,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,15,1000000,2015,7.0,,259
14,228,Kevin McCarthy,Ilene Graff,1635,Laura Breckenridge,0,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,75,1000000,2006,6.7,1.85,501
20,396,Matt Walsh,Jason Ritter,2607,Amy Sedaris,1,courtroom|independent film|internet|small town|youtube,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,8,1000000,2014,5.8,1.78,903
23,131,A.J. Buckley,Nicole Randall Johnson,997,James Eckhouse,2,police|revenge|sex|suburb|video camera,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,26,1000000,2006,6.2,,138
6,106,Lauren C. Mayhew,Randy Wayne,1752,Alicia Ziegler,4,erotica|masseuse|sister sister relationship|temptation|threesome,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,28,1000000,2009,2.8,16.0,297
12,47,Eddie Albert,Oliver Reed,964,Louise Sorel,1,beatnik|businessman|necrophilia|party|partying,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,7,,1965,7.3,1.37,32
2,149,Ossie Davis,Aidan Quinn,1593,Janet Hubert,2,,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,22,1000000,2004,5.8,,141
12,904,Chloë Grace Moretz,Jennifer Lawrence,52113,Bokeem Woodbine,3,basketball|drug abuse|interracial rape|iowa|tween girl,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,24,,2008,6.5,1.85,599
,171,Barbara Hershey,Joe Mantegna,1996,Diane Venora,5,,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,,1000000,2008,6.1,,3
64,23,Janette Armand,Russell Hodgkinson,292,Kevin Hamedani,0,cult|homosexual|island|survival horror|zombie,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,39,500000,2009,5.1,1.85,0
7,317,Shanley Caswell,Maureen McCormick,1549,Tim Abell,1,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,14,1000000,2012,2.2,1.78,150
9,0,Germán Alcarazu,Álex Angulo,90,Joseba Ugalde,0,best friend|deportation|moroccan|unrequited love|xenophobia,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,7,,2014,7.2,2.35,68
21,360,Marlene Forte,Nicole Beharie,2116,Reg E. Cathey,1,business trip|german|love|new york|singer songwriter,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,12,1000000,2011,5.7,1.66,370
,110,Sticky Fingaz,Wesley Jonathan,1350,Chrystee Pharris,6,,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,1,1000000,2009,3.4,,41
1,402,Tom Berenger,William McNamara,11466,Randy Jay Burrell,3,1880s|cowboy|low budget film|shoot out|wild west,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,6,1000000,2014,3.8,1.78,54
95,37,Anslem Richardson,Katie Aselton,344,Jay Paulson,1,bare breasts|female frontal nudity|hunter|island|weekend,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,47,,2012,4.7,1.85,0
40,177,Alexander Vlahos,David Oakes,1226,Jennie Jacques,2,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,41,1000000,2012,5.6,2.35,968
6,0,Pierre Dulat,Magi Avila,109,Summer Napoles,0,dominance submissiveness|female nudity|human branding|human pet|power exchange,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,24,1000000,2006,3.9,,91
16,36,Chloe Rose,Boyd Banks,231,Kristian Bruun,2,,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,16,1000000,2014,5.4,,48
39,253,Kevin Gage,Angelina Armani,1825,Fiona Dourif,0,bare breasts|based on web series|claustrophobia|doctor|phobia,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,19,1000000,2015,5.2,2.35,936
150,115,Shona Kay,Jason K. Wixom,656,Jarrod Phillips,2,desert|drifter|seduction|siege|zombie,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,30,1000000,2013,3.5,2.35,0
1,426,Luke Perry,Justin Baldoni,2677,Leonor Varela,0,,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,1,1000000,2014,5.3,,212
393,888,Spencer Wilding,Rosario Dawson,5056,Tuppence Middleton,0,amnesia|criminal|heist|hypnotherapy|lost painting,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,20000000,2013,7.0,2.35,23000
32,113,Dick Van Patten,Cliff Robertson,1567,Claire Bloom,0,disability|experiment|genius|intelligence|mouse,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,55,,1968,7.1,2.35,785
78,302,Katia Winter,Monique Candelaria,1618,Michael McMillian,1,experiment|lsd|missing friend|mk ultra|radio broadcast,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,56,950000,2013,5.5,,2000
,223,David DeLuise,Eric Lloyd,1713,Bruno Campos,8,1990s|brother sister relationship|female protagonist|single mother|sitcom,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,14,,,5.9,,57
8,354,Gia Mantegna,Kimberly Williams-Paisley,2468,Cathryn de Prume,1,bare breasts|female protagonist,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,64,950000,2014,6.0,,884
6,558,Mike Colter,Vanessa Williams,2504,Eartha Kitt,1,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,4,989000,2007,4.8,,42
9,17,Robert Kennedy Jr.,Alma Martinez,104,Eve Ensler,0,two word title,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,3,913000,2014,7.1,,489
134,279,Karl Malden,Marlon Brando,11094,Rod Steiger,2,death|dock|longshoreman|murder|union,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,281,910000,1954,8.2,1.85,0
18,501,Geoff Stults,Justin Kirk,2924,Kristen Johnston,8,friendship|los angeles california|one night stand|roommate|single mother,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,15,930000,2011,5.7,2.35,995
233,27,Vlad Ivanov,Anamaria Marinca,264,Alexandru Potocean,0,female rear nudity|friend|hotel|rainy night|towel,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,172,590000,2007,7.9,1.85,14000
10,76,Brian Dorton,Javier Botet,1343,Jan Cornet,0,anthology,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3,3000000,2015,7.3,,52
231,0,G.J. Echternkamp,Odessa Rae,117,Patrick Wilson,0,chatting|missing person poster|online dating|photographer|sexual predator,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,651,950000,2005,7.1,2.35,12000
65,659,David Gallagher,Katy Mixon,3299,Edie Falco,0,deaf|death|dysfunctional family|godparent|secret,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,90,900000,2005,6.4,2.35,698
76,127,Reza Sixo Safai,Sarah Kazemy,509,Sina Amedson,1,closeted lesbian|iranian|islamophobia|propaganda|teenager,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,43,,2011,5.9,2.35,0
327,88,Melonie Diaz,Ahna O'Reilly,687,Ariana Neal,0,22 year old|b.a.r.t.|bay area|birthday|police,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,168,900000,2013,7.5,1.85,17000
62,727,Michael Angarano,Jack McBrayer,4184,Alia Shawkat,2,mini dress|mini skirt|money|voyeur|voyeurism,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,39,900000,2012,6.4,2.35,0
116,8,Donnie Dunagan,Sam Edwards,63,Ann Gillis,0,animal|bambi|deer|forest|hunter,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,136,,1942,7.4,1.33,0
73,102,Rian Bishop,John Enos III,897,Adam Carolla,1,birthday|boxing|coach|gym|olympics,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,23,850000,2007,7.3,,337
238,874,Harold Perrineau,Dwayne Johnson,15800,Nadine Velazquez,1,cigarette smoking|dea|drugs|inspired by true events|undercover,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,15000000,2013,6.5,2.35,12000
35,522,Rob McElhenney,Joseph Gordon-Levitt,26017,Jacqueline Bisset,2,christian|male frontal nudity|mormon|mormon missionary|nudity,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,252,850000,2003,7.2,1.85,0
2,0,Christophe Cherki,Stana Roumillac,0,Teddy Doloir,1,foreign|french,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2,900000,2011,6.7,16.0,24
6,734,Ruby Dee,Bokeem Woodbine,5435,Quinton Aaron,4,number in title|semi autobiographical,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,3,1000000,2013,7.1,,181
115,567,Ari Graynor,James Wolk,3770,Nia Vardalos,0,friend|friendship|gay|phone sex|sex,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,34,850000,2012,6.0,2.35,0
193,172,Janel Parrish,Ari Graynor,1751,Rob Huebel,2,best friends|friendship|masturbation|reference to matthias steiner|single,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,61,,2012,6.7,2.35,0
16,221,D. David Morin,Gavin MacLeod,1185,Hal Linden,1,bible|christian propaganda|christianity|time machine|zealot,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,158,825000,2002,5.6,1.85,409
68,141,Johnny Harris,Lorraine Stanley,926,Georgia Groome,0,bathroom|chase|girl|pimp|toilet,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,72,500000,2006,7.0,2.35,933
16,175,Christopher Berry,Eddie Griffin,1278,Michelle Tabora,2,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,23,990000,2015,4.9,,549
7,487,Samaire Armstrong,Tommy O'Reilly,3336,Matt Cohen,1,,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,6,100000,2015,3.2,,312
354,620,Leila Hatami,Shahab Hosseini,2501,Peyman Moaadi,2,alzheimer's disease|caregiver|divorce|iran|iranian,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,264,500000,2011,8.4,1.85,48000
16,10,Stephen McCole,Jo Hartley,81,Joe Cassidy,1,cocaine|edinburgh scotland|stand up comedian,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,6,,2009,6.9,,33
74,236,Ken Leung,Heather Matarazzo,1502,Christina Vidal,1,bully|first crush|school|social outcast|taunting,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,174,800000,1995,7.5,1.85,0
11,86,Todd Field,Allison Dean,423,Dorothy Lyman,1,desire|florida|identity|resort town|sales,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,28,800000,1993,7.2,1.85,81
59,68,Melonie Diaz,Victor Rasuk,663,Judy Marte,1,based on short film|manhattan new york city|urination|vomiting|watching television,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,135,800000,2002,7.2,1.85,219
71,3,Francis Lederer,Louise Brooks,455,Fritz Kortner,1,escape|femme fatale|german expressionism|lust|violence,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,84,,1929,8.0,1.33,926
5,167,Melora Walters,Martin Landau,1484,Diane Baker,2,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,1,850000,2008,7.4,1.78,18
25,0,Hilda Bernard,Norma Aleandro,29,Claudia Lapacó,0,buenos aires argentina|economics|housekeeper|maid|servant,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,11,800000,2004,7.2,,83
29,501,Kathryn Morris,Kevin Pollak,1983,Timothy Hutton,0,colorado|diner|iraq|nuclear missile|president,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,79,800000,1999,6.5,1.85,130
17,181,Tom Guiry,Zachary Knighton,991,Ryan Donowho,1,death|farm|fur coat|grief|misfit,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,30,800000,2003,7.2,,396
13,258,Eion Bailey,Leslie Bibb,2359,Arly Jover,0,based on play|independent film,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,3,,2000,4.2,,4
6,152,Kurt Angle,Shane Dawson,954,Cherami Leigh,4,,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,72,600000,2014,5.1,,0
224,13,Stig Frode Henriksen,Bjørn Sundquist,116,Ane Dahl Torp,0,medical student|nazi|snow|snowmobile|zombie,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,200,800000,2009,6.4,1.85,23000
33,69,Larry Bagby,Corbin Allred,587,Kirby Heyborne,0,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,157,780000,2003,6.8,,1000
1,37,Alan Pietruszewski,Taylor Pigeon,315,Whit Spurgeon,1,alien|flight attendant|monster|pilot|tentacle,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,3,,2012,6.2,,14
