duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
119,43,523,Blythe Danner,953,44087387,Comedy|Drama|Family|Romance,The Sisterhood of the Traveling Pants 2 ,22304,3525,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,33,English,PG-13,,713,6.2,1.85,894
118,650,715,Jeremy Jordan,1000,30920167,Comedy|Music,Joyful Noise ,6476,3389,http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1,71,English,PG-13,25000000,773,5.7,2.35,0
101,129,3,Christopher Webster,66,40566655,Comedy|Drama|Romance,About a Boy ,144021,74,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,391,English,PG-13,30000000,5,7.1,2.35,0
82,49,429,Bridget Fonda,1000,31768374,Action|Comedy|Horror,Lake Placid ,42761,3313,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,366,English,R,27000000,888,5.6,2.35,2000
110,118,1000,Morgan Freeman,13000,22494487,Crime|Drama|Mystery|Thriller,Lucky Number Slevin ,262153,26451,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,English,R,27000000,11000,7.8,2.35,10000
193,133,820,Scott Glenn,2000,21500000,Adventure|Drama|History,The Right Stuff ,45271,6341,http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1,170,English,PG,27000000,826,7.9,1.85,0
130,776,358,Joely Richardson,898,4463292,Drama|History|Thriller,Anonymous ,34488,2452,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,136,English,PG-13,30000000,584,6.9,2.35,15000
94,249,271,Barret Oliver,523,,Adventure|Drama|Family|Fantasy,The NeverEnding Story ,99557,1560,http://www.imdb.com/title/tt0088323/?ref_=fn_tt_tt_1,284,English,PG,27000000,312,7.4,2.35,21000
111,295,531,William Hurt,3000,14337579,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,Dark City ,156929,4696,http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1,624,English,R,27000000,882,7.7,2.35,14000
110,10,844,Hayley Atwell,3000,13823741,Biography|Drama|History|Romance,The Duchess ,61777,6420,http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1,140,English,PG-13,13500000,2000,6.9,2.35,0
30,,94,Art Carney,491,,Comedy|Family,The Honeymooners             ,3446,812,http://www.imdb.com/title/tt0042114/?ref_=fn_tt_tt_1,31,English,,,154,8.7,1.33,459
109,181,137,Jean Marsh,303,,Adventure|Family|Fantasy|Horror|Mystery,Return to Oz ,19568,960,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,208,English,PG,25000000,146,6.7,1.85,0
123,0,324,Lew Temple,11000,10297897,Action|Crime|Drama|History|Western,The Newton Boys ,8309,11969,http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1,39,English,PG-13,27000000,597,6.0,2.35,315
109,22,355,Callum Rennie,14000,13248477,Horror|Mystery|Thriller,Case 39 ,60555,15790,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,174,English,R,27000000,716,6.2,2.35,0
99,54,398,Kevin Chamberlin,748,8712564,Crime|Drama|Mystery|Thriller,Suspect Zero ,16555,1721,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,139,English,R,27000000,489,5.9,1.33,817
106,43,460,Richard Schiff,1000,7486906,Comedy|Drama|Family,Martian Child ,17436,2495,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1,71,English,PG,27000000,506,6.8,1.85,0
89,0,640,Joel McHale,2000,38536376,Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids: All the Time in the World in 4D ,15866,4311,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83,English,PG,27000000,734,3.6,1.85,0
98,0,638,Jack O'Connell,8000,41008532,Crime|Drama|Thriller,Money Monster ,19611,10894,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,English,R,27000000,698,6.7,2.35,0
93,31,57,Junix Inocian,783,5204007,Action|Comedy|Crime|Thriller,Formula 51 ,42876,1044,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,167,English,R,28000000,132,6.3,2.35,0
112,541,638,Philip Seymour Hoffman,22000,4485485,Comedy|Crime|Drama,Flawless ,14612,46022,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,105,English,R,15000000,22000,6.4,1.85,0
101,212,749,Clifton Collins Jr.,1000,4476235,Crime|Horror|Mystery|Thriller,Mindhunters ,49405,4186,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,226,English,R,27000000,968,6.4,2.35,2000
104,272,17000,Robin Wright,22000,1089365,Comedy|Drama,What Just Happened ,23767,71973,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,111,English,R,25000000,18000,5.7,2.35,845
120,278,387,Colin Salmon,844,763044,Drama|Thriller,The Statement ,4257,3286,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,52,English,R,23000000,766,6.2,1.85,188
135,0,3,Amy Carson,5,,Drama|Musical|Romance,The Magic Flute ,926,24,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,19,English,,27000000,4,6.6,2.35,359
91,41,328,Adhir Kalyan,567,20819129,Action|Comedy|Crime,Paul Blart: Mall Cop ,84209,2954,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,201,English,PG,26000000,402,5.2,1.85,0
97,70,512,Julie Gonzalo,2000,110222438,Comedy|Family|Fantasy|Music|Romance,Freaky Friday ,96693,3984,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,271,English,PG,26000000,528,6.1,1.85,0
133,0,218,Romany Malco,7000,109243478,Comedy|Romance,The 40-Year-Old Virgin ,313797,8341,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,546,English,R,26000000,966,7.1,1.85,0
123,108,239,Martin Clunes,1000,100241322,Comedy|Drama|Romance,Shakespeare in Love ,175524,1690,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,752,English,R,25000000,264,7.2,2.35,0
114,71,313,Boyd Holbrook,14000,25977365,Crime|Drama|Mystery|Thriller,A Walk Among the Tombstones ,87950,15428,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,207,English,R,28000000,439,6.5,2.35,15000
111,425,344,Cathy Moriarty,743,91457688,Action|Comedy|Crime,Kindergarten Cop ,107801,2403,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,109,English,PG-13,26000000,394,6.0,1.85,0
117,234,919,Gary Cole,11000,87341380,Action|Comedy|Crime,Pineapple Express ,255257,15590,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,374,English,R,27000000,989,7.0,2.35,0
121,72,343,Dougray Scott,1000,65703412,Comedy|Drama|Romance,Ever After: A Cinderella Story ,57958,2747,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,345,English,PG-13,26000000,794,7.0,2.35,0
139,0,648,Michael Jeter,3000,58328680,Drama|Romance|Western,Open Range ,54096,5458,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,494,English,R,22000000,693,7.5,2.35,0
115,541,442,Oliver Platt,8000,61490000,Drama|Horror|Sci-Fi|Thriller,Flatliners ,62037,10493,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,148,English,R,26000000,1000,6.6,2.35,0
22,,424,Kaitlin Olson,813,,Comedy,It's Always Sunny in Philadelphia             ,133415,1784,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,151,English,TV-MA,,547,8.8,1.33,0
175,0,14,Dirk Bogarde,385,50800000,Drama|History|War,A Bridge Too Far ,40277,669,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,210,English,PG,26000000,232,7.4,2.35,0
85,0,178,Carl Gilliard,332,57859105,Mystery|Thriller,Red Eye ,94108,1090,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,673,English,PG-13,26000000,285,6.5,2.35,0
90,160,392,Michael Landes,748,46455802,Horror|Thriller,Final Destination 2 ,120786,3172,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,472,English,R,26000000,439,6.2,1.85,0
107,0,577,Tim Blake Nelson,1000,45506619,Adventure|Comedy|Crime|Music,O Brother, Where Art Thou? ,225102,3066,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,862,English,PG-13,26000000,596,7.8,2.35,16000
100,124,534,Kate Walsh,2000,40168080,Action|Fantasy|Horror,Legion ,80870,3889,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,315,English,R,26000000,850,5.2,2.35,0
129,0,385,Larry Hankin,12000,49874933,Comedy|Crime|Drama,Pain & Gain ,161168,13573,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,287,English,R,26000000,412,6.5,2.35,43000
109,80,2000,Ty Burrell,19000,45489752,Comedy|Drama|Romance,In Good Company ,48973,28493,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,214,English,PG-13,26000000,3000,6.5,1.85,736
94,906,528,Paula Garcés,2000,36985501,Action|Adventure|Comedy|Sci-Fi|Thriller,Clockstoppers ,11212,3917,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,94,English,PG,26000000,587,5.2,1.85,874
133,759,67,Todd Allen,826,33200000,Action|Crime|Drama|Western,Silverado ,28247,1154,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,149,English,PG-13,26000000,130,7.2,2.35,0
105,260,3000,Jake Gyllenhaal,20000,28501651,Drama|Thriller,Brothers ,88035,42473,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,English,R,26000000,15000,7.1,2.35,10000
100,8,588,Frankie Muniz,1000,23222861,Action|Adventure|Comedy|Family|Romance|Sci-Fi,Agent Cody Banks 2: Destination London ,11092,3742,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,English,PG,26000000,934,4.5,2.35,167
113,0,307,Common,22000,54540525,Comedy|Romance,New Year's Eve ,66579,23456,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,English,PG-13,56000000,988,5.7,1.85,20000
118,49,155,Gregory Itzin,11000,16252765,Drama|Mystery|Romance|Thriller,Original Sin ,44913,11662,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,181,English,R,42000000,216,6.0,2.35,3000
110,160,427,Dave Legeno,771,16005978,Crime|Mystery|Thriller,The Raven ,72886,2356,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,190,English,R,26000000,570,6.4,2.35,35000
110,80,509,Ray Romano,826,14469428,Comedy|Romance,Welcome to Mooseport ,10667,2466,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,95,English,PG-13,26000000,590,5.2,1.85,260
99,5,535,Mako,1000,13829734,Action|Fantasy|Romance|Sci-Fi,Highlander: The Final Dimension ,16194,2960,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,79,English,PG-13,26000000,691,4.3,2.35,319
101,30,223,Mike Starr,1000,1075288,Crime|Drama|Thriller,Blood and Wine ,7772,2228,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,55,English,R,22000000,854,6.1,1.85,145
100,2,512,Chris Bauer,642,,Fantasy|Horror,Snow White: A Tale of Terror ,8118,2170,http://www.imdb.com/title/tt0119227/?ref_=fn_tt_tt_1,69,English,R,26000000,638,6.3,1.85,0
103,11000,277,Elizabeth Berkley,11000,7496522,Comedy|Crime|Mystery|Romance,The Curse of the Jade Scorpion ,31798,12534,http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1,178,English,PG-13,26000000,893,6.8,1.37,826
100,737,816,Kirstie Alley,15000,,Comedy|Romance,Accidental Love ,5006,19068,http://www.imdb.com/title/tt1137470/?ref_=fn_tt_tt_1,28,English,PG-13,26000000,980,4.0,1.85,0
95,0,26,Chelsea Field,442,20047715,Adventure|Family,Flipper ,8008,616,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26,English,PG,25530000,95,5.2,2.35,504
117,763,523,Derek Luke,16000,12276810,Action|Mystery|Sci-Fi|Thriller,Self/less ,57674,17847,http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1,126,English,PG-13,26000000,543,6.5,2.35,11000
129,353,151,Danny Huston,883,33565375,Drama|Mystery|Romance|Thriller,The Constant Gardener ,111351,1565,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,568,English,R,15000000,430,7.5,1.85,0
120,0,113,Maia Morgenstern,260,499263,Drama,The Passion of the Christ ,179235,705,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,2814,Aramaic,R,30000000,252,7.1,2.35,13000
125,0,711,Mara Wilson,49000,219200000,Comedy|Drama|Family|Romance,Mrs. Doubtfire ,181380,52201,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,223,English,PG-13,25000000,1000,6.9,2.35,0
133,272,628,Valeria Golino,10000,172825435,Drama,Rain Man ,383784,12285,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,331,English,R,25000000,898,8.0,1.85,12000
116,16000,198,Dreama Walker,16000,148085755,Drama,Gran Torino ,561773,17347,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,871,English,R,33000000,601,8.2,2.35,28000
129,0,655,Scott Glenn,2000,25517500,Biography|Drama|History,W. ,40941,4264,http://www.imdb.com/title/tt1175491/?ref_=fn_tt_tt_1,320,English,PG-13,25100000,826,6.4,2.35,0
93,180,485,Holly Valance,14000,145000989,Action|Thriller,Taken ,483756,16461,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,974,English,PG-13,25000000,816,7.9,2.35,29000
118,97,437,Gerald McRaney,775,26761283,Drama|Romance,The Best of Me ,43084,3197,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,99,English,PG-13,26000000,523,6.7,2.35,19000
129,81,164,Mike Starr,970,121945720,Action|Drama|Music|Romance,The Bodyguard ,89972,2551,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,126,English,R,25000000,854,6.1,1.85,0
185,14000,212,Embeth Davidtz,14000,96067179,Biography|Drama|History,Schindler's List ,865020,15233,http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1,1273,English,R,22000000,795,8.9,1.85,41000
146,150,2000,Bryce Dallas Howard,15000,169705587,Drama,The Help ,318955,23227,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,English,PG-13,25000000,3000,8.1,1.85,75000
128,386,203,Peter Capaldi,19000,3254172,Biography|Drama|Thriller,The Fifth Estate ,29282,36337,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,105,English,R,28000000,17000,6.2,2.35,11000
93,67,596,Linda Cardellini,4000,84185387,Adventure|Comedy|Family|Fantasy|Horror|Mystery,Scooby-Doo 2: Monsters Unleashed ,33180,7800,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,149,English,PG,80000000,2000,4.9,1.85,567
107,0,48,Igor Jijikine,1000,,Adventure|Fantasy|Mystery|Thriller,Viy ,3170,1166,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,18,Russian,,26000000,65,5.4,1.85,0
97,31,662,Jason Ritter,918,82163317,Action|Horror|Thriller,Freddy vs. Jason ,89101,4692,http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1,885,English,R,30000000,782,5.8,2.35,3000
101,187,127,Ava Acres,554,,Drama,The Face of an Angel ,2863,1041,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,25,English,Not Rated,,213,4.7,2.35,488
82,8,179,Rob Paulsen,770,80920948,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Jimmy Neutron: Boy Genius ,23943,2251,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,118,English,G,30000000,677,6.0,1.85,425
85,198,387,Ben Feldman,2000,80034302,Action|Adventure|Horror|Sci-Fi,Cloverfield ,296787,3958,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,2192,English,PG-13,25000000,1000,7.0,1.85,0
88,34,445,Paige Turco,642,78656813,Action|Adventure|Comedy|Family|Sci-Fi,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,2501,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,93,English,PG,25000000,533,6.0,1.85,0
119,0,188,Billy Drago,22000,76270454,Crime|Drama|Thriller,The Untouchables ,219008,22767,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,418,English,R,25000000,371,7.9,2.35,0
122,1000,883,Stephen Root,2000,74273505,Crime|Drama|Thriller,No Country for Old Men ,612060,4738,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,1518,English,R,25000000,939,8.1,2.35,21000
99,167,460,Tika Sumpter,655,134141530,Action|Comedy|Crime|Romance,Ride Along ,75903,2394,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109,English,PG-13,25000000,521,6.2,2.35,0
97,11,887,Jim Broadbent,14000,71500556,Comedy|Drama|Romance,Bridget Jones's Diary ,171568,16999,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,571,English,R,26000000,1000,6.7,2.35,0
121,529,163,Leslie Caron,541,71309760,Drama|Romance,Chocolat ,150308,1323,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,498,English,PG-13,25000000,399,7.3,1.85,18000
95,0,643,Bruce McGill,934,89808372,Comedy,Legally Blonde 2: Red, White & Blonde ,46417,3500,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,297,English,PG-13,45000000,655,4.6,1.85,660
105,99,433,Gedde Watanabe,3000,77264926,Comedy|Family,Parental Guidance ,21176,5740,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107,English,PG,25000000,448,6.1,1.85,0
108,425,766,Greta Gerwig,20000,70625986,Comedy|Romance,No Strings Attached ,168717,22739,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,English,R,25000000,962,6.2,2.35,24000
134,170,472,Dana Delany,2000,56505065,Action|Biography|Drama|History|Romance|Western,Tombstone ,95241,4453,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,439,English,R,25000000,722,7.8,2.35,11000
115,43,775,Delroy Lindo,5000,55973336,Action|Crime|Thriller,Romeo Must Die ,57040,9082,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,365,English,R,25000000,848,6.1,2.35,0
107,503,108,Patrick Troughton,264,,Fantasy|Horror|Mystery,The Omen ,80958,673,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,310,English,R,2800000,139,7.6,2.35,7000
86,70,318,Gina Holden,440,54098051,Horror,Final Destination 3 ,102861,2420,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,571,English,R,25000000,346,5.8,2.35,0
101,96,204,Riley Thomas Stewart,713,60443237,Drama|Romance,The Lucky One ,76882,1852,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,106,English,PG-13,25000000,220,6.5,2.35,29000
96,47,3000,Zooey Deschanel,14000,82234139,Adventure|Drama|Family|Fantasy,Bridge to Terabithia ,110390,28071,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,522,English,PG,17000000,11000,7.2,1.85,6000
101,395,2000,Kate Winslet,40000,51676606,Biography|Drama|Family,Finding Neverland ,174591,58823,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632,English,PG,25000000,14000,7.8,2.35,0
100,0,400,Tika Sumpter,975,52528330,Comedy|Drama,A Madea Christmas ,4265,3202,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,27,English,PG-13,25000000,521,4.7,1.85,0
117,248,726,Frank Grillo,14000,51533608,Action|Adventure|Drama|Thriller,The Grey ,203111,16606,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,English,R,25000000,798,6.8,2.35,32000
101,21,317,Dylan Baker,22000,51097664,Drama|Horror|Mystery|Thriller,Hide and Seek ,70205,23328,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,450,English,R,30000000,812,5.9,2.35,0
98,285,7000,Will Ferrell,640000,84136909,Comedy,Anchorman: The Legend of Ron Burgundy ,267921,656730,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,577,English,PG-13,26000000,8000,7.2,1.85,0
146,17000,635,Mike Starr,22000,46836394,Biography|Crime|Drama,Goodfellas ,728685,24783,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,989,English,R,25000000,854,8.7,1.85,25000
102,91,434,Frankie Muniz,1000,47285499,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Agent Cody Banks ,26755,3037,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,104,English,PG,26000000,934,5.0,2.35,542
97,52,579,Kelly Macdonald,14000,47124400,Comedy|Family|Fantasy,Nanny McPhee ,49676,17278,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181,English,PG,25000000,2000,6.6,2.35,0
142,0,638,F. Murray Abraham,14000,44700000,Crime|Drama,Scarface ,537442,16464,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,851,English,R,25000000,670,8.3,2.35,19000
98,176,468,Michael McKean,742,44455658,Action|Adventure|Comedy|Crime,Nothing to Lose ,36253,2457,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92,English,R,25000000,658,6.7,1.85,0
219,973,400,Joan Chen,1000,43984230,Biography|Drama|History,The Last Emperor ,70274,2451,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,133,English,PG-13,23000000,643,7.8,2.35,0
109,175,733,David O'Hara,24000,66489425,Action|Crime|Drama|Thriller,Contraband ,101977,26625,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,161,English,R,25000000,736,6.5,2.35,0
97,420,585,Paul Sorvino,695,41067398,Action|Comedy|Crime|Thriller,Money Talks ,22748,2530,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,41,English,R,25000000,635,6.1,2.35,666
158,0,104,Paul F. Tompkins,272,40218903,Drama,There Will Be Blood ,372990,533,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,1107,English,R,25000000,111,8.1,2.35,16000
85,0,503,Flea,1000,39880476,Adventure|Animation|Comedy|Family|Fantasy,The Wild Thornberrys Movie ,12218,2908,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,33,English,PG,25000000,535,5.2,2.35,187
80,0,362,Cree Summer,971,39399750,Adventure|Animation|Comedy|Family|Fantasy|Musical,Rugrats Go Wild ,5674,3017,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,35,English,PG,25000000,503,5.6,2.35,329
86,92,466,Eddie Griffin,744,38230435,Action|Comedy,Undercover Brother ,29661,3001,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,179,English,PG-13,25000000,489,5.8,1.85,0
119,42,917,America Ferrera,2000,39008741,Comedy|Drama|Family|Romance,The Sisterhood of the Traveling Pants ,44838,6862,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,223,English,PG,25000000,953,6.6,2.35,0
98,20,872,Bridget Fonda,5000,36833473,Action|Crime|Drama|Thriller,Kiss of the Dragon ,53126,7945,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,254,English,R,25000000,888,6.6,2.35,0
97,29,816,Katharine McPhee,15000,48237389,Comedy|Romance,The House Bunny ,63969,18789,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,126,English,PG-13,25000000,852,5.5,2.35,0
105,23,485,Keshia Knight Pulliam,1000,36310118,Comedy,Beauty Shop ,13194,3535,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,59,English,PG-13,,619,5.5,2.35,671
124,44,367,Suraj Sharma,4000,36447959,Biography|Drama|Sport,Million Dollar Arm ,35833,6393,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,96,English,PG,25000000,774,7.0,2.39,10000
97,176,10000,Meryl Streep,12000,45089048,Drama|Romance|Sci-Fi,The Giver ,86251,36064,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,260,English,PG-13,25000000,11000,6.5,2.35,58000
105,29,742,Oliver James,14000,35990505,Comedy|Drama|Family|Romance,What a Girl Wants ,48095,16400,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,194,English,PG,20000000,1000,5.8,2.35,0
104,108,177,Jonathan Breck,296,35143332,Horror,Jeepers Creepers II ,45102,1340,http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1,316,English,R,17000000,270,5.6,2.35,0
101,7,440,Dan Fogler,1000,35000629,Comedy|Romance,Good Luck Chuck ,74622,2822,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,150,English,R,25000000,562,5.6,1.85,0
101,43,432,Tom Arnold,5000,34604054,Action|Crime|Drama|Thriller,Cradle 2 the Grave ,34942,6867,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,185,English,R,30000000,618,5.8,2.35,1000
114,335,530,Stephen Dillane,11000,41597830,Drama|Romance,The Hours ,102123,12624,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,660,English,PG-13,25000000,577,7.6,1.85,0
105,99,960,Alexandra Breckenridge,17000,33687630,Comedy|Romance,She's the Man ,116762,20109,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,261,English,PG-13,20000000,1000,6.4,1.85,0
90,68,100,Emma de Caunes,328,32553210,Comedy|Family,Mr. Bean's Holiday ,88714,794,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,235,English,PG,25000000,132,6.3,1.85,0
97,27,522,Salli Richardson-Whitfield,601,31526393,Action|Adventure|Horror|Thriller,Anacondas: The Hunt for the Blood Orchid ,22243,2730,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,144,English,PG-13,25000000,543,4.6,2.35,686
144,0,745,Lili Taylor,15000,41229,Crime|Drama|Thriller,Blood Ties ,14612,18442,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,41,English,R,25500000,960,6.5,2.35,0
114,59,403,Aaron Staton,49000,31655091,Drama|Music,August Rush ,87331,50927,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,364,English,PG,30000000,702,7.5,2.35,18000
124,159,240,John Gielgud,288,30012990,Biography|Drama|History,Elizabeth ,75973,1006,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,409,English,R,25000000,249,7.5,1.85,0
89,31,71,Park Bench,285,32368960,Comedy|Fantasy|Horror|Romance,Bride of Chucky ,39768,667,http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1,292,English,R,25000000,81,5.3,1.85,0
160,130,288,Richard Anderson,469,14500000,Action|Drama|History|War,Tora! Tora! Tora! ,25019,1548,http://www.imdb.com/title/tt0066473/?ref_=fn_tt_tt_1,159,English,G,25000000,377,7.5,2.35,0
93,14,199,Richard Briers,1000,29247405,Comedy|Family|Music,Spice World ,28377,2176,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,261,English,PG,25000000,401,3.3,1.85,0
87,234,370,J.B. Smoove,904,30538669,Comedy,The Sitter ,60202,3850,http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1,114,English,R,,555,5.7,1.85,0
