num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
19,87,147,Ian Gomez,1,exercise bicycle|face in food|police|police brutality|policeman,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,23,English,3000000,1993,155,5.1,107
129,118,442,Isabella Rossellini,4,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,102,English,13000000,2006,812,7.1,0
71,115,887,Sarah Polley,4,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,92,English,20000000,2000,900,6.5,141
93,91,794,Alison Lohman,0,evil|injury|possession|priest|vatican,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,53,English,8495000,2015,1000,4.5,0
399,88,304,Luke Treadaway,6,alien|alien invasion|apartment|creature|gang,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,297,English,13000000,2011,305,6.6,18000
110,127,116,Nikola Djuricko,0,bosnian war|church|emaciation|soldier|violence,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,180,Bosnian,13000000,2011,164,4.3,0
285,94,383,Tara Platt,0,911 operator|calling 911|die hard scenario|head held underwater|white villain,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,266,English,13000000,2013,461,6.7,23000
2,115,29,Dean Dawson,1,,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,1,English,12620000,2016,81,6.8,139
61,90,234,Aden Young,0,cia|crocodile|satellite|snake|spider,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,106,English,13000000,2002,238,5.4,332
242,102,113,Louis Herthum,0,character name in title|con artist|fraud|gay|prison break,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,162,English,13000000,2009,157,6.6,11000
62,100,91,Everett McGill,0,fire|prehistoric times|primitive|tribe|trio,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,96,None,12500000,1981,201,7.4,0
121,117,543,Kevin Connolly,0,black american|extortion|navy|psychiatrist|sailor,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,159,English,12500000,2002,638,7.3,0
83,109,355,Embeth Davidtz,1,classroom|fund raising|headmaster|reunion|roman,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,139,English,12500000,2002,795,6.9,0
122,121,975,Gary Oldman,3,aspiring actor|cocaine|drugs|pimp|suitcase full of money,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,460,English,13000000,1993,10000,8.0,15000
88,111,1000,Matt Smith,1,clone|love|male nudity|medical ethics|virginity,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,35,English,3660000,2010,2000,6.4,0
120,100,99,Al Pacino,1,office|pressure|real estate|robbery|sales,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,365,English,12500000,1992,14000,7.8,0
225,109,204,Ned Beatty,0,deputy|murder|revenge|sheriff|texas,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,176,English,13000000,2010,467,6.1,0
130,93,697,Ruby Dee,1,cat|cat people|leopard|love|slip the undergarment,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,106,English,18000000,1982,782,6.1,0
167,101,472,Margo Harshman,2,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,126,English,16000000,2009,668,5.1,0
7,101,135,Mary Astor,2,coronation|fictitious country|king|princess|swashbuckler,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,44,English,,1937,185,7.8,337
226,106,552,Kelli Garner,1,in love with an inanimate object|internet|introvert|psychologist|sex doll,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,299,English,12000000,2007,730,7.4,19000
185,94,18,Sheila Hancock,0,boy|fence|jew|nazis|poison gas,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,398,English,12500000,2008,32,7.8,38000
177,140,322,Udo Kier,0,ends with quotation|execution|factory|women's prison|year 1964,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,690,English,12800000,2000,595,8.0,0
28,132,241,Richard Roxburgh,2,australia|church|glass|inheritance|wager,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,50,English,16000000,1997,653,6.7,329
48,99,599,Vincent Gallo,3,1930s|madness|murder|new york city|violence,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,48,English,12500000,1996,787,6.6,344
116,90,506,David Costabile,7,aging|hdtv|high definition television|love|marriage,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,60,English,15000000,2009,681,6.4,0
391,105,844,Don Johnson,1,machete|mexican|mexico|priest|texas,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,392,English,10500000,2010,982,6.7,44000
117,108,168,Eric Schweig,5,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,51,English,15000000,2010,322,6.2,0
24,69,191,Gabriel Damon,0,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,133,English,12500000,1988,320,7.3,5000
86,148,489,Bin Won,2,1950s|archeologist|korea|korean war|soldier,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,224,Korean,12800000,2004,517,8.1,0
41,118,655,Cheech Marin,0,baseball movie|little league|little league baseball|mexico|three word title,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,33,English,12500000,2009,844,7.0,0
304,132,259,Linda Blair,0,demonic possession|exorcism|exorcist|loss of innocence|priest,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,1058,English,8000000,1973,931,8.0,18000
385,130,366,Robert Shaw,0,beach|blockbuster|fishing|great white shark|shark,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,962,English,8000000,1975,559,8.0,21000
145,95,1000,Shannon Elizabeth,6,1990s|first love|milf|prom|virginity,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,789,English,11000000,1999,1000,7.0,0
99,80,186,Megan Mullally,0,bear|dentist|friendship|mouse|prejudice,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,32,French,9600000,2012,637,7.9,0
29,94,148,Randall 'Tex' Cobb,1,boy|child|chosen one|demon|detective,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,69,English,25000000,1986,255,5.9,0
77,122,807,Romany Malco,8,advice|black romance|hip hop|reading a book|sex scene,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,62,English,12000000,2012,966,6.6,0
91,102,436,Jason George,0,barber|barbershop|blaxploitation|loan shark|theft,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,156,English,12000000,2002,528,6.3,770
148,116,664,Kirstie Alley,2,jamming communications|planet|space station|taunt|trap,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,359,English,11000000,1982,980,7.7,0
61,78,567,Udo Kier,1,detective|dolphin|mascot|nudity|stupidity,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,242,English,12000000,1994,595,6.9,0
84,114,793,Barry Corbin,0,computer|game|high school|norad|teenager,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,152,English,12000000,1983,883,7.1,0
83,112,733,Viggo Mortensen,1,amish|love|murder|police|train,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,175,English,12000000,1985,10000,7.4,0
216,110,11,Jason Cottle,0,mission|navy seal|terrorist|torture|valor,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,349,English,12000000,2012,17,6.5,15000
107,104,920,Alyson Stoner,0,dance|dancer|school|showcase|student,http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1,271,English,12000000,2006,2000,6.5,0
63,81,616,Demi Moore,0,beavis and butt head|fbi|score|television|television set,http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1,154,English,12000000,1996,2000,6.8,0
140,154,889,Sid Haig,5,arms dealer|atf|bail|money|multiple perspectives,http://www.imdb.com/title/tt0119396/?ref_=fn_tt_tt_1,462,English,12000000,1997,1000,7.5,0
153,102,816,Eric Winter,2,bong|escape|ex girlfriend|guantanamo bay|texas,http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1,165,English,12000000,2008,954,6.6,0
414,89,371,Alex Russell,0,found footage|high school|subjective camera|teen angst|troubled teen,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,471,English,12000000,2012,465,7.1,32000
16,132,122,Amy Irving,1,love|study|talmud|wedding|yeshiva,http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,68,English,12000000,1983,194,6.6,0
139,103,504,Michael Palin,0,cult director|dwarf|robin hood|satire|treasure,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,177,English,5000000,1981,561,7.0,0
111,93,135,Katherine Boecher,1,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,578,English,12000000,2002,188,3.3,0
229,93,281,Kirby Bliss Blanton,0,birthday party|high school|high school senior|millennial generation|party,http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1,261,English,12000000,2012,329,6.7,29000
112,172,78,Karl Malden,0,allies|dead soldier|destiny|general|tank,http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1,258,English,12000000,1970,416,8.0,0
207,96,933,Gary Cole,0,insanity|photo lab|photo shop|photography|voyeur,http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1,605,English,12000000,2002,989,6.8,0
198,89,1000,Jay Hernandez,0,apartment building|found footage|television|trapped|virus,http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1,369,English,12000000,2008,1000,6.0,0
172,92,451,Alessandro Nivola,1,cellular memory|eye|eye transplant|seeing dead people|violinist,http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1,156,English,12000000,2008,527,5.4,0
45,97,826,Shannon Elizabeth,5,cross country|cross country trip|highway travel|on the road|road movie,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,49,English,12000000,2004,1000,4.3,243
34,93,722,Fred Willard,2,college|drugs|harvard|pot|smoke,http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1,102,English,12000000,2001,729,6.2,0
75,89,84,Jerry Nelson,0,christmas|christmas eve|miser|muppet|scrooge,http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1,147,English,12000000,1992,94,7.7,0
400,144,834,Tobias Menzies,1,casino|espionage|free running|james bond|terrorist,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,2301,English,150000000,2006,1000,8.0,0
128,123,898,Roger Rees,0,art|bisexual|marriage|pain|revolutionary,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,271,English,12000000,2002,1000,7.4,0
68,93,8,Ashley Ashida Dixon,0,female protagonist|reference to britney spears|singer|song|world tour,http://www.imdb.com/title/tt2215719/?ref_=fn_tt_tt_1,50,English,12000000,2012,9,5.9,0
326,133,733,Sam Trammell,0,cancer|falling in love|friendship|novel|teenager,http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1,548,English,12000000,2014,1000,7.8,93000
128,121,599,Martin Landau,2,breasts|cult film|loan shark|poker|reference to christy turlington,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,290,English,12000000,1998,940,7.4,0
161,102,555,Romany Malco,10,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1,93,English,12000000,2014,966,6.5,0
70,102,79,Richard Dysart,1,cabin|monster|monster movie|paper mill|pollution,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,75,English,12000000,1979,122,5.4,902
164,99,282,Kathryn Erbe,0,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,374,English,12000000,1999,301,7.0,0
68,55,898,Kelvin Taylor,2,female frontal nudity|female full frontal nudity|gladiator|group sex|slave girl,http://www.imdb.com/title/tt1442449/?ref_=fn_tt_tt_1,302,English,,,939,8.6,31000
354,98,322,Mare Winningham,2,catholic|convent|gay love|gay relationship|irish adoption board,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1,233,English,12000000,2013,482,7.6,37000
125,118,805,Erika Christensen,1,anger|baseball|drinking|radio|secretary,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,219,English,9000000,2005,931,6.9,549
55,125,801,Anne Meara,3,1970s|jew|nazi|nazi hunter|paraguay,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,123,English,12000000,1978,837,7.0,0
66,104,717,Joanna 'JoJo' Levesque,3,beach|love|mermaid|storm|swimming,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,150,English,12000000,2006,826,5.3,0
191,109,376,Cara Delevingne,2,based on novel|female neighbor|friendship|travel|trip,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,160,English,12000000,2015,558,6.4,0
33,86,581,Marsha Thomason,5,animal costume|break up|fatherhood|rapper|talking baby,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,18,English,,2004,691,4.5,151
433,115,622,Bruce Dern,0,aging|billings montana|lincoln nebraska|nebraska|pickup truck,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,274,English,12000000,2013,844,7.8,28000
66,92,580,Jada Pinkett Smith,1,blood|blood of christ|demon|key|loud sex,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,104,English,13000000,1995,851,6.7,0
37,91,611,Amber Valletta,0,bully|moving|principal|revenge|school,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,69,English,12000000,2001,626,5.3,371
325,94,390,Patton Oswalt,1,car damage|computer printer|female band|fingernail polish|narcissism,http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1,203,English,12000000,2011,786,6.3,0
170,93,501,Edi Gathegi,1,assassin|cult film|doctor|heart|poison,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,444,English,12000000,2006,725,7.0,0
11,93,324,Gilbert Gottfried,2,breaking the fourth wall|doorman|friend|party|sex,http://www.imdb.com/title/tt0119326/?ref_=fn_tt_tt_1,15,English,,1997,560,5.3,439
24,100,604,Eddie Cibrian,1,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1,88,English,12000000,1998,849,6.6,242
70,100,696,Laz Alonso,1,basketball|basketball player|nba|physical therapist|therapist,http://www.imdb.com/title/tt1407061/?ref_=fn_tt_tt_1,36,English,,2010,826,5.8,0
232,113,471,Rosemarie DeWitt,1,12 step program|friend|maid of honor|tears|wedding,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,281,English,,2008,536,6.7,0
