director_name,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,num_voted_users,actor_3_name,plot_keywords,movie_imdb_link,language,content_rating,budget,title_year,actor_2_facebook_likes,movie_facebook_likes
Mike Disa,6,843,Phil LaMarr,10134754,Animation|Comedy|Family,Amy Poehler,9682,Cheech Marin,3 dimensional|box office flop|critically bashed|red riding hood|wolf,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,English,PG,30000000,2011,857,0
Lasse Hallström,529,83,Camryn Manheim,8535575,Drama,Morgan Freeman,24033,Lynda Boyd,abusive boyfriend|bear|car accident|ranch|wyoming,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,English,PG-13,30000000,2005,329,0
Terry Gilliam,0,645,Lily Cole,7689458,Adventure|Fantasy|Mystery,Andrew Garfield,126307,Verne Troyer,birthday|bridge|midget|rescue|sideshow,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,English,PG-13,40000000,2009,785,19000
Richard J. Lewis,12,329,Atom Egoyan,7501404,Comedy|Drama,Mark Addy,21086,Paul Gross,ex wife|guest|marriage|memory|montreal,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,English,R,,2010,460,0
,,51,Ingvar Eggert Sigurðsson,,Crime|Drama|Thriller,Ólafur Darri Ólafsson,2308,Björn Hlynur Haraldsson,coastal town|iceland|police|snowstorm|winter storm,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,Icelandic,,,,63,0
Brad Furman,65,681,John Heard,19316646,Crime|Thriller,Justin Timberlake,52069,David Costabile,costa rica|fbi agent|gambling|money|online gambling,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,English,R,30000000,2013,697,0
Peter Howitt,29,91,Richard Roundtree,10965209,Action|Crime|Drama|Thriller,Tyler Labine,25558,Ned Bellamy,boss|communications|computer|genius|job,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,English,PG-13,30000000,2001,240,0
Edward Zwick,380,2000,Morgan Freeman,26830000,Drama|History|War,Denzel Washington,101888,Matthew Broderick,army|black soldier|military uniform|prejudice|u.s. civil war,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,English,R,18000000,1989,11000,0
Sergio Leone,0,642,Burt Young,5300000,Crime|Drama,Robert De Niro,221000,Treat Williams,1920s|ambiguity|childhood friend|new york|speakeasy,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,English,R,30000000,1984,683,12000
Niels Arden Oplev,76,174,Isabelle Huppert,10880926,Action|Crime|Drama|Thriller,Dominic Cooper,54147,James Biberi,crime lord|dead body|dead body in a freezer|new york city|truck explosion,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,English,R,30000000,2013,678,0
Michael Radford,53,548,Mackenzie Crook,3752725,Drama|Romance,Al Pacino,29715,Kris Marshall,debt|jew|loan|merchant|pound of flesh,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,English,R,18000000,2004,871,0
Neil Jordan,277,345,Saïd Taghmaoui,3517797,Action|Crime|Drama|Romance|Thriller,Emir Kusturica,9004,Tchéky Karyo,casino|french riviera|gambler|heist|partner,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,English,R,25000000,2002,378,287
Steve Boyum,9,826,Mike Vogel,3101301,Action|Drama|Romance|Sport,Channing Tatum,3926,Steve Howey,one word title|paddock|supercross|swimming pool|winning,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,English,PG-13,,2005,2000,353
Chris Noonan,108,135,Bill Paterson,2975649,Biography|Drama|Romance,Emily Watson,23864,Lucy Boynton,book|children|friend|illustrator|letter,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,English,PG,30000000,2006,142,0
Kaige Chen,45,107,Toby Leonard Moore,668171,Action|Drama|Fantasy,Dong-gun Jang,8215,Nicholas Tse,armor|general|king|princess|slave,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,Mandarin,PG-13,60000000,2005,181,445
Corey Yuen,23,748,Holly Valance,480314,Action|Adventure,Steve Howey,38503,Sarah Carter,female fighter|island|martial arts|parachute|tournament,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,English,PG-13,21000000,2006,816,0
Andrew Dominik,181,820,Jeremy Renner,3904982,Biography|Crime|Drama|History|Western,Brad Pitt,136104,Sam Shepard,long title|outlaw|robbery|train|train robbery,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,English,R,30000000,2007,10000,0
Li Zhang,0,187,Joan Chen,127437,Action|Adventure|Drama|History|War,Bingbing Li,4670,Jaycee Chan,china|disarming someone|qing dynasty|stabbed with a bayonet|war violence,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,Mandarin,R,18000000,2011,643,0
Laurent Tirard,2,55,Sandrine Kiberlain,,Comedy|Family,Louise Bourgoin,9214,Kad Merad,baby|dinner|family relationships|school|three word title,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,French,,,2009,71,0
Simon West,165,700,Michael Angarano,,Action|Crime|Drama|Thriller,Jason Statham,36487,Jason Alexander,bodyguard|criminal|gambling|mob boss|thug,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,English,R,30000000,2015,947,0
Marc Forster,395,313,Madeline Carroll,537580,Action|Biography|Crime|Drama,Gerard Butler,52972,Kathy Baker,africa|biker|church|orphanage|preacher,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,English,R,30000000,2011,1000,21000
Reinhard Klooss,7,480,Vanessa Redgrave,,Animation|Comedy|Family,Jim Broadbent,4599,James Corden,animal|crane the bird|dam|hoover dam|shark,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,German,PG,,2010,898,885
Bille August,55,11,Patrick Lyster,,Biography|Drama|History,Terry Pheto,10175,Tyrone Keogh,african national congress|father daughter relationship|film starts with text|nelson mandela|violence,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,English,R,30000000,2007,11,0
Frédéric Auburtin,18,432,Thomas Kretschmann,,Drama|History|Sport,Fisher Stevens,3279,Jemima West,20th century|association|fifa|football|world cup,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,English,Not Rated,24000000,2014,919,0
Olivier Dahan,61,520,Frank Langella,,Biography|Drama|Romance,Paz Vega,12410,Derek Jacobi,1960s|grace kelly|hollywood star|monaco|prince,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,English,,30000000,2014,903,6000
Maksim Fadeev,0,21,Fedor Bondarchuk,,Adventure|Animation|Fantasy,Konstantin Khabenskiy,393,Sergey Garmash,battle|creature|hyena|monkey|village,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,Russian,,30000000,2015,35,161
Liliana Cavani,59,24,Dougray Scott,,Crime|Drama|Mystery|Thriller,Ray Winstone,14618,Chiara Caselli,art forgery|concert|dying|picture framer|villa,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,English,R,30000000,2002,794,447
Greg Tiernan,5,365,Salma Hayek,,Adventure|Animation|Comedy|Fantasy,James Franco,3302,Anders Holm,bread|coarse language|f word|sausage|tricked into lesbian sex,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,English,R,19000000,2016,4000,13000
Elizabeth Banks,0,751,Birgitte Hjort Sørensen,183436380,Comedy|Music,Anna Kendrick,97697,Hana Mae Lee,2010s|a cappella|box office hit|second part|sequel,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,English,PG-13,29000000,2015,1000,40000
James Mangold,446,154,Dallas Roberts,119518352,Biography|Drama|Music|Romance,Sandra Ellis Lafferty,188637,Tyler Hilton,1960s|accident|concert|guitar|prison,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,English,PG-13,28000000,2005,405,11000
,,442,Kirk Acevedo,,Adventure|Drama|Mystery|Sci-Fi|Thriller,Amanda Schull,20839,Tom Noonan,epidemic|mission|paradox|plague|virus,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,English,TV-14,,,641,12000
Edward Norton,0,754,Milos Forman,37036404,Comedy|Drama|Romance,Lisa Edelstein,44816,Anne Bancroft,celibacy|jewish|priest|rabbi|synagogue,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,English,PG-13,30000000,2000,869,0
Peter Hewitt,12,373,Bradley Pierce,22359293,Adventure|Comedy|Family|Fantasy,Jim Broadbent,16222,Mark Williams,child's point of view|house|lawyer|real estate|washing machine,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,English,PG,29000000,1997,409,0
Ron Howard,2000,1000,Clint Howard,18593156,Drama,Toby Jones,88682,Oliver Platt,american president|political drama|scandal|u.s. president|washington post the newspaper,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,English,R,35000000,2008,1000,0
George Clooney,0,89,David Julian Hirsh,,Biography|Comedy|Crime|Drama|Romance|Thriller,Dick Clark,71596,Jennifer Hall,broken nose|kgb|marriage proposal|playboy mansion|sistine chapel,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,English,R,29000000,2002,147,3000
Reginald Hudlin,71,584,Jerry Stiller,16930185,Comedy|Romance,Matthew Perry,14315,Vincent Pastore,divorce|divorce papers|new york|process server|texas,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,English,PG-13,29000000,2002,719,201
Ben Falcone,265,265,Tyler Labine,63034755,Comedy,Peter Dinklage,16984,Ben Falcone,business|girl scouts|orphanage|overweight woman|quitting a job,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,English,R,29000000,2016,779,0
Richard Attenborough,0,400,Kevin McNally,5899797,Biography|Drama|History,Denzel Washington,9913,Penelope Wilton,activist|editor|journalist|newspaper|south africa,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,English,PG,29000000,1987,427,0
Lawrence Kasdan,759,933,Alfre Woodard,4554569,Comedy|Drama,Zooey Deschanel,8134,Mary McDonnell,college|drugs|patient|psychologist|secret,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,English,R,28000000,1999,1000,209
Don Mancini,64,363,Billy Boyd,17016190,Comedy|Fantasy|Horror|Thriller,Jason Flemyng,28632,Hannah Spearritt,actress|killer doll|murder|vixen|vomiting,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,English,R,12000000,2004,857,0
John Maybury,11,566,Jason Lewis,6301131,Drama|Mystery|Sci-Fi|Thriller,Jennifer Jason Leigh,92850,Angel Coulby,gulf war veteran|morgue|shot in the head|vermont|veteran,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,English,R,29000000,2005,948,0
Ron Clements,63,631,Frank Welker,217350219,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,260939,Scott Weinger,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,English,G,28000000,1992,2000,0
F. Gary Gray,473,303,Neil Brown Jr.,161029270,Biography|Crime|Drama|History|Music,Aldis Hodge,119928,R. Marcos Taylor,concert|gangsta rap|hip hop|nwa|rap music,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,English,R,28000000,2015,427,76000
Steven Spielberg,14000,237,Amrish Puri,179870271,Action|Adventure,Harrison Ford,329969,Kate Capshaw,children|studio logo segues into film|temple|village|white dinner jacket,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,English,PG,28000000,1984,429,0
Igor Kovalyov,5,368,Cree Summer,100491683,Adventure|Animation|Comedy|Drama|Family|Musical,Elizabeth Daily,14005,Christine Cavanaugh,baby|home|hospital|lost|newborn baby,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,English,G,24000000,1998,503,418
Lee Tamahori,93,878,Billy Burke,74058698,Crime|Drama|Thriller,Morgan Freeman,59232,Monica Potter,kidnapping|partner|ransom|school|secret service,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,English,R,60000000,2001,2000,0
Stephen Frears,350,83,Nina Arianda,,Biography|Comedy|Drama|Music|Romance,Meryl Streep,2167,John Sessions,heiress|opera singer|platonic marriage|singer|singing,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,English,PG-13,29000000,2016,183,0
Robert Rodriguez,0,876,Salma Hayek,55845943,Action|Crime|Thriller,Johnny Depp,130094,Enrique Iglesias,agent|cia|mariachi|mexican|president,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,English,R,29000000,2003,4000,0
John McTiernan,323,541,Bruce Willis,81350242,Action|Thriller,Alan Rickman,592582,Reginald VelJohnson,christmas|christmas eve|christmas party|held at gunpoint|hostage,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,English,R,28000000,1988,13000,25000
David Wain,136,526,Ken Marino,67266300,Comedy,Joe Lo Truglio,195255,Bobb'e J. Thompson,absent father|big brother|community service|live action role playing|peter pan syndrome,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,English,R,28000000,2008,543,0
Adam McKay,285,767,Christian Bale,70235322,Biography|Comedy|Drama|History,Ryan Gosling,182983,Charlie Talbert,bank|banking|finance|fraud|mortgage,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,English,R,28000000,2015,23000,99000
Ang Lee,0,210,Kevin Chamberlin,7443007,Comedy|Drama|Music,Imelda Staunton,24663,Demetri Martin,female full frontal nudity|female nudity|male frontal nudity|male full frontal nudity|male nudity,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,English,R,30000000,2009,489,0
Gavin O'Connor,149,250,Noah Emmerich,64371181,Biography|Drama|History|Sport,Eddie Cahill,36636,Kenneth Mitchell,1980s|hockey|ice hockey|olympics|soviet union,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,English,PG,28000000,2004,617,0
Zack Snyder,0,1000,Kevin Zegers,58885635,Action|Horror|Thriller,Ty Burrell,194422,Mekhi Phifer,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,R,26000000,2004,2000,7000
Adam Shankman,163,968,Judy Greer,60400856,Comedy|Romance,Matthew McConaughey,61317,Alex Rocco,chick flick|doctor|horseback riding|wedding|wedding planner,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,English,PG-13,35000000,2001,2000,0
Shinji Aramaki,21,47,Yû Aoi,,Adventure|Animation|Sci-Fi,Shun Oguri,8227,Haruma Miura,liberty|space adventure|space opera|time travel|undercover agent,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,Japanese,Not Rated,30000000,2013,59,0
Wes Anderson,0,327,Anjelica Huston,52353636,Comedy|Drama,Bill Murray,209133,Seymour Cassel,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,English,R,21000000,2001,1000,0
James Mangold,446,660,Rebecca De Mornay,51475962,Mystery|Thriller,Clea DuVall,177828,Jake Busey,dissociative identity disorder|motel room key|murder|storm|stranded,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,English,R,30000000,2003,872,11000
Jon Turteltaub,226,966,Morgan Freeman,63910583,Comedy|Romance,Robert De Niro,106755,Romany Malco,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,English,PG-13,28000000,2013,11000,27000
John Glen,46,244,Topol,62300000,Action|Adventure|Thriller,Julian Glover,72085,Desmond Llewelyn,agent|british|ice skater|ship|spy,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,English,PG,28000000,1981,402,2000
Peter Chelsom,23,6,David Sparrow,49968653,Comedy|Romance,Lilli Lavine,85423,Ann Talman,christmas|destiny|fate|love|serendipity,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,English,PG-13,28000000,2001,9,12000
Peter Hyams,0,186,Bruce McGill,44450000,Action|Crime|Sci-Fi|Thriller,Mia Sara,44394,Gloria Reuben,cop|corrupt politician|future|senator|time travel,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,English,R,27000000,1994,655,0
Ben Stiller,0,8000,Alexander Skarsgård,45162741,Comedy,Milla Jovovich,201084,Will Ferrell,fashion|malaysia|male model|reporter|rival,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,English,PG-13,28000000,2001,10000,0
Lasse Hallström,529,325,Noah Lomax,71346930,Drama|Romance|Thriller,David Lyons,78008,Mimi Kirkland,abusive husband|chick flick|north carolina|secret|widower,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,English,PG-13,28000000,2013,447,23000
Kenny Ortega,197,115,Omri Katz,39514713,Comedy|Family|Fantasy,Vinessa Shaw,60494,Larry Bagby,candle|cat|halloween|spell|virgin,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,English,PG,28000000,1993,336,16000
Scott Hicks,96,559,Lily Rabe,43097652,Comedy|Drama|Romance,Zoë Kravitz,59068,Bob Balaban,chef|cooking|guardian|kitchen|restaurant,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,English,PG,28000000,2007,763,0
Matthew Vaughn,905,385,Deborah Twiss,48043505,Action|Comedy,Elizabeth McGovern,435864,Michael Rispoli,comic book|female killer|hit in the crotch|narrated by character|reference to batman,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,English,R,30000000,2010,488,36000
Ruben Fleischer,181,459,Dilshad Vadsaria,37053924,Action|Comedy|Crime,Bianca Kajlich,77935,Fred Ward,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,English,R,28000000,2011,579,0
Patrick Lussier,71,1000,Danny Masterson,33000377,Action|Fantasy|Horror|Thriller,Gerard Butler,27378,Jeri Ryan,dracula|gothic|painting|rescue|van helsing,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,English,R,28000000,2000,1000,0
Miguel Arteta,44,3000,Steve Carell,66950483,Comedy|Family,Bella Thorne,29738,Jennifer Garner,bad day|based on book|birthday|job interview|long title,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,English,PG,28000000,2014,7000,12000
Joe Wright,456,241,Brenda Blethyn,38372662,Drama|Romance,Talulah Riley,193455,Simon Woods,bachelor|england|gentleman|georgian|love,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,English,PG,28000000,2005,286,17000
Ridley Scott,0,521,Sean Young,27000000,Sci-Fi|Thriller,Harrison Ford,461609,M. Emmet Walsh,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,English,R,28000000,1982,759,34000
Michael Caton-Jones,105,902,Jason Flemyng,31600000,Adventure|Biography,Liam Neeson,34427,Eric Stoltz,18th century|highlands|scotland|sexual cruelty|sword fight,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,English,R,28000000,1995,1000,0
McG,368,114,Richard Sammel,30688364,Action|Drama|Thriller,Connie Nielsen,69355,Tómas Lemarquis,cancer|estranged wife|leather dress|spy|terrorist,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,English,PG-13,28000000,2014,194,10000
James Gray,115,97,Oleg Taktarov,28563179,Crime|Drama|Thriller,Robert Duvall,72693,Antoni Corone,arrest|drugs|loyalty|raid|violence,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,English,R,21000000,2007,327,0
Janusz Kaminski,710,258,Bob Clendenin,16779636,Drama|Horror|Thriller,Philip Baker Hall,9338,Ben Chaplin,faith|mental patient|priest|scheme|teacher,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,English,R,28000000,2000,347,209
Jacques Perrin,63,,Philippe Labro,10762178,Documentary,Jacques Perrin,10369,,arctic|bad weather|flight|migration|ocean,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,English,G,160000000,2001,3,1000
Donald Petrie,80,585,Carlos Ponce,17324744,Comedy|Fantasy|Romance,Samaire Armstrong,44103,Faizon Love,bad luck|band|kiss|luck|masquerade,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,English,PG-13,28000000,2006,591,0
Jay Roach,116,385,Mary McCormack,8888143,Comedy|Drama|Sport,Scott Grimes,22250,Ron Eldard,alaska|male nudity|nudity|sex|small town,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,English,R,28000000,1999,428,913
Brian Levant,32,453,Amber Valletta,24268828,Action|Comedy|Family,Madeline Carroll,29971,George Lopez,chinese|cia|single mother|spy|terrorist,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,English,PG,28000000,2010,626,0
Michael Ritchie,23,899,Francis Capra,8119205,Comedy|Family|Fantasy,Mara Wilson,4288,Kathleen Turner,8 year old|convention|magic|magic wand|male fairy godmother,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,English,PG,28000000,1997,937,517
John Carpenter,0,900,Clea DuVall,8434601,Action|Horror|Sci-Fi,Jason Statham,43006,Natasha Henstridge,head on a stake|machine gun|martian|nuclear reactor|outer space,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,English,R,28000000,2001,1000,0
David Gordon Green,234,660,Zoe Kazan,6998324,Comedy|Drama,Dominic Flores,11476,Scoot McNairy,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,English,R,28000000,2015,962,0
Burr Steers,23,845,Bella Heathcote,10907291,Action|Horror|Romance,Matt Smith,23775,Sam Riley,based on novel|damsel in distress|deception|england|zombie,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,English,PG-13,28000000,2016,860,73000
Martin Scorsese,17000,0,Tulku Jamyang Kunga Tenzin,5532301,Biography|Drama|History|War,Tenzin Thuthob Tsarong,21606,Tencho Gyalpo,chinese|dalai lama|lama|tibet|tibetan,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,English,PG-13,28000000,1997,2,0
Robert B. Weide,53,87,Katherine Parkinson,2775593,Comedy|Drama|Romance,James Corden,61269,Fenella Woolgar,celebrity|party|pig|starlet|writer,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,English,R,27000000,2008,261,0
Jeff Wadlow,65,405,Donald Faison,28751715,Action|Comedy|Crime,Chloë Grace Moretz,202967,Augustus Prew,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,English,R,28000000,2013,927,36000
Agustín Díaz Yanes,13,278,Elena Anaya,,Adventure|Drama|History|Romance|Thriller|War,Viggo Mortensen,10266,Eduardo Noriega,desire|fighting|king|spain|trap,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,Spanish,,24000000,2006,1000,0
Camille Delamarre,11,561,Robert Maillet,20285518,Action|Crime|Drama|Thriller,Paul Walker,32103,RZA,bare chested male bondage|crime lord|die hard scenario|two word title|undercover,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,English,PG-13,28000000,2014,727,0
John Glen,46,293,Kabir Bedi,67900000,Action|Adventure|Thriller,Louis Jourdan,74374,Steven Berkoff,agent|egg|faberge egg|general|russian,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,English,PG,27500000,1983,303,0
Judd Apatow,0,529,Martin Starr,148734225,Comedy|Romance,Harold Ramis,298590,Charlyne Yi,one night stand|pregnancy|slacker|unplanned pregnancy|website,http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1,English,R,30000000,2007,985,0
Nick Cassavetes,415,228,Sofia Vassilieva,49185998,Drama,Jason Patric,74476,Jeffrey Markle,hospital|leukemia|oncology|sick child|terminal illness,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,English,PG-13,30000000,2009,489,15000
Malcolm D. Lee,92,436,Mike Epps,42168445,Comedy|Drama|Romance,Mo'Nique,10791,Cedric the Entertainer,african american protagonist|comma in title|four word title|name in title|talk show host,http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1,English,PG-13,35000000,2008,706,464
David Lean,767,162,Judy Davis,26400000,Adventure|Drama|History,Richard Wilson,12980,Art Malik,doctor|english|india|magistrate|mosque,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,English,PG,16000000,1984,223,845
Richard Eyre,14,78,Andrew Simpson,17508670,Crime|Drama|Romance|Thriller,Phil Davis,64625,Shaun Parkes,age difference|school|student|teacher|writing,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,English,R,15000000,2006,99,0
Gavin Hood,151,11000,Jake Gyllenhaal,9664316,Drama|Thriller,J.K. Simmons,47203,Meryl Streep,american|bare chested male bondage|cia|detention|interrogation,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,English,R,27500000,2007,15000,0
,,535,Mary Elizabeth Mastrantonio,,Crime|Drama|Sci-Fi|Thriller,Colin Salmon,38177,Jake McDorman,brain capacity|fbi|fictional drug|intelligence|taking a pill,http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1,English,TV-14,,,638,11000
Nicholas Meyer,120,664,Kurtwood Smith,74888996,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,55513,Nichelle Nichols,captain|explosion|klingon|moon|peace,http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1,English,PG,30000000,1991,1000,0
Callie Khouri,144,477,Fionnula Flanagan,69586544,Drama,Ellen Burstyn,15352,Matthew Settle,flashback|interview|louisiana|playwright|secret society,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,English,PG-13,27000000,2002,482,0
Jon Favreau,4000,591,Bill Murray,362645141,Adventure|Drama|Family|Fantasy,Scarlett Johansson,106221,Garry Shandling,fire|jungle|remake|tiger|wolf,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,English,PG,175000000,2016,13000,65000
Gary Fleder,39,685,Tony Goldwyn,60491560,Crime|Drama|Mystery|Thriller,Morgan Freeman,50653,Tatyana Ali,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree,http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1,English,R,27000000,1997,956,0
John Landis,644,326,Aretha Franklin,54200000,Action|Comedy|Crime|Music,John Belushi,142448,Ray Charles,band|catholic|money|parolee|prison,http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1,English,R,27000000,1980,809,14000
Sanaa Hamri,43,523,Blythe Danner,44087387,Comedy|Drama|Family|Romance,America Ferrera,22304,Michael Rady,actor|drawing|friendship|pregnancy|turkey,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,English,PG-13,,2008,713,894
Todd Graff,650,715,Jeremy Jordan,30920167,Comedy|Music,Dolly Parton,6476,Jesse L. Martin,bare chested male|chips|two word title,http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1,English,PG-13,25000000,2012,773,0
Chris Weitz,129,3,Christopher Webster,40566655,Comedy|Drama|Romance,Sharon Small,144021,Peter McNicholl,boy|friend|imaginary son|single father|single mother,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,English,PG-13,30000000,2002,5,0
Steve Miner,49,429,Bridget Fonda,31768374,Action|Comedy|Horror,Oliver Platt,42761,Ty Olsson,crocodile|eaten alive|lake|maine|sheriff,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,English,R,27000000,1999,888,2000
