director_facebook_likes,actor_3_facebook_likes,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,num_user_for_reviews,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
152,27,Biography|Crime|Drama,Philip Seymour Hoffman,100571,22140,1,book|holcomb kansas|kansas|killer|truman capote,416,R,7000000,2005,7.4,2.35,0
0,4000,Action|Crime|Thriller,Quentin Tarantino,138707,33758,0,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,202,R,7000000,1995,7.2,1.85,0
187,887,Drama|Romance|Western,Milla Jovovich,5254,17104,4,gold|gold mine|miner|railroad|surveyor,92,R,20000000,2000,6.5,2.35,141
,1000,Crime|Drama|Thriller,Kirsten Dunst,170055,19949,0,anthology|death|insurance salesman|minnesota|police officer,173,TV-MA,,,9.0,1.78,61000
23,440,Action|Adventure|Sci-Fi,Farrah Fawcett,39847,2951,1,cat|computer|cult film|runner|sanctuary,242,PG,9000000,1976,6.8,2.35,0
82,244,Action|Adventure|Thriller,Christopher Lee,73950,17611,3,assassin|bikini|girl in a bikini|mission|secret agent,258,PG,13000000,1974,6.8,1.66,2000
22,794,Action|Comedy|Crime|Thriller,Bill Duke,7569,5282,2,murder|power|psychotronic|tough cop|union,65,R,7000000,1988,5.2,1.85,978
197,159,Adventure|Horror|Thriller,MyAnna Buring,154938,1379,0,cave|expedition|friendship between women|group of friends|survival horror,1100,R,3500000,2005,7.2,2.35,10000
0,69,Documentary|Sport,Bill Murray,1723,13448,0,basketball|basketball player|character name in title|chicago bulls|imax,13,,,2000,7.5,1.44,407
14,270,Horror|Mystery,Zach Gilford,13913,2517,0,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,120,R,7000000,2014,4.0,1.85,0
737,380,Comedy,Lily Tomlin,15088,2240,3,adoption|armpit fetish|mistaken identity|new mexico|overalls,105,R,7000000,1996,6.8,1.85,824
0,597,Crime|Horror,Sid Haig,76267,3544,0,escape|police|road trip|sheriff|texas,687,R,7000000,2005,6.9,1.85,0
,970,Action|Drama|Fantasy|Romance,Sarah Michelle Gellar,101902,7970,0,action heroine|coming of age|destiny|double life|vampire,665,TV-14,2300000,,8.2,1.33,6000
44,190,Comedy|Crime|Drama,Kimberly Elise,56605,1342,3,african american|geek|hip hop|party|tomboy,89,R,7000000,2015,7.3,2.35,23000
48,826,Crime|Drama|Thriller,LL Cool J,4598,4837,1,cunnilingus|oral sex|police|sex scene|undercover,29,R,7000000,1999,6.1,2.35,375
0,393,Action|Adventure|Thriller,Albert Finney,522048,2039,0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,1498,PG-13,200000000,2012,7.8,2.35,80000
0,303,Horror,Sid Haig,60709,2444,0,actor playing multiple roles|axe|dark comedy|masked man|sadism,922,R,7000000,2003,6.0,1.85,0
0,23,Horror,Bernard Fox,440,345,0,affair|child murderer|mortician|strangulation|supernatural power,21,PG,350000,1978,4.1,,44
1000,98,Comedy|Drama,Michael Stuhlbarg,102125,1120,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,324,R,7000000,2009,7.0,1.85,10000
11,970,Drama|Mystery,Bill Murray,19147,19330,1,funeral|funeral home|hermit|party|secret,97,PG-13,7500000,2009,7.1,2.35,0
49,304,Action|Fantasy|Horror|Thriller,Julian Sands,11668,1990,0,17th century|book|death|warlock|witch hunter,79,R,7000000,1989,6.2,1.85,0
107,658,Drama|Music,Minnie Driver,11191,3110,1,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,37,PG-13,7000000,2014,6.9,,0
192,292,Drama|Romance,Colin Firth,83182,14816,2,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,247,R,7000000,2009,7.6,2.35,16000
17000,159,Drama,Irvin Kershner,39680,1934,0,carpenter|exorcism|faith|reference to jesus christ|temptation,308,R,7000000,1988,7.6,1.85,0
30,407,Comedy|Drama|Romance,Jonathan Brandis,7736,2018,3,class|cornwall connecticut|dog|friend|pawtucket rhode island,100,R,7000000,1999,6.4,1.85,0
98,397,Comedy|Drama|Musical|Romance,Indira Varma,17436,2321,1,bollywood|india|jane austen|london england|travel,276,PG-13,7000000,2004,6.2,2.35,0
176,46,Adventure|Biography|Drama|History,Roy Billing,23486,312,1,aborigine|based on true story|colonialism|fence|half caste,249,PG,6000000,2002,7.5,2.35,0
70,442,Comedy|Sport,Jeffrey Jones,13815,3128,0,2000s|golf caddy|golf course|golfer|question mark in title,46,PG-13,7000000,2007,2.0,1.85,446
6,38,Action|Crime|Horror|Sci-Fi|Thriller,Michael J. Pollard,8391,493,0,appearing from water|breasts|creature|partner|water,75,R,7000000,1992,6.2,1.85,0
,346,Action|Crime|Drama|Thriller,Melinda Clarke,42402,2352,1,assassin|death|female protagonist|rogue|training,83,,,,7.7,16.0,0
7,35,Adventure|Biography|Drama,Anne Hathaway,3203,11116,2,1950s|idaho|love|missionary|mormon,85,PG,7000000,2001,6.5,1.85,650
,652,Action|Drama|Mystery|Sci-Fi,Jensen Ackles,25329,12051,1,cat burglar|female lead|future|mixed martial arts|post apocalypse,160,TV-14,,,7.4,1.33,0
147,397,Drama|Musical|Romance,Shah Rukh Khan,34449,9984,0,fair|pakistan|prison|rescue|stranded,119,,7000000,2004,7.9,2.35,2000
342,501,Drama|Sport,Alice Braga,18561,2158,0,bar|debt|fight|instructor|jujitsu,119,R,7000000,2008,6.8,2.35,0
157,224,Comedy|Drama|Romance,Matt Walsh,29967,1136,2,21 year old|forename as title|musician|party|rearview mirror,126,R,7000000,2010,6.3,1.85,0
0,359,Drama|Family,Bruce McGill,781,1906,0,artist|box office flop|dog|drawing|flanders,20,PG,7000000,1999,6.3,1.85,157
261,617,Biography|Crime|Drama,Ed Begley Jr.,11387,2684,3,friendship|photography|radio|sex addict|video,147,R,7000000,2002,6.6,1.85,357
60,628,Biography|Drama,Hayden Christensen,18355,6526,0,andy warhol|female nudity|public nudity|singer|socialite,106,R,7000000,2006,6.4,1.85,3000
159,77,Drama|Thriller,Ezra Miller,95529,3547,0,archery|defiance|mental illness|psychopath|toilet training,301,R,7000000,2011,7.5,2.35,38000
0,149,Drama|Family,Samantha Barks,844,2909,0,angel|candle|christmas|miracle|village,34,PG,,2013,5.8,,962
2,455,Drama|Sport,Ellen Burstyn,1119,2589,2,basketball|catholic|coach|college|nun,12,G,7000000,2009,6.5,2.35,797
161,172,Comedy|Drama|Family,Tom Cruise,3114,11059,0,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,16,R,7000000,1983,4.8,,168
127,798,Drama|Romance,Naomi Watts,9727,8876,6,adoption|baby|girl|lawyer|sex,65,R,4825000,2009,7.2,2.35,0
6,375,Adventure|Drama|Romance|War,Catherine Deneuve,2215,2209,1,arab|bare chested male|foreign legion|french foreign legion|morocco,26,PG,9000000,1977,6.3,1.85,122
8,39,Comedy|Fantasy|Sci-Fi,Christian Clavier,24438,215,1,distant past|future time travel|nobleman|squire|trapped in the past,78,R,50000000,1993,7.0,2.35,0
0,106,Comedy|Drama,Nathalie Fay,35848,684,0,actor|boredom|luxury hotel|party|trip,198,R,7000000,2010,6.3,1.85,0
10,184,Comedy,Geoff Stults,7412,1417,1,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,72,R,,2009,5.3,2.35,0
43,611,Comedy,Taylor Negron,5143,5213,1,box office flop|company|invention|roommate|surfer,62,PG-13,10000000,1998,2.3,1.85,724
58,973,Drama,Joseph Gordon-Levitt,43965,44969,0,bully|car|car accident|fire|vomiting,99,R,7000000,2010,7.1,2.35,19000
47,13,Comedy|Crime|Drama,Richard E. Grant,21243,1105,2,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,66,R,,2013,6.2,2.35,0
835,,Adventure|Drama|Mystery,Matt Damon,15104,13000,0,desert|friend|friendship|minimal dialogue|water,290,R,3500000,2002,6.2,2.35,0
5,52,Drama|Romance,Olivia Williams,1966,1251,3,1930s|car accident|hospital|marital rape|painter,25,R,7000000,2002,6.7,1.85,97
6,935,Biography|Drama|Romance,Steve Carell,5863,9660,0,cancer|gay bar|lesbian kiss|partner|public hearing,25,PG-13,7000000,2015,6.5,1.85,0
30,281,Comedy,Lynn Cohen,4124,2029,4,co worker|escort|magazine|teacher|writer,29,R,7000000,2010,5.9,2.35,916
23,0,Drama|Sci-Fi,Leonid Yarmolnik,2518,8,0,fictional war|hanging|male full frontal nudity|medieval times|nudity,28,Not Rated,7000000,2013,6.7,1.66,1000
0,410,Comedy|Crime|Thriller,Chris Hemsworth,7663,27756,2,cash|financial problem|heist|land rover|mortgage,38,R,7000000,2010,6.0,1.85,694
554,530,Drama,Emily Watson,2670,2544,3,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,50,R,7000000,2005,6.9,2.35,311
78,184,Action|Crime|Thriller,Norman Reedus,197845,12680,2,fbi|fbi agent|friend|irish|mafia,876,R,7000000,1999,7.9,2.35,16000
4,4,Action|Crime,Michael Wong,383,198,1,,1,,7000000,2014,5.3,2.35,55
0,507,Comedy|Fantasy|Horror|Mystery,Alden Ehrenreich,8589,3150,0,ghost|hotel|murder|stake|what happened to epilogue,70,R,7000000,2011,4.8,1.85,0
0,26,Adventure|Animation|Family,Erin Fitzgerald,1159,218,1,3d,9,PG,7000000,2012,5.3,,453
24,29,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,Debi Derryberry,192,236,0,blindness|cave|spirit|wolf|wolf cub,6,,7000000,2014,6.0,,41
16000,240,Western,Clint Eastwood,39451,17209,0,gold|miner|preacher|prospector|sheriff,138,R,6900000,1985,7.3,2.35,0
49,687,Action|Adventure|Drama|Fantasy|Sci-Fi,Ben Browder,15862,4334,5,2000s|evil god|space opera|stargate|wormhole,42,,,2008,7.4,1.78,389
0,787,Comedy,Milla Jovovich,120036,18643,1,football|hazing|high school|last day of school|pledge,408,R,6900000,1993,7.7,1.85,10000
197,578,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,39786,3009,5,2000s|basketball|country club|lifeguard|talent show,162,TV-G,7000000,2007,4.8,1.78,586
16,63,Drama|Romance,Gordon Pinsent,33,414,0,,6,,8700000,2016,7.2,2.35,187
0,493,Crime|Drama|Thriller,Rex Baker,5255,17377,3,african american gangster|falling to death|in over one's head|murder|surveillance,38,,7000000,2015,5.8,2.35,0
4,36,Biography|Drama|Romance|War,Heike Makatsch,5153,333,1,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,51,,15000000,1999,7.3,1.85,687
3,436,Comedy|Drama,Rory Culkin,16299,2119,1,chumscrubber|death|friend|pills|school,129,R,6800000,2005,7.0,2.35,1000
0,83,Crime|Thriller,Glenn Plummer,10771,490,8,bar|strip club|stripper|texas hold 'em|thong,65,R,6800000,2003,6.4,2.35,413
13,261,Drama|Horror|Thriller,Jennifer Lawrence,58366,35717,1,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,160,PG-13,6900000,2012,5.6,2.35,10000
777,58,Drama|Mystery|War,Lubna Azabal,80429,343,0,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,156,R,6800000,2010,8.2,1.85,37000
125,11,Comedy|Drama|Romance,Laura Morante,3548,132,1,box office hit|dancer|sex scene|television|underage sex,21,R,5000000,2003,6.5,2.35,282
11,415,Action|Comedy|Crime|Drama|Romance|Thriller,Jim Broadbent,5133,2728,8,burglary|estranged father|money|neighbor|thug,31,R,,2009,6.4,2.35,663
294,15,Action|Crime|Drama|Thriller,Wagner Moura,81644,666,1,brazil|military police|police|rio de janeiro brazil|slum,107,R,4000000,2007,8.1,1.85,11000
40,300,Horror|Mystery,Alfre Woodard,81699,2323,0,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,291,R,6500000,2014,5.4,2.35,45000
3,38,Comedy|Drama|Musical,Deborah Mailman,1388,225,7,australia|journey|love|priest|traveling,31,PG-13,6500000,2009,6.3,2.35,479
309,15,Crime|Drama,John Cothran,94139,106,2,drugs|escape|football|friend|violence,183,R,6000000,1991,7.8,1.85,0
7,51,Biography|Drama|Music,Esai Morales,21409,936,1,crash|hispanic|interracial relationship|interracial romance|racism,63,PG-13,6500000,1987,6.8,1.85,0
0,146,Comedy|Drama,Rita Moreno,3157,1285,2,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,33,PG,,1981,7.2,1.85,337
0,517,Mystery|Romance|Thriller,Angie Dickinson,23986,2442,0,apartment|elevator|murder|psychiatrist|sunglasses,201,X,6500000,1980,7.1,2.35,0
208,689,Adventure|Comedy|Drama|Family,Curtis Armstrong,6384,4840,0,boy|lesson|mississippi river|river|slave,54,PG,6500000,1993,6.2,1.85,391
218,376,Comedy|Crime,Sarah Polley,59474,2475,3,drug deal|drugs|sex|sex on stairs|strip club,418,R,6500000,1999,7.3,2.35,0
132,180,Comedy|Drama|Romance,Greg Germann,19715,1140,2,friend|friendship|marital problem|money problems|nervous breakdown,166,R,6500000,2006,5.9,2.35,515
338,45,Sci-Fi|Thriller,David Wayne,25857,394,0,alien|baby|new mexico|satellite|scientist,171,G,6500000,1971,7.2,2.35,0
38,91,Horror|Sci-Fi|Thriller,Leon,8294,1405,0,animal attack|bat|creature feature|experiment|mad scientist,160,PG-13,6500000,1999,3.6,2.35,342
11,8,Biography|Drama,Merab Ninidze,10672,105,0,breasts|farm|jew|kenya|tween girl,84,R,7000000,2001,7.7,2.35,802
0,726,Drama,Michael Fassbender,145395,15230,0,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,375,NC-17,6500000,2011,7.3,2.35,23000
905,466,Crime|Drama|Thriller,Tom Hardy,134070,29277,1,cake|cocaine|drugs|pills|serbian,263,R,4000000,2004,7.4,2.35,0
0,266,Drama|Western,Emily Podleski,564,1942,2,estrangement|missouri|mormon|mormon church|mormon temple,21,PG-13,6500000,2005,6.6,2.35,19
129,782,Drama|Thriller,Alexander Skarsgård,41856,13180,4,anarchist|corporation|greedy institution|vomiting|watching television,119,PG-13,6500000,2013,6.9,2.35,12000
15,874,Drama|Romance,Robin Wright,12049,21107,2,hand job|hugging|long hair|new york city|two men one woman,135,R,6500000,2004,6.8,2.35,1000
19,0,Drama,Charlotte Rampling,2601,846,0,death|ferry|lawyer|norway|vomiting,35,,6500000,2000,7.3,1.85,260
38,706,Drama|Romance|War,Steve Buscemi,29608,14462,0,captain|casualty notification|casualty notification team|sergeant|staff sergeant,92,R,6500000,2009,7.2,2.35,0
9,368,Action|Adventure|Drama|Western,Ray Winstone,2892,1904,0,one word title,18,R,6500000,2010,6.5,2.35,830
210,471,Biography|Drama|Music,Sam Riley,51353,2614,1,band|employment agency|singer|stage fright|suicide,143,R,4500000,2007,7.7,2.35,13000
0,255,Action|Sci-Fi,Michael Biehn,600266,3582,1,cyborg|future war|robot|shootout in a police station|urban setting,692,R,6500000,1984,8.1,1.85,13000
31,43,Drama|Romance,Florian Lukas,114407,200,2,coma|east germany|german democratic republic|germany|heart attack,225,R,4800000,2003,7.7,1.85,11000
0,27,Biography|Drama|Sport,Stephen Graham,32307,1163,2,cup|derby county|flashback|football|leeds united,75,R,10000000,2009,7.6,1.85,0
228,358,Comedy|Horror|Sci-Fi,Linnea Quigley,39856,2020,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,300,R,4000000,1985,7.3,1.85,0
,5,Crime|Drama|Thriller,Maria Pia Calzone,9638,39,5,,25,TV-MA,,,8.7,1.85,0
0,781,Comedy|Romance,Ethan Suplee,99033,3254,6,comic|ex girlfriend|jay and silent bob|mall|teenager,434,R,6000000,1995,7.2,1.85,0
116,898,Musical|Romance,Olivia Newton-John,170027,5127,2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,350,PG-13,6000000,1978,7.2,2.35,13000
0,576,Drama|War,Johnny Depp,291603,42028,0,1960s|famous score|hero|vietnam|vietnam war,505,R,6000000,1986,8.1,1.85,9000
909,282,Documentary|Drama|War,Osama bin Laden,113152,1448,0,anti war|interview|iraq|paranoia|war on terrorism,1416,R,6000000,2004,7.5,1.85,0
131,399,Biography|Crime|Drama|Western,Katharine Ross,152089,2169,1,bolivia|gang|outlaw|posse|train,309,M,6000000,1969,8.1,2.35,0
55,266,Comedy|Family|Fantasy|Musical,Ed Wynn,107408,2045,2,banker|female protagonist|live action and animation|magic|nanny,259,Approved,6000000,1964,7.8,1.66,0
0,535,Drama,Adam Baldwin,35130,5122,3,choir|death|friend|suicide|therapy,283,R,6000000,1980,7.8,1.85,0
153,447,Action|Adventure|Comedy,Jim Broadbent,68722,3175,0,19th century|around the world|inventor|martial arts|train,191,PG,110000000,2004,5.8,2.35,0
34,249,Crime|Drama|Musical|Romance|Thriller,Rita Moreno,71919,1802,0,dance|gang|new york city|puerto rican|tragedy,316,Unrated,6000000,1961,7.6,2.2,0
11000,484,Comedy|Sport,Bill Murray,81599,14921,3,caddy|country club|golf course|gopher|nudity,250,R,6000000,1980,7.4,1.85,0
10,578,Comedy|Drama,Julie Benz,3198,6419,4,african american|commitment|friend|friendship|playboy,43,R,6000000,2001,6.3,1.85,478
44,328,Comedy|Drama|Romance,Omar Epps,6585,2724,0,flashback|friendship|public nudity|shower|wedding,50,R,6000000,1999,6.9,1.85,990
0,574,Crime|Drama|Mystery|Thriller,Kevin Spacey,740918,20821,4,criminal|dirty cop|flashback|limping|suspect,1182,R,6000000,1995,8.6,2.35,28000
81,92,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,29659,584,0,child|comic book|dream|murderer|nightmare,227,X,8000000,1989,5.1,1.85,1000
12,583,Comedy|Romance,Ryan Reynolds,89128,19341,0,college|love|party|reporter|tuition,258,R,6000000,2002,6.4,1.85,0
0,120,Drama|Sport,Mark Margolis,251349,1582,0,heart attack|stripper|supermarket|wrestler|wrestling,547,R,6000000,2008,7.9,2.35,10000
54,332,Drama|Romance|Western,Joseph Cotten,6304,2037,0,box office hit|half breed|infidelity|shooting|texas,87,Unrated,8000000,1946,6.9,1.37,403
378,658,Comedy,John Michael Higgins,45859,4611,9,dog show|gay|gay character|gay couple|gay interest,340,PG-13,6000000,2000,7.5,1.85,0
0,381,Action|Sci-Fi,Donald Pleasence,91017,2270,1,1990s|police|prison|rescue|year 1997,284,R,6000000,1981,7.2,2.35,0
0,182,Comedy|Drama|Musical,Tisha Campbell-Martin,4756,1284,4,beauty salon|black college|college|fraternity|sorority,38,R,6500000,1988,5.8,1.85,624
0,405,Comedy|Family,Lochlyn Munro,12339,1752,2,competition|estranged father|skunk|summer camp|wall,32,PG,6000000,2007,2.9,1.85,256
472,64,Action|Comedy|Crime,Sammo Kam-Bo Hung,19774,773,1,chef|cook|drugs|gang|reporter,70,PG-13,,1997,6.2,2.35,355
378,345,Comedy|Music,Michael McKean,22408,1660,0,concert|mockumentary|musician|new york city|singer,272,PG-13,,2003,7.3,1.85,0
80,658,Comedy|Drama|Romance,Julia Roberts,18286,10430,4,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,73,R,6000000,1988,6.2,1.85,0
,502,Drama|History|Romance|War,Jim Broadbent,9277,4528,1,male frontal nudity|male nudity|tv mini series,44,TV-14,,,8.2,16.0,11000
29,161,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,52805,1462,1,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,278,R,9000000,1998,6.8,1.85,0
38,360,Comedy|Horror|Thriller,Corbin Bernsen,4582,3221,0,child abuse|death|drugs|ku klux klan|police brutality,52,R,6000000,1995,6.1,1.85,985
162,25,Biography|Drama|History|Thriller,David Oyelowo,145580,1184,1,1970s|assassination|doctor|scottish|ugandan,351,R,6000000,2006,7.7,2.35,0
2,120,Horror|Thriller,Donald Pleasence,22929,1308,1,cat|halloween|kitten|michael myers|psychotronic,287,X,3000000,1989,5.2,1.85,926
0,84,Comedy|Crime|Drama,Matthew McConaughey,45396,11328,1,funeral|stockbroker|texas|vacation|widow,136,PG-13,5000000,2011,6.8,1.85,15000
0,,Adventure|Documentary|Short,Charlotte Rampling,172,844,0,3d in title|animal in title|digit in title|dolphin|manatee,5,,6000000,2008,6.5,1.78,28
0,221,Biography|Drama,John Heard,23023,1517,0,1940s|artist|drinking|life magazine|painter,148,R,6000000,2000,7.0,1.85,0
112,612,Comedy|Drama|Romance,Janeane Garofalo,13010,2697,5,bartender|friend|new year's eve|party|punk,182,R,6000000,1999,5.9,1.85,0
49,10000,Drama|Mystery|Romance|Thriller,J.K. Simmons,59637,51355,1,american in paris|book|love|novel|writer,130,PG-13,6000000,2012,7.1,1.85,21000
4,546,Comedy|Western,Will Ferrell,17169,10123,1,absurd humor|drug lord|mexico|ranch|spaghetti western,70,R,6000000,2012,5.5,2.35,9000
20,130,Comedy|Drama,Ezra Miller,27301,3825,6,anger|family reunion|father son reunion|hugging|movie making,101,PG-13,6000000,2009,7.4,1.85,0
51,28,Comedy|Crime|Thriller,Don Cheadle,64794,3569,0,boat on fire|drug smuggling|fbi|fbi agent|small town,131,R,6000000,2011,7.3,2.35,17000
0,664,Comedy,Drake Bell,11011,4484,0,college|face slap|high school|loss of virginity|pierced nipple,78,R,6500000,2008,4.6,1.85,422
0,826,Drama|Romance,Kirsten Dunst,116910,7103,0,catholic|five sisters|isolation|school|suicide,520,R,6000000,1999,7.2,1.85,0
39,286,Comedy|Drama|Music|Romance,Jim Broadbent,13892,2103,4,mother|recluse|shy|singer|talent,160,R,,1998,7.0,1.85,915
138,263,Comedy|Romance,Hugh M. Hefner,18313,1831,2,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,73,R,6000000,2009,5.1,1.85,985
0,379,Comedy|Drama,Jim Parsons,29341,18947,4,actor|dream sequence|genius recluse|jew|religion,93,R,6000000,2014,6.7,2.35,0
3,353,Comedy|Drama|Fantasy|Romance,Sarah Michelle Gellar,11439,5668,1,chef|female chef|love|magic|restaurant,190,PG-13,6000000,1999,5.3,2.35,901
,724,Crime|Drama|Mystery,Francis Capra,55524,3318,1,best friend|high school|private detective|sheriff|student,315,TV-14,,,8.4,1.78,0
263,179,Comedy|Drama|Music|Musical,John Cameron Mitchell,26300,993,0,band|rock band|sex change|song|transsexual,231,R,6000000,2001,7.8,1.85,0
23,82,Action|Drama,Antoni Corone,4195,382,1,capoeira|fight|fighting|martial arts|violence,50,PG-13,6000000,1993,6.7,1.85,0
10,34,Drama|Horror|Mystery|Thriller,Rachel Alig,522,546,0,female nudity|hallucination|sex scene|strip club|stripper,5,,,2015,5.4,2.35,84
53,491,Drama|History,Hayden Christensen,28855,8297,0,fabricated facts|journalist|stephen glass|the new republic|writer,190,PG-13,6000000,2003,7.2,2.35,0
8,15,Comedy|Crime|Drama|Thriller,Chelcie Ross,9589,489,3,dentist|drugs|murder|sex|sunflower,105,R,6000000,2001,5.8,1.85,289
5,152,Drama|Thriller,Stockard Channing,3413,1407,2,airport|businesswoman|hotel|revenge|vegetarian,78,R,,2001,6.4,1.85,29
541,242,Action|Adventure|Western,William Holden,63192,2379,1,friendship|honor|righteous rage|soldier|texas,287,R,6244087,1969,8.0,2.35,0
129,362,Comedy|Drama|Romance,Mary-Kate Olsen,27266,2748,2,ice cream|marijuana|new york city|summer|therapy,75,R,6000000,2008,7.0,2.35,0
735,20,Adventure|Crime|Drama|Thriller,Lesley-Anne Down,11623,297,2,bank|gold|key|safe|train,50,PG,6000000,1979,7.0,1.85,643
159,53,Drama,Samantha Morton,6906,841,0,breasts|cleavage|female rear nudity|girl in panties|public nudity,111,R,,2002,6.7,1.85,605
0,284,Action|Adventure|Fantasy|Sci-Fi,Michael Berryman,2281,2000,2,beast|beastmaster|psychotronic|sword and sorcery|warrior,16,PG-13,6000000,1991,3.8,1.85,125
11,316,Biography|Drama|Sport,Aidan Quinn,1245,2370,2,athletic training|football practice|funeral|gymnasium|man crying,29,PG,6000000,2010,5.7,1.85,0
324,27,Drama,Benoît Magimel,2591,282,5,bordeaux|election|mayor|pamphlet|political thriller,36,R,,2003,6.6,1.66,52
19,71,Drama|Romance,Jennifer Ehle,7394,2163,2,car crash|loss|self help group|teenage mother|title directed by female,50,R,6000000,2009,6.7,2.35,0
61,451,Drama|History,Bingbing Li,3024,2430,0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,22,PG-13,6000000,2011,6.1,2.35,0
781,90,Drama|Romance,Tim Blake Nelson,2330,1081,0,church|drink|knocking on a door|love|three word title,29,R,6000000,2006,6.2,1.85,224
11,419,Comedy|Crime|Romance,James Nesbitt,1940,2440,0,escape|prison|prison escape|sadism|solitary confinement,34,PG-13,6000000,2001,6.2,2.35,30
160,898,Drama,Meryl Streep,6454,15604,2,1930s|female protagonist|nazi|romantic friendship|writer,44,PG,7840000,1977,7.4,1.85,733
0,499,Comedy,Matthew McConaughey,7367,14599,0,barefoot|endorsement|surfboard|virtual reality|waves,37,R,6000000,2008,4.7,1.85,850
194,0,Documentary,Noam Chomsky,2143,105,0,abortion|southern accent|title based on the bible|trial|usa,29,Unrated,,2006,8.3,,570
9,407,Comedy|Crime|Drama,Henry Thomas,38273,2200,1,convenience store|multiple perspectives|murder|paramedic|van,133,R,6000000,2003,7.2,1.85,0
17,259,Action|Drama|Thriller,Catherine Bell,2989,2152,1,cockney accent|fight|island|machismo|mercenary,38,R,8600000,1994,5.8,2.35,176
2,99,Drama|Mystery|Thriller,Pruitt Taylor Vince,2050,1227,1,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,17,R,,2009,5.9,1.85,275
24,874,Crime|Drama|Thriller,Charlie Hunnam,32512,27575,1,police officer|police officer killed|police officer shot|sex scene,86,R,12000000,2012,6.3,2.35,0
24,130,Drama|Family,Connie Nielsen,1696,1940,2,island|love|new home|orphan|rainbow,19,PG,6000000,2009,7.2,2.35,1000
58,787,Action|Thriller,Drew Waters,10196,3469,1,die hard scenario|engineer|held at gunpoint|race against time|shot to death,39,R,6000000,2011,5.4,1.85,0
,334,Comedy|Drama|Romance,Romola Garai,10388,2563,1,friendship|love triangle|matchmaker|naivety|opposites attract,50,,,,8.2,1.78,0
0,15,Horror|Mystery|Sci-Fi|Thriller,Debbie Harry,60522,477,0,cyberpunk|hallucination|illegality|snuff film|surrealism,228,R,5952000,1983,7.3,1.85,0
82,269,Comedy|Drama,Romain Duris,34383,1858,0,apartment|erasmus|language|student|trip,149,R,5300000,2002,7.3,1.85,0
4,444,Drama|Music,Anne Hathaway,6797,12772,1,musician|number in title|recording|sibling,21,PG-13,6000000,2014,5.8,,0
58,400,Crime|Mystery|Thriller,Ryan Gosling,43575,34605,0,disposing of a dead body|high school student|murder|sociopath|teenage boy,302,R,50000000,2002,6.1,1.85,0
12,19,Drama|History|War,Yorick van Wageningen,9230,219,1,horse|nazi|occupation|resistance movement|uncle nephew relationship,37,R,4000000,2008,7.1,2.35,0
