actor_3_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,budget,title_year,imdb_score,aspect_ratio
73,,Speedway Junky ,1434,1042,Adrienne Frantz,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,1000000,1999,5.2,
14,22434,The Last Big Thing ,334,196,James Lorinz,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,,1996,6.9,1.85
490,12996,The Specials ,1938,3905,Jamie Kennedy,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,1000000,2000,6.0,1.85
256,,16 to Life ,397,1647,Hallee Hirsh,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,1000000,2009,6.3,1.78
61,10018,Alone with Her ,3228,509,Jonathon Trent,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,1000000,2006,6.1,1.85
150,62480,Creative Control ,1048,928,Meredith Hagner,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,1000000,2015,5.5,2.39
394,6387,Special ,4862,2694,Ian Bohen,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,1000000,2006,6.9,1.85
422,5494,Sparkler ,377,2633,Veronica Cartwright,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,,1997,5.6,
94,,The Helix... Loaded ,534,1188,Jennifer Sky,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,1000000,2005,1.9,1.78
176,721,In Her Line of Fire ,783,1284,Jesse Hutch,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,1000000,2006,4.1,1.85
4,703,The Jimmy Show ,480,920,Heather Bucha,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,1500000,2001,5.4,1.85
8,,Heli ,3499,351,Gabriel Reyes,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,1000000,2013,6.8,1.85
4,,Karachi se Lahore ,876,19,Javed Sheikh,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,1000000,2015,7.0,
228,,Loving Annabelle ,9190,1635,Laura Breckenridge,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,1000000,2006,6.7,1.85
396,,Hits ,1359,2607,Amy Sedaris,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,1000000,2014,5.8,1.78
131,,Jimmy and Judy ,1420,997,James Eckhouse,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,1000000,2006,6.2,
106,,Frat Party ,1612,1752,Alicia Ziegler,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,1000000,2009,2.8,16.0
47,,The Party's Over ,340,964,Louise Sorel,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,,1965,7.3,1.37
149,,Proud ,275,1593,Janet Hubert,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,1000000,2004,5.8,
904,,The Poker House ,3943,52113,Bokeem Woodbine,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,,2008,6.5,1.85
171,,Childless ,33,1996,Diane Venora,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,1000000,2008,6.1,
23,,ZMD: Zombies of Mass Destruction ,3650,292,Kevin Hamedani,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,500000,2009,5.1,1.85
317,,Snow White: A Deadly Summer ,634,1549,Tim Abell,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,1000000,2012,2.2,1.78
0,,Hidden Away ,955,90,Joseba Ugalde,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,,2014,7.2,2.35
360,,My Last Day Without You ,982,2116,Reg E. Cathey,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,1000000,2011,5.7,1.66
110,,Steppin: The Movie ,293,1350,Chrystee Pharris,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,1000000,2009,3.4,
402,,Doc Holliday's Revenge ,93,11466,Randy Jay Burrell,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,1000000,2014,3.8,1.78
37,,Black Rock ,6531,344,Jay Paulson,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,,2012,4.7,1.85
177,,Truth or Die ,6513,1226,Jennie Jacques,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,1000000,2012,5.6,2.35
0,,The Pet ,425,109,Summer Napoles,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,1000000,2006,3.9,
36,,Bang Bang Baby ,137,231,Kristian Bruun,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,1000000,2014,5.4,
253,,Fear Clinic ,6256,1825,Fiona Dourif,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,1000000,2015,5.2,2.35
115,,Zombie Hunter ,2057,656,Jarrod Phillips,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,1000000,2013,3.5,2.35
426,,A Fine Step ,207,2677,Leonor Varela,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,1000000,2014,5.3,
888,2319187,Trance ,92640,5056,Tuppence Middleton,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,20000000,2013,7.0,2.35
113,,Charly ,4998,1567,Claire Bloom,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,,1968,7.1,2.35
302,,Banshee Chapter ,6265,1618,Michael McMillian,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,950000,2013,5.5,
223,,Jesse             ,954,1713,Bruno Campos,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,,,5.9,
354,,Ask Me Anything ,7870,2468,Cathryn de Prume,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,950000,2014,6.0,
558,,And Then Came Love ,443,2504,Eartha Kitt,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,989000,2007,4.8,
17,,Food Chains ,265,104,Eve Ensler,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,913000,2014,7.1,
279,9600000,On the Waterfront ,100890,11094,Rod Steiger,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,910000,1954,8.2,1.85
501,20186,L!fe Happens ,6025,2924,Kristen Johnston,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,930000,2011,5.7,2.35
27,1185783,4 Months, 3 Weeks and 2 Days ,44763,264,Alexandru Potocean,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,590000,2007,7.9,1.85
76,,The Horror Network Vol. 1 ,139,1343,Jan Cornet,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3000000,2015,7.3,
0,1007962,Hard Candy ,131969,117,Patrick Wilson,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,950000,2005,7.1,2.35
659,381186,The Quiet ,13485,3299,Edie Falco,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,900000,2005,6.4,2.35
127,439958,Circumstance ,6277,509,Sina Amedson,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,,2011,5.9,2.35
88,16097842,Fruitvale Station ,53919,687,Ariana Neal,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,900000,2013,7.5,1.85
727,6643,The Brass Teapot ,11965,4184,Alia Shawkat,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,900000,2012,6.4,2.35
8,102797150,Bambi ,94225,63,Ann Gillis,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,,1942,7.4,1.33
102,442638,The Hammer ,5489,897,Adam Carolla,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,850000,2007,7.3,
874,42919096,Snitch ,64748,15800,Nadine Velazquez,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,15000000,2013,6.5,2.35
522,819939,Latter Days ,14580,26017,Jacqueline Bisset,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,850000,2003,7.2,1.85
0,,Elza ,19,0,Teddy Doloir,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,900000,2011,6.7,16.0
734,,1982 ,122,5435,Quinton Aaron,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,1000000,2013,7.1,
567,1243961,For a Good Time, Call... ,13421,3770,Nia Vardalos,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,850000,2012,6.0,2.35
172,3094687,Celeste & Jesse Forever ,24391,1751,Rob Huebel,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,,2012,6.7,2.35
221,15278,Time Changer ,1742,1185,Hal Linden,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,825000,2002,5.6,1.85
141,,London to Brighton ,7308,926,Georgia Groome,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,500000,2006,7.0,2.35
175,,American Hero ,2706,1278,Michelle Tabora,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,990000,2015,4.9,
487,,Windsor Drive ,169,3336,Matt Cohen,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,100000,2015,3.2,
620,7098492,A Separation ,151812,2501,Peyman Moaadi,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,500000,2011,8.4,1.85
10,,Crying with Laughter ,190,81,Joe Cassidy,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,,2009,6.9,
236,4771000,Welcome to the Dollhouse ,26513,1502,Christina Vidal,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,800000,1995,7.5,1.85
86,1001437,Ruby in Paradise ,2039,423,Dorothy Lyman,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,800000,1993,7.2,1.85
68,2073984,Raising Victor Vargas ,4743,663,Judy Marte,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,800000,2002,7.2,1.85
3,9950,Pandora's Box ,7431,455,Fritz Kortner,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,,1929,8.0,1.33
167,,Harrison Montgomery ,59,1484,Diane Baker,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,850000,2008,7.4,1.78
0,,Live-In Maid ,772,29,Claudia Lapacó,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,800000,2004,7.2,
501,144583,Deterrence ,2256,1983,Timothy Hutton,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,800000,1999,6.5,1.85
181,,The Mudge Boy ,3480,991,Ryan Donowho,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,800000,2003,7.2,
258,58163,The Young Unknowns ,122,2359,Arly Jover,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,,2000,4.2,
152,35688,Not Cool ,4167,954,Cherami Leigh,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,600000,2014,5.1,
13,41709,Dead Snow ,54601,116,Ane Dahl Torp,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,800000,2009,6.4,1.85
69,1310270,Saints and Soldiers ,17725,587,Kirby Heyborne,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,780000,2003,6.8,
37,,Vessel ,292,315,Whit Spurgeon,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,,2012,6.2,
425,115000000,American Graffiti ,63839,14954,Mackenzie Phillips,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,777000,1973,7.5,2.35
0,,Iraq for Sale: The War Profiteers ,1477,25,Donna Zovko,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,750000,2006,7.7,1.78
357,5518918,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,3071,Chris Kattan,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,750000,2007,6.9,1.85
522,4007792,Safety Not Guaranteed ,101287,2714,Jeff Garlin,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,750000,2012,7.0,2.35
95,7705974,Kevin Hart: Laugh at My Pain ,3543,548,Jeanette Branch,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,,2011,7.5,1.85
246,26297,Kill List ,25750,1269,Neil Maskell,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,500000,2011,6.3,2.35
74,77501,The Innkeepers ,27260,1252,Pat Healy,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,750000,2011,5.5,2.35
389,42638165,The Unborn ,42183,12183,Rachel Brosnahan,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,16000000,2009,4.8,2.35
48,,The Conformist ,17813,500,Dominique Sanda,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,750000,1970,8.1,1.66
21,47329,Interview with the Assassin ,1661,243,Renee Faia,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,750000,2002,6.6,1.78
201,18378,Donkey Punch ,9376,1558,Tom Burke,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,900000,2008,5.2,1.85
280,,All the Boys Love Mandy Lane ,25951,2170,Whitney Able,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,750000,2006,5.6,2.35
118,,Bled ,851,1117,Michele Morrow,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,750000,2009,3.1,1.85
433,,High Noon ,80193,2496,Lon Chaney Jr.,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,750000,1952,8.1,1.37
2,7830611,Hoop Dreams ,18980,15,Isiah Thomas,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,700000,1994,8.3,1.33
14,3278611,Rize ,2877,321,Tommy the Clown,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,,2005,7.1,1.33
567,,Destiny ,3089,26578,Erick Avari,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,,2014,8.1,
36,1141829,L.I.E. ,8509,209,Walter Masterson,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,700000,2001,7.2,1.85
195,,The Sisterhood of Night ,1354,1581,Louis Ozawa Changchien,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,1000000,2014,6.3,2.35
311,,B-Girl ,551,2476,Drew Sidora,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,,2009,4.0,
84,218051260,King Kong ,316027,7122,Evan Parke,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,207000000,2005,7.2,2.35
324,32048809,House of Wax ,94463,2160,Brian Van Holt,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,30000000,2005,5.3,1.85
71,2694973,Half Nelson ,70885,33734,Jeff Lima,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,700000,2006,7.2,1.85
236,10508,Naturally Native ,103,1763,Max Gail,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,700000,1998,6.5,
48,2301777,Hav Plenty ,819,714,Chenoa Maxwell,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,650000,1997,6.5,
137,,Adulterers ,514,1210,Danielle Savre,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,750000,2015,4.9,2.35
432,169719,Escape from Tomorrow ,7384,2483,Amy Lucas,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,,2013,5.2,1.85
442,,Starsuckers ,474,1683,Elton John,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,400000,2009,7.4,
21,,The Hadza: Last of the First ,5,1359,Jane Goodall,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,650000,2014,7.4,
258,,After ,3699,1553,Karolina Wydra,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,650000,2012,5.4,2.35
2000,,Treachery ,344,283939,Michael Biehn,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,625000,2013,3.9,
912,,Walter ,1432,4767,Virginia Madsen,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,700000,2015,5.3,
23,3000000,Top Hat ,13269,824,Eric Blore,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,609000,1935,7.8,1.37
39,140530114,The Blair Witch Project ,186786,399,Michael C. Williams,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,60000,1999,6.4,1.33
136,13300000,Woodstock ,12631,778,Joan Baez,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,600000,1970,8.1,2.2
11,,The Kentucky Fried Movie ,13915,190,Tara Strohmeier,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,650000,1977,6.5,1.85
254,171988,Mercy Streets ,448,1281,Cynthia Watros,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,600000,2000,5.6,1.85
20,23616,Arnolds Park ,94,85,Tac Fitzgerald,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,600000,2007,5.6,1.78
218,13493,Broken Vessels ,531,2288,Brent David Fraser,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,600000,1998,6.6,1.85
359,79043,Water & Power ,85,2241,Exie Booker,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,,2013,6.3,
0,,They Will Have to Kill Us First ,74,0,Khaira Arby,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,400000,2015,7.7,
0,,Crop Circles: Quest for Truth ,204,0,Francine Blake,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,750000,2002,7.0,
271,,Light from the Darkroom ,6,1754,Lymari Nadal,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,600000,2014,8.0,
2,,Irreplaceable ,389,553,Marianne Denicourt,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,,2016,7.2,
233,,The Maid's Room ,719,1707,John Brodsky,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,600000,2013,4.5,
704,515005,A Hard Day's Night ,31429,2538,George Harrison,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,560000,1964,7.7,1.75
,2245,The Harvest/La Cosecha ,57,0,,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,560000,2011,7.2,
221,,Love Letters ,487,2996,Amy Madigan,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,550000,1983,6.1,
0,,Julija in alfa Romeo ,86,0,Andrej Nahtigal,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,500000,2015,6.4,2.35
150,33451479,Fireproof ,17068,1164,Erin Bethea,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,500000,2008,6.5,1.85
0,,Faith Connections ,113,0,Shriman Umeshanad Brahmachari,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,550000,2013,7.0,1.85
142,39552600,Benji ,3411,1090,Edgar Buchanan,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,500000,1974,6.1,1.85
7,30500882,Open Water ,42256,67,Daniel Travis,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,500000,2003,5.7,1.85
201,,High Road ,1305,2295,Abby Elliott,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,,2011,5.4,
22,17000000,Kingdom of the Spiders ,3274,516,Tiffany Bolling,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,500000,1977,5.9,1.85
0,8044906,Mad Hot Ballroom ,3156,0,Paul Daggett,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,,2005,7.5,1.85
587,5739376,The Station Agent ,58260,24419,Paula Garcés,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,500000,2003,7.7,1.85
234,3773863,To Save a Life ,4583,2563,D. David Morin,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,1000000,2009,7.1,2.35
2,3117666,Wordplay ,3394,382,Bob Dole,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,,2006,7.4,1.66
43,2047570,Beyond the Mat ,6790,194,Mick Foley,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,500000,1999,7.6,1.85
15,1250798,The Singles Ward ,1099,161,Daryn Tufts,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,500000,2002,6.4,
0,1127331,Osama ,7559,30,Mohamad Haref Harati,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,46000,2003,7.4,1.85
59,906666,Sholem Aleichem: Laughing in the Darkness ,154,660,Jason Kravits,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,500000,2011,6.8,16.0
17,1114943,Groove ,3562,407,Denny Kirkwood,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,500000,2000,6.5,1.85
17,1111615,The R.M. ,651,155,Curt Doussett,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,500000,2003,6.0,
482,985341,Twin Falls Idaho ,3479,3166,Jon Gries,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,500000,1999,7.3,1.85
595,603943,Mean Creek ,26407,2655,Trevor Morgan,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,500000,2004,7.3,1.85
474,334041,Hurricane Streets ,1038,2322,Lynn Cohen,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,500000,1997,6.5,1.85
658,295468,Never Again ,709,24382,Michael McKean,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,500000,2001,6.0,1.85
469,243347,Civil Brand ,553,2555,Clifton Powell,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,500000,2002,5.3,1.85
213,154077,Lonesome Jim ,6884,1440,Mary Kay Place,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,500000,2005,6.6,1.85
243,342936,Drinking Buddies ,45928,20480,Ti West,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,,2013,6.1,2.35
49,151389,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,774,483,Dick Cavett,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,500000,2012,7.1,
4,269061,Seven Samurai ,229012,338,Kamatari Fujiwara,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,2000000,1954,8.7,1.37
8,133778,The Other Dream Team ,3086,44,Mickey Hart,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,500000,2012,8.4,
329,,Johnny Suede ,3013,11839,Nick Cave,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,500000,1991,5.8,1.85
143,52850,Finishing the Game: The Search for a New Bruce Lee ,1656,734,Joe McQueen,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,500000,2007,6.2,1.85
196,98017,Rubber ,26185,1498,Cecelia Antoinette,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,500000,2010,5.8,1.85
183,177343675,Home ,70136,17883,April Winchell,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,135000000,2015,6.7,1.85
325,31937,Kiss the Bride ,1358,2310,Garrett M. Brown,http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,500000,2007,5.7,1.85
699,13134,The Slaughter Rule ,2004,35294,Eddie Spears,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,500000,2002,6.1,2.35
113,237301,Monsters ,75669,1118,Ricky Catter,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,500000,2010,6.4,2.35
347,,The Californians ,299,1924,Illeana Douglas,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,,2005,5.0,1.85
170,12055,The Living Wake ,739,1047,Matthew Cowles,http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,500000,2007,6.5,
445,1332,Detention of the Dead ,2038,2251,Max Adler,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,500000,2012,4.6,2.35
0,,Crazy Stone ,2097,8,Zhonghua Chen,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,3000000,2006,7.7,2.35
25,,Scott Walker: 30 Century Man ,1006,119,Damon Albarn,http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,500000,2006,7.3,1.85
637,,Everything Put Together ,601,3309,Megan Mullally,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,100000,2000,6.6,1.85
118,316842,Good Kill ,15756,2099,Stafford Douglas,http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,,2014,6.4,2.35
0,,Insomnia Manica ,16,2,Chin-Chien Chang,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,500000,2005,5.8,1.33
205,,The Outrageous Sophie Tucker ,38,1235,Tony Bennett,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,500000,2014,7.2,1.33
680,,Now Is Good ,26863,26999,Paddy Considine,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,,2012,7.2,2.35
238,,Girls Gone Dead ,2012,2102,Al Sapienza,http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,500000,2012,3.5,2.35
569,,America Is Still the Place ,22,3359,Mike Colter,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,,2015,7.5,
152,,Subconscious ,292,1038,Tom Stedham,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,,2015,2.2,
135,37188667,Crossroads ,34219,1531,Dave Allen,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,12000000,2002,3.3,1.85
