duration,actor_3_facebook_likes,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,content_rating,title_year,aspect_ratio,movie_facebook_likes
94,179,6964,Tomiwa Edun,1,cia|individualism|mental illness|religion|revenge,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,English,R,2014,2.35,0
109,126,237,Lisa Kay,3,fight|mina|murder|revenge|terrorist,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,English,R,2014,,190
130,826,15988,Hal Holbrook,0,astronaut|hoax|journalist|mission|nasa,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,English,PG,1977,2.35,2000
,723,38,Costas Mandylor,15,,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,English,,2012,,35
88,668,8,Martin Kove,2,,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,English,,2015,,49
88,1000,849,Natasha Lyonne,7,part of trilogy|second part,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,English,PG-13,2016,,0
97,538,928,Ed Quinn,1,building|infection|navy seal|shot through the head|zombie,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,English,,2015,,0
113,4,6183,Milan Lasica,1,hotel|legs|lingerie|waiter|wealth,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,Czech,R,2006,1.85,1000
99,269,29203,Birol Ünel,3,2000s|burglar|chef|cook|restaurant,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,German,,2009,1.85,0
148,263,72443,J.T. Walsh,0,friend|mental institution|murder|repair shop|small town,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,English,R,1996,1.85,0
107,537,46347,Joseph Mawle,1,boarding school|boy|british horror|ghost|school,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,English,R,2011,2.35,10000
93,581,138814,Rick Hoffman,0,bratislava|hostel|sadistic horror|torture|travel,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,English,R,2005,2.35,0
94,427,11202,Dylan Moran,0,actor playing himself|battle|boots|penis|womb,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,English,R,2005,2.35,750
121,41,68211,Robert Longstreet,0,ambiguous ending|firefly|mysterious event|schizophrenia|storm,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,English,R,2011,2.35,14000
118,339,4695,Katherine Helmond,0,1960s|boy|ghost|murder|small town,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,English,R,1988,1.85,0
98,621,9611,Tamsin Egerton,0,actress|coming of age|retired actress|teenage boy|vomiting,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,English,PG-13,2006,1.85,864
82,316,4247,Dagmara Dominczyk,2,apology|death|group of friends|sex|toilet,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,English,Unrated,2014,,0
101,14,19234,Jim Siedow,3,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,English,X,1986,1.85,0
106,372,13467,Jason Robards,0,bare breasts|flogging|human branding|man slaps a woman|manhunt,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,English,R,1973,2.35,0
90,428,83234,Yayaying Rhatha Phongam,1,brutal cop|drug dealer|punishment|thai boxing|vengeance,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,English,R,2013,1.85,30000
79,20,262,Emmanuelle Bercot,0,cabin|girl fight|jealousy|sailing boat|tent,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,French,,2005,,11
87,329,1427,Camryn Manheim,6,bare chested male|journalist|passion|pregnancy|woman in underwear,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,English,R,2011,,491
,0,57,Dileep Raj,2,,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,Kannada,,2013,,2
105,16,18940,Jack McElhone,0,boy|dock|letter|seaside|stranger,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,English,PG-13,2004,1.85,2000
89,413,436,Stephen McHattie,2,contemporary west|cowboy|horse|jockey|neo western,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,English,R,2007,2.35,31
100,9,6304,Zinedine Soualem,1,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,French,R,2010,1.85,0
92,140,421,Kim Ly,1,,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,English,,2013,,199
97,577,8867,Stephen Dillane,1,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,English,Not Rated,2007,1.85,0
100,3,2776,Paul Glover,0,true crime,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,English,,2006,1.85,285
96,542,87739,Michael Winslow,0,misfit|police|police academy|police cadet|police officer,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,English,R,1984,1.85,0
104,83,50125,Leo McKern,0,coming of age|island|poison|teenage boy|teenage girl,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,English,R,1980,1.85,0
117,239,107923,Simon Callow,4,1990s|chick flick|funeral|gay relationship|wedding,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,English,R,1994,1.66,0
90,811,71217,Vincent Schiavelli,1,break up|california|high school|surfer|teacher,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,English,X,1982,1.85,0
115,68,13474,James Robertson Justice,0,obsession|revenge|ship|whale|whaling,http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1,English,Unrated,1956,1.66,0
108,346,149528,Aaron Stanford,0,bar|dream|drug dealing|nightclub|widower,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,English,R,2002,2.35,0
43,298,6762,KaDee Strickland,0,,http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1,English,,,16.0,2000
109,126,41138,Peter Spellos,0,gangster|lesbian|mafia|money|neo noir,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,English,R,1996,1.85,2000
102,167,573541,Louise Lasser,0,addiction|diet pill|drug addiction|fast motion scene|heroin,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,English,R,2000,1.37,38000
100,37,2756,Frank McHugh,2,fair|farm|iowa|newspaper|state fair,http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1,English,Approved,1945,1.37,501
115,4,2412,Miguel Ángel Solá,3,dancer|director|love|musical filmmaking|tango,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,Spanish,PG-13,1998,2.0,539
122,491,15175,Juan Fernández,0,1980s|el salvador|political thriller|reagan administration|war journalism,http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1,English,R,1986,1.85,1000
98,402,10483,Patricia Heaton,,blogger|pastor|reference to the shawshank redemption|taser|tasered,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,English,PG,2014,2.35,0
133,701,580999,James Duval,1,1980s|death|insanity|parallel universe|time travel,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,English,R,2001,2.35,33000
105,122,1592,Joaquín Cosio,6,conflicted hero|flashback|mission|rescue|rescue mission,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,Spanish,PG-13,2011,2.35,0
122,3,9171,Hans Kesting,1,bailiff|lawyer|office|police|school,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,Dutch,R,1997,1.85,689
106,391,32357,Debbie Harry,0,male nudity|meth|meth lab|nudity|speed freak,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,English,R,2002,1.85,3000
98,844,5465,Charlotte Rampling,1,forgiveness|ghost|new jersey|pedophile|three sisters,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,English,R,2009,1.85,0
112,38,53508,Hye-jeong Kang,0,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,Korean,R,2005,2.35,4000
120,9,1213,Marie Féret,2,mozart|musical prodigy|royal court|singer|talent,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,French,,2010,1.85,0
99,798,29463,Danny Dyer,1,inmate|prison|prison guard|soccer|soccer star,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,English,R,2001,1.85,0
110,76,6919,Josie Ho,0,baby|friendship|macau|practical joke|selfie,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,Cantonese,R,2006,2.35,528
102,327,7390,Stephen Rea,0,assumed identity|bolivia|butch cassidy|doctor|thief,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,English,R,2011,2.35,0
109,0,35464,Lyubov Agapova,1,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,Russian,R,2002,1.85,0
104,329,30836,Chandler Canterbury,1,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,English,R,2009,2.35,7000
134,62,781,Dimple Kapadia,4,,http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1,Hindi,,2014,,62
133,425,680041,Louise Fletcher,0,1960s|escape|mental institution|nurse|sexuality,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,English,R,1975,1.85,32000
85,212,917,Braeden Lemasters,3,cabinet|carnival|halloween|soul|temptress,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,English,PG,2015,1.78,224
87,753,12666,Bernadette Peters,0,black comedy|friend|modern silent movie|silent movie|two word title,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,,PG,1976,1.85,629
130,12,30977,Purab Kohli,1,1990s|businessman|evacuation|historical fiction|kuwait,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,Hindi,,2016,2.35,10000
199,505,14251,Megan Follows,0,girl|heroine|kindred spirit|orphan|rural setting,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,English,TV-G,,1.33,0
103,261,4952,Lateef Crowder,1,,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,English,R,2014,,0
112,422,16445,Alan Ford,4,bank|criminal|detective|flying squad|policewoman,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,English,R,2012,2.35,0
89,100,43135,Amanda Redman,6,boulder|gangster|one last job|spain|villa,http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1,English,R,2000,2.35,0
124,93,13443,Matias Varela,1,double life|drugs|financial crisis|first part|serbian,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,Swedish,R,2010,2.35,0
101,8,34232,Tammy Davis,1,girl|maori|new zealand|tradition|whale,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,English,PG-13,2002,2.35,0
133,106,7295,Paresh Rawal,0,adult actor playing minor|politician|progeria|reference to spiderman|school,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,Hindi,,2009,2.35,504
112,7,15780,Anna Katharina Schwabroh,0,23rd century|lucid dream|outer space|space travel|trapped in space,http://www.imdb.com/title/tt0381940/?ref_=fn_tt_tt_1,German,,2009,2.35,2000
111,394,39975,Nonso Anozie,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,English,PG,2015,2.35,24000
98,578,59254,Olesya Rulin,0,audition|basketball|high school|singing|teenager,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,English,TV-G,2006,1.33,0
60,551,3673,Ellen Barkin,0,based on film|brother brother relationship|crime family|remake|southern california,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,English,,,16.0,0
93,130,3407,Danny Webb,1,actor|love|obsession|obsessive love|star,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,English,PG-13,1997,1.85,61
104,16,47097,Zhanna Friske,0,battle|bridge|mother son relationship|supernatural power|vampire,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,Russian,R,2004,1.85,0
112,327,41361,Stephen Rea,0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,English,R,1992,2.35,0
94,95,31260,Tony Ganios,0,female full frontal nudity|revenge|school|sheriff|virginity,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,English,R,1981,1.85,0
90,231,17478,Kathleen Munroe,0,delaware|feud|island|undead|zombie,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,English,R,2009,2.35,0
96,56,87978,S. William Hinzman,5,cemetery|farmhouse|radiation|running out of gas|zombie,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,English,Unrated,1968,1.85,0
101,11,321283,Catherine Lambert,0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,English,R,2003,1.85,17000
93,629,192940,Shelley Duvall,0,breaking the fourth wall|comedian|jewish|neurosis|singer,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,English,PG,1977,1.37,0
152,132,9456,Cornel Wilde,0,circus|clown|elephant trainer|trapeze|trapeze artist,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,English,Not Rated,1952,1.37,625
150,748,128694,Ben Mendelsohn,0,egypt|exodus|moses|pharaoh|plague,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,English,PG-13,2014,2.35,51000
112,80,71495,Marcus Lyle Brown,1,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,English,R,2001,2.35,0
95,428,30219,David A Cole,2,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,English,PG-13,2015,2.35,22000
111,687,93894,Julian Sands,0,alcoholic|bar|love|prostitute|sex,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,English,R,1995,1.66,0
86,555,2806,Lochlyn Munro,0,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1,English,,2013,1.78,0
108,358,39857,Beverly Randolph,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,English,R,1985,1.85,0
105,116,9007,David Wayne,2,1920s|communist|escape from jail|newspaper|reporter,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,English,PG,1974,2.35,661
91,326,27198,Adam Hicks,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,English,R,2015,2.35,8000
105,69,3102,Sidney James,0,acrobat|circus|cripple|trapeze|trapeze artist,http://www.imdb.com/title/tt0049875/?ref_=fn_tt_tt_1,English,Approved,1956,2.35,283
60,904,3852,Bokeem Woodbine,1,catholic|death row|inmate|oklahoma city|sexual promiscuity,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,English,TV-MA,,1.78,634
106,712,110616,Yaya DaCosta,1,biological father|college|motorcycle|sperm|sperm donor,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,English,R,2010,1.85,16000
93,133,73501,George 'Buck' Flower,0,alien|brainwashing|construction worker|sunglasses|teleportation,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,English,R,1988,2.35,27000
172,145,165638,Gordon Jackson,0,digging|escape|escape attempt|prisoner|tunnel,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,English,Approved,1963,2.35,8000
109,428,12059,Armin Shimerman,0,consciousness|photographer|radical|science|scientist,http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1,English,Unrated,2004,1.85,2000
93,400,13506,Ashley Bell,0,car fire|evil|hospital|hotel|prophecy,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,English,PG-13,2013,2.35,0
165,127,266020,Libby Villari,0,12 year time span|coming of age|domestic abuse|growing up|separated parents,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,English,R,2014,1.85,92000
96,405,66840,Geoff Bell,0,english garden|fake drowning|fake parent|musical instrument|poker the card game,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,English,PG-13,2006,1.85,0
119,567,177729,Erick Avari,0,astronaut|cage|planet|wilhelm scream|year 2029,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,English,PG-13,2001,2.35,0
93,69,5612,DJ Pooh,2,african american stereotype|car wash|rent|roommate|threatening telephone call,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,English,R,2001,1.85,842
82,585,1415,Faizon Love,1,adult diaper|diaper|digit in title|dream|sawed off shotgun,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,English,R,2000,1.85,118
101,407,28714,Shawn Hatosy,1,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,English,R,2003,2.35,762
120,268,12981,Thelma Ritter,2,cowboy|divorce|horse|sexy|wild horse,http://www.imdb.com/title/tt0055184/?ref_=fn_tt_tt_1,English,Approved,1961,1.66,0
81,710,13086,Rory Culkin,0,boy|radio show|social worker|telephone|wisconsin,http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1,English,R,2006,1.85,576
82,27,2129,Peter Appel,0,critically bashed|mafia|police|telephone|unemployment,http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1,English,R,1995,1.85,138
107,255,16411,Zena Grey,2,evil|killer|murder|psychopath|serial killer,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,English,R,2010,2.35,0
105,143,120189,Fernando Cayo,0,dead children|ghost|missing child|orphan|orphanage,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,Spanish,R,2007,2.35,11000
86,511,14621,Gabriel Iglesias,2,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,English,R,2014,1.85,0
