num_critic_for_reviews,actor_2_name,gross,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,country,budget,imdb_score
112,Herbert Lom,,Tom Skerritt,The Dead Zone ,Anthony Zerbe,0,car accident|coma|evil politician|psychic|vision,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,USA,10000000,7.2
189,James Ransone,27736779,Laila Haley,Sinister 2 ,Jaden Klein,0,deputy|farmhouse|nightmare|private investigator|rural,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,USA,10000000,5.2
82,Curtis Armstrong,24397469,Omari Hardwick,Sparkle ,Mike Epps,7,1960s|death|girl group|nightclub|sister,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,USA,17000000,5.7
120,Jessica Capshaw,20384136,Marley Shelton,Valentine ,Johnny Whitworth,1,dance|nosebleed|revenge|valentine|valentine's day,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,USA,10000000,4.7
183,Will Patton,25464480,Milla Jovovich,The Fourth Kind ,Hakeem Kae-Kazim,0,abduction|alaska|alien|owl|patient,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,USA,10000000,5.9
211,Virginia Madsen,20338609,Meryl Streep,A Prairie Home Companion ,Lily Tomlin,8,backstage|country music|cowboy|radio|singing,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,USA,10000000,6.8
14,Clarence Williams III,18272447,Khandi Alexander,Sugar Hill ,Steve Harris,1,african american|harlem manhattan new york city|manhattan new york city|new york city|urination,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,USA,10000000,5.9
54,Richard Lynch,,Billy Drago,Invasion U.S.A. ,Eddie Jones,1,army|nightmare|one man army|rescue|spy,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,USA,10000000,5.3
55,Brandon T. Jackson,17378977,Jurnee Smollett-Bell,Roll Bounce ,Shad Moss,0,1970s|boy|competition|roller skates|tubesocks,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,USA,,6.0
179,Connie Nielsen,17096053,Bill Murray,Rushmore ,Olivia Williams,2,coming of age|friendship|private school|student|teacher,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,USA,9000000,7.7
221,Donald Faison,21371425,David Zayas,Skyline ,Brittany Daniel,0,apartment|blue light|drawing|group of friends|light,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,USA,10000000,4.4
158,Celia Imrie,33071558,Tina Desai,The Second Best Exotic Marigold Hotel ,Ronald Pickup,6,sequel,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,UK,10000000,6.6
73,Jane Krakowski,17655201,Julia Ormond,Kit Kittredge: An American Girl ,Willow Smith,1,boarding house|girl|great depression|house|ohio,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,USA,10000000,6.7
65,Chris Noth,16247775,Ben Feldman,The Perfect Man ,Vanessa Lengies,3,e mail|moving|perfect man|secret admirer|suitor,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,USA,25000000,5.5
23,Nicholas Turturro,16153600,Denzel Washington,Mo' Better Blues ,Charlie Murphy,1,comeback|friend|jazz|stage|trumpet,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,USA,10000000,6.5
63,Simon Rhee,16033556,Steve Oedekerk,Kung Pow: Enter the Fist ,Jennifer Tung,1,chosen one|comic violence|intentionally bad|kung fu|stylized violence,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,USA,10000000,6.2
132,Ariana Richards,16667084,Reba McEntire,Tremors ,Michael Gross,0,desert|giant worm|monster|pipe bomb|small town,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,USA,11000000,7.1
191,Lindy Booth,15417771,Kevin Zegers,Wrong Turn ,Julian Richings,1,forest|mountain|road|stupid victim|west virginia,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,USA,12600000,6.1
52,David Carradine,,Dennis Quaid,The Long Riders ,Randy Quaid,0,bank|breasts|famous score|last man standing|revenge,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,USA,10000000,7.1
91,Paul Ben-Victor,15156200,Byron Mann,The Corruptor ,Kim Chan,2,chinatown|illegal immigrant|new york|police|triad,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,USA,30000000,6.0
368,Tye Sheridan,21589307,Matthew McConaughey,Mud ,Sam Shepard,1,14 year old|boat|bounty hunter|boy|river,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,USA,10000000,7.4
89,Thomas Lennon,20339754,Wendi McLendon-Covey,Reno 911!: Miami ,Carlos Alazraqui,2,beach|police|sex scene|spring break|vomiting,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,USA,10000000,5.9
83,Zayn Malik,28873374,Harry Styles,One Direction: This Is Us ,Niall Horan,11,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,USA,10000000,4.1
83,Noureen DeWulf,15102127,Rob Riggle,The Goods: Live Hard, Sell Hard ,Charles Napier,5,fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character,http://www.imdb.com/title/tt1092633/?ref_=fn_tt_tt_1,USA,,5.8
33,Vincent Schiavelli,13684949,Jennifer Jason Leigh,Hey Arnold! The Movie ,Paul Sorvino,0,castle thunder|document|neighborhood|punctuation in title|villain arrested,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,USA,3000000,5.9
386,Toby Jones,14597405,Eddie Redmayne,My Week with Marilyn ,Julia Ormond,1,actress|assistant director|blonde bombshell|movie star|wardrobe,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,UK,6400000,7.0
191,Philip Baker Hall,12570442,Adam Scott,The Matador ,Hope Davis,0,bar|hitman|luck|mexico|mexico city,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,USA,10000000,6.8
16,Nia Long,12514138,Leonard Roberts,Love Jones ,Larenz Tate,0,african american|cult film|ex boyfriend|middle class|sex,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,USA,10000000,7.4
297,Allison Tolman,43771291,Busy Philipps,The Gift ,Wendell Pierce,1,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,USA,5000000,7.1
47,Chad Allen,11703287,Chase Ellison,End of the Spear ,Jack Guzman,3,death|missionary|spear|speared to death|tribe,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,USA,10000000,7.0
63,Kirsten Dunst,11560259,Mila Kunis,Get Over It ,Carmen Electra,1,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,USA,22000000,5.8
144,Stephen Root,10824921,Gary Cole,Office Space ,Diedrich Bader,0,boss|computer|downsizing|neighbor|office,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,USA,10000000,7.8
77,Kirstie Alley,10561238,Kirsten Dunst,Drop Dead Gorgeous ,Ellen Barkin,0,beauty pageant|blonde|cheerleader uniform|small town|upskirt,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,Germany,10000000,6.5
325,Danny Huston,14479776,Christoph Waltz,Big Eyes ,Jon Polito,3,1950s|abusive husband|artist|painting|secret,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,USA,10000000,7.0
100,Daniel Stern,9801782,Jon Favreau,Very Bad Things ,Jeanne Tripplehorn,0,bachelor party|breasts|friend|prostitute|wedding,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,USA,10000000,6.3
52,Alexa PenaVega,8070311,Steve Carell,Sleepover ,Hunter Parrish,9,best friend|party|rival|scavenger hunt|sleepover,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,USA,10000000,5.3
98,Dennis Franz,,Melanie Griffith,Body Double ,Gregg Henry,0,actor|neighbor|police|thief|tunnel,http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1,USA,10000000,6.8
163,Will Forte,8460995,Jasper Cole,MacGruber ,Powers Boothe,3,colonel|lieutenant|nuclear warhead|team|washington d.c.,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,USA,10000000,5.5
137,Benedict Wong,8111360,Sophie Okonedo,Dirty Pretty Things ,Sergi López,1,hotel|immigrant|nigerian|surgery|underwear,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,UK,10000000,7.4
180,Kate Winslet,8828771,Hugh Jackman,Movie 43 ,Seth MacFarlane,10,awkwardness|embarrassment|gross out|irreverence|shame,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,USA,6000000,4.3
321,Angelina Jolie Pitt,67631157,Johnny Depp,The Tourist ,Rufus Sewell,0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,USA,100000000,6.0
100,William Morgan Sheppard,7563670,Stephen Root,Over Her Dead Body ,Wendi McLendon-Covey,0,accident|diary|ghost|psychic|veterinarian,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,USA,10000000,5.2
265,Mark Moses,6619173,Steve Carell,Seeking a Friend for the End of the World ,Rob Huebel,2,candle|end of the world|letter|record|road trip,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,USA,10000000,6.7
212,Stephen Root,6857503,Kurtwood Smith,Cedar Rapids ,Alia Shawkat,1,award|cedar rapids iowa|convention|hotel|insurance,http://www.imdb.com/title/tt1477837/?ref_=fn_tt_tt_1,USA,,6.3
68,T.J. Thyne,,Michaela Conlin,Bones             ,Tamara Taylor,2,anthropologist|fbi|fbi agent|forensics|investigation,http://www.imdb.com/title/tt0460627/?ref_=fn_tt_tt_1,USA,,7.9
162,Beverly D'Angelo,6712241,Ethan Suplee,American History X ,Stacy Keach,2,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,USA,7500000,8.6
147,Johanna Braddy,6842058,Daniel Sharman,The Collection ,Lee Tergesen,0,booby trap|brainwashing|mercenary|serial killer|trap,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,USA,10000000,6.1
33,Kelsey Grammer,6491350,Nathan Lane,Teacher's Pet ,Jerry Stiller,0,dog|florida|mad scientist|school|teacher,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,USA,10000000,5.8
94,Clotilde Mollet,9473382,Johannes Silberschneider,The Red Violin ,Carlo Cecchi,3,auction|montreal|secret|violin|violinist,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,Canada,10000000,7.7
143,Richard Farnsworth,6197866,Sissy Spacek,The Straight Story ,Everett McGill,0,cane|iowa|lawn mower|tractor|wisconsin,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,France,10000000,8.0
38,James Franco,6044618,Norman Reedus,Deuces Wild ,Frankie Muniz,1,1950s|drug overdose|gang|gang war|new york city,http://www.imdb.com/title/tt0231448/?ref_=fn_tt_tt_1,USA,10000000,5.6
126,Philip Baker Hall,7764027,Beth Grant,Bad Words ,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,USA,10000000,6.7
168,Iddo Goldberg,5998971,Dylan Moran,Run, Fatboy, Run ,India de Beaufort,0,blister|gym|marathon|training|wedding,http://www.imdb.com/title/tt0425413/?ref_=fn_tt_tt_1,UK,,6.6
19,Randy Quaid,,Bernadette Peters,Heartbeeps ,Christopher Guest,0,escape|fish out of water|love|robot|servant,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,USA,10000000,4.2
91,Gillian Jacobs,21569041,Jennifer Ehle,Black or White ,Jillian Estell,2,color in title,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,USA,9000000,6.6
46,Tamala Jones,4356743,Jerry Stiller,On the Line ,Dave Foley,2,based on short film|chicago illinois|el train|love|train,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,USA,16000000,4.1
198,Toby Huss,5484375,Christian Bale,Rescue Dawn ,François Chau,0,bombing|guard|jungle|laos|prisoner,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,USA,10000000,7.3
139,Jennifer Garner,5348317,Al Pacino,Danny Collins ,Melissa Benoist,0,entertainer|inspiration|lost opportunity|pregnant mother|rock star,http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1,USA,10000000,7.1
182,Evan Ross,4244155,Judy Greer,Jeff, Who Lives at Home ,Rae Dawn Chong,5,basement|errand|secret admirer|slacker|wrong number,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,USA,10000000,6.5
181,Waris Ahluwalia,5004648,Flavio Parenti,I Am Love ,Alba Rohrwacher,1,chef|friend|italy|restaurant|russian,http://www.imdb.com/title/tt1226236/?ref_=fn_tt_tt_1,Italy,10000000,7.0
23,Diedrich Bader,3333823,Robert Picardo,Atlas Shrugged II: The Strike ,Esai Morales,0,box office flop|critically bashed|government|industrialist|railroad,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,USA,10000000,5.5
30,Michael Wincott,3275585,Gary Oldman,Romeo Is Bleeding ,Lena Olin,1,detective|police|protection|russian|sergeant,http://www.imdb.com/title/tt0107983/?ref_=fn_tt_tt_1,UK,11500000,6.6
111,Lesley Ann Warren,3193102,Peter Fonda,The Limey ,William Lucking,0,daughter|englishman|ex con|revenge|young woman,http://www.imdb.com/title/tt0165854/?ref_=fn_tt_tt_1,USA,9000000,7.1
287,Loretta Devine,54557348,Don Cheadle,Crash ,Jennifer Esposito,0,race relations|racism|racist|social problem|stereotype,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,Germany,6500000,7.9
96,Anthony LaPaglia,3041803,Eric Stoltz,The House of Mirth ,Elizabeth McGovern,0,high society|love|money|reputation|wealth,http://www.imdb.com/title/tt0200720/?ref_=fn_tt_tt_1,UK,10000000,7.1
27,Tracey Walter,3060858,Cliff Robertson,Malone ,Dennis Burkley,4,assassin|box office flop|cia|farmer|power,http://www.imdb.com/title/tt0093483/?ref_=fn_tt_tt_1,USA,10000000,5.6
44,Tim DeKay,1055654,Scott Mechlowicz,Peaceful Warrior ,Agnes Bruckner,1,college|college athlete|comeback|gymnast|olympics,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,Germany,10000000,7.3
49,Kevin Nealon,2331318,Don Johnson,Bucky Larson: Born to Be a Star ,Nicholas Turturro,1,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,USA,10000000,3.3
57,Michael Rapaport,2185266,Gillian White,Bamboozled ,Jada Pinkett Smith,0,actor|minstrel show|protest|success|writer,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,USA,10000000,6.5
185,Stephanie Vogt,26583369,Eoin Macken,The Forest ,Gen Seto,1,forest|japan|suicide|suicide forest|supernatural,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,USA,10000000,4.8
2,William Hootkins,800000,Frank Langella,Sphinx ,John Gielgud,0,bat|curse|egyptologist|mummy|murder,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,USA,14000000,5.2
270,Maria Dizzia,7574066,Naomi Watts,While We're Young ,Dree Hemingway,2,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1,USA,10000000,6.3
94,Eddie 'Piolin' Sotelo,1754319,Demián Bichir,A Better Life ,Robert Peters,0,gang|gardener|money|police|truck,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1,USA,10000000,7.2
157,John Neville,1641788,Miranda Richardson,Spider ,Lynn Redgrave,0,halfway house|key|reality|schizophrenia|spider,http://www.imdb.com/title/tt0278731/?ref_=fn_tt_tt_1,Canada,8000000,6.8
49,Oliver Platt,1631839,Liam Neeson,Gun Shy ,Mitch Pileggi,0,colombian|enema|group therapy|murder|nurse,http://www.imdb.com/title/tt0171356/?ref_=fn_tt_tt_1,USA,10000000,5.7
80,Anne Hathaway,1309849,Charlie Hunnam,Nicholas Nickleby ,Jim Broadbent,1,boy|boys' school|death|friend|orphan,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,UK,10000000,7.2
221,James Franco,1939441,Chris Evans,The Iceman ,Robert Davi,1,based on true story|contract killer|crime family|murder of a girl|serial murderer,http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1,USA,10000000,6.9
53,Olaf Lubaszenko,447093,Krystyna Janda,Dekalog             ,Olgierd Lukaszewicz,0,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,Poland,,9.1
20,Rekha,,Naseeruddin Shah,Krrish ,Sharat Saxena,0,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,http://www.imdb.com/title/tt0432637/?ref_=fn_tt_tt_1,India,10000000,6.3
90,Melanie Griffith,1276984,Alicia Witt,Cecil B. DeMented ,Kevin Nealon,2,actress|drive in|female protagonist|movie star|woman shot in the forehead,http://www.imdb.com/title/tt0173716/?ref_=fn_tt_tt_1,France,10000000,6.2
376,Scott A. Martin,1987762,Matthew McConaughey,Killer Joe ,Carol Sutton,0,female nudity|female pubic hair|lingerie|neo noir|pubic hair,http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1,USA,11000000,6.7
144,Gary Cole,1474508,Demi Moore,The Joneses ,Robert Pralgo,4,envy|fake family|gadget|materialism|unhappy marriage,http://www.imdb.com/title/tt1285309/?ref_=fn_tt_tt_1,USA,5000000,6.5
82,Minnie Driver,1011054,Philip Seymour Hoffman,Owning Mahowny ,Maury Chaykin,1,bank|bank fraud|bank manager|gambling|toronto,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,Canada,10000000,7.2
51,Lee Majors,900926,Jenna Fischer,The Brothers Solomon ,Will Forte,2,antarctica|coma|neighbor|phd|pregnancy,http://www.imdb.com/title/tt0784972/?ref_=fn_tt_tt_1,USA,10000000,5.3
192,Norah Jones,866778,Natalie Portman,My Blueberry Nights ,Adriane Lenox,3,blueberry pie|diner|nevada|new york city|pie,http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1,Hong Kong,10000000,6.7
36,Ben Gazzara,836641,Beverly D'Angelo,Illuminata ,George DiCenzo,0,critic|new york|new york city|playwright|theater critic,http://www.imdb.com/title/tt0120709/?ref_=fn_tt_tt_1,Spain,,6.2
71,Jeanne Tripplehorn,598645,Bruce Greenwood,Swept Away ,David Thornton,0,island|sailor|storm|stranded|vacation,http://www.imdb.com/title/tt0291502/?ref_=fn_tt_tt_1,UK,10000000,3.6
79,Sergej Trifunovic,578527,Bashar Rahal,War, Inc. ,Ned Bellamy,3,assassin|corporation|pop star|reporter|satire,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,USA,10000000,5.7
246,Karen Mok,488872,Wei Zhao,Shaolin Soccer ,Kwok-Kwan Chan,2,cult film|kung fu|martial arts|shaolin|soccer,http://www.imdb.com/title/tt0286112/?ref_=fn_tt_tt_1,Hong Kong,10000000,7.3
115,Cheryl Tiegs,365734,Vincent Gallo,The Brown Bunny ,Anna Vareschi,0,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,http://www.imdb.com/title/tt0330099/?ref_=fn_tt_tt_1,USA,10000000,5.0
34,François Cluzet,231417,Isabelle Huppert,The Swindle ,Michel Serrault,0,con|con artist|money|scam|sils maria,http://www.imdb.com/title/tt0120018/?ref_=fn_tt_tt_1,France,60000000,6.6
129,Claire Foy,3093491,Numan Acar,Rosewater ,Haluk Bilginer,0,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1,USA,5000000,6.6
22,Aitana Sánchez-Gijón,244465,Olivier Martinez,The Chambermaid on the Titanic ,Romane Bohringer,1,foundry|foundry worker|french|friend|titanic,http://www.imdb.com/title/tt0129923/?ref_=fn_tt_tt_1,France,,6.8
196,Ashraf Barhom,756452,Gerard Butler,Coriolanus ,Lubna Azabal,0,modern day adaptation|reference to william shakespeare|shakespeare in modern dress|shakespeare play|shakespeare's coriolanus,http://www.imdb.com/title/tt1372686/?ref_=fn_tt_tt_1,UK,,6.2
73,Ryan Donowho,228524,Kip Pardue,Imaginary Heroes ,Larry Fessenden,2,cat|christmas song|lawn mowing|leave of absence|medication,http://www.imdb.com/title/tt0373024/?ref_=fn_tt_tt_1,USA,4000000,7.3
43,Danny Dyer,226792,Minnie Driver,High Heels and Low Lifes ,Mary McCormack,2,attempted murder|blackmail|diver's watch|nurse|satire,http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1,UK,10000000,6.2
129,Daryl Sabara,221210,Robin Williams,World's Greatest Dad ,Henry Simmons,1,black comedy|fictional talk show|high school teacher|phony suicide note|teacher,http://www.imdb.com/title/tt1262981/?ref_=fn_tt_tt_1,USA,,6.9
200,Toby Stephens,136432,Danny Dyer,Severance ,Laura Harris,0,blood splatter|eastern europe|female nudity|pine forest|team building,http://www.imdb.com/title/tt0464196/?ref_=fn_tt_tt_1,UK,5000000,6.6
79,Dulé Hill,131617,Joe Mantegna,Edmond ,Jeffrey Combs,1,bipolar disorder|sodomy|stabbing|street life|violence,http://www.imdb.com/title/tt0443496/?ref_=fn_tt_tt_1,USA,10000000,6.3
112,Ally Sheedy,152857,Kristen Stewart,Welcome to the Rileys ,Kerry Cahill,3,businessman|prostitute|street|stripper|travel,http://www.imdb.com/title/tt1183923/?ref_=fn_tt_tt_1,UK,,7.0
17,Michael Winslow,126247,Christopher Lee,Police Academy: Mission to Moscow ,G.W. Bailey,0,captain|commandant|mafia|russian mafia|security system,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1,USA,6200000,3.3
20,Nate Parker,82739,Ricky Schroder,Blood Done Sign My Name ,Lee Norris,0,based on autobiography|based on novel|based on true story|murder|racism,http://www.imdb.com/title/tt1210039/?ref_=fn_tt_tt_1,USA,,6.7
12,Andrés Montiel,169379,Jorge Luis Moreno,Cinco de Mayo, La Batalla ,William Miller,1,,http://www.imdb.com/title/tt2553908/?ref_=fn_tt_tt_1,Mexico,10000000,6.2
59,Jared Gilman,,Chris Noth,Elsa & Fred ,James Brolin,0,apartment|death of protagonist|follow that car|la dolce vita|love,http://www.imdb.com/title/tt2113659/?ref_=fn_tt_tt_1,USA,10000000,6.5
29,Harvey Weinstein,15447,Eric Idle,An Alan Smithee Film: Burn Hollywood Burn ,Ryan O'Neal,0,box office flop|critically bashed|director|hollywood|mockumentary,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,USA,10000000,3.5
23,Justin Timberlake,19348,Jeff Bridges,The Open Road ,Ted Danson,2,american south|baseball|farmland|motel|road trip,http://www.imdb.com/title/tt1007018/?ref_=fn_tt_tt_1,USA,10000000,5.5
22,Scott Porter,100503,Adrian Martinez,The Good Guy ,Aaron Yoo,2,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,http://www.imdb.com/title/tt1247662/?ref_=fn_tt_tt_1,USA,8000000,5.9
43,Minnie Driver,92900,Stephanie Szostak,Motherhood ,Anthony Edwards,1,birthday|birthday party|delivery man|mother|neighbor,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,USA,5000000,4.7
16,Corbin Bleu,140987,Madison Pettis,Free Style ,Sandra Echeverría,3,,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1,Canada,,4.2
84,Reef Ireland,,Nicholas Hamilton,Strangerland ,Sean Keenan,0,australian|desert|mother daughter relationship|mother son relationship|promiscuity,http://www.imdb.com/title/tt2325977/?ref_=fn_tt_tt_1,Australia,10000000,5.2
4,Tamala Jones,,Mike Epps,The Janky Promoters ,Glenn Plummer,2,bigger dreams|concert promoter|hotel maid|pep talk|rap concert,http://www.imdb.com/title/tt1210071/?ref_=fn_tt_tt_1,USA,,5.2
20,Drew Waters,5561,Drew Fuller,Blonde Ambition ,Larry Miller,1,boss|business|career|confidence|female protagonist,http://www.imdb.com/title/tt0887719/?ref_=fn_tt_tt_1,USA,10000000,3.9
71,Leonor Watling,3607,Jim Carter,The Oxford Murders ,Danny Sapani,4,landlady|lecture|murder|oxford university|symbol,http://www.imdb.com/title/tt0488604/?ref_=fn_tt_tt_1,Spain,10000000,6.1
102,Gyton Grantley,,Damian Walshe-Howling,The Reef ,Adrienne Pickering,0,boat|great white shark|killing an animal|shark|underwater,http://www.imdb.com/title/tt1320291/?ref_=fn_tt_tt_1,Australia,,5.8
27,Rip Torn,70527,Zooey Deschanel,Eulogy ,Kelly Preston,6,dysfunctional family|family relationships|family reunion|funeral|twin,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,USA,6500000,6.7
62,Craig Fairbrass,,Teryl Rothery,White Noise 2: The Light ,Adrian Holmes,0,angry spirit|aura|electronic voice phenomena|electronics|near death experience,http://www.imdb.com/title/tt0496436/?ref_=fn_tt_tt_1,USA,10000000,5.7
5,Mishael Morgan,,Shane Pollard,You Got Served: Beat the World ,Chase Armitage,0,,http://www.imdb.com/title/tt1568139/?ref_=fn_tt_tt_1,Canada,10000000,4.5
76,Kevin Zegers,,Jim Sturgess,Fifty Dead Men Walking ,Michael McElhatton,1,1980s|ira|near death experience|title directed by female|what happened to epilogue,http://www.imdb.com/title/tt1097643/?ref_=fn_tt_tt_1,UK,6000000,6.9
8,Tom Arnold,,Drake Bell,Jungle Shuffle ,Amanda Troop,0,,http://www.imdb.com/title/tt2722786/?ref_=fn_tt_tt_1,South Korea,10000000,4.8
75,Ayelet Zurer,,Veronica Ferres,Adam Resurrected ,Derek Jacobi,2,circus|dog|entertainer|holocaust|patient,http://www.imdb.com/title/tt0479341/?ref_=fn_tt_tt_1,Germany,10000000,6.3
66,Charlotte Bøving,11835,Ingvar Eggert Sigurðsson,Of Horses and Men ,Sigríður María Egilsdóttir,0,barbed wire|barbed wire fence|horse|nature|snowstorm,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,Iceland,10000000,6.9
31,Mark Addy,,Sendhil Ramamurthy,It's a Wonderful Afterlife ,Shabana Azmi,1,afterlife|indian|murder|overweight woman|police,http://www.imdb.com/title/tt1319716/?ref_=fn_tt_tt_1,UK,10000000,5.4
32,Henry Rollins,,Ray Winstone,The Devil's Tomb ,Jason London,4,desert|mercenary|priest|scientist|war veteran,http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1,USA,10000000,3.8
17,Jesse Moss,,Jimi Mistry,Partition ,John Light,2,india|love|muslim|pakistan|sikh,http://www.imdb.com/title/tt0213985/?ref_=fn_tt_tt_1,Canada,10000000,7.0
4,Luke Perry,,Elaine Hendrix,Good Intentions ,Jon Gries,5,,http://www.imdb.com/title/tt1070781/?ref_=fn_tt_tt_1,USA,10000000,5.2
152,Woo-sung Jung,128486,Kang-ho Song,The Good, the Bad, the Weird ,Dal-su Oh,0,bounty hunter|manchuria|map|train|treasure,http://www.imdb.com/title/tt0901487/?ref_=fn_tt_tt_1,South Korea,10000000,7.3
129,Katrina Bowden,,Boris Kodjoe,Nurse 3D ,Kathleen Turner,0,carnage|female nudity|purple panties|sexual attraction|shaved labia,http://www.imdb.com/title/tt1913166/?ref_=fn_tt_tt_1,USA,10000000,4.6
