duration,gross,genres,actor_1_name,num_voted_users,plot_keywords,country,budget
106,27457409,Comedy|Drama,Julie Benz,3198,african american|commitment|friend|friendship|playboy,USA,6000000
106,25047631,Comedy|Drama|Romance,Omar Epps,6585,flashback|friendship|public nudity|shower|wedding,USA,6000000
106,23272306,Crime|Drama|Mystery|Thriller,Kevin Spacey,740918,criminal|dirty cop|flashback|limping|suspect,USA,6000000
89,22168359,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,29659,child|comic book|dream|murderer|nightmare,USA,8000000
94,21005329,Comedy|Romance,Ryan Reynolds,89128,college|love|party|reporter|tuition,Germany,6000000
109,26236603,Drama|Sport,Mark Margolis,251349,heart attack|stripper|supermarket|wrestler|wrestling,USA,6000000
144,20400000,Drama|Romance|Western,Joseph Cotten,6304,box office hit|half breed|infidelity|shooting|texas,USA,8000000
90,18621249,Comedy,John Michael Higgins,45859,dog show|gay|gay character|gay couple|gay interest,USA,6000000
106,25244700,Action|Sci-Fi,Donald Pleasence,91017,1990s|police|prison|rescue|year 1997,UK,6000000
121,14545844,Comedy|Drama|Musical,Tisha Campbell-Martin,4756,beauty salon|black college|college|fraternity|sorority,USA,6500000
89,13235267,Comedy|Family,Lochlyn Munro,12339,competition|estranged father|skunk|summer camp|wall,USA,6000000
86,12674183,Action|Comedy|Crime,Sammo Kam-Bo Hung,19774,chef|cook|drugs|gang|reporter,Hong Kong,
91,17508936,Comedy|Music,Michael McKean,22408,concert|mockumentary|musician|new york city|singer,USA,
104,12793213,Comedy|Drama|Romance,Julia Roberts,18286,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,USA,6000000
,,Drama|History|Romance|War,Jim Broadbent,9277,male frontal nudity|male nudity|tv mini series,UK,
99,11883495,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,52805,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,UK,9000000
98,11797927,Comedy|Horror|Thriller,Corbin Bernsen,4582,child abuse|death|drugs|ku klux klan|police brutality,USA,6000000
121,17605861,Biography|Drama|History|Thriller,David Oyelowo,145580,1970s|assassination|doctor|scottish|ugandan,UK,6000000
96,11642254,Horror|Thriller,Donald Pleasence,22929,cat|halloween|kitten|michael myers|psychotronic,USA,3000000
99,9203192,Comedy|Crime|Drama,Matthew McConaughey,45396,funeral|stockbroker|texas|vacation|widow,USA,5000000
42,7518876,Adventure|Documentary|Short,Charlotte Rampling,172,3d in title|animal in title|digit in title|dolphin|manatee,UK,6000000
122,8596914,Biography|Drama,John Heard,23023,1940s|artist|drinking|life magazine|painter,USA,6000000
101,6851636,Comedy|Drama|Romance,Janeane Garofalo,13010,bartender|friend|new year's eve|party|punk,USA,6000000
102,11434867,Drama|Mystery|Romance|Thriller,J.K. Simmons,59637,american in paris|book|love|novel|writer,USA,6000000
84,5895238,Comedy|Western,Will Ferrell,17169,absurd humor|drug lord|mexico|ranch|spaghetti western,USA,6000000
104,6670712,Comedy|Drama,Ezra Miller,27301,anger|family reunion|father son reunion|hugging|movie making,USA,6000000
96,5359774,Comedy|Crime|Thriller,Don Cheadle,64794,boat on fire|drug smuggling|fbi|fbi agent|small town,Ireland,6000000
94,4693919,Comedy,Drake Bell,11011,college|face slap|high school|loss of virginity|pierced nipple,USA,6500000
90,4859475,Drama|Romance,Kirsten Dunst,116910,catholic|five sisters|isolation|school|suicide,USA,6000000
97,4595000,Comedy|Drama|Music|Romance,Jim Broadbent,13892,mother|recluse|shy|singer|talent,UK,
90,4542775,Comedy|Romance,Hugh M. Hefner,18313,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,USA,6000000
106,3588432,Comedy|Drama,Jim Parsons,29341,actor|dream sequence|genius recluse|jew|religion,USA,6000000
96,4394936,Comedy|Drama|Fantasy|Romance,Sarah Michelle Gellar,11439,chef|female chef|love|magic|restaurant,Germany,6000000
44,,Crime|Drama|Mystery,Francis Capra,55524,best friend|high school|private detective|sheriff|student,USA,
95,3029081,Comedy|Drama|Music|Musical,John Cameron Mitchell,26300,band|rock band|sex change|song|transsexual,USA,6000000
99,3273588,Action|Drama,Antoni Corone,4195,capoeira|fight|fighting|martial arts|violence,USA,6000000
93,,Drama|Horror|Mystery|Thriller,Rachel Alig,522,female nudity|hallucination|sex scene|strip club|stripper,USA,
99,2207975,Drama|History,Hayden Christensen,28855,fabricated facts|journalist|stephen glass|the new republic|writer,USA,6000000
95,2025238,Comedy|Crime|Drama|Thriller,Chelcie Ross,9589,dentist|drugs|murder|sex|sunflower,USA,6000000
84,1028337,Drama|Thriller,Stockard Channing,3413,airport|businesswoman|hotel|revenge|vegetarian,USA,
144,,Action|Adventure|Western,William Holden,63192,friendship|honor|righteous rage|soldier|texas,USA,6244087
99,2077046,Comedy|Drama|Romance,Mary-Kate Olsen,27266,ice cream|marijuana|new york city|summer|therapy,USA,6000000
110,,Adventure|Crime|Drama|Thriller,Lesley-Anne Down,11623,bank|gold|key|safe|train,UK,6000000
97,267194,Drama,Samantha Morton,6906,breasts|cleavage|female rear nudity|girl in panties|public nudity,UK,
107,869325,Action|Adventure|Fantasy|Sci-Fi,Michael Berryman,2281,beast|beastmaster|psychotronic|sword and sorcery|warrior,USA,6000000
90,399611,Biography|Drama|Sport,Aidan Quinn,1245,athletic training|football practice|funeral|gymnasium|man crying,USA,6000000
104,181798,Drama,Benoît Magimel,2591,bordeaux|election|mayor|pamphlet|political thriller,France,
96,115862,Drama|Romance,Jennifer Ehle,7394,car crash|loss|self help group|teenage mother|title directed by female,USA,6000000
104,1346503,Drama|History,Bingbing Li,3024,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,China,6000000
97,117560,Drama|Romance,Tim Blake Nelson,2330,church|drink|knocking on a door|love|three word title,USA,6000000
107,54606,Comedy|Crime|Romance,James Nesbitt,1940,escape|prison|prison escape|sadism|solitary confinement,UK,6000000
117,,Drama,Meryl Streep,6454,1930s|female protagonist|nazi|romantic friendship|writer,USA,7840000
85,36497,Comedy,Matthew McConaughey,7367,barefoot|endorsement|surfboard|virtual reality|waves,USA,6000000
152,23807,Documentary,Noam Chomsky,2143,abortion|southern accent|title based on the bible|trial|usa,USA,
85,,Comedy|Crime|Drama,Henry Thomas,38273,convenience store|multiple perspectives|murder|paramedic|van,USA,6000000
76,,Action|Drama|Thriller,Catherine Bell,2989,cockney accent|fight|island|machismo|mercenary,USA,8600000
87,,Drama|Mystery|Thriller,Pruitt Taylor Vince,2050,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,USA,
95,65804,Crime|Drama|Thriller,Charlie Hunnam,32512,police officer|police officer killed|police officer shot|sex scene,USA,12000000
101,,Drama|Family,Connie Nielsen,1696,island|love|new home|orphan|rainbow,Canada,6000000
90,,Action|Thriller,Drew Waters,10196,die hard scenario|engineer|held at gunpoint|race against time|shot to death,USA,6000000
240,,Comedy|Drama|Romance,Romola Garai,10388,friendship|love triangle|matchmaker|naivety|opposites attract,UK,
89,,Horror|Mystery|Sci-Fi|Thriller,Debbie Harry,60522,cyberpunk|hallucination|illegality|snuff film|surrealism,Canada,5952000
111,3895664,Comedy|Drama,Romain Duris,34383,apartment|erasmus|language|student|trip,France,5300000
86,20200,Drama|Music,Anne Hathaway,6797,musician|number in title|recording|sibling,USA,6000000
115,31874869,Crime|Mystery|Thriller,Ryan Gosling,43575,disposing of a dead body|high school student|murder|sociopath|teenage boy,USA,50000000
103,542860,Drama|History|War,Yorick van Wageningen,9230,horse|nazi|occupation|resistance movement|uncle nephew relationship,Netherlands,4000000
90,,Comedy|Crime|Thriller,Billy Burke,6741,black panties|bomb squad|car bomb|dynamite|girl in panties,USA,6000000
133,,Thriller|War,Jeanne Moreau,10119,art|french|german|painting|train,France,6700000
88,15059,Drama|Thriller,Mira Sorvino,748,angkor wat|human trafficking|sex slavery|sex tourism,USA,
111,11905519,Action|Crime|Drama|Thriller,Jon Foo,30210,die hard scenario|elephant|long take|police|sydney australia,Thailand,200000000
94,69582,Comedy,Sean Pertwee,867,class conflict|edwardian era|england|sexual awakening|spoof,UK,
25,,Comedy|Romance,Simon Bird,55987,black comedy|bully|friend|house|practical joke,UK,
112,32541719,Comedy|Drama|Romance|Sport,Archie Panjabi,89806,hinduism|marriage engagement|soccer|team|tradition,UK,3500159
141,3064356,Drama|Romance,Miguel Ferrer,3433,african american|business|coastline|florida|real estate,USA,5600000
95,7009668,Action|Sport,Wesley Jonathan,8707,african american|basketball|basketball movie|critically bashed|tv commercial,USA,5600000
141,352684,Action|Comedy,Asin,4633,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,India,
85,27024,Horror,Jonathan D. Mellor,55597,apartment|apartment building|blood sample|crucifix|zombie,Spain,5600000
105,531806,Musical,Kayla Jackson,548,dance|dream|frog|philadelphia pennsylvania|snake,USA,
129,159600000,Comedy|Crime|Drama,Eileen Brennan,175607,con|con man|courier|long con|murder,USA,5500000
125,58800000,Biography|Drama|Sport,Alice Krige,40511,athlete|jew|missionary|olympic games|race,UK,5500000
116,50382128,Comedy|Drama|Romance,Cicely Tyson,10472,comic relief|diary|kiss|madea series|state flag,USA,5500000
105,35811509,Biography|Drama|Music|Romance,Noah Taylor,43013,abuse|australia|concert|pianist|piano,Australia,5500000
90,24475193,Comedy|Drama|Romance,Joseph Gordon-Levitt,190494,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,USA,3000000
105,,Mystery|Western,Clint Eastwood,36381,gravestone|gunfighter|outlaw|revenge|small town,USA,5500000
111,6200756,Comedy|Drama,Scarlett Johansson,96129,art class|diner|friend|graduation|high school,USA,7000000
91,1292119,Biography|Drama|Romance,Kate Winslet,14786,alzheimer's disease|book|love|novelist|writer,UK,5500000
95,,Comedy|Sci-Fi,Stephen Macht,1955,alien|android|fem bot|female android|stars,USA,
97,3629758,Drama|Music,Jean-Baptiste Maunier,44151,boarding school|boy|choir|school|teacher,France,5500000
92,6239558,Comedy|Drama,Paul Sorvino,5548,gay|immigrant|italian|police|police officer,Canada,5000000
104,1056102,Crime|Drama|Mystery|Thriller,Alexis Dziena,18792,murder|police|police investigation|porn star|robbery,USA,5000000
120,27545445,Drama,Ruby Dee,59524,black militant|frustration|pizza|pizza parlor|pizzeria,USA,6500000
99,56007,Comedy|Crime|Drama|Romance|Thriller,Sarah Michelle Gellar,3754,basketball|cheerleader|college|harvard|philosophy,USA,5500000
93,611709,Comedy|Drama,Jean-Pierre Léaud,15267,bar|container|illegal immigrant|neighbor|shoe shiner,Finland,3850000
99,753501,Crime|Drama|Mystery|Thriller,Philippe Nahon,87244,long take|male frontal nudity|revenge|reverse chronology|vengeance,France,
99,22770,Comedy|Drama,Lindsay Kay Hayward,1658,coma|one word title|spitting|sushi|swimming pool,Japan,5500000
157,2197331,Comedy|Drama|History|Romance,Anupam Kher,70233,freedom|friend|india|student|urination,India,
90,,Drama,Kim Shaw,605,drug addict|drug addiction|drug use|drugs|junkie,USA,
96,27445,Action|Comedy|Drama|Thriller,Jim Gaffigan,3788,cross|doused with gasoline|pastor|security guard|shower,USA,9000000
96,766487,Comedy|Romance,Jon Hamm,15315,death|mexico|sabbath|surgeon|ten stories,USA,5250000
90,18434,Comedy|Drama,Bob Hoskins,4471,betrayal|family relationships|friendship|psychosis|stranger,UK,
100,1196752,Crime|Drama|Thriller,Aksel Hennie,79353,art thief|male frontal nudity|male nudity|male star appears nude|painting,Norway,30300000
94,,Comedy|Horror|Sci-Fi|Thriller,Russell Tovey,13227,bathtub|eaten alive|ferry boat|lobster trap|sprinkler system,UK,4000000
98,795126,Comedy|Drama|Sport,Campbell Scott,4976,boston marathon|coma|marathon|miracles|running,Canada,6000000
129,,Drama|Romance,Samantha Morton,2894,kissing someone's boot|midsummer|telling someone to shut up|two word title|valet,Norway,5500000
103,,Drama|Fantasy|Romance,Teresa Wright,21049,hotel|love|love across time|time travel|time travel romance,USA,5100000
128,563699,Action|Crime|Drama|Thriller,Abhishek Bachchan,3266,airport|drugs|loss of loved one|police|title based on song,India,
106,83574831,Fantasy|Horror|Thriller,Lin Shaye,109214,barricading a door|injection in leg|police detective|supernatural|taser,USA,5000000
95,87025093,Horror|Mystery,Emmanuelle Vaugier,188679,death|detective|nerve gas|serial killer|trap,USA,4000000
104,71897215,Drama|Horror|Mystery|Sci-Fi|Thriller,Bradley Cooper,126893,alien|bunker|car crash|kidnapping|minimal cast,USA,15000000
87,64267897,Comedy|Documentary,Bam Margera,67992,alligator|golf|japan|panda|stunt,USA,5000000
81,56536016,Horror,Billy Burke,13523,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,USA,4900000
94,104007828,Horror,Johanna Braddy,76828,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,USA,5000000
89,50820940,Fantasy|Horror,Lin Shaye,31915,death of girlfriend|funeral|ghost|ouija|spirit,USA,5000000
88,44793200,Action|Fantasy|Horror|Thriller,John Saxon,49820,dream|freddy krueger|killer|nightmare|springwood ohio,USA,4500000
108,43771291,Mystery|Thriller,Busy Philipps,79916,compulsive liar|fired from a job|gift|rape|substance abuse,USA,5000000
115,44456509,Comedy|Drama,Eugenio Derbez,22105,father daughter relationship,Mexico,5000000
96,53884821,Horror,Matt Shively,51204,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,USA,5000000
135,36000000,Drama|History,Richard Burton,6359,box office hit|crucifixion|nightmare|palestine|robe,USA,5000000
113,,Comedy|Crime|Mystery,Burt Kwouk,19596,clouseau|diamond|panther|pink|pink panther,UK,5000000
93,34872293,Comedy|Fantasy|Horror|Thriller,Johnny Depp,30765,dark comedy|dream|freddy krueger|nightmare|serial murder,USA,8500000
109,34468224,Biography|Crime|Drama|Thriller,Charlize Theron,105568,beach|female criminal|hooker|lesbian|prostitute,USA,4500000
127,,Adventure|Drama|Family|Fantasy|Sci-Fi,James Mason,22123,captain|expedition|sea|submarine|whale,USA,5000000
101,32453345,Fantasy|Horror|Thriller,Richard Cabral,31791,apartment|blood|demonic possession|neighbor|pentagram,USA,5000000
124,,Biography|Drama,Anthony Hopkins,161972,curiosity|exploitation|freak|hospital|physical deformity,USA,5000000
117,27296514,Biography|Drama,Matthew McConaughey,326494,drugs|fda|gay community|hiv|homophobia,USA,5000000
83,25799043,Horror|Sci-Fi|Thriller,Olivia Wilde,28513,electrocuted|experiment|hell|serum|university,USA,3300000
113,25530884,Mystery|Thriller,Callum Rennie,845580,flashback|memory|murder|short term memory|telephone,USA,9000000
104,27689474,Horror|Mystery,James Lafferty,85688,home office|mirror|released from a mental hospital|trauma|video camera,USA,5000000
97,24138847,Comedy,Ethan Suplee,114797,fast food|fast food restaurant|new jersey|quick stop|restaurant,USA,5000000
110,21994911,Drama|Music,Julie Walters,98354,audition|ballet|boxing|miner|miners strike,UK,5000000
103,21501098,Comedy|Drama,Steve Carell,115813,awkward boy|shy kid|summer|vacation|water park,USA,5000000
94,19281235,Comedy|Drama|Music|Romance,William Schallert,3571,college|misogyny|money|new friend|party,USA,5000000
102,,Adventure|Drama|Family|Romance|Western,Tony Bonner,5894,australia|brumby|ranch|stallion|twin,Australia,3500000
77,19421271,Animation|Comedy|Family,Frank Welker,2448,dance|friend|monster|reference to batman|valentine,USA,5000000
134,20733485,Drama,John Beasley,11622,church|louisiana|minister|preacher|texas,USA,5000000
129,,Biography|Drama,Faye Dunaway,10564,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,USA,5000000
90,24809547,Comedy|Drama,Zooey Deschanel,74875,art model|farmer|jail|nude model|three sisters,USA,5000000
134,19097994,Biography|Drama|Sport,William Hurt,11744,1930s|athlete|nazi germany|olympics|track and field,Canada,
104,23031390,Comedy|Drama,Bernie Mac,4345,catfight|dominatrix|rape|spanking|stripper,USA,4500000
95,16017403,Drama|Romance|Thriller,Mekhi Phifer,17333,basketball|basketball player|boarding school|love|shakespeare's othello,USA,5000000
93,21197315,Horror|Mystery|Thriller,Ben Feldman,49948,archeologist|catacomb|found footage|paris france|philosopher's stone,USA,5000000
106,17382982,Drama|Thriller,Boris Kodjoe,5975,adultery|attraction|lust|obsession|temptation,USA,5000000
109,14821531,Drama,Jurnee Smollett-Bell,6915,doctor|louisiana|secret|title directed by female|witchcraft,USA,6000000
101,18656400,Drama,Kristen Stewart,86077,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,USA,5000000
139,,Drama|History,Gene Tierney,2498,afterlife|egypt|pharaoh|princess|pyramid,USA,5000000
99,,Action|Crime|Thriller,Sylvester Stallone,12519,bomb|new york city|partner|shooting|terrorist,USA,5000000
100,14343976,Adventure|Horror,Kane Hodder,22961,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,USA,5000000
95,241437427,Comedy|Family|Romance,Nia Vardalos,102071,baptism|greek|greek restaurant|prejudice|travel agency,USA,5000000
94,14123773,Crime|Drama,James Franco,108683,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,USA,5000000
93,15126948,Horror|Thriller,Donald Pleasence,20815,halloween|michael myers|nudity|returning character with different actor|slasher flick,USA,5000000
106,13622333,Adventure|Comedy|Drama|Romance,Maribel Verdú,91377,beach|cleaning a swimming pool|male male kiss|mexico|on the road,Mexico,2000000
99,13464388,Comedy|Horror,Peter Serafinowicz,395921,british horror|pub|record collection|zombie|zombie apocalypse,UK,4000000
82,13350177,Drama|Horror|Thriller,Jessica Lowndes,7904,18th birthday|birthday|community center|resurrection|teenager,USA,5000000
135,13269963,Drama|Mystery,Matthew McConaughey,23202,father son relationship|interracial relationship|neo western|sheriff|texas,USA,5000000
88,17768000,Horror|Thriller,Donald Pleasence,29629,halloween|michael myers|murder|niece|october,USA,5000000
89,12947763,Horror|Mystery,Thomas F. Wilson,10624,april fool's day|island|mansion|psycho|secret,USA,5000000
110,14100000,Comedy|Drama,Steve Guttenberg,14995,baltimore colts|diner|marriage|salesman|wedding,USA,5000000
107,12200000,Action|Crime|Drama|Thriller|Western,David Carradine,7973,drugs|martial arts|texas|texas ranger|weapon,USA,5000000
86,17683670,Horror|Mystery|Sci-Fi|Thriller,Warren Christie,47227,cosmonaut|footprint|found footage|moon|secret mission,USA,5000000
91,12055108,Comedy|Drama,Clifton Collins Jr.,61151,business|crime scene cleanup|private school|school|sister sister relationship,USA,8000000
103,27285953,Action|Thriller,Sterling Jerins,48675,asia|fictional country|hotel|rebellion|revolution,USA,5000000
90,,Action|Adventure|Fantasy,Vanna Bonta,15345,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,USA,8000000
141,,Drama|History|Romance|War,Gina Lollobrigida,2017,king|pharaoh|queen|queen of sheba|tribe,USA,5000000
92,11675178,Comedy,Fred Willard,9509,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,USA,5000000
99,10572742,Drama|Romance,Eddie Cibrian,2326,african american protagonist|based on novel|title spoken by character,USA,8000000
79,,Drama|Romance|War,Gary Cooper,3519,1910s|ambulance driver|italy|lake|nurse,USA,800000
96,9658370,Comedy|Romance,Donald Faison,1180,,USA,5000000
82,9628751,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,5164,based on video game|box office hit|computer|digimon|internet,USA,5000000
92,8786715,Comedy|Drama,Macaulay Culkin,40274,christian|jewish|pastor|school|virginity,USA,5000000
112,3432342,Comedy|Crime|Drama|Mystery|Romance,Marie-Josée Croze,24921,cancer|dying|friend|money|socialist,Canada,6000000
106,,Adventure|Drama|Romance,Robert Shaw,8930,crusades|friar|robin hood|sheriff|sheriff of nottingham,USA,5000000
90,6755271,Horror|Thriller,Brendan Fehr,7319,flashing breasts|hitchhiker|vampire|vampire hunter|virus,USA,5000000
126,,Action|Drama|War,Harrison Ford,13587,colonel|mission|partisan|spy|traitor,UK,5000000
150,6157157,Comedy|Drama,Fran Drescher,21416,gambling|imagination|television|television station|tv show,USA,5000000
90,6088249,Comedy,Linda Cardellini,67853,co worker|game tester|loss of virginity|roommate|snack,USA,
91,5480318,Comedy|Drama,Natasha Lyonne,9427,flatulence|menstrual blood|nomad|nursing school|title directed by female,USA,5000000
145,,Western,Claudia Cardinale,216005,gang|gun|harmonica|killing|woman in bathtub,Italy,5000000
95,5308707,Comedy|Crime|Drama|Thriller,Jon Favreau,15053,friendship|loudmouth|money laundering|new york city|stripper,USA,5000000
97,5009677,Drama|Mystery|Sci-Fi,Kevin Spacey,260607,computer|contract|earth|moon|solitude,UK,5000000
90,4328294,Comedy,Miranda Cosgrove,2719,bar mitzvah|carried in a chair|hebrew|party|rite of passage,USA,
41,4074023,Documentary,Norbert Ferrer,296,3d|imax|plesiosaur|sea|water,UK,5000000
112,4306697,Drama,Bruce Greenwood,26720,anger|bus|child|lawyer|school,Canada,5000000
122,3950029,Drama,Lambert Wilson,12411,catholic church|community|monastery|monk|terrorist,France,4000000
110,4040588,Comedy|Drama,Alan Rickman,12233,airport|california|flat tire|overalls|wine,USA,5000000
87,,Comedy|Music|Sci-Fi,Cassandra Peterson,881,breasts growing|coors light|drugs|hospital|spinning in grave,USA,5000000
108,3049135,Biography|Crime|Drama|Romance|Thriller,Kate Winslet,50197,fantasy life|friend|friendship|love|teenage crush,New Zealand,5000000
121,4700361,Drama,Hayden Christensen,2047,heaven|hospital|praying|pronounced dead|recovery,USA,5000000
97,2711210,Comedy|Drama,Will Ferrell,40305,alcoholic|beer|bicycle|new neighbor|yard sale,USA,5000000
116,1980338,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,12366,blackmail|client|private detective|private investigator|tycoon,USA,5000000
94,1082044,Drama|Thriller,Christian Bale,281649,alienation|conscience|insomnia|paranoia|urban gothic,Spain,5000000
103,1100000,Crime|Drama,Dana Delany,3665,bare breasts|drugs|existentialism|new york city|redemption,USA,5000000
112,2445646,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,32382,based on true story|cia|cocaine|journalist|smear campaign,USA,5000000
91,2221809,Drama,Dianne Wiest,40618,car|comic book|comic book artist|iphone|memory,USA,5000000
98,296665,Biography|Crime|Drama|Thriller,Macaulay Culkin,12675,drug dealer|drugs|gay|homosexual|party,USA,5000000
95,3219029,Crime|Horror|Music|Thriller,Alia Shawkat,28845,murder|neo nazi|punk band|skinhead|suspense,USA,5000000
88,,Comedy|Drama|Romance,Liza Minnelli,5494,marriage|orgasm|school|sex|swimming,USA,5000000
99,830210,Drama|Mystery|Sci-Fi,Joaquim de Almeida,1900,box office flop|critically bashed|economy|individual versus society|rescue,USA,5000000
91,1040879,Comedy|Crime|Drama,Andrew Wilson,54478,caper|escapade|motel|robbery|texas,USA,7000000
97,326308,Crime|Drama|Thriller,Viggo Mortensen,6632,bar|box office flop|hostage|new orleans louisiana|police,USA,5000000
136,240425,Biography|Drama|History,Akshaye Khanna,1311,africa|hindu|india|muslim|south africa,India,
118,228830,Crime|Documentary|War,Jeffrey Frost,3329,abu ghraib|abuse|prison|slow motion|torture,USA,
94,,Drama,Raymond Burr,1599,explosion|hitchhiking|punk|trauma|truck driver,Canada,2200000
89,223615,Comedy|Horror,Katrina Bowden,127842,cabin|chainsaw|college kid|hillbilly|vacation,Canada,
90,124720,Drama|Romance,Adam Scott,1560,christmas|fable|old man,USA,5000000
95,,Adventure|Drama|Romance,Judith Anderson,989,engineer|ethics|mountain|railroad|south america,USA,3209000
90,99147,Drama,Ethan Suplee,1884,cola|desert|ice cream cone|teenage girl|vomiting,USA,2000000
95,,Comedy|Horror|Sci-Fi,Meghan Ory,4041,breasts|campus|college|tentacle|virginity,Canada,5000000
94,65069140,Horror|Thriller,Ocean James,65299,farm|handheld camera|impostor|rap|rock paper scissors,USA,5000000
90,65087,Crime|Thriller|War,Mike Figueroa,8824,blood splatter|iraq|murder|rape|soldier,USA,5000000
103,16066,Mystery|Romance|Thriller,Adam Garcia,1207,death|love|marriage|secret|suspicion,Germany,5000000
60,,Drama|Fantasy,Holly Hunter,3852,catholic|death row|inmate|oklahoma city|sexual promiscuity,USA,
91,,Horror|Sci-Fi|Thriller,Glenn Campbell,7888,alien|alien abduction|conspiracy|secret base|ufo,USA,5000000
102,,Drama|Horror|Thriller,Luis Tosar,23756,apartment|concierge|girl|hitchcockian|stalking,Spain,5000000
92,,Comedy|Crime|Horror|Thriller,Dave Legeno,10056,countryside|deformed|farmer|gangster|kidnapping,UK,2500000
87,,Comedy|Drama|Fantasy,Henry Ian Cusick,10734,african american policeman|police|policeman|policewoman|vomiting,USA,5000000
80,,Animation|Comedy,Alyson Hannigan,4322,flatulence|march|penguin|south pole|spoof,USA,
90,,Drama|Family|Music,Heather Locklear,215,,USA,
44,,Comedy|Crime|Mystery,Corbin Bernsen,67315,best friend|friend|police|police department|psychic,USA,
105,37440,Comedy|Drama|Music,Billy Crudup,12672,demo tape|directed by cast member|grieving father|guitar|guitar player,USA,5000000
67,,Animation|Family,Chazz Palminteri,83,bare butt|baseball|children|new york yankees|surrealism,USA,10000000
95,,Comedy,Gary Cole,1091,,USA,
87,,Crime|Drama|Thriller,Teri Polo,216,abduction|based on true story|mexico,USA,5000000
94,,Drama|Thriller,Nicolas Cage,6964,cia|individualism|mental illness|religion|revenge,Bahamas,5000000
109,,Action|Drama|Thriller|War,James Frain,237,fight|mina|murder|revenge|terrorist,UK,5000000
130,,Action|Sci-Fi|Thriller,David Huddleston,15988,astronaut|hoax|journalist|mission|nasa,USA,5000000
,,Comedy|Drama,Michael Rapaport,38,,USA,5000000
88,,Family,David Raizor,8,,USA,5000000
88,,Comedy|Fantasy|Horror|Thriller,Johnny Depp,849,part of trilogy|second part,USA,5000000
97,,Action|Horror,Mikal Vega,928,building|infection|navy seal|shot through the head|zombie,USA,
113,617228,Comedy|Drama|Romance|War,Julia Jentsch,6183,hotel|legs|lingerie|waiter|wealth,Czech Republic,84450000
99,274385,Comedy|Drama,Udo Kier,29203,2000s|burglar|chef|cook|restaurant,Germany,4000000
