num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,content_rating,actor_2_facebook_likes,movie_facebook_likes
15,144,327,Sanjay Dutt,464,Comedy|Drama|Romance,Vidya Balan,1761,Jimmy Shergill,0,love|professor of history|radio|satyagraha|unscrupulous builder,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,Hindi,PG-13,426,349
61,113,42,Patricia Richardson,402,Drama,Peter Fonda,787,Vanessa Zima,1,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,English,R,222,381
33,118,48,Kelly Reno,481,Adventure|Family|Sport,Teri Garr,681,Hoyt Axton,0,black horse|boy horse relationship|horse|rescued by a horse|training,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1,English,G,81,0
1,141,32,Neeru Bajwa,258,Romance,Bhavkhandan Singh Rakhra,434,Diljit Dosanjh,2,,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1,Panjabi,,85,50
2,90,13,Frank Hvam,122,Action|Adventure|Animation|Comedy|Sci-Fi,Iben Hjejle,197,Casper Christensen,0,crew|cult film|denmark|earth|wristwatch,http://www.imdb.com/title/tt1095423/?ref_=fn_tt_tt_1,Danish,Not Rated,33,77
27,109,359,Cesar Romero,756,Adventure|Comedy|Romance,Lee Marvin,1949,Jack Warden,1,falling into water|medical doctor|priest|roof leak|swimming in the ocean,http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1,English,Not Rated,370,573
19,95,2,Ariane Schluter,20,Comedy|Drama,Rijk de Gooyer,25,Henri Garcin,0,bare breasts|bra|panties|topless female nudity|underwear,http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1,Dutch,,3,121
9,122,315,Esther Williams,760,Drama|Fantasy|Romance|War,Spencer Tracy,2555,Irene Dunne,0,heaven|pilot|teacher|training|world war two,http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1,English,Passed,675,116
121,93,628,David Huddleston,1000,Comedy|Western,Madeline Kahn,4701,Harvey Korman,0,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,English,R,1000,12000
166,97,74,Tom Everett,158,Horror|Thriller,Judie Aronson,467,Kimberly Beck,0,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,English,R,84,0
269,82,46,Agata Trzebuchowska,88,Drama,Joanna Kulig,205,Agata Kulesza,1,convent|jew|jewish|nun|poland,http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1,Polish,PG-13,64,17000
29,140,239,Denholm Elliott,443,Drama|Romance,Rupert Graves,1269,Simon Callow,1,homosexuality|love|male full frontal nudity|male rear nudity|one word title,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,English,R,249,963
20,86,327,Laurie Metcalf,833,Comedy|Sport,Joe Lo Truglio,2753,Seymour Cassel,2,baseball|baseball movie|beer|slacker|softball,http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1,English,R,549,323
107,109,1000,Charlize Theron,40000,Drama|Sci-Fi|Thriller,Johnny Depp,52621,Clea DuVall,0,astronaut|electrocuted in bathtub|mission|pilot|sister,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,English,R,9000,1000
74,105,28,Gabrielle Reece,52,Documentary|History|Sport,Gerry Lopez,179,Laird John Hamilton,1,beach|surfing|surfing contest|two word title|wave,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1,English,PG-13,52,0
173,66,36,Nacho Vigalondo,123,Horror|Mystery|Sci-Fi|Thriller,Karra Elejalde,239,Bárbara Goenaga,0,binoculars|hitchcockian|scissors|time machine|woods,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,Spanish,R,76,0
5,99,4,Bo Huang,11,Action|Adventure|Comedy,Jack Kao,19,Zheng Xu,1,color in title,http://www.imdb.com/title/tt0851515/?ref_=fn_tt_tt_1,Mandarin,,4,30
66,100,209,Nick Searcy,331,Horror|Thriller,Brianna Brown,1082,Beth Broderick,1,hiking|voyeur|voyeurism|west virginia|woods,http://www.imdb.com/title/tt0857295/?ref_=fn_tt_tt_1,English,R,272,254
169,103,390,Debbie Reynolds,804,Comedy|Musical|Romance,Rita Moreno,2510,Cyd Charisse,0,actress|chorus girl|fan|friend|love,http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1,English,Approved,786,0
13,97,0,Joel Fuhrman,65,Documentary,Joe Cross,67,Amy Badberg,2,fat|food|health|juice|obese,http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1,English,,2,10000
129,86,555,Alanna Ubach,713,Comedy|Fantasy,Essence Atkins,3421,J.B. Smoove,6,hamburger|parody|priest|psychic|woman in a bikini,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1,English,R,584,0
30,87,67,Zackary Steven Graham,871,Documentary,Barack Obama,1111,Dinesh D'Souza,0,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1,English,PG,118,0
220,119,593,Tyler Mane,908,Horror,Scout Taylor-Compton,3226,Margot Kidder,0,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,English,R,764,3000
75,149,982,Charlize Theron,15000,Comedy|Drama|Music,Tom Hanks,28713,Ethan Embry,6,band|drummer|jazz|pennsylvania|song,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,English,PG,9000,0
162,98,67,Dan O'Herlihy,381,Horror|Mystery|Sci-Fi,Tom Atkins,684,Nancy Kyes,0,doctor|factory|halloween|holiday horror|stonehenge,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,English,R,128,0
74,98,450,M. Emmet Walsh,595,Action|Sci-Fi,Roddy McDowall,2373,Sal Mineo,0,ape|fear|future|spacecraft|spaceship,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,English,G,521,819
65,112,124,Melvyn Douglas,617,Drama,Patricia Neal,1141,Whit Bissell,0,alcoholism|forename as title|rancher|rodeo cowboy|texas,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1,English,Approved,189,1000
26,75,36,La'Princess Jackson,1000,Comedy|Documentary,David Jason Perez,1385,Dana Hanna,0,lying|montreal|reference to twitter|reference to youtube|toronto,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,English,R,309,0
63,104,535,Udo Kier,18000,Drama,Keanu Reeves,19923,Flea,2,friend|hustler|italy|narcolepsy|traveling,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,English,R,595,0
205,102,294,Michael Weston,625,Comedy|Drama|Romance,Armando Riesco,1655,Jill Flint,3,actor|doctor|drugs|home|pain,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,English,R,379,0
121,105,4,Hans Weingartner,15,Drama|Romance,Hanno Pöschl,36,Dominik Castell,1,american|conversations|kiss|love|train,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,English,R,12,22000
9,99,6,Michel Côté,50,Action|Drama|Horror|Thriller,Patrick Huard,79,Jean Pierre Bergeron,0,canadian gothic|hospital|murder|paranormal|supernatural,http://www.imdb.com/title/tt0380732/?ref_=fn_tt_tt_1,French,,16,39
74,107,442,Samantha Morton,745,Drama,Billy Crudup,2125,Mark Webber,1,hospital|love|mennonite|shower|song,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,English,R,631,500
54,96,209,Ato Essandoh,643,Comedy|Drama|Romance,Joan Chen,1396,Jessica Hecht,0,chinese|chinese american|lesbian love|mother daughter relationship|surgeon,http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1,English,R,265,774
80,101,40,Christopher Simpson,56,Drama,Satish Kaushik,150,Tannishtha Chatterjee,1,arranged marriage|bangladesh|buckingham palace|september 11 2001|title directed by female,http://www.imdb.com/title/tt0940585/?ref_=fn_tt_tt_1,English,PG-13,41,430
252,89,215,Joshua Ormond,902,Comedy|Crime|Drama|Sci-Fi,Frank Langella,1980,Ana Gasteyer,3,burglary|dementia|near future|robot|thief,http://www.imdb.com/title/tt1990314/?ref_=fn_tt_tt_1,English,PG-13,291,13000
72,106,471,Julian Richings,900,Drama|Romance,Sarah Polley,2972,Amanda Plummer,1,cancer|death|doctor|drinking|love,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,English,R,648,0
220,95,478,Jennifer Jason Leigh,8000,Comedy|Drama|Romance,Shailene Woodley,10040,Dayo Okeniyi,1,crying man|high school|high school senior|men's clothing store|party,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,English,R,1000,10000
1,34,362,Elden Henson,882,Comedy|Family|Musical|Romance|Short,William Hurt,1967,Michael Bower,0,student film|wonder years,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,English,,577,16
197,101,0,Tal Bachman,334,Comedy|Documentary|War,Bill Maher,338,Steve Burg,1,catholic|christian|jew|muslim|religion,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,English,R,4,24000
14,112,125,Sheryl Crow,860,Documentary,Larry David,1252,George W. Bush,0,alternative energy|energy|fuel|green|oil,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,English,Not Rated,130,588
3,100,107,Diana Scarwid,655,Drama,Bruce McGill,1064,Tom Bower,7,,http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1,English,,157,144
191,92,936,Stephen Root,989,Comedy|Sport,Gary Cole,4730,Joel David Moore,0,dodgeball|gym|las vegas|pirate|ups,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,English,PG-13,939,0
18,100,249,Carly Schroeder,640,Comedy|Drama|Family,Katharine Ross,1491,George Harris,1,dolphin|island|research|tourist|town,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,English,PG-13,261,140
28,80,5,Emily Pearson,191,Documentary,Dustin Lance Black,210,Gavin Newsom,0,church|marriage|mormon|mormon church|proposition,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,English,R,12,0
22,106,315,Anupam Kher,611,Comedy|Drama|Romance,Larry Miller,1739,Shriya Saran,2,birthday|call center|fiance|hotel|indian,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,English,PG-13,397,0
62,103,10,Rüdiger Vogler,127,Horror|Thriller,Benno Fürmann,163,Sebastian Blomberg,0,dissection|male pubic hair|medical school|medical student|train,http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1,German,R,10,560
47,90,35,Jacob Vargas,426,Drama|Romance|Sci-Fi|Thriller,Leonor Varela,862,Tenoch Huerta,0,computer|future|mexican immigrant|network|wilhelm scream,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,Spanish,PG-13,399,0
238,96,370,Rainn Wilson,2000,Comedy|Crime|Drama,Linda Cardellini,4590,Paul T. Taylor,0,drug dealer|superhero|tragedy|tragic hero|tragic love,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,English,R,973,19000
2,89,555,Piper Mackenzie Harris,794,Comedy|Drama|Family|Romance,Ashley Scott,2579,Lochlyn Munro,2,boss|holiday|letter|north pole|santa,http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1,English,TV-PG,607,190
95,87,577,Cecilia Pillado,968,Comedy|Horror,Clifton Collins Jr.,3157,David Masterson,0,catering|monster|one word title|party|wasp,http://www.imdb.com/title/tt3300572/?ref_=fn_tt_tt_1,English,Not Rated,625,0
10,94,442,Emmanuel Kabongo,1000,Horror,Natasha Lyonne,2406,Mark Webber,1,,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,English,,677,89
28,120,702,Harry Lennix,1000,Drama|History,Bernie Mac,5963,Andre Braugher,10,actor|bus|march|million man march|religion,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,English,R,748,352
25,101,201,Max Ryan,973,Drama|Horror|Mystery|Thriller,Marc Blucas,2306,Justine Waddell,0,bound with duct tape|flash forward|number|riddle|stalking,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,English,PG-13,872,250
121,84,233,Patrick Fischler,586,Adventure|Comedy|Sci-Fi,Anthony 'Citric' Campos,1490,David Herman,0,experiment|future|hibernation|stupidity|top secret,http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1,English,R,497,79000
10,110,109,Kevin Leslie,490,Crime|Drama,Simon Merrells,881,Kris Sommerville,0,,http://www.imdb.com/title/tt2945796/?ref_=fn_tt_tt_1,English,R,159,0
172,101,698,Joseph Gilgun,1000,Crime|Drama,Stephen Graham,3282,Jack O'Connell,0,england|racism|racist|skinhead|violence,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,English,Unrated,788,11000
20,101,663,Sean Pertwee,844,Comedy|Sci-Fi,Julian Glover,3132,Bianca Brigitte VanDamme,0,acronym in title|period in title|title ends with period,http://www.imdb.com/title/tt2040578/?ref_=fn_tt_tt_1,English,R,722,0
8,101,226,Basil Rathbone,675,Comedy|Musical,Esther Williams,1627,Red Skelton,2,college|teacher|theatrical producer|tutu|wedding,http://www.imdb.com/title/tt0036628/?ref_=fn_tt_tt_1,English,Passed,659,144
8,105,76,Aimee Garcia,847,Drama|Musical,Jossara Jinaro,1668,Rene Rosado,0,exclamation point in title|imperative in title|punctuation in title|three word title,http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1,English,PG-13,618,566
15,97,326,Michael O'Neill,982,Comedy|Drama|Family,Ethan Embry,2580,Alexandra Holden,0,best friend|friendship|population|state in title|texas,http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1,English,PG,599,500
14,108,244,Ava Gardner,960,Drama|Family|Musical|Romance,Agnes Moorehead,2329,Howard Keel,3,gambling|interracial marriage|love|miscegenation|showboat,http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1,English,Approved,715,438
12,95,608,Cinda McCain,1000,Drama,Tom Skerritt,3586,Luke Perry,4,death of loved one|loss of father|loss of loved one|musician|singer,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,English,PG-13,646,279
48,108,826,Ellen Burstyn,2000,Thriller,Topher Grace,4385,Christopher Heyerdahl,2,bouquet|house fire|praying|serial killer|tied to a chair,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,English,R,1000,0
17,90,385,Phil Hartman,11000,Adventure|Animation|Comedy|Family|Fantasy|Musical,Jon Lovitz,12359,Mindy Sterling,0,journey|obsolescence|radio|toaster|vacuum cleaner,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,English,Not Rated,516,0
99,120,,Deems Taylor,16,Animation|Family|Fantasy|Music,Leopold Stokowski,16,,0,apprentice|classical music|disney|mouse|orchestra,http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1,English,G,0,3000
138,104,109,Fernando Rey,813,Action|Crime|Drama|Thriller,Roy Scheider,1196,Tony Lo Bianco,0,crime boss|drug smuggling|heroin|mafia boss|organized crime,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,English,R,165,0
,90,0,Sebastian Aguilar,210,Drama|Thriller,Nicole Smolen,210,Ivette Alvarez,1,,http://www.imdb.com/title/tt3111864/?ref_=fn_tt_tt_1,English,PG-13,0,224
235,91,20,Dana Kimmell,72,Horror|Thriller,Richard Brooker,174,Catherine Parks,0,defecation|hockey mask|jason voorhees|lake|serial killer,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,English,R,31,0
160,92,17,Melanie Kinnaman,42,Horror|Mystery|Thriller,Tiffany Helm,170,Dominick Brascia,0,jason voorhees|murder|new jersey|nightmare|teenager,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,English,R,27,1000
18,117,275,Louise Fletcher,861,Drama,Henry Thomas,2161,A.J. Buckley,0,1850s|christian film|dark secret|funeral|sin eater,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,English,PG-13,425,285
11,120,835,Delroy Lindo,2000,Drama,Alexa PenaVega,6752,Madison Pettis,5,belief|faith|pastor|question in title|three word title,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,English,PG-13,848,13000
11,90,306,Kayla Ewell,676,Thriller,Brian Austin Green,1651,Linden Ashby,2,championship|hit and run|police|police investigation|volleyball,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1,English,R,399,77
7,119,275,Greer Garson,509,Drama,Jessica Tandy,1490,Lionel Barrymore,0,immigrant|maid|steel mill|strike|union,http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1,English,Passed,284,68
5,90,708,Ethan Peck,1000,Drama|Thriller,Jessica Lowndes,3799,Brad Schmidt,2,flare gun|island|plane crash|soccer team|stranded,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,English,R,800,452
10,90,18,Zohra Segal,114,Comedy|Drama|Romance,Saeed Jaffrey,244,Shobu Kapoor,3,acceptance|coming out to family|gay|large family|wedding,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,English,,79,172
5,97,782,James Wolk,3000,Comedy|Music|Romance,Ryan Guzman,6085,Jason Ritter,5,claim in title|contraction in title|new york|new york city|woodstock,http://www.imdb.com/title/tt1995477/?ref_=fn_tt_tt_1,English,,938,107
95,90,42,Daniel Kash,371,Action|Comedy|Horror,Rachel Skarsten,558,Stefanie Drummond,2,cult film|demon|monster slayer|uncle|vomiting,http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1,English,R,52,870
97,172,188,Teresa Wright,749,Drama|Romance|War,Myrna Loy,1941,Dana Andrews,5,love|pity|readjusting to civilian life|veteran|world war two veteran,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,English,Not Rated,208,0
76,115,551,Nick Stahl,730,Biography|Crime|Drama,Kelli Garner,3293,Brad Renfro,0,cruelty|friend|male frontal nudity|male nudity|pubic hair,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,English,R,648,0
67,89,14,Per Christian Ellefsen,117,Comedy|Drama,Jørgen Langhelle,155,Sven Nordin,0,friendship|mental illness|poet|sex obsession|virgin,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,Norwegian,R,21,0
4,125,17,Arturo Castro,128,Crime|Drama,Michael Derek,214,Brad Lee Wind,0,,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,English,R,22,305
252,78,7,Pablo Rosso,120,Horror,Manuela Velasco,145,Carlos Lasarte,0,apartment building|character's point of view camera shot|fire station|subjective camera|television reporter,http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1,Spanish,R,9,15000
,89,650,Martha Higareda,919,Drama,Rosie Perez,3873,Cheyenne Haynes,1,,http://www.imdb.com/title/tt1675312/?ref_=fn_tt_tt_1,English,TV-PG,718,162
1,100,338,David Proval,749,Comedy|Drama|Mystery|Romance|Thriller,Travis Myers,1814,Carmen Argenziano,0,,http://www.imdb.com/title/tt2317796/?ref_=fn_tt_tt_1,English,,354,14
33,77,260,Michael Chapman,846,Horror|Sci-Fi|Thriller,Walter Hendrix III,2044,Louise Brealey,0,hazmat suit,http://www.imdb.com/title/tt3561236/?ref_=fn_tt_tt_1,English,,366,275
19,81,106,Maria Doyle Kennedy,412,Adventure|Drama|Western,James Ransone,1020,Shaun O'Hagan,1,,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,English,,308,380
167,115,177,Daniela Bianchi,559,Action|Adventure|Thriller,Robert Shaw,1456,Lois Maxwell,0,assassin|british agent|british secret service|decoder|russian,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,English,Approved,201,0
49,96,14,Jessica Dublin,40,Action|Comedy|Horror|Sci-Fi,Phoebe Legere,99,Lisa Gaye,2,bare breasts|japan|tokyo japan|toxic avenger|troma,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,English,R,30,321
1,60,213,Alan Autry,480,Crime|Drama|Mystery,Carroll O'Connor,1736,Crystal R. Fox,1,detective|mississippi|police|police detective|small town,http://www.imdb.com/title/tt0094484/?ref_=fn_tt_tt_1,English,,360,763
66,89,45,John Beck,11000,Comedy|Sci-Fi,Woody Allen,11192,Mews Small,0,frozen|future|health food|leader|police,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,English,PG,66,0
533,100,159,Ruby Harris,314,Horror|Mystery,Maika Monroe,1062,Jake Weary,0,ambiguous ending|being followed|sex scene|supernatural|supernatural being,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,English,R,189,45000
50,88,258,John Carradine,11000,Comedy,Woody Allen,12034,Lynn Redgrave,5,aphrodisiac|court jester|jester|queen|written and directed by cast member,http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1,English,R,300,0
127,129,161,Brock Peters,3000,Crime|Drama,Robert Duvall,3833,William Windom,0,1930s|alabama|lawyer|six year old|trial,http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1,English,Not Rated,226,15000
177,87,41,Bruce Spence,745,Action|Adventure|Sci-Fi|Thriller,Vernon Wells,1396,Kjell Nilsson,0,australian|gasoline|post apocalypse|refinery|warrior,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,English,R,531,0
77,102,75,Anita Mui,483,Action|Comedy,Andy Lau,768,Ho-Sung Pak,1,battle|fight|fighting|martial artist|snake,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,Cantonese,R,147,0
103,152,177,Shelley Winters,618,Crime|Drama|Romance,James Mason,1404,Lois Maxwell,0,lolita|nymphet|older man young girl relationship|professor|writer,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,English,Not Rated,367,0
123,118,103,Brendan Sexton III,173,Biography|Crime|Drama|Romance,Alicia Goranson,563,Jeannetta Arnette,0,drinking|female dressed as male|love|nebraska|transgender,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,English,R,148,0
218,86,32,Julia Taylor Ross,120,Drama|Horror|Mystery|Thriller,Eric Sheffer Stevens,218,Adam Trese,0,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,English,R,44,0
215,137,155,Ulrich Mühe,380,Drama|Thriller,Sebastian Koch,927,Martina Gedeck,3,east germany|police|secret police|stasi|writer,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,German,R,284,39000
34,129,341,Alex Kendrick,690,Drama,Ben Davies,2300,T.C. Stallings,7,faith|fatherhood|integrity|police|responsibility,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,English,PG-13,589,10000
100,134,366,Jackie Gleason,654,Drama|Sport,George C. Scott,2290,Murray Hamilton,1,drink|manager|money|partner|pool hall,http://www.imdb.com/title/tt0054997/?ref_=fn_tt_tt_1,English,Unrated,491,0
12,119,380,Spencer Tracy,1000,Adventure|Drama|Romance|Western,Hedy Lamarr,2555,Claudette Colbert,8,oil|oil field|oil tycoon|partnership|wildcatter,http://www.imdb.com/title/tt0032273/?ref_=fn_tt_tt_1,English,Passed,760,236
167,80,0,Charles Linton,23,Animation|Comedy|Drama,Michel Robin,29,Béatrice Bonifassi,0,belleville|dog|mafia|tour de france|very little dialogue,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,French,PG-13,6,0
56,89,580,Irene Bedard,912,Comedy|Drama,Michael Greyeyes,3163,Gary Farmer,3,family abandonment|fire|loss of father|native american protagonist|native american reservation,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,English,PG-13,752,0
180,101,92,James Urbaniak,14000,Biography|Comedy|Drama,Josh Hutcherson,14412,Daniel Tay,0,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1,English,R,119,0
211,80,3,Albert Delpy,50,Drama|Romance,Vernon Dobtcheff,65,Marie Pillet,0,book|bookstore|love|simultaneity|train,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,English,R,8,13000
157,115,35,Jorge Salinas,85,Drama|Thriller,Adriana Barraza,318,Goya Toledo,0,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,Spanish,R,79,11000
126,100,374,Sarah Clarke,1000,Drama,Holly Hunter,2186,Kip Pardue,2,13 year olds|adolescence|friend|peer pressure|teacher,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,English,R,482,0
61,118,167,Celeste Holm,936,Drama|Romance,Dean Stockwell,1846,John Garfield,3,bigotry|jewish|prejudice|racism|writer,http://www.imdb.com/title/tt0039416/?ref_=fn_tt_tt_1,English,Approved,297,0
365,100,179,Shelley Waggener,34000,Drama,Jennifer Lawrence,34446,Lauren Sweetser,2,bail|crystal meth|family relationships|female protagonist|search for father,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,English,R,248,20000
121,106,3,Brendan Mackey,21,Adventure|Documentary|Drama|Sport,Nicholas Aaron,29,Joe Simpson,0,bone|climbing|crevasse|partner|rope,http://www.imdb.com/title/tt0379557/?ref_=fn_tt_tt_1,English,R,5,0
10,106,300,Don Ameche,480,Drama|Musical|Romance,Tyrone Power,1833,John Carradine,2,band|dance|ragtime|singer|violinist,http://www.imdb.com/title/tt0029852/?ref_=fn_tt_tt_1,English,Approved,392,60
151,91,244,Brad William Henke,538,Comedy|Drama,Najarra Townsend,1349,Miranda July,0,fellatio|seven word title|shoe salesman|title directed by female|written by director,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,English,R,363,0
171,105,18,George W. Bush,13000,Crime|Documentary,Matt Damon,13145,Barney Frank,0,florida|iceland|interview|new york city new york|recession,http://www.imdb.com/title/tt1645089/?ref_=fn_tt_tt_1,English,PG-13,125,63000
158,96,328,Emily Ratajkowski,804,Drama|Music|Romance,Vanessa Lengies,3013,Jonny Weston,0,box office flop|critically bashed|male objectification|narcissism|wannabe dj,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,English,R,625,0
167,116,116,Gano Grills,251,Action|Crime|Drama|Thriller,Henry Silva,675,Richard Portnow,1,african american|code|dog|pigeon|samurai,http://www.imdb.com/title/tt0165798/?ref_=fn_tt_tt_1,English,R,147,0
118,116,2000,Christian Bale,24000,Action|Crime|Drama|Thriller,J.K. Simmons,50313,Noel Gugliemi,2,blood splatter|friend|lapd|mexican|violence,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,English,R,23000,0
39,97,349,Leonor Varela,1000,Crime|Drama|Thriller,David Oyelowo,2739,Sydelle Noel,1,auto theft|based on true story|drug addict|kidnapping|violence,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,English,PG-13,426,0
108,101,685,Enrico Colantoni,8000,Comedy|Romance,Julia Roberts,11327,Blair Underwood,0,birthday|friend|hollywood|party|sex,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,English,R,724,134
65,98,186,Tawny Kitaen,265,Horror|Mystery|Thriller,Kathleen Wilhoite,901,Rose Marie,1,evil spirit|hatchet|ouija|ouija board|psychopathic killer,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,English,R,194,0
8,22,344,Amy Sedaris,459,Comedy,Stephen Colbert,1359,Maria Thayer,3,alternative comedy|female protagonist|high school|social satire|three word title,http://www.imdb.com/title/tt0194624/?ref_=fn_tt_tt_1,English,TV-14,396,558
