director_facebook_likes,actor_2_name,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,aspect_ratio
0,Christian Bale,97030725,Biography|Crime|Drama|History|Romance,Public Enemies ,230931,64599,Stephen Graham,1930s|bank|celebrity criminal|fbi|public enemy number one,585,100000000,2009,23000,2.35
0,Ruby Dee,130127620,Biography|Crime|Drama,American Gangster ,324671,20354,RZA,death|heroin|popcorn|smuggling|vietnam,458,100000000,2007,782,1.85
0,Tia Carrere,146282411,Action|Comedy|Thriller,True Lies ,190439,4528,Tom Arnold,espionage|secret agent|secret mission|spy|spy film,351,115000000,1994,1000,2.35
12000,Ramon Rodriguez,65452312,Action|Crime|Thriller,The Taking of Pelham 1 2 3 ,149998,19906,Michael Rispoli,hijack|hostage|ransom|subway|train,285,100000000,2009,464,2.35
80,Blythe Danner,148383780,Comedy|Romance,Little Fockers ,85531,24082,Teri Polo,birthday|critically bashed|male nurse|nurse|suspicion,152,100000000,2010,713,1.85
285,Will Ferrell,119219978,Action|Comedy|Crime,The Other Guys ,189806,20233,Derek Jeter,capitalist|detective|investigation|new york city|police,316,100000000,2010,8000,2.35
55,James Coburn,101228120,Action|Drama|Mystery|Thriller,Eraser ,84424,3454,Roma Maffia,assassination attempt|corporate crime|rogue agent|witness|witness protection program,131,100000000,1996,773,2.35
16000,Christoph Waltz,162804648,Drama|Western,Django Unchained ,955174,40978,Ato Essandoh,dynamite|historically inaccurate|ku klux klan|n word|slavery,1193,100000000,2012,11000,2.35
21,Jason Alexander,100117603,Animation|Drama|Family|Musical|Romance,The Hunchback of Notre Dame ,102933,4842,Bill Fagerbakke,15th century|cathedral|gypsy|paris|victor hugo,230,100000000,1996,700,1.78
10,Wendie Malick,89296573,Adventure|Animation|Comedy|Family|Fantasy,The Emperor's New Groove ,128285,2039,John Fiedler,antidote|disney|emperor|first part|llama,297,100000000,2000,452,1.66
165,Sylvester Stallone,85017401,Action|Adventure|Thriller,The Expendables 2 ,246803,57881,Bruce Willis,church|hostage|mine|plutonium|revenge,474,92000000,2012,13000,2.35
226,Armando Riesco,173005002,Action|Adventure|Comedy|Family|Mystery,National Treasure ,255447,13679,Annie Parisse,declaration of independence|secret society|treasure|treasure hunt|treasure hunter,692,100000000,2004,625,2.35
14,Ed Speleers,75030163,Action|Adventure|Family|Fantasy,Eragon ,108076,4487,Gary Lewis,dragon|dragon rider|fictional war|sword and fantasy|teenage hero,1690,100000000,2006,762,2.35
0,Ryan Corr,77222184,Adventure|Drama|Family|Fantasy,Where the Wild Things Are ,87677,1738,Max Records,based on children's book|creature|igloo|imagination|king,388,100000000,2009,468,2.35
456,Cara Delevingne,34964818,Adventure|Family|Fantasy,Pan ,39956,21393,Nonso Anozie,1940s|child hero|fantasy world|orphan|reference to peter pan,186,150000000,2015,548,2.35
77,Emma Kenney,107515297,Adventure|Animation|Family|Fantasy,Epic ,85833,14552,Troy Evans,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,113,100000000,2013,151,2.35
207,Angelina Jolie Pitt,67631157,Action|Romance|Thriller,The Tourist ,176598,55175,Rufus Sewell,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,374,100000000,2010,11000,2.35
0,Mark Margolis,66862068,Action|Fantasy|Horror|Mystery,End of Days ,89509,3903,Udo Kier,atheist|ex cop|female masturbation|female nudity|lucifer,524,83000000,1999,1000,2.35
380,Djimon Hounsou,57366262,Adventure|Drama|Thriller,Blood Diamond ,400292,33160,Stephen Collins,diamond|elephant|fisherman|rebel|sierra leone,657,100000000,2006,3000,2.35
17000,Matthew McConaughey,116866727,Biography|Comedy|Crime|Drama,The Wolf of Wall Street ,780588,46057,Jon Favreau,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,1138,100000000,2013,11000,2.35
541,Rene Auberjonois,184031112,Action|Adventure|Fantasy,Batman Forever ,190786,2880,Debi Mazar,love|necktie|partner|rock music|tuxedo,539,100000000,1995,710,1.85
719,Patrick Muldoon,54700065,Action|Sci-Fi|War,Starship Troopers ,221521,2031,Seth Gilliam,alien|federation|future|military|planet,1049,105000000,1997,475,1.85
670,Jim Sturgess,27098580,Drama|Sci-Fi,Cloud Atlas ,284825,22686,Jim Broadbent,composer|future|letter|nonlinear timeline|nursing home,828,102000000,2012,5000,2.35
0,Richard Roxburgh,55673333,Action|Adventure|Animation|Family|Fantasy,Legend of the Guardians: The Owls of Ga'Hoole ,65785,4286,Anthony LaPaglia,barn owl|escape|owl|ruler|soldier,160,80000000,2010,653,2.35
26,Christopher Heyerdahl,40198710,Action|Crime|Fantasy|Romance|Thriller,Catwoman ,87451,3144,Alex Borstein,based on cult comic book|bechdel test passed|cat|detective|radical transformation,660,100000000,2004,825,2.35
420,Rufus Sewell,72660029,Action|Adventure,Hercules ,115687,16235,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary,269,100000000,2014,3000,2.35
63,Martin Short,38120554,Adventure|Animation|Family|Sci-Fi,Treasure Planet ,71527,26940,Michael Wincott,alien|cyborg|pirate|planet|treasure,217,140000000,2002,770,1.5
52,Anna Friel,49392095,Adventure|Comedy|Sci-Fi,Land of the Lost ,52029,10552,Bobb'e J. Thompson,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,224,100000000,2009,735,1.85
385,Sylvester Stallone,39292022,Action|Adventure|Thriller,The Expendables 3 ,127258,52610,Harrison Ford,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,351,90000000,2014,13000,2.35
19,Edgar Ramírez,28772222,Action|Crime|Sport|Thriller,Point Break ,33953,3962,Delroy Lindo,athlete|extreme sports|fbi|fbi agent|heist,163,105000000,2015,897,2.35
6,Traylor Howard,17010646,Comedy|Family|Fantasy,Son of the Mask ,40751,1195,Ben Stein,baby|cartoon on tv|cartoonist|dog|mask,239,84000000,2005,294,1.85
2000,Benjamin Walker,24985612,Action|Adventure|Biography|Drama|History|Thriller,In the Heart of the Sea ,71782,28328,Frank Dillane,emaciation|ship|starvation|vomiting|whale,161,100000000,2015,911,1.85
31,Randy Quaid,4411102,Action|Comedy|Sci-Fi,The Adventures of Pluto Nash ,20295,6161,Burt Young,casino|future|laser gun|moon|nightclub,164,100000000,2002,695,1.85
521,Sean Huze,35024475,Action|Drama|Thriller|War,Green Zone ,110364,13761,Igal Naor,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction,261,100000000,2010,537,2.35
20,Venus Schultheis,130174897,Adventure|Animation|Comedy|Family,The Peanuts Movie ,27918,309,Bill Melendez,dog|girl|imagination|peanuts|red hair,155,99000000,2015,42,1.85
342,Felicity Huffman,10200000,Drama|Mystery|Thriller,The Spanish Prisoner ,18697,1722,Campbell Scott,brother sister relationship|extradition|fbi|japanese tourist|secret,263,10000000,1997,508,1.85
208,Brendan Fraser,202007640,Action|Adventure|Fantasy|Thriller,The Mummy Returns ,248045,15972,Patricia Velasquez,ancient egypt|bracelet|king|scorpion|son,890,98000000,2001,3000,2.35
17000,Liam Neeson,77679638,Crime|Drama,Gangs of New York ,314033,47657,Jim Broadbent,butcher|civil war|gangster|new york city|revenge,1166,100000000,2002,14000,2.35
611,Ni Ni,9213,Drama|History|Romance|War,The Flowers of War ,38690,23240,Shigeo Kobayashi,abusive stepfather|attempted rape|food shortage|sexual abuse|starving child,130,94000000,2011,196,2.35
9,Zooey Deschanel,58867694,Animation|Comedy|Family|Sport,Surf's Up ,54077,25590,Jon Heder,chicken|competition|island|penguin|surfing,112,100000000,2007,11000,1.85
0,Matthew Broderick,59475623,Comedy|Sci-Fi|Thriller,The Stepford Wives ,49739,13748,Roger Bart,community|connecticut|fem bot|tv producer|writer,407,90000000,2004,2000,1.85
0,Sam Shepard,108638745,Drama|History|War,Black Hawk Down ,292022,4270,Ewen Bremner,army|helicopter|somali|somalia|warlord,1103,92000000,2001,820,2.35
116,Thomas Middleditch,86897182,Comedy,The Campaign ,106790,9271,Katherine LaNasa,campaigning|congressman|north carolina|title at the end|u.s. congressman,177,95000000,2012,331,1.85
0,Bruce Willis,63540020,Action|Adventure|Sci-Fi,The Fifth Element ,343274,39319,Gary Oldman,1910s|alien|artificially created woman|love|taxi driver,742,93000000,1997,13000,2.35
127,Liza Minnelli,95328937,Comedy|Drama|Romance,Sex and the City 2 ,59581,4555,Kristin Davis,abu dhabi|box office hit|muslim|nanny|united arab emirates,293,100000000,2010,740,1.85
10,Rosie Perez,50802661,Adventure|Animation|Comedy|Family|Romance,The Road to El Dorado ,58300,3372,Elton John,adventurer|el dorado|gold|high priest|implied sex,139,95000000,2000,919,1.85
20,Josh Gad,161317423,Adventure|Animation|Comedy|Family,Ice Age: Continental Drift ,145321,25354,Drake,acorn|herd|iceberg|ocean|pirate,139,95000000,2012,1000,2.35
0,Derek Jacobi,201148159,Drama|Family|Fantasy|Romance,Cinderella ,103737,4671,Lily James,dress|duke|fairy godmother|fairy tale|pumpkin,322,95000000,2015,520,2.35
0,AJ Michalka,43982842,Drama|Fantasy|Thriller,The Lovely Bones ,125109,2370,Tom McCarthy,1970s|afterlife|heaven|pedophile|rape,593,65000000,2009,560,2.35
475,Stephen Root,380838870,Adventure|Animation|Comedy|Family,Finding Nemo ,692482,5641,Brad Garrett,great barrier reef|protective father|separation from family|shark|short term memory loss,866,94000000,2003,939,1.85
0,Billy Boyd,377019252,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Return of the King ,1215718,6434,Bernard Hill,battle|epic|king|orc|ring,3189,94000000,2003,857,2.35
0,Orlando Bloom,340478898,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Two Towers ,1100446,23052,Billy Boyd,epic|evil wizard|middle earth|ring|wizard,2417,94000000,2002,5000,2.35
44,Djimon Hounsou,17176900,Action|Adventure|Fantasy,Seventh Son ,54501,17098,Olivia Williams,apprentice|demon|exorcism|master apprentice relationship|witch,154,95000000,2014,3000,2.35
165,Noah Taylor,131144183,Action|Adventure|Fantasy|Thriller,Lara Croft: Tomb Raider ,157016,12150,Chris Barrie,illuminati|planetary alignment|time|tomb|tomb raider,824,115000000,2001,509,2.35
0,Morgan Freeman,23014504,Drama|Mystery|Romance|Sci-Fi|Thriller,Transcendence ,172707,54031,Clifton Collins Jr.,artificial intelligence|consciousness|power outage|scientist|technology,462,100000000,2014,11000,2.35
394,Trevor Morgan,181166115,Action|Adventure|Sci-Fi|Thriller,Jurassic Park III ,219501,2574,Alessandro Nivola,dinosaur|island|jurassic park|paleontologist|search,1236,93000000,2001,595,1.85
81,David Oyelowo,176740650,Action|Drama|Sci-Fi|Thriller,Rise of the Planet of the Apes ,403836,13118,Tyler Labine,alzheimer's disease|ape|chimpanzee|fire|when animals attack,646,93000000,2011,1000,2.35
70,Tod Fennell,71148699,Adventure|Family|Fantasy,The Spiderwick Chronicles ,68935,1614,Joan Plowright,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature,125,90000000,2008,419,2.35
212,Cole Hauser,67344392,Action|Thriller,A Good Day to Die Hard ,165618,15481,Megalyn Echikunwoke,bomb|cia|courthouse|escape|russian,503,92000000,2013,787,1.85
102,Marc Blucas,22406362,Drama|History|War|Western,The Alamo ,16832,5780,Jordi Mollà,army|dictator|general|texan|texas,267,107000000,2004,973,2.35
663,Craig T. Nelson,261437578,Action|Adventure|Animation|Family,The Incredibles ,479166,1901,Lou Romano,hero|island|lawsuit|secret|superhero,815,92000000,2004,723,2.35
212,Frank Langella,11000000,Action|Adventure|Comedy,Cutthroat Island ,21102,3611,Matthew Modine,latin|pirate|pirate ship|treasure|treasure map,169,98000000,1995,903,2.35
0,Rosario Dawson,88761720,Adventure|Family|Fantasy,Percy Jackson & the Olympians: The Lightning Thief ,141179,14024,Steve Coogan,greek|lightning|lightning bolt|poseidon|teenager,419,95000000,2010,3000,2.35
188,Rip Torn,250147615,Adventure|Comedy|Family|Mystery|Sci-Fi,Men in Black ,403014,12998,Linda Fiorentino,alien|box office hit|flying saucer|laser gun|wisecrack humor,289,90000000,1997,826,1.85
487,John Ratzenberger,245823397,Adventure|Animation|Comedy|Family|Fantasy,Toy Story 2 ,385871,21275,Wayne Knight,collector|dog|friend|rescue|toy,515,90000000,1999,1000,1.85
12000,Rosario Dawson,81557479,Action|Thriller,Unstoppable ,149947,25780,Ethan Suplee,freight train|race against time|runaway train|train|train engineer,326,100000000,2010,3000,2.35
420,John Lone,226138454,Action|Comedy|Crime|Thriller,Rush Hour 2 ,160440,664,Harris Yulin,boat|gang|hong kong|triad|vacation,394,90000000,2001,165,2.35
0,Amber Valletta,155370362,Drama|Fantasy|Horror|Mystery|Thriller,What Lies Beneath ,98403,12890,Miranda Otto,ghost|haunted house|research|secret|vermont,683,100000000,2000,627,2.35
97,Bobb'e J. Thompson,124870275,Animation|Comedy|Family|Sci-Fi,Cloudy with a Chance of Meatballs ,152601,1227,Al Roker,food|giant food|mayor|sardine|weather,156,100000000,2009,526,2.35
107,Maile Flanagan,196573705,Action|Adventure|Animation|Comedy|Family,Ice Age: Dawn of the Dinosaurs ,166791,1258,Kelly Keaton,egg|lost world|rescue|squirrel|weasel,132,90000000,2009,256,1.85
0,Adrian Martinez,58229120,Adventure|Comedy|Drama|Fantasy|Romance,The Secret Life of Walter Mitty ,236421,5095,Joey Slotnick,daydream|life magazine|magazine|photographer|snow leopard,515,90000000,2013,806,2.35
368,LL Cool J,125305545,Action|Adventure|Comedy|Crime|Thriller,Charlie's Angels ,145350,15419,Kelly Lynch,booty shake|box office hit|duct tape over mouth|first part|martial arts,643,92000000,2000,1000,2.35
17000,Matt Damon,132373442,Crime|Drama|Thriller,The Departed ,873649,45648,Ray Winstone,boston|mole|police|undercover|undercover cop,2054,90000000,2006,13000,2.35
7,Harvey Fierstein,120618403,Adventure|Animation|Family|Fantasy|Musical|War,Mulan ,171792,4478,June Foray,based on poem|based on true story|china|one word title|the huns,222,90000000,1998,500,1.66
0,Steve Coogan,110416702,Action|Comedy,Tropic Thunder ,307539,23484,Brandon T. Jackson,film director|parody|spoof|vietnam|written and directed by cast member,577,92000000,2008,1000,2.35
21000,Goran Visnjic,102515793,Crime|Drama|Mystery|Thriller,The Girl with the Dragon Tattoo ,330152,20388,Joely Richardson,computer hacker|hacker|investigation|journalist|punk,632,90000000,2011,1000,2.35
323,Aldis Hodge,100012500,Action|Adventure|Thriller,Die Hard with a Vengeance ,299258,14274,Kevin Chamberlin,bomb|detective|new york city|police|terrorist,346,90000000,1995,559,2.35
0,Eddie Marsan,209019489,Action|Adventure|Crime|Mystery|Thriller,Sherlock Holmes ,477300,23996,Robert Maillet,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,621,90000000,2009,979,1.85
335,Ayelet Zurer,,Adventure|Drama|History,Ben-Hur ,57,13379,Moises Arias,,1,,2016,745,2.35
21,Jim Varney,84037039,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Atlantis: The Lost Empire ,72591,15237,Cree Summer,atlantis|crew|expedition|journal|museum,289,120000000,2001,802,2.35
12,Joshua Mikel,85884815,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: The Road Chip ,9418,38450,Jesse McCartney,chipmunk|highway travel|on the road|plane|road movie,53,90000000,2015,1000,1.85
0,Tom Wilkinson,83077470,Drama|History|Thriller|War,Valkyrie ,183247,14165,Thomas Kretschmann,american actor playing foreigner|assassination|conspiracy|military|nazis,440,75000000,2008,1000,1.85
221,Sayed Badreya,100018837,Action|Comedy,You Don't Mess with the Zohan ,156348,13446,Kevin Nealon,hair stylist|jew|landlord|muslim|palestinian,380,90000000,2008,600,1.85
0,Adam Sandler,78747585,Action|Animation|Comedy|Sci-Fi,Pixels ,89770,35367,Josh Gad,alien|arcade game|chase|driving in reverse|video gamer,342,88000000,2015,11000,2.35
14000,William Hurt,78616689,Adventure|Drama|Sci-Fi,A.I. Artificial Intelligence ,238747,6217,Kevin Sussman,affection|boy|fairy|future|robot,2153,100000000,2001,882,1.85
50,Rachael Harris,75817994,Comedy|Family|Fantasy|Horror|Mystery,The Haunted Mansion ,32049,2622,Marc John Jefferies,arachnophobia|crystal ball|ghost|haunted house|thunderstorm,179,90000000,2003,569,2.35
0,Tom Skerritt,100853835,Drama|Mystery|Sci-Fi|Thriller,Contact ,200556,12289,Larry King,message from outer space|religion|religion versus science|scientist|universe,611,90000000,1997,1000,2.35
719,Kim Dickens,73209340,Action|Horror|Sci-Fi|Thriller,Hollow Man ,101834,2356,Joey Slotnick,experiment|research|scientist|suburb|surrealism,628,95000000,2000,624,1.85
521,George Harris,72515360,Crime|Mystery|Thriller,The Interpreter ,86152,2100,Michael Wright,african|assassination|dialect|interpreter|threat,411,80000000,2005,249,2.35
