director_name,director_facebook_likes,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,content_rating
Billy Wilder,0,527,George Raft,2,http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1,USA,Not Rated
John Carl Buechler,152,1855,William Butler,0,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1,USA,R
Victor Fleming,149,2509,Billie Burke,3,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,USA,Passed
Mel Brooks,0,2703,Teri Garr,0,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,USA,PG
George A. Romero,0,1797,Joe Dinicol,0,http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1,USA,R
Rajkumar Hirani,124,1761,Jimmy Shergill,0,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,India,PG-13
Victor Nunez,9,787,Vanessa Zima,1,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,USA,R
Carroll Ballard,19,681,Hoyt Axton,0,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1,USA,G
Rohit Jugraj,2,434,Diljit Dosanjh,2,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1,Canada,
Thorbjørn Christoffersen,0,197,Casper Christensen,0,http://www.imdb.com/title/tt1095423/?ref_=fn_tt_tt_1,Denmark,Not Rated
John Ford,673,1949,Jack Warden,1,http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1,USA,Not Rated
Alex van Warmerdam,53,25,Henri Garcin,0,http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1,Netherlands,
Victor Fleming,149,2555,Irene Dunne,0,http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1,USA,Passed
Mel Brooks,0,4701,Harvey Korman,0,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,USA,R
Joseph Zito,17,467,Kimberly Beck,0,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1,USA,R
Pawel Pawlikowski,84,205,Agata Kulesza,1,http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1,Poland,PG-13
James Ivory,133,1269,Simon Callow,1,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,UK,R
Frank Sebastiano,3,2753,Seymour Cassel,2,http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1,USA,R
Rand Ravich,7,52621,Clea DuVall,0,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,USA,R
Stacy Peralta,147,179,Laird John Hamilton,1,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1,USA,PG-13
Nacho Vigalondo,76,239,Bárbara Goenaga,0,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,Spain,R
Hao Ning,0,19,Zheng Xu,1,http://www.imdb.com/title/tt0851515/?ref_=fn_tt_tt_1,China,
Tony Giglio,6,1082,Beth Broderick,1,http://www.imdb.com/title/tt0857295/?ref_=fn_tt_tt_1,USA,R
Stanley Donen,134,2510,Cyd Charisse,0,http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1,USA,Approved
Joe Cross,65,67,Amy Badberg,2,http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1,Australia,
Michael Tiddes,89,3421,J.B. Smoove,6,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1,USA,R
Dinesh D'Souza,67,1111,Dinesh D'Souza,0,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1,USA,PG
Rob Zombie,0,3226,Margot Kidder,0,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,USA,R
Tom Hanks,15000,28713,Ethan Embry,6,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,USA,PG
Tommy Lee Wallace,24,684,Nancy Kyes,0,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,USA,R
Don Taylor,11,2373,Sal Mineo,0,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,USA,G
Martin Ritt,58,1141,Whit Bissell,0,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1,USA,Approved
Leslie Small,15,1385,Dana Hanna,0,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,USA,R
Gus Van Sant,835,19923,Flea,2,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,USA,R
Zach Braff,0,1655,Jill Flint,3,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,USA,R
Richard Linklater,0,36,Dominik Castell,1,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,USA,R
Éric Tessier,0,79,Jean Pierre Bergeron,0,http://www.imdb.com/title/tt0380732/?ref_=fn_tt_tt_1,Canada,
Alison Maclean,7,2125,Mark Webber,1,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,USA,R
Alice Wu,13,1396,Jessica Hecht,0,http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1,USA,R
Sarah Gavron,34,150,Tannishtha Chatterjee,1,http://www.imdb.com/title/tt0940585/?ref_=fn_tt_tt_1,UK,PG-13
Jake Schreier,14,1980,Ana Gasteyer,3,http://www.imdb.com/title/tt1990314/?ref_=fn_tt_tt_1,USA,PG-13
Isabel Coixet,148,2972,Amanda Plummer,1,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,Spain,R
James Ponsoldt,53,10040,Dayo Okeniyi,1,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,USA,R
Randall Miller,19,1967,Michael Bower,0,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,USA,
Larry Charles,119,338,Steve Burg,1,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,USA,R
Joshua Tickell,9,1252,George W. Bush,0,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,USA,Not Rated
Tim Boxell,10,1064,Tom Bower,7,http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1,USA,
Rawson Marshall Thurber,43,4730,Joel David Moore,0,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,USA,PG-13
Michael D. Sellers,0,1491,George Harris,1,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,USA,PG-13
Reed Cowan,0,210,Gavin Newsom,0,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,USA,R
James Dodson,8,1739,Shriya Saran,2,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,UK,PG-13
Stefan Ruzowitzky,24,163,Sebastian Blomberg,0,http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1,Germany,R
Alex Rivera,8,862,Tenoch Huerta,0,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,USA,PG-13
James Gunn,571,4590,Paul T. Taylor,0,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,USA,R
John Murlowski,20,2579,Lochlyn Munro,2,http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1,USA,TV-PG
Benni Diez,2,3157,David Masterson,0,http://www.imdb.com/title/tt3300572/?ref_=fn_tt_tt_1,Germany,Not Rated
Danny Perez,0,2406,Mark Webber,1,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,USA,
Spike Lee,0,5963,Andre Braugher,10,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,USA,R
Robby Henson,9,2306,Justine Waddell,0,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,Poland,PG-13
Mike Judge,406,1490,David Herman,0,http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1,USA,R
Zackary Adler,0,881,Kris Sommerville,0,http://www.imdb.com/title/tt2945796/?ref_=fn_tt_tt_1,UK,R
Shane Meadows,222,3282,Jack O'Connell,0,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,UK,Unrated
Dominic Burns,15,3132,Bianca Brigitte VanDamme,0,http://www.imdb.com/title/tt2040578/?ref_=fn_tt_tt_1,UK,R
George Sidney,24,1627,Red Skelton,2,http://www.imdb.com/title/tt0036628/?ref_=fn_tt_tt_1,USA,Passed
Carmen Marron,29,1668,Rene Rosado,0,http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1,USA,PG-13
Tim McCanlies,23,2580,Alexandra Holden,0,http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1,USA,PG
George Sidney,24,2329,Howard Keel,3,http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1,USA,Approved
Mario Van Peebles,535,3586,Luke Perry,4,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,USA,PG-13
Jason Stone,14,4385,Christopher Heyerdahl,2,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,USA,R
Jerry Rees,115,12359,Mindy Sterling,0,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,USA,Not Rated
James Algar,11,16,,0,http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1,USA,G
William Friedkin,607,1196,Tony Lo Bianco,0,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,USA,R
Jaco Booyens,37,210,Ivette Alvarez,1,http://www.imdb.com/title/tt3111864/?ref_=fn_tt_tt_1,USA,PG-13
Steve Miner,49,174,Catherine Parks,0,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,USA,R
Danny Steinmann,13,170,Dominick Brascia,0,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,USA,R
Michael Landon Jr.,84,2161,A.J. Buckley,0,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,USA,PG-13
Jon Gunn,16,6752,Madison Pettis,5,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,USA,PG-13
Hayley Cloake,0,1651,Linden Ashby,2,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1,USA,R
Tay Garnett,10,1490,Lionel Barrymore,0,http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1,USA,Passed
Shyam Madiraju,0,3799,Brad Schmidt,2,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,Spain,R
Harmage Singh Kalirai,11,244,Shobu Kapoor,3,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,UK,
Rita Merson,5,6085,Jason Ritter,5,http://www.imdb.com/title/tt1995477/?ref_=fn_tt_tt_1,USA,
Jon Knautz,10,558,Stefanie Drummond,2,http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1,Canada,R
William Wyler,355,1941,Dana Andrews,5,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,USA,Not Rated
Larry Clark,184,3293,Brad Renfro,0,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,USA,R
Petter Næss,16,155,Sven Nordin,0,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,Norway,R
Robert Fontaine,7,214,Brad Lee Wind,0,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,USA,R
Jaume Balagueró,57,145,Carlos Lasarte,0,http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1,Spain,R
Patricia Cardoso,15,3873,Cheyenne Haynes,1,http://www.imdb.com/title/tt1675312/?ref_=fn_tt_tt_1,USA,TV-PG
Dan Perri,0,1814,Carmen Argenziano,0,http://www.imdb.com/title/tt2317796/?ref_=fn_tt_tt_1,USA,
Neil Mcenery-West,0,2044,Louise Brealey,0,http://www.imdb.com/title/tt3561236/?ref_=fn_tt_tt_1,UK,
Anthony O'Brien,7,1020,Shaun O'Hagan,1,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,USA,
Terence Young,92,1456,Lois Maxwell,0,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,UK,Approved
Michael Herz,6,99,Lisa Gaye,2,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,USA,R
,,1736,Crystal R. Fox,1,http://www.imdb.com/title/tt0094484/?ref_=fn_tt_tt_1,USA,
Woody Allen,11000,11192,Mews Small,0,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,USA,PG
David Robert Mitchell,421,1062,Jake Weary,0,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,USA,R
Woody Allen,11000,12034,Lynn Redgrave,5,http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1,USA,R
Robert Mulligan,89,3833,William Windom,0,http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1,USA,Not Rated
George Miller,750,1396,Kjell Nilsson,0,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,Australia,R
Chia-Liang Liu,32,768,Ho-Sung Pak,1,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,Hong Kong,R
Stanley Kubrick,0,1404,Lois Maxwell,0,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,UK,Not Rated
Kimberly Peirce,108,563,Jeannetta Arnette,0,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,USA,R
Chris Kentis,9,218,Adam Trese,0,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,France,R
Florian Henckel von Donnersmarck,207,927,Martina Gedeck,3,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,Germany,R
Alex Kendrick,589,2300,T.C. Stallings,7,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,USA,PG-13
Robert Rossen,31,2290,Murray Hamilton,1,http://www.imdb.com/title/tt0054997/?ref_=fn_tt_tt_1,USA,Unrated
Jack Conway,6,2555,Claudette Colbert,8,http://www.imdb.com/title/tt0032273/?ref_=fn_tt_tt_1,USA,Passed
Sylvain Chomet,162,29,Béatrice Bonifassi,0,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,France,PG-13
Chris Eyre,149,3163,Gary Farmer,3,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,Canada,PG-13
Shari Springer Berman,30,14412,Daniel Tay,0,http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1,USA,R
Richard Linklater,0,65,Marie Pillet,0,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,USA,R
Alejandro G. Iñárritu,0,318,Goya Toledo,0,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,Mexico,R
Catherine Hardwicke,308,2186,Kip Pardue,2,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,USA,R
Elia Kazan,603,1846,John Garfield,3,http://www.imdb.com/title/tt0039416/?ref_=fn_tt_tt_1,USA,Approved
Debra Granik,81,34446,Lauren Sweetser,2,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,USA,R
Kevin Macdonald,162,29,Joe Simpson,0,http://www.imdb.com/title/tt0379557/?ref_=fn_tt_tt_1,UK,R
Henry King,85,1833,John Carradine,2,http://www.imdb.com/title/tt0029852/?ref_=fn_tt_tt_1,USA,Approved
Miranda July,244,1349,Miranda July,0,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,USA,R
Charles Ferguson,117,13145,Barney Frank,0,http://www.imdb.com/title/tt1645089/?ref_=fn_tt_tt_1,USA,PG-13
Max Joseph,31,3013,Jonny Weston,0,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,UK,R
Jim Jarmusch,0,675,Richard Portnow,1,http://www.imdb.com/title/tt0165798/?ref_=fn_tt_tt_1,France,R
David Ayer,453,50313,Noel Gugliemi,2,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,USA,R
Jerry Jameson,5,2739,Sydelle Noel,1,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,USA,PG-13
Steven Soderbergh,0,11327,Blair Underwood,0,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,USA,R
Kevin Tenney,85,901,Rose Marie,1,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,UK,R
,,1359,Maria Thayer,3,http://www.imdb.com/title/tt0194624/?ref_=fn_tt_tt_1,USA,TV-14
Kenneth Branagh,0,1645,Richard Briers,0,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,UK,PG-13
John Cameron Mitchell,263,226,Raphael Barker,3,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,USA,Unrated
Ari Folman,56,56,Zahava Solomon,0,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,Israel,R
Gary Rogers,0,359,Bruce Newbold,1,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,USA,PG-13
Charles Ferguson,117,446,Donald Rumsfeld,0,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,USA,
Marielle Heller,22,11184,Austin Lyon,3,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,USA,R
,,11618,Debrah Farentino,5,http://www.imdb.com/title/tt0212662/?ref_=fn_tt_tt_1,USA,
David Sington,90,408,Neil Armstrong,0,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,UK,PG
Kelly Reichardt,129,3427,Shirley Henderson,1,http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1,USA,PG
Fenton Bailey,13,1136,Linda Lovelace,0,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,USA,NC-17
Bob Giraldi,34,1156,Ajay Naidu,1,http://www.imdb.com/title/tt0229340/?ref_=fn_tt_tt_1,USA,R
Jill Sprecher,11,3011,Jamie Kennedy,4,http://www.imdb.com/title/tt0118866/?ref_=fn_tt_tt_1,UK,PG-13
Huck Botko,10,768,Zack Pearlman,0,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,USA,R
Luc Besson,0,1917,Jean-Hugues Anglade,1,http://www.imdb.com/title/tt0090095/?ref_=fn_tt_tt_1,France,R
David Duchovny,0,51441,Frank Langella,2,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,USA,PG-13
Mitchell Lichtenstein,53,1511,John Hensley,1,http://www.imdb.com/title/tt0780622/?ref_=fn_tt_tt_1,USA,R
Lance Mungia,4,36,Kim De Angelo,1,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,USA,PG-13
Kundan Shah,4,613,Shakti Kapoor,2,http://www.imdb.com/title/tt0249588/?ref_=fn_tt_tt_1,India,
Michael Dowse,31,865,Kate Magowan,1,http://www.imdb.com/title/tt0388139/?ref_=fn_tt_tt_1,UK,R
Hue Rhodes,0,36885,Romany Malco,1,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,USA,R
Shane Meadows,222,5535,Karl Collins,2,http://www.imdb.com/title/tt0120391/?ref_=fn_tt_tt_1,UK,R
Roland Emmerich,776,26176,Matt Craven,0,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,USA,R
,,4280,Salli Richardson-Whitfield,2,http://www.imdb.com/title/tt0796264/?ref_=fn_tt_tt_1,USA,TV-14
Jugal Hansraj,32,653,Javed Jaffrey,0,http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1,India,PG
Danny Provenzano,84,1307,Chuck Zito,4,http://www.imdb.com/title/tt0338497/?ref_=fn_tt_tt_1,USA,Not Rated
Bill Muir,19,2522,Tiya Sircar,,http://www.imdb.com/title/tt1390539/?ref_=fn_tt_tt_1,Thailand,PG
Richard LaGravenese,98,10869,Charly Bivona,7,http://www.imdb.com/title/tt2474024/?ref_=fn_tt_tt_1,USA,PG-13
Noah Buschel,8,2749,Paul Adelstein,3,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,USA,
Brian Yuzna,97,1362,Sarah Douglas,1,http://www.imdb.com/title/tt0107953/?ref_=fn_tt_tt_1,USA,R
Hunter Richards,11,39518,Dane Cook,2,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,UK,R
Laurie Collyer,38,774,Michelle Hurst,1,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,USA,R
Bruce McCulloch,54,3065,Chris Penn,1,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,USA,PG-13
Aaron Hann,0,776,Kaiwi Lyman-Mersereau,0,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1,USA,Not Rated
James Watkins,43,14561,Lorraine Stanley,1,http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1,UK,R
Catherine Hardwicke,308,2341,Marlene Forte,2,http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1,USA,R
Phil Claydon,6,1593,Silvia Colloca,3,http://www.imdb.com/title/tt1020885/?ref_=fn_tt_tt_1,UK,R
Ralph Ziman,5,86,Robert Hobbs,2,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,South Africa,R
John Simpson,0,1650,Ian McNeice,1,http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1,UK,R
Colin Minihan,6,762,Ashleigh Gryzko,0,http://www.imdb.com/title/tt1703199/?ref_=fn_tt_tt_1,Canada,Not Rated
Conor McMahon,5,322,Jemma Curran,0,http://www.imdb.com/title/tt2126362/?ref_=fn_tt_tt_1,Ireland,R
Chris Shadley,0,1149,Marc Macaulay,0,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,USA,R
Simon Napier-Bell,0,712,Louis Walsh,0,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,UK,
Woody Allen,11000,11700,Louise Lasser,3,http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1,USA,GP
Simon Yin,0,892,Kathy Uyen,0,http://www.imdb.com/title/tt1734586/?ref_=fn_tt_tt_1,USA,Not Rated
Jeff Crook,5,2395,Ricardo Chavira,1,http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1,USA,R
,,1884,Amy Yasbeck,5,http://www.imdb.com/title/tt0098948/?ref_=fn_tt_tt_1,USA,
Orson Welles,0,1055,Ted de Corsia,1,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,USA,Not Rated
Dave Payne,0,2620,Robert Pine,0,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,USA,R
James Cox,10,15740,Mark Rolston,3,http://www.imdb.com/title/tt0165361/?ref_=fn_tt_tt_1,USA,R
Jonas Åkerlund,68,3683,Matt Lucas,6,http://www.imdb.com/title/tt1272886/?ref_=fn_tt_tt_1,USA,R
Brad Copeland,8,35796,Glenn Howerton,3,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,USA,
Paul Bunnell,5,1611,Paul Williams,2,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,USA,Not Rated
Phil Morrison,17,2020,Peter Hermann,1,http://www.imdb.com/title/tt1462901/?ref_=fn_tt_tt_1,USA,R
Harald Reinl,2,16110,Karin Dor,0,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,West Germany,M
James Cox,10,2654,Josh Meyers,3,http://www.imdb.com/title/tt2024506/?ref_=fn_tt_tt_1,USA,R
Richard Lester,44,1807,Phil Silvers,0,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,USA,Approved
Michael Moore,909,1674,Steve Earle,0,http://www.imdb.com/title/tt0850669/?ref_=fn_tt_tt_1,USA,
Tanner Beard,531,15707,Glenn Morshower,1,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1,USA,PG-13
Scott Dow,6,1425,Dave Sheridan,0,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,USA,R
Derick Martini,20000,4968,Tom Arnold,1,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1,USA,
Jerry Dugan,3,13583,James Chalke,0,http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1,USA,Not Rated
Tim Hunter,28,19649,Ione Skye,2,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,USA,R
Michael Polish,35,2389,Jon Gries,0,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,USA,PG-13
William Kaufman,58,1204,David Lewis,2,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1,USA,R
Rodrigo Cortés,89,17471,Erik Palladino,0,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,Spain,R
Richard Ayoade,0,3275,Sally Hawkins,1,http://www.imdb.com/title/tt1440292/?ref_=fn_tt_tt_1,UK,R
Jehane Noujaim,63,176,Aida Elkashef,0,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,Egypt,Not Rated
Pascal Arnold,0,1082,Pierre Perrier,5,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,France,Unrated
Kimberly Peirce,108,20051,Portia Doubleday,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,USA,R
Remo,168,1182,Prabhudheva,3,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,India,Not Rated
Wes Craven,0,42918,Amanda Wyss,1,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,USA,X
James Marsh,120,68,Jean-Louis Blondeau,0,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,UK,PG-13
John Laing,0,90,Rachel Nash,5,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,New Zealand,
Jamal Hill,47,4249,Faizon Love,6,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,USA,R
Daniel Stamm,13,1958,Patrick Fabian,0,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,France,PG-13
Sam Taylor-Johnson,456,2032,Anne-Marie Duff,1,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,UK,R
Elia Kazan,603,10570,Kim Hunter,0,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,USA,PG
Stanley Kubrick,0,1991,Keenan Wynn,0,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,USA,PG
Carlos Carrera,12,546,Pedro Armendáriz Jr.,0,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,Mexico,R
Benh Zeitlin,188,2658,Dwight Henry,0,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,USA,PG-13
J. Lee Thompson,88,1432,Claude Akins,4,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,USA,G
Maggie Greenwald,9,2187,Jane Adams,1,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,USA,PG-13
Vera Farmiga,0,1439,Michael Chernus,0,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1,USA,R
Vijay Chandar,0,349,Brahmanandam,2,http://www.imdb.com/title/tt3566698/?ref_=fn_tt_tt_1,India,
Morgan Spurlock,293,32405,Donald Trump,1,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,USA,PG-13
Jonathan Wacks,0,14620,Jon Gries,0,http://www.imdb.com/title/tt0106792/?ref_=fn_tt_tt_1,USA,PG-13
Khyentse Norbu,28,0,Sonam Kinga,0,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,Australia,
Ted Post,57,18263,Alan Hale Jr.,3,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,USA,M
Richard Brooks,174,2831,Kim Hunter,0,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,USA,
Tony Krantz,15,2439,Cas Anvar,0,http://www.imdb.com/title/tt0822858/?ref_=fn_tt_tt_1,USA,R
Mitchell Altieri,9,1270,Bree Williamson,0,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,USA,
