num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,num_voted_users,facenumber_in_poster,movie_imdb_link,country,content_rating,budget,aspect_ratio,movie_facebook_likes
119,103,636,Robert Davi,105478,0,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,USA,R,35000000,1.37,0
195,101,398,Jesse Tyler Ferguson,40964,1,http://www.imdb.com/title/tt0880578/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
95,112,480,Sissy Spacek,48621,0,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,0
100,111,455,William Hootkins,38017,1,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,UK,PG,20000000,2.35,12000
164,102,769,Mike Starr,54346,5,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,0
211,101,374,Chad Lindberg,28257,0,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,11000
91,155,229,Bob Gunton,31751,2,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
44,93,558,Joshua Mikel,16193,1,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,USA,R,19000000,2.35,0
97,109,167,Bill Bailey,19230,5,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,UK,PG,35000000,2.35,0
32,140,210,J.T. Walsh,17124,2,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,949
270,108,296,Callum Rennie,78256,0,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
89,96,973,Steve Coogan,47800,1,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,USA,PG,35000000,1.85,0
219,123,745,Eddie Marsan,44788,0,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,UK,PG-13,35000000,2.35,23000
180,106,63,Benjamin J. Cain Jr.,65044,1,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,13000
93,76,72,Olivia Williams,15788,0,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,UK,G,35000000,1.85,538
173,107,549,Rip Torn,54643,5,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1,USA,R,55000000,2.35,0
121,82,418,Tracy Morgan,52052,6,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,USA,PG-13,35000000,1.85,0
298,109,344,James Ransone,63548,3,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
158,99,520,Portia de Rossi,26126,0,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,0
248,91,346,Dania Ramirez,95274,0,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,20000
155,87,253,Richard T. Jones,34948,2,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,0
105,125,39,Lucy Gordon,28130,2,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1,UK,PG-13,35000000,2.35,0
224,118,458,Clifton Collins Jr.,90046,0,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,17000
129,98,663,Jon Favreau,51842,1,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,UK,PG-13,31000000,2.35,0
101,92,734,Brooke Shields,12399,1,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,USA,PG,35000000,1.85,0
145,93,174,Cariba Heine,11482,1,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,Australia,R,30000000,1.85,0
57,116,136,Alun Armstrong,23351,1,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,UK,PG,27000000,2.35,0
227,92,10000,Tom Cruise,41170,3,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
13,115,150,Dann Florek,4795,3,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,452
171,120,134,Nat Faxon,55630,1,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
119,111,505,Scott Glenn,28542,3,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
44,94,141,Ronny Cox,12077,2,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,USA,PG-13,35000000,1.85,433
188,100,919,Jim Broadbent,44931,1,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1,UK,PG,35000000,2.35,0
166,101,230,Bashar Rahal,31918,1,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
584,139,687,Tye Sheridan,136367,0,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,USA,PG-13,32000000,1.85,39000
67,91,105,Lela Rochon,11512,0,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,Aruba,R,35000000,2.35,471
233,109,120,Martin Donovan,47498,3,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,USA,R,35000000,1.85,10000
112,102,127,Mark Addy,14962,1,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1,USA,R,38000000,1.85,704
151,103,766,Wayne Knight,48999,1,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
63,83,690,Rip Torn,15015,5,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,USA,PG,35000000,1.85,494
335,123,6,Soleyman Pierini,77394,0,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,USA,PG,35000000,2.35,24000
24,101,448,Lee Arenberg,2189,0,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,USA,PG,35000000,2.35,0
147,117,567,Albert Finney,70698,1,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,9000
51,60,256,Indira Varma,70568,1,http://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1,UK,TV-MA,,16.0,20000
10,114,697,Thomas Ian Nicholas,10410,3,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,892
12,330,672,Jesse Borrego,23181,2,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,USA,R,35000000,1.66,6000
50,121,918,Tom Wilkinson,11747,1,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,Denmark,R,35000000,2.35,561
149,114,115,Gregg Henry,28584,1,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,France,R,35000000,1.85,675
24,156,249,Rod Steiger,9852,0,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,Libya,PG,35000000,2.35,0
28,135,45,François Cluzet,4885,1,http://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1,France,R,,2.35,262
95,148,0,Jeffrey Dover,11101,0,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,633
288,148,7,Hanaa Bouchaib,68885,0,http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1,Mexico,R,,2.35,29000
10,109,282,Alice Englert,2138,3,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,Belgium,R,,,677
58,93,324,Sam Shepard,28848,2,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,France,PG-13,32000000,2.35,0
,,816,Aisha Tyler,219,0,http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1,USA,,23000000,,26
297,113,129,Aml Ameen,310903,0,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,USA,PG-13,34000000,2.35,38000
90,91,141,June Diane Raphael,23072,2,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
56,139,94,Geraldine Chaplin,36267,3,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,USA,PG,30000000,2.35,0
274,96,1000,Ellen Burstyn,190990,0,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,USA,PG-13,35000000,1.85,23000
68,102,239,Kevin J. O'Connor,8367,0,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,USA,R,34000000,2.35,120
98,96,566,Mark Valley,36914,1,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
256,101,2,Yûki Amami,85589,0,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1,Japan,G,34000000,1.85,0
117,128,954,Melissa Benoist,50041,0,http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1,USA,PG-13,34000000,2.35,23000
107,109,1000,Charlize Theron,45497,0,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,USA,R,34000000,1.85,1000
52,114,292,Eva Marie Saint,3740,1,http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1,USA,PG-13,34000000,2.35,314
135,105,2000,Dennis Quaid,23916,5,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,0
211,141,38,Fana Mokoena,21223,1,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1,UK,PG-13,35000000,2.35,13000
57,195,521,Warren Beatty,16255,0,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,USA,PG,35000000,1.85,0
81,138,574,Demi Moore,181879,0,http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1,USA,R,40000000,2.35,0
107,101,655,Bill Duke,27580,0,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,USA,R,33000000,2.35,742
100,99,330,Cedric the Entertainer,66941,1,http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,1000
60,85,11,Brianne Brozey,4265,0,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,Belgium,,34000000,2.35,0
195,89,48,Veronika Vernadskaya,49312,0,http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
121,99,433,Stephen Boss,45394,0,http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1,USA,PG-13,33000000,2.35,19000
285,105,491,Kenan Thompson,115649,0,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,Germany,R,33000000,2.35,4000
103,97,178,Joseph Sikora,22220,0,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,USA,R,33000000,1.85,463
192,140,336,Marco St. John,124242,1,http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1,USA,R,33000000,2.35,4000
90,118,577,Kuno Becker,50919,0,http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1,USA,PG-13,10000000,2.35,0
258,94,317,Reggie Lee,83097,2,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,12000
56,124,551,Kurt Fuller,24826,3,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,USA,R,38000000,2.35,783
197,134,504,Ian McDiarmid,681857,0,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,USA,PG,32500000,2.35,14000
254,113,43,Jason Cope,62770,1,http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1,UK,R,30000000,2.35,0
299,124,50,David Kross,189812,0,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,USA,R,32000000,1.85,15000
163,98,833,Lauren Ambrose,62198,2,http://www.imdb.com/title/tt1655460/?ref_=fn_tt_tt_1,USA,R,,1.85,0
152,97,8000,Zooey Deschanel,147597,1,http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1,USA,PG,33000000,1.85,21000
53,123,796,Kyra Sedgwick,63839,1,http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1,USA,PG,32000000,2.35,0
67,99,521,Nichelle Nichols,20219,1,http://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1,Canada,PG,35000000,1.85,0
88,101,1000,Alfre Woodard,61396,1,http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1,USA,PG-13,32000000,1.85,11000
163,92,327,Moises Arias,65551,1,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,Germany,PG,32000000,1.85,0
371,131,460,Wendi McLendon-Covey,218711,6,http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1,USA,R,32500000,2.35,27000
418,107,9000,James Franco,310540,6,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,USA,R,32000000,2.35,97000
131,103,573,Enrico Colantoni,54390,0,http://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1,USA,R,29000000,2.35,0
98,129,975,Charlize Theron,89424,0,http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1,USA,R,32000000,2.35,0
119,107,1000,Hayden Christensen,46961,5,http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1,USA,PG-13,20000000,2.35,0
133,89,2000,Robert De Niro,37493,8,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
88,113,534,Tony Curran,19671,2,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,USA,PG-13,32000000,2.35,0
522,93,355,Cas Anvar,379462,3,http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,USA,PG-13,32000000,1.85,56000
43,120,240,Danny Nucci,38949,3,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,USA,R,32000000,1.85,0
224,98,897,Virginia Madsen,164608,1,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,USA,R,32000000,2.35,10000
122,105,223,Julian Richings,11347,1,http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1,France,PG,33000000,2.35,5000
56,142,642,John Belushi,25193,5,http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1,USA,PG,35000000,2.35,2000
75,98,83,Freddy Rodríguez,10018,1,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,USA,PG,32000000,2.35,0
441,96,882,Kyle Schmid,186606,1,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,USA,R,32000000,1.85,0
163,87,810,Jason Flemyng,156267,1,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,France,PG-13,32000000,2.35,0
63,107,159,Pat Hingle,69197,0,http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1,Japan,R,32000000,1.85,0
90,90,142,Mike Doyle,18771,1,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,Ireland,PG-13,28000000,2.35,702
163,121,245,Marc Anthony,53028,0,http://www.imdb.com/title/tt0163988/?ref_=fn_tt_tt_1,USA,R,55000000,2.35,0
197,119,447,RZA,87768,0,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,USA,R,32000000,2.35,12000
93,107,535,Aimee Garcia,21506,0,http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1,South Korea,PG-13,35000000,2.35,0
15,110,179,Nancy Travis,5176,3,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,USA,PG,30000000,1.85,350
260,100,7000,Olivia Wilde,60596,4,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,13000
18,75,826,Frank Welker,5600,0,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,USA,G,32000000,1.33,643
70,132,876,Vanessa Redgrave,8039,2,http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1,USA,R,32000000,2.35,625
183,105,308,Beau Bridges,21481,2,http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1,USA,R,32000000,1.66,559
12,93,239,Rollo Weeks,3088,4,http://www.imdb.com/title/tt0306892/?ref_=fn_tt_tt_1,USA,PG,32000000,2.35,290
261,289,3000,Marlon Brando,450676,1,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,USA,R,31500000,2.35,19000
167,102,472,Kelli Garner,50523,0,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,USA,R,32000000,2.35,0
42,143,320,Olympia Dukakis,30230,1,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,USA,PG,6500000,2.35,0
130,113,24,Jordi Mollà,17319,2,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1,UK,R,31500000,2.35,0
66,161,184,Michael Gough,52339,0,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,USA,PG,31000000,1.85,0
449,138,874,Bruce Greenwood,264047,0,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,USA,R,31000000,2.35,64000
121,126,177,Lois Chiles,69534,2,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,UK,PG,34000000,2.35,0
536,99,670,Tom Wilkinson,475518,0,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,USA,R,25000000,1.37,149000
135,101,442,Mika Boorem,30339,1,http://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1,USA,PG-13,31000000,2.35,0
74,103,125,Peter Jason,50389,0,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,USA,PG-13,31000000,1.85,0
168,118,617,Andre Braugher,81866,0,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,USA,PG-13,31000000,2.35,0
464,116,322,Kate McKinnon,69790,4,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,USA,PG-13,144000000,2.35,62000
204,99,816,Norman Reedus,66123,4,http://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1,USA,R,31000000,2.35,28000
96,105,482,Rene Russo,62986,4,http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1,USA,R,30250000,1.85,0
223,113,90,Chita Rivera,172080,0,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,USA,PG-13,45000000,1.85,0
112,93,781,Adam Sandler,161858,0,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,USA,PG-13,34200000,1.85,0
142,108,1000,Shannon Elizabeth,200260,0,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
166,74,802,John Ratzenberger,623757,1,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,USA,G,30000000,1.85,0
114,116,780,Alan Ruck,260981,0,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,USA,R,25000000,2.35,0
214,104,281,Lucas Bryant,145852,0,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,32000
126,106,946,Brendan Fraser,14281,2,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,USA,PG,31000000,1.85,0
157,120,1000,Denzel Washington,160776,1,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,USA,PG,30000000,2.35,0
104,135,495,Jeffrey Jones,143696,1,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,USA,PG,30000000,2.35,0
304,132,898,David Oyelowo,87665,0,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,41000
191,92,936,Stephen Root,185338,0,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,USA,PG-13,20000000,2.35,0
55,99,436,Raul Julia,96607,0,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,USA,PG-13,38000000,1.85,5000
59,90,460,Bob Gunton,160321,0,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
108,111,529,Hector Elizondo,94049,2,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,USA,G,37000000,1.85,0
50,103,452,Elizabeth Berkley,31817,3,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,USA,PG,26000000,1.85,0
216,127,360,Brad Pitt,1023511,0,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,USA,R,33000000,2.35,39000
472,112,107,Jed Brophy,531737,0,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,South Africa,R,30000000,1.85,22000
89,87,217,Bill Fagerbakke,58906,0,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,USA,PG,30000000,1.85,0
229,138,262,Spencer Treat Clark,338415,0,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,USA,R,25000000,2.35,12000
268,132,567,Morgan Freeman,482064,1,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,14000
145,103,636,Chazz Palminteri,123940,2,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
177,123,545,Kevin Connolly,396396,0,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,USA,PG-13,29000000,2.35,57000
175,111,71,Bern Cohen,124501,1,http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
131,102,635,Vanessa Williams,31760,2,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,USA,G,30000000,1.85,0
41,78,786,Casey Kasem,8146,0,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,Germany,G,30000000,1.85,181
30,132,252,Blythe Danner,12549,1,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,883
57,133,918,Brad Pitt,112175,2,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,11000
391,108,940,Anna Kendrick,270238,0,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,USA,R,25000000,1.85,19000
217,125,322,June Squibb,107557,1,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
452,98,7,Vincent Leclerc,184641,0,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,81000
589,119,502,Bruce Willis,428916,0,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,75000
61,87,560,Mark Addy,19079,1,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,602
79,91,204,Christine Cavanaugh,94435,0,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,Australia,G,30000000,1.85,5000
234,100,329,Steve Carell,34258,2,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
253,118,344,Jack McBrayer,217507,1,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
51,44,690,Aimee Teegarden,42746,1,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,USA,TV-14,,1.78,0
123,109,482,Tony Nappo,109894,3,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,USA,R,45000000,2.35,0
145,99,966,Amy Poehler,34079,2,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,0
65,114,545,Harry Connick Jr.,18973,1,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,0
152,89,545,Steve Howey,79094,2,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,USA,PG,30000000,1.85,0
94,95,246,Scott Adsit,37479,3,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,USA,PG-13,19000000,2.35,0
119,98,533,Judy Greer,122187,1,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,USA,PG-13,37000000,1.85,0
487,94,183,Audrey Fleurot,301149,1,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,Spain,PG-13,17000000,1.85,78000
121,85,691,Brendan Fraser,19547,0,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,Canada,PG,42000000,1.85,0
147,124,877,Ethan Suplee,198066,1,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,13000
85,131,362,John Savage,28942,0,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,USA,PG-13,55000000,2.35,0
98,107,643,Nichelle Nichols,43743,1,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,USA,PG,27800000,2.35,0
39,99,837,Robert Forster,15074,7,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,USA,PG,30000000,1.85,1000
43,83,348,Fred Ward,76850,5,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,1000
108,131,433,Alison Doody,68565,2,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,UK,PG,30000000,2.35,0
209,85,100,Geraldine McEwan,98160,0,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,UK,G,30000000,1.85,0
131,126,37,Harry Connick Jr.,167967,1,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,20000
73,102,521,Frankie Muniz,12570,0,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,USA,PG,,1.85,771
316,123,286,Alfie Allen,192930,1,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,UK,R,30000000,1.85,12000
159,105,22,Marcia DeBonis,74630,1,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,USA,PG,30000000,2.35,13000
63,125,237,Ken Takakura,39306,2,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,0
162,92,760,Larry David,25484,0,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,USA,PG,,1.85,13000
267,77,973,Christopher Lee,188785,1,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,USA,PG,40000000,1.85,0
95,118,543,Austin Nichols,34910,1,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,USA,PG,,2.35,0
478,121,219,Bernardo Saracino,196217,2,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,USA,R,30000000,2.39,59000
305,124,424,50 Cent,147128,0,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,44000
397,99,828,Alison Lohman,158354,0,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,11000
214,112,1000,Michiel Huisman,93767,1,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,USA,PG-13,25000000,2.35,34000
82,111,1000,Robert Duvall,43378,1,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,USA,PG,30000000,1.85,0
138,107,357,Stephen Boss,47297,0,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,16000
69,104,64,Mika Boorem,26066,3,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,0
253,113,77,Christian Stolte,186977,1,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,USA,PG-13,38000000,1.85,13000
304,113,63,Mark Rendall,138435,0,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,USA,R,32000000,2.35,0
634,95,751,Bradley Whitford,277172,0,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,66000
