num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,genres,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
,93,228,134,Jaime Zevallos,Comedy|Drama|Romance,1,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,,English,USA,1500000,2015,228,7.6,,132
234,101,0,721,Dee Wallace,Drama|Fantasy|Horror|Thriller,1,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,166,English,USA,2500000,2012,725,5.1,2.35,15000
166,107,3,28,Bruce Hopkins,Comedy|Horror|Mystery,3,http://www.imdb.com/title/tt3504048/?ref_=fn_tt_tt_1,83,English,New Zealand,350000,2014,46,6.8,2.35,10000
56,20,21,0,Jon Hunter,Documentary,0,http://www.imdb.com/title/tt0473107/?ref_=fn_tt_tt_1,70,English,USA,1500000,2005,0,6.8,1.85,0
16,87,0,108,Sarah Lind,Drama|Fantasy|Romance,2,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,10,English,Canada,1500000,2005,134,6.8,,193
9,98,11,636,Michael Rapaport,Comedy|Drama,2,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,7,English,USA,1500000,2013,975,6.3,1.89,283
18,112,34,71,Joe Armstrong,Comedy|Drama,2,http://www.imdb.com/title/tt2017486/?ref_=fn_tt_tt_1,13,English,Romania,5000000,2014,98,7.1,2.35,0
4,82,65,146,Amber Marshall,Sci-Fi,0,http://www.imdb.com/title/tt3626436/?ref_=fn_tt_tt_1,10,English,Canada,1500000,2014,265,2.8,,236
,102,5,259,Jake Busey,Comedy|Drama|Family,,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,1,English,USA,2000000,2015,660,8.2,1.85,232
6,97,764,492,Johnny Messner,Action|Crime|Thriller,3,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,18,English,USA,1500000,2015,522,3.1,2.35,402
387,130,188,1000,Robert Duvall,Action|Crime|Mystery|Thriller,2,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448,English,USA,60000000,2012,3000,7.0,2.35,38000
35,101,37,56,Balthazar Getty,Drama|Horror|Mystery|Thriller,1,http://www.imdb.com/title/tt3526286/?ref_=fn_tt_tt_1,42,English,USA,1500000,2015,418,3.3,,750
27,93,9,485,Glen Powell,Action|Horror|Thriller,,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1,2,English,USA,2000000,2015,571,3.6,,135
145,83,0,31,Billy Gilbert,Animation|Family|Fantasy|Musical,1,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,204,English,USA,2000000,1937,47,7.7,1.37,0
78,106,33,3,Mercedes Morán,Drama,0,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,37,Spanish,Argentina,1400000,2004,5,6.7,1.85,57
10,113,74,387,Woody Strode,Western,2,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,41,English,UK,1455000,1968,423,5.5,2.35,209
60,94,87,37,Gabriel Beristain,Adventure|Comedy|Horror,0,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,63,English,UK,1400000,2004,70,6.6,1.85,400
9,101,20,256,Christina Moore,Drama,,http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1,8,English,USA,2000000,2016,301,4.8,2.35,724
63,99,10,295,Adam DiMarco,Horror|Thriller,0,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,33,English,Canada,3150000,2014,382,5.5,2.35,969
92,76,412,3,Léa Drucker,Crime|Romance|Thriller,0,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,16,French,France,,2014,4,6.3,1.33,389
4,91,58,69,Jonathan Mangum,Horror|Thriller,0,http://www.imdb.com/title/tt0464054/?ref_=fn_tt_tt_1,6,English,USA,1400000,2014,147,6.9,,223
53,105,7,356,Cesar Romero,Adventure|Comedy|Family,1,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,155,English,USA,1377800,1966,370,6.5,1.85,0
116,120,0,452,Jason Flemyng,Comedy|Crime,1,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523,English,UK,960000,1998,1000,8.2,1.85,21000
,105,0,467,Bruce McGill,Western,0,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,2,English,USA,1250000,1982,655,7.1,,32
13,120,,,Michael Douglas,Action|Crime|Drama|Mystery,0,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,13,English,USA,,,0,7.3,4.0,533
98,105,346,141,Paprika Steen,Drama,1,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,258,Danish,Denmark,1300000,1998,278,8.1,1.33,5000
43,95,12000,636,Debi Mazar,Comedy|Drama,1,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,65,English,USA,1300000,1996,680,7.2,1.85,872
15,135,5,5,Kieu Chinh,Drama,2,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,19,Vietnamese,USA,1592000,2006,24,7.4,1.85,100
14,105,7,548,Karen Allen,Drama,2,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,38,English,USA,1300000,1999,783,6.5,1.85,117
56,83,5,98,Thure Lindhardt,Comedy|Horror,0,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,10,English,Canada,1500000,2012,197,5.7,,932
79,111,17,652,Miko Hughes,Action|Crime|Drama|Thriller,1,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127,English,USA,60000000,1998,969,6.1,2.35,0
8,60,,109,Tucker Smallwood,Drama|Sci-Fi,0,http://www.imdb.com/title/tt0112173/?ref_=fn_tt_tt_1,79,English,USA,5000000,,121,7.7,1.33,963
16,135,135,0,Aziz Muradillayev,Action|Biography|Drama|History,1,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,24,English,Kyrgyzstan,1400000,2014,0,8.7,2.35,0
18,88,4,13,Lenore Zann,Action|Sci-Fi,0,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,46,English,Canada,1750000,1985,23,4.3,1.85,220
35,87,4,624,Adam Goldberg,Comedy,1,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,53,English,USA,1000000,2003,1000,6.2,1.85,3000
5,97,0,40,Uday Chopra,Comedy|Musical|Romance,2,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,24,English,India,1500000,2005,145,3.3,2.35,66
16,82,19,134,Bryan Callen,Comedy,3,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,42,English,USA,1300000,2010,460,2.7,1.85,0
24,103,0,511,Chloe Bridges,Horror|Romance|Thriller,1,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,38,English,USA,1300000,2009,516,5.2,2.35,969
144,130,13000,333,Joan Fontaine,Drama|Film-Noir|Mystery|Thriller,2,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,276,English,USA,1288000,1940,991,8.2,1.37,0
242,87,49,59,Adrienne King,Horror|Mystery|Thriller,0,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,394,English,USA,1250000,1981,121,6.1,1.85,0
97,101,0,66,Jane Wyman,Drama|Film-Noir,4,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,136,English,USA,1250000,1945,160,8.0,1.37,0
77,96,4,132,John Heard,Horror|Sci-Fi,0,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,88,English,USA,1250000,1984,697,5.5,1.85,0
16,80,8,183,Jenni Rivera,Drama|Music,1,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,English,USA,427000,2012,245,5.7,2.35,0
7,87,11,397,Omar Benson Miller,Animation,0,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,3,English,USA,15000000,2011,418,3.7,1.78,381
74,92,83,48,Jean Peters,Crime|Film-Noir|Thriller,0,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,116,English,USA,1250000,1953,79,7.1,1.37,1000
74,118,673,137,Walter Pidgeon,Drama|Family,5,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,124,English,USA,1250000,1941,176,7.8,1.37,0
19,27,,201,Riley Keough,Drama,0,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,17,English,USA,,,691,7.3,,632
46,123,0,161,Elvis Nolasco,Comedy|Romance|Thriller,0,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,9,English,USA,1420000,2014,372,4.1,2.35,447
58,100,0,65,Laura San Giacomo,Drama,2,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,95,English,USA,1200000,1989,531,7.2,1.85,2000
287,103,0,651,Monica Potter,Horror|Mystery|Thriller,0,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509,English,USA,1200000,2004,878,7.7,1.85,0
100,100,422,422,Daniel von Bargen,Comedy|Crime|Mystery,0,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,333,English,USA,1200000,2001,577,7.1,1.85,0
5,99,4,434,Harry Lennix,Action|Romance|Thriller,6,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,1,English,USA,1300000,2014,748,7.6,1.85,221
50,89,0,3,Vera Wilson,Comedy|Drama,0,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,2,Spanish,Mexico,1300000,2013,24,7.0,,407
276,104,301,71,Jon Hamm,Drama|Sci-Fi|Thriller,0,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,English,USA,80000000,2008,4000,5.5,2.35,0
137,114,300,73,Randeep Hooda,Comedy|Drama|Romance,0,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,Hindi,India,7000000,2001,209,7.4,1.85,0
122,111,50,612,Rory Culkin,Drama,0,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,231,English,USA,1200000,2000,710,7.7,1.85,756
73,99,13000,232,John Forsythe,Comedy|Mystery|Romance,0,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,150,English,USA,1200000,1955,255,7.2,1.5,0
202,110,118,1000,Morgan Freeman,Crime|Drama|Mystery|Thriller,3,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,English,Germany,27000000,2006,11000,7.8,2.35,10000
99,85,91,849,Clea DuVall,Comedy|Drama,1,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186,English,USA,1200000,1999,1000,6.6,1.85,0
10,113,29,449,Drew Waters,Drama|Sport,2,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,32,English,USA,1200000,2013,848,6.0,2.35,0
173,99,16000,455,Steve Buscemi,Crime|Drama|Thriller,0,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,English,USA,1200000,1992,12000,8.4,2.35,19000
7,83,9,51,Nigel Bruce,Drama|Family|Fantasy,1,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,25,English,USA,,1940,62,6.5,1.37,548
181,142,0,24,Luigi Pistilli,Western,3,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,780,Italian,Italy,1200000,1966,34,8.9,2.35,20000
111,112,9,4,Regina Casé,Comedy|Drama,1,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,26,Portuguese,Brazil,4000000,2015,9,7.9,2.35,0
38,108,14,274,Marshall Allman,Comedy|Drama,0,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,89,English,USA,1200000,2012,330,6.0,1.85,0
12,88,0,3,Coyote Shivers,Comedy|Music,0,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,4,English,USA,1200000,2001,44,6.1,1.78,27
23,97,4,,,Documentary,0,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,10,English,Canada,1200000,2011,,7.4,,5000
17,85,0,924,Sarah Silverman,Comedy|Documentary,10,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,2,English,USA,1200000,2007,931,6.2,,87
9,103,0,24,Johnny Amaro,Drama,1,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,16,French,France,1500000,2011,29,5.6,1.78,754
1,110,0,0,Antonio Arrué,Comedy|Drama,3,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,1,Spanish,USA,1200000,2013,2,7.2,,75
51,88,4,95,Scott Adsit,Adventure|Comedy|Drama,1,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,38,English,USA,,2003,316,6.1,1.85,480
14,76,0,227,Denise Boutte,Comedy,6,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,35,English,USA,,2008,295,3.8,1.85,636
24,100,345,94,David Niven,Action|Adventure|Romance|War,3,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,52,English,USA,1200000,1936,490,7.1,1.37,204
18,99,0,5,Kristin Booth,Thriller,2,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,11,English,Canada,1200000,2011,134,4.5,,161
22,84,0,63,Victor Zinck Jr.,Action|Horror|Mystery|Thriller,0,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,51,English,Canada,1200000,2012,91,3.8,,238
9,91,38,117,Jacob Vargas,Adventure|Comedy|Sport,0,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,70,English,USA,2600000,1993,399,6.2,1.85,0
30,97,282,148,Cleavon Little,Action|Comedy,1,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,27,English,USA,1200000,1970,434,6.6,1.85,477
9,84,2,475,Sabrina Carmichael,Horror,0,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,7,English,USA,1200000,2015,500,4.6,,479
7,100,0,312,Deirdre Lorenz,Horror,1,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,2,English,USA,1200000,2015,350,4.2,,242
91,94,6,804,Dane Cook,Comedy,3,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236,English,USA,3000000,2005,1000,6.8,1.85,0
99,90,222,68,Gary Stretch,Crime|Drama|Thriller,0,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,English,UK,695393,2004,404,7.7,1.85,0
2,,,206,John Jarratt,Drama|Horror|Thriller,0,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,6,English,Australia,,,457,7.1,2.0,954
57,92,155,147,Clu Gulager,Action|Drama|Horror|Thriller,0,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,37,English,USA,1100000,1987,426,5.9,1.85,241
12,105,0,,,Documentary|Drama,0,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,8,English,USA,,2002,,4.7,1.33,51
58,73,126,3,CindyMarie Small,Comedy|Horror|Musical,1,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,32,English,Canada,1600000,2002,4,7.0,1.85,131
5,116,12,25,Frank Rautenbach,Drama,2,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,36,Zulu,South Africa,10000000,2006,48,6.9,1.85,0
97,110,22,48,Marilyn Norry,Sci-Fi|Thriller,1,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,82,English,Canada,1100000,2010,95,6.1,2.35,0
481,102,338,60,Yayan Ruhian,Action|Crime|Thriller,0,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,316,Indonesian,Indonesia,1100000,2011,342,7.6,1.85,51000
17,89,252,252,Vernon Wells,Action|Horror|Sci-Fi,1,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,15,English,USA,1100000,2010,745,3.0,1.85,444
9,76,0,0,Anella Vastola,Horror,0,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,10,English,Italy,1100000,2013,0,2.6,2.35,200
242,82,345,269,Claude Rains,Drama|Romance|War,4,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,1123,English,USA,950000,1942,607,8.6,1.37,23000
95,89,0,5,Rosie Traynor,Drama|Horror|Mystery|Thriller,0,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,85,English,Australia,1400000,2008,5,6.1,1.85,0
14,150,6,20,Shazahn Padamsee,Comedy|Drama,1,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,35,Hindi,India,,2009,22,7.5,,773
87,89,136,42,Ron Rifkin,Drama|Sci-Fi,1,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,199,English,USA,1000000,1972,184,6.7,1.85,0
141,145,80,794,Burgess Meredith,Drama|Sport,0,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,542,English,USA,960000,1976,1000,8.1,1.33,0
16,91,2,9,Brady Corbet,Drama,1,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,2,English,Norway,1100000,2014,287,4.9,2.35,234
212,89,0,606,Hal Holbrook,Fantasy|Horror,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,English,USA,1000000,1980,826,6.8,2.35,7000
30,121,62,69,Susannah York,Adventure|Comedy|History,1,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,56,English,UK,1000000,1963,269,6.8,1.37,328
270,83,6,142,Renee Olstead,Horror|Mystery|Thriller,0,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,309,English,USA,1000000,2014,305,5.7,1.85,13000
211,110,17000,595,Albert Brooks,Crime|Drama,1,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,881,English,USA,1300000,1976,745,8.3,1.85,35000
161,91,287,725,Robert Picardo,Horror,0,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,195,English,USA,1000000,1981,823,6.6,1.85,0
184,110,92,177,Jack Lord,Action|Adventure|Thriller,4,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,389,English,UK,1100000,1962,275,7.3,1.37,5000
270,86,18,300,Ingrid Bolsø Berdal,Horror|Mystery|Sci-Fi|Thriller,0,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,271,English,USA,1000000,2012,466,5.0,1.85,24000
203,86,385,100,Ashley Laurence,Fantasy|Horror,0,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,335,English,UK,1000000,1987,209,7.0,1.85,0
29,120,18,295,Robin Givens,Drama,11,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,102,English,USA,5000000,2016,420,3.4,2.35,0
137,90,65,683,Gary Cole,Drama|Horror|Mystery|Thriller,0,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,220,English,USA,1000000,2005,989,5.9,2.35,816
107,99,2,3,Naomi Nishida,Action|Adventure|Drama|Sci-Fi|Thriller,0,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,Japanese,Japan,1000000000,1999,3,6.0,2.35,339
377,112,310,616,Mike Vogel,Drama|Romance,0,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,English,USA,3500000,2010,2000,7.4,1.66,25000
169,103,2,226,Felicity Huffman,Adventure|Comedy|Drama,2,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,230,English,USA,1000000,2005,508,7.4,1.85,0
225,83,19,128,Claudiu Trandafir,Horror,0,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,290,English,USA,1000000,2012,169,4.2,1.85,12000
101,109,199,44,Cynthia Myers,Comedy|Drama|Music,8,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,137,English,USA,900000,1970,46,6.2,2.35,0
39,89,0,102,Neville Brand,Drama|Romance|Western,1,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,36,English,USA,1000000,1956,110,6.2,2.35,365
372,96,49,,Al Gore,Documentary,0,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,504,English,USA,,2006,68,7.5,1.85,0
40,109,23,88,Richard Jaeckel,Action|Drama|Romance|War,0,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,69,English,USA,1000000,1949,102,7.2,1.37,624
129,122,17000,184,Keith Richards,Biography|Documentary|Music,0,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,67,English,USA,,2008,426,7.2,1.85,0
285,100,0,389,Richard Burgi,Adventure|Horror,0,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,164,English,USA,6000000,2013,550,5.4,2.35,12000
29,109,0,30,Alex Lawther,Drama|Family|Romance,0,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,5,English,UK,1100000,2015,47,7.0,1.85,75
337,95,20,365,Adam Arkin,Biography|Comedy|Drama|Romance,3,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,126,English,USA,1000000,2012,374,7.2,1.85,11000
120,94,11,2,Eric Schlosser,Documentary,0,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,183,English,USA,,2008,3,7.9,1.78,37000
40,107,10,245,Robert Amaya,Drama,1,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,82,English,USA,,2011,264,6.8,,0
38,104,122,458,Callie Thorne,Comedy|Drama|Romance,1,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86,English,USA,1000000,1998,472,6.7,1.85,392
387,96,655,973,Jennifer Garner,Comedy|Drama|Romance,0,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,English,USA,7500000,2007,3000,7.5,1.85,10000
185,93,7,180,Boyd Holbrook,Comedy|Drama,2,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,79,English,USA,,2014,439,6.8,2.35,0
348,102,46,287,Julia Garner,Drama|Mystery|Thriller,0,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,186,English,USA,,2011,300,6.9,2.35,0
155,84,9,313,Jenny Slate,Comedy|Drama,1,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73,English,USA,,2014,457,6.8,2.35,0
181,97,33,229,Michael O'Keefe,Crime|Drama,1,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93,English,USA,1000000,2008,238,7.2,1.85,0
149,91,9,13,Lou Adler,Documentary|Music,0,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,80,English,USA,1000000,2013,19,7.4,1.78,14000
54,84,56,13,Natasha Gregson Wagner,Comedy|Drama,3,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,102,English,USA,1000000,1997,104,5.6,1.85,387
18,86,132,584,Anne Heche,Comedy|Drama|Romance,2,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,32,English,UK,1000000,1996,695,6.8,1.85,227
122,91,11,121,Mark Addy,Comedy|Drama|Music,3,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174,English,UK,3500000,1997,891,7.2,1.85,0
87,92,2,5,Phyllis Diller,Documentary,0,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,155,English,USA,1000000,2006,659,7.7,1.75,0
51,94,112,428,Nia Long,Comedy|Drama|Romance|Sport,1,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,120,English,USA,1000000,2000,826,7.0,2.35,671
260,92,152,124,Ossie Davis,Comedy|Fantasy|Mystery,2,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,366,English,USA,1000000,2002,282,7.2,1.85,0
218,103,11,543,Dylan Minnette,Adventure|Comedy|Family|Fantasy|Horror,4,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,English,USA,58000000,2015,1000,6.4,2.35,35000
16,100,12,6,Saul Williams,Drama,0,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51,English,USA,1000000,1998,38,7.2,1.85,603
