num_critic_for_reviews,duration,actor_2_name,gross,actor_1_name,movie_title,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
297,108,Allison Tolman,43771291,Busy Philipps,The Gift ,1,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,English,USA,R,5000000,2015,562,7.1,15000
41,115,Jessica Lindsey,44456509,Eugenio Derbez,Instructions Not Included ,1,father daughter relationship,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,Spanish,Mexico,PG-13,5000000,2013,89,7.6,14000
248,96,Brendon Eggertsen,53884821,Matt Shively,Paranormal Activity 4 ,0,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,English,USA,R,5000000,2012,119,4.6,26000
42,135,Jean Simmons,36000000,Richard Burton,The Robe ,1,box office hit|crucifixion|nightmare|palestine|robe,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,English,USA,Unrated,5000000,1953,422,6.8,0
33,113,Herbert Lom,,Burt Kwouk,The Return of the Pink Panther ,0,clouseau|diamond|panther|pink|pink panther,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,English,UK,G,5000000,1975,278,7.1,620
91,93,Tom Arnold,34872293,Johnny Depp,Freddy's Dead: The Final Nightmare ,0,dark comedy|dream|freddy krueger|nightmare|serial murder,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,English,USA,R,8500000,1991,618,4.9,963
185,109,Bruce Dern,34468224,Charlize Theron,Monster ,2,beach|female criminal|hooker|lesbian|prostitute,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,English,USA,R,4500000,2003,844,7.3,0
69,127,Robert J. Wilke,,James Mason,"20,000 Leagues Under the Sea ",0,captain|expedition|sea|submarine|whale,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,USA,Approved,5000000,1954,53,7.2,0
220,101,Gloria Sandoval,32453345,Richard Cabral,Paranormal Activity: The Marked Ones ,0,apartment|blood|demonic possession|neighbor|pentagram,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,English,USA,R,5000000,2014,358,5.0,10000
117,124,Anne Bancroft,,Anthony Hopkins,The Elephant Man ,1,curiosity|exploitation|freak|hospital|physical deformity,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,English,USA,PG,5000000,1980,754,8.2,9000
471,117,Jennifer Garner,27296514,Matthew McConaughey,Dallas Buyers Club ,0,drugs|fda|gay community|hiv|homophobia,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,English,USA,R,5000000,2013,3000,8.0,65000
152,83,Mark Duplass,25799043,Olivia Wilde,The Lazarus Effect ,0,electrocuted|experiment|hell|serum|university,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,English,USA,PG-13,3300000,2015,830,5.2,0
274,113,Thomas Lennon,25530884,Callum Rennie,Memento ,0,flashback|memory|murder|short term memory|telephone,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,English,USA,R,9000000,2000,651,8.5,40000
336,104,Rory Cochrane,27689474,James Lafferty,Oculus ,0,home office|mirror|released from a mental hospital|trauma|video camera,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,English,USA,R,5000000,2013,407,6.5,23000
174,97,Jason Mewes,24138847,Ethan Suplee,Clerks II ,3,fast food|fast food restaurant|new jersey|quick stop|restaurant,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,English,USA,R,5000000,2006,898,7.4,0
151,110,Gary Lewis,21994911,Julie Walters,Billy Elliot ,0,audition|ballet|boxing|miner|miners strike,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,English,UK,R,5000000,2000,203,7.7,0
276,103,Liam James,21501098,Steve Carell,The Way Way Back ,1,awkward boy|shy kid|summer|vacation|water park,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2013,468,7.4,22000
12,94,Tisha Campbell-Martin,19281235,William Schallert,House Party 2 ,0,college|misogyny|money|new friend|party,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,English,USA,R,5000000,1991,413,5.1,232
18,102,Jack Thompson,,Tony Bonner,The Man from Snowy River ,0,australia|brumby|ranch|stallion|twin,http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1,English,Australia,PG,3500000,1982,155,7.3,0
28,77,Constance Shulman,19421271,Frank Welker,Doug's 1st Movie ,1,dance|friend|monster|reference to batman|valentine,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,English,USA,G,5000000,1999,804,5.0,122
95,134,Todd Allen,20733485,John Beasley,The Apostle ,1,church|louisiana|minister|preacher|texas,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,1997,130,7.2,1000
74,129,Xander Berkeley,,Faye Dunaway,Mommie Dearest ,1,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,English,USA,R,5000000,1981,485,6.7,0
179,90,Adam Scott,24809547,Zooey Deschanel,Our Idiot Brother ,1,art model|farmer|jail|nude model|three sisters,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,English,USA,R,5000000,2011,3000,6.4,11000
125,134,Tony Curran,19097994,William Hurt,Race ,0,1930s|athlete|nazi germany|olympics|track and field,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,English,Canada,PG-13,,2016,845,7.1,0
22,104,Monica Calhoun,23031390,Bernie Mac,The Players Club ,9,catfight|dominatrix|rape|spanking|stripper,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,English,USA,R,4500000,1998,597,5.6,575
92,95,Andrew Keegan,16017403,Mekhi Phifer,O ,2,basketball|basketball player|boarding school|love|shakespeare's othello,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,English,USA,R,5000000,2001,835,6.2,0
196,93,Edwin Hodge,21197315,Ben Feldman,"As Above, So Below ",0,archeologist|catacomb|found footage|paris france|philosopher's stone,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,English,USA,R,5000000,2014,200,6.1,14000
9,106,Cameron Mills,17382982,Boris Kodjoe,Addicted ,0,adultery|attraction|lust|obsession|temptation,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,Spanish,USA,R,5000000,2014,694,5.2,0
31,109,Lynn Whitfield,14821531,Jurnee Smollett-Bell,Eve's Bayou ,2,doctor|louisiana|secret|title directed by female|witchcraft,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,English,USA,R,6000000,1997,434,7.3,599
309,101,Hunter Parrish,18656400,Kristen Stewart,Still Alice ,1,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2014,2000,7.5,45000
15,139,Peter Ustinov,,Gene Tierney,The Egyptian ,0,afterlife|egypt|pharaoh|princess|pyramid,http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1,English,USA,Approved,5000000,1954,440,6.6,376
36,99,Lindsay Wagner,,Sylvester Stallone,Nighthawks ,2,bomb|new york city|partner|shooting|terrorist,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,English,USA,R,5000000,1981,970,6.4,0
129,100,Peter Mark Richman,14343976,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,0,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,English,USA,R,5000000,1989,120,4.5,1000
168,95,Louis Mandylor,241437427,Nia Vardalos,My Big Fat Greek Wedding ,3,baptism|greek|greek restaurant|prejudice|travel agency,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,English,USA,PG,5000000,2002,312,6.6,5000
444,94,Heather Morris,14123773,James Franco,Spring Breakers ,4,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,English,USA,R,5000000,2012,892,5.3,25000
123,93,Kim Darby,15126948,Donald Pleasence,Halloween: The Curse of Michael Myers ,0,halloween|michael myers|nudity|returning character with different actor|slasher flick,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,English,USA,R,5000000,1995,152,4.9,0
173,106,Daniel Giménez Cacho,13622333,Maribel Verdú,Y Tu Mamá También ,1,beach|cleaning a swimming pool|male male kiss|mexico|on the road,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,Spanish,Mexico,R,2000000,2001,43,7.7,0
246,99,Dylan Moran,13464388,Peter Serafinowicz,Shaun of the Dead ,6,british horror|pub|record collection|zombie|zombie apocalypse,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,English,UK,R,4000000,2004,427,8.0,19000
74,82,Randy Wayne,13350177,Jessica Lowndes,The Haunting of Molly Hartley ,5,18th birthday|birthday|community center|resurrection|teenager,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2008,984,3.8,562
68,135,Clifton James,13269963,Matthew McConaughey,Lone Star ,2,father son relationship|interracial relationship|neo western|sheriff|texas,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,English,USA,R,5000000,1996,189,7.6,0
144,88,Kathleen Kinmont,17768000,Donald Pleasence,Halloween 4: The Return of Michael Myers ,0,halloween|michael myers|murder|niece|october,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,English,USA,R,5000000,1988,120,5.9,0
96,89,Deborah Foreman,12947763,Thomas F. Wilson,April Fool's Day ,0,april fool's day|island|mansion|psycho|secret,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,English,USA,R,5000000,1986,190,6.2,0
42,110,Daniel Stern,14100000,Steve Guttenberg,Diner ,6,baltimore colts|diner|marriage|salesman|wedding,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,English,USA,R,5000000,1982,796,7.2,0
29,107,William Sanderson,12200000,David Carradine,Lone Wolf McQuade ,0,drugs|martial arts|texas|texas ranger|weapon,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,English,USA,PG,5000000,1983,400,6.3,0
228,86,Ryan Robbins,17683670,Warren Christie,Apollo 18 ,0,cosmonaut|footprint|found footage|moon|secret mission,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2011,270,5.2,0
195,91,Mary Lynn Rajskub,12055108,Clifton Collins Jr.,Sunshine Cleaning ,0,business|crime scene cleanup|private school|school|sister sister relationship,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,English,USA,R,8000000,2008,934,6.9,0
203,103,Claire Geare,27285953,Sterling Jerins,No Escape ,0,asia|fictional country|hotel|rebellion|revolution,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,English,USA,R,5000000,2015,78,6.8,16000
44,90,John Amos,,Vanna Bonta,The Beastmaster ,0,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,English,USA,PG,8000000,1982,982,6.2,0
14,141,George Sanders,,Gina Lollobrigida,Solomon and Sheba ,2,king|pharaoh|queen|queen of sheba|tribe,http://www.imdb.com/title/tt0053290/?ref_=fn_tt_tt_1,English,USA,,5000000,1959,333,6.2,270
59,92,Mike Epps,11675178,Fred Willard,Fifty Shades of Black ,4,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,English,USA,R,5000000,2016,706,3.5,11000
45,99,Jenifer Lewis,10572742,Eddie Cibrian,Not Easily Broken ,1,african american protagonist|based on novel|title spoken by character,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,English,USA,PG-13,8000000,2009,578,6.1,738
42,79,Helen Hayes,,Gary Cooper,A Farewell to Arms ,1,1910s|ambulance driver|italy|lake|nurse,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,English,USA,Unrated,800000,1932,164,6.6,213
12,96,Brandy Norwood,9658370,Donald Faison,The Perfect Match ,6,,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,English,USA,R,5000000,2016,509,4.5,740
29,82,Colleen O'Shaughnessey,9628751,Lara Jill Miller,Digimon: The Movie ,0,based on video game|box office hit|computer|digimon|internet,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,English,USA,PG,5000000,2000,45,5.9,207
121,92,Patrick Fugit,8786715,Macaulay Culkin,Saved! ,5,christian|jewish|pastor|school|virginity,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2004,835,6.9,0
135,112,Stéphane Rousseau,3432342,Marie-Josée Croze,The Barbarian Invasions ,2,cancer|dying|friend|money|socialist,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,French,Canada,R,6000000,2003,28,7.7,0
27,106,Denholm Elliott,,Robert Shaw,Robin and Marian ,10,crusades|friar|robin hood|sheriff|sheriff of nottingham,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,English,USA,PG,5000000,1976,249,6.6,672
56,90,Kerr Smith,6755271,Brendan Fehr,The Forsaken ,4,flashing breasts|hitchhiker|vampire|vampire hunter|virus,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,English,USA,R,5000000,2001,591,5.3,327
22,126,Carl Weathers,,Harrison Ford,Force 10 from Navarone ,2,colonel|mission|partisan|spy|traitor,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,English,UK,PG,5000000,1978,794,6.3,729
59,150,Gedde Watanabe,6157157,Fran Drescher,UHF ,1,gambling|imagination|television|television station|tv show,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,1989,448,7.0,0
61,90,Joel David Moore,6088249,Linda Cardellini,Grandma's Boy ,0,co worker|game tester|loss of virginity|roommate|snack,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,English,USA,R,,2006,936,7.0,0
60,91,Kevin Corrigan,5480318,Natasha Lyonne,Slums of Beverly Hills ,0,flatulence|menstrual blood|nomad|nursing school|title directed by female,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,English,USA,R,5000000,1998,778,6.6,462
164,145,Woody Strode,,Claudia Cardinale,Once Upon a Time in the West ,1,gang|gun|harmonica|killing|woman in bathtub,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,English,Italy,PG-13,5000000,1968,423,8.6,10000
81,95,Faizon Love,5308707,Jon Favreau,Made ,2,friendship|loudmouth|money laundering|new york city|stripper,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,English,USA,R,5000000,2001,585,6.4,393
415,97,Matt Berry,5009677,Kevin Spacey,Moon ,0,computer|contract|earth|moon|solitude,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,English,UK,R,5000000,2009,572,7.9,47000
43,90,Jami Gertz,4328294,Miranda Cosgrove,Keeping Up with the Steins ,0,bar mitzvah|carried in a chair|hebrew|party|rite of passage,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,English,USA,PG-13,,2006,847,5.4,249
7,41,Guillaume Denaiffe,4074023,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World ,0,3d|imax|plesiosaur|sea|water,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,English,UK,,5000000,2010,0,6.9,89
120,112,Sarah Polley,4306697,Bruce Greenwood,The Sweet Hereafter ,0,anger|bus|child|lawyer|school,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,English,Canada,R,5000000,1997,900,7.7,920
195,122,Michael Lonsdale,3950029,Lambert Wilson,Of Gods and Men ,0,catholic church|community|monastery|monk|terrorist,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,French,France,PG-13,4000000,2010,135,7.2,0
109,110,Freddy Rodríguez,4040588,Alan Rickman,Bottle Shock ,0,airport|california|flat tire|overalls|wine,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2008,579,6.8,0
21,87,Tim Thomerson,,Cassandra Peterson,Jekyll and Hyde... Together Again ,0,breasts growing|coors light|drugs|hospital|spinning in grave,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,English,USA,R,5000000,1982,162,6.2,323
93,108,Jed Brophy,3049135,Kate Winslet,Heavenly Creatures ,2,fantasy life|friend|friendship|love|teenage crush,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,English,New Zealand,R,5000000,1994,433,7.4,0
12,121,Bobby Batson,4700361,Hayden Christensen,90 Minutes in Heaven ,0,heaven|hospital|praying|pronounced dead|recovery,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2015,849,4.6,0
155,97,Scott Takeda,2711210,Will Ferrell,Everything Must Go ,1,alcoholic|beer|bicycle|new neighbor|yard sale,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,English,USA,R,5000000,2010,981,6.4,0
81,116,Ryan O'Neal,1980338,Kim Dickens,Zero Effect ,2,blackmail|client|private detective|private investigator|tycoon,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,English,USA,R,5000000,1998,385,7.0,507
204,94,Jennifer Jason Leigh,1082044,Christian Bale,The Machinist ,0,alienation|conscience|insomnia|paranoia|urban gothic,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,English,Spain,R,5000000,2004,1000,7.7,21000
19,103,Jane Adams,1100000,Dana Delany,Light Sleeper ,0,bare breasts|drugs|existentialism|new york city|redemption,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,English,USA,R,5000000,1992,280,6.8,247
163,112,Paz Vega,2445646,Jeremy Renner,Kill the Messenger ,1,based on true story|cia|cocaine|journalist|smear campaign,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,English,USA,R,5000000,2014,963,7.0,13000
248,91,Jon Tenney,2221809,Dianne Wiest,Rabbit Hole ,0,car|comic book|comic book artist|iphone|memory,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2010,289,7.0,0
39,98,Mia Kirshner,296665,Macaulay Culkin,Party Monster ,1,drug dealer|drugs|gay|homosexual|party,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,English,USA,R,5000000,2003,971,6.3,0
322,95,Mark Webber,3219029,Alia Shawkat,Green Room ,0,murder|neo nazi|punk band|skinhead|suspense,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,English,USA,R,5000000,2015,442,7.1,10000
50,88,Tim Russ,,Liza Minnelli,The Oh in Ohio ,0,marriage|orgasm|school|sex|swimming,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,English,USA,R,5000000,2006,625,5.6,255
12,99,Greg Germann,830210,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,0,box office flop|critically bashed|economy|individual versus society|rescue,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,2014,435,4.4,0
83,91,Darryl Cox,1040879,Andrew Wilson,Bottle Rocket ,0,caper|escapade|motel|robbery|texas,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,English,USA,R,7000000,1996,96,7.1,0
37,97,Joe Mantegna,326308,Viggo Mortensen,Albino Alligator ,3,bar|box office flop|hostage|new orleans louisiana|police,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,English,USA,R,5000000,1996,1000,6.1,225
16,136,Bhoomika Chawla,240425,Akshaye Khanna,"Gandhi, My Father ",0,africa|hindu|india|muslim|south africa,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,Hindi,India,,,2007,45,7.4,133
121,118,Megan Ambuhl Graner,228830,Jeffrey Frost,Standard Operating Procedure ,0,abu ghraib|abuse|prison|slow motion|torture,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,English,USA,R,,2008,0,7.5,489
24,94,Don Gordon,,Raymond Burr,Out of the Blue ,1,explosion|hitchhiking|punk|trauma|truck driver,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,English,Canada,R,2200000,1980,59,7.2,274
324,89,Tyler Labine,223615,Katrina Bowden,Tucker and Dale vs Evil ,1,cabin|chainsaw|college kid|hillbilly|vacation,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,English,Canada,R,,2010,779,7.6,49000
27,90,Ellen Burstyn,124720,Adam Scott,"Lovely, Still ",0,christmas|fable|old man,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,English,USA,PG,5000000,2008,1000,7.3,777
9,95,Paul Fix,,Judith Anderson,Tycoon ,1,engineer|ethics|mountain|railroad|south america,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,English,USA,Approved,3209000,1947,116,6.2,44
