duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,content_rating,title_year,movie_facebook_likes
118,0,551,Michael Jeter,10562387,Adventure|Comedy|Drama,Ellen Barkin,0,american dream|convertible|drugs|journalist|lawyer,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,R,1998,15000
100,0,985,Tina Fey,18439082,Comedy|Fantasy|Romance,Martin Starr,3,genetics|heaven|lie|screenwriter|truth,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,PG-13,2009,13000
97,89,329,Carla Gallo,150056505,Comedy,Ike Barinholtz,3,broken leg|friendship|jewish|topless female nudity|urination,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,R,2014,21000
114,55,360,Amy Yasbeck,119938730,Action|Comedy|Crime|Fantasy,Reg E. Cathey,0,bank|bank clerk|gangster|loki|mask,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,PG-13,1994,0
130,545,697,Jon Lovitz,114968774,Comedy|Drama|Family|Fantasy|Romance,John Heard,1,friend|job|new york city|toy|wish,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,PG,1988,0
82,119,6,Ken Davitian,128505958,Comedy,Chester,1,california|city|kazakhstan|travel|tv reporter,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,R,2006,0
96,126,584,Raquel Welch,95001351,Comedy|Romance,Alanna Ubach,1,blonde|harvard|law|law school|sorority,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,PG-13,2001,0
105,12000,643,Nichelle Nichols,76400000,Action|Adventure|Sci-Fi,Walter Koenig,1,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,PG,1984,0
122,301,457,Colm Feore,75072454,Drama|Horror|Thriller,JR Bourne,0,death|demonic possession|exorcism|lawyer|priest,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,PG-13,2005,0
88,31,489,Eddie Griffin,65535067,Comedy|Romance,Bree Turner,1,aquarium|fish|fish tank|gigolo|norwegian,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,R,1999,0
110,179,734,Lea Thompson,13998282,Action|Drama|Fantasy|Mystery|Thriller,Quinton Aaron,1,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,PG-13,2014,31000
103,15,172,Paul Schneider,6061759,Comedy|Drama|Romance,Tyrone Giordano,0,christmas|cruelty|ring|secret|tension,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,PG-13,2005,0
106,8,521,Sean Patrick Thomas,64955956,Comedy|Drama,Kenan Thompson,4,barbecue|barbershop|blaxploitation|marriage|politics,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,PG-13,2004,265
98,72,566,Tony Cox,60057639,Comedy|Crime|Drama,Alex Borstein,2,bartender|christmas|christmas eve|department store|drink,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,R,2003,10000
68,116,481,Charles Napier,53868030,Comedy|Crime,Robert Wagner,2,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,PG-13,1997,0
94,52,261,Louis Mandylor,59573085,Comedy|Family|Romance,Joey Fatone,10,family restaurant|greek|remarriage|suburb|wedding,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,PG-13,2016,19000
99,42,557,Rachael Harris,52691009,Comedy|Family,Fran Kranz,2,brother|middle school|no opening credits|photograph|school,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,PG,2011,0
107,323,794,Bill Duke,59735548,Action|Horror|Sci-Fi,Carl Weathers,1,box office hit|commando|death of friend|jungle|severed arm,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,R,1987,13000
180,869,521,F. Murray Abraham,51600000,Biography|Drama|History|Music,Tom Hulce,0,1800s|classical composer|composer|first person narration|opera,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,R,1984,16000
89,29,458,Scott Porter,43818159,Horror|Mystery,Collins Pennie,0,friend|hotel|killer|murder|prom,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,PG-13,2008,1000
97,70,625,Amy Poehler,86049418,Comedy,Neil Flynn,4,bully|clique|high school|high school girl|secret,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,PG-13,2004,0
113,22,148,Lindsay Duncan,43601508,Comedy|Drama|Romance,Mario Monicelli,1,author|book|vacation|villa|writer,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,PG-13,2003,0
131,500,555,Bob Balaban,41300105,Drama|Mystery,Tom Hollander,0,country house|murder|producer|servant|shooting party,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,R,2001,0
44,,650,Melinda Clarke,,Comedy|Drama|Romance,Tate Donovan,8,california|lawyer|love|orange county california|wealth,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,TV-PG,,0
103,0,805,Kathleen Turner,41382841,Comedy|Drama|Fantasy|Romance,Joan Allen,0,alternate history|alternate timeline|divorce|high school|reunion,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,PG-13,1986,0
119,0,529,Naomi Watts,42335698,Comedy|Drama|Romance,Merritt Wever,8,actor|artist|broadway play|replacement|stage,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,R,2014,114000
98,11000,218,Charlie Tahan,33404871,Drama,Andrew Dice Clay,1,congenital liar|mental breakdown|self deception|snob|talking to oneself,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,PG-13,2013,36000
111,521,64,David Alan Basche,31471430,Drama|History|Thriller,Susan Blommaert,0,flight|passenger|plane|september 11 2001|terrorist,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,R,2006,0
94,23,582,Mekhi Phifer,30222640,Drama|Music|Romance,Romeo Miller,2,choreographer|dance|dancer|dancing|hip hop,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,PG-13,2003,0
122,380,2000,Morgan Freeman,26830000,Drama|History|War,Matthew Broderick,3,army|black soldier|military uniform|prejudice|u.s. civil war,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,R,1989,0
81,8,341,Barry Bostwick,26906039,Action|Comedy,Nicollette Sheridan,2,1990s|dentist|hit with a door|martial arts|museum,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,PG-13,1996,588
89,0,606,Hal Holbrook,21378000,Fantasy|Horror,Janet Leigh,0,california|fog|leper|lighthouse|ship,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,R,1980,7000
106,80,723,Chris Brochu,43853424,Biography|Drama|Family|Sport,Craig T. Nelson,1,christian|christian film|shark|surfer|surfing,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,PG,2011,15000
122,0,191,Bob Balaban,,Comedy|Drama|War,Martin Balsam,0,catch 22|friend|insanity|kneed in the groin|military,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,R,1970,0
86,62,59,Celia Weston,23993605,Comedy|Crime|Drama,Dan Bakkedahl,1,male pubic hair|mall|police detective|pubic hair|security guard,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,R,2009,0
103,130,406,Olivia d'Abo,26400000,Action|Adventure|Fantasy,Grace Jones,1,gods|princess|queen|rescue|wizard,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,PG,1984,2000
121,17000,356,Cathy Moriarty,45250,Biography|Drama|Sport,Frank Vincent,1,boxing|domestic violence|hot temper|jealousy|rage,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,R,1980,0
109,7,827,Sasha Alexander,22927390,Drama|Romance,Frances Conroy,0,florist|motivational speaker|self help guru|seminar|widower,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,PG-13,2009,0
109,272,124,Roger Ashton-Griffiths,4250320,Adventure|Fantasy|Mystery|Thriller,Freddie Jones,1,cult|death|delusion|girl|sherlock holmes,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,PG-13,1985,0
123,64,637,Kay Panabaker,22452209,Comedy|Drama|Musical|Romance,Megan Mullally,0,new york|performing arts|school|student|teacher,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,PG,2009,0
94,0,223,Treat Williams,18329466,Adventure|Biography|Drama|Thriller,Kate Burton,0,alone|aron ralston|based on autobiography|canyon|survival,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,R,2010,63000
94,11000,975,Jon Lovitz,17071230,Comedy|Crime,Michael Rapaport,0,apartment building|crook|new york city|three word title|written and directed by cast member,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,PG,2000,812
115,13,111,Susan May Pratt,17174870,Drama|Music|Romance,Ethan Stiefel,2,ballet|dance|dancer|dancing|love,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,PG-13,2000,0
107,24,85,Alex Borstein,26284475,Comedy,Timothée Chalamet,13,christmas|family dinner|husband wife conflict|husband wife kiss|large family,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,PG-13,2015,0
91,38,362,Corbin Bleu,16702864,Comedy|Crime,Kevin G. Schmidt,0,caper|computer genius|dog|heist|security chief,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,PG,2004,591
125,34,1000,Hayden Christensen,15561627,Drama,Kristin Scott Thomas,0,cancer|construction|house|house construction|neighbor,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,R,2001,0
122,0,816,Michael Fassbender,17750583,Biography|Drama,Michael Stuhlbarg,0,apple computer|box office flop|computer|dialogue driven|father daughter relationship,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,R,2015,23000
102,0,529,Marie Avgeropoulos,14793904,Comedy|Romance,Shawn Roberts,1,cheerleader|party|popular girl|speech|valedictorian,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,PG-13,2009,0
90,44,729,Ari Graynor,15281286,Comedy|Drama|Romance,Fred Willard,2,alter ego|boarding school|love|masturbation|teen movie,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,R,2009,0
98,28,102,Richard Farnsworth,8000000,Action|Adventure|Western,Michael Horse,0,ambush|hero|masked hero|outlaw|texas ranger,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,PG,1981,346
109,128,1000,Jamie Lee Curtis,13491653,Drama|Thriller,Mark Margolis,0,canal|panama|president|spy|tailor,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,R,2001,813
107,0,101,Dennis Franz,,Mystery|Thriller,John McMartin,0,conspiracy|political conspiracy|recording|sound|truth,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,R,1981,2000
90,31,179,Paul Freeman,10494494,Action|Crime|Thriller,Bruce Payne,1,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,PG-13,2013,4000
112,0,177,Kate Burton,7837632,Drama,Henry Czerny,0,ice|ice storm|storm|thanksgiving|virgin,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,R,1997,0
94,0,197,Annie Parisse,15155772,Comedy|Drama|Romance,Frankie Valli,2,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,PG-13,2014,3000
105,6,371,Shelley Long,8508843,Adventure|Comedy,Kellie Martin,1,beverly hills hotel|divorce|girl|troop|wilderness,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,PG,1989,0
104,109,202,Shaun Evans,7739049,Comedy|Drama|Romance,Juliet Stevenson,2,diva|marriage|open marriage|revenge|social climber,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,R,2004,562
112,213,45,Karen Young,6734844,Drama|Romance,Kim Chan,0,blindfolded woman|control|male dominance|sex game|sex in public,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,R,1986,0
108,25,94,Ralph Richardson,6000000,Action|Adventure|Fantasy,Albert Salmi,0,apprentice|dragon|king|kingdom|wizard,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,PG,1981,0
112,97,231,Kerry Condon,6615578,Biography|Drama|Romance,Anne-Marie Duff,2,countess|leo tolstoy|russian|wealth|writing,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,R,2009,0
127,13000,940,Bill Murray,5887457,Biography|Comedy|Drama,Martin Landau,1,1950s|director|friend|friendship|transvestism,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,R,1994,0
111,655,405,Kate Winslet,13362308,Drama,Brooke Smith,1,baseball|baseball practice|escaped convict|neighbor|tied to a chair,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,PG-13,2013,0
126,44,9,Khulan Chuluun,5701643,Adventure|Biography|Drama|History|War,Honglei Sun,0,epic|genghis khan|one word title|slave|starving,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,R,2007,0
114,0,1000,Gerard Butler,5694401,Action|Crime|Thriller,Tom Wilkinson,4,accountant|finger gun|homosexual|killed in an elevator|painting,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,R,2008,12000
99,379,251,Michael Beck,5333658,Action|Sci-Fi,Henry Silva,2,dictator|electronic music score|one word title|secret headquarters|soldier,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,PG,1982,0
150,0,401,Brian Blessed,4414535,Drama,Richard Briers,0,classic literature|denmark|funeral|madness|prince,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,PG-13,1996,0
117,78,238,Suzie Steen,4806750,Biography|Drama|Music|Romance,Aden Young,0,ballet|beijing|dancer|love|village,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,PG,2009,0
112,337,201,Sam Shepard,3707794,Adventure|Drama|Sci-Fi|Thriller,Paul Sparks,0,cult|father son relationship|gas station|on the run|supernatural ability,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,PG-13,2016,0
108,11000,922,Stockard Channing,3203044,Comedy|Romance,Fisher Stevens,2,love at first sight|new york city|sex|teacher|writer,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,R,2003,827
116,6,212,Colin Firth,4435083,Biography|Drama|Romance|War,Sam Reid,2,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,R,2013,18000
60,,405,Dylan Walsh,,Drama|Mystery,Dallas Roberts,1,hyperthymesia|new york city|police,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,,,0
144,0,16,Burghart Klaußner,2222647,Drama|Mystery,Leonie Benesch,0,children|doctor|mysterious event|pastor|small village,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,R,2009,0
92,662,161,Anna Harr,,Horror,James Cullen Bressack,0,,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,,2016,378
93,28,415,Randy Quaid,3500000,Action|Horror|Romance|Sci-Fi|Thriller,Nick Cassavetes,2,arizona|death|gang|police|sheriff,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,R,1986,0
103,154,576,Meat Loaf,676698,Crime|Drama|Mystery|Thriller,Anthony LaPaglia,0,male in shower|murder|neighbor neighbor relationship|remote control car|sex scene,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,R,2002,2000
93,190,151,Mackenzie Gray,3419967,Music,Lars Ulrich,0,headbanger|metallica|roadie|song in title|standing on the roof of a car,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,R,2013,19000
98,34,394,Brad Renfro,,Crime|Drama|Thriller,Lou Taylor Pucci,1,breasts|female nudity|male pubic hair|pubic hair|sex scene,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,R,2008,1000
334,,30,Nora von Waldstätten,145118,Biography|Crime|Drama|Thriller,Katharina Schüttler,0,opec|pubic hair|revolutionary|terrorism|true crime,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,Not Rated,,0
114,157,32,Simón Andreu,,Thriller,Shawn Yue,0,gangster|hong kong|missing person|missing son|serial killer,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,Not Rated,2009,342
121,0,353,Joaquim de Almeida,229311,Action|Drama|History|Romance|War|Western,Mark Moses,2,american|battalion|catholic|mexican|sergeant,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,R,1999,271
87,0,83,John Amplas,,Horror,Joseph Pilato,1,bunker|experiment|military|research|scientist,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,Unrated,1985,3000
92,55,757,Rebecca De Mornay,,Action|Crime|Drama|Thriller,Amanda Schull,1,conspiracy|female scientist|mugging|police detective|tattoo,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,R,2016,0
105,2,69,Catherine McCormack,63260,Action|Animation|Sci-Fi|Thriller,Kevork Malikyan,0,future|kidnapping|missing file|paris france|year 2054,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,R,2006,0
90,78,720,Landon Liboiron,,Drama|Western,Michael Wincott,1,,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,R,2015,0
89,130,183,Brigitte Nielsen,,Action|Adventure|Fantasy,Sandahl Bergman,1,cult film|psychotronic|sword and sorcery|talisman|warrior,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,PG-13,1985,0
114,89,920,Toby Jones,,Drama|Horror|Mystery|Thriller,Craig Roberts,2,fraud|physicist|psychic|skeptic|tailing,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,R,2012,10000
119,99,778,Joe Lo Truglio,121463226,Comedy,Kevin Corrigan,2,black comedy|bromance|party|school|teen comedy,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,R,2007,0
103,0,543,Keshia Knight Pulliam,90485233,Comedy|Crime|Drama,Derek Luke,0,adaptation directed by original author|cross dressing|madea series|remake|sequel,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,PG-13,2009,804
91,512,413,Jennifer Hale,,Action|Horror,Stephen McHattie,2,bar|female nudity|murder|small town|werewolf,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,R,2014,0
98,209,129,Mari Koda,58006147,Drama|Music|Musical|Romance,Luis Rosado,2,audition|dance|kissing in the rain|student|subway,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,PG-13,2008,0
80,19,854,Chazz Palminteri,51053787,Action|Animation|Comedy|Crime|Family,Jim Belushi,1,animal|axe|red riding hood|wolf|woodsman,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,PG,2005,0
121,83,242,Sophie Okonedo,23472900,Drama|History|War,Hakeem Kae-Kazim,1,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,PG-13,2004,12000
94,87,280,Dougray Scott,39687528,Action|Crime|Drama|Thriller,Ulrich Thomsen,1,hitman|impersonation|see through dress|topless female nudity|woman on top,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,R,2007,0
93,148,170,Mary J. Blige,7017178,Drama|Family|Music|Musical,Vondie Curtis-Hall,5,based on stage musical|based on the bible|christmas|color in title|nativity,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,PG,2013,0
93,32,1000,50 Cent,,Action|Thriller,Jessica Lowndes,4,assassin|fight|mechanic|rescue|rival,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,R,2014,0
116,0,50,Shawn Andrews,325491,Crime|Drama|Thriller,Rob Campbell,0,bag over head|buddhist temple|loss of friend|male bonding|nightclub,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,R,2002,204
101,448,83,Elaine Cassidy,96471845,Fantasy|Horror|Thriller,Eric Sykes,0,curtain|haunting|mansion|mute|xeroderma pigmentosum,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,PG-13,2001,20000
154,0,604,Carrie Henn,85200000,Action|Adventure|Sci-Fi,Jenette Goldstein,1,alien|human versus alien|monster|rescue mission|space marine,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,R,1986,18000
170,165,244,Rex Harrison,72000000,Drama|Family|Musical|Romance,Theodore Bikel,1,colonel|flower girl|professor|street|wager,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,Approved,1964,0
99,13,681,Sarah Michelle Gellar,72219395,Horror|Mystery|Thriller,Anne Heche,1,beach|corpse|fourth of july|overalls|revenge,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,R,1997,0
104,42,613,Damon Wayans Jr.,82389560,Comedy,James D'Arcy,1,friendship between men|impersonating a police officer|mobster|party|police officer,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,R,2014,14000
126,729,284,Patrick Gallagher,71502303,Adventure|Comedy|Drama|Romance,M.C. Gainey,0,actor|california|teacher|wine|writer,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,R,2004,0
110,422,422,Owain Yeoman,19179969,Comedy,Jay Chandrasekhar,2,beer|competition|germany|oktoberfest|prostitute,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,R,2006,0
101,0,598,Donald Pleasence,47000000,Horror|Thriller,P.J. Soles,0,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,R,1978,12000
80,611,576,Tony Chiu Wai Leung,84961,Action|Adventure|History,Maggie Cheung,4,china|flying|king|palace|sword,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,PG-13,2002,0
87,9,503,Molly Shannon,37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,Kevin Nealon,1,dog|friend|neighborhood|planet|star,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,PG,2003,309
123,92,849,Sanaa Lathan,70492685,Comedy|Drama,Eddie Cibrian,5,childbirth|christmas|gay slur|infidelity|punched in the nose,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,R,2013,7000
109,248,968,Common,35635046,Action|Crime|Drama|Thriller,Alex Rocco,0,casino|fbi|mafia|mob hit|sniper,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,R,2006,3000
90,52,298,Gina Holden,45670855,Horror|Mystery,Betsy Russell,0,blood splatter|self help guru|sequel|support group|survivor,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,R,2010,12000
96,36,486,Vinessa Shaw,37939782,Comedy|Romance,Paulo Costanzo,0,female on male rape|lent|male rear nudity|masturbation|sex,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,R,2002,2000
125,364,1000,Olivia Wilde,172051787,Action|Adventure|Sci-Fi,James Frain,0,arcade|bridge|disappearance|escape|warrior,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,PG,2010,30000
82,12,281,Chris Kattan,30324946,Comedy|Music|Romance,Dan Hedaya,2,1990s|bar|car accident|nightclub|whipped cream,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,PG-13,1998,0
86,33,583,Mary-Kate Olsen,27854896,Drama|Fantasy|Romance,Erik Knudsen,1,love|maid|newscaster|student|tutor,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,PG-13,2011,16000
108,192,580,Greg Nicotero,41777564,Horror,Vinessa Shaw,0,desert|horror movie remake|murder of family|rape|slasher,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,R,2006,0
98,39,428,Jenna Boyd,22734486,Comedy,Mary McCormack,1,dental braces|dental headgear|former child star|panties|white panties,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,PG-13,2003,320
129,51,89,Valente Rodriguez,44469602,Biography|Drama|Sport,Diana Maria Riva,0,coach|high school|place name in title|school|student,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,PG,2015,21000
99,17,826,Loretta Devine,24708699,Comedy,Shad Moss,7,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,PG-13,2010,0
105,49,104,Adam Boyer,21160089,Comedy|Crime|Drama|Music|Romance,Malika,0,high school|rollerskating rink|spelman college|twin|voice over narration,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,PG-13,2006,874
112,36,746,Hana Mae Lee,64998368,Comedy|Music|Romance,Ben Platt,4,a cappella|competition|dj|female protagonist|lesbian,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,PG-13,2012,36000
108,19,505,Brian Dennehy,19693891,Comedy|Drama|Romance|Sport,Bruce Davison,2,baseball|baseball player|night|rivalry|summer,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,PG-13,2001,476
121,0,244,Bridget Fonda,16311763,Crime|Drama|Thriller,Chelcie Ross,1,bag of money|found money|minnesota|screenplay adapted by author|snow,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,R,1998,0
89,11,973,Ethan Embry,12693621,Horror|Mystery|Thriller,Marc Blucas,0,darkness|friend|kiss|nightmare|suicide,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,PG-13,2002,814
89,0,323,Larry the Cable Guy,15655665,Comedy|Romance,Megyn Price,2,diner|food poisoning|health inspector|restaurant|undercover,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,PG-13,2006,110
73,11,142,Kevin Clash,11634458,Adventure|Comedy|Family|Fantasy|Musical,Caroll Spinney,0,based on tv series|blanket|box office flop|rescue|sesame street,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,G,1999,339
132,847,625,Lili Taylor,27154426,Crime|Drama|Thriller,Armando Riesco,1,catholic|corrupt cop|new york city|police detective|police officer killed,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,R,2009,4000
154,117,86,David Niven,,Action|Adventure|Drama|History|War,John Ireland,3,ambassador|boxer rebellion|china|colonialism|peking china,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,Unrated,1963,419
96,201,58,Elizabeth Blackmore,54239856,Horror,Ellen Sandweiss,0,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,R,2013,70000
98,80,399,Harland Williams,8662318,Comedy|Romance,Rachel Dratch,1,greece|greek|tour bus|tour guide|tourist,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,PG-13,2009,0
107,80,841,Dennis Quaid,7156725,Comedy|Music,Chris Klein,6,chief of staff|contest|president|singing|terrorist,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,PG-13,2006,300
134,22,488,Margot Kidder,15681020,Action|Adventure|Family|Sci-Fi,William Hootkins,6,box office flop|dc comics|hair|nuclear disarmament|superman,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,PG,1987,1000
94,8,66,Clé Bennett,7070459,Drama,Conrad Coates,0,dance|dance contest|loss of sister|step dancing|teenager,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,PG-13,2007,238
122,47,834,Chazz Palminteri,6855137,Action|Crime|Drama|Thriller,Ivana Milicevic,2,adult child friendship|corrupt cop|fistfight|gangster|thug,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,R,2006,0
