duration,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,language,content_rating,title_year,imdb_score,aspect_ratio,movie_facebook_likes
96,20,5000,,Comedy|Drama|Romance|Sport,Bob Hoskins,2081,5535,Karl Collins,2,http://www.imdb.com/title/tt0120391/?ref_=fn_tt_tt_1,English,R,1997,7.1,1.85,224
129,256,25000,186354,Drama,Jeremy Irvine,1758,26176,Matt Craven,0,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,English,R,2015,4.5,2.35,0
60,543,780,,Comedy|Drama|Sci-Fi,Joe Morton,39559,4280,Salli Richardson-Whitfield,2,http://www.imdb.com/title/tt0796264/?ref_=fn_tt_tt_1,English,TV-14,,7.9,1.78,3000
93,24,532,55202,Animation|Comedy|Family|Romance,Saif Ali Khan,922,653,Javed Jaffrey,0,http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1,Hindi,PG,2008,5.3,2.35,39
100,267,584,,Crime|Drama,Vincent Pastore,508,1307,Chuck Zito,4,http://www.imdb.com/title/tt0338497/?ref_=fn_tt_tt_1,English,Not Rated,2003,5.4,1.85,61
97,395,589,549632,Adventure|Family|Fantasy,Alex Kendrick,1278,2522,Tiya Sircar,,http://www.imdb.com/title/tt1390539/?ref_=fn_tt_tt_1,English,PG,2013,4.8,2.35,715
94,89,10000,137945,Comedy|Drama|Musical|Romance,Anna Kendrick,6223,10869,Charly Bivona,7,http://www.imdb.com/title/tt2474024/?ref_=fn_tt_tt_1,English,PG-13,2014,5.9,2.35,0
95,399,529,17580,Drama,Merritt Wever,1268,2749,Paul Adelstein,3,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,English,,2009,6.2,1.85,195
97,163,787,,Horror|Romance|Sci-Fi,Melinda Clarke,10182,1362,Sarah Douglas,1,http://www.imdb.com/title/tt0107953/?ref_=fn_tt_tt_1,English,R,1993,5.9,1.85,810
92,1000,26000,12667,Drama|Romance,Jason Statham,19336,39518,Dane Cook,2,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,English,R,2005,6.6,2.35,0
96,85,363,198407,Drama,Brad William Henke,10282,774,Michelle Hurst,1,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,English,R,2006,6.6,1.85,474
85,455,985,13973532,Comedy|Crime,Martin Starr,11211,3065,Chris Penn,1,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,English,PG-13,2002,5.1,1.85,215
87,94,160,,Drama|Horror|Mystery|Sci-Fi|Thriller,Jordi Vilasuso,13279,776,Kaiwi Lyman-Mersereau,0,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1,English,Not Rated,2015,6.0,,0
91,418,13000,5824,Horror|Thriller,Michael Fassbender,57811,14561,Lorraine Stanley,1,http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1,English,R,2008,6.8,2.35,0
99,395,638,2843,Thriller,Frances Fisher,2895,2341,Marlene Forte,2,http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1,English,R,2013,5.4,1.78,604
88,161,513,,Action|Comedy|Fantasy|Horror,MyAnna Buring,17296,1593,Silvia Colloca,3,http://www.imdb.com/title/tt1020885/?ref_=fn_tt_tt_1,English,R,2009,5.2,2.35,0
119,12,29,4958,Action|Crime|Drama,Rapulana Seiphemo,9689,86,Robert Hobbs,2,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,English,R,2008,7.8,2.35,1000
99,268,766,,Crime|Drama|Thriller,Colin Salmon,2588,1650,Ian McNeice,1,http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1,English,R,2004,6.4,2.35,205
92,103,253,,Horror,Mackenzie Gray,40380,762,Ashleigh Gryzko,0,http://www.imdb.com/title/tt1703199/?ref_=fn_tt_tt_1,English,Not Rated,2011,6.1,1.78,0
86,47,121,,Comedy|Horror,Peter McQuinn,6585,322,Jemma Curran,0,http://www.imdb.com/title/tt2126362/?ref_=fn_tt_tt_1,English,R,2012,5.7,1.85,0
83,107,413,,Crime|Drama|Horror|Mystery|Thriller,Daniel Baldwin,9280,1149,Marc Macaulay,0,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,English,R,2010,5.5,2.35,0
81,8,674,,Documentary,Alice Cooper,7,712,Louis Walsh,0,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,English,,2015,7.4,,0
82,167,11000,,Comedy,Woody Allen,27646,11700,Louise Lasser,3,http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1,English,GP,1971,7.1,1.37,0
102,46,473,13220,Thriller,Paul Sheehan,289,892,Kathy Uyen,0,http://www.imdb.com/title/tt1734586/?ref_=fn_tt_tt_1,English,Not Rated,2012,3.9,,115
90,372,601,,Action|Crime|Drama|Thriller,Nicholas Gonzalez,355,2395,Ricardo Chavira,1,http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1,English,R,2007,4.6,2.35,44
30,424,685,,Comedy|Drama,Steven Weber,7646,1884,Amy Yasbeck,5,http://www.imdb.com/title/tt0098948/?ref_=fn_tt_tt_1,English,,,7.3,1.33,1000
92,18,1000,7927,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,19236,1055,Ted de Corsia,1,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,English,Not Rated,1947,7.7,1.37,0
88,332,633,,Horror|Thriller,Mircea Monroe,2701,2620,Robert Pine,0,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,English,R,2008,4.9,1.78,153
97,171,15000,,Crime|Drama,Jake Gyllenhaal,5182,15740,Mark Rolston,3,http://www.imdb.com/title/tt0165361/?ref_=fn_tt_tt_1,English,R,2002,6.3,2.35,912
96,722,2000,,Comedy|Crime|Drama,Noel Gugliemi,5732,3683,Matt Lucas,6,http://www.imdb.com/title/tt1272886/?ref_=fn_tt_tt_1,English,R,2012,6.1,1.85,0
87,424,34000,,Comedy,Sunil Narkar,4204,35796,Glenn Howerton,3,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,English,,2013,6.6,2.35,0
106,356,416,2436,Comedy|Fantasy|Musical|Sci-Fi,Kate Maberly,344,1611,Paul Williams,2,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,English,Not Rated,2012,5.7,2.35,655
107,322,594,4556,Comedy|Drama,Sally Hawkins,4478,2020,Peter Hermann,1,http://www.imdb.com/title/tt1462901/?ref_=fn_tt_tt_1,English,R,2013,5.6,,825
80,51,16000,,Horror|Mystery,Christopher Lee,952,16110,Karin Dor,0,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,German,M,1967,6.0,1.66,200
91,293,924,,Comedy|Drama,Jon Mack,3605,2654,Josh Meyers,3,http://www.imdb.com/title/tt2024506/?ref_=fn_tt_tt_1,English,R,2013,5.7,,0
99,137,907,,Comedy|Musical,Buster Keaton,6804,1807,Phil Silvers,0,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,English,Approved,1966,7.0,1.85,805
102,119,909,,Documentary,Michael Moore,2242,1674,Steve Earle,0,http://www.imdb.com/title/tt0850669/?ref_=fn_tt_tt_1,English,,2007,5.3,,69
108,894,10000,,Action|Adventure|History|Western,William McNamara,583,15707,Glenn Morshower,1,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1,English,PG-13,2011,4.4,,651
88,233,680,,Comedy|Horror,Trenton Rostedt,2348,1425,Dave Sheridan,0,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,English,R,2015,3.4,,0
89,618,2000,,Drama|Horror|Mystery|Thriller,Kevin Zegers,1040,4968,Tom Arnold,1,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1,English,,2015,4.5,,0
92,412,11000,,Thriller,Melissa Bolona,838,13583,James Chalke,0,http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1,English,Not Rated,2015,3.4,,728
99,223,18000,4600000,Crime|Drama,Keanu Reeves,11763,19649,Ione Skye,2,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,English,R,1986,7.1,1.85,0
103,482,548,1420578,Drama|Fantasy,Peter Coyote,4894,2389,Jon Gries,0,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,English,PG-13,2003,6.4,2.35,298
90,164,405,,Action|Thriller,Paul McGillion,2032,1204,David Lewis,2,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1,English,R,2015,5.2,1.78,620
95,263,16000,1028658,Drama|Mystery|Thriller,Ryan Reynolds,118684,17471,Erik Palladino,0,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,English,R,2010,7.0,2.35,24000
97,594,920,466702,Comedy|Drama|Romance,Craig Roberts,65877,3275,Sally Hawkins,1,http://www.imdb.com/title/tt1440292/?ref_=fn_tt_tt_1,English,R,2010,7.3,1.85,17000
108,5,161,,Documentary|Drama|History|News,Khalid Abdalla,6678,176,Aida Elkashef,0,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,Arabic,Not Rated,2013,8.1,1.85,0
95,164,533,18435,Drama,Karl E. Landler,1010,1082,Pierre Perrier,5,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,French,Unrated,2006,5.8,1.85,104
100,534,17000,35266619,Drama|Fantasy|Horror,Chloë Grace Moretz,108248,20051,Portia Doubleday,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,English,R,2013,5.9,2.35,39000
160,71,733,95236,Drama|Musical,Lauren Gottlieb,5018,1182,Prabhudheva,3,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,Hindi,Not Rated,2013,6.4,,1000
101,574,40000,26505000,Horror,Johnny Depp,149293,42918,Amanda Wyss,1,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,English,X,1984,7.5,1.85,10000
90,0,41,2957978,Biography|Crime|Documentary|History|Thriller,Paul McGill,40481,68,Jean-Louis Blondeau,0,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,English,PG-13,2008,7.8,1.85,0
86,3,42,,Drama,Siobhan Marshall,333,90,Rachel Nash,5,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,English,,2015,6.3,,213
89,585,628,444044,Drama,Logan Browning,744,4249,Faizon Love,6,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,English,R,2015,7.2,1.85,1000
87,308,463,40990055,Drama|Horror|Thriller,Caleb Landry Jones,41509,1958,Patrick Fabian,0,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,English,PG-13,2010,5.6,1.85,0
98,231,1000,1445366,Biography|Drama|Music,Kristin Scott Thomas,29019,2032,Anne-Marie Duff,1,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,English,R,2009,7.2,2.35,10000
125,114,10000,,Drama,Marlon Brando,78454,10570,Kim Hunter,0,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,English,PG,1951,8.0,1.37,5000
95,277,654,,Comedy,George C. Scott,342585,1991,Keenan Wynn,0,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,English,PG,1964,8.5,1.66,18000
118,67,201,5709616,Drama|Romance,Damián Alcázar,11088,546,Pedro Armendáriz Jr.,0,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,Spanish,R,2002,6.8,1.85,544
93,168,2000,12784397,Drama|Fantasy,Quvenzhané Wallis,70336,2658,Dwight Henry,0,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,English,PG-13,2012,7.3,1.85,31000
96,196,595,,Action|Sci-Fi,Roddy McDowall,22764,1432,Claude Akins,4,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,English,G,1973,5.5,2.35,511
109,280,767,3050934,Drama|Music,Aidan Quinn,2794,2187,Jane Adams,1,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,English,PG-13,2000,7.3,1.85,0
109,186,553,841206,Drama,Donna Murphy,2603,1439,Michael Chernus,0,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1,English,R,2011,6.3,1.85,952
155,61,141,,Comedy|Romance,Hansika Motwani,563,349,Brahmanandam,2,http://www.imdb.com/title/tt3566698/?ref_=fn_tt_tt_1,Tamil,,2015,5.1,,82
90,808,16000,638476,Comedy|Documentary,Quentin Tarantino,13223,32405,Donald Trump,1,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,English,PG-13,2011,6.6,,0
93,482,12000,,Comedy|Horror,Steve Buscemi,1435,14620,Jon Gries,0,http://www.imdb.com/title/tt0106792/?ref_=fn_tt_tt_1,English,PG-13,1993,6.1,1.78,266
108,0,0,505295,Adventure|Drama,Tshewang Dendup,1747,0,Sonam Kinga,0,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,Dzongkha,,2003,7.5,1.85,353
114,426,16000,,Western,Clint Eastwood,25472,18263,Alan Hale Jr.,3,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,English,M,1968,7.0,1.85,0
87,114,2000,,Crime|Drama|Film-Noir,Humphrey Bogart,1756,2831,Kim Hunter,0,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,English,,1952,7.2,1.37,169
113,491,647,,Horror|Thriller,George Newbern,6267,2439,Cas Anvar,0,http://www.imdb.com/title/tt0822858/?ref_=fn_tt_tt_1,English,R,2007,5.3,2.35,368
87,165,467,,Comedy|Horror|Thriller,Kimberley Crossman,13,1270,Bree Williamson,0,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,English,,2016,8.7,,8
90,91,433,,Action|Sci-Fi,Tom Everett Scott,761,984,Nicholas Carella,0,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,English,PG-13,2013,3.4,,566
111,685,761,,Comedy|Drama,Christian Keyes,686,4306,Tatyana Ali,13,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,English,Not Rated,2012,5.4,1.85,569
81,34,486,7267324,Crime|Drama,Moritz Bleibtreu,161471,623,Armin Rohde,1,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,German,R,1998,7.8,1.85,0
93,446,701,145540,Drama|Horror,James Duval,26773,2489,Nora Zehetner,1,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,English,R,2002,6.7,1.85,0
90,120,900,,Adventure|Family,Natasha Henstridge,840,1724,Erin Pitt,3,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,English,PG,2013,4.7,,326
112,11,86,,Horror,Matthew Alan,28,139,Circus-Szalewski,0,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,English,PG-13,2013,6.3,1.85,73
106,345,953,12589108,Adventure|Drama,America Ferrera,5526,2198,Kate del Castillo,1,http://www.imdb.com/title/tt0796307/?ref_=fn_tt_tt_1,Spanish,PG-13,2007,7.4,1.85,0
88,67,595,,Action|Sci-Fi,Roddy McDowall,23268,941,John Randolph,0,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,English,PG,1972,6.1,2.35,794
138,783,1000,35918429,Crime|Drama,Tom Wilkinson,32415,3970,Karen Allen,1,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,English,R,2001,7.5,2.35,951
105,374,635,92401,Horror|Thriller,Sarah Butler,56402,2423,Daniel Franzese,0,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,English,R,2010,6.3,2.35,17000
98,327,349,1943649,Comedy|Crime|Romance,Ally Walker,8697,2095,Jeremy Northam,3,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,English,PG-13,1999,6.3,1.85,374
86,34,680,992238,Drama|Romance,Paddy Considine,16349,763,Dean Andrews,0,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,English,R,2004,6.8,1.85,869
104,73,638,4231500,Drama|Romance,Nawazuddin Siddiqui,30479,822,Lillete Dubey,2,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,Hindi,PG,2013,7.8,2.35,16000
100,420,887,396035,Drama|Romance,Shirley Henderson,2725,2721,Stephanie Leonidas,0,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,English,R,2004,6.9,1.85,305
126,275,319,,Comedy|Drama|Romance,Jean Arthur,17799,1363,Lionel Barrymore,10,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,English,Approved,1938,8.0,1.37,0
118,426,862,,Drama|Romance|War,Montgomery Clift,33987,2247,Deborah Kerr,5,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,English,Not Rated,1953,7.8,1.37,0
103,89,281,,Western,Harry Carey Jr.,11920,955,Victor McLaglen,1,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,English,Unrated,1949,7.4,1.37,721
102,575,651,2507106,Drama|Music,Shawnee Smith,2561,3894,Anthony Reynolds,0,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,English,PG,2013,6.1,,0
84,249,489,6026908,Comedy|Drama,Eddie Griffin,536,2196,Marla Gibbs,0,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,English,R,1999,4.3,,43
,394,713,2592808,Crime|Drama|Thriller,Essence Atkins,548,3137,Tempestt Bledsoe,5,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,English,R,2010,3.5,2.35,588
95,0,227,1060591,Comedy|Drama|Romance,Yasmine Al Massri,9750,231,Nadine Labaki,0,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,Arabic,PG,2007,7.2,1.85,0
92,2,327,,Horror|Thriller,Stephen Rea,2621,380,Alejandro Furth,3,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,English,R,2014,4.7,2.35,844
90,27,53,155972,Comedy|Drama|Romance,Ohad Knoller,4702,137,Yousef 'Joe' Sweid,0,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,Hebrew,Unrated,2006,7.3,,0
113,324,11000,,Drama|Mystery|Thriller,Harrison Ford,74651,12157,Cindy Williams,2,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,English,PG,1974,7.9,1.37,6000
,45,421,129319,Romance,Annabelle Wallis,257,622,Bhoomika Chawla,4,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,English,,2005,5.1,,9
123,21,963,26893,Crime|Drama|Romance,Catherine Deneuve,4391,1694,Michel Bouquet,0,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,French,R,1969,7.2,2.35,278
111,127,2000,2580,Drama|Mystery,Judy Greer,1618,2564,Nicky Katt,2,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,English,R,2003,5.4,2.35,63
99,114,427,,Horror,Dustin Ingram,3313,992,Samuel Davis,0,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,English,Not Rated,2016,3.7,,2000
110,1000,3000,58885635,Action|Horror|Thriller,Ty Burrell,194426,10438,Mekhi Phifer,0,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,R,2004,7.4,2.35,7000
108,336,597,19067631,Comedy|Drama|Romance,Lew Temple,37714,1981,Eddie Jemison,1,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,English,PG-13,2007,7.1,1.85,0
92,49,633,11806119,Action|Biography|Drama|Sport,Bolo Yeung,57578,1168,Ken Siu,1,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,English,R,1988,6.8,1.85,0
120,248,607,,Comedy|Drama,Claude Rains,77392,1573,Thomas Mitchell,7,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,English,Not Rated,1939,8.2,1.37,0
91,82,3000,7417210,Drama,Rosario Dawson,59041,3310,Justin Pierce,1,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,English,,1995,7.0,1.85,0
88,18,436,7362100,Comedy|Drama,William Baldwin,60295,479,Owen Kline,0,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,English,R,2005,7.4,1.85,0
97,117,378,7022940,Comedy|Drama|Romance,Scott Cohen,14018,1173,Brian Stepanek,1,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,English,R,2001,6.7,1.85,682
95,3,9,190666,Comedy|Drama,Honglei Sun,2410,18,Dahong Ni,1,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,Mandarin,R,2009,5.7,2.35,784
90,354,260000,,Action,Matthew Ziff,246,261818,Sam Medina,5,http://www.imdb.com/title/tt3082898/?ref_=fn_tt_tt_1,,,2016,9.1,,0
95,82,472,,Film-Noir|Mystery|Romance|Thriller,Norman Lloyd,32927,896,Leo G. Carroll,1,http://www.imdb.com/title/tt0038109/?ref_=fn_tt_tt_1,English,Unrated,1945,7.6,1.37,0
103,900,991,5132222,Drama|Mystery|Romance,Bruce Greenwood,14112,2990,Sarah Polley,1,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,English,R,1994,7.2,1.85,619
110,642,1000,2365931,Comedy|Crime|Drama|Romance,Anjelica Huston,36657,4762,Jan-Michael Vincent,2,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,English,R,1998,7.5,1.85,0
103,588,852,53991137,Fantasy|Horror|Mystery|Thriller,Lin Shaye,202800,3030,Philip Friedman,1,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,English,PG-13,2010,6.8,2.35,60000
92,166,752,,Comedy|Crime|Sci-Fi|Thriller,Del Zamora,25332,1652,Miguel Sandoval,3,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,English,R,1984,6.9,1.85,0
114,7,827,1221261,Crime|Drama|Thriller,Ricardo Darín,38215,856,Leticia Brédice,0,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,Spanish,R,2000,7.9,1.85,0
101,0,0,2408553,Documentary|War,Ami Ayalon,4547,0,Yaakov Peri,3,http://www.imdb.com/title/tt2309788/?ref_=fn_tt_tt_1,Hebrew,PG-13,2012,7.6,1.85,0
112,42,552,712294,Drama,Beau Bridges,9408,859,Ryan McDonald,1,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,English,R,2005,6.7,1.66,608
104,690,801,3447339,Comedy|Romance,Donald Glover,29517,2667,Scott Porter,7,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,English,R,2013,5.8,1.78,0
99,164,902,418953,Crime|Drama|Thriller,Eric Stoltz,17322,1582,Jean-Hugues Anglade,0,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,English,R,1993,6.5,1.85,853
98,76,33000,406035,Drama,Ryan Gosling,30314,33441,Summer Phoenix,0,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,English,R,2001,7.2,1.66,0
107,442,947,402820,Drama|Romance,Michael Angarano,10896,2747,Tom Noonan,0,http://www.imdb.com/title/tt0453548/?ref_=fn_tt_tt_1,English,R,2007,6.9,2.35,415
93,56,393,,Action|Horror|Thriller,Ward G. Smith,95,792,Malone Thomas,1,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1,English,R,2014,5.5,2.35,307
100,83,210,373967,Horror|Mystery,Paul Guilfoyle,43839,469,Larry Fessenden,0,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,English,R,2001,6.5,2.35,0
80,423,813,194568,Comedy|Romance,Jessy Schram,2963,2179,Joey Slotnick,0,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,English,R,2006,6.2,1.85,0
94,616,1000,,Drama|Family,Dorian Missick,919,3288,Evan Ross,1,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,English,PG-13,2010,6.7,,0
93,488,936,,Comedy|Horror,Joel David Moore,23349,3668,Joel Murray,0,http://www.imdb.com/title/tt0422401/?ref_=fn_tt_tt_1,English,R,2006,5.7,1.85,0
87,8,309,163245,Comedy|Drama|Family,Paulette Goddard,143086,352,Fred Malatesta,1,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,English,G,1936,8.6,1.37,0
91,597,954,119841,Drama,Brian Dennehy,2419,3901,Bonnie Hunt,1,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,English,PG,2002,6.5,1.85,304
84,158,634,173066,Comedy|Fantasy,Ted Raimi,21379,1238,Timothy Patrick Quill,1,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,English,R,2007,6.3,1.85,0
90,424,890,92362,Comedy|Drama,Vivica A. Fox,444,3138,Garrett Morris,7,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,English,PG-13,2005,4.3,1.85,68
98,360,563,105943,Comedy,Jay Mohr,1351,2628,David Alan Grier,0,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,English,,2015,6.1,,212
108,121,826,,Drama|Music|Romance,Rip Torn,1134,1240,Darren E. Burrows,0,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,English,R,2005,6.0,1.85,216
124,7,38,183490,Drama|War,Brian Lee Franklin,463,60,Ronnie Lazaro,0,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,English,R,2010,5.8,,594
95,57,413,3478,Fantasy|Horror,Stephen McHattie,22212,721,Boyd Banks,0,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,English,Not Rated,2008,6.7,2.35,0
90,711,87000,52166,Drama,Jimmy Bennett,2792,89263,Matthew Lawrence,3,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,English,R,2008,6.7,2.35,371
93,134,310,,Comedy|Drama|Romance,Angela Sarafyan,7,771,Michael Elian,1,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,English,,2015,7.6,,132
101,721,1000,1163508,Drama|Fantasy|Horror|Thriller,Sid Haig,20376,5158,Michael Berryman,1,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,English,R,2012,5.1,2.35,15000
107,28,61,,Comedy|Horror|Mystery,Morgana O'Reilly,23323,165,Cameron Rhodes,3,http://www.imdb.com/title/tt3504048/?ref_=fn_tt_tt_1,English,Not Rated,2014,6.8,2.35,10000
20,0,0,,Documentary,Lee Scott,4120,0,Matt Hunter,0,http://www.imdb.com/title/tt0473107/?ref_=fn_tt_tt_1,English,Not Rated,2005,6.8,1.85,0
87,108,199,,Drama|Fantasy|Romance,Nicole Muñoz,1232,596,Kyla Wise,2,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,English,,2005,6.8,,193
98,636,979,,Comedy|Drama,Chazz Palminteri,291,4036,Paul Sorvino,2,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,English,R,2013,6.3,1.89,283
112,71,129,,Comedy|Drama,Monica Barladeanu,2841,588,Martin Hancock,2,http://www.imdb.com/title/tt2017486/?ref_=fn_tt_tt_1,English,Not Rated,2014,7.1,2.35,0
82,146,341,,Sci-Fi,Ashanti,459,967,John DeSantis,0,http://www.imdb.com/title/tt3626436/?ref_=fn_tt_tt_1,English,,2014,2.8,,236
102,259,3000,,Comedy|Drama|Family,Brighton Sharbino,108,4320,Tim Guinee,,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,English,PG-13,2015,8.2,1.85,232
97,492,835,,Action|Crime|Thriller,Katrina Law,735,2882,Michael Paré,3,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,English,,2015,3.1,2.35,402
130,1000,10000,80033643,Action|Crime|Mystery|Thriller,Tom Cruise,226583,16385,David Oyelowo,2,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,English,PG-13,2012,7.0,2.35,38000
