num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_imdb_link,country,aspect_ratio,movie_facebook_likes
84,179,1000,Comedy|Drama|Romance,Kristin Scott Thomas,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,UK,1.66,0
118,143,1000,Comedy|Drama,Jennifer Jason Leigh,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,USA,1.85,0
42,1000,232,Adventure|Drama,Royal Dano,http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1,USA,1.66,0
202,0,22000,Drama,Philip Seymour Hoffman,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,USA,2.35,0
5,,562,Crime|Drama,Dan Fogler,http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1,USA,16.0,2000
120,0,3000,Crime|Drama|Romance|Thriller,Christopher Meloni,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,USA,1.85,2000
234,0,1000,Drama,Ellen Burstyn,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,USA,1.37,38000
17,9,188,Musical|Romance,Dana Andrews,http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1,USA,1.37,501
35,98,341,Drama|Musical,Mía Maestro,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,Spain,2.0,539
48,0,854,Drama|History|Thriller|War,Jim Belushi,http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1,UK,1.85,1000
49,10,589,Comedy,Alex Kendrick,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,USA,2.35,0
283,219,15000,Drama|Sci-Fi|Thriller,Jake Gyllenhaal,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,USA,2.35,33000
16,5,274,Adventure|Comedy|Western,Jaime Camil,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,Mexico,2.35,0
54,4,25,Crime|Drama|Mystery,Jan Decleir,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,Netherlands,1.85,689
92,68,835,Comedy|Crime|Drama,Patrick Fugit,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,USA,1.85,3000
159,377,1000,Comedy|Drama,Rich Pecci,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,USA,1.85,0
202,0,717,Crime|Drama,Min-sik Choi,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,South Korea,2.35,4000
50,0,24,Biography|Drama|Music|Romance,Nicolas Giraud,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,France,1.85,0
54,0,26000,Comedy|Drama|Sport,Jason Statham,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,UK,1.85,0
98,143,155,Action|Crime|Thriller,Simon Yam,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,Hong Kong,2.35,528
92,3,820,Action|Adventure|Western,Sam Shepard,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,Spain,2.35,0
112,187,129,Crime|Drama,Oksana Akinshina,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,Sweden,1.85,0
138,0,14000,Drama|Horror|Mystery|Thriller,Liam Neeson,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,USA,2.35,7000
9,0,327,Drama|Thriller,Jimmy Shergill,http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1,India,,62
149,869,888,Drama,Scatman Crothers,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,USA,1.85,32000
5,358,19000,Comedy,Katherine McNamara,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,USA,1.78,224
39,0,898,Comedy|Romance,Sid Caesar,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,USA,1.85,629
39,6,85,Action|Drama|History|Thriller|War,Nimrat Kaur,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,India,2.35,10000
2,,662,Drama|Family,Zack Ward,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,Canada,1.33,0
29,249,2000,Action|Adventure,Michael Jai White,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,USA,,0
111,63,2000,Action|Crime|Drama,Hayley Atwell,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,UK,2.35,0
149,143,1000,Crime|Thriller,Ray Winstone,http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1,UK,2.35,0
90,79,309,Action|Crime|Drama|Thriller,Fabian Bolin,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,Sweden,2.35,0
149,51,446,Drama|Family,Keisha Castle-Hughes,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,New Zealand,2.35,0
12,12,464,Comedy|Drama,Vidya Balan,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,India,2.35,504
64,0,29,Mystery|Sci-Fi|Thriller,Yangzom Brauen,http://www.imdb.com/title/tt0381940/?ref_=fn_tt_tt_1,Switzerland,2.35,2000
256,456,20000,Adventure|Family|Fantasy,Hugh Jackman,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,USA,2.35,24000
57,197,755,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,USA,1.33,0
8,,1000,Crime|Drama,Dorian Missick,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,USA,16.0,0
50,23,471,Comedy|Drama,Jason Priestley,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,UK,1.85,61
232,335,114,Fantasy|Thriller,Konstantin Khabenskiy,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,Russia,1.85,0
63,277,1000,Crime|Drama|Romance|Thriller,Jim Broadbent,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,UK,2.35,0
75,84,110,Comedy,Art Hindle,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,Canada,1.85,0
274,0,648,Horror,Julian Richings,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,USA,2.35,0
284,0,125,Drama|Horror|Mystery,Judith O'Dea,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,USA,1.85,0
265,0,19000,Drama,Scarlett Johansson,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,USA,1.85,17000
154,11000,11000,Comedy|Romance,Woody Allen,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,USA,1.37,0
44,309,232,Drama|Family|Romance,Gloria Grahame,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,USA,1.37,625
314,0,23000,Action|Adventure|Drama,Christian Bale,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,UK,2.35,51000
153,395,13000,Drama|Romance,Heath Ledger,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,USA,2.35,0
256,9,584,Drama|Horror,Joely Richardson,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,USA,2.35,22000
123,81,12000,Drama|Romance,Nicolas Cage,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,USA,1.66,0
46,2,707,Comedy|Horror,Molly C. Quinn,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1,USA,1.78,0
203,228,431,Comedy|Horror|Sci-Fi,Linnea Quigley,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,USA,1.85,0
34,0,597,Comedy|Drama|Romance,Austin Pendleton,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,USA,2.35,661
149,357,3000,Mystery|Thriller,Ryan Guzman,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,USA,2.35,8000
20,82,746,Drama|Romance,Gina Lollobrigida,http://www.imdb.com/title/tt0049875/?ref_=fn_tt_tt_1,USA,2.35,283
9,,1000,Drama|Fantasy,Holly Hunter,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,USA,1.78,634
323,450,14000,Comedy|Drama,Josh Hutcherson,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,USA,1.85,16000
172,0,355,Horror|Sci-Fi|Thriller,Meg Foster,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,USA,2.35,27000
111,120,773,Adventure|Drama|History|Thriller|War,James Coburn,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,USA,2.35,8000
74,0,847,Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi,Marlee Matlin,http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1,USA,1.85,2000
161,8,45000,Drama|Horror|Thriller,Muse Watson,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,France,2.35,0
548,0,230,Drama,Ellar Coltrane,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,USA,1.85,92000
177,11000,19000,Comedy|Crime|Mystery,Scarlett Johansson,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,UK,1.85,0
230,13000,1000,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,USA,2.35,0
27,69,522,Comedy,Angell Conwell,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,USA,1.85,842
22,69,939,Comedy,Mo'Nique,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,USA,1.85,118
157,47,658,Crime|Drama|Fantasy|Romance,Estella Warren,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,USA,2.35,762
70,1000,862,Drama|Romance|Western,Montgomery Clift,http://www.imdb.com/title/tt0055184/?ref_=fn_tt_tt_1,USA,1.66,0
125,5,49000,Crime|Mystery|Thriller,Robin Williams,http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1,USA,1.85,576
10,7,584,Comedy|Crime,Vincent Pastore,http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1,USA,1.85,138
160,0,798,Horror|Mystery|Thriller,Frank Grillo,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,USA,2.35,0
300,171,382,Drama|Mystery|Thriller,Geraldine Chaplin,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,Spain,2.35,11000
69,89,986,Comedy|Fantasy,Ashley Rickards,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,USA,1.85,0
143,675,16000,Comedy|Drama|Romance,Ian Somerhalder,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,USA,1.85,0
50,13000,204,Drama|Thriller,Roscoe Lee Browne,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,USA,1.85,414
46,0,812,Comedy|Crime,Dylan Baker,http://www.imdb.com/title/tt0454987/?ref_=fn_tt_tt_1,USA,1.85,931
51,99,4000,Comedy|Fantasy,Salma Hayek,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,USA,1.85,0
163,30,769,Comedy|Drama|Romance,Jeremy Davies,http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1,USA,1.85,15000
52,2,960,Documentary,Laura Ramsey,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,USA,1.85,131
40,0,721,Drama,Michael Wincott,http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1,USA,1.85,816
50,378,925,Comedy,Catherine O'Hara,http://www.imdb.com/title/tt0118111/?ref_=fn_tt_tt_1,USA,1.85,0
45,24,834,Comedy,Ivana Milicevic,http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1,USA,1.85,309
121,131,497,Comedy|Crime|Romance|Thriller,Philip Baker Hall,http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,USA,2.55,830
114,101,730,Comedy|Drama,Kelli Garner,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1,USA,2.35,708
270,0,1000,Action|Crime|Horror|Thriller,Anna Gunn,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,USA,1.85,16000
116,21,420,Adventure|Fantasy,Stephanie Leonidas,http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1,UK,1.85,0
115,330,48,Documentary|Music,Collin Alfredo St. Dic,http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1,USA,2.35,26000
15,101,721,Adventure|Fantasy,Michael Berryman,http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1,USA,1.85,550
122,19,947,Drama|Romance,Michael Angarano,http://www.imdb.com/title/tt1645080/?ref_=fn_tt_tt_1,USA,2.35,0
35,5,1000,Drama|Thriller,Ray Winstone,http://www.imdb.com/title/tt3346224/?ref_=fn_tt_tt_1,USA,2.35,987
41,60,979,Drama|Thriller,Chazz Palminteri,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,USA,1.85,872
31,81,2000,Drama,Kelly Macdonald,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,USA,1.78,111
332,227,690,Drama|Fantasy,Kylie Minogue,http://www.imdb.com/title/tt2076220/?ref_=fn_tt_tt_1,France,1.85,12000
232,234,12000,Drama,Nicolas Cage,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,USA,2.35,11000
43,13,419,Comedy|Crime|Romance,Peter McNamara,http://www.imdb.com/title/tt0120122/?ref_=fn_tt_tt_1,UK,2.35,167
68,212,10000,Crime|Drama|Horror|Thriller,Viggo Mortensen,http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1,USA,1.85,314
51,0,945,Comedy|Horror|Mystery,Lauren Ambrose,http://www.imdb.com/title/tt0206226/?ref_=fn_tt_tt_1,Australia,1.85,614
33,8,759,Comedy,Craig Ferguson,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,UK,1.85,182
26,45,623,Drama,Hector Kotsifakis,http://www.imdb.com/title/tt2876428/?ref_=fn_tt_tt_1,Mexico,2.35,0
109,0,617,Crime|Drama|Thriller,Noah Emmerich,http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1,USA,2.35,10000
34,272,736,Comedy,Anna Friel,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,USA,1.85,132
31,12,578,Comedy|Romance,Rachel Griffiths,http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1,UK,,108
141,105,18000,Drama|Romance,Robin Wright,http://www.imdb.com/title/tt2103267/?ref_=fn_tt_tt_1,Australia,2.35,0
19,137,4000,Comedy|Drama|Romance,Salma Hayek,http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1,USA,2.35,98
64,58,331,Comedy|Drama,Luis Tosar,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,Spain,1.85,0
215,53,530,Drama|Horror|Sci-Fi,Connor Paolo,http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1,USA,2.35,0
5,,254,Comedy|Family|Romance,Doug Brochu,http://www.imdb.com/title/tt1252374/?ref_=fn_tt_tt_1,USA,1.33,325
12,19,18000,Biography|Drama,Keanu Reeves,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,USA,1.85,161
70,19,585,Drama,Wagner Moura,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1,Brazil,2.35,278
46,8,3000,Comedy|Drama,George Kennedy,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,USA,2.35,798
135,7,762,Action|Adventure|Crime|Thriller,Ed Speleers,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,UK,2.35,0
38,165,686,Comedy|Fantasy,David Hewlett,http://www.imdb.com/title/tt0298482/?ref_=fn_tt_tt_1,Canada,2.35,688
8,0,114,Adventure|Drama,Konstantin Khabenskiy,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1,Russia,,282
34,0,713,Drama|Family|History|Musical,Blythe Danner,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,USA,2.35,0
36,55,223,Drama|Mystery|Romance|Thriller,Saad Siddiqui,http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1,Canada,2.35,657
35,177,431,Drama|War,Jean Harlow,http://www.imdb.com/title/tt0020960/?ref_=fn_tt_tt_1,USA,1.2,279
6,0,650,Comedy|Drama|Romance,Debra Messing,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1,USA,1.85,296
39,21,763,Horror,Lily Rabe,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1,USA,2.35,0
182,18,399,Horror|Thriller,Robin McLeavy,http://www.imdb.com/title/tt1316536/?ref_=fn_tt_tt_1,Australia,2.35,0
14,548,166,Horror,Kristen Quintrall,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1,USA,,531
3,4,637,Comedy|Romance,Eric Mabius,http://www.imdb.com/title/tt2395247/?ref_=fn_tt_tt_1,USA,1.78,170
3,103,544,Adventure|Biography|Drama|Romance,Rachel Hendrix,http://www.imdb.com/title/tt2414822/?ref_=fn_tt_tt_1,South Africa,,365
1,335,11000,Adventure|Drama|History,Morgan Freeman,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,USA,2.35,0
62,160,559,Biography|Drama|History,Robert Shaw,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1,UK,1.66,2000
161,0,3000,Drama|Romance,Robert Duvall,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,USA,1.85,17000
157,149,503,Drama|History|Romance|War,Hattie McDaniel,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,USA,1.37,16000
31,10,507,Biography|Drama,Tom Cullen,http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1,UK,2.35,0
53,541,773,Adventure|War|Western,James Coburn,http://www.imdb.com/title/tt0059418/?ref_=fn_tt_tt_1,USA,2.35,251
1,2,881,Drama,Snoop Dogg,http://www.imdb.com/title/tt1056477/?ref_=fn_tt_tt_1,USA,1.85,237
21,24,277,Biography|Comedy|Musical|Romance|Western,Keenan Wynn,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1,USA,1.37,456
246,69,414,Comedy|Crime|Drama,Kayvan Novak,http://www.imdb.com/title/tt1341167/?ref_=fn_tt_tt_1,UK,1.85,17000
42,6,119,Drama,Fernanda Montenegro,http://www.imdb.com/title/tt0373747/?ref_=fn_tt_tt_1,Brazil,2.35,385
78,89,963,Comedy|Crime|Drama,Michael Kelly,http://www.imdb.com/title/tt1303828/?ref_=fn_tt_tt_1,Canada,2.35,0
41,136,89,Adventure|Comedy|Musical|Romance,Gladys Cooper,http://www.imdb.com/title/tt0040694/?ref_=fn_tt_tt_1,USA,1.37,359
61,29,117,Drama,Alice Olivia Clarke,http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1,Iceland,2.35,0
112,13,3000,Comedy|Drama,Dominic Cooper,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1,UK,1.85,0
349,174,14000,Action|Mystery|Thriller,Liam Neeson,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,UK,2.35,29000
55,,443,Comedy|Drama|War,David Ogden Stiers,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,USA,4.0,0
88,154,183,Drama,Brenda Vaccaro,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,USA,1.85,0
122,11,1000,Comedy|Drama|Music,Tom Wilkinson,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,UK,1.85,0
134,104,628,Comedy,Peter Graves,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,USA,1.85,16000
11,2,2000,Action|Thriller,Michael Jai White,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,USA,1.33,358
20,473,826,Comedy|Drama,Nia Long,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,USA,1.85,8000
28,117,851,Crime|Drama|Thriller,Jada Pinkett Smith,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,USA,1.85,0
22,,912,Drama|Music,Ta'Rhonda Jones,http://www.imdb.com/title/tt3228904/?ref_=fn_tt_tt_1,USA,16.0,14000
95,10,3000,Comedy|Fantasy|Horror|Thriller,George Kennedy,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,USA,1.85,1000
31,541,575,Comedy|Drama|Romance|Western,Slim Pickens,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,USA,1.85,357
79,174,255,Biography|Crime|Drama|History,John Forsythe,http://www.imdb.com/title/tt0061809/?ref_=fn_tt_tt_1,USA,2.35,0
25,160,157,Drama,Colleen Dewhurst,http://www.imdb.com/title/tt0053131/?ref_=fn_tt_tt_1,USA,1.78,930
22,22,606,Action|Crime|Drama|Mystery|Thriller,Janet Leigh,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,USA,2.35,470
110,13000,195,Thriller,Bernard Cribbins,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1,UK,1.85,0
425,22,648,Horror|Mystery,Julian Richings,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,USA,1.66,43000
19,0,625,Comedy,Joe Estevez,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1,USA,1.85,280
43,0,385,Comedy|Drama|Romance,John Mahoney,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,USA,1.85,453
127,386,3000,Biography|Drama,Brendan Fraser,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1,USA,2.35,0
262,195,827,Drama|Mystery|Thriller,Ricardo Darín,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,Argentina,2.35,33000
184,0,1000,Horror,Greg Nicotero,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,USA,1.85,3000
33,47,430,Horror|Thriller,Gideon Emery,http://www.imdb.com/title/tt1015474/?ref_=fn_tt_tt_1,USA,1.85,804
252,0,634,Comedy|Fantasy|Horror|Thriller,Ted Raimi,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,USA,1.85,0
31,0,560,Action|Adventure|Comedy|Musical,Wanda Sykes,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,USA,1.85,0
139,48,984,Horror,Ian Ziering,http://www.imdb.com/title/tt2724064/?ref_=fn_tt_tt_1,USA,1.78,93000
39,22,174,Drama|History,Elpidia Carrillo,http://www.imdb.com/title/tt0175996/?ref_=fn_tt_tt_1,Mexico,1.85,140
337,12,29,Comedy|Drama|Fantasy|Horror,Otto Jespersen,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1,Norway,1.85,38000
30,0,827,Comedy|Romance,Frances Conroy,http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1,USA,1.85,360
265,82,622,Action|Comedy|Sci-Fi,Will Forte,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,USA,2.35,15000
50,9,11000,Comedy|Drama,Zooey Deschanel,http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1,USA,1.85,414
50,23,4000,Action|Comedy|Romance,Jordana Brewster,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1,USA,2.35,1000
9,28,426,Action|Biography|Crime|Drama|Family|Fantasy,Diahann Carroll,http://www.imdb.com/title/tt3103166/?ref_=fn_tt_tt_1,Canada,1.85,0
15,0,368,Crime|Drama|Mystery|Thriller,Alice Krige,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1,USA,1.85,127
5,6,922,Action|Comedy|Crime|Thriller,Fisher Stevens,http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1,USA,1.37,18
1,,773,Drama|Thriller,James Nesbitt,http://www.imdb.com/title/tt5116280/?ref_=fn_tt_tt_1,UK,,405
4,0,708,Horror|Thriller,Teri Polo,http://www.imdb.com/title/tt1002561/?ref_=fn_tt_tt_1,USA,2.35,211
44,41,2000,Action|Animation|Crime|Sci-Fi|Thriller,Michael Emerson,http://www.imdb.com/title/tt2166834/?ref_=fn_tt_tt_1,USA,,5000
6,117,21,Documentary,Jane Goodall,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1,USA,,121
17,892,603,Action|Adventure|Fantasy|Thriller,Bashar Rahal,http://www.imdb.com/title/tt2379386/?ref_=fn_tt_tt_1,Canada,1.78,721
7,14,2000,Action|Crime|Drama|Thriller,Alexa PenaVega,http://www.imdb.com/title/tt2761578/?ref_=fn_tt_tt_1,USA,1.85,482
9,19,795,Drama|Thriller,Chris Brochu,http://www.imdb.com/title/tt2073661/?ref_=fn_tt_tt_1,,2.35,570
3,0,1000,Crime|Mystery|Thriller,Ray Winstone,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1,UK,2.35,606
55,0,1000,Comedy,Madeline Kahn,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1,USA,1.85,0
169,10,11000,Documentary,Morgan Freeman,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1,France,1.85,0
290,78,18000,Biography|Drama|Thriller,Kevin Spacey,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1,USA,1.85,21000
10,0,141,Drama|Romance,Murray Bartlett,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1,USA,2.35,224
159,0,1000,Comedy|Drama,Anjelica Huston,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,USA,1.66,0
535,141,24000,Drama|Music,J.K. Simmons,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1,USA,2.4,129000
214,353,1000,Crime|Drama,Alice Braga,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1,Brazil,1.85,28000
47,8,798,Comedy|Music,Danny Dyer,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,UK,1.85,0
17,19,632,Biography|Drama|Music,Corbin Bleu,http://www.imdb.com/title/tt1850418/?ref_=fn_tt_tt_1,USA,,0
85,22,11000,Crime|Drama|Mystery,James Franco,http://www.imdb.com/title/tt0783238/?ref_=fn_tt_tt_1,USA,1.85,799
349,346,74,Drama,Thomas Bo Larsen,http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1,Denmark,2.35,60000
109,84,662,Comedy|Family,Zack Ward,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1,USA,1.85,18000
60,38,625,Drama|Romance,Armando Riesco,http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1,USA,1.85,0
101,73,595,Action|Crime|Drama|Thriller,Roddy McDowall,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1,Canada,1.85,934
1,246,756,Comedy,Geoff Stults,http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1,USA,16.0,0
16,4,631,Drama|Romance,Samantha Morton,http://www.imdb.com/title/tt0144178/?ref_=fn_tt_tt_1,USA,,100
212,39,15,Drama,François Bégaudeau,http://www.imdb.com/title/tt1068646/?ref_=fn_tt_tt_1,France,2.35,0
215,2000,917,Drama|Horror,John Cassavetes,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,USA,1.85,13000
107,673,756,Drama|Western,Lee Marvin,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1,USA,1.85,0
122,6,828,Drama|Romance,Peter Gallagher,http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1,USA,2.35,0
155,13,280,Crime|Drama,Catalina Sandino Moreno,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1,Colombia,1.85,0
