num_critic_for_reviews,duration,actor_2_name,gross,genres,num_voted_users,actor_3_name,movie_imdb_link,country,budget,title_year,imdb_score,movie_facebook_likes
173,101,Keegan Connor Tracy,55865715,Drama|Horror|Mystery|Thriller,41763,Mike Dopud,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,UK,10000000,2005,5.5,0
46,107,Cicely Tyson,63231524,Comedy|Drama|Romance,8962,Blair Underwood,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,USA,6000000,2006,5.0,676
59,119,Bill Cobbs,52293982,Drama|Sport,57831,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,USA,13800000,1986,7.0,0
53,178,Richard Beymer,,Action|Drama|History|War,43270,Eddie Albert,http://www.imdb.com/title/tt0056197/?ref_=fn_tt_tt_1,USA,10000000,1962,7.8,0
22,100,Shaun Weiss,50752337,Comedy|Drama|Family|Sport,44502,Elden Henson,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,USA,10000000,1992,6.4,0
203,98,Clea DuVall,110175871,Horror|Mystery|Thriller,115050,Ted Raimi,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,USA,10000000,2004,5.9,4000
77,92,Kevin Nealon,38624000,Comedy|Sport,156143,Frances Bay,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,USA,12000000,1996,7.0,0
190,90,Patricia Belcher,37470017,Horror|Mystery,86890,Jonathan Breck,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,Germany,10000000,2001,6.1,0
81,90,George Carlin,40485039,Adventure|Comedy|Music|Sci-Fi,85362,Al Leong,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,USA,10000000,1989,6.9,0
56,153,Ron Moody,16800000,Drama|Family|Musical,25303,Jack Wild,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,UK,10000000,1968,7.5,0
264,124,Penelope Wilton,46377022,Comedy|Drama,75306,Celia Imrie,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,UK,10000000,2011,7.3,48000
44,82,Andrew Lawrence,36696761,Animation|Comedy|Family|Mystery|Sci-Fi,6808,Dabney Coleman,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,USA,23000000,2001,6.5,227
117,107,Bruce Spence,36200000,Action|Adventure|Sci-Fi|Thriller,101840,Angelo Rossitto,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,Australia,12305523,1985,6.2,0
124,75,Vernon Wells,,Action|Adventure|Thriller,111649,Rae Dawn Chong,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,USA,10000000,1985,6.7,0
159,97,Rupert Evans,35794166,Horror|Mystery|Thriller,35654,Stephanie Lemelin,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,USA,10000000,2016,6.0,20000
273,80,Bokeem Woodbine,33583175,Horror|Mystery|Thriller,104089,Geoffrey Arend,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,USA,10000000,2010,6.3,16000
26,85,Mike Epps,32983713,Comedy|Drama,19284,Katt Williams,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,USA,20000000,2002,5.8,981
242,97,Hayley Kiyoko,52200504,Fantasy|Horror|Thriller,54190,Leigh Whannell,http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1,Canada,10000000,2015,6.1,29000
55,109,Vanity,33000000,Action|Comedy|Drama|Music,9424,Keshia Knight Pulliam,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,USA,10000000,1985,6.9,0
151,104,Brad Pitt,30093107,Comedy|Crime,600996,Jason Flemyng,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,UK,6000000,2000,8.3,27000
48,140,Austin O'Brien,32101000,Horror|Sci-Fi,27800,Troy Evans,http://www.imdb.com/title/tt0104692/?ref_=fn_tt_tt_1,UK,10000000,1992,5.4,0
166,90,Alexis Dziena,31487293,Comedy|Drama|Music|Romance,74887,Aaron Yoo,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,USA,9000000,2008,6.7,0
206,130,Janeane Garofalo,30651422,Adventure|Comedy|Drama|Fantasy,181737,George Carlin,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,USA,10000000,1999,7.4,10000
92,98,Eva Amurri Martino,30306281,Comedy|Drama,12388,Sal Lopez,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,USA,10000000,2002,5.6,744
78,101,Al Leong,29500000,Fantasy|Horror|Sci-Fi,25613,Vic Morrow,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,USA,10000000,1983,6.5,0
83,114,Kevin Tighe,30050028,Action|Thriller,42987,Kelly Lynch,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,USA,17000000,1989,6.5,0
8,100,Salli Richardson-Whitfield,29392418,Action|Comedy|Crime,3924,Charles S. Dutton,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,USA,10000000,1994,5.8,368
86,85,Shiri Appleby,28563926,Drama|Thriller,16300,Jason Ritter,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,USA,8500000,2002,5.0,720
85,103,Danny Woodburn,28435406,Comedy|Romance,37681,Jessica Simpson,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,USA,12000000,2006,5.5,0
76,100,Lauren Ambrose,25339117,Comedy|Romance,37885,Charlie Korsmo,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,USA,10000000,1998,6.5,0
60,114,William Smith,25600000,Crime|Drama,57363,Tom Waits,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,USA,10000000,1983,7.2,10000
78,102,Oona Laurence,,Adventure|Family|Fantasy,408,Isiah Whitlock Jr.,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,USA,65000000,2016,7.3,21000
112,103,Herbert Lom,,Horror|Sci-Fi|Thriller,44804,Anthony Zerbe,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,USA,10000000,1983,7.2,0
189,97,James Ransone,27736779,Horror|Mystery|Thriller,25210,Jaden Klein,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,USA,10000000,2015,5.2,13000
82,116,Curtis Armstrong,24397469,Drama|Music,5161,Mike Epps,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,USA,17000000,2012,5.7,0
120,96,Jessica Capshaw,20384136,Horror|Mystery|Thriller,20467,Johnny Whitworth,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,USA,10000000,2001,4.7,0
183,98,Will Patton,25464480,Mystery|Sci-Fi|Thriller,63108,Hakeem Kae-Kazim,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,USA,10000000,2009,5.9,15000
211,105,Virginia Madsen,20338609,Comedy|Drama|Music,19655,Lily Tomlin,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,USA,10000000,2006,6.8,683
14,123,Clarence Williams III,18272447,Drama|Thriller,3119,Steve Harris,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,USA,10000000,1993,5.9,331
54,107,Richard Lynch,,Action|Thriller,6143,Eddie Jones,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,USA,10000000,1985,5.3,0
55,112,Brandon T. Jackson,17378977,Comedy|Drama|Music|Romance,5585,Shad Moss,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,USA,,2005,6.0,997
179,93,Connie Nielsen,17096053,Comedy|Drama,134458,Olivia Williams,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,USA,9000000,1998,7.7,5000
221,97,Donald Faison,21371425,Action|Sci-Fi|Thriller,76199,Brittany Daniel,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,USA,10000000,2010,4.4,13000
158,122,Celia Imrie,33071558,Comedy|Drama,22369,Ronald Pickup,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,UK,10000000,2015,6.6,21000
73,101,Jane Krakowski,17655201,Drama|Family,4719,Willow Smith,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,USA,10000000,2008,6.7,851
65,100,Chris Noth,16247775,Comedy|Family|Romance,23527,Vanessa Lengies,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,USA,25000000,2005,5.5,767
23,129,Nicholas Turturro,16153600,Drama|Music|Romance,8295,Charlie Murphy,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,USA,10000000,1990,6.5,720
63,81,Simon Rhee,16033556,Action|Comedy,37901,Jennifer Tung,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,USA,10000000,2002,6.2,0
132,96,Ariana Richards,16667084,Comedy|Horror|Sci-Fi,90070,Michael Gross,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,USA,11000000,1990,7.1,11000
191,84,Lindy Booth,15417771,Horror|Thriller,87494,Julian Richings,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,USA,12600000,2003,6.1,0
52,100,David Carradine,,Western,7322,Randy Quaid,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,USA,10000000,1980,7.1,680
91,110,Paul Ben-Victor,15156200,Action|Crime|Drama|Mystery|Thriller,15358,Kim Chan,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,USA,30000000,1999,6.0,328
368,130,Tye Sheridan,21589307,Drama,135286,Sam Shepard,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,USA,10000000,2012,7.4,27000
89,84,Thomas Lennon,20339754,Comedy|Crime,23928,Carlos Alazraqui,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,USA,10000000,2007,5.9,441
83,106,Zayn Malik,28873374,Documentary|Music,22161,Niall Horan,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,USA,10000000,2013,4.1,0
83,89,Noureen DeWulf,15102127,Comedy,17790,Charles Napier,http://www.imdb.com/title/tt1092633/?ref_=fn_tt_tt_1,USA,,2009,5.8,0
33,76,Vincent Schiavelli,13684949,Adventure|Animation|Comedy|Family,4564,Paul Sorvino,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,USA,3000000,2002,5.9,227
386,99,Toby Jones,14597405,Biography|Drama,71679,Julia Ormond,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,UK,6400000,2011,7.0,17000
191,96,Philip Baker Hall,12570442,Comedy|Crime|Drama|Thriller,40514,Hope Davis,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,USA,10000000,2005,6.8,808
16,104,Nia Long,12514138,Drama|Romance,2801,Larenz Tate,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,USA,10000000,1997,7.4,1000
297,108,Allison Tolman,43771291,Mystery|Thriller,79909,Wendell Pierce,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,USA,5000000,2015,7.1,15000
47,108,Chad Allen,11703287,Adventure|Drama,4360,Jack Guzman,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,USA,10000000,2005,7.0,1000
63,87,Kirsten Dunst,11560259,Comedy|Romance,15617,Carmen Electra,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,USA,22000000,2001,5.8,0
144,89,Stephen Root,10824921,Comedy,200293,Diedrich Bader,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,USA,10000000,1999,7.8,16000
77,97,Kirstie Alley,10561238,Comedy|Romance|Thriller,27265,Ellen Barkin,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,Germany,10000000,1999,6.5,0
325,106,Danny Huston,14479776,Biography|Crime|Drama|Romance,55539,Jon Polito,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,USA,10000000,2014,7.0,20000
100,100,Daniel Stern,9801782,Comedy|Crime|Thriller,39331,Jeanne Tripplehorn,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,USA,10000000,1998,6.3,0
52,89,Alexa PenaVega,8070311,Comedy|Romance,12706,Hunter Parrish,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,USA,10000000,2004,5.3,0
98,114,Dennis Franz,,Mystery|Thriller,20113,Gregg Henry,http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1,USA,10000000,1984,6.8,0
163,95,Will Forte,8460995,Action|Comedy|Romance,35888,Powers Boothe,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,USA,10000000,2010,5.5,0
137,97,Benedict Wong,8111360,Crime|Drama|Thriller,34848,Sergi López,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,UK,10000000,2002,7.4,0
180,94,Kate Winslet,8828771,Comedy,79146,Seth MacFarlane,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,USA,6000000,2013,4.3,25000
321,103,Angelina Jolie Pitt,67631157,Action|Romance|Thriller,176606,Rufus Sewell,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,USA,100000000,2010,6.0,25000
100,95,William Morgan Sheppard,7563670,Comedy|Fantasy|Romance,21268,Wendi McLendon-Covey,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,USA,10000000,2008,5.2,518
265,101,Mark Moses,6619173,Adventure|Comedy|Drama|Romance|Sci-Fi,87203,Rob Huebel,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,USA,10000000,2012,6.7,25000
212,87,Stephen Root,6857503,Comedy,32697,Alia Shawkat,http://www.imdb.com/title/tt1477837/?ref_=fn_tt_tt_1,USA,,2011,6.3,0
68,40,T.J. Thyne,,Comedy|Crime|Drama|Mystery|Romance,111506,Tamara Taylor,http://www.imdb.com/title/tt0460627/?ref_=fn_tt_tt_1,USA,,,7.9,0
162,101,Beverly D'Angelo,6712241,Crime|Drama,782437,Stacy Keach,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,USA,7500000,1998,8.6,35000
147,82,Johanna Braddy,6842058,Action|Horror|Thriller,36029,Lee Tergesen,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,USA,10000000,2012,6.1,14000
33,74,Kelsey Grammer,6491350,Animation|Comedy|Family|Fantasy|Musical,1231,Jerry Stiller,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,USA,10000000,2004,5.8,49
94,130,Clotilde Mollet,9473382,Drama|Music|Mystery|Romance,26832,Carlo Cecchi,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,Canada,10000000,1998,7.7,0
143,112,Richard Farnsworth,6197866,Biography|Drama,63733,Everett McGill,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,France,10000000,1999,8.0,0
38,96,James Franco,6044618,Action|Crime|Drama,6200,Frankie Muniz,http://www.imdb.com/title/tt0231448/?ref_=fn_tt_tt_1,USA,10000000,2002,5.6,398
126,89,Philip Baker Hall,7764027,Comedy|Drama,38459,Patricia Belcher,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,USA,10000000,2013,6.7,0
168,100,Iddo Goldberg,5998971,Comedy|Romance|Sport,58509,India de Beaufort,http://www.imdb.com/title/tt0425413/?ref_=fn_tt_tt_1,UK,,2007,6.6,0
19,78,Randy Quaid,,Comedy|Sci-Fi,1040,Christopher Guest,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,USA,10000000,1981,4.2,425
91,121,Gillian Jacobs,21569041,Drama,8058,Jillian Estell,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,USA,9000000,2014,6.6,0
46,85,Tamala Jones,4356743,Comedy|Family|Romance,3662,Dave Foley,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,USA,16000000,2001,4.1,0
198,120,Toby Huss,5484375,Adventure|Biography|Drama|War,84641,François Chau,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,USA,10000000,2006,7.3,0
139,106,Jennifer Garner,5348317,Comedy|Drama|Music,20810,Melissa Benoist,http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1,USA,10000000,2015,7.1,0
182,83,Evan Ross,4244155,Comedy|Drama,56005,Rae Dawn Chong,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,USA,10000000,2011,6.5,0
181,120,Waris Ahluwalia,5004648,Drama|Romance,14031,Alba Rohrwacher,http://www.imdb.com/title/tt1226236/?ref_=fn_tt_tt_1,Italy,10000000,2009,7.0,0
23,111,Diedrich Bader,3333823,Drama|Mystery|Sci-Fi,5612,Esai Morales,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,USA,10000000,2012,5.5,0
30,100,Michael Wincott,3275585,Action|Crime|Drama|Thriller,10735,Lena Olin,http://www.imdb.com/title/tt0107983/?ref_=fn_tt_tt_1,UK,11500000,1993,6.6,561
111,89,Lesley Ann Warren,3193102,Crime|Drama|Mystery|Thriller,24412,William Lucking,http://www.imdb.com/title/tt0165854/?ref_=fn_tt_tt_1,USA,9000000,1999,7.1,944
287,115,Loretta Devine,54557348,Crime|Drama|Thriller,361169,Jennifer Esposito,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,Germany,6500000,2004,7.9,18000
96,135,Anthony LaPaglia,3041803,Drama|Romance,6377,Elizabeth McGovern,http://www.imdb.com/title/tt0200720/?ref_=fn_tt_tt_1,UK,10000000,2000,7.1,345
27,92,Tracey Walter,3060858,Action|Drama|Thriller,1768,Dennis Burkley,http://www.imdb.com/title/tt0093483/?ref_=fn_tt_tt_1,USA,10000000,1987,5.6,208
44,120,Tim DeKay,1055654,Drama|Romance|Sport,20426,Agnes Bruckner,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,Germany,10000000,2006,7.3,0
49,97,Kevin Nealon,2331318,Comedy,9541,Nicholas Turturro,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,USA,10000000,2011,3.3,0
57,135,Michael Rapaport,2185266,Comedy|Drama|Music,8720,Jada Pinkett Smith,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,USA,10000000,2000,6.5,1000
185,93,Stephanie Vogt,26583369,Horror|Mystery|Thriller,20837,Gen Seto,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,USA,10000000,2016,4.8,10000
2,118,William Hootkins,800000,Adventure|Mystery|Thriller,892,John Gielgud,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,USA,14000000,1981,5.2,106
270,97,Maria Dizzia,7574066,Comedy|Drama,30325,Dree Hemingway,http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1,USA,10000000,2014,6.3,0
94,98,Eddie 'Piolin' Sotelo,1754319,Drama|Romance,13174,Robert Peters,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1,USA,10000000,2011,7.2,0
157,98,John Neville,1641788,Drama|Mystery|Thriller,30096,Lynn Redgrave,http://www.imdb.com/title/tt0278731/?ref_=fn_tt_tt_1,Canada,8000000,2002,6.8,0
49,101,Oliver Platt,1631839,Comedy|Crime|Romance,5936,Mitch Pileggi,http://www.imdb.com/title/tt0171356/?ref_=fn_tt_tt_1,USA,10000000,2000,5.7,242
80,132,Anne Hathaway,1309849,Drama|Romance,9395,Jim Broadbent,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,UK,10000000,2002,7.2,0
221,106,James Franco,1939441,Biography|Crime|Drama,55567,Robert Davi,http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1,USA,10000000,2012,6.9,20000
53,55,Olaf Lubaszenko,447093,Drama,12591,Olgierd Lukaszewicz,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,Poland,,,9.1,0
20,168,Rekha,,Action|Adventure|Romance|Sci-Fi,12411,Sharat Saxena,http://www.imdb.com/title/tt0432637/?ref_=fn_tt_tt_1,India,10000000,2006,6.3,533
90,87,Melanie Griffith,1276984,Comedy|Crime|Thriller,11403,Kevin Nealon,http://www.imdb.com/title/tt0173716/?ref_=fn_tt_tt_1,France,10000000,2000,6.2,795
376,98,Scott A. Martin,1987762,Crime|Drama|Romance|Thriller,59297,Carol Sutton,http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1,USA,11000000,2011,6.7,12000
144,96,Gary Cole,1474508,Comedy|Drama,33473,Robert Pralgo,http://www.imdb.com/title/tt1285309/?ref_=fn_tt_tt_1,USA,5000000,2009,6.5,0
82,104,Minnie Driver,1011054,Crime|Drama|Thriller,10585,Maury Chaykin,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,Canada,10000000,2003,7.2,0
51,93,Lee Majors,900926,Comedy,9517,Will Forte,http://www.imdb.com/title/tt0784972/?ref_=fn_tt_tt_1,USA,10000000,2007,5.3,319
192,95,Norah Jones,866778,Drama|Romance,44208,Adriane Lenox,http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1,Hong Kong,10000000,2007,6.7,0
36,119,Ben Gazzara,836641,Drama,1402,George DiCenzo,http://www.imdb.com/title/tt0120709/?ref_=fn_tt_tt_1,Spain,,1998,6.2,74
71,89,Jeanne Tripplehorn,598645,Comedy|Romance,13145,David Thornton,http://www.imdb.com/title/tt0291502/?ref_=fn_tt_tt_1,UK,10000000,2002,3.6,725
79,107,Sergej Trifunovic,578527,Action|Comedy|Thriller,20008,Ned Bellamy,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,USA,10000000,2008,5.7,883
246,85,Karen Mok,488872,Action|Comedy|Sport,56923,Kwok-Kwan Chan,http://www.imdb.com/title/tt0286112/?ref_=fn_tt_tt_1,Hong Kong,10000000,2001,7.3,0
115,93,Cheryl Tiegs,365734,Drama,11487,Anna Vareschi,http://www.imdb.com/title/tt0330099/?ref_=fn_tt_tt_1,USA,10000000,2003,5.0,952
34,101,François Cluzet,231417,Comedy|Crime|Thriller,1649,Michel Serrault,http://www.imdb.com/title/tt0120018/?ref_=fn_tt_tt_1,France,60000000,1997,6.6,33
129,103,Claire Foy,3093491,Biography|Drama,8307,Haluk Bilginer,http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1,USA,5000000,2014,6.6,5000
22,101,Aitana Sánchez-Gijón,244465,Drama|Romance,1135,Romane Bohringer,http://www.imdb.com/title/tt0129923/?ref_=fn_tt_tt_1,France,,1997,6.8,85
196,123,Ashraf Barhom,756452,Drama|Thriller|War,27009,Lubna Azabal,http://www.imdb.com/title/tt1372686/?ref_=fn_tt_tt_1,UK,,2011,6.2,12000
73,111,Ryan Donowho,228524,Comedy|Drama,8708,Larry Fessenden,http://www.imdb.com/title/tt0373024/?ref_=fn_tt_tt_1,USA,4000000,2004,7.3,345
43,86,Danny Dyer,226792,Action|Comedy|Drama,3080,Mary McCormack,http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1,UK,10000000,2001,6.2,117
129,99,Daryl Sabara,221210,Comedy|Drama,31964,Henry Simmons,http://www.imdb.com/title/tt1262981/?ref_=fn_tt_tt_1,USA,,2009,6.9,0
200,90,Toby Stephens,136432,Comedy|Horror|Thriller,31890,Laura Harris,http://www.imdb.com/title/tt0464196/?ref_=fn_tt_tt_1,UK,5000000,2006,6.6,0
79,82,Dulé Hill,131617,Drama|Thriller,9971,Jeffrey Combs,http://www.imdb.com/title/tt0443496/?ref_=fn_tt_tt_1,USA,10000000,2005,6.3,661
112,110,Ally Sheedy,152857,Drama,19979,Kerry Cahill,http://www.imdb.com/title/tt1183923/?ref_=fn_tt_tt_1,UK,,2010,7.0,0
17,83,Michael Winslow,126247,Comedy|Crime,24958,G.W. Bailey,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1,USA,6200000,1994,3.3,321
20,128,Nate Parker,82739,Drama,465,Lee Norris,http://www.imdb.com/title/tt1210039/?ref_=fn_tt_tt_1,USA,,2010,6.7,503
12,125,Andrés Montiel,169379,Drama|History|War,683,William Miller,http://www.imdb.com/title/tt2553908/?ref_=fn_tt_tt_1,Mexico,10000000,2013,6.2,874
59,97,Jared Gilman,,Comedy|Drama|Romance,2041,James Brolin,http://www.imdb.com/title/tt2113659/?ref_=fn_tt_tt_1,USA,10000000,2014,6.5,0
29,86,Harvey Weinstein,15447,Comedy,2971,Ryan O'Neal,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,USA,10000000,1997,3.5,89
23,91,Justin Timberlake,19348,Comedy|Drama,2941,Ted Danson,http://www.imdb.com/title/tt1007018/?ref_=fn_tt_tt_1,USA,10000000,2009,5.5,370
22,90,Scott Porter,100503,Comedy|Romance,7759,Aaron Yoo,http://www.imdb.com/title/tt1247662/?ref_=fn_tt_tt_1,USA,8000000,2009,5.9,1000
43,90,Minnie Driver,92900,Comedy|Drama,3662,Anthony Edwards,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,USA,5000000,2009,4.7,546
16,94,Corbin Bleu,140987,Drama,361,Sandra Echeverría,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1,Canada,,2008,4.2,58
84,112,Reef Ireland,,Drama|Mystery|Thriller,5637,Sean Keenan,http://www.imdb.com/title/tt2325977/?ref_=fn_tt_tt_1,Australia,10000000,2015,5.2,0
4,85,Tamala Jones,,Comedy|Crime|Music,1097,Glenn Plummer,http://www.imdb.com/title/tt1210071/?ref_=fn_tt_tt_1,USA,,2009,5.2,402
20,93,Drew Waters,5561,Comedy|Romance,4995,Larry Miller,http://www.imdb.com/title/tt0887719/?ref_=fn_tt_tt_1,USA,10000000,2007,3.9,160
71,104,Leonor Watling,3607,Crime|Mystery|Thriller,22753,Danny Sapani,http://www.imdb.com/title/tt0488604/?ref_=fn_tt_tt_1,Spain,10000000,2008,6.1,0
102,94,Gyton Grantley,,Horror|Thriller,11950,Adrienne Pickering,http://www.imdb.com/title/tt1320291/?ref_=fn_tt_tt_1,Australia,,2010,5.8,0
27,85,Rip Torn,70527,Comedy|Drama,7690,Kelly Preston,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,USA,6500000,2004,6.7,376
62,99,Craig Fairbrass,,Drama|Fantasy|Horror|Thriller,11285,Adrian Holmes,http://www.imdb.com/title/tt0496436/?ref_=fn_tt_tt_1,USA,10000000,2007,5.7,509
5,91,Mishael Morgan,,Drama|Music,1642,Chase Armitage,http://www.imdb.com/title/tt1568139/?ref_=fn_tt_tt_1,Canada,10000000,2011,4.5,0
76,117,Kevin Zegers,,Drama|Thriller,9585,Michael McElhatton,http://www.imdb.com/title/tt1097643/?ref_=fn_tt_tt_1,UK,6000000,2008,6.9,0
8,85,Tom Arnold,,Adventure|Animation,162,Amanda Troop,http://www.imdb.com/title/tt2722786/?ref_=fn_tt_tt_1,South Korea,10000000,2014,4.8,186
75,106,Ayelet Zurer,,Drama|War,3075,Derek Jacobi,http://www.imdb.com/title/tt0479341/?ref_=fn_tt_tt_1,Germany,10000000,2008,6.3,589
66,81,Charlotte Bøving,11835,Comedy|Drama|Romance,1920,Sigríður María Egilsdóttir,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,Iceland,10000000,2013,6.9,1000
31,100,Mark Addy,,Comedy|Drama|Horror|Romance,1250,Shabana Azmi,http://www.imdb.com/title/tt1319716/?ref_=fn_tt_tt_1,UK,10000000,2010,5.4,695
32,90,Henry Rollins,,Action|Horror|Sci-Fi,5715,Jason London,http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1,USA,10000000,2009,3.8,486
17,116,Jesse Moss,,Drama|Romance,2223,John Light,http://www.imdb.com/title/tt0213985/?ref_=fn_tt_tt_1,Canada,10000000,2007,7.0,746
