actor_1_facebook_likes,gross,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,aspect_ratio
354,163214286,Eleanor Parker,148172,1495,Nicholas Hammond,3,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,2.35
15000,69800000,Tom Hanks,54723,15361,Patrick Cronin,2,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,1.85
7000,59889948,Steve Carell,355810,7227,Jill Talley,1,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,2.35
217,52287414,Marshall Bell,271794,644,Casey Siemaszko,2,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,1.85
133,45063889,Noah Huntley,297250,241,David Schneider,0,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,1.85
389,40066497,Jennifer Freeman,23671,1792,Steve Harvey,0,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,1.85
16000,36500000,Clint Eastwood,87090,17568,Fred Ward,0,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,1.85
1000,27362712,Boris Kodjoe,5971,3199,Wendell Pierce,1,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,1.85
585,34746109,Faizon Love,3122,3023,Della Reese,2,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,2.35
23000,34963967,Joseph Gordon-Levitt,270441,39807,Bryce Dallas Howard,2,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,1.85
449,25926543,James Kyson,26609,1534,Daisy Betts,1,http://www.imdb.com/title/tt0482599/?ref_=fn_tt_tt_1,1.85
875,,Ted Danson,29935,2662,Adrienne Barbeau,0,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,1.85
363,26049082,Mackenzie Davis,76791,1024,Josh Pais,3,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,2.35
484,,Brian Doyle-Murray,3904,1455,Mary Kay Place,1,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,1.85
861,,Tina Gilton,59,1279,Justin Hall,,http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1,
18000,22551000,Keanu Reeves,37269,37645,Brian Blessed,0,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,1.85
803,22800000,Telly Savalas,59941,1769,Desmond Llewelyn,2,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,2.35
666,,Nick Wechsler,5817,4043,Jeff Marlow,2,http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1,16.0
969,18090181,Miko Hughes,38191,1775,Tracy Middendorf,0,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,1.85
452,17843379,Stephen Collins,14904,1760,Keri Lynn Pratt,2,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,1.85
876,18811135,Curtis Armstrong,15337,2832,Tzi Ma,0,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,2.35
744,17278980,Dave Chappelle,48225,2400,Clarence Williams III,0,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,1.85
24000,16699684,J.K. Simmons,17461,25792,Harry Connick Jr.,1,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,1.85
13000,50815288,Matt Damon,109191,14747,Kayvan Novak,0,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,2.35
23000,15047419,Christian Bale,357275,25462,Samantha Mathis,1,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,2.35
15000,14015786,Jake Gyllenhaal,37952,27646,Tim Blake Nelson,3,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,1.85
539,,Colm Feore,8616,895,Sarain Boylan,2,http://www.imdb.com/title/tt0479647/?ref_=fn_tt_tt_1,2.35
12000,10269307,Norman Reedus,53251,17524,Clifton Collins Jr.,0,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,2.35
471,,Alexandra Maria Lara,2311,858,Diego Velazquez,1,http://www.imdb.com/title/tt0896923/?ref_=fn_tt_tt_1,1.85
434,17536788,Christopher Nicholas Smith,49240,1183,Michaela Watkins,2,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,1.85
15000,58401464,Emma Stone,276746,16982,Fred Armisen,1,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,1.85
851,8880705,Jada Pinkett Smith,1103,3293,Larenz Tate,0,http://www.imdb.com/title/tt0110137/?ref_=fn_tt_tt_1,1.85
776,8279017,Eddie Izzard,34191,1761,Catherine McCormack,1,http://www.imdb.com/title/tt0189998/?ref_=fn_tt_tt_1,2.35
1000,10106233,Cameron Monaghan,12702,5190,Aimee Teegarden,0,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,1.85
1000,,Mark Margolis,6124,3502,Carol Kane,2,http://www.imdb.com/title/tt0117283/?ref_=fn_tt_tt_1,1.85
883,4692814,Barry Corbin,2870,3291,Jake Busey,2,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,1.85
1000,5018450,Harold Perrineau,8546,2687,Mark Feuerstein,0,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,2.35
12000,25967000,Anthony Hopkins,21254,13180,Samuel West,3,http://www.imdb.com/title/tt0104454/?ref_=fn_tt_tt_1,2.35
3000,,Dominic Cooper,22848,6034,Ruth Negga,0,http://www.imdb.com/title/tt5016504/?ref_=fn_tt_tt_1,16.0
1000,3442820,Jennifer Jason Leigh,31489,1442,David Thewlis,0,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,2.35
1000,3205244,Jim Broadbent,23629,2265,Phil Davis,0,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,2.35
963,3076425,Catherine Deneuve,23660,3543,Emmanuelle Béart,1,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,1.85
1000,2275557,Cary-Hiroyuki Tagawa,12561,2404,Vernee Watson,2,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,1.85
1000,1789892,Janeane Garofalo,9494,1795,Kevin Rahm,1,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,1.85
943,6350058,Zoë Kravitz,106098,2786,Jim Gaffigan,3,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,1.85
5000,1094798,Bob Hoskins,11158,7692,Sally Hawkins,6,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,2.35
14000,1071240,Colin Firth,3571,15848,Gina McKee,2,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,2.35
1000,532190,Kurtwood Smith,5673,1610,Amy Locane,2,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,1.66
977,,Faye Dunaway,802,2413,John Gielgud,0,http://www.imdb.com/title/tt0086582/?ref_=fn_tt_tt_1,1.85
61,686383,Sean Lennon,22811,75,Evan McGuire,0,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,1.85
480,16168741,James Corden,99430,517,Mary Catherine Garrison,1,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,1.85
2000,568695,Hunter Parrish,16617,3921,Rory Culkin,2,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,2.35
480,398420,Jerry Ferrara,5049,1234,Alexa Havins,3,http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1,2.35
3000,,Rufus Sewell,2098,6343,Charlotte Rampling,2,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1,16.0
21000,336456,Robert Downey Jr.,7116,41645,Alfre Woodard,2,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,1.85
735,146083,Anna Friel,1591,1378,Steven Mackintosh,3,http://www.imdb.com/title/tt0119494/?ref_=fn_tt_tt_1,2.35
553,298110,Alexia Fast,25055,786,Kesun Loder,1,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,2.35
8000,127144,Will Ferrell,5159,9608,Jacob Vargas,4,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,2.35
10000,117190,Rupert Grint,29994,11770,Geoff Bell,4,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,2.35
905,108662,John de Lancie,26849,3185,Johnny Whitworth,0,http://www.imdb.com/title/tt0964539/?ref_=fn_tt_tt_1,2.35
27000,,Tom Hardy,6053,29196,Kevin McNally,2,http://www.imdb.com/title/tt1238834/?ref_=fn_tt_tt_1,
954,53481,Brian Dennehy,5557,2512,Dash Mihok,5,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,2.35
947,23106,Michael Angarano,9003,2572,William Hootkins,0,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,1.66
144,52961,Ian Tracey,2103,326,William Shimell,1,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,2.35
6,439162,Mitsuo Iwata,106160,28,Tesshô Genda,0,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,1.85
23000,,Paul Walker,12078,37457,Jason Flemyng,2,http://www.imdb.com/title/tt0473188/?ref_=fn_tt_tt_1,2.35
413,,Stephen McHattie,4412,733,Julie LeBreton,0,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,2.35
31000,,Rachel Ann Mullins,1965,33858,Grant Bowler,6,http://www.imdb.com/title/tt2112277/?ref_=fn_tt_tt_1,
163,50000,Leehom Wang,322,219,Jack Kao,2,http://www.imdb.com/title/tt2102502/?ref_=fn_tt_tt_1,2.35
186,671240,Celia Imrie,23023,619,Darren Boyd,0,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,2.35
502,,Mckenna Grace,63,1546,Natalie Coughlin,0,http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1,2.35
844,10105505,Charlotte Rampling,35065,1389,Jean-Claude Lecas,0,http://www.imdb.com/title/tt0324133/?ref_=fn_tt_tt_1,1.85
1000,,Spencer Wilding,3740,2284,Kacey Clarke,2,http://www.imdb.com/title/tt2628316/?ref_=fn_tt_tt_1,2.35
848,882290,Delroy Lindo,4792,1526,Anna Katarina,2,http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1,1.33
981,,Scott Takeda,662,2741,Craig Sheffer,0,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1,
11000,106593296,Morgan Freeman,72324,12619,Patti LuPone,1,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,1.85
1000,43490057,Vanessa Williams,5275,4737,Vivica A. Fox,6,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,1.85
186,32333860,Françoise Yip,29843,407,Garvin Cross,1,http://www.imdb.com/title/tt0113326/?ref_=fn_tt_tt_1,2.35
10000,,Viggo Mortensen,4035,10218,Ángela Molina,0,http://www.imdb.com/title/tt2936180/?ref_=fn_tt_tt_1,2.35
24000,24792061,J.K. Simmons,191998,25092,Todd Louiso,0,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,2.35
1000,17544812,Jay Hernandez,69989,4707,Stanislav Ianevski,0,http://www.imdb.com/title/tt0498353/?ref_=fn_tt_tt_1,2.35
3000,12574715,Dominic Cooper,112138,4198,Ellie Kendrick,0,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,2.35
827,10281585,Frances Conroy,21225,1871,Clyde Kusatsu,3,http://www.imdb.com/title/tt0338427/?ref_=fn_tt_tt_1,2.35
584,5100000,Joely Richardson,6595,2024,Nastassja Kinski,0,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,1.85
673,10460089,Jason Patric,34098,1442,Alan Van Sprang,1,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,1.85
611,4239767,Molly Parker,3709,1834,Kari Matchett,3,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,1.85
834,4131640,Ivana Milicevic,5463,4091,Richard Bull,2,http://www.imdb.com/title/tt1001562/?ref_=fn_tt_tt_1,1.85
373,3347439,Eric Johnson,833,1233,Tiffany Dupont,1,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,
24000,10814185,J.K. Simmons,37530,41867,Clifton Collins Jr.,6,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,1.85
12000,533344,Jeff Bridges,3972,15396,Bruce Dern,0,http://www.imdb.com/title/tt0319829/?ref_=fn_tt_tt_1,1.85
71,206400,Sandrine Kiberlain,1439,262,Roschdy Zem,0,http://www.imdb.com/title/tt0269329/?ref_=fn_tt_tt_1,
631,197148,Samantha Morton,18109,1176,Natalie Mendoza,0,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,2.35
5000,,Bob Hoskins,243,7206,Vincent Regan,3,http://www.imdb.com/title/tt1772422/?ref_=fn_tt_tt_1,
3000,54557348,Don Cheadle,361169,5732,Jennifer Esposito,0,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,2.35
3000,3014541,Mia Wasikowska,19616,4370,Mark Williams,3,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,2.35
262,,Akon,385,409,Razaaq Adoti,3,http://www.imdb.com/title/tt2147225/?ref_=fn_tt_tt_1,
532,872643,Saif Ali Khan,2909,902,Vic Aviles,3,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,
963,4443403,Catherine Deneuve,70194,1754,Danielle Darrieux,0,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,1.85
844,,Bruce Dern,19157,4099,Haley Bennett,2,http://www.imdb.com/title/tt1085779/?ref_=fn_tt_tt_1,1.85
287,,Max Riemelt,80639,635,Jennifer Ulrich,0,http://www.imdb.com/title/tt1063669/?ref_=fn_tt_tt_1,2.35
18000,1330827,Keanu Reeves,9866,19879,Charles Baker,2,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,2.35
788,1818681,Joseph Gilgun,74435,2486,Sean Harris,1,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,2.35
24000,336530303,J.K. Simmons,383071,46055,Kirsten Dunst,0,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,2.35
488,12610552,George Coe,4682,2428,Ayla Kell,0,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,1.37
24000,143492840,J.K. Simmons,414335,28817,Rainn Wilson,0,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,1.85
294,,Darren Shahlavi,4099,835,Brahim Achabbakhe,0,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,1.85
244,43800000,Desmond Llewelyn,74249,1105,Jill St. John,2,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,2.35
14000,134821952,Al Pacino,1155770,28122,Robert Duvall,1,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,1.85
225,94900000,Michael Nouri,35172,791,Lee Ving,0,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,1.85
23000,32391374,Joseph Gordon-Levitt,376600,54075,Zooey Deschanel,43,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,2.35
1000,40158000,Holly Hunter,63931,1051,Geneviève Lemon,1,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,1.85
17000,113709992,Channing Tatum,108843,46646,Matthew McConaughey,1,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,2.35
1000,32131483,Sullivan Stapleton,25870,2212,Angus Sampson,0,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,2.35
581,35400000,Yaphet Kotto,74957,1865,Clifton James,3,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,1.66
1000,34099640,Clint Howard,16651,2515,Cody Linley,0,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,1.37
16000,31973840,Ryan Reynolds,127760,16289,Paulina Gerzon,5,http://www.imdb.com/title/tt0832266/?ref_=fn_tt_tt_1,2.35
1000,37295394,Gary Dourdan,7973,5959,Laz Alonso,8,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,1.85
29000,144812796,Leonardo DiCaprio,362933,29769,Steve Bisley,4,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,2.35
21000,31501218,Robert Downey Jr.,84070,22745,Alex Borstein,0,http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,1.85
22000,28747570,Philip Seymour Hoffman,100571,22140,Kwesi Ameyaw,1,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,2.35
16000,25625110,Quentin Tarantino,138707,33758,Salma Hayek,0,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,1.85
14000,403932,Milla Jovovich,5254,17104,Shirley Henderson,4,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,2.35
4000,,Kirsten Dunst,170055,19949,Oliver Platt,0,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,1.78
1000,25000000,Farrah Fawcett,39847,2951,Peter Ustinov,1,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,2.35
16000,21000000,Christopher Lee,73950,17611,Desmond Llewelyn,3,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,1.66
1000,20257000,Bill Duke,7569,5282,Carl Weathers,2,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,1.85
513,26005908,MyAnna Buring,154938,1379,Craig Conway,0,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,2.35
13000,18642318,Bill Murray,1723,13448,Bob Costas,0,http://www.imdb.com/title/tt0245280/?ref_=fn_tt_tt_1,1.44
971,15818967,Zach Gilford,13913,2517,Vanessa Ray,0,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,1.85
718,14891000,Lily Tomlin,15088,2240,David Patrick Kelly,3,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,1.85
1000,16901126,Sid Haig,76267,3544,Lew Temple,0,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,1.85
4000,,Sarah Michelle Gellar,101902,7970,Emma Caulfield,0,http://www.imdb.com/title/tt0118276/?ref_=fn_tt_tt_1,1.33
637,17474107,Kimberly Elise,56605,1342,Kiersey Clemons,3,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,2.35
1000,14003141,LL Cool J,4598,4837,Nia Long,1,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,2.35
883,304360277,Albert Finney,522048,2039,Rory Kinnear,0,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,2.35
1000,12583510,Sid Haig,60709,2444,Erin Daniels,0,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,1.85
246,,Bernard Fox,440,345,Charles Aidman,0,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,
816,9190525,Michael Stuhlbarg,102125,1120,Peter Breitmayer,1,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,1.85
13000,9176553,Bill Murray,19147,19330,Bill Cobbs,1,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,2.35
687,9094451,Julian Sands,11668,1990,Lori Singer,0,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,1.85
893,14612840,Minnie Driver,11191,3110,Darryl Stephens,1,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,
14000,9166863,Colin Firth,83182,14816,Keri Lynn Pratt,2,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,2.35
883,8373585,Irvin Kershner,39680,1934,Roberts Blossom,0,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,1.85
761,7292175,Jonathan Brandis,7736,2018,Shawn Hatosy,3,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,1.85
729,6601079,Indira Varma,17436,2321,Anupam Kher,1,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,2.35
116,6165429,Roy Billing,23486,312,Deborah Mailman,1,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,2.35
692,5694308,Jeffrey Jones,13815,3128,Lil' Wayne,0,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,1.85
206,5430822,Michael J. Pollard,8391,493,Alastair Duncan,0,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,1.85
787,,Melinda Clarke,42402,2352,Aaron Stanford,1,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,16.0
11000,4720371,Anne Hathaway,3203,11116,Miriama Smith,2,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,1.85
10000,,Jensen Ackles,25329,12051,John Savage,1,http://www.imdb.com/title/tt0204993/?ref_=fn_tt_tt_1,1.33
8000,2921738,Shah Rukh Khan,34449,9984,Anupam Kher,0,http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1,2.35
1000,2344847,Alice Braga,18561,2158,Jose Pablo Cantillo,0,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,2.35
490,7455447,Matt Walsh,29967,1136,Katie Aselton,2,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,1.85
655,2148212,Bruce McGill,781,1906,Jack Warden,0,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,1.85
783,2062066,Ed Begley Jr.,11387,2684,Kurt Fuller,3,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,1.85
4000,1654367,Hayden Christensen,18355,6526,Beth Grant,0,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,1.85
3000,1738692,Ezra Miller,95529,3547,Ashley Gerasimovich,0,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,2.35
2000,2209479,Samantha Barks,844,2909,Lesley Manville,0,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,
1000,1889522,Ellen Burstyn,1119,2589,Jennifer Butler,2,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,2.35
10000,,Tom Cruise,3114,11059,Rick Rossovich,0,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,
6000,1110286,Naomi Watts,9727,8876,Carla Gallo,6,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,2.35
963,1000000,Catherine Deneuve,2215,2209,Jack O'Halloran,1,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,1.85
106,700000,Christian Clavier,24438,215,Valérie Lemercier,1,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,2.35
227,1768416,Nathalie Fay,35848,684,Erin Wasson,0,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,1.85
756,1425993,Geoff Stults,7412,1417,Derek Wayne Johnson,1,http://www.imdb.com/title/tt1220628/?ref_=fn_tt_tt_1,2.35
1000,306715,Taylor Negron,5143,5213,Larry Miller,1,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,1.85
23000,382946,Joseph Gordon-Levitt,43965,44969,Rainn Wilson,0,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,2.35
554,518134,Richard E. Grant,21243,1105,Richard Graham,2,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,2.35
13000,236266,Matt Damon,15104,13000,,0,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,2.35
766,196067,Olivia Williams,1966,1251,Eleanor Bron,3,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,1.85
7000,532988,Steve Carell,5863,9660,Luke Grimes,0,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,1.85
474,453079,Lynn Cohen,4124,2029,Dan Hedaya,4,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,2.35
4,,Leonid Yarmolnik,2518,8,Valentin Golubenko,0,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,1.66
26000,46451,Chris Hemsworth,7663,27756,Paul Sanchez,2,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,1.85
876,233103,Emily Watson,2670,2544,Miranda Richardson,3,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,2.35
12000,,Norman Reedus,197845,12680,Bob Marley,2,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,2.35
91,,Michael Wong,383,198,Stephen Au,1,http://www.imdb.com/title/tt3469440/?ref_=fn_tt_tt_1,2.35
1000,,Alden Ehrenreich,8589,3150,Joanne Whalley,0,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,1.85
99,,Erin Fitzgerald,1159,218,Ivan Okhlobystin,1,http://www.imdb.com/title/tt2243621/?ref_=fn_tt_tt_1,
122,,Debi Derryberry,192,236,Cindy Robinson,0,http://www.imdb.com/title/tt4061848/?ref_=fn_tt_tt_1,
16000,41400000,Clint Eastwood,39451,17209,Sydney Penny,0,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,2.35
878,,Ben Browder,15862,4334,Julian Sands,5,http://www.imdb.com/title/tt0942903/?ref_=fn_tt_tt_1,1.78
14000,7993039,Milla Jovovich,120036,18643,Cole Hauser,1,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,1.85
755,,Lucas Grabeel,39786,3009,Olesya Rulin,5,http://www.imdb.com/title/tt0810900/?ref_=fn_tt_tt_1,1.78
149,,Gordon Pinsent,33,414,John Ralston,0,http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1,2.35
15000,,Rex Baker,5255,17377,Travis Aaron Wade,3,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1,2.35
177,927107,Heike Makatsch,5153,333,Maria Schrader,1,http://www.imdb.com/title/tt0130444/?ref_=fn_tt_tt_1,1.85
710,49526,Rory Culkin,16299,2119,Tim DeKay,1,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,2.35
240,10696,Glenn Plummer,10771,490,Mark De Alessandro,8,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,2.35
34000,31607598,Jennifer Lawrence,58366,35717,Gil Bellows,1,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,2.35
131,6857096,Lubna Azabal,80429,343,Ahmad Massad,0,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,1.85
60,223878,Laura Morante,3548,132,Giulia Michelini,1,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,2.35
1000,828,Jim Broadbent,5133,2728,Michael McElhatton,8,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,2.35
585,8060,Wagner Moura,81644,666,André Ramiro,1,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,1.85
1000,84263837,Alfre Woodard,81699,2323,Gabriel Bateman,0,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,2.35
46,110029,Deborah Mailman,1388,225,Jessica Mauboy,7,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,2.35
27,57504069,John Cothran,94139,106,Na'Blonka Durden,2,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,1.85
699,54215416,Esai Morales,21409,936,Danielle von Zerneck,1,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,1.85
804,,Rita Moreno,3157,1285,Sandy Dennis,2,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,1.85
754,31899000,Angie Dickinson,23986,2442,Nancy Allen,0,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,2.35
876,24103594,Curtis Armstrong,6384,4840,Anne Heche,0,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,1.85
