director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,content_rating,title_year,actor_2_facebook_likes,aspect_ratio
James L. Brooks,124,131,274,Paz Vega,11000,Adam Sandler,65668,12522,Sarah Steele,2,chef|college|housekeeper|letter|mexico,342,English,PG-13,2004,964,1.85
Gil Kenan,190,91,27,Jon Heder,12000,Steve Buscemi,71137,17299,Catherine O'Hara,0,babysitter|halloween|house|neighbor|suburb,229,English,PG,2006,970,2.35
Barry Levinson,132,123,272,Brían F. O'Byrne,13000,Bruce Willis,57038,13934,Azura Skye,2,bank manager|hypochondriac|love triangle|prison|television,261,English,PG-13,2001,450,2.35
Jerry Zucker,53,134,109,Ben Cross,919,Julia Ormond,55350,1695,John Gielgud,3,battle|king|king arthur|knight|marriage,180,English,PG-13,1995,303,1.85
Andy Tennant,91,148,72,Geoffrey Palmer,582,Bai Ling,31080,804,Randall Duk Kim,2,1860s|children|king|schoolteacher|siam,217,English,PG-13,1999,103,2.35
Tarsem Singh,284,110,763,Daniel Sharman,15000,Henry Cavill,138190,16691,Steve Byers,1,burned alive|castration|olympus|torture|torture device,405,English,R,2011,1000,1.85
Florent-Emilio Siri,152,113,17,Bruce Willis,87000,Jimmy Bennett,93790,103354,Ransford Doherty,0,california|hostage|hostage negotiator|organized crime|police,288,English,R,2005,13000,2.35
Don Bluth,131,94,383,Janeane Garofalo,13000,Matt Damon,52244,15857,Nathan Lane,0,alien|captain|escape|pilot|scientist,377,English,PG,2000,1000,2.35
Ron Shelton,132,116,41,Bruce Greenwood,11000,Harrison Ford,31293,14028,Lena Olin,2,audition|kissing while having sex|machismo|murder|sex,254,English,PG-13,2003,982,2.35
Paul W.S. Anderson,67,99,545,Sean Pertwee,933,Connie Nielsen,44248,2542,Jason Scott Lee,1,crash survivor|planet|sergeant|soldier|survivor,373,English,R,1998,722,2.35
David Pastor,130,84,10,Kiernan Shipka,3000,Christopher Meloni,35510,4368,Lou Taylor Pucci,0,beach|disease|latex gloves|pandemic|virus,119,English,PG-13,2009,552,2.35
Henry Selick,74,93,253,Bridget Fonda,3000,Brendan Fraser,14280,5580,Megan Mullally,0,carnival|coma|death|monkey|nightmare,171,English,PG-13,2001,889,1.85
John Moore,114,113,212,Tony Curran,2000,Dennis Quaid,45815,4397,Miranda Otto,4,captain|desert|rescue|stranded|survivor,222,English,PG-13,2004,845,2.35
M. Night Shyamalan,294,106,0,Bruce Willis,18000,Robin Wright,245152,33645,Michael Kelly,0,child with gun|comic book|invulnerability|superhero|train crash,1344,English,PG-13,2000,13000,2.35
Kyle Balda,308,91,22,Jon Hamm,7000,Steve Carell,142403,13616,Steve Coogan,0,antarctica|minion|queen|super villain|villain,275,English,PG,2015,4000,1.85
Zack Snyder,435,128,0,Abbie Cornish,4000,Jon Hamm,197584,7067,Scott Glenn,4,alternate reality|escape|girl gang|prostitution|samurai,918,English,PG-13,2011,2000,2.35
Brian De Palma,117,98,0,Mike Starr,12000,Nicolas Cage,64121,15269,John Heard,1,assassination|boxing|casino|conspiracy|long take,241,English,R,1998,854,2.35
Barry Levinson,108,134,272,James Pickens Jr.,548,Peter Coyote,81611,1044,Huey Lewis,3,manifestation|ocean|spacecraft|spaceship|sphere,274,English,PG-13,1998,270,2.35
Clay Kaytis,141,97,6,Josh Gad,22000,Peter Dinklage,27130,24350,Keegan-Michael Key,0,butt|downward duck|fish|kingfisher|pig,126,English,PG,2016,1000,1.85
Andy Tennant,176,112,72,Ray Winstone,11000,Matthew McConaughey,59352,13827,Alexis Dziena,0,debt|rapper|treasure|treasure hunter|yacht,138,English,PG-13,2008,1000,2.35
Judd Apatow,230,153,0,RZA,11000,Adam Sandler,100837,11852,Maude Apatow,1,breasts|comedian|craigslist|infidelity|stand up comedian,301,English,R,2009,561,1.85
Peter Berg,234,110,532,Frances Fisher,3000,Jennifer Garner,101386,5187,Tim McGraw,1,al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch,289,English,R,2007,638,2.35
Adam McKay,164,122,285,Leslie Bibb,8000,Will Ferrell,130776,12410,Gary Cole,5,car racing|french|friend|nascar|racing,437,English,PG-13,2006,1000,2.35
Steve Carr,91,87,41,Jeffrey Jones,1000,Raven-Symoné,33884,3287,Kevin Pollak,0,bear|doctor|false accusation|man with glasses|second part,79,English,PG,2001,692,2.35
Mel Gibson,132,178,0,Patrick McGoohan,906,Mhairi Calvey,736638,1976,James Robinson,1,14th century|legend|revolt|scotland|tyranny,1065,English,R,1995,466,2.35
Sam Mendes,262,125,0,Brian Geraghty,15000,Jake Gyllenhaal,143525,15850,James Morrison,0,american abroad|gulf war|u.s. military|u.s. soldier|usmc,657,English,R,2005,383,2.35
David Silverman,299,87,30,Yeardley Smith,745,Albert Brooks,259083,3086,Marcia Wallace,0,alaska|dome|lake|pig|the simpsons,763,English,PG-13,2007,440,2.35
Frank Darabont,128,152,0,Hal Holbrook,940,Martin Landau,45031,4310,Jeffrey DeMunn,1,amnesia|california|communist|small town|writer,376,English,PG,2001,826,1.85
Renny Harlin,109,116,212,Estella Warren,13000,Sylvester Stallone,34435,14780,Cristián de la Fuente,0,car race|german|race car|race car driver|rookie,346,English,PG-13,2001,658,2.35
Jean-Jacques Annaud,88,109,218,Jean-Claude Dreyfus,21,David Gant,11798,55,Oanh Nguyen,0,circus|death of protagonist|jungle|killing an animal|tiger,124,English,PG,2004,17,2.35
M. Night Shyamalan,261,108,0,Judy Greer,3000,Bryce Dallas Howard,193770,7273,William Hurt,0,creature|pact|plot twist|village|woods,2003,English,PG-13,2004,2000,1.85
Betty Thomas,73,85,84,Raven-Symoné,1000,Oliver Platt,74343,4166,Peter Boyle,0,box office hit|doctor|dog|first part|tiger,98,English,PG-13,1998,1000,1.85
M. Night Shyamalan,208,106,0,Merritt Wever,710,Rory Culkin,271592,1675,Cherry Jones,0,crop circle|faith|farm|glass of water|loss of faith,2335,English,PG-13,2002,529,1.85
Andrew Adamson,205,93,80,Jennifer Saunders,692,Rupert Everett,314630,1148,Conrad Vernon,1,drag queen|physical appearance|princess|queen|sequel,483,English,PG,2004,309,1.85
John Lasseter,256,117,487,Cheech Marin,1000,John Ratzenberger,263853,4905,George Carlin,0,car|desert|route 66|tow truck|truck,584,English,G,2006,843,2.35
Garry Marshall,103,116,0,Christopher Meloni,8000,Julia Roberts,74274,12790,Hector Elizondo,2,bride|columnist|journalist|maryland|wedding,255,English,PG,1999,3000,2.35
Rob Cohen,191,132,357,Eve,14000,Vin Diesel,142569,14790,Leila Arcieri,0,agent|nsa|nsa agent|prague|russian,737,English,PG-13,2002,223,2.35
Paul Tibbitt,147,92,5,Billy West,870,Tim Conway,34359,5217,Eddie Deezen,0,book|magic|pirate|plankton|time machine,133,English,PG,2015,861,1.85
Ron Howard,79,139,2000,Delroy Lindo,960,Lili Taylor,98989,3667,Rene Russo,1,bounty|fbi|millionaire|money|ransom,158,English,R,1996,848,1.85
Quentin Tarantino,486,153,16000,Brad Pitt,13000,Michael Fassbender,885175,36741,Christoph Waltz,1,france|german|nazis|revenge|scalping,1527,English,R,2009,11000,2.35
Steven Spielberg,75,142,14000,Julia Roberts,49000,Robin Williams,182802,64259,Bob Hoskins,1,1990s|caught in a net|children|duel|hero,363,English,PG,1991,8000,2.35
Brett Ratner,245,101,420,Rufus Sewell,12000,Dwayne Johnson,115687,16235,Ingrid Bolsø Berdal,0,army|greek mythology|hercules|king|mercenary,269,English,PG-13,2014,3000,2.35
Renny Harlin,142,124,212,John Amos,13000,Bruce Willis,269858,16595,Franco Nero,0,airport|fuel|plane|police|terrorist,316,English,R,1990,982,2.35
Clark Johnson,144,117,69,Josh Charles,10000,Jeremy Renner,119807,14486,LL Cool J,1,hostage|police|prison|swat team|training,340,English,PG-13,2003,1000,2.35
,39,45,,Katia Winter,898,Nicole Beharie,49049,1430,Lyndie Greenwood,0,apocalypse|death|husband wife relationship|mother son relationship|murder,110,English,TV-14,,372,16.0
Cameron Crowe,153,141,488,Ivana Milicevic,10000,Tom Cruise,206776,11458,Noah Taylor,1,death|dream|love|lynchian|reality,1248,English,R,2001,834,1.85
M. Night Shyamalan,284,110,0,Freddy Rodríguez,3000,Bryce Dallas Howard,78635,5609,Bob Balaban,1,apartment|bedtime story|eagle|stuttering|swimming pool,1040,English,PG-13,2006,579,1.85
Paul W.S. Anderson,247,109,545,Colin Salmon,886,Sanaa Lathan,143628,3222,Raoul Bova,0,alien|antarctica|predator|pyramid|satellite,1283,English,PG-13,2004,766,2.35
Betty Thomas,107,88,84,Bridgit Mendler,1000,Amy Poehler,31649,5227,Jesse McCartney,0,adidas|chipmunk|hospital|school|waste container,98,English,PG,2009,1000,1.85
Randall Wallace,141,124,130,Marc Blucas,4000,Jon Hamm,103241,6181,Chris Klein,0,air cavalry|battle|major|soldier|vietnamese,742,English,R,2002,973,2.35
Antoine Fuqua,358,119,845,Morgan Freeman,18000,Gerard Butler,203154,31782,Radha Mitchell,3,political thriller|politics|president|speaker of the house|u.s. president,698,English,R,2013,11000,2.35
Jonathan Frakes,160,103,906,Jonathan Frakes,1000,LeVar Burton,56741,6207,Michael Dorn,0,alien|captain|commander|conspiracy|planet,515,English,PG,1998,906,2.35
Jonathan Liebesman,355,116,473,Jim Parrack,833,Noel Fisher,154955,4001,Ramon Rodriguez,0,alien|extraterrestrial|invasion|marine|mission,800,English,PG-13,2011,697,2.35
Tim Burton,235,125,13000,Alison Lohman,12000,Steve Buscemi,350698,16138,Albert Finney,0,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,816,English,PG-13,2003,1000,1.37
Mike Nichols,59,125,0,Peter Gerety,443,David Hyde Pierce,43559,1439,Ron Rifkin,1,blood|publisher|publishing house|werewolf|wolf,137,English,R,1994,277,1.85
Steven Spielberg,388,146,14000,Benedict Cumberbatch,25000,Jeremy Irvine,116159,46726,Eddie Marsan,1,barbed wire|british|cavalry|horse|world war one,488,English,PG-13,2011,19000,2.35
George Clooney,371,118,0,Matt Damon,13000,Bill Murray,102248,27674,Bob Balaban,7,art|art expert|nazi stolen art|soldier|world war two,403,English,PG-13,2014,13000,2.35
James Cameron,82,171,0,Todd Graff,2000,Michael Biehn,131217,4074,Mary Elizabeth Mastrantonio,0,alien|estranged couple|ocean|submarine|underwater,380,English,PG-13,1989,650,2.35
Oliver Stone,297,136,0,Austin Pendleton,903,Frank Langella,84118,1579,John Buffalo Mailer,2,corporate greed|crisis|economy|greed|mentor,245,English,PG-13,2010,592,2.35
Gary Shore,261,92,28,Sarah Gadon,3000,Dominic Cooper,138582,5178,Zach McGowan,1,death of wife|dracula|tarantula|turk|vampire,423,English,PG-13,2014,692,2.35
Edward Zwick,120,116,380,Bruce Willis,18000,Denzel Washington,58023,32563,Mark Valley,0,abduction|martial law|military|new york city|terrorist,281,English,R,1998,13000,2.35
Matthew Vaughn,228,127,905,David Kelly,15000,Henry Cavill,212085,16034,Nathaniel Parker,8,king|magic|one word title|pirate|village,492,English,PG-13,2007,588,2.35
Jean-Jacques Annaud,76,136,218,Mako,11000,Brad Pitt,96385,12226,Victor Wong,1,austria|dalai lama|himalaya|mountain|tibet,119,English,PG-13,1997,691,2.35
Ron Howard,185,111,2000,Clint Howard,17000,Channing Tatum,43709,18510,Chelcie Ross,2,best friend|friend|investigation|secret|two word title,141,English,PG-13,2011,1000,2.35
Joel Schumacher,128,116,541,Brooke Smith,12000,Anthony Hopkins,39659,12993,Garcelle Beauvais,2,cia|cia agent|terrorist|twin|twin brother,189,English,PG-13,2002,405,2.35
Andrzej Bartkowiak,237,113,43,Ben Daniels,12000,Dwayne Johnson,88146,13517,Dexter Fletcher,0,commando unit|extra chromosome|first person shooter|special forces|teleportation,814,English,R,2005,585,2.35
Betty Thomas,105,97,84,Phill Lewis,989,Gary Cole,41663,1576,Tate Taylor,1,boxer|espionage|spy|stealth|top secret,141,English,PG-13,2002,229,1.37
Måns Mårlind,242,88,24,Stephen Rea,5000,Theo James,117096,5861,Sandrine Holt,1,battle|cryogenics|detective|scientist|vampire,271,English,R,2012,327,2.35
Adam Shankman,360,136,163,Shane Hartline,394,James Martin Kelly,61995,712,Celina Beach,7,concert|love|music industry|panties|pole dancer,356,English,PG-13,2012,217,2.35
Gregory Hoblit,112,125,40,Cole Hauser,13000,Bruce Willis,43651,15916,Rory Cochrane,0,colonel|honor|lieutenant|pilot|racism,196,English,R,2002,787,2.35
Gary McKendry,189,116,5,Robert De Niro,26000,Jason Statham,105556,49608,Ben Mendelsohn,2,australia|death|mentor|revenge|secret society,157,English,R,2011,22000,2.35
John McTiernan,151,98,323,Chris Klein,1000,LL Cool J,22264,2763,Andrew Bryniarski,3,ball|blood|skating|song|year 2005,289,English,R,2002,841,2.35
Wych Kaosayananda,92,91,8,Sandrine Holt,349,Talisa Soto,16761,1846,Gregg Henry,1,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,277,English,R,2002,324,2.35
Mikael Salomon,79,97,13,Minnie Driver,11000,Morgan Freeman,26893,13628,Randy Quaid,0,dam|flood|money|police|sheriff,126,English,R,1998,893,2.35
Bobby Farrelly,81,95,101,Brandy Norwood,2000,Ron Howard,25572,3734,David Hyde Pierce,0,blood|body|egg|virus|white blood cell,123,English,PG,2001,509,2.35
Will Finn,51,88,6,Oliver Platt,2000,Lea Michele,5116,6946,Jim Belushi,1,jester|kansas|oz|princess|tornado,54,English,PG,2013,1000,
Michael Mann,261,133,0,Archie Kao,26000,Chris Hemsworth,38983,28129,Brandon Molale,1,chinese|computer|cybercrime|hacker|one word title,207,English,R,2015,326,2.35
Kerry Conran,197,106,14,Laurence Olivier,11000,Angelina Jolie Pitt,72868,12871,Bai Ling,2,captain|pilot|reporter|robot|scientist,618,English,PG,2004,1000,1.85
Michael Caton-Jones,159,116,105,Indira Varma,844,Charlotte Rampling,31124,1899,Neil Maskell,1,drugs|murder|psychiatrist|scotland yard|sex,313,English,R,2006,729,2.35
Mikael Håfström,286,115,101,50 Cent,13000,Sylvester Stallone,177653,15708,Matt Gerald,1,cia agent|escape|muslim|prison|ship,279,English,R,2013,1000,2.35
Renny Harlin,156,99,212,Luke Newberry,576,Roxanne McKee,44891,1520,Gaia Weiss,0,ancient greece|forbidden love|hercules|king|slavery,202,English,PG-13,2014,358,2.35
Phil Alden Robinson,176,124,31,Bruce McGill,11000,Morgan Freeman,86504,12556,Philip Baker Hall,0,analyst|cia|nuclear bomb|nuclear weapons|russia,568,English,PG-13,2002,655,2.35
David Slade,293,124,171,Kristen Stewart,21000,Robert Pattinson,184637,52547,Anna Kendrick,3,friendship|graduation|revenge|vampire|werewolf,498,English,PG-13,2010,17000,2.35
Frank Oz,141,124,0,Marlon Brando,22000,Robert De Niro,101899,32871,Gary Farmer,0,partner|running|scepter|surveillance|thief,445,English,R,2001,10000,2.35
Pierre Coffin,304,87,275,Miranda Cosgrove,7000,Steve Carell,385943,11608,Jack McBrayer,0,girl|minion|moon|pyramid|white picket fence,296,English,PG,2010,2000,1.85
Joseph Ruben,40,105,29,Robert Blake,584,Vincent Pastore,32224,1132,Aida Turturro,1,bare breasts|breast|loan shark|subway|train,62,English,R,1995,220,2.35
Seth MacFarlane,280,125,3000,Morgan Freeman,14000,Liam Neeson,117739,30010,Seth MacFarlane,0,baby|f word|fight|lawyer|marriage,229,English,R,2015,11000,2.35
Alejandro Amenábar,180,141,448,Ashraf Barhom,614,Max Minghella,52496,1829,Rupert Evans,2,christian|love|philosophy|prefect|slave,172,English,R,2009,451,2.35
Kinka Usher,125,121,18,Wes Studi,1000,Janeane Garofalo,53970,3986,Eddie Izzard,4,bowling|rajah|sphinx|spleen|superhero,435,English,PG-13,1999,855,1.85
Bobby Farrelly,237,111,101,Larry Joe Campbell,966,Jenna Fischer,103230,3393,Stephen Merchant,3,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,143,English,R,2011,919,2.35
Michael Mann,209,157,0,Rip Torn,14000,Al Pacino,133526,18216,Debi Mazar,1,cbs|cbs news|research|tobacco|whistleblower,521,English,R,1999,826,2.35
Craig Gillespie,178,117,44,Abraham Benrubi,788,Michael Raymond-James,27481,3524,Graham McTavish,0,1950s|coast guard|oil tanker|sinking ship|survival,113,English,PG-13,2016,562,2.35
Ridley Scott,238,128,0,Simon McBurney,29000,Leonardo DiCaprio,174248,29824,Michael Gaston,1,cia|jordan|middle east|spy|terrorist,263,English,R,2008,149,2.35
Jay Roach,190,114,116,Stephanie Szostak,7000,Steve Carell,80338,10419,Bruce Greenwood,2,dinner|diorama|idiot|irs|mouse,264,English,PG-13,2010,1000,1.85
Timur Bekmambetov,393,105,335,Dominic Cooper,3000,Rufus Sewell,128629,8281,Benjamin Walker,0,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,348,English,R,2012,3000,2.35
Jon Amiel,138,113,36,Kevin McNally,537,Will Patton,88132,1302,Maury Chaykin,1,art thief|insurance|mask|master thief|reference to iron maiden,274,English,PG-13,1999,427,2.35
,4,30,,Kaitlyn Dever,995,Hector Elizondo,15114,2465,Nancy Travis,1,family relationships|husband wife relationship|live studio audience|sitcom|three word title,87,English,TV-PG,,363,16.0
Rob Bowman,142,121,38,Mitch Pileggi,940,Martin Landau,85720,4230,Jeffrey DeMunn,0,agent|alien|bomb|fbi|government,297,English,PG-13,1998,826,2.35
Doug Lefler,90,102,4,Nonso Anozie,14000,Colin Firth,29285,14625,Owen Teale,0,5th century|boy|capri|roman legion|soldier,174,English,PG-13,2007,394,2.35
Steven Spielberg,219,169,14000,Vin Diesel,15000,Tom Hanks,881236,44998,Matt Damon,2,army|invasion|killed in action|normandy|soldier,2277,English,R,1998,14000,1.85
Scott Waugh,327,132,76,Dominic Cooper,3000,Rami Malek,136954,7081,Ramon Rodriguez,1,cross country|custom car|illegal street racing|police officer crushed|street racing,346,English,PG-13,2014,3000,2.35
Nancy Meyers,149,127,278,Lisa Edelstein,2000,Judy Greer,158864,5838,Loretta Devine,1,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy,395,English,PG-13,2000,955,1.37
Chris Wedge,193,103,77,Stephen Root,1000,Goran Visnjic,328159,5437,Denis Leary,0,baby|ice|ice age|sleeping|sloth,467,English,PG,2002,939,1.85
Lawrence Kasdan,175,136,759,Michael O'Neill,11000,Morgan Freeman,75573,12194,Reece Thompson,1,alien|friend|maine|military|woods,662,English,R,2003,599,2.35
Steven Spielberg,538,150,14000,Hal Holbrook,23000,Joseph Gordon-Levitt,197412,25517,Bruce McGill,0,cultural conflict|politics|president|slavery|u.s. president,720,English,PG-13,2012,826,2.35
Lana Wachowski,313,136,0,Marcus Chong,18000,Keanu Reeves,1217752,18563,Gloria Foster,3,artificial reality|computer|matrix|questioning reality|simulated reality,3646,English,R,1999,145,2.35
Ron Howard,159,140,2000,Miko Hughes,15000,Tom Hanks,208817,17171,Kathleen Quinlan,0,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space,296,English,PG,1995,968,2.35
Paul Verhoeven,196,113,719,Rachel Ticotin,605,Ronny Cox,240241,1441,Marshall Bell,0,ambiguous ending|false memory|implanted memory|memory|space colony,391,English,R,1990,308,1.85
Michael Lembeck,80,104,54,Aisha Tyler,901,Judge Reinhold,34561,5265,Eric Lloyd,0,christmas|magic|santa claus|son|toy,116,English,G,2002,857,1.85
Tom Hooper,488,158,0,Eddie Redmayne,20000,Hugh Jackman,243834,46204,Anne Hathaway,1,barricade|innkeeper|parole|rebellion|student,845,English,PG-13,2012,13000,1.85
Nora Ephron,153,119,0,Jean Stapleton,15000,Tom Hanks,151812,17768,Dave Chappelle,2,bookstore|competing businesses|instant messaging|new york city|shop owner,556,English,PG,1998,793,1.85
Adam McKay,173,106,285,Adam Scott,8000,Will Ferrell,212499,11264,Andrea Savage,2,dream|friendship|karaoke|love|slacker,277,English,R,2008,3000,2.35
Martin Campbell,156,136,258,Tony Amendola,12000,Anthony Hopkins,135404,12396,Stuart Wilson,0,19th century|california|revenge|training|zorro,318,English,PG-13,1998,174,2.35
Todd Phillips,307,95,480,RZA,21000,Robert Downey Jr.,272789,23018,Matt Walsh,3,actor|aspiring actor|birth|misadventure|suitcase,285,English,R,2010,561,2.35
Angelina Jolie Pitt,322,137,11000,Jack O'Connell,769,Finn Wittrock,103589,2938,Alex Russell,0,emaciation|male nudity|plane crash|prisoner of war|torture,351,English,PG-13,2014,698,2.35
Clint Eastwood,169,130,16000,Courtney B. Vance,16000,Clint Eastwood,60165,17771,William Devane,1,nasa|old age|satellite|space|space shuttle,326,English,PG-13,2000,495,2.35
Renny Harlin,74,124,212,Leon,13000,Sylvester Stallone,96096,15229,Janine Turner,1,money|mountain|rocky mountains|snow|suitcase,172,English,R,1993,730,2.35
John Woo,72,108,610,Samantha Mathis,848,Delroy Lindo,77390,2913,Bob Gunton,2,captain|desert|major|park ranger|utah,189,English,R,1996,517,2.35
Jon Turteltaub,86,104,226,Lily Tomlin,13000,Bruce Willis,34473,16452,Daniel von Bargen,1,altering history|cartoon on tv|childhood|image consultant|one two combo,139,English,PG,2000,718,1.85
Oliver Stone,242,129,0,Jay Hernandez,12000,Nicolas Cage,67395,14421,Armando Riesco,0,based on true story|police|rescue|rubble|trapped,564,English,PG-13,2006,1000,1.85
Mike Newell,141,117,179,Kirsten Dunst,8000,Julia Roberts,61490,12850,Marian Seldes,1,art|college|school|student|wellesley college,264,English,PG-13,2003,4000,1.85
Larry Charles,313,99,119,Aasif Mandvi,600,Sayed Badreya,213863,1375,Horatio Sanz,0,dictator|hotel|oil|overalls|sunglasses,310,English,R,2012,346,2.35
Stanley Kubrick,280,159,0,Vinessa Shaw,10000,Tom Cruise,227071,11424,Sydney Pollack,1,doctor|orgy|party|pianist|sexual fantasy,1500,English,R,1999,580,1.66
Will Gluck,176,118,87,Dorian Missick,2000,Quvenzhané Wallis,24735,4796,David Zayas,6,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,213,English,PG,2014,1000,2.39
Glenn Ficarra,279,105,43,Adrian Martinez,10000,Will Smith,149337,11943,Gerald McRaney,0,con artist|con man|deception|rivalry|seduction,221,English,R,2015,806,1.85
McG,241,103,368,Abigail Spencer,27000,Tom Hardy,147641,29808,Warren Christie,3,best friend|cia|cia agent|dating|undercover,238,English,PG-13,2012,1000,2.35
David S. Goyer,185,122,687,Natasha Lyonne,16000,Ryan Reynolds,132954,19764,John Michael Higgins,0,blade|blood|dracula|vampire hunter|vampire slayer,514,English,R,2004,1000,2.35
John Milius,97,114,468,Jennifer Grey,1000,Lea Thompson,41776,3860,William Smith,0,guerrilla|high school|invasion|soviet|wolverine,383,English,PG-13,1984,1000,1.85
Mike Nichols,117,143,0,Adrian Lester,509,Maura Tierney,23940,1409,Paul Guilfoyle,0,campaigning|candidate|election|governor|president,157,English,R,1998,317,2.35
Paul W.S. Anderson,239,96,545,Boris Kodjoe,14000,Milla Jovovich,104831,17913,Bingbing Li,0,corporation|fight|rescue|umbrella|zombie,423,English,R,2012,1000,2.35
Paul W.S. Anderson,230,111,545,Max Ryan,26000,Jason Statham,166610,28643,Joan Allen,4,armored car|car|murder|prison|warden,211,English,R,2008,872,2.35
Renny Harlin,94,121,212,Craig Bierko,394,Melina Kanakaredes,60508,1531,Yvonne Zima,2,amnesia|chase|foot chase|strong female character|vomiting,285,English,R,1996,380,2.35
Taylor Hackford,134,135,138,Alun Armstrong,324,Pamela Reed,49300,1013,Michael Kitchen,1,jungle|pipeline|prisoner|ransom|south america,265,English,R,2000,192,2.35
Jon Favreau,136,101,4000,Josh Hutcherson,17000,Kristen Stewart,67707,32232,Jonah Bobo,0,2000s|coke|meeting future self|reference to spongebob squarepants|sony,202,English,PG,2005,14000,1.85
David Fincher,315,151,21000,Meat Loaf,11000,Brad Pitt,1347461,13209,Eugenie Bondurant,2,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,2968,English,R,1999,783,2.35
McG,96,131,368,Kimberly Williams-Paisley,11000,Matthew McConaughey,46951,12088,Brian Geraghty,0,coach|football|football team|marshall university|university,175,English,PG,2006,529,2.35
,14,60,,James Nesbitt,1000,Jason Flemyng,8739,3537,Frances O'Connor,0,france|journalist|limp|police detective|reporter,28,English,,,773,
Michael Lehmann,60,100,36,James Coburn,13000,Bruce Willis,43376,15944,Richard E. Grant,0,blackmail|burglar|critically bashed|leonardo da vinci|prison,249,English,R,1991,773,1.85
Nora Ephron,60,105,0,Michael Moore,975,Michael Rapaport,8560,3580,Richard Schiff,1,celebrity|lottery|murder|snowmobile|weatherman,69,English,R,2000,909,1.85
Stuart Beattie,308,92,72,Kevin Grevioux,623,Caitlin Stasey,65709,3165,Miranda Otto,0,army|creature|demon|frankenstein|gargoyle,194,English,PG-13,2014,593,2.35
Roman Polanski,127,130,2000,Barney Clark,268,Ian McNeice,25474,450,Tony Noble,0,boy|character name in title|orphan|pickpocket|workhouse,138,English,PG-13,2005,85,2.35
Rob Bowman,196,100,38,Cary-Hiroyuki Tagawa,3000,Jennifer Garner,71202,7048,Goran Visnjic,0,assassin|battle|heroine|martial arts|spin off,380,English,PG-13,2005,1000,2.35
Frank Miller,339,102,436,Bruce Willis,23000,Joseph Gordon-Levitt,111102,49433,Eva Green,3,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,239,English,R,2014,13000,1.85
Sydney Pollack,96,133,521,Kristin Scott Thomas,11000,Harrison Ford,17025,16710,Bill Cobbs,1,death|plane crash|police|police sergeant|politician,290,English,R,1999,1000,1.85
Baltasar Kormákur,361,121,175,Martin Henderson,963,Michael Kelly,134625,2131,Tom Goodman-Hill,0,blizzard|mount everest|mountain|mountain climbing|snow,265,English,PG-13,2015,580,2.35
Tom Tykwer,226,147,670,David Calder,177,Michael Smiley,190490,253,Simon Chandler,0,18th century|perfume|scent|sense of smell|smell,482,English,R,2006,27,2.35
Jay Roach,194,94,116,Josh Zuckerman,645,Verne Troyer,162909,2725,Robert Wagner,2,fem bot|prison|seductive fembot|spy|time travel,795,English,PG-13,2002,522,2.35
David Bowers,138,94,42,Charlize Theron,12000,Nicolas Cage,25681,23365,Dee Bradley Baker,1,betrayal|futuristic|gladiator|robot|scientist,77,English,PG,2009,9000,2.35
