num_critic_for_reviews,duration,actor_3_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
10,92,140,943,,Zoë Kravitz,421,1,,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,English,Mexico,2013,480,6.2,199
121,97,577,13000,434417,Eddie Redmayne,8867,1,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,English,Spain,2007,1000,5.9,0
43,100,3,109,728,William Kircher,2776,0,true crime,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,English,New Zealand,2006,10,7.3,285
45,96,542,801,81200000,Steve Guttenberg,87739,0,misfit|police|police academy|police cadet|police officer,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,English,USA,1984,760,6.7,0
36,104,83,1000,,Brooke Shields,50125,0,coming of age|island|poison|teenage boy|teenage girl,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,English,USA,1980,511,5.7,0
84,117,239,1000,52700832,Kristin Scott Thomas,107923,4,1990s|chick flick|funeral|gay relationship|wedding,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,English,UK,1994,398,7.1,0
118,90,811,1000,,Jennifer Jason Leigh,71217,1,break up|california|high school|surfer|teacher,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,English,USA,1982,901,7.2,0
42,115,68,232,,Royal Dano,13474,0,obsession|revenge|ship|whale|whaling,http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1,English,USA,1956,169,7.4,0
202,108,346,22000,13060843,Philip Seymour Hoffman,149528,0,bar|dream|drug dealing|nightclub|widower,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,English,USA,2002,3000,7.7,0
5,43,298,562,,Dan Fogler,6762,0,,http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1,English,USA,,560,7.7,2000
120,109,126,3000,3798532,Christopher Meloni,41138,0,gangster|lesbian|mafia|money|neo noir,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,English,USA,1996,441,7.4,2000
234,102,167,1000,3609278,Ellen Burstyn,573541,0,addiction|diet pill|drug addiction|fast motion scene|heroin,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,English,USA,2000,1000,8.4,38000
17,100,37,188,,Dana Andrews,2756,2,fair|farm|iowa|newspaper|state fair,http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1,English,USA,1945,135,7.1,501
35,115,4,341,1687311,Mía Maestro,2412,3,dancer|director|love|musical filmmaking|tango,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,Spanish,Spain,1998,26,7.2,539
48,122,491,854,,Jim Belushi,15175,0,1980s|el salvador|political thriller|reagan administration|war journalism,http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1,English,UK,1986,652,7.5,1000
49,98,402,589,10429707,Alex Kendrick,10483,,blogger|pastor|reference to the shawshank redemption|taser|tasered,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,English,USA,2014,416,5.4,0
283,133,701,15000,727883,Jake Gyllenhaal,580999,1,1980s|death|insanity|parallel universe|time travel,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,English,USA,2001,933,8.1,33000
16,105,122,274,1391770,Jaime Camil,1592,6,conflicted hero|flashback|mission|rescue|rescue mission,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,Spanish,Mexico,2011,154,6.0,0
54,122,3,25,713413,Jan Decleir,9171,1,bailiff|lawyer|office|police|school,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,Dutch,Netherlands,1997,20,7.8,689
92,106,391,835,410241,Patrick Fugit,32357,0,male nudity|meth|meth lab|nudity|speed freak,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,English,USA,2002,601,6.8,3000
159,98,844,1000,278821,Rich Pecci,5465,1,forgiveness|ghost|new jersey|pedophile|three sisters,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,English,USA,2009,887,6.5,0
202,112,38,717,211667,Min-sik Choi,53508,0,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,Korean,South Korea,2005,126,7.7,4000
50,120,9,24,706622,Nicolas Giraud,1213,2,mozart|musical prodigy|royal court|singer|talent,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,French,France,2010,12,6.4,0
54,99,798,26000,92191,Jason Statham,29463,1,inmate|prison|prison guard|soccer|soccer star,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,English,UK,2001,1000,6.5,0
98,110,76,155,49413,Simon Yam,6919,0,baby|friendship|macau|practical joke|selfie,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,Cantonese,Hong Kong,2006,96,7.3,528
92,102,327,820,199652,Sam Shepard,7390,0,assumed identity|bolivia|butch cassidy|doctor|thief,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,English,Spain,2011,356,6.6,0
112,109,0,129,181655,Oksana Akinshina,35464,1,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,Russian,Sweden,2002,2,7.9,0
138,104,329,14000,108229,Liam Neeson,30836,1,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,English,USA,2009,1000,5.9,7000
9,134,62,327,,Jimmy Shergill,781,4,,http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1,Hindi,India,2014,82,4.7,62
149,133,425,888,112000000,Scatman Crothers,680041,0,1960s|escape|mental institution|nurse|sexuality,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,English,USA,1975,721,8.7,32000
5,85,212,19000,,Katherine McNamara,917,3,cabinet|carnival|halloween|soul|temptress,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,English,USA,2015,570,5.9,224
39,87,753,898,,Sid Caesar,12666,0,black comedy|friend|modern silent movie|silent movie|two word title,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,,USA,1976,842,6.7,629
39,130,12,85,,Nimrat Kaur,30977,1,1990s|businessman|evacuation|historical fiction|kuwait,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,Hindi,India,2016,26,8.5,10000
2,199,505,662,,Zack Ward,14251,0,girl|heroine|kindred spirit|orphan|rural setting,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,English,Canada,,517,8.4,0
29,103,261,2000,8691,Michael Jai White,4952,1,,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,English,USA,2014,298,5.8,0
111,112,422,2000,26345,Hayley Atwell,16445,4,bank|criminal|detective|flying squad|policewoman,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,English,UK,2012,1000,6.1,0
149,89,100,1000,6940281,Ray Winstone,43135,6,boulder|gangster|one last job|spain|villa,http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1,English,UK,2000,146,7.3,0
90,124,93,309,188870,Fabian Bolin,13443,1,double life|drugs|financial crisis|first part|serbian,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,Swedish,Sweden,2010,254,6.7,0
149,101,8,446,20772796,Keisha Castle-Hughes,34232,1,girl|maori|new zealand|tradition|whale,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,English,New Zealand,2002,20,7.6,0
12,133,106,464,199228,Vidya Balan,7295,0,adult actor playing minor|politician|progeria|reference to spiderman|school,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,Hindi,India,2009,374,7.2,504
64,112,7,29,,Yangzom Brauen,15780,0,23rd century|lucid dream|outer space|space travel|trapped in space,http://www.imdb.com/title/tt0381940/?ref_=fn_tt_tt_1,German,Switzerland,2009,9,6.2,2000
256,111,394,20000,34964818,Hugh Jackman,39975,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,English,USA,2015,559,5.8,24000
57,98,578,755,,Lucas Grabeel,59254,0,audition|basketball|high school|singing|teenager,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,English,USA,2006,632,5.2,0
8,60,551,1000,,Dorian Missick,3673,0,based on film|brother brother relationship|crime family|remake|southern california,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,English,USA,,557,8.1,0
50,93,130,471,2542264,Jason Priestley,3407,1,actor|love|obsession|obsessive love|star,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,English,UK,1997,232,7.1,61
232,104,16,114,1487477,Konstantin Khabenskiy,47097,0,battle|bridge|mother son relationship|supernatural power|vampire,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,Russian,Russia,2004,28,6.5,0
63,112,327,1000,62549000,Jim Broadbent,41361,0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,English,UK,1992,530,7.3,0
75,94,95,110,105500000,Art Hindle,31260,0,female full frontal nudity|revenge|school|sheriff|virginity,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,English,Canada,1981,95,6.2,0
274,90,231,648,101055,Julian Richings,17478,0,delaware|feud|island|undead|zombie,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,English,USA,2009,529,5.0,0
284,96,56,125,,Judith O'Dea,87978,5,cemetery|farmhouse|radiation|running out of gas|zombie,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,English,USA,1968,108,8.0,0
265,101,11,19000,44566004,Scarlett Johansson,321283,0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,English,USA,2003,13000,7.8,17000
154,93,629,11000,39200000,Woody Allen,192940,0,breaking the fourth wall|comedian|jewish|neurosis|singer,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,English,USA,1977,636,8.1,0
44,152,132,232,36000000,Gloria Grahame,9456,0,circus|clown|elephant trainer|trapeze|trapeze artist,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,English,USA,1952,178,6.7,625
314,150,748,23000,65007045,Christian Bale,128694,0,egypt|exodus|moses|pharaoh|plague,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,English,UK,2014,892,6.1,51000
153,112,80,13000,31252964,Heath Ledger,71495,1,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,English,USA,2001,595,7.1,0
256,95,428,584,131175,Joely Richardson,30219,2,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,English,USA,2015,430,5.6,22000
123,111,687,12000,31968347,Nicolas Cage,93894,0,alcoholic|bar|love|prostitute|sex,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,English,USA,1995,898,7.6,0
46,86,555,707,,Molly C. Quinn,2806,0,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1,English,USA,2013,619,4.3,0
203,108,358,431,,Linnea Quigley,39857,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,English,USA,1985,426,7.3,0
34,105,116,597,,Austin Pendleton,9007,2,1920s|communist|escape from jail|newspaper|reporter,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,English,USA,1974,222,7.3,661
149,91,326,3000,35385560,Ryan Guzman,27198,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,English,USA,2015,465,4.6,8000
20,105,69,746,,Gina Lollobrigida,3102,0,acrobat|circus|cripple|trapeze|trapeze artist,http://www.imdb.com/title/tt0049875/?ref_=fn_tt_tt_1,English,USA,1956,119,6.8,283
9,60,904,1000,,Holly Hunter,3852,1,catholic|death row|inmate|oklahoma city|sexual promiscuity,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,English,USA,,1000,7.5,634
323,106,712,14000,20803237,Josh Hutcherson,110616,1,biological father|college|motorcycle|sperm|sperm donor,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,English,USA,2010,3000,7.1,16000
172,93,133,355,13008928,Meg Foster,73501,0,alien|brainwashing|construction worker|sunglasses|teleportation,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,English,USA,1988,151,7.3,27000
111,172,145,773,,James Coburn,165638,0,digging|escape|escape attempt|prisoner|tunnel,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,English,USA,1963,742,8.3,8000
74,109,428,847,10941801,Marlee Matlin,12059,0,consciousness|photographer|radical|science|scientist,http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1,English,USA,2004,670,5.4,2000
161,93,400,45000,15152879,Muse Watson,13506,0,car fire|evil|hospital|hotel|prophecy,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,English,France,2013,541,4.0,0
548,165,127,230,25359200,Ellar Coltrane,266020,0,12 year time span|coming of age|domestic abuse|growing up|separated parents,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,English,USA,2014,193,8.0,92000
177,96,405,19000,10515579,Scarlett Johansson,66840,0,english garden|fake drowning|fake parent|musical instrument|poker the card game,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,English,UK,2006,427,6.7,0
230,119,567,1000,180011740,Cary-Hiroyuki Tagawa,177729,0,astronaut|cage|planet|wilhelm scream|year 2029,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,English,USA,2001,658,5.7,0
27,93,69,522,10097096,Angell Conwell,5612,2,african american stereotype|car wash|rent|roommate|threatening telephone call,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,English,USA,2001,231,4.6,842
22,82,585,939,9821335,Mo'Nique,1415,1,adult diaper|diaper|digit in title|dream|sawed off shotgun,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,English,USA,2000,706,4.0,118
157,101,407,658,8243880,Estella Warren,28714,1,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,English,USA,2003,636,7.0,762
70,120,268,862,,Montgomery Clift,12981,2,cowboy|divorce|horse|sexy|wild horse,http://www.imdb.com/title/tt0055184/?ref_=fn_tt_tt_1,English,USA,1961,403,7.4,0
125,81,710,49000,7825820,Robin Williams,13086,0,boy|radio show|social worker|telephone|wisconsin,http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1,English,USA,2006,780,5.9,576
10,82,27,584,7557877,Vincent Pastore,2129,0,critically bashed|mafia|police|telephone|unemployment,http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1,English,USA,1995,246,4.6,138
160,107,255,798,14637490,Frank Grillo,16411,2,evil|killer|murder|psychopath|serial killer,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,English,USA,2010,374,4.8,0
300,105,143,382,7159147,Geraldine Chaplin,120189,0,dead children|ghost|missing child|orphan|orphanage,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,Spanish,Spain,2007,273,7.5,11000
69,86,511,986,17314483,Ashley Rickards,14621,2,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,English,USA,2014,713,4.7,0
143,110,968,16000,6525762,Ian Somerhalder,44339,2,bisexual|college|drug dealer|drugs|student,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,English,USA,2002,977,6.7,0
50,127,148,204,,Roscoe Lee Browne,12677,0,1960s|agent|cuba|intelligence|spy,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,English,USA,1969,187,6.3,414
46,90,242,812,4613815,Dylan Baker,19622,0,illinois|judge|male full back nudity|revenge|wine tasting,http://www.imdb.com/title/tt0454987/?ref_=fn_tt_tt_1,English,USA,2006,466,6.0,931
51,110,960,4000,4301331,Salma Hayek,78241,6,bellhop|coven|gangster|hotel|new year's eve,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,English,USA,1995,975,6.7,0
163,104,296,769,4046737,Jeremy Davies,67949,1,bdsm|employer employee relationship|hospital|mental hospital|secretary,http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1,English,USA,2002,413,7.1,15000
52,96,0,960,3713002,Laura Ramsey,3611,1,cancun mexico|mexico|spring break|vacation|wisconsin,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,English,USA,2003,12,2.7,131
40,110,237,721,3468572,Michael Wincott,10073,0,listener|neo nazi|radio|radio station|radio talk show,http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1,English,USA,1988,246,7.3,816
50,84,611,925,2892582,Catherine O'Hara,22697,0,amateur theater|dentist|missouri|small town|travel agent,http://www.imdb.com/title/tt0118111/?ref_=fn_tt_tt_1,English,USA,1996,729,7.6,0
45,94,545,834,2800000,Ivana Milicevic,4377,3,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1,English,USA,1999,625,5.8,309
121,93,90,497,2426851,Philip Baker Hall,16224,1,alcoholic|buffalo new york|claim in title|embalming|mortuary,http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,English,USA,2007,113,6.5,830
114,96,71,730,1325073,Kelli Garner,18762,0,attention deficit disorder|debate|drugs|psychologist|school,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1,English,USA,2005,394,6.6,708
270,88,939,1000,,Anna Gunn,53342,0,atf agent|ball gag|cult leader|pastor|pretending to be dead,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,English,USA,2011,947,6.2,16000
116,101,161,420,864959,Stephanie Leonidas,20275,0,circus|dark fantasy|dream|dream world|fantasy world,http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1,English,UK,2005,291,6.9,0
115,102,0,48,2601847,Collin Alfredo St. Dic,22457,0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1,None,USA,2011,0,8.5,26000
15,87,324,721,800000,Michael Berryman,2308,0,bare breasts|comic relief|dragon|gladiator|harem,http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1,English,USA,1987,576,4.8,550
122,83,322,947,1429260,Michael Angarano,45293,1,art teacher|artist|high school|homework|principal,http://www.imdb.com/title/tt1645080/?ref_=fn_tt_tt_1,English,USA,2011,685,6.6,0
35,103,842,1000,,Ray Winstone,4091,0,escort|f word|no opening credits|one word title|prosecutor,http://www.imdb.com/title/tt3346224/?ref_=fn_tt_tt_1,English,USA,2015,1000,5.7,987
41,99,444,979,562059,Chazz Palminteri,8535,4,beating|hustler|jail|money|revenge,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,English,USA,2002,665,7.0,872
31,106,687,2000,399793,Kelly Macdonald,2877,0,1950s|italian|murder|tunisia|vomiting,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,English,USA,1999,811,5.4,111
332,115,226,690,,Kylie Minogue,29440,0,boudoir|death|insanity|male full frontal nudity|penis,http://www.imdb.com/title/tt2076220/?ref_=fn_tt_tt_1,French,France,2012,227,7.1,12000
232,117,221,12000,371897,Nicolas Cage,36494,2,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,English,USA,2013,1000,6.9,11000
43,99,159,419,302204,Peter McNamara,6705,3,con artist|money|orphan|scam|secretary,http://www.imdb.com/title/tt0120122/?ref_=fn_tt_tt_1,English,UK,1997,254,6.6,167
68,102,195,10000,354704,Viggo Mortensen,2705,0,electric chair|haunting|prison|prisoner|revenge,http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1,English,USA,1987,633,5.9,314
51,85,209,945,265107,Lauren Ambrose,4617,1,cliche|exchange student|slasher|spoof|surfing,http://www.imdb.com/title/tt0206226/?ref_=fn_tt_tt_1,English,Australia,2000,774,6.3,614
33,86,428,759,185577,Craig Ferguson,2133,1,competition|fake documentary|hairdresser|nudity|reference to liberace,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,English,UK,1999,638,6.3,182
26,120,69,623,100412,Hector Kotsifakis,2112,0,,http://www.imdb.com/title/tt2876428/?ref_=fn_tt_tt_1,German,Mexico,2013,85,7.7,0
109,106,67,617,58214,Noah Emmerich,34224,0,counselor|fbi|revenge motive|school|teenage girl,http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1,English,USA,2010,163,7.0,10000
34,103,70,736,75078,Anna Friel,1398,4,alopecia|belfast northern ireland|ireland|irish republican army|scalper,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,English,USA,2000,450,6.3,132
31,93,15,578,64359,Rachel Griffiths,811,1,australian|female armpit hair|friend|sheffield|yorkshire,http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1,English,UK,1998,29,5.9,108
141,112,748,18000,317125,Robin Wright,23334,0,beach|friend|friendship|happiness|neighbor,http://www.imdb.com/title/tt2103267/?ref_=fn_tt_tt_1,English,Australia,2013,6000,6.2,0
19,100,476,4000,,Salma Hayek,1555,0,dying|hospital|parenthesis in title|punctuation in title|tears,http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1,English,USA,1998,575,5.0,98
64,113,9,331,146402,Luis Tosar,9913,1,australia|bar|shipyard|siamese twins|tuna,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,Spanish,Spain,2002,27,7.7,0
215,98,65,530,18469,Connor Paolo,34263,1,canada|post apocalypse|road movie|vampire|vampire hunter,http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1,English,USA,2010,238,6.5,0
5,23,218,254,,Doug Brochu,7673,1,cafeteria|female protagonist|rival|teenage girl|teenager,http://www.imdb.com/title/tt1252374/?ref_=fn_tt_tt_1,English,USA,,248,6.1,325
12,92,599,18000,12836,Keanu Reeves,1686,1,1940s|female bare foot|picket fence|tire|vomiting,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,English,USA,1997,759,5.8,161
70,106,9,585,20262,Wagner Moura,1738,2,gay|male frontal nudity|male nudity|male rear nudity|nudity,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1,Portuguese,Brazil,2014,29,6.1,278
46,119,2000,3000,,George Kennedy,3297,4,countryside|marriage|maryland|usa|wedding,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,English,USA,2011,3000,6.0,798
135,99,641,762,,Ed Speleers,22220,1,kidnapper|mountaineering|scotland|scottish highlands|sniper,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,English,UK,2011,706,6.3,0
38,90,150,686,,David Hewlett,5137,0,imagination|one word title|part animation|surrealism|virtual reality,http://www.imdb.com/title/tt0298482/?ref_=fn_tt_tt_1,English,Canada,2003,246,6.3,688
8,120,22,114,,Konstantin Khabenskiy,2488,0,rafting|russia|school|student|teacher,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1,Russian,Russia,2013,45,7.5,282
34,168,69,713,,Blythe Danner,6303,0,continental congress|debate|declaration of independence|massachusetts|pennsylvania,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,English,USA,1972,649,7.6,0
36,93,5,223,4063,Saad Siddiqui,2086,3,,http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1,English,Canada,2012,11,5.2,657
35,96,4,431,,Jean Harlow,3753,1,bomb|bombing mission|munitions|oxford|royal flying corps,http://www.imdb.com/title/tt0020960/?ref_=fn_tt_tt_1,English,USA,1930,12,7.8,279
6,103,183,650,,Debra Messing,2727,5,directed by star|written and directed by cast member,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1,English,USA,2007,536,6.6,296
39,93,359,763,,Lily Rabe,4146,2,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1,English,USA,2016,637,4.7,0
182,84,35,399,,Robin McLeavy,27781,1,escape|high school|high school prom|prom|prom king,http://www.imdb.com/title/tt1316536/?ref_=fn_tt_tt_1,English,Australia,2009,129,6.7,0
14,81,104,166,,Kristen Quintrall,1561,0,motel|psychopath|psychopathic killer|road trip|vomiting,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1,English,USA,2012,134,4.2,531
3,84,271,637,,Eric Mabius,1929,2,,http://www.imdb.com/title/tt2395247/?ref_=fn_tt_tt_1,English,USA,2012,346,6.3,170
3,94,111,544,,Rachel Hendrix,724,1,boyfriend girlfriend relationship|friend|praying|surfing|wave,http://www.imdb.com/title/tt2414822/?ref_=fn_tt_tt_1,English,South Africa,2014,476,4.7,365
1,141,635,11000,,Morgan Freeman,67,2,chariot race|epic|false accusation|jerusalem|slave,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,English,USA,2016,744,6.0,0
62,120,94,559,,Robert Shaw,23713,0,catholic|chancellor|divorce|king henry viii|thomas more,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1,English,UK,1966,269,7.9,2000
161,121,682,3000,,Robert Duvall,103493,0,media|monologue|television|television network|television news,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,English,USA,1976,977,8.1,17000
157,226,248,503,198655278,Hattie McDaniel,215340,1,battle of the sexes|gallantry|honesty|indifference|scandal,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,English,USA,1939,384,8.2,16000
31,104,196,507,143653,Tom Cullen,1177,0,dance|dancer|dancing|desert|iran,http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1,English,UK,2014,236,6.0,0
53,152,288,773,14873,James Coburn,5294,2,apache|apache indian|confederate|mexico|scout,http://www.imdb.com/title/tt0059418/?ref_=fn_tt_tt_1,English,USA,1965,575,6.8,251
1,92,601,881,,Snoop Dogg,257,3,latina|south central los angeles,http://www.imdb.com/title/tt1056477/?ref_=fn_tt_tt_1,English,USA,2009,826,7.3,237
21,107,83,277,8000000,Keenan Wynn,3167,0,girl|gun|love|sharpshooter|the end,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1,English,USA,1950,244,7.0,456
246,97,106,414,304137,Kayvan Novak,55982,0,accidental shooting|bird|crow|exploding animal|muslim,http://www.imdb.com/title/tt1341167/?ref_=fn_tt_tt_1,English,UK,2010,365,7.3,17000
42,115,24,119,,Fernanda Montenegro,2650,1,1910s|desert|dunes|goat|slave,http://www.imdb.com/title/tt0373747/?ref_=fn_tt_tt_1,Portuguese,Brazil,2005,69,7.5,385
78,95,388,963,37606,Michael Kelly,31836,0,gun running|organized crime|pimp|superhero|vigilante,http://www.imdb.com/title/tt1303828/?ref_=fn_tt_tt_1,English,Canada,2009,654,6.8,0
41,102,48,89,2956000,Gladys Cooper,3258,0,hoop|horseback riding|love|pirate|singer,http://www.imdb.com/title/tt0040694/?ref_=fn_tt_tt_1,English,USA,1948,78,7.1,359
61,99,64,117,19959,Alice Olivia Clarke,3579,2,bar|bartender|death|heart attack|mentor protege relationship,http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1,English,Iceland,2009,64,6.9,0
