num_critic_for_reviews,duration,director_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,budget,imdb_score,aspect_ratio
180,95,83,20488579,Gamer ,113483,29926,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1,50000000,5.8,1.85
231,124,98,19445217,Beautiful Creatures ,67796,3580,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,60000000,6.2,2.35
105,109,0,8355815,Death to Smoochy ,34730,52885,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1,55000000,6.4,1.85
226,102,0,28837115,Zoolander 2 ,34964,24107,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,50000000,4.8,2.35
75,88,5,6471394,The Big Bounce ,15880,11972,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,50000000,4.9,2.35
82,87,0,6291602,What Planet Are You From? ,8070,3954,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1,50000000,5.6,1.85
296,104,71,10706786,Drive Angry ,81800,16481,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,50000000,5.5,1.85
103,96,43,8742261,Street Fighter: The Legend of Chun-Li ,19824,1385,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1,18000000,3.7,2.35
98,85,70,43905746,The One ,77684,32831,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1,49000000,5.9,2.35
30,64,,,Outlander             ,50391,1863,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1,,8.5,16.0
48,104,212,21413502,The Adventures of Ford Fairlane ,14429,2795,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,40000000,6.3,2.35
195,135,628,7994115,Pirate Radio ,90932,24316,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1,,7.4,2.35
223,190,0,124107476,Traffic ,170684,1418,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1,48000000,7.6,1.85
149,127,14000,197171806,Indiana Jones and the Last Crusade ,515306,12884,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,48000000,8.3,2.35
324,129,456,12802907,Anna Karenina ,70886,2035,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1,,6.6,2.35
371,120,662,31569268,Chappie ,172965,23051,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,49000000,6.9,2.35
75,118,176,66488090,The Bone Collector ,120202,29748,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,48000000,6.7,2.35
233,112,21000,95308367,Panic Room ,206104,18141,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1,48000000,6.8,2.35
32,89,42,,The Tooth Fairy ,1263,2353,http://www.imdb.com/title/tt0473553/?ref_=fn_tt_tt_1,1500000,4.6,1.78
150,114,737,60652036,Three Kings ,137854,3743,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,48000000,7.1,2.35
172,137,79,1206135,Child 44 ,40568,27666,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1,50000000,6.4,2.35
103,112,109,56607223,Rat Race ,93367,1823,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,48000000,6.4,2.35
140,120,34,50173190,K-PAX ,148490,33615,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,48000000,7.4,2.35
125,123,446,47095453,Kate & Leopold ,64595,22209,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,48000000,6.4,1.85
125,93,11000,37879996,Bedazzled ,81888,5390,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,48000000,6.0,2.35
36,123,0,25900000,The Cotton Club ,12771,18793,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,58000000,6.5,1.85
295,122,446,53574088,3:10 to Yuma ,237872,33548,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,55000000,7.8,2.35
222,115,118,89253340,Taken 3 ,133436,16967,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1,48000000,6.0,2.35
158,123,0,37339525,Out of Sight ,71708,3768,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,48000000,7.0,1.85
72,96,0,60154431,The Cable Guy ,122347,3718,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,47000000,6.0,2.35
34,110,375,528972,Earth ,5639,371,http://www.imdb.com/title/tt0150433/?ref_=fn_tt_tt_1,,7.8,
72,105,631,103738726,Dick Tracy ,47819,2096,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,100000000,6.1,1.85
152,113,323,69304264,The Thomas Crown Affair ,73068,4660,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,48000000,6.8,2.35
89,132,545,29781453,Riding in Cars with Boys ,22447,4796,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,48000000,6.4,1.85
145,93,270,,First Blood ,172489,15192,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,14000000,7.7,2.35
144,115,0,,Solaris ,54057,95,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,1000000,8.1,2.35
93,75,0,15519841,Happily N'Ever After ,8693,6863,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,47000000,4.5,1.85
46,108,350,5600000,Mary Reilly ,11913,8349,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,47000000,5.8,1.85
84,105,29,126805112,My Best Friend's Wedding ,98199,12344,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,46000000,6.3,2.35
142,102,148,93607673,America's Sweethearts ,47573,9176,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,48000000,5.7,2.35
185,118,22000,67263182,Insomnia ,218771,15658,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,46000000,7.2,2.35
143,111,906,92001027,Star Trek: First Contact ,97838,6315,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,45000000,7.6,2.35
178,81,39,10539414,Jonah Hex ,45729,14619,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,47000000,4.7,2.35
65,116,380,58918501,Courage Under Fire ,40126,33233,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,46000000,6.6,1.85
73,86,293,181395380,Liar Liar ,220392,2070,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,45000000,6.8,1.85
72,127,65,14946229,The Infiltrator ,2581,2104,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,25000000,7.3,2.35
10,140,92,,Inchon ,491,2704,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,48000000,2.7,2.35
35,91,32,130512915,The Flintstones ,60884,3244,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,45000000,4.8,1.33
358,98,118,139852971,Taken 2 ,238671,16410,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1,45000000,6.3,2.35
151,84,119,110000082,Scary Movie 3 ,111526,3629,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,48000000,5.5,1.85
140,109,80,106807667,Miss Congeniality ,137377,1574,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,45000000,6.2,1.85
201,93,40,101702060,Journey to the Center of the Earth ,85323,17925,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,45000000,5.8,1.85
77,113,0,95149435,The Princess Diaries 2: Royal Engagement ,53687,15362,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,40000000,5.7,1.85
43,141,79,100768056,The Pelican Brief ,59569,30063,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,45000000,6.5,2.35
39,119,541,92115211,The Client ,45798,4043,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,45000000,6.7,2.35
207,97,0,93452056,The Bucket List ,184795,14868,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,45000000,7.4,1.85
47,117,176,83287363,Patriot Games ,81442,12757,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,45000000,6.9,2.35
132,101,126,82931301,Monster-in-Law ,43358,6292,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,60000000,5.5,2.35
454,153,777,60962878,Prisoners ,383591,37321,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,46000000,8.1,1.85
109,122,845,76261036,Training Day ,305929,22370,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,45000000,7.7,2.35
213,102,23,71423726,Galaxy Quest ,123558,26998,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,45000000,7.3,2.35
127,83,322,71277420,Scary Movie 2 ,119590,1645,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,45000000,5.2,1.85
398,103,33,88625922,The Muppets ,75176,1336,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,45000000,7.1,1.85
184,110,45,70001065,Blade ,191437,3174,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,45000000,7.1,2.35
127,136,49,67253092,Coach Carter ,92702,20299,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,30000000,7.2,2.35
167,91,50,66790248,Changing Lanes ,57281,758,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,45000000,6.5,2.35
119,89,49,65557989,Anaconda ,73539,3717,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,45000000,4.6,2.35
155,107,18,60786269,Coyote Ugly ,90539,3106,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,45000000,5.6,2.35
218,129,628,59365105,Love Actually ,318634,28886,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,45000000,7.7,2.35
117,95,487,162792677,A Bug's Life ,211226,24205,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,120000000,7.2,2.35
208,122,117,31598308,From Hell ,124765,41636,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,35000000,6.8,2.35
38,110,49,57362581,The Specialist ,50148,13331,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,45000000,5.4,1.85
48,135,41,53854588,Tin Cup ,37911,3648,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,45000000,6.3,2.35
8,111,5,,"Yours, Mine and Ours ",5888,7493,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,2500000,7.2,1.85
94,95,58,52580895,Kicking & Screaming ,30255,27351,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,45000000,5.6,2.35
276,109,37,51019112,The Hitchhiker's Guide to the Galaxy ,155745,14073,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,50000000,6.8,2.35
59,93,38,48114556,Fat Albert ,9380,4604,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,26000000,4.3,2.35
216,94,85,50648679,Resident Evil: Extinction ,149549,16225,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,45000000,6.3,2.35
173,117,153,46280507,Blended ,87165,49743,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,40000000,6.5,1.85
99,112,61,38360195,Last Holiday ,21215,3757,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,45000000,6.4,2.35
42,111,161,46815748,The River Wild ,32544,12161,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,45000000,6.3,2.35
25,96,0,35617599,The Indian in the Cupboard ,20688,2965,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,45000000,5.9,1.85
339,141,0,47307550,Savages ,104301,1948,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,45000000,6.5,2.35
127,94,160,32003620,Cellular ,79141,1102,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,25000000,6.5,2.35
122,87,29,27972410,Johnny English ,114692,1461,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,35000000,6.1,1.85
105,88,8,28133159,The Ant Bully ,30055,33822,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,50000000,5.9,1.85
144,177,0,27400000,Dune ,97087,2449,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,40000000,6.6,2.35
156,133,278,24343673,Across the Universe ,91860,5405,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,45000000,7.4,2.35
323,119,0,22877808,Revolutionary Road ,152591,53895,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,35000000,7.3,2.35
199,102,503,36883539,16 Blocks ,112769,15053,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,52000000,6.6,2.35
164,101,326,22531698,Babylon A.D. ,81523,15990,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,70000000,5.6,2.35
39,91,29,20400913,The Glimmer Man ,15455,3855,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,45000000,5.3,1.85
43,117,11000,20101861,Multiplicity ,24757,2348,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,45000000,6.0,2.35
82,86,13,25200412,Aliens in the Attic ,16580,3423,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,45000000,5.4,1.85
150,124,0,19719930,The Pledge ,42621,793,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,45000000,6.8,2.35
168,134,38,19377727,The Producers ,35140,24351,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,45000000,6.4,2.35
432,95,38,13401683,Dredd ,203461,578,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,35000000,7.1,2.35
60,100,23,17300889,The Phantom ,27648,3855,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,45000000,4.9,2.35
85,220,0,15527125,All the Pretty Horses ,11388,15006,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,57000000,5.8,2.35
83,212,0,13560960,Nixon ,23996,21130,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,50000000,7.1,2.35
343,128,2000,15523168,The Ghost Writer ,132423,2507,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,45000000,7.2,2.35
106,106,208,11146409,Deep Rising ,26551,6558,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,45000000,6.0,2.35
158,160,0,7916887,Miracle at St. Anna ,15697,26982,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,45000000,6.0,2.35
189,114,611,6565495,Curse of the Golden Flower ,36455,949,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1,45000000,7.0,2.35
125,99,15,15279680,Bangkok Dangerous ,48245,12166,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,40000000,5.4,1.85
87,74,188,7262288,Big Trouble ,17307,13917,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,40000000,6.5,1.85
115,139,179,4584886,Love in the Time of Cholera ,19114,538,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,45000000,6.4,2.35
23,52,,,The Returned             ,15762,654,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,,8.3,16.0
24,103,170,2154540,Shadow Conspiracy ,3803,2457,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,45000000,4.9,2.35
152,101,32,8129455,Johnny English Reborn ,89568,661,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,45000000,6.3,2.35
12,91,11,,Foodfight! ,4377,3090,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,65000000,1.7,
656,130,0,136019448,Argo ,452465,3133,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,44500000,7.7,2.35
119,130,99,183875760,The Fugitive ,213668,13357,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,44000000,7.8,1.85
161,110,72,67061228,The Bounty Hunter ,96565,21554,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,40000000,5.5,2.35
73,147,272,53300852,Sleepers ,154487,37076,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,44000000,7.5,2.35
96,96,170,150415432,Rambo: First Blood Part II ,117606,15662,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,44000000,6.4,2.35
28,118,13,44834712,The Juror ,13995,26907,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,44000000,5.6,2.35
105,88,3,84300000,Pinocchio ,90360,1178,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,2600000,7.5,1.37
102,325,517,1500000,Heaven's Gate ,9830,14255,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,44000000,6.8,2.35
206,102,235,62318875,Underworld: Evolution ,156225,2998,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,50000000,6.8,2.35
159,110,118,5773519,Victor Frankenstein ,28618,12876,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,40000000,6.0,2.35
137,136,835,51768623,Finding Forrester ,73006,1801,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,43000000,7.3,2.35
116,103,84,37035515,28 Days ,34597,23864,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,43000000,6.0,1.37
177,103,255,24520892,Unleashed ,85198,22383,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,45000000,7.0,2.35
99,90,16,24430272,The Sweetest Thing ,46158,132,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,43000000,5.1,1.85
56,154,521,158348400,The Firm ,88844,14244,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,42000000,6.8,1.85
117,99,23,31136950,Charlie St. Cloud ,47364,1066,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,44000000,6.5,2.35
252,93,165,29113588,The Mechanic ,117999,27834,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,40000000,6.6,2.35
375,109,97,138447667,21 Jump Street ,408302,19968,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,42000000,7.2,2.35
150,124,50,116006080,Notting Hill ,203269,9255,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,42000000,7.0,2.35
187,84,91,106793915,Chicken Run ,140499,1817,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,45000000,7.0,1.85
108,90,29,87856565,Along Came Polly ,106909,24534,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,42000000,5.9,1.85
21,117,71,70100000,Boomerang ,20183,3841,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,40000000,5.4,1.85
270,123,176,159578352,The Heat ,133177,4825,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,43000000,6.6,2.35
72,251,311,57750000,Cleopatra ,21554,2957,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,31115000,7.0,2.2
154,105,153,45290318,Here Comes the Boom ,74169,6727,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,42000000,6.5,1.85
114,115,73,41543207,High Crimes ,30077,15571,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,42000000,6.3,2.35
27,122,0,41252428,The Mirror Has Two Faces ,11453,13716,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,42000000,6.5,1.85
166,119,89,35228696,The Mothman Prophecies ,63677,1651,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,32000000,6.5,2.35
288,81,119,59992760,Brüno ,119622,2134,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,42000000,5.8,1.85
117,133,46,34667015,Licence to Kill ,74009,2371,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,32000000,6.6,2.35
291,100,308,37652565,Red Riding Hood ,91151,15369,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,42000000,5.4,2.35
151,120,17,24375436,15 Minutes ,42547,33585,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,42000000,6.1,2.35
36,104,5,20915465,Super Mario Bros. ,38203,7723,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,42000000,4.0,1.85
168,122,487,24127895,Lord of War ,248123,12076,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,50000000,7.6,2.35
283,80,611,84961,Hero ,149414,6229,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,31000000,7.9,2.35
127,91,30,26404753,One for the Money ,34203,3301,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,40000000,5.3,2.35
293,112,133,6105175,The Interview ,247020,12239,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,44000000,6.6,2.35
95,100,19,5664251,The Warrior's Way ,22309,2056,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,45000000,6.3,2.35
4,30,,,McHale's Navy             ,1558,1610,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,,7.5,4.0
213,105,0,1260917,Micmacs ,24657,1342,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,27000000,7.2,2.35
119,110,161,116724075,8 Mile ,187181,1954,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,41000000,7.0,2.35
9,101,326,,Animal Kingdom: Let's go Ape ,590,488,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1,,4.9,
167,144,241,56083966,A Knight's Tale ,137003,18761,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,65000000,6.9,2.35
98,108,4,22108977,The Medallion ,29861,1134,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,41000000,5.2,2.35
234,107,0,293501675,The Sixth Sense ,704766,17540,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,40000000,8.1,1.85
258,102,20,18600911,Man on a Ledge ,125198,362,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,42000000,6.6,2.35
108,100,64,7204138,The Big Year ,34809,2085,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,41000000,6.2,2.35
81,126,80,90800000,The Karate Kid ,126907,2004,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,8000000,7.2,1.85
538,138,737,150117807,American Hustle ,358416,83012,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,40000000,7.3,2.35
224,108,98,163947053,The Proposal ,227824,18656,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,40000000,6.7,2.35
129,105,78,116735231,Double Jeopardy ,56646,2129,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,70000000,6.4,2.35
125,108,0,118500000,Back to the Future Part II ,340085,3660,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,40000000,7.8,1.85
433,89,0,126546825,Lucy ,327367,32325,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,40000000,6.4,2.35
362,129,456,166147885,Fifty Shades of Grey ,220020,4585,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,40000000,4.1,2.35
93,84,0,111760631,Spy Kids 3-D: Game Over ,40227,22935,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,38000000,4.1,1.85
71,149,541,108706165,A Time to Kill ,99558,31349,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,40000000,7.4,2.35
104,94,189,138614544,Cheaper by the Dozen ,75152,7014,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,40000000,5.8,1.85
319,121,532,125069696,Lone Survivor ,203963,1261,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,40000000,7.6,2.35
41,128,545,107458785,A League of Their Own ,71754,16751,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,40000000,7.2,2.35
300,134,0,102310175,The Conjuring 2 ,64989,2676,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,40000000,7.8,2.35
556,120,21000,96917897,The Social Network ,479453,10555,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,40000000,7.7,2.35
161,129,42,93952276,He's Just Not That Into You ,132048,318,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,40000000,6.4,2.35
151,89,119,90703745,Scary Movie 4 ,93748,5855,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,45000000,5.1,1.85
212,116,0,89138076,Scream 3 ,98535,600,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,40000000,5.5,2.35
111,118,0,87666629,Back to the Future Part III ,283480,3986,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,40000000,7.4,1.37
173,107,164,90353764,Get Hard ,85629,12556,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,40000000,6.0,1.85
181,155,0,82522790,Bram Stoker's Dracula ,143835,42220,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,40000000,7.5,1.85
252,123,0,94125426,Julie & Julia ,79264,13321,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,40000000,7.0,1.85
216,128,241,95001343,42 ,66511,16911,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,40000000,7.5,2.35
203,139,333,81292135,The Talented Mr. Ripley ,137891,36810,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,40000000,7.3,1.85
218,109,101,86208010,Dumb and Dumber To ,97045,16179,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,35000000,5.7,1.85
118,120,155,81593527,Eight Below ,48806,24300,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,40000000,7.3,2.35
241,121,278,75274748,The Intern ,130661,36010,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,35000000,7.2,1.85
119,102,167,90835030,Ride Along 2 ,28621,5178,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,40000000,5.9,2.35
89,117,0,72455275,The Last of the Mohicans ,113068,2144,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,40000000,7.8,2.35
209,178,138,75305995,Ray ,110394,5074,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,40000000,7.7,1.85
374,147,436,74098862,Sin City ,656640,3924,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,40000000,8.1,1.85
235,90,38,72266306,Vantage Point ,127528,6775,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,40000000,6.6,2.35
215,105,29,71347010,"I Love You, Man ",166194,28928,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,40000000,7.1,1.85
109,114,101,70836296,Shallow Hal ,109445,2842,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,40000000,5.9,1.85
125,206,0,70405498,JFK ,113472,698,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,40000000,8.0,2.35
65,99,14,70163652,Big Momma's House 2 ,31968,19334,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,40000000,4.6,1.85
125,123,563,66808615,The Mexican ,87351,43917,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,34000000,6.1,2.35
322,137,11000,115603980,Unbroken ,103589,2938,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,65000000,7.2,2.35
191,102,23,64149837,17 Again ,146899,7009,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,20000000,6.4,2.35
