duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,title_year,imdb_score
81,54,8000,15047,10792,Molly Shannon,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,1999,5.0
105,58,11000,82327,12894,Olivia Colman,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,2011,6.4
82,12,23,3135,49,Shelby Vischer,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,2002,6.6
109,309,592,8904,1620,Maya Angelou,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,1993,5.9
95,10,706,9693,1421,Gino Salvano,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,2002,5.7
100,0,723,17262,2348,Allen Payne,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,1995,4.5
118,128,931,16294,2704,Ned Beatty,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,1977,3.7
91,31,874,22207,1608,Vernon Dobtcheff,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,2005,5.0
90,119,869,24038,3007,Molly Shannon,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,2003,4.6
108,123,26000,56338,41359,Marley Shelton,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,2009,6.5
103,44,953,5721,3299,Lupe Ontiveros,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,2010,4.9
96,0,3000,11729,6861,Poppy Montgomery,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,1998,6.0
117,160,718,9323,1148,Paolo Seganti,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,1999,6.9
93,85,1000,19805,2777,Kari Wuhrer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,1996,5.7
136,17000,22000,13548,23378,Mary Kay Place,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,1977,6.7
115,0,1000,6011,3267,Isaiah Washington,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,1994,6.9
94,0,12000,13866,13446,Wendell Pierce,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,2007,5.5
85,52,1000,38985,3050,Lexa Doig,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,2001,4.4
88,189,934,29008,3707,Lee Majors,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,2002,5.4
112,0,12000,38142,13528,Brian Geraghty,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,2006,7.0
86,70,878,11693,2165,China Chow,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,2001,5.4
86,90,962,11233,3715,Osric Chau,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,2012,5.4
112,232,413,89906,1372,Isaach De Bankolé,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,2007,8.0
137,143,14000,92781,15337,Jane Adams,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,2006,7.6
90,49,12000,12519,12776,Noam Jenkins,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,2000,5.9
107,956,10000,6782,10368,Tovah Feldshuh,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,1999,6.6
98,176,543,9334,678,Bonnie Henna,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,2006,6.7
84,12,159,7277,417,Candace Kroslak,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,2001,3.9
139,133,423,2427,446,Nigel Whitmey,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,1995,5.7
97,11,14000,16444,16431,Kris Marshall,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,2008,6.7
127,109,16000,524,17250,Behrouz Vossoughi,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,1978,6.5
150,608,149,17933,390,Karl Johnson,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,2014,6.8
104,752,412,3174,799,Edouard Baer,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,2009,6.3
132,333,380,11077,1429,Ulrich Mühe,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,2002,7.3
117,2,149,6069,243,Kelly Lin,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,2010,6.9
115,168,697,11704,2243,Mark L. Young,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,2008,7.0
186,50,13000,12053,14638,John Gallagher Jr.,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,2011,6.5
90,10,826,9928,2207,Diora Baird,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,2009,3.6
90,0,1000,60460,4377,Aidan Quinn,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,2010,7.7
134,0,15000,259837,39789,Anne Hathaway,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2005,7.7
101,473,833,167089,2690,Jeremy Howard,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,2014,5.9
97,143,927,123390,1724,Elisa Donovan,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,1995,6.8
107,162,2000,36542,2447,Michael Gaston,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,2002,7.4
99,38,3000,28159,4702,Collette Wolfe,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,2015,5.1
55,,20,12590,25,Olgierd Lukaszewicz,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,,9.1
124,133,14000,44795,14726,Amelia Warner,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,2000,7.4
110,454,2000,185845,4757,Michael Stuhlbarg,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,2012,7.2
105,148,539,5602,1767,Aunjanue Ellis,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,2001,6.0
41,,70,271,74,Jaroslaw Boberek,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,,7.4
178,101,918,248354,2334,Alexandra Maria Lara,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,2004,8.3
125,448,273,64556,529,Tamar Novas,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,2004,8.1
108,143,19000,85022,19086,Alison Chand,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,2013,6.3
121,272,49000,98348,50141,Bruno Kirby,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,1987,7.3
100,26,898,912,2895,Michael Rispoli,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,2010,3.6
115,209,569,74351,714,Boys II Men,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,2011,1.6
108,0,20000,551363,38072,Mark Margolis,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,2010,8.0
117,294,10000,182910,14160,Jennifer Ehle,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,2014,6.2
220,0,22000,790926,39960,Robert Duvall,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,1974,9.0
112,49,656,47876,1307,Fredro Starr,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,2001,6.1
99,212,130,36108,450,Brooke Bundy,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,1988,5.7
109,36,3000,6276,7833,Martin Henderson,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,2016,6.8
83,8,3000,116625,6454,Marla Sokoloff,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,2000,5.5
107,58,549,42614,1747,Brian Keith,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,1988,6.8
102,51,13000,72803,20330,Reg E. Cathey,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,2014,7.3
100,38,833,16979,2800,Bryan Callen,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,2014,6.1
97,19,23000,222099,37907,Andrew Keegan,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,1999,7.2
92,13,11000,28805,12687,Gene Simmons,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,2002,5.9
84,0,11000,37611,12322,Bill Nunn,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,1993,6.1
86,174,619,12983,971,Sedona Legge,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,2016,6.8
120,19,8000,357579,12755,Cameron Bright,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,2004,7.7
89,13,571,9285,2241,Jean Smart,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,2000,4.9
117,17,1000,6528,6554,Loretta Devine,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,2007,6.1
97,84,899,19547,2936,Ruby Dee,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,1999,2.5
91,6,904,24834,3353,Antonio Sabato Jr.,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,1998,6.1
100,15,694,7984,2486,Charlotte Sullivan,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,1996,5.9
72,5,659,31371,2646,Greg Germann,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,1990,5.7
84,12,1000,12676,2297,Henry Simmons,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,2014,5.6
126,0,2000,220475,5371,Jeffrey DeMunn,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,2007,7.2
108,232,149,289508,430,Corey Johnson,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,2015,7.7
112,0,512,254404,1171,Mary Kay Place,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,1999,7.8
90,7,939,4339,2815,Tamala Jones,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,2001,6.1
91,13,803,15664,1921,Jason Gray-Stanford,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,2014,5.8
135,134,4000,21406,6214,Rolando Molina,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,2001,6.5
141,16000,378,132149,751,Shidô Nakamura,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,2006,7.9
104,35,24000,19707,27806,Bruce Dern,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,2006,6.3
84,18,1000,1520,3352,Dave Chappelle,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,1998,3.8
118,412,805,161288,2499,Cas Anvar,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,2015,8.3
82,799,721,20033,1805,Traylor Howard,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,1998,6.4
95,0,899,21212,3092,Traci Lords,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,1994,6.7
94,26,16000,16059,31005,Kirsten Dunst,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,1999,6.1
88,76,690,335,998,Lena Endre,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,,8.1
99,7,3000,3116,6485,Robert Ri'chard,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,1999,6.0
121,15,4000,27675,6910,Sela Ward,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,1998,5.8
84,2,15000,25541,18864,Marley Shelton,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,2001,5.6
93,16,567,21530,1775,Ben Chaplin,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,2001,6.1
93,24,552,60407,2730,Sarah Wright,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,2013,5.9
120,107,12000,63084,13208,Catalina Sandino Moreno,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,2006,7.3
112,37,748,18442,2417,Peter Coyote,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,2007,6.8
107,80,2000,28573,3004,Christopher Evan Welch,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,2013,5.7
112,83,2000,4767,2389,Yves Jacques,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,2000,7.3
96,460,14000,56264,14372,Natalie Lisinska,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,2009,6.3
91,150,979,1595,1679,Paul Mazursky,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,1996,5.9
105,260,20000,88037,39473,Ethan Suplee,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,2009,7.1
125,0,22000,28068,37606,Alex Rocco,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,2006,7.1
102,139,8000,351274,13631,Kate Walsh,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,2012,8.0
87,29,683,922,1139,Thomas Ian Griffith,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,1993,5.1
118,41,2000,14143,3474,Hope Davis,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,2006,7.1
115,187,14000,5254,17104,Shirley Henderson,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,2000,6.5
91,83,3000,7199,7875,Dougray Scott,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,2015,4.5
88,115,1000,82331,2011,Jodie Whittaker,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,2011,6.6
127,11000,306,31414,796,Branko Djuric,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,2011,4.3
94,122,873,88241,2812,Roma Maffia,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,2013,6.7
115,32,14000,90,14133,Jung-jae Lee,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,2016,6.8
90,0,477,5663,1483,Steve Bastoni,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,2002,5.4
102,43,170,77305,931,Annie Golden,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,2009,6.6
100,218,581,16281,931,Gary Schwartz,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,1981,7.4
117,18000,18000,26493,20456,Derek Luke,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,2002,7.3
109,97,13000,14354,14347,Rob Morrow,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,2002,6.9
121,12000,11000,163492,23602,Michael Rapaport,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,1993,8.0
111,28,6000,9957,9244,Hannah Murray,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,2010,6.4
100,164,18000,75675,32288,Jude Ciccolella,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,1992,7.8
109,187,818,28483,1813,Jay R. Ferguson,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,2010,6.1
93,261,783,14193,3700,John Heard,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,1982,6.1
101,10,1000,24012,3142,Rumer Willis,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,2009,5.1
101,19,490,3256,1166,Ronald Colman,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,1937,7.8
106,44,33000,114762,34351,Paul Schneider,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,2007,7.4
94,39,77,132386,156,Cara Horgan,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,2008,7.8
140,3000,963,79330,2894,Björk,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,2000,8.0
132,44,1000,5648,2004,Clive Russell,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,1997,6.7
99,220,812,6921,3337,Gretchen Mol,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,1996,6.6
90,34,966,13371,2661,Richard Schiff,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,2009,6.4
105,20,22000,165792,26233,Cheech Marin,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,2010,6.7
108,60,18000,14757,18739,Christian Campbell,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,2010,6.2
69,383,912,61753,1833,Bill Erwin,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,1988,7.3
148,16,717,31943,1730,Dong-gun Jang,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,2004,8.1
118,50,968,2676,4270,Bruce McGill,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,2009,7.0
132,607,1000,284252,2466,Lee J. Cobb,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,1973,8.0
130,14000,813,412454,2047,Murray Hamilton,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,1975,8.0
95,80,3000,315549,8134,Natasha Lyonne,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,1999,7.0
80,2,6000,12029,6829,Lambert Wilson,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,2012,7.9
94,23,400,39798,1044,Charlotte Lewis,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,1986,5.9
122,167,997,34579,5165,Regina Hall,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,2012,6.6
102,167,656,22147,2754,Cedric the Entertainer,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,2002,6.3
116,120,12000,91414,16539,Nichelle Nichols,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,1982,7.7
78,293,759,216486,2462,David Margulies,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,1994,6.9
114,139,2000,71842,4537,Ally Sheedy,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,1983,7.1
112,608,11000,66966,22479,Lukas Haas,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,1985,7.4
110,16,93,57996,146,Rorke Denver,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,2012,6.5
104,98,17000,90938,21380,Josh Henderson,http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1,2006,6.5
81,406,13000,42892,17035,John Doman,http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1,1996,6.8
154,16000,22000,239540,25522,Robert Forster,http://www.imdb.com/title/tt0119396/?ref_=fn_tt_tt_1,1997,7.5
102,22,1000,113918,4065,Beverly D'Angelo,http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1,2008,6.6
89,128,963,204327,2054,Ashley Hinshaw,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,2012,7.1
132,0,405,9503,914,Steven Hill,http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,1983,6.6
103,0,629,45890,2730,Kenny Baker,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,1981,7.0
93,33,1000,34219,1531,Dave Allen,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,2002,3.3
93,166,971,157051,2043,Oliver Cooper,http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1,2012,6.7
172,76,654,76398,1306,Bill Hickman,http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1,1970,8.0
96,132,49000,97938,52138,Connie Nielsen,http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1,2002,6.8
89,66,137000,57446,140268,Dania Ramirez,http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1,2008,6.0
92,0,17000,44130,18765,Obba Babatundé,http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1,2008,5.4
97,4,1000,5928,5006,Shad Moss,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,2004,4.3
93,58,995,42644,6105,T.J. Thyne,http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1,2001,6.2
89,53,227,33850,534,Steve Whitmire,http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1,1992,7.7
144,258,6000,470501,9125,Ivana Milicevic,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,2006,8.0
123,278,4000,61651,7072,Valeria Golino,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,2002,7.4
93,4,28,12383,52,Anthony Burrell,http://www.imdb.com/title/tt2215719/?ref_=fn_tt_tt_1,2012,5.9
133,131,8000,249688,10565,Nat Wolff,http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1,2014,7.8
121,131,13000,121676,14890,Gretchen Mol,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,1998,7.4
102,0,3000,21672,5592,J.B. Smoove,http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1,2014,6.5
102,287,452,3000,729,Robert Foxworth,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,1979,5.4
99,192,347,62468,1254,Lusia Strus,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,1999,7.0
55,,1000,173172,6091,Viva Bianca,http://www.imdb.com/title/tt1442449/?ref_=fn_tt_tt_1,,8.6
98,350,1000,76094,2376,Peter Hermann,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1,2013,7.6
118,57,975,19007,2944,Joan Allen,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,2005,6.9
125,76,1000,20660,4659,Steve Guttenberg,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,1978,7.0
104,20,836,30462,3963,Dichen Lachman,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,2006,5.3
109,14,733,63390,2753,Meg Crosbie,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,2015,6.4
86,17,873,3119,3646,Bai Ling,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,2004,4.5
115,729,1000,91082,3798,Will Forte,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,2013,7.8
92,226,1000,16646,3931,Gary Farmer,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,1995,6.7
91,25,833,5794,4551,Larry Miller,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,2001,5.3
94,655,9000,64682,10575,Collette Wolfe,http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1,2011,6.3
93,83,26000,196422,28767,Jose Pablo Cantillo,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,2006,7.0
93,3,1000,2301,2939,Lark Voorhies,http://www.imdb.com/title/tt0119326/?ref_=fn_tt_tt_1,1997,5.3
100,98,1000,4052,3250,Jenette Goldstein,http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1,1998,6.6
100,43,988,10103,3906,Mehcad Brooks,http://www.imdb.com/title/tt1407061/?ref_=fn_tt_tt_1,2010,5.8
113,438,11000,41226,12274,Bill Irwin,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,2008,6.7
122,30,1000,16764,1456,John Colicos,http://www.imdb.com/title/tt0082934/?ref_=fn_tt_tt_1,1981,6.6
100,73,19000,60171,34700,Tom Wilkinson,http://www.imdb.com/title/tt0335119/?ref_=fn_tt_tt_1,2003,7.0
293,249,362,168203,469,Herbert Grönemeyer,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,1981,8.4
137,102,2000,16832,5780,Jordi Mollà,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,2004,6.0
93,32,529,12007,2393,Harland Williams,http://www.imdb.com/title/tt0279781/?ref_=fn_tt_tt_1,2002,5.4
123,628,565,202341,1595,Lindsay Duncan,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,2013,7.8
119,611,755,92295,1244,Zhengyong Zhang,http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1,2004,7.6
107,27,664,41574,2440,Reg E. Cathey,http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1,2012,6.6
106,16,452,57349,1819,Sofia Black-D'Elia,http://www.imdb.com/title/tt2436386/?ref_=fn_tt_tt_1,2015,6.4
109,67,436,15412,1141,Tammy Blanchard,http://www.imdb.com/title/tt1042877/?ref_=fn_tt_tt_1,2008,7.0
81,25,931,6965,3848,Sherman Hemsley,http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1,2000,5.7
95,216,1000,23383,4755,Clifton Collins Jr.,http://www.imdb.com/title/tt0106950/?ref_=fn_tt_tt_1,1992,5.9
86,378,957,12197,3535,Ed Begley Jr.,http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,2006,6.3
113,11000,537,20576,943,Greg Mottola,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1,1998,6.3
122,708,433,20000,1291,Dagmara Dominczyk,http://www.imdb.com/title/tt0439289/?ref_=fn_tt_tt_1,2006,6.2
90,7,525,23606,1445,Brian Dietzen,http://www.imdb.com/title/tt0339034/?ref_=fn_tt_tt_1,2003,2.1
108,0,873,4961,4497,Gretchen Mol,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1,1996,5.0
113,319,1000,18632,1171,Susan Gardner,http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1,2003,5.3
110,115,812,29613,1540,Samantha Ivers,http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1,2008,7.1
109,40,5000,5016,7166,JJ Feild,http://www.imdb.com/title/tt0253200/?ref_=fn_tt_tt_1,2001,7.0
110,584,629,68883,1173,Ah-sung Ko,http://www.imdb.com/title/tt0468492/?ref_=fn_tt_tt_1,2006,7.0
100,55,3000,763,4277,Paul Gleason,http://www.imdb.com/title/tt0082958/?ref_=fn_tt_tt_1,1981,5.7
101,61,769,29990,2543,David Arquette,http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,1999,7.1
97,20,21000,56654,22577,Hope Davis,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1,2007,7.0
172,667,211,55516,456,Serena Grandi,http://www.imdb.com/title/tt2358891/?ref_=fn_tt_tt_1,2013,7.7
104,0,1000,12047,1292,Jake Richardson,http://www.imdb.com/title/tt0238924/?ref_=fn_tt_tt_1,2002,7.1
99,0,3000,84620,5074,Harmony Korine,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,2013,6.8
129,0,878,41496,2378,Maggie Cheung,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,2004,7.5
91,60,60,8014,141,Timothy Webber,http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1,2007,6.3
100,19,706,6454,1579,Campbell Scott,http://www.imdb.com/title/tt0361715/?ref_=fn_tt_tt_1,2005,7.3
111,277,845,16863,1554,Alicja Bachleda,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,2009,6.8
114,0,865,18520,2126,James Shigeta,http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1,2000,7.2
86,94,693,12559,1373,Andy Davoli,http://www.imdb.com/title/tt0271259/?ref_=fn_tt_tt_1,2002,6.4
107,0,941,1427,3099,Albert Brooks,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1,1997,6.0
90,26,797,12125,2073,Brett Cullen,http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1,2007,6.4
103,759,967,2551,3878,Sam Shepard,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1,2012,5.1
