num_critic_for_reviews,duration,actor_3_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio
88,129,0,Drama|Romance,Samantha Morton,Miss Julie ,2894,631,Colin Farrell,2,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,Norway,PG-13,5500000,2014,0,5.6,
41,103,32,Drama|Fantasy|Romance,Teresa Wright,Somewhere in Time ,21049,454,George Voskovec,2,http://www.imdb.com/title/tt0081534/?ref_=fn_tt_tt_1,USA,PG,5100000,1980,191,7.3,1.85
24,128,47,Action|Crime|Drama|Thriller,Abhishek Bachchan,Dum Maaro Dum ,3266,787,Prateik,0,http://www.imdb.com/title/tt1618430/?ref_=fn_tt_tt_1,India,R,,2011,282,6.2,
318,106,482,Fantasy|Horror|Thriller,Lin Shaye,Insidious: Chapter 2 ,109214,2975,Leigh Whannell,0,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2013,618,6.6,2.35
250,95,651,Horror|Mystery,Emmanuelle Vaugier,Saw II ,188679,4134,Shawnee Smith,0,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,USA,R,4000000,2005,654,6.6,1.85
411,104,82,Drama|Horror|Mystery|Sci-Fi|Thriller,Bradley Cooper,10 Cloverfield Lane ,126893,14504,Sumalee Montano,0,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,USA,PG-13,15000000,2016,338,7.3,2.35
106,87,218,Comedy|Documentary,Bam Margera,Jackass: The Movie ,67992,1770,Chris Pontius,0,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,USA,R,5000000,2002,362,6.6,1.85
159,81,300,Horror,Billy Burke,Lights Out ,13523,3344,Gabriel Bateman,0,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,USA,PG-13,4900000,2016,509,6.9,2.35
251,94,434,Horror,Johanna Braddy,Paranormal Activity 3 ,76828,2371,Christopher Nicholas Smith,0,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,USA,R,5000000,2011,438,5.8,1.85
183,89,704,Fantasy|Horror,Lin Shaye,Ouija ,31915,5056,Daren Kagasoff,0,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2014,707,4.4,2.35
131,88,150,Action|Fantasy|Horror|Thriller,John Saxon,A Nightmare on Elm Street 3: Dream Warriors ,49820,1584,Jennifer Rubin,0,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,USA,X,4500000,1987,449,6.6,1.85
297,108,458,Mystery|Thriller,Busy Philipps,The Gift ,79916,3215,Wendell Pierce,1,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,USA,R,5000000,2015,562,7.1,2.35
41,115,83,Comedy|Drama,Eugenio Derbez,Instructions Not Included ,22105,688,Hugo Stiglitz,1,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,Mexico,PG-13,5000000,2013,89,7.6,1.85
248,96,113,Horror,Matt Shively,Paranormal Activity 4 ,51204,799,Alisha Boe,0,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,USA,R,5000000,2012,119,4.6,1.85
42,135,275,Drama|History,Richard Burton,The Robe ,6359,1920,Victor Mature,1,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,USA,Unrated,5000000,1953,422,6.8,2.2
33,113,80,Comedy|Crime|Mystery,Burt Kwouk,The Return of the Pink Panther ,19596,971,Catherine Schell,0,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,UK,G,5000000,1975,278,7.1,2.35
91,93,581,Comedy|Fantasy|Horror|Thriller,Johnny Depp,Freddy's Dead: The Final Nightmare ,30765,42002,Yaphet Kotto,0,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,USA,R,8500000,1991,618,4.9,1.85
185,109,592,Biography|Crime|Drama|Thriller,Charlize Theron,Monster ,105568,11736,Pruitt Taylor Vince,2,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,USA,R,4500000,2003,844,7.3,1.85
69,127,51,Adventure|Drama|Family|Fantasy|Sci-Fi,James Mason,20,000 Leagues Under the Sea ,22123,799,Paul Lukas,0,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,USA,Approved,5000000,1954,53,7.2,1.37
220,101,332,Fantasy|Horror|Thriller,Richard Cabral,Paranormal Activity: The Marked Ones ,31791,2161,Molly Ephraim,0,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,USA,R,5000000,2014,358,5.0,1.78
117,124,452,Biography|Drama,Anthony Hopkins,The Elephant Man ,161972,13864,Dexter Fletcher,1,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,USA,PG,5000000,1980,754,8.2,2.35
471,117,896,Biography|Drama,Matthew McConaughey,Dallas Buyers Club ,326494,17738,Denis O'Hare,0,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,USA,R,5000000,2013,3000,8.0,2.35
152,83,801,Horror|Sci-Fi|Thriller,Olivia Wilde,The Lazarus Effect ,28513,11771,Donald Glover,0,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,USA,PG-13,3300000,2015,830,5.2,2.35
274,113,379,Mystery|Thriller,Callum Rennie,Memento ,845580,1997,Jorja Fox,0,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,USA,R,9000000,2000,651,8.5,2.35
336,104,202,Horror|Mystery,James Lafferty,Oculus ,85688,2071,Garrett Ryan,0,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,USA,R,5000000,2013,407,6.5,2.35
174,97,657,Comedy,Ethan Suplee,Clerks II ,114797,2990,Brian O'Halloran,3,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,USA,R,5000000,2006,898,7.4,1.85
151,110,34,Drama|Music,Julie Walters,Billy Elliot ,98354,1122,Jamie Draven,0,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,UK,R,5000000,2000,203,7.7,1.85
276,103,424,Comedy|Drama,Steve Carell,The Way Way Back ,115813,8375,Jim Rash,1,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2013,468,7.4,1.85
12,94,287,Comedy|Drama|Music|Romance,William Schallert,House Party 2 ,3571,2523,Helen Martin,0,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,USA,R,5000000,1991,413,5.1,1.85
18,102,75,Adventure|Drama|Family|Romance|Western,Tony Bonner,The Man from Snowy River ,5894,854,Tom Burlinson,0,http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1,Australia,PG,3500000,1982,155,7.3,2.35
28,77,73,Animation|Comedy|Family,Frank Welker,Doug's 1st Movie ,2448,2908,Alice Playten,1,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,USA,G,5000000,1999,804,5.0,1.33
95,134,77,Drama,John Beasley,The Apostle ,11622,428,June Carter Cash,1,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,USA,PG-13,5000000,1997,130,7.2,1.85
74,129,157,Biography|Drama,Faye Dunaway,Mommie Dearest ,10564,2014,Diana Scarwid,1,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,USA,R,5000000,1981,485,6.7,1.85
179,90,1000,Comedy|Drama,Zooey Deschanel,Our Idiot Brother ,74875,15710,Steve Coogan,1,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,USA,R,5000000,2011,3000,6.4,1.85
125,134,388,Biography|Drama|Sport,William Hurt,Race ,11744,2410,David Kross,0,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,Canada,PG-13,,2016,845,7.1,2.35
22,104,498,Comedy|Drama,Bernie Mac,The Players Club ,4345,2868,Chrystale Wilson,9,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,USA,R,4500000,1998,597,5.6,1.85
92,95,697,Drama|Romance|Thriller,Mekhi Phifer,O ,17333,3300,John Heard,2,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,USA,R,5000000,2001,835,6.2,1.85
196,93,161,Horror|Mystery|Thriller,Ben Feldman,As Above, So Below ,49948,1410,Perdita Weeks,0,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,USA,R,5000000,2014,200,6.1,1.85
9,106,467,Drama|Thriller,Boris Kodjoe,Addicted ,5975,2840,Sharon Leal,0,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,USA,R,5000000,2014,694,5.2,1.85
31,109,426,Drama,Jurnee Smollett-Bell,Eve's Bayou ,6915,3843,Diahann Carroll,2,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,USA,R,6000000,1997,434,7.3,1.85
309,101,423,Drama,Kristen Stewart,Still Alice ,86077,19673,Seth Gilliam,1,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2014,2000,7.5,1.85
15,139,422,Drama|History,Gene Tierney,The Egyptian ,2498,2112,Jean Simmons,0,http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1,USA,Approved,5000000,1954,440,6.6,2.55
36,99,142,Action|Crime|Thriller,Sylvester Stallone,Nighthawks ,12519,14306,Persis Khambatta,2,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,USA,R,5000000,1981,970,6.4,1.85
129,100,65,Adventure|Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,22961,1327,Scott Reeves,0,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,USA,R,5000000,1989,120,4.5,1.85
168,95,249,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding ,102071,1495,Lainie Kazan,3,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,USA,PG,5000000,2002,312,6.6,1.85
444,94,192,Crime|Drama,James Franco,Spring Breakers ,108683,12306,Rachel Korine,4,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,USA,R,5000000,2012,892,5.3,2.35
123,93,141,Horror|Thriller,Donald Pleasence,Halloween: The Curse of Michael Myers ,20815,1227,Mitchell Ryan,0,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,USA,R,5000000,1995,152,4.9,1.85
173,106,19,Adventure|Comedy|Drama|Romance,Maribel Verdú,Y Tu Mamá También ,91377,361,María Aura,1,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,Mexico,R,2000000,2001,43,7.7,1.85
246,99,358,Comedy|Horror,Peter Serafinowicz,Shaun of the Dead ,395921,1686,Rafe Spall,6,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,UK,R,4000000,2004,427,8.0,2.35
74,82,664,Drama|Horror|Thriller,Jessica Lowndes,The Haunting of Molly Hartley ,7904,4856,Haley Bennett,5,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2008,984,3.8,1.85
68,135,111,Drama|Mystery,Matthew McConaughey,Lone Star ,23202,11400,Miriam Colon,2,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,USA,R,5000000,1996,189,7.6,2.35
144,88,101,Horror|Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers ,29629,1136,Ellie Cornell,0,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,USA,R,5000000,1988,120,5.9,1.85
96,89,85,Horror|Mystery,Thomas F. Wilson,April Fool's Day ,10624,1160,Clayton Rohner,0,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,USA,R,5000000,1986,190,6.2,2.35
42,110,551,Comedy|Drama,Steve Guttenberg,Diner ,14995,2943,Ellen Barkin,6,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,USA,R,5000000,1982,796,7.2,1.85
29,107,268,Action|Crime|Drama|Thriller|Western,David Carradine,Lone Wolf McQuade ,7973,2383,Robert Beltran,0,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,USA,PG,5000000,1983,400,6.3,1.85
228,86,205,Horror|Mystery|Sci-Fi|Thriller,Warren Christie,Apollo 18 ,47227,1520,Andrew Airlie,0,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2011,270,5.2,1.33
195,91,260,Comedy|Drama,Clifton Collins Jr.,Sunshine Cleaning ,61151,2528,Paul Dooley,0,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,USA,R,8000000,2008,934,6.9,2.35
203,103,13,Action|Thriller,Sterling Jerins,No Escape ,48675,259,Sahajak Boonthanakit,0,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,USA,R,5000000,2015,78,6.8,1.85
44,90,826,Action|Adventure|Fantasy,Vanna Bonta,The Beastmaster ,15345,23714,Rip Torn,0,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,USA,PG,8000000,1982,982,6.2,1.85
14,141,70,Drama|History|Romance|War,Gina Lollobrigida,Solomon and Sheba ,2017,1332,Finlay Currie,2,http://www.imdb.com/title/tt0053290/?ref_=fn_tt_tt_1,USA,,5000000,1959,333,6.2,2.2
59,92,355,Comedy,Fred Willard,Fifty Shades of Black ,9509,2848,Russell Peters,4,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,USA,R,5000000,2016,706,3.5,
45,99,409,Drama|Romance,Eddie Cibrian,Not Easily Broken ,2326,2269,Wood Harris,1,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,USA,PG-13,8000000,2009,578,6.1,1.85
42,79,99,Drama|Romance|War,Gary Cooper,A Farewell to Arms ,3519,1284,Adolphe Menjou,1,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,USA,Unrated,800000,1932,164,6.6,1.37
12,96,503,Comedy|Romance,Donald Faison,The Perfect Match ,1180,3552,Lauren London,6,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,USA,R,5000000,2016,509,4.5,
29,82,44,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,Digimon: The Movie ,5164,315,Mona Marshall,0,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,USA,PG,5000000,2000,45,5.9,1.85
121,92,797,Comedy|Drama,Macaulay Culkin,Saved! ,40274,5668,Eva Amurri Martino,5,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2004,835,6.9,1.85
135,112,21,Comedy|Crime|Drama|Mystery|Romance,Marie-Josée Croze,The Barbarian Invasions ,24921,253,Marina Hands,2,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,Canada,R,6000000,2003,28,7.7,2.35
27,106,136,Adventure|Drama|Romance,Robert Shaw,Robin and Marian ,8930,1199,Nicol Williamson,10,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,USA,PG,5000000,1976,249,6.6,1.85
56,90,560,Horror|Thriller,Brendan Fehr,The Forsaken ,7319,3004,Izabella Miko,4,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,USA,R,5000000,2001,591,5.3,1.85
22,126,576,Action|Drama|War,Harrison Ford,Force 10 from Navarone ,13587,13591,Franco Nero,2,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,UK,PG,5000000,1978,794,6.3,2.35
59,150,448,Comedy|Drama,Fran Drescher,UHF ,21416,3942,Michael Richards,1,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,USA,PG-13,5000000,1989,448,7.0,1.85
61,90,556,Comedy,Linda Cardellini,Grandma's Boy ,67853,5202,Shirley Jones,0,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,USA,R,,2006,936,7.0,2.35
60,91,572,Comedy|Drama,Natasha Lyonne,Slums of Beverly Hills ,9427,2691,Jessica Walter,0,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,USA,R,5000000,1998,778,6.6,1.85
164,145,392,Western,Claudia Cardinale,Once Upon a Time in the West ,216005,2589,Jack Elam,1,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,Italy,PG-13,5000000,1968,423,8.6,2.35
81,95,334,Comedy|Crime|Drama|Thriller,Jon Favreau,Made ,15053,5245,Jonathan Silverman,2,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,USA,R,5000000,2001,585,6.4,1.85
415,97,372,Drama|Mystery|Sci-Fi,Kevin Spacey,Moon ,260607,19404,Benedict Wong,0,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,UK,R,5000000,2009,572,7.9,2.35
43,90,701,Comedy,Miranda Cosgrove,Keeping Up with the Steins ,2719,5900,Carter Jenkins,0,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,USA,PG-13,,2006,847,5.4,1.85
7,41,0,Documentary,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World ,296,55,Chloe Hollings,0,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,UK,,5000000,2010,0,6.9,1.78
120,112,395,Drama,Bruce Greenwood,The Sweet Hereafter ,26720,2820,Simon Baker,0,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,Canada,R,5000000,1997,900,7.7,2.35
195,122,32,Drama,Lambert Wilson,Of Gods and Men ,12411,416,Olivier Rabourdin,0,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,France,PG-13,4000000,2010,135,7.2,2.35
109,110,39,Comedy|Drama,Alan Rickman,Bottle Shock ,12233,25676,Greg Collins,0,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2008,579,6.8,2.35
21,87,83,Comedy|Music|Sci-Fi,Cassandra Peterson,Jekyll and Hyde... Together Again ,881,1324,Bess Armstrong,0,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,USA,R,5000000,1982,162,6.2,
93,108,88,Biography|Crime|Drama|Romance|Thriller,Kate Winslet,Heavenly Creatures ,50197,14574,Liz Mullane,2,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,New Zealand,R,5000000,1994,433,7.4,2.35
12,121,473,Drama,Hayden Christensen,90 Minutes in Heaven ,2047,6617,Cynthia Barrett,0,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2015,849,4.6,2.35
155,97,939,Comedy|Drama,Will Ferrell,Everything Must Go ,40305,10517,Stephen Root,1,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,USA,R,5000000,2010,981,6.4,2.35
81,116,102,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,Zero Effect ,12366,1209,Angela Featherstone,2,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,USA,R,5000000,1998,385,7.0,1.85
204,94,360,Drama|Thriller,Christian Bale,The Machinist ,281649,24994,Reg E. Cathey,0,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,Spain,R,5000000,2004,1000,7.7,2.35
19,103,145,Crime|Drama,Dana Delany,Light Sleeper ,3665,1201,David Clennon,0,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,USA,R,5000000,1992,280,6.8,1.85
163,112,688,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,Kill the Messenger ,32382,12897,Robert Pralgo,1,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,USA,R,5000000,2014,963,7.0,2.35
248,91,192,Drama,Dianne Wiest,Rabbit Hole ,40618,1582,Tammy Blanchard,0,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2010,289,7.0,1.85
39,98,600,Biography|Crime|Drama|Thriller,Macaulay Culkin,Party Monster ,12675,5185,Marilyn Manson,1,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,USA,R,5000000,2003,971,6.3,1.85
322,95,233,Crime|Horror|Music|Thriller,Alia Shawkat,Green Room ,28845,1836,Joe Cole,0,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,USA,R,5000000,2015,442,7.1,2.35
50,88,276,Comedy|Drama|Romance,Liza Minnelli,The Oh in Ohio ,5494,1665,Winter Ave Zoli,0,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,USA,R,5000000,2006,625,5.6,2.35
12,99,361,Drama|Mystery|Sci-Fi,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,1900,3382,Kristoffer Polaha,0,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2014,435,4.4,
83,91,65,Comedy|Crime|Drama,Andrew Wilson,Bottle Rocket ,54478,648,Lumi Cavazos,0,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,USA,R,7000000,1996,96,7.1,1.85
37,97,977,Crime|Drama|Thriller,Viggo Mortensen,Albino Alligator ,6632,13718,Faye Dunaway,3,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,USA,R,5000000,1996,1000,6.1,2.35
16,136,14,Biography|Drama|History,Akshaye Khanna,Gandhi, My Father ,1311,172,Darshan Jariwala,0,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,India,,,2007,45,7.4,2.35
121,118,0,Crime|Documentary|War,Jeffrey Frost,Standard Operating Procedure ,3329,6,Ken Davis,0,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,USA,R,,2008,0,7.5,2.35
24,94,51,Drama,Raymond Burr,Out of the Blue ,1599,498,Jim Byrnes,1,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,Canada,R,2200000,1980,59,7.2,1.85
324,89,440,Comedy|Horror,Katrina Bowden,Tucker and Dale vs Evil ,127842,2958,Chelan Simmons,1,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,Canada,R,,2010,779,7.6,2.35
27,90,940,Drama|Romance,Adam Scott,Lovely, Still ,1560,4987,Martin Landau,0,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,USA,PG,5000000,2008,1000,7.3,1.85
9,95,100,Adventure|Drama|Romance,Judith Anderson,Tycoon ,989,538,Laraine Day,1,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,USA,Approved,3209000,1947,116,6.2,1.37
31,90,697,Drama,Ethan Suplee,Desert Blue ,1884,3207,Sara Gilbert,3,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,USA,R,2000000,1998,697,6.2,1.85
35,95,383,Comedy|Horror|Sci-Fi,Meghan Ory,Decoys ,4041,2984,Corey Sevier,0,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,Canada,R,5000000,2004,680,4.6,1.85
371,94,99,Horror|Thriller,Ocean James,The Visit ,65299,1010,Olivia DeJonge,,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,USA,PG-13,5000000,2015,309,6.2,1.85
133,90,15,Crime|Thriller|War,Mike Figueroa,Redacted ,8824,408,Kel O'Neill,0,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,USA,R,5000000,2007,29,6.2,1.85
