director_facebook_likes,actor_2_name,actor_1_facebook_likes,num_voted_users,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,title_year,actor_2_facebook_likes
4,Lenore Zann,232,1339,Tim Choate,0,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,46,English,R,1750000,1985,23
4,Adam Goldberg,2000,4182,Tony Cox,1,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,53,English,R,1000000,2003,1000
0,Uday Chopra,374,1167,Samantha McLeod,2,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,24,English,,1500000,2005,145
19,Bryan Callen,700,5579,Matt Crabtree,3,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,42,English,R,1300000,2010,460
0,Chloe Bridges,35000,4866,Christopher Atkins,1,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,38,English,R,1300000,2009,516
13000,Joan Fontaine,1000,87424,George Sanders,2,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,276,English,Not Rated,1288000,1940,991
49,Adrienne King,309,39690,Amy Steel,0,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,394,English,R,1250000,1981,121
0,Jane Wyman,287,24959,Frank Faylen,4,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,136,English,Not Rated,1250000,1945,160
4,John Heard,796,7528,Sam McMurray,0,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,88,English,R,1250000,1984,697
8,Jenni Rivera,2000,910,Jorge Diaz,1,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,English,R,427000,2012,245
11,Omar Benson Miller,578,458,Anupam Kher,0,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,3,English,PG,15000000,2011,418
83,Jean Peters,469,11047,Will Wright,0,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,116,English,Approved,1250000,1953,79
673,Walter Pidgeon,595,15840,Barry Fitzgerald,5,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,124,English,Approved,1250000,1941,176
,Riley Keough,934,3282,Paul Sparks,0,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,17,English,TV-MA,,,691
0,Elvis Nolasco,3000,794,Felicia Pearson,0,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,9,English,,1420000,2014,372
0,Laura San Giacomo,828,37785,Steven Brill,2,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,95,English,R,1200000,1989,531
0,Monica Potter,2000,299127,Shawnee Smith,0,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509,English,R,1200000,2004,878
422,Daniel von Bargen,816,76151,Jay Chandrasekhar,0,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,333,English,R,1200000,2001,577
4,Harry Lennix,18000,101,Ben Youcef,6,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,1,English,,1300000,2014,748
0,Vera Wilson,31,1229,José Manuel Orozco Angulo,0,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,2,Spanish,,1300000,2013,24
301,Jon Hamm,18000,139426,Juan Riedinger,0,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,English,PG-13,80000000,2008,4000
300,Randeep Hooda,307,19397,Lillete Dubey,0,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,Hindi,R,7000000,2001,209
50,Rory Culkin,2000,22145,Gaby Hoffmann,0,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,231,English,R,1200000,2000,710
13000,John Forsythe,282,24891,Royal Dano,0,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,150,English,Approved,1200000,1955,255
118,Morgan Freeman,13000,262160,Dorian Missick,3,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,English,R,27000000,2006,11000
91,Clea DuVall,1000,19986,Eddie Cibrian,1,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186,English,R,1200000,1999,1000
29,Drew Waters,890,2417,Scott Elrod,2,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,32,English,PG-13,1200000,2013,848
16000,Steve Buscemi,16000,664719,Chris Penn,0,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,English,R,1200000,1992,12000
9,Nigel Bruce,94,1047,Gale Sondergaard,1,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,25,English,Approved,,1940,62
0,Luigi Pistilli,16000,503509,Enzo Petito,3,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,780,Italian,Approved,1200000,1966,34
9,Regina Casé,61,7025,Luis Miranda,1,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,26,Portuguese,R,4000000,2015,9
14,Marshall Allman,1000,2582,Eric Lange,0,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,89,English,PG-13,1200000,2012,330
0,Coyote Shivers,268,91,Zoë Poledouris,0,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,4,English,R,1200000,2001,44
4,,,591,,0,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,10,English,Not Rated,1200000,2011,
0,Sarah Silverman,49000,132,Jonathan Winters,10,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,2,English,,1200000,2007,931
0,Johnny Amaro,34,4068,Yassine Azzouz,1,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,16,French,,1500000,2011,29
0,Antonio Arrué,3,27,Juan Carlos Montoya,3,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,1,Spanish,,1200000,2013,2
4,Scott Adsit,690,2953,Jim Cody Williams,1,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,38,English,PG-13,,2003,316
0,Denise Boutte,387,9560,Vanessa Lee Chester,6,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,35,English,R,,2008,295
345,David Niven,843,3418,Spring Byington,3,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,52,English,Approved,1200000,1936,490
0,Kristin Booth,721,652,Michael Eisner,2,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,11,English,R,1200000,2011,134
0,Victor Zinck Jr.,380,1321,Chelsey Reist,0,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,51,English,R,1200000,2012,91
38,Jacob Vargas,584,5061,Brittney Powell,0,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,70,English,PG,2600000,1993,399
282,Cleavon Little,586,1172,Calvin Lockhart,1,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,27,English,R,1200000,1970,434
2,Sabrina Carmichael,10000,742,Patrick Muldoon,0,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,7,English,R,1200000,2015,500
0,Deirdre Lorenz,498,71,Dustin Diamond,1,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,2,English,,1200000,2015,350
6,Dane Cook,16000,76467,Vanessa Lengies,3,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236,English,R,3000000,2005,1000
222,Gary Stretch,680,39929,George Newton,0,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,English,,695393,2004,404
,John Jarratt,511,726,Lucy Fry,0,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,6,English,,,,457
155,Clu Gulager,448,1324,Susan Tyrrell,0,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,37,English,R,1100000,1987,426
0,,,285,,0,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,8,English,,,2002,
126,CindyMarie Small,14,1555,Brent Neale,1,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,32,English,,1600000,2002,4
12,Frank Rautenbach,412,2050,Jeanne Neilson,2,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,36,Zulu,PG,10000000,2006,48
22,Marilyn Norry,434,6555,Eva Bourne,1,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,82,English,R,1100000,2010,95
338,Yayan Ruhian,1000,148221,Donny Alamsyah,0,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,316,Indonesian,R,1100000,2011,342
252,Vernon Wells,1000,737,Matthew R. Anderson,1,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,15,English,R,1100000,2010,745
0,Anella Vastola,12,332,Joe Marino,0,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,10,English,R,1100000,2013,0
345,Claude Rains,2000,387508,Conrad Veidt,4,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,1123,English,PG,950000,1942,607
0,Rosie Traynor,12,9465,Martin Sharpe,0,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,85,English,R,1400000,2008,5
6,Shazahn Padamsee,964,11010,Gauhar Khan,1,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,35,Hindi,,,2009,22
136,Ron Rifkin,844,20678,Jesse Vint,1,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,199,English,GP,1000000,1972,184
80,Burgess Meredith,13000,375240,Carl Weathers,0,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,542,English,PG,960000,1976,1000
2,Brady Corbet,321,512,Gitte Witt,1,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,2,English,Not Rated,1100000,2014,287
0,Hal Holbrook,2000,46493,Janet Leigh,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,English,R,1000000,1980,826
62,Susannah York,883,8508,Hugh Griffith,1,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,56,English,Unrated,1000000,1963,269
6,Renee Olstead,707,44329,Heather Sossaman,0,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,309,English,R,1000000,2014,305
17000,Albert Brooks,22000,507063,Peter Boyle,1,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,881,English,R,1300000,1976,745
287,Robert Picardo,1000,22773,Dee Wallace,0,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,195,English,R,1000000,1981,823
92,Jack Lord,650,116642,Lois Maxwell,4,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,389,English,Approved,1100000,1962,275
18,Ingrid Bolsø Berdal,1000,52642,Jonathan Sadowski,0,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,271,English,R,1000000,2012,466
385,Ashley Laurence,266,76407,Clare Higgins,0,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,335,English,R,1000000,1987,209
18,Robin Givens,634,4501,Maria Canals-Barrera,11,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,102,English,PG,5000000,2016,420
65,Gary Cole,1000,23021,Lindy Booth,0,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,220,English,PG-13,1000000,2005,989
2,Naomi Nishida,43,5442,Sakae Kimura,0,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,Japanese,PG,1000000000,1999,3
310,Mike Vogel,33000,141425,John Doman,0,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,English,R,3500000,2010,2000
2,Felicity Huffman,2000,36321,Paul Borghese,2,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,230,English,R,1000000,2005,508
19,Claudiu Trandafir,403,30570,Brian Johnson,0,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,290,English,R,1000000,2012,169
199,Cynthia Myers,503,7584,Harrison Page,8,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,137,English,X,900000,1970,46
0,Neville Brand,356,2636,Debra Paget,1,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,36,English,,1000000,1956,110
49,Al Gore,861,67654,,0,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,504,English,PG,,2006,68
23,Richard Jaeckel,183,7346,Forrest Tucker,0,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,69,English,Approved,1000000,1949,102
17000,Keith Richards,543,9638,Albert Maysles,0,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,67,English,PG-13,,2008,426
0,Richard Burgi,640,21468,Magda Apanowicz,0,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,164,English,R,6000000,2013,550
0,Alex Lawther,202,162,Niamh Cusack,0,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,5,English,,1100000,2015,47
20,Adam Arkin,422,36381,Rhea Perlman,3,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,126,English,R,1000000,2012,374
11,Eric Schlosser,37,42389,Barbara Kowalcyk,0,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,183,English,PG,,2008,3
10,Robert Amaya,544,6110,Jason Burkey,1,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,82,English,PG-13,,2011,264
122,Callie Thorne,22000,4195,Holland Taylor,1,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86,English,R,1000000,1998,472
655,Jennifer Garner,24000,414345,Rainn Wilson,0,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,English,PG-13,7500000,2007,3000
7,Boyd Holbrook,3000,31254,Kathleen Rose Perkins,2,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,79,English,R,,2014,439
46,Julia Garner,321,40425,Brady Corbet,0,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,186,English,R,,2011,300
9,Jenny Slate,612,16594,Jake Lacy,1,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73,English,R,,2014,457
33,Michael O'Keefe,496,21746,Misty Upham,1,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93,English,R,1000000,2008,238
9,Lou Adler,130,9540,Merry Clayton,0,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,80,English,PG-13,1000000,2013,19
56,Natasha Gregson Wagner,21000,5933,Angel David,3,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,102,English,R,1000000,1997,104
132,Anne Heche,778,2629,Vincent Pastore,2,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,32,English,R,1000000,1996,695
11,Mark Addy,1000,82232,Lesley Sharp,3,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174,English,R,3500000,1997,891
2,Phyllis Diller,783,11283,Colette Divine,0,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,155,English,PG,1000000,2006,659
112,Nia Long,1000,6084,Mary McCormack,1,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,120,English,R,1000000,2000,826
152,Ossie Davis,1000,38893,Ella Joyce,2,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,366,English,R,1000000,2002,282
11,Dylan Minnette,2000,47988,Ken Marino,4,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,English,PG,58000000,2015,1000
12,Saul Williams,245,1976,Bonz Malone,0,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51,English,R,1000000,1998,38
13,Frank Gerrish,957,983,Rick Macy,0,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,63,English,PG-13,1000000,2001,81
10,Manoj Bajpayee,353,2715,Jaya Bhaduri,3,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,19,Hindi,,1000000,2000,186
0,Sid Caesar,1000,36559,Dom DeLuise,0,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131,English,R,11000000,1981,898
406,Dian Bachar,406,30396,Matt Stone,0,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,168,English,NC-17,1000000,1997,203
234,Paul Schneider,11000,9233,Shea Whigham,0,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,126,English,R,2500000,2003,552
4,Cathy Moriarty,611,1524,Kathryn Erbe,0,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,29,English,R,1000000,1997,394
22,Agnes Bruckner,638,3142,A.J. Buckley,0,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,68,English,R,1000000,2002,400
0,Lupe Ontiveros,844,505,Robert Beltran,1,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,32,English,R,1000000,2000,625
71,Nat Wolff,11000,19752,Olivia Crocicchia,0,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,61,English,R,,2013,733
13,Scandar Copti,20,4999,Ranin Karim,6,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,32,Arabic,,,2009,13
21,Patrick Fugit,1000,46076,Chase Ellison,2,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,88,English,R,1000000,2006,835
135,Cara Seymour,7000,75633,Venida Evans,0,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,160,English,R,,2014,71
2,Elden Henson,855,3806,Kathleen Quinlan,2,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,49,English,PG-13,1000000,2003,577
0,AJ Michalka,873,125114,Tom McCarthy,1,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,593,English,PG-13,65000000,2009,559
50,Herman Koto,3,23836,Syamsul Arifin,1,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,Indonesian,Not Rated,1000000,2012,3
141,George W. Bush,141,10564,Greg D'Agostino,0,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,40,English,R,1000000,2007,125
10,Marv Albert,102,1290,Ahmet Ertegun,0,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,13,English,PG-13,1000000,2006,7
0,Rufus Graham,12,56,Aasheekaa Bathija,0,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,2,English,Unrated,,2004,3
165,Fisher Stevens,978,455,Melissa Gilbert,1,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,16,English,PG-13,,2000,922
9,Tom Hamann,53,2482,Anthony Powell,1,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,16,English,PG,1000000,2013,24
0,Brian Whitaker,20,1220,Jason Bateman,0,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,11,English,G,1000000,2014,8
74,Randy Wayne,260000,606,Raquel Elizabeth Ames,3,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,5,English,PG-13,1000000,2012,984
5,Anil Kapoor,724,1524,Sunil Shetty,5,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,30,Hindi,,1500000,2005,668
243,Greta Gerwig,969,30160,Dee Wallace,0,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,193,English,R,900000,2009,962
11,Clayne Crawford,443,20176,Nathaniel Parker,1,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,73,English,R,500000,2010,298
29,Michael Lerner,499,2735,Josh Pais,0,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,52,English,R,1000000,1998,230
5,Patsy Kensit,590,1434,Adrienne Frantz,2,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,43,English,R,1000000,1999,231
8,Louis Mustillo,96,334,James Lorinz,1,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,17,English,R,,1996,71
82,James Gunn,2000,1938,Jamie Kennedy,0,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,54,English,R,1000000,2000,571
32,Emily Baldoni,386,397,Hallee Hirsh,1,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,6,English,,1000000,2009,261
0,Ana Claudia Talancón,262,3228,Jonathon Trent,0,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,31,English,Not Rated,1000000,2006,163
4,Alexia Rasmussen,446,1048,Meredith Hagner,1,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,7,English,R,1000000,2015,171
0,Paul Blackthorne,975,4862,Ian Bohen,0,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,37,English,R,1000000,2006,645
18,Jamie Kennedy,491,377,Veronica Cartwright,3,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,13,English,R,,1997,490
0,Vanilla Ice,639,534,Jennifer Sky,2,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,9,English,R,1000000,2005,361
53,Mariel Hemingway,563,783,Jesse Hutch,2,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,12,English,R,1000000,2006,288
436,Frank Whaley,474,480,Heather Bucha,3,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,21,English,R,1500000,2001,436
50,Andrea Vergara,327,3499,Gabriel Reyes,0,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,15,Spanish,Not Rated,1000000,2013,9
3,Ayesha Omar,7,876,Javed Sheikh,9,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,15,Urdu,,1000000,2015,5
57,Kevin McCarthy,442,9190,Laura Breckenridge,0,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,75,English,Not Rated,1000000,2006,403
0,Matt Walsh,782,1359,Amy Sedaris,1,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,8,English,,1000000,2014,490
0,A.J. Buckley,363,1420,James Eckhouse,2,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,26,English,R,1000000,2006,275
15,Lauren C. Mayhew,984,1612,Alicia Ziegler,4,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,28,English,R,1000000,2009,157
82,Eddie Albert,694,340,Louise Sorel,1,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,7,English,,,1965,196
3,Ossie Davis,767,275,Janet Hubert,2,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,22,English,PG,1000000,2004,282
923,Chloë Grace Moretz,34000,3943,Bokeem Woodbine,3,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,24,English,R,,2008,17000
0,Barbara Hershey,1000,33,Diane Venora,5,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,,English,R,1000000,2008,618
23,Janette Armand,199,3650,Kevin Hamedani,0,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,39,English,R,500000,2009,37
142,Shanley Caswell,458,634,Tim Abell,1,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,14,English,PG-13,1000000,2012,383
0,Germán Alcarazu,90,955,Joseba Ugalde,0,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,7,Spanish,Unrated,,2014,0
0,Marlene Forte,898,982,Reg E. Cathey,1,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,12,English,,1000000,2011,395
105,Sticky Fingaz,592,293,Chrystee Pharris,6,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,1,English,PG-13,1000000,2009,207
142,Tom Berenger,10000,93,Randy Jay Burrell,3,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,6,English,PG-13,1000000,2014,854
224,Anslem Richardson,224,6531,Jay Paulson,1,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,47,English,R,,2012,59
0,Alexander Vlahos,335,6513,Jennie Jacques,2,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,41,English,Not Rated,1000000,2012,334
6,Pierre Dulat,92,425,Summer Napoles,0,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,24,English,,1000000,2006,17
0,Chloe Rose,57,137,Kristian Bruun,2,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,16,English,,1000000,2014,40
53,Kevin Gage,677,6256,Fiona Dourif,0,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,19,English,R,1000000,2015,366
