duration,actor_1_facebook_likes,gross,actor_1_name,movie_imdb_link,language,country,content_rating,title_year,imdb_score,aspect_ratio
130,18000,19593740,Kevin Spacey,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,English,USA,R,2003,7.5,2.35
100,1000,19118247,Christina Milian,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,5.4,2.35
114,14000,26442251,Liam Neeson,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,English,USA,R,2015,6.6,2.35
96,10000,17114882,Viggo Mortensen,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,English,USA,R,2007,7.7,1.85
110,23000,18472363,Paul Walker,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,5.8,2.35
158,51,14131298,Paul Brooke,http://www.imdb.com/title/tt0151137/?ref_=fn_tt_tt_1,English,France,R,1999,6.4,2.35
102,20000,21557240,Natalie Portman,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,English,USA,R,2011,5.6,2.35
84,6000,21283440,Naomi Watts,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,6.0,2.35
115,972,10556196,Mia Kirshner,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,6.2,2.35
99,1000,16671505,Joe Mantegna,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1,English,USA,PG,1994,5.9,1.85
135,10000,10400000,Gary Oldman,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1,English,USA,R,1995,5.1,2.35
108,6000,9528092,Naomi Watts,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,6.8,2.35
43,3000,,Julie Benz,http://www.imdb.com/title/tt2189221/?ref_=fn_tt_tt_1,English,USA,TV-MA,,7.0,1.78
127,984,10137232,Ian Ziering,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,English,France,R,2005,6.0,2.35
107,2000,9795017,Michael Biehn,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1,English,USA,R,1995,5.1,1.85
95,18000,20488579,Gerard Butler,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1,English,USA,R,2009,5.8,1.85
124,1000,19445217,Alden Ehrenreich,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,English,USA,PG-13,2013,6.2,2.35
109,49000,8355815,Robin Williams,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1,English,UK,R,2002,6.4,1.85
102,14000,28837115,Milla Jovovich,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,English,USA,PG-13,2016,4.8,2.35
88,11000,6471394,Morgan Freeman,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,4.9,2.35
87,2000,6291602,Judy Greer,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1,English,USA,R,2000,5.6,1.85
104,12000,10706786,Nicolas Cage,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,English,USA,R,2011,5.5,1.85
96,841,8742261,Chris Klein,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1,English,Canada,PG-13,2009,3.7,2.35
85,26000,43905746,Jason Statham,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,5.9,2.35
64,1000,,Tobias Menzies,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1,English,USA,TV-MA,,8.5,16.0
104,879,21413502,Lauren Holly,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,English,USA,R,1990,6.3,2.35
135,22000,7994115,Philip Seymour Hoffman,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1,English,UK,R,2009,7.4,2.35
190,599,124107476,Michael O'Neill,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1,English,USA,R,2000,7.6,1.85
127,11000,197171806,Harrison Ford,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,English,USA,PG-13,1989,8.3,2.35
129,2000,12802907,Kelly Macdonald,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1,English,UK,R,2012,6.6,2.35
120,20000,31569268,Hugh Jackman,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,English,USA,R,2015,6.9,2.35
118,18000,66488090,Denzel Washington,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,English,USA,R,1999,6.7,2.35
112,17000,95308367,Kristen Stewart,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1,English,USA,R,2002,6.8,2.35
89,598,,P.J. Soles,http://www.imdb.com/title/tt0473553/?ref_=fn_tt_tt_1,English,USA,,2006,4.6,1.78
114,2000,60652036,Judy Greer,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,English,USA,R,1999,7.1,2.35
137,27000,1206135,Tom Hardy,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1,English,Czech Republic,R,2015,6.4,2.35
112,779,56607223,Corinna Harney,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,English,Canada,PG-13,2001,6.4,2.35
120,18000,50173190,Kevin Spacey,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,7.4,2.35
123,20000,47095453,Hugh Jackman,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,6.4,1.85
93,3000,37879996,Brendan Fraser,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,6.0,2.35
123,12000,25900000,Nicolas Cage,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,English,USA,R,1984,6.5,1.85
122,23000,53574088,Christian Bale,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,English,USA,R,2007,7.8,2.35
115,14000,89253340,Liam Neeson,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1,English,France,PG-13,2014,6.0,2.35
123,3000,37339525,Don Cheadle,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,English,USA,R,1998,7.0,1.85
96,2000,60154431,Matthew Broderick,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,English,USA,PG-13,1996,6.0,2.35
110,113,528972,Nandita Das,http://www.imdb.com/title/tt0150433/?ref_=fn_tt_tt_1,Hindi,India,Unrated,1998,7.8,
105,678,103738726,Charlie Korsmo,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,English,USA,PG,1990,6.1,1.85
113,1000,69304264,Mark Margolis,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,English,USA,R,1999,6.8,2.35
132,919,29781453,Rosie Perez,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,6.4,1.85
93,13000,,Sylvester Stallone,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,English,USA,R,1982,7.7,2.35
115,29,,Donatas Banionis,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,Russian,Soviet Union,PG,1972,8.1,2.35
75,4000,15519841,Sarah Michelle Gellar,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,English,USA,PG,2006,4.5,1.85
108,8000,5600000,Julia Roberts,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,English,USA,R,1996,5.8,1.85
105,8000,126805112,Julia Roberts,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,6.3,2.35
102,8000,93607673,Julia Roberts,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,5.7,2.35
118,14000,67263182,Al Pacino,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,English,USA,R,2002,7.2,2.35
111,1000,92001027,LeVar Burton,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,English,USA,PG-13,1996,7.6,2.35
81,13000,10539414,Michael Fassbender,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,4.7,2.35
116,18000,58918501,Denzel Washington,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,English,USA,R,1996,6.6,1.85
86,509,181395380,Maura Tierney,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,6.8,1.85
127,788,14946229,Joseph Gilgun,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,English,UK,R,2016,7.3,2.35
140,1000,,Laurence Olivier,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,English,South Korea,PG,1981,2.7,2.35
91,924,130512915,Jonathan Winters,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,English,USA,PG,1994,4.8,1.33
98,14000,139852971,Liam Neeson,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1,English,France,PG-13,2012,6.3,2.35
84,807,110000082,Regina Hall,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,5.5,1.85
109,545,106807667,Candice Bergen,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,6.2,1.85
93,14000,101702060,Josh Hutcherson,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,English,USA,PG,2008,5.8,1.85
113,11000,95149435,Anne Hathaway,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,English,USA,G,2004,5.7,1.85
141,18000,100768056,Denzel Washington,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,English,USA,PG-13,1993,6.5,2.35
119,821,92115211,Bradley Whitford,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,English,USA,PG-13,1994,6.7,2.35
97,11000,93452056,Morgan Freeman,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,English,USA,PG-13,2007,7.4,1.85
117,11000,83287363,Harrison Ford,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,English,USA,R,1992,6.9,2.35
101,3000,82931301,Adam Scott,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,English,Germany,PG-13,2005,5.5,2.35
153,20000,60962878,Hugh Jackman,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,English,USA,R,2013,8.1,1.85
122,18000,76261036,Denzel Washington,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,English,USA,R,2001,7.7,2.35
102,25000,71423726,Alan Rickman,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,English,USA,PG,1999,7.3,2.35
83,1000,71277420,Natasha Lyonne,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,English,USA,R,2001,5.2,1.85
103,970,88625922,Bill Cobbs,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,English,USA,PG,2011,7.1,1.85
110,886,70001065,Sanaa Lathan,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,English,USA,R,1998,7.1,2.35
136,17000,67253092,Channing Tatum,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,7.2,2.35
91,521,66790248,Sydney Pollack,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,English,USA,R,2002,6.5,2.35
89,2000,65557989,Frank Welker,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,4.6,2.35
107,811,60786269,Adam Garcia,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,5.6,2.35
129,14000,59365105,Colin Firth,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,English,UK,R,2003,7.7,2.35
95,18000,162792677,Kevin Spacey,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,English,USA,G,1998,7.2,2.35
122,40000,31598308,Johnny Depp,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,English,USA,R,2001,6.8,2.35
110,13000,57362581,Sylvester Stallone,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,English,Peru,R,1994,5.4,1.85
135,982,53854588,Don Johnson,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,English,USA,R,1996,6.3,2.35
111,6000,,Lucille Ball,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,English,USA,Unrated,1968,7.2,1.85
95,14000,52580895,Josh Hutcherson,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,English,USA,PG,2005,5.6,2.35
109,11000,51019112,Zooey Deschanel,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,English,USA,PG,2005,6.8,2.35
93,1000,48114556,Dania Ramirez,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,English,USA,PG,2004,4.3,2.35
94,14000,50648679,Milla Jovovich,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,English,France,R,2007,6.3,2.35
117,35000,46280507,Bella Thorne,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,6.5,1.85
112,1000,38360195,LL Cool J,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,6.4,2.35
111,11000,46815748,Meryl Streep,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,English,USA,PG-13,1994,6.3,2.35
96,1000,35617599,Steve Coogan,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,English,USA,PG,1995,5.9,1.85
141,749,47307550,Demián Bichir,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,English,USA,R,2012,6.5,2.35
94,550,32003620,Richard Burgi,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.5,2.35
87,427,27972410,Kevin McNally,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,English,UK,PG,2003,6.1,1.85
88,12000,28133159,Nicolas Cage,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,English,USA,PG,2006,5.9,1.85
177,913,27400000,Virginia Madsen,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,English,USA,PG-13,1984,6.6,2.35
133,5000,24343673,Jim Sturgess,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,English,USA,PG-13,2007,7.4,2.35
119,29000,22877808,Leonardo DiCaprio,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,English,USA,R,2008,7.3,2.35
102,13000,36883539,Bruce Willis,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,English,Germany,PG-13,2006,6.6,2.35
101,14000,22531698,Vin Diesel,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,English,France,PG-13,2008,5.6,2.35
91,2000,20400913,Alexa PenaVega,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,English,USA,R,1996,5.3,1.85
117,905,20101861,John de Lancie,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,English,USA,PG-13,1996,6.0,2.35
86,1000,25200412,Malese Jow,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,English,USA,PG,2009,5.4,1.85
124,723,19719930,Costas Mandylor,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,English,USA,R,2001,6.8,2.35
134,11000,19377727,Jon Lovitz,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,6.4,2.35
95,409,13401683,Wood Harris,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,English,UK,R,2012,7.1,2.35
100,1000,17300889,Cary-Hiroyuki Tagawa,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,English,Australia,PG,1996,4.9,2.35
220,13000,15527125,Matt Damon,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,5.8,2.35
212,12000,13560960,Anthony Hopkins,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,English,USA,R,1995,7.1,2.35
128,854,15523168,Jim Belushi,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,English,France,PG-13,2010,7.2,2.35
106,3000,11146409,Djimon Hounsou,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,English,USA,R,1998,6.0,2.35
160,23000,7916887,Joseph Gordon-Levitt,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,English,USA,R,2008,6.0,2.35
114,879,6565495,Li Gong,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1,Mandarin,China,R,2006,7.0,2.35
99,12000,15279680,Nicolas Cage,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,English,USA,R,2008,5.4,1.85
74,11000,7262288,Zooey Deschanel,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,6.5,1.85
139,267,4584886,Marcela Mar,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,English,USA,R,2007,6.4,2.35
52,164,,Pierre Perrier,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,French,France,TV-MA,,8.3,16.0
103,849,2154540,Sam Waterston,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,English,USA,R,1997,4.9,2.35
101,219,8129455,Daniel Kaluuya,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,English,USA,PG,2011,6.3,2.35
91,719,,Jerry Stiller,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,English,USA,PG,2012,1.7,
130,1000,136019448,Clea DuVall,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,English,USA,R,2012,7.7,2.35
130,11000,183875760,Harrison Ford,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,English,USA,PG-13,1993,7.8,1.85
110,18000,67061228,Gerard Butler,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,5.5,2.35
147,22000,53300852,Robert De Niro,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,English,USA,R,1996,7.5,2.35
96,13000,150415432,Sylvester Stallone,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,English,USA,R,1985,6.4,2.35
118,23000,44834712,Joseph Gordon-Levitt,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,English,USA,R,1996,5.6,2.35
88,1000,84300000,Mel Blanc,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,English,USA,Approved,1940,7.5,1.37
325,12000,1500000,Jeff Bridges,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,English,USA,R,1980,6.8,2.35
102,956,62318875,Sophia Myles,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,English,USA,R,2006,6.8,2.35
110,11000,5773519,Daniel Radcliffe,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,6.0,2.35
136,670,51768623,F. Murray Abraham,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,7.3,2.35
103,12000,37035515,Steve Buscemi,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,6.0,1.37
103,11000,24520892,Morgan Freeman,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,English,France,R,2005,7.0,2.35
90,44,24430272,Judith Chapman,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,English,USA,R,2002,5.1,1.85
154,10000,158348400,Tom Cruise,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,English,USA,R,1993,6.8,1.85
99,405,31136950,Augustus Prew,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,6.5,2.35
93,26000,29113588,Jason Statham,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,English,USA,R,2011,6.6,2.35
109,17000,138447667,Channing Tatum,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,English,USA,R,2012,7.2,2.35
124,8000,116006080,Julia Roberts,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,English,UK,PG-13,1999,7.0,2.35
84,579,106793915,Imelda Staunton,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,English,UK,G,2000,7.0,1.85
90,22000,87856565,Philip Seymour Hoffman,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,5.9,1.85
117,723,70100000,John Witherspoon,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,English,USA,R,1992,5.4,1.85
123,975,159578352,Michael Rapaport,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,English,USA,R,2013,6.6,2.35
251,940,57750000,Martin Landau,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,English,UK,Approved,1963,7.0,2.2
105,4000,45290318,Salma Hayek,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,English,USA,PG,2012,6.5,1.85
115,11000,41543207,Morgan Freeman,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,6.3,2.35
122,12000,41252428,Jeff Bridges,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,English,USA,PG-13,1996,6.5,1.85
119,650,35228696,Debra Messing,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,6.5,2.35
81,468,59992760,Bono,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,English,USA,R,2009,5.8,1.85
133,683,34667015,Robert Davi,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,English,UK,PG-13,1989,6.6,2.35
100,10000,37652565,Gary Oldman,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,5.4,2.35
120,22000,24375436,Robert De Niro,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,English,USA,R,2001,6.1,2.35
104,5000,20915465,Bob Hoskins,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,English,UK,PG,1993,4.0,1.85
122,12000,24127895,Nicolas Cage,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,English,USA,R,2005,7.6,2.35
80,5000,84961,Jet Li,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,Mandarin,China,PG-13,2002,7.9,2.35
91,922,26404753,Fisher Stevens,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,English,USA,PG-13,2012,5.3,2.35
112,11000,6105175,James Franco,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,English,USA,R,2014,6.6,2.35
100,624,5664251,Tony Cox,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,English,New Zealand,R,2010,6.3,2.35
30,870,,Tim Conway,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,English,USA,TV-G,,7.5,4.0
105,1000,1260917,Omar Sy,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,French,France,R,2009,7.2,2.35
110,1000,116724075,Mekhi Phifer,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,English,USA,R,2002,7.0,2.35
101,326,,Jamel Debbouze,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1,French,France,,2015,4.9,
144,13000,56083966,Heath Ledger,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,6.9,2.35
108,687,22108977,Julian Sands,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,English,Hong Kong,PG-13,2003,5.2,2.35
107,13000,293501675,Bruce Willis,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,English,USA,PG-13,1999,8.1,1.85
102,107,18600911,Robert Clohessy,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,English,USA,PG-13,2012,6.6,2.35
100,734,7204138,Joel McHale,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,English,USA,PG,2011,6.2,2.35
126,668,90800000,Martin Kove,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,English,USA,PG,1984,7.2,1.85
138,34000,150117807,Jennifer Lawrence,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,English,USA,R,2013,7.3,2.35
108,16000,163947053,Ryan Reynolds,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,6.7,2.35
105,984,116735231,Bruce Greenwood,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,English,USA,R,1999,6.4,2.35
108,1000,118500000,Lea Thompson,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,English,USA,PG,1989,7.8,1.85
89,19000,126546825,Scarlett Johansson,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,English,France,R,2014,6.4,2.35
129,1000,166147885,Jennifer Ehle,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,English,USA,R,2015,4.1,2.35
84,13000,111760631,Sylvester Stallone,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,English,USA,PG,2003,4.1,1.85
149,18000,108706165,Kevin Spacey,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,English,USA,R,1996,7.4,2.35
94,3000,138614544,Tom Welling,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,English,USA,PG,2003,5.8,1.85
121,480,125069696,Jerry Ferrara,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,English,USA,R,2013,7.6,2.35
128,15000,107458785,Tom Hanks,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,English,USA,PG,1992,7.2,2.35
134,1000,102310175,Javier Botet,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,English,USA,R,2016,7.8,2.35
120,10000,96917897,Andrew Garfield,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,7.7,2.35
129,97,93952276,Carmen Perez,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,6.4,2.35
89,2000,90703745,Beau Mirchoff,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,5.1,1.85
116,287,89138076,Kelly Rutherford,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,English,USA,R,2000,5.5,2.35
118,1000,87666629,Lea Thompson,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,English,USA,PG,1990,7.4,1.37
107,8000,90353764,Will Ferrell,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,English,USA,R,2015,6.0,1.85
155,18000,82522790,Keanu Reeves,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,English,USA,R,1992,7.5,1.85
123,11000,94125426,Meryl Streep,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,7.0,1.85
128,11000,95001343,Harrison Ford,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,English,USA,PG-13,2013,7.5,2.35
139,22000,81292135,Philip Seymour Hoffman,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,English,USA,R,1999,7.3,1.85
109,13000,86208010,Bill Murray,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,5.7,1.85
