color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
,,,116,,,,22000,18573791,,Robert De Niro,,,,,,,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,5.8,2.35,
,,,102,,,,107,18600911,,Robert Clohessy,,,,,,,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2012,,6.6,2.35,
,,,,0,,,,18882880,,,,,,,,,,,,,R,20000000,2007,,,,681
,,,100,,,,1000,19118247,,Christina Milian,,,,,,,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,5.4,2.35,
,,,,41,,,,19151864,,,,,,,,,,,,,R,40000000,2008,,,,0
,,,,0,,,,19283782,,,,,,,,,,,,,R,22000000,1999,,,,0
,,,,221,,,,19351569,,,,,,,,,,,,,PG-13,22000000,2001,,,,739
,,,134,,,,11000,19377727,,Jon Lovitz,,,,,,,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,6.4,2.35,
,,,124,,,,1000,19445217,,Alden Ehrenreich,,,,,,,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2013,,6.2,2.35,
,,,130,,,,18000,19593740,,Kevin Spacey,,,,,,,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,,English,USA,R,,2003,,7.5,2.35,
,,,,57,,,,19661987,,,,,,,,,,,,,R,20000000,2007,,,,0
,,,124,,,,723,19719930,,Costas Mandylor,,,,,,,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,,English,USA,R,,2001,,6.8,2.35,
,,,,39,,,,19783777,,,,,,,,,,,,,R,22000000,2013,,,,15000
,,,117,,,,905,20101861,,John de Lancie,,,,,,,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1996,,6.0,2.35,
,,,,0,,,,20207003,,,,,,,,,,,,,R,,2008,,,,0
,,,,0,,,,20241395,,,,,,,,,,,,,R,20000000,1998,,,,0
,,,,2,,,,20259297,,,,,,,,,,,,,PG-13,20000000,2006,,,,0
,,,139,,,,11000,20389967,,Matthew McConaughey,,,,,,,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,,English,USA,R,,2016,,6.7,1.85,
,,,91,,,,2000,20400913,,Alexa PenaVega,,,,,,,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,5.3,1.85,
,,,,0,,,,20433940,,,,,,,,,,,,,R,15000000,2005,,,,0
,,,95,,,,18000,20488579,,Gerard Butler,,,,,,,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1,,English,USA,R,,2009,,5.8,1.85,
,,,107,,,,18000,20550712,,Keanu Reeves,,,,,,,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1996,,5.6,1.85,
,,,,144,,,,20668843,,,,,,,,,,,,,PG-13,22000000,2008,,,,687
,,,104,,,,5000,20915465,,Bob Hoskins,,,,,,,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,,English,UK,PG,,1993,,4.0,1.85,
,,,,0,,,,20916309,,,,,,,,,,,,,PG,40000000,2009,,,,431
,,,,835,,,,21200000,,,,,,,,,,,,,R,20000000,1995,,,,1000
,,,84,,,,6000,21283440,,Naomi Watts,,,,,,,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2011,,6.0,2.35,
,,,,0,,,,21378000,,,,,,,,,,,,,R,1000000,1980,,,,7000
,,,,23,,,,21413105,,,,,,,,,,,,,PG-13,20000000,1990,,,,0
,,,104,,,,879,21413502,,Lauren Holly,,,,,,,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,,English,USA,R,,1990,,6.3,2.35,
,,,,33,,,,21483154,,,,,,,,,,,,,PG-13,19000000,2013,,,,53000
,,,102,,,,20000,21557240,,Natalie Portman,,,,,,,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,,English,USA,R,,2011,,5.6,2.35,
,,,108,,,,687,22108977,,Julian Sands,,,,,,,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,,English,Hong Kong,PG-13,,2003,,5.2,2.35,
,,,,0,,,,22245861,,,,,,,,,,,,,R,19000000,2002,,,,0
,,,,2,,,,22264487,,,,,,,,,,,,,R,22000000,2005,,,,887
,,,,88,,,,22294341,,,,,,,,,,,,,PG-13,21500000,1996,,,,758
,,,,64,,,,22452209,,,,,,,,,,,,,PG,18000000,2009,,,,0
,,,101,,,,14000,22531698,,Vin Diesel,,,,,,,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,,English,France,PG-13,,2008,,5.6,2.35,
,,,172,,,,852,22843047,,Oprah Winfrey,,,,,,,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,,English,USA,R,,1998,,5.9,1.85,
,,,119,,,,29000,22877808,,Leonardo DiCaprio,,,,,,,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,,English,USA,R,,2008,,7.3,2.35,
,,,,7,,,,22927390,,,,,,,,,,,,,PG-13,18000000,2009,,,,0
,,,104,,,,961,23020488,,Jaime King,,,,,,,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2003,,5.5,2.35,
,,,,19,,,,23078294,,,,,,,,,,,,,PG-13,9000000,2006,,,,0
,,,90,,,,14000,23159305,,Vin Diesel,,,,,,,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1,,English,USA,PG,,1999,,8.0,2.35,
,,,,15,,,,23179303,,,,,,,,,,,,,PG,20000000,2011,,,,6000
,,,,212,,,,23292105,,,,,,,,,,,,,PG-13,20000000,2006,,,,3000
,,,92,,,,211,23324666,,Kasia Smutniak,,,,,,,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,,English,France,R,,2010,,6.5,2.35,
,,,,19,,,,23393765,,,,,,,,,,,,,PG-13,20000000,2014,,,,0
,,,,62,,,,23993605,,,,,,,,,,,,,R,18000000,2009,,,,0
,,,119,,,,13000,24006726,,Bill Murray,,,,,,,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1,,English,USA,R,,2004,,7.3,2.35,
,,,,140,,,,24104113,,,,,,,,,,,,,R,20000000,2011,,,,24000
,,,122,,,,12000,24127895,,Nicolas Cage,,,,,,,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,,English,USA,R,,2005,,7.6,2.35,
,,,133,,,,5000,24343673,,Jim Sturgess,,,,,,,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2007,,7.4,2.35,
,,,,89,,,,24362501,,,,,,,,,,,,,R,21500000,1999,,,,0
,,,120,,,,22000,24375436,,Robert De Niro,,,,,,,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,,English,USA,R,,2001,,6.1,2.35,
,,,90,,,,44,24430272,,Judith Chapman,,,,,,,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,,English,USA,R,,2002,,5.1,1.85,
,,,103,,,,11000,24520892,,Morgan Freeman,,,,,,,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,,English,France,R,,2005,,7.0,2.35,
,,,,65,,,,24848292,,,,,,,,,,,,,PG-13,20000000,2008,,,,0
,,,189,,,,16000,25031037,,Quentin Tarantino,,,,,,,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,,English,USA,R,,2007,,7.6,2.35,
,,,104,,,,5000,25040293,,Jet Li,,,,,,,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2008,,6.6,2.35,
,,,,0,,,,25077977,,,,,,,,,,,,,PG,20000000,2010,,,,0
,,,86,,,,1000,25200412,,Malese Jow,,,,,,,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,,English,USA,PG,,2009,,5.4,1.85,
,,,,255,,,,25296447,,,,,,,,,,,,,PG-13,21000000,2002,,,,0
,,,101,,,,12000,25407250,,Steve Buscemi,,,,,,,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,5.7,2.35,
,,,118,,,,6000,25450527,,Naomi Watts,,,,,,,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,,English,USA,R,,2009,,6.5,2.35,
,,,131,,,,23000,25528495,,Christian Bale,,,,,,,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,,English,UK,R,,2001,,5.9,2.35,
,,,,26,,,,25584685,,,,,,,,,,,,,PG,20000000,2007,,,,590
,,,,99,,,,25677801,,,,,,,,,,,,,PG,20000000,2010,,,,0
,,,,0,,,,25753840,,,,,,,,,,,,,R,19000000,1996,,,,12000
,,,,0,,,,25842000,,,,,,,,,,,,,PG,22000000,1993,,,,2000
,,,93,,,,9000,25857987,,Charlize Theron,,,,,,,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,5.5,2.35,
,,,123,,,,12000,25900000,,Nicolas Cage,,,,,,,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,,English,USA,R,,1984,,6.5,1.85,
,,,,1000,,,,26003149,,,,,,,,,,,,,R,20000000,2013,,,,49000
,,,110,,,,16000,26199517,,Clint Eastwood,,,,,,,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1,,English,USA,R,,2002,,6.4,2.35,
,,,,24,,,,26284475,,,,,,,,,,,,,PG-13,17000000,2015,,,,0
,,,,130,,,,26400000,,,,,,,,,,,,,PG,18000000,1984,,,,2000
,,,91,,,,922,26404753,,Fisher Stevens,,,,,,,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2012,,5.3,2.35,
,,,,453,,,,26415649,,,,,,,,,,,,,R,20000000,2008,,,,0
,,,114,,,,14000,26442251,,Liam Neeson,,,,,,,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,,English,USA,R,,2015,,6.6,2.35,
,,,98,,,,933,26536120,,Connie Nielsen,,,,,,,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,,English,Germany,R,,2003,,6.5,2.35,
,,,125,,,,430,26616999,,J.D. Evermore,,,,,,,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2013,,5.9,2.35,
,,,,380,,,,26830000,,,,,,,,,,,,,R,18000000,1989,,,,0
,,,123,,,,5000,26838389,,Orlando Bloom,,,,,,,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,6.4,1.85,
,,,,31,,,,26870825,,,,,,,,,,,,,PG-13,,2006,,,,0
,,,,2,,,,26876529,,,,,,,,,,,,,PG-13,27000000,2008,,,,0
,,,,8,,,,26906039,,,,,,,,,,,,,PG-13,18000000,1996,,,,588
,,,95,,,,13000,27067160,,Bruce Willis,,,,,,,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1,,English,USA,R,,1999,,5.9,1.85,
,,,,350,,,,27277055,,,,,,,,,,,,,R,20000000,2000,,,,10000
,,,177,,,,913,27400000,,Virginia Madsen,,,,,,,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1984,,6.6,2.35,
,,,131,,,,879,27667947,,Li Gong,,,,,,,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1,,English,UK,R,,2007,,6.2,2.35,
,,,,8,,,,27758465,,,,,,,,,,,,,PG-13,19000000,2010,,,,0
,,,87,,,,427,27972410,,Kevin McNally,,,,,,,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,,English,UK,PG,,2003,,6.1,1.85,
,,,88,,,,12000,28133159,,Nicolas Cage,,,,,,,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,,English,USA,PG,,2006,,5.9,1.85,
,,,97,,,,4000,28328132,,Salma Hayek,,,,,,,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2004,,6.3,2.35,
,,,102,,,,14000,28837115,,Milla Jovovich,,,,,,,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2016,,4.8,2.35,
,,,,24,,,,28876924,,,,,,,,,,,,,PG-13,20000000,2016,,,,0
,,,,29,,,,29062561,,,,,,,,,,,,,PG-13,,2009,,,,0
,,,93,,,,26000,29113588,,Jason Statham,,,,,,,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,,English,USA,R,,2011,,6.6,2.35,
,,,103,,,,963,29580087,,Michael Kelly,,,,,,,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2009,,4.7,2.35,
,,,,39,,,,29753944,,,,,,,,,,,,,R,20000000,1998,,,,0
,,,132,,,,919,29781453,,Rosie Perez,,,,,,,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,6.4,1.85,
,,,,35,,,,29975979,,,,,,,,,,,,,R,20000000,2009,,,,0
,,,,1000,,,,29997095,,,,,,,,,,,,,PG-13,22000000,2016,,,,23000
,,,,79,,,,30028592,,,,,,,,,,,,,R,20000000,2008,,,,0
,,,,0,,,,30059386,,,,,,,,,,,,,R,22000000,2001,,,,0
,,,,17,,,,30079316,,,,,,,,,,,,,R,35000000,2002,,,,0
,,,,23,,,,30222640,,,,,,,,,,,,,PG-13,25000000,2003,,,,0
,,,132,,,,45000,30306268,,Muse Watson,,,,,,,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1,,English,France,R,,1995,,6.3,1.85,
,,,,31,,,,30659817,,,,,,,,,,,,,PG-13,26000000,2013,,,,0
,,,88,,,,4000,31051126,,Salma Hayek,,,,,,,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,,English,UK,PG,,2012,,6.7,2.35,
,,,99,,,,405,31136950,,Augustus Prew,,,,,,,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2010,,6.5,2.35,
,,,,108,,,,31146570,,,,,,,,,,,,,R,20000000,2010,,,,0
,,,114,,,,142,31199215,,Robert Baker,,,,,,,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2008,,6.0,1.85,
,,,,521,,,,31471430,,,,,,,,,,,,,R,15000000,2006,,,,0
,,,120,,,,20000,31569268,,Hugh Jackman,,,,,,,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,,English,USA,R,,2015,,6.9,2.35,
,,,,14,,,,31584722,,,,,,,,,,,,,R,20000000,2010,,,,0
,,,122,,,,40000,31598308,,Johnny Depp,,,,,,,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,,English,USA,R,,2001,,6.8,2.35,
,,,,835,,,,31838002,,,,,,,,,,,,,R,20000000,2008,,,,10000
,,,115,,,,33000,31874869,,Ryan Gosling,,,,,,,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,,English,USA,R,,2002,,6.1,1.85,
,,,,13000,,,,32000000,,,,,,,,,,,,,R,806947,1960,,,,18000
,,,94,,,,550,32003620,,Richard Burgi,,,,,,,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2004,,6.5,2.35,
,,,,92,,,,32014289,,,,,,,,,,,,,PG-13,20000000,2013,,,,13000
,,,,36,,,,32051917,,,,,,,,,,,,,R,20000000,1995,,,,0
,,,129,,,,13000,32741596,,Matt Damon,,,,,,,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2010,,6.5,2.35,
,,,,406,,,,32774834,,,,,,,,,,,,,R,30000000,2004,,,,0
,,,117,,,,2000,32800000,,Demi Moore,,,,,,,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,4.3,1.85,
,,,,0,,,,33313582,,,,,,,,,,,,,R,21000000,2009,,,,0
,,,,11000,,,,33404871,,,,,,,,,,,,,PG-13,18000000,2013,,,,36000
,,,,53,,,,33422556,,,,,,,,,,,,,PG-13,20000000,2008,,,,0
,,,99,,,,8000,33472850,,Will Ferrell,,,,,,,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,,English,USA,R,,2008,,5.8,2.35,
,,,135,,,,23000,33574332,,Paul Walker,,,,,,,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,,English,USA,R,,2006,,7.1,2.35,
,,,87,,,,15000,33643461,,Emma Stone,,,,,,,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,,English,USA,PG,,2010,,4.2,2.35,
,,,118,,,,13000,33828318,,Matt Damon,,,,,,,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2003,,5.8,2.35,
,,,126,,,,12000,34098563,,Anthony Hopkins,,,,,,,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,,English,USA,R,,1999,,6.5,2.35,
,,,,1000,,,,34126138,,,,,,,,,,,,,R,20000000,2004,,,,52000
,,,94,,,,933,34238611,,Connie Nielsen,,,,,,,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,,English,USA,R,,2003,,6.0,1.85,
,,,,189,,,,34290142,,,,,,,,,,,,,R,19800000,2014,,,,14000
,,,,0,,,,34300771,,,,,,,,,,,,,R,25000000,2006,,,,0
,,,,34,,,,34334256,,,,,,,,,,,,,R,11000000,2013,,,,16000
,,,102,,,,622,34350553,,Will Forte,,,,,,,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,,English,USA,R,,2012,,5.7,2.35,
,,,118,,,,134,34580635,,Matt Price,,,,,,,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,,English,UK,R,,1999,,7.4,2.35,
,,,133,,,,683,34667015,,Robert Davi,,,,,,,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,,English,UK,PG-13,,1989,,6.6,2.35,
,,,,12,,,,35033759,,,,,,,,,,,,,R,19000000,2011,,,,21000
,,,93,,,,2000,35092918,,Matthew Broderick,,,,,,,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,,English,USA,PG,,2006,,4.9,1.85,
,,,137,,,,24000,35168395,,J.K. Simmons,,,,,,,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1999,,6.5,2.35,
,,,119,,,,650,35228696,,Debra Messing,,,,,,,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2002,,6.5,2.35,
,,,90,,,,1000,35231365,,Taylor Negron,,,,,,,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,,English,USA,PG,,2000,,3.6,1.85,
,,,,16,,,,35422828,,,,,,,,,,,,,PG,20000000,1997,,,,0
,,,,210,,,,35596227,,,,,,,,,,,,,R,20000000,2010,,,,10000
,,,96,,,,1000,35617599,,Steve Coogan,,,,,,,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,,English,USA,PG,,1995,,5.9,1.85,
,,,141,,,,11000,35707327,,Angelina Jolie Pitt,,,,,,,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,,English,USA,R,,2008,,7.8,2.35,
,,,,0,,,,35799026,,,,,,,,,,,,,PG-13,126000000,2005,,,,0
,,,,101,,,,36020063,,,,,,,,,,,,,R,22000000,2005,,,,0
,,,215,,,,648,36385763,,Nick Stahl,,,,,,,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,,English,USA,R,,1998,,7.6,2.35,
,,,,98,,,,36581633,,,,,,,,,,,,,PG-13,21000000,2007,,,,10000
,,,,82,,,,36658108,,,,,,,,,,,,,PG-13,20000000,2010,,,,16000
,,,,58,,,,36874745,,,,,,,,,,,,,PG-13,20000000,2016,,,,21000
,,,102,,,,13000,36883539,,Bruce Willis,,,,,,,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,,English,Germany,PG-13,,2006,,6.6,2.35,
,,,116,,,,11000,36931089,,Adam Sandler,,,,,,,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,,English,USA,R,,2012,,5.6,2.35,
,,,103,,,,12000,37035515,,Steve Buscemi,,,,,,,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2000,,6.0,1.37,
,,,118,,,,16000,37035845,,Ryan Reynolds,,,,,,,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,,English,USA,R,,2011,,6.4,2.35,
,,,123,,,,3000,37339525,,Don Cheadle,,,,,,,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,,English,USA,R,,1998,,7.0,1.85,
,,,,272,,,,37442180,,,,,,,,,,,,,PG-13,20000000,2006,,,,0
,,,119,,,,627,37486138,,Amber Valletta,,,,,,,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2004,,6.0,1.85,
,,,,468,,,,37567440,,,,,,,,,,,,,R,20000000,1982,,,,0
,,,100,,,,10000,37652565,,Gary Oldman,,,,,,,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2011,,5.4,2.35,
,,,,8,,,,37672350,,,,,,,,,,,,,R,20000000,1998,,,,0
,,,,0,,,,37721949,,,,,,,,,,,,,R,,2010,,,,0
,,,93,,,,3000,37879996,,Brendan Fraser,,,,,,,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2000,,6.0,2.35,
,,,,12,,,,38037513,,,,,,,,,,,,,PG,20000000,1991,,,,0
,,,99,,,,330,38105077,,Shô Kosugi,,,,,,,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,,English,USA,R,,2009,,6.4,2.35,
,,,112,,,,1000,38360195,,LL Cool J,,,,,,,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2006,,6.4,2.35,
,,,110,,,,1000,38553833,,Tom Wilkinson,,,,,,,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,6.8,2.35,
,,,101,,,,854,38590500,,Mike Starr,,,,,,,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1,,English,USA,R,,1994,,4.4,2.35,
,,,,42,,,,39103378,,,,,,,,,,,,,R,20000000,2010,,,,0
,,,,70,,,,39143839,,,,,,,,,,,,,PG-13,20000000,2006,,,,930
,,,93,,,,12000,39177541,,Taylor Lautner,,,,,,,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,,English,USA,PG,,2005,,3.5,1.85,
,,,,119,,,,39263506,,,,,,,,,,,,,PG-13,22000000,2008,,,,0
,,,119,,,,2000,39440655,,Eric Dane,,,,,,,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2010,,6.4,2.35,
,,,,82,,,,39737645,,,,,,,,,,,,,PG-13,20000000,2007,,,,0
,,,119,,,,29000,39778599,,Leonardo DiCaprio,,,,,,,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,,English,USA,R,,2000,,6.6,2.35,
,,,108,,,,14000,40203020,,Colin Firth,,,,,,,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1,,English,UK,R,,2004,,5.9,2.35,
,,,,48,,,,40219708,,,,,,,,,,,,,PG-13,21000000,2001,,,,0
,,,,24,,,,40270895,,,,,,,,,,,,,PG-13,22000000,2001,,,,15000
,,,,37,,,,40846082,,,,,,,,,,,,,R,19000000,1999,,,,0
,,,114,,,,18000,40905277,,Denzel Washington,,,,,,,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,,English,USA,R,,2003,,6.5,2.35,
,,,122,,,,12000,41252428,,Jeff Bridges,,,,,,,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1996,,6.5,1.85,
,,,124,,,,294,41256277,,Armin Mueller-Stahl,,,,,,,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,,English,USA,R,,1997,,5.9,2.35,
,,,,500,,,,41300105,,,,,,,,,,,,,R,19800000,2001,,,,0
,,,,0,,,,41382841,,,,,,,,,,,,,PG-13,18000000,1986,,,,0
,,,106,,,,16000,41482207,,Christopher Lee,,,,,,,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1990,,6.3,1.85,
,,,115,,,,11000,41543207,,Morgan Freeman,,,,,,,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2002,,6.3,2.35,
,,,,174,,,,41573740,,,,,,,,,,,,,R,,2009,,,,20000
,,,122,,,,22000,41609593,,Robert De Niro,,,,,,,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,,English,UK,R,,1998,,7.3,2.35,
,,,,17,,,,41867960,,,,,,,,,,,,,R,20000000,2001,,,,0
,,,,0,,,,42335698,,,,,,,,,,,,,R,18000000,2014,,,,114000
,,,178,,,,22000,42438300,,Robert De Niro,,,,,,,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,,English,USA,R,,1995,,8.2,2.35,
,,,104,,,,437,42610000,,Louis Lombardi,,,,,,,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,,English,USA,R,,1994,,5.5,1.85,
,,,,132,,,,42652003,,,,,,,,,,,,,PG,20000000,2015,,,,33000
,,,,8,,,,42660000,,,,,,,,,,,,,PG,17000000,1993,,,,1000
,,,,22,,,,43601508,,,,,,,,,,,,,PG-13,18000000,2003,,,,0
,,,,29,,,,43818159,,,,,,,,,,,,,PG-13,20000000,2008,,,,1000
,,,,80,,,,43853424,,,,,,,,,,,,,PG,18000000,2011,,,,15000
,,,85,,,,26000,43905746,,Jason Statham,,,,,,,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,5.9,2.35,
,,,140,,,,18000,44484065,,Kevin Spacey,,,,,,,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,,English,Germany,R,,1998,,7.3,2.35,
,,,125,,,,1000,44665963,,Josh Gad,,,,,,,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2013,,6.3,2.35,
,,,118,,,,18000,44737059,,Keanu Reeves,,,,,,,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2000,,6.5,1.85,
,,,118,,,,23000,44834712,,Joseph Gordon-Levitt,,,,,,,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,5.6,2.35,
,,,,310,,,,44988180,,,,,,,,,,,,,R,20000000,2015,,,,80000
,,,89,,,,12000,45207112,,Steve Buscemi,,,,,,,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,5.5,2.35,
,,,105,,,,4000,45290318,,Salma Hayek,,,,,,,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,,English,USA,PG,,2012,,6.5,1.85,
,,,,25,,,,45542421,,,,,,,,,,,,,G,30000000,2000,,,,347
