director_name,duration,actor_3_facebook_likes,actor_1_facebook_likes,movie_title,num_voted_users,cast_total_facebook_likes,plot_keywords,num_user_for_reviews,actor_2_facebook_likes,imdb_score
David Carson,118,906,1000,Star Trek: Generations ,60504,6427,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,249,946,6.6
Kar-Wai Wong,122,7,643,The Grandmaster ,24557,943,challenge|china|hong kong|martial arts|martial arts master,111,290,6.5
Francis Lawrence,120,1000,21000,Water for Elephants ,95367,36062,circus|circus vargas|elephant|fear|train,260,11000,6.9
,60,501,23000,3rd Rock from the Sun             ,38383,25160,alien|digit in title|human form|number 3 in title|talking on a rooftop,86,967,7.8
Yuefeng Song,88,46,76,Dragon Nest: Warriors' Dawn ,2169,196,,18,47,6.4
Norman Jewison,146,494,18000,The Hurricane ,76016,20516,african american|book|boxer|boxing|murder,265,584,7.6
Michael Apted,115,789,970,Enough ,30667,3770,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt,234,919,5.6
David Mirkin,123,692,931,Heartbreakers ,44168,2912,bank|infidelity|millionaire|money|scam,216,754,6.2
Andy Fickman,94,377,598,Paul Blart: Mall Cop 2 ,23473,3552,character name in title|no opening credits|sequel|wilhelm scream,123,557,4.4
Luis Mandoki,102,280,308,Angel Eyes ,19686,1440,apartment|fate|gun|love|mysterious man,180,285,5.6
John Pasquin,98,466,854,Joe Somebody ,8433,2765,bully|co worker|divorce|fight|karate,85,543,5.5
Roman Polanski,133,541,40000,The Ninth Gate ,137722,42344,bare butt|gnosticism|lucifer|rare book|sex,638,903,6.7
Michael Apted,118,182,24000,Extreme Measures ,14066,24547,cartoon on tv|doctor|emergency room|hospital|nudity,75,210,6.1
Stephen Herek,105,108,628,Rock Star ,34592,1265,cover band|fired from a job|heavy metal|rock star|tribute band,191,316,6.2
Lee Daniels,109,736,940,Precious ,86955,3277,abuse|african american lesbian|lesbian|lesbian couple|school,275,906,7.3
Ridley Scott,129,982,12000,White Squall ,17859,16237,acrophobia|jamaica|male bonding|prostitute|tragedy,89,1000,6.6
John Carpenter,109,145,957,The Thing ,258078,1757,alien creature|alien life form|antarctica|isolation|paranoia,911,163,8.2
David Twohy,127,904,14000,Riddick ,125305,17551,alien|left for dead|mercenary|survival|vomiting,343,924,6.4
Jeb Stuart,118,12,37,Switchback ,9740,74,deputy|fbi agent|knife held to throat|serial killer|sheriff,81,12,6.4
Steve Miner,110,427,1000,Texas Rangers ,4757,2120,army|mexican|orphan|texas|texas ranger,67,569,5.2
Gil Kenan,90,260,13000,City of Ember ,52908,15494,box|food|mayor|pipeworks|scientist,102,2000,6.5
Paul Thomas Anderson,144,15,378,The Master ,105144,427,drifter|past life regression|psychological testing|right hand man|scientology,405,18,7.1
David Leland,97,217,4000,Virgin Territory ,6691,4900,breasts|nude nun|plague|russian nobleman|two word title,28,476,4.8
Gary Fleder,130,534,2000,The Express ,16673,5162,african american|coach|football movie|nonlinear timeline|syracuse university,45,898,7.3
J Blakeson,112,724,17000,The 5th Wave ,55617,19974,alien|attack|based on novel|based on young adult novel|fear,266,1000,5.2
Ryan Coogler,133,531,13000,Creed ,146708,15106,boxing|boxing match|fight|montage|philadelphia,362,597,7.7
Ben Affleck,150,206,10000,The Town ,280228,14296,bank manager|bank robbery|criminal gang|heist|prison,420,4000,7.6
Kirk Jones,110,651,10000,What to Expect When You're Expecting ,57266,13396,baby|expecting twins|hawaiian shirt|photographer|pregnancy,89,2000,5.7
Ethan Coen,96,681,24000,Burn After Reading ,248468,36093,cia|divorce|embassy|gym|memoir,545,11000,7.0
Jennifer Flackett,96,35,18000,Nim's Island ,28109,18178,author|girl|island|reading|scientist,110,82,6.0
Ron Howard,123,471,26000,Rush ,312629,37206,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,475,10000,8.1
Paul Thomas Anderson,188,272,786,Magnolia ,241030,1906,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,1437,625,8.0
Kevin Smith,107,574,13000,Cop Out ,75347,14483,baseball card|detective|partner|thief|wedding,176,642,5.6
Christian Ditter,110,591,2000,How to Be Single ,39440,4882,motor scooter|new york city|newborn baby|scooter|single,83,756,6.1
Charles Martin Smith,113,631,11000,Dolphin Tale ,17948,14209,boy|dolphin|prosthetics|tail|trap,86,680,6.9
Catherine Hardwicke,122,10000,17000,Twilight ,348007,44060,blood|high school|love|school|vampire,1535,12000,5.2
Nick Cassavetes,116,644,18000,John Q ,98899,20970,health care|heart transplant|hospital|hostage|insurance,394,669,7.0
Les Mayfield,93,405,789,Blue Streak ,60572,2986,detective|diamond|jewel|police|thief,144,744,6.3
Rawson Marshall Thurber,118,651,740,We're the Millers ,316671,3425,fake family|male frontal nudity|marijuana|mexico|stripper,301,707,7.0
Fedor Bondarchuk,115,30,463,Obitaemyy ostrov ,4387,599,22nd century|first part|friend|guard|space opera,21,35,5.3
Jonathan Mostow,93,263,551,Breakdown ,38399,1874,car breakdown|diner|jeep|paranoia|violence,218,284,6.9
Irvin Kershner,121,133,180,Never Say Never Again ,48636,762,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,214,172,6.2
Steve Pink,101,318,496,Hot Tub Time Machine ,139184,1272,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,243,390,6.4
Charles Martin Smith,107,631,11000,Dolphin Tale 2 ,6069,13904,dolphin|latex gloves|medical scrubs|purple gloves|turtle,33,641,6.4
John Frankenheimer,124,475,9000,Reindeer Games ,31113,10838,casino|christmas|christmas season|girlfriend|release from prison,212,1000,5.7
F. Gary Gray,109,582,14000,A Man Apart ,38348,16611,bust|dea|drug cartel|justice|tragic hero,135,919,6.1
Cameron Crowe,105,13000,15000,Aloha ,39778,44037,box office flop|critically bashed|hawaii|one word title|written by director,172,14000,5.4
Rob Reiner,130,723,2000,Ghosts of Mississippi ,8531,3968,activist|assassin|civil rights|trial|widow,57,912,6.7
Scott Hicks,127,577,746,Snow Falling on Cedars ,12375,2393,fisherman|japanese|love|trial|washington state,194,602,6.8
Mikael Håfström,114,2000,12000,The Rite ,75864,19904,demon|exorcism|exorcist|faith|seminary,197,3000,6.0
Andrew Niccol,106,263,685,Gattaca ,220591,1942,accident|future|genetics|mission|police,641,485,7.8
Andrew Bergman,95,450,944,Isn't She Great ,1977,2928,autistic son|cancer|female protagonist|new york city|son,64,886,5.3
Kirk De Micco,81,387,541,Space Chimps ,8860,2268,astronaut|attacked by a plant|planet|senator|space travel,45,521,4.5
Chris Rock,95,642,1000,Head of State ,15046,4537,alderman|party|president|presidential candidate|washington d.c.,80,812,5.4
Todd Phillips,108,706,14000,The Hangover ,583341,17623,drunkenness|female nudity|hangover|hedonism|morning after,626,839,7.8
Wilson Yip,105,51,461,Ip Man 3 ,21912,615,1950s|cancer|hong kong|martial arts school|wing chun,45,79,7.2
Jay Roach,95,481,45000,Austin Powers: The Spy Who Shagged Me ,181225,47203,penis joke|phallic image|sexy agent|spy|volcano hideout,784,645,6.6
Tim Burton,126,488,920,Batman ,269033,2725,city|dc comics|gotham|pantyhose|police,817,549,7.6
Roland Joffé,102,785,877,There Be Dragons ,3865,3497,dying|forgiveness|saint|spanish civil war|starts with narration,53,794,5.9
Richard Donner,121,94,808,Lethal Weapon 3 ,128010,1446,gangster|gun|internal affairs|police|police officer,136,277,6.7
John Lee Hancock,129,624,768,The Blind Side ,223127,3389,american football|based on true story|football star|high school football|left tackle,420,734,7.7
,43,452,778,Rush Hour             ,2185,2255,,30,618,5.8
Robert Rodriguez,88,640,2000,Spy Kids ,84325,4499,brother sister relationship|espionage|rescue|secret agent|spy,205,843,5.4
Seth Gordon,106,64,18000,Horrible Bosses ,353442,18669,black comedy|boss|chemical company|dental assistant|murder,387,464,6.9
Ethan Coen,110,538,13000,True Grit ,240962,25964,arkansas|murder|sheriff|texas ranger|u.s. marshal,724,12000,7.7
David Frankel,109,505,11000,The Devil Wears Prada ,286178,23923,fashion|fashion industry|magazine|new york city|publishing,631,11000,6.8
Robert Wise,143,643,12000,Star Trek: The Motion Picture ,63330,16007,alien|space|space station|spacecraft|warp speed,405,664,6.4
Seth Gordon,120,680,4000,Identity Thief ,97664,5826,bounty hunter|credit card|cross country|identity|police,232,904,5.7
Martin Scorsese,128,387,22000,Cape Fear ,127503,24006,lawyer|neo noir|prison|rapist|southern gothic,261,1000,7.3
Robert Luketic,123,1000,18000,21 ,191470,25661,based on true story|blackjack|card counting|gambling|massachusetts institute of technology,278,5000,6.8
Judd Apatow,129,213,492,Trainwreck ,94241,1450,actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star,309,392,6.3
Kevin Rodney Sullivan,105,278,1000,Guess Who ,33887,2689,argument|engagement|family relationships|love|undressing,160,358,5.9
Anthony Minghella,162,362,14000,The English Patient ,142067,15912,church|english|flashback|nurse|patient,457,1000,7.4
Curtis Hanson,138,210,18000,L.A. Confidential ,414219,19129,1950s|call girl|corruption|murder|police detective,625,398,8.3
Mike Mitchell,100,591,947,Sky High ,61321,2968,coming of age|friend|high school|sidekick|superpower,217,742,6.2
Frank Oz,90,945,19000,In & Out ,32416,23504,academy award|gay|high school|reporter|teacher,138,957,6.3
Roger Donaldson,108,25,900,Species ,61018,1715,alien|interspecies sex|scientist|sexual attraction|train,140,759,5.8
Wes Craven,101,574,40000,A Nightmare on Elm Street ,149285,42918,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668,852,7.5
Tarsem Singh,109,311,812,The Cell ,79877,2474,coma|fbi|race against time|serial killer|strong female lead,677,551,6.3
Randall Wallace,132,80,29000,The Man in the Iron Mask ,125219,29265,france|musketeer|three musketeers|twin|twin brother,244,130,6.4
Randall Wallace,123,426,826,Secretariat ,20827,2259,eccentric|horse racing|newspaper clipping|stallion|triple crown,136,638,7.2
Kevin Munroe,87,691,11000,TMNT ,53786,16571,martial arts master|monster|new york city|turtle|warrior,211,4000,6.3
Michael Tollin,109,568,1000,Radio ,32370,4231,coach|football|football coach|high school|radio,196,762,6.9
Will Gluck,109,923,15000,Friends with Benefits ,270228,20956,blow job|female rear nudity|girl in panties|male objectification|no panties,194,3000,6.6
Nicholas Stoller,92,190,17000,Neighbors 2: Sorority Rising ,28041,17860,bare chested male|gay|gay best friend|gay man|gay marriage proposal,111,329,6.0
John Lee Hancock,125,825,15000,Saving Mr. Banks ,117719,19809,author|disney|loss of father|reference to walt disney|suppression of emotion,306,2000,7.5
Spike Lee,202,318,18000,Malcolm X ,63923,20143,african american|black history|civil rights|ku klux klan|nation of islam,156,848,7.7
Judd Apatow,134,120,529,This Is 40 ,104005,1050,40th birthday|aging|birthday|sex|viagra,248,130,6.2
Walt Becker,88,931,49000,Old Dogs ,31191,53370,best friend|business deal|impulse|public relations|twin,120,1000,5.4
Patrick Tatopoulos,92,227,978,Underworld: Rise of the Lycans ,119974,2184,battle|slave|vampire|warrior|werewolf,169,593,6.6
Ken Kwapis,91,766,49000,License to Wed ,32157,52566,box office flop|church|kissing|usa|wedding,119,838,5.3
Dennis Dugan,75,553,11000,The Benchwarmers ,40651,13125,baseball|baseball team|bully|millionaire|team,209,970,5.6
Gary David Goldberg,98,664,944,Must Love Dogs ,25883,4879,date|dating|dog|love|teacher,262,940,5.9
Mike Newell,147,646,40000,Donnie Brasco ,225122,56014,fbi|mafia|money|racial slur|singer,234,14000,7.8
Paul W.S. Anderson,100,766,14000,Resident Evil ,198701,17902,amnesia|quarantine|special forces|virus|zombie,1138,2000,6.7
Tobe Hooper,120,723,887,Poltergeist ,105446,3876,ghost|haunted|haunting|house|paranormal investigator,321,770,7.4
Ethan Coen,104,939,24000,The Ladykillers ,84131,41701,casino|irony of fate|landlady|professor|remake,400,15000,6.2
John Moore,103,248,15000,Max Payne ,107772,16249,corporation|death|ex partner|hallucination|police detective,398,552,5.4
Andrew Niccol,109,3000,20000,In Time ,304318,34011,currency|future|murder|on the run|time,463,10000,6.7
Alan Poul,104,584,1000,The Back-up Plan ,40654,3356,artificial insemination|baby|cheese|chick flick|pet shop,97,700,5.3
Luke Greenfield,112,196,969,Something Borrowed ,48019,2371,best friend|crush|law school|lawyer|loud sex,153,826,5.9
,60,628,897,Hit the Floor             ,1641,3438,affair|hip hop|sex scene,11,637,7.0
Gil Junger,95,447,1000,Black Knight ,30771,2643,14th century|king|knight|sword duel|time travel,164,691,4.8
Michael Ritchie,102,57,288,The Bad News Bears ,16323,677,baseball|california|coach|little league|swimming pool,91,257,7.3
Steven E. de Souza,102,690,2000,Street Fighter ,53115,5443,guile|hostage|ransom|soldier|united nations,282,1000,3.8
Roman Polanski,150,95,396,The Pianist ,497946,1075,ghetto|holocaust|jewish|piano|warsaw ghetto,761,338,8.5
Albert Hughes,122,140,40000,From Hell ,124765,41636,freemason|jack the ripper|opium|prostitute|victorian era,541,1000,6.8
Catherine Hardwicke,101,206,446,The Nativity Story ,8143,966,angel|bethlehem|journey|nazareth|virgin,203,224,6.8
Jaume Collet-Serra,108,324,730,House of Wax ,94456,2178,brother sister relationship|group of friends|male nudity|twin|wax,576,716,5.3
Mike Nichols,98,23,20000,Closer ,168314,28027,cheating wife|film camera|hasselblad camera|leica camera|medium format camera,903,8000,7.3
Clint Eastwood,137,363,29000,J. Edgar ,102728,36258,agent|fbi|federal bureau of investigation|gay relationship|secret,279,6000,6.6
Alexandre Aja,112,844,1000,Mirrors ,86205,3185,estranged wife|evil|fire|medication|mirror,232,915,6.2
Michael Rymer,101,531,775,Queen of the Damned ,43991,3001,fatal attraction|interspecies romance|queen|supernatural power|vampire,695,541,5.2
Stephen Hopkins,103,636,2000,Predator 2 ,105478,4722,alien|drug lord|gang|hunter|predator,291,683,6.2
Gregory Hoblit,101,398,2000,Untraceable ,40964,3612,cat|fbi agent|murder|serial killer|website,245,648,6.2
Hugh Wilson,112,480,3000,Blast from the Past ,48621,5709,1960s|bomb shelter|cuban missile crisis|food|naive man,239,874,6.6
Mike Hodges,111,455,591,Flash Gordon ,38017,2603,american football|cult film|emperor|flash gordon|mind reading,247,488,6.4
Kevin Smith,102,769,939,Jersey Girl ,54346,3592,baby|childbirth|death|karma|publicist,358,854,6.2
Rob Cohen,101,374,907,Alex Cross ,28257,2471,assassin|detective|partner|police|serial killer,151,445,5.1
Clint Eastwood,155,229,18000,Midnight in the Garden of Good and Evil ,31751,19689,graveyard|murder|murder trial|reporter|trial,216,461,6.6
Scott Mann,93,558,22000,Heist ,16193,24154,bus|die hard scenario,57,1000,6.1
Susanna White,109,167,287,Nanny McPhee Returns ,19230,855,farm|magic|mother daughter relationship|overalls|title directed by female,59,175,6.1
Danny DeVito,140,210,436,Hoffa ,17124,1394,labor|labor union|leader|mafia|union,68,263,6.6
Chris Carter,108,296,826,The X Files: I Want to Believe ,78256,2351,fbi|priest|psychic|psychic vision|staff physician,492,716,5.9
Tommy O'Haver,96,973,11000,Ella Enchanted ,47800,17292,curse|fairy|obedience|prince|strong female character,244,1000,6.3
Peter Landesman,123,745,10000,Concussion ,44788,13371,chronic traumatic encephalopathy|concussion|football|football player|pathologist,138,979,7.1
John Singleton,106,63,327,Abduction ,65044,561,assassin|high school|on the run|teenager|website,173,73,5.0
Gary Chapman,76,72,1000,Valiant ,15788,1908,dove|falcon|nursing|pigeon|psychological torture,80,766,5.6
Curtis Hanson,107,549,21000,Wonder Boys ,54643,22974,based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor,335,826,7.4
Craig Mazin,82,418,1000,Superhero Movie ,52052,3266,dragonfly|hero|high school|soaking wet|supervillian origin,173,642,4.5
Allen Hughes,109,344,1000,Broken City ,63548,2073,election|father son relationship|fellatio|gay slur|title spoken by character,134,412,6.2
Wes Craven,99,520,1000,Cursed ,26126,2535,creature|death|party|rescue|werewolf,325,573,5.0
David Koepp,91,346,23000,Premium Rush ,95274,24669,chase|courier|delivery|envelope|police,178,1000,6.5
Anne Fletcher,87,253,472,Hot Pursuit ,34948,1679,danger|drug cartel|female cop|female police officer|fugitive,118,328,5.1
Shekhar Kapur,125,39,3000,The Four Feathers ,28130,3142,male nudity|naked dead man|nudity|sex|whipping,215,61,6.5
Taylor Hackford,118,458,26000,Parker ,90046,28479,action hero|disguise|hospital|real estate agent|thief,141,968,6.2
Richard Loncraine,98,663,4000,Wimbledon ,51842,9330,career|player|tennis|tennis player|wimbledon,173,4000,6.3
Roger Kumble,92,734,3000,Furry Vengeance ,12399,6327,animal|bear|land developer|real estate|real estate developer,84,1000,3.8
Kimble Rendall,93,174,465,Bait ,11482,1361,great white shark|shark|supermarket|swimming|tsunami,82,351,5.2
Peter Yates,116,136,14000,Krull ,23351,14744,cyclops|fortress|monster|planet|rescue,178,192,6.0
Robert Redford,92,10000,11000,Lions for Lambs ,41170,32875,afghanistan|professor|reporter|student|university,298,10000,6.2
John Milius,115,150,605,Flight of the Intruder ,4795,1290,bombardier|pilot|u.s. navy|vietnam|vietnam war,39,367,5.7
Jake Kasdan,120,134,553,Walk Hard: The Dewey Cox Story ,55630,1082,drugs|elvis|musician|singer|the beatles,200,214,6.7
Lasse Hallström,111,505,18000,The Shipping News ,28542,19805,employee employer relationship|husband wife relationship|newspaper|ship|wake,208,826,6.8
Les Mayfield,94,141,694,American Outlaws ,12077,1668,legend|old west|outlaw|railroad|stealing from the rich,162,605,6.0
Jean-Marc Vallée,100,919,2000,The Young Victoria ,44931,5890,19th century|courtship|female protagonist|princess|queen of england,100,1000,7.3
Dominic Sena,101,230,1000,Whiteout ,31918,1947,antarctica|geologist|investigation|u.s. marshal|winter,142,603,5.5
Terrence Malick,139,687,11000,The Tree of Life ,136367,13021,1950s|children|ice cube|texas|waco texas,975,1000,6.7
Hark Tsui,91,105,635,Knock Off ,11512,1352,cia|hong kong|market|undercover|van,141,316,4.8
David Ayer,109,120,1000,Sabotage ,47498,1458,dea|drug cartel|kicked in the crotch|strip club|tough girl,212,206,5.7
Brian Helgeland,102,127,13000,The Order ,14962,14165,death|exorcism|heaven|priest|sin eater,204,891,5.1
Lexi Alexander,103,766,3000,Punisher: War Zone ,48999,6563,gun fu|plastic surgery|psychopath|undercover|vigilante,280,967,6.0
Peter Hewitt,83,690,2000,Zoom ,15015,5022,bruise|female hero|super strength|superhero|teenage superhero,113,826,4.2
Robert Zemeckis,123,6,23000,The Walk ,77394,23031,1970s|based on true story|new york city|skyscraper|tightrope walker,195,22,7.4
Ronny Yu,101,448,690,Warriors of Virtue ,2189,1993,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy,31,457,4.6
Ridley Scott,117,567,883,A Good Year ,70698,3611,based on novel|inheritance|provence|uncle|wine,196,883,6.9
,60,256,2000,Luther             ,70568,3823,murder|police|psychopath,105,729,8.6
Richard Donner,114,697,2000,Radio Flyer ,10410,4334,father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship,71,864,6.9
Taylor Hackford,330,672,848,"Blood In, Blood Out ",23181,3227,1970s|1980s|barrio|gang war|mexican,129,674,8.0
Bille August,121,918,1000,Smilla's Sense of Snow ,11747,3125,boy|greenland|neighbor|roof|snow,99,1000,6.4
Brian De Palma,114,115,548,Femme Fatale ,28584,1005,ambassador|cannes|identity|suicide|thief,232,298,6.3
Moustapha Akkad,156,249,695,Lion of the Desert ,9852,1573,arab|general|libya|muslim|mussolini,55,279,8.4
Jean-Paul Rappeneau,135,45,837,The Horseman on the Roof ,4885,1508,austrian|breasts|cholera|police|provence,25,541,7.1
Ang Lee,148,0,3,Ride with the Devil ,11101,5,bushwhacker|friend|honor|kansas|raid,159,2,6.8
Alejandro G. Iñárritu,148,7,30,Biutiful ,68885,50,children|chinese|illegal immigrant|immigrant|male ponytail,127,9,7.5
Roland Joffé,109,282,621,The Lovers ,2138,1980,1770s|british india|great barrier reef|india|ring,15,525,4.5
Joachim Rønning,93,324,4000,Bandidas ,28848,5377,bank|cleavage|farmer|female gunfighter|mexico,76,820,5.7
Tony Kaye,,816,970,Black Water Transit ,219,3874,based on novel,,856,7.2
Wes Ball,113,129,988,The Maze Runner ,310903,1783,based on novel|concrete wall|maze|open ended|teenage boy,524,149,6.8
Ken Scott,91,141,1000,Unfinished Business ,23072,1564,business trip|company|glory hole|male frontal nudity|male nudity,89,249,5.4
Martin Scorsese,139,94,554,The Age of Innocence ,36267,1068,19th century|countess|lawyer|love|new york,150,382,7.2
Darren Aronofsky,96,1000,20000,The Fountain ,190990,24640,eternity|love|mayan|tree|tree of life,915,1000,7.3
Hugh Johnson,102,239,372,Chill Factor ,8367,1274,colonel|ice|ice cream truck|military|u.s. army,94,248,5.2
Simon West,96,566,12000,Stolen ,36914,14978,bank|money|presumed dead|rescue|thief,86,774,5.5
Hayao Miyazaki,101,2,6,Ponyo ,85589,13,children adventure|magical realism|sea goddess|small town|tsunami,144,3,7.7
George Tillman Jr.,128,954,989,The Longest Ride ,50041,3386,1940s|art collector|bull riding|north carolina|student,116,970,7.1
Rand Ravich,109,1000,40000,The Astronaut's Wife ,45497,52621,astronaut|electrocuted in bathtub|mission|pilot|sister,260,9000,5.3
Hugh Hudson,114,292,818,I Dreamed of Africa ,3740,1778,dream|italian|kenya|ranch|snake,61,649,5.6
Gabriele Muccino,105,2000,18000,Playing for Keeps ,23916,23122,coach|soccer|soccer coach|soccer mom|soccer team,50,2000,5.7
Justin Chadwick,141,38,113,Mandela: Long Walk to Freedom ,21223,301,africa|apartheid|nelson mandela|president|resistance,108,98,7.1
Warren Beatty,195,521,635,Reds ,16255,2291,cold war|cold war era|interview|russia|written and directed by cast member,127,631,7.5
Rob Reiner,138,574,10000,A Few Good Men ,181879,14619,cuba|guantanamo|lance corporal|lawyer|murder,319,2000,7.6
Andrzej Bartkowiak,101,655,2000,Exit Wounds ,27580,5942,corrupt cop|drug dealer|drugs|heroin|vice president,232,1000,5.5
Raja Gosnell,99,330,826,Big Momma's House ,66941,1790,disguise|fbi|female impersonation|gender disguise|obesity,148,436,5.1
Jeremy Degruson,85,11,324,Thunder and the House of Magic ,4265,369,,16,15,6.3
Chris Gorak,89,48,614,The Darkest Hour ,49312,843,alien|aurora borealis|critically bashed|killing an animal|nightclub,211,150,4.9
Scott Speer,99,433,3000,Step Up Revolution ,45394,4863,3 dimensional|dance|dancer|dancing|flash mob,72,594,6.5
David R. Ellis,105,491,852,Snakes on a Plane ,115649,2604,baby rattle|famous line|murder|passenger|snake,1033,521,5.6
Joe Charbanic,97,178,18000,The Watcher ,22220,18688,fbi|murder|scene of the crime|serial killer|therapy,181,223,5.3
Jonathan Hensleigh,140,336,669,The Punisher ,124242,2114,death|family reunion|fbi|fbi agent|vigilante,622,403,6.5
Danny Cannon,118,577,722,Goal! The Dream Begins ,50919,2859,barrio|border|newcastle united|party|soccer,114,580,6.8
Boaz Yakin,94,317,26000,Safe ,83097,27759,bodyguard|gang war|russian|russian mafia|triad,134,828,6.5
Mike Newell,124,551,11000,Pushing Tin ,24826,13093,air traffic control|air traffic controller|female bodybuilder|job|marriage,175,617,6.0
Richard Marquand,134,504,11000,Star Wars: Episode VI - Return of the Jedi ,681857,13649,death star|emperor|empire|princess|rebel,647,1000,8.4
Neil Marshall,113,43,165,Doomsday ,62770,391,cure|quarantine|scotland|virus|wall,396,107,6.0
Stephen Daldry,124,50,14000,The Reader ,189812,14504,love|reading|teaching oneself to read|trial|war crime,370,388,7.6
David Wain,98,833,1000,Wanderlust ,62198,4151,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,139,945,5.6
Jon Favreau,97,8000,22000,Elf ,147597,43354,baby|christmas spirit|elf|new york city|north pole,395,11000,6.9
Jon Turteltaub,123,796,3000,Phenomenon ,63839,5975,brain tumor|genius|psionic power|telekinesis|terminal illness,118,941,6.4
Brian Levant,99,521,773,Snow Dogs ,20219,2916,dentist|dog|inheritance|race|sled dog,100,664,5.1
Richard Donner,101,1000,13000,Scrooged ,61396,18734,christmas|compassion|executive|ghost|redemption,159,1000,7.0
Jared Hess,92,327,678,Nacho Libre ,65551,1729,lucha libre|monastery|nun|orphan|wrestling,441,635,5.7
Paul Feig,131,460,722,Bridesmaids ,218711,3229,best friend|failure|food|job|partial female nudity,485,655,6.8
Evan Goldberg,107,9000,17000,This Is the End ,310540,38751,apocalypse|celebrity|ensemble cast|party|rapture,669,11000,6.7
Rupert Wainwright,103,573,826,Stigmata ,54390,3004,catholic|priest|stigmata|vatican|wound,398,724,6.2
George Tillman Jr.,129,975,22000,Men of Honor ,89424,36069,african american|amputee|navy|racial discrimination|racism,224,9000,7.2
John Luessenhop,107,1000,23000,Takers ,46961,31529,armored car|bank|falling out among thieves|heist|planning,132,4000,6.2
Justin Zackham,89,2000,49000,The Big Wedding ,37493,74181,adoption|divorce|family relationships|farce|wedding,108,22000,5.6
John Whitesell,113,534,918,"Big Mommas: Like Father, Like Son ",19671,3500,fbi agent|murder|performing arts school|scene during end credits|undercover,47,845,4.4
Duncan Jones,93,355,15000,Source Code ,379462,16034,bomber|time|time loop|train|trapped in a time loop,571,491,7.5
Frank Marshall,120,240,344,Alive ,38949,2054,andes mountains|crash|death|starvation|stranded,112,242,7.1
Joel Schumacher,98,897,8000,The Number 23 ,164608,10938,destiny|detective|imagination|murder|sex scene,383,912,6.4
Jean-Pierre Jeunet,105,223,716,The Young and Prodigious T.S. Spivet ,11347,1843,3 dimensional|cartographer|punctuation in title|smithsonian|train,28,648,7.1
Steven Spielberg,142,642,16000,1941 ,25193,20201,california|captain|cult film|pearl harbor|submarine,217,1000,5.9
John Gatins,98,83,649,Dreamer: Inspired by a True Story ,10018,1400,colon in title|horse|kentucky|overalls|six word title,108,579,6.9
David Cronenberg,96,882,10000,A History of Violence ,186606,12754,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,1125,917,7.5
Louis Leterrier,87,810,26000,Transporter 2 ,156267,29050,driver|french|kidnapping|police|sequel,340,1000,6.3
Sam Raimi,107,159,29000,The Quick and the Dead ,69197,29743,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,216,165,6.4
Peter Howitt,90,142,638,Laws of Attraction ,18771,961,date|divorce|divorce lawyer|drinking|lawyer,102,160,5.9
Martin Scorsese,121,245,12000,Bringing Out the Dead ,53028,13040,ambulance|ghost|hell|paramedic|rescue,382,368,6.8
Miguel Sapochnik,119,447,1000,Repo Men ,87768,2925,artificial organ|best friend|enforcer|future|near future,187,561,6.3
Hyung-rae Shim,107,535,889,Dragon Wars: D-War ,21506,3274,antique shop|asian dragon|dragon|korean|reporter,364,618,3.6
Norman Jewison,110,179,3000,Bogus ,5176,3864,box office flop|circus|imaginary friend|magician|one word title,30,359,5.3
Don Scardino,100,7000,12000,The Incredible Burt Wonderstone ,60596,32094,magic|magic kit|magician|stage magician|vegas,158,10000,5.9
Mark Dindal,75,826,3000,Cats Don't Dance ,5600,7394,animal|cat|child star|hollywood|star,49,2000,6.9
Tim Robbins,132,876,13000,Cradle Will Rock ,8039,16878,1930s|depression|play|theatre|union,161,898,6.9
Steven Soderbergh,105,308,845,The Good German ,21481,2355,american|driver|journalist|russian|secret,175,552,6.1
Tom Reeve,93,239,330,George and the Dragon ,3088,1073,dragon|knight|love|priest|princess,31,239,5.7
Francis Ford Coppola,289,3000,11000,Apocalypse Now ,450676,25313,army|green beret|insanity|jungle|vietnam,983,10000,8.5
Nanette Burstein,102,472,839,Going the Distance ,50523,2961,bar|job|long distance relationship|male pubic hair|pubic hair,113,730,6.3
Stephen Herek,143,320,975,Mr. Holland's Opus ,30230,2223,1990s|high school|high school teacher|teacher inspires students|teaching,154,345,7.3
Ariel Vromen,113,24,10000,Criminal ,17319,10910,cia|husband wife relationship|memory|tied up while barefoot|violence,100,877,6.3
Sydney Pollack,161,184,11000,Out of Africa ,52339,12518,africa|hunter|love|marriage|plantation,200,920,7.2
