num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,gross,genres,cast_total_facebook_likes,plot_keywords,movie_imdb_link,country,budget,title_year,imdb_score
22,90,0,617,100503,Comedy|Romance,3124,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,http://www.imdb.com/title/tt1247662/?ref_=fn_tt_tt_1,USA,8000000,2009,5.9
43,90,8,495,92900,Comedy|Drama,3146,birthday|birthday party|delivery man|mother|neighbor,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,USA,5000000,2009,4.7
16,94,50,422,140987,Drama,2519,,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1,Canada,,2008,4.2
84,112,93,51,,Drama|Mystery|Thriller,285,australian|desert|mother daughter relationship|mother son relationship|promiscuity,http://www.imdb.com/title/tt2325977/?ref_=fn_tt_tt_1,Australia,10000000,2015,5.2
4,85,7,240,,Comedy|Crime|Music,1936,bigger dreams|concert promoter|hotel maid|pep talk|rap concert,http://www.imdb.com/title/tt1210071/?ref_=fn_tt_tt_1,USA,,2009,5.2
20,93,7,611,5561,Comedy|Romance,4725,boss|business|career|confidence|female protagonist,http://www.imdb.com/title/tt0887719/?ref_=fn_tt_tt_1,USA,10000000,2007,3.9
71,104,275,102,3607,Crime|Mystery|Thriller,940,landlady|lecture|murder|oxford university|symbol,http://www.imdb.com/title/tt0488604/?ref_=fn_tt_tt_1,Spain,10000000,2008,6.1
102,94,10,72,,Horror|Thriller,375,boat|great white shark|killing an animal|shark|underwater,http://www.imdb.com/title/tt1320291/?ref_=fn_tt_tt_1,Australia,,2010,5.8
27,85,0,742,70527,Comedy|Drama,14656,dysfunctional family|family relationships|family reunion|funeral|twin,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,USA,6500000,2004,6.7
62,99,71,126,,Drama|Fantasy|Horror|Thriller,934,angry spirit|aura|electronic voice phenomena|electronics|near death experience,http://www.imdb.com/title/tt0496436/?ref_=fn_tt_tt_1,USA,10000000,2007,5.7
5,91,8,111,,Drama|Music,964,,http://www.imdb.com/title/tt1568139/?ref_=fn_tt_tt_1,Canada,10000000,2011,4.5
76,117,13,415,,Drama|Thriller,7637,1980s|ira|near death experience|title directed by female|what happened to epilogue,http://www.imdb.com/title/tt1097643/?ref_=fn_tt_tt_1,UK,6000000,2008,6.9
8,85,0,196,,Adventure|Animation,2259,,http://www.imdb.com/title/tt2722786/?ref_=fn_tt_tt_1,South Korea,10000000,2014,4.8
75,106,261,520,,Drama|War,31325,circus|dog|entertainer|holocaust|patient,http://www.imdb.com/title/tt0479341/?ref_=fn_tt_tt_1,Germany,10000000,2008,6.3
66,81,4,5,11835,Comedy|Drama|Romance,81,barbed wire|barbed wire fence|horse|nature|snowstorm,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,Iceland,10000000,2013,6.9
31,100,98,95,,Comedy|Drama|Horror|Romance,2227,afterlife|indian|murder|overweight woman|police,http://www.imdb.com/title/tt1319716/?ref_=fn_tt_tt_1,UK,10000000,2010,5.4
32,90,110,711,,Action|Horror|Sci-Fi,3937,desert|mercenary|priest|scientist|war veteran,http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1,USA,10000000,2009,3.8
17,116,24,46,,Drama|Romance,428,india|love|muslim|pakistan|sikh,http://www.imdb.com/title/tt0213985/?ref_=fn_tt_tt_1,Canada,10000000,2007,7.0
4,84,5,482,,Comedy,2739,,http://www.imdb.com/title/tt1070781/?ref_=fn_tt_tt_1,USA,10000000,2010,5.2
152,135,419,7,128486,Action|Adventure|Comedy|Western,569,bounty hunter|manchuria|map|train|treasure,http://www.imdb.com/title/tt0901487/?ref_=fn_tt_tt_1,South Korea,10000000,2008,7.3
129,84,36,899,,Horror|Thriller,4686,carnage|female nudity|purple panties|sexual attraction|shaved labia,http://www.imdb.com/title/tt1913166/?ref_=fn_tt_tt_1,USA,10000000,2013,4.6
15,89,3,499,,Action|Comedy|Drama|Western,2876,blacksmith|bounty hunter|duel|gunslinger|wild west,http://www.imdb.com/title/tt1376195/?ref_=fn_tt_tt_1,Canada,10000000,2010,6.5
248,107,99,452,16025394,Comedy|Drama|Romance,18983,amusement park|strong female character|summer job|teen movie|teenager,http://www.imdb.com/title/tt1091722/?ref_=fn_tt_tt_1,USA,,2009,6.8
52,144,0,195,2483955,Drama|Romance,1674,1950s|cuba|cuban flag|fidel castro|havana cuba,http://www.imdb.com/title/tt0343996/?ref_=fn_tt_tt_1,USA,9600000,2005,6.7
55,98,41,525,57176582,Comedy,3939,african american|flashback|marijuana joint|porn magazine|suburb,http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1,USA,9500000,2000,6.1
30,94,9,262,,Action|Crime|Drama|Thriller,9432,bank|critically bashed|heist|mechanic|prison,http://www.imdb.com/title/tt2923316/?ref_=fn_tt_tt_1,Canada,10000000,2014,5.2
130,117,43,244,43100000,Action|Adventure|Thriller,2127,faked death|japan|japanese|poison|secret headquarters,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,UK,9500000,1967,6.9
29,102,7,1000,,Action|Comedy|Crime|Drama,35634,credit card fraud|lesbian kiss|miami,http://www.imdb.com/title/tt2556874/?ref_=fn_tt_tt_1,UK,10000000,2014,6.0
447,127,0,319,225377,Drama|Romance,1557,aging|daughter|old couple|old love|stroke,http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1,France,8900000,2012,7.9
66,98,17,770,14114488,Horror|Thriller,3827,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,USA,10500000,1988,4.5
18,88,6,200,,Action|Horror,1702,after dark|after dark horrorfest|fictional tv news show|outbreak,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,USA,9500000,2015,5.1
61,197,176,760,46300000,Action|Adventure|Comedy|Crime,4109,california|desert|dying words|money|race,http://www.imdb.com/title/tt0057193/?ref_=fn_tt_tt_1,USA,9400000,1963,7.6
232,121,0,82,12899702,Comedy|Crime|Drama|Mystery,448,abusive father|child abuse|death|rape|secret,http://www.imdb.com/title/tt0441909/?ref_=fn_tt_tt_1,Spain,,2006,7.6
62,90,0,123,,Adventure|Animation|Fantasy|Horror|Sci-Fi,646,anthology|girl|heavy metal|secretary|segments,http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1,Canada,9300000,1981,6.7
106,89,100,327,113155,Adventure|Comedy|Sci-Fi,34398,amateur film|sexual harassment|sexual innuendo|small town|struggling parent,http://www.imdb.com/title/tt1161418/?ref_=fn_tt_tt_1,USA,,2009,6.1
56,104,12,1000,2600000,Drama|War,23962,1930s|abuse of power|england|king|murder,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1,UK,6000000,1995,7.5
48,94,43,129,,Action|Horror|Thriller,1586,bear|breasts|female nudity|grizzly|wilderness,http://www.imdb.com/title/tt1694021/?ref_=fn_tt_tt_1,USA,10000000,2015,5.3
41,90,116,303,1602466,Action|Drama|Romance|Thriller,1836,casino|desert|love|suicide|tragic event,http://www.imdb.com/title/tt1198101/?ref_=fn_tt_tt_1,India,600000000,2010,6.0
439,130,3000,844,3029870,Drama|Sci-Fi,15835,art director|breasts|depression|outdoor sex|riding a horse,http://www.imdb.com/title/tt1527186/?ref_=fn_tt_tt_1,Denmark,7400000,2011,7.1
54,92,25,110,,Biography|Comedy|Drama|Family|Romance,1248,australian|based on true events|dog|love|search,http://www.imdb.com/title/tt0803061/?ref_=fn_tt_tt_1,Australia,8500000,2011,7.5
50,176,147,1000,3047539,Drama|Romance,13762,accident|army|bomb|indian army|love,http://www.imdb.com/title/tt2176013/?ref_=fn_tt_tt_1,India,7217600,2012,6.9
392,116,0,513,78900000,Horror|Sci-Fi,2524,alien|creature|future|outer space|spaceship,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,UK,11000000,1979,8.5
277,88,365,177,30859000,Horror|Thriller,1094,cannibal|chainsaw|hitchhiker|independent film|leatherface,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,USA,83532,1974,7.5
259,106,50,741,3571735,Biography|Drama|Music,21711,band|box office flop|critically bashed|historically inaccurate|revisionist history,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,USA,10000000,2010,6.6
66,181,278,51,50000000,Drama|Family|Musical|Romance,934,immigration|jewish|pogrom|tradition|tradition versus modernity,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,USA,9000000,1971,8.0
129,130,92,177,63600000,Action|Adventure|Thriller,1164,domino|fiery redhead|nassau|official james bond series|underwater battle,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,UK,9000000,1965,7.0
115,93,33,123,,Comedy|Horror|Sci-Fi,15014,blood splatter|detention|high school|overalls|reference to c. thomas howell,http://www.imdb.com/title/tt1701990/?ref_=fn_tt_tt_1,USA,10000000,2011,5.8
81,110,798,16,,Comedy|Drama|Romance,662,gay|gay friend|grandmother grandson relationship|heart attack|mother son relationship,http://www.imdb.com/title/tt1405810/?ref_=fn_tt_tt_1,Italy,,2010,7.3
29,123,473,685,36049108,Action|Crime|Drama|Romance|Thriller,3661,bank|black comedy|main characters killed off|money|robbery,http://www.imdb.com/title/tt0117603/?ref_=fn_tt_tt_1,USA,9000000,1996,6.8
32,120,92,862,34074895,Comedy|Drama,5420,african american|bachelor party|brooklyn bridge|family relationships|stripper,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,USA,9000000,1999,6.7
142,87,85,118,33244684,Fantasy|Horror,760,birthday|doll|murder|serial killer|voodoo,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,USA,9000000,1988,6.5
263,123,909,184,24530513,Documentary|Drama,1633,canada|cuba|france|guantanamo|hmo,http://www.imdb.com/title/tt0386032/?ref_=fn_tt_tt_1,USA,9000000,2007,8.0
285,103,65,908,71519230,Action|Horror|Sci-Fi|Thriller,6807,held at gunpoint|machete|masked man|sequel|violence,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,USA,9000000,2014,6.5
64,91,0,407,20035310,Comedy|Drama|Romance,4409,artist|cake|college|new york city|student,http://www.imdb.com/title/tt0186975/?ref_=fn_tt_tt_1,USA,9000000,2000,4.9
150,88,8,587,18225165,Adventure|Comedy,3114,marijuana|police|road trip|stoner|white castle,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,USA,9000000,2004,7.1
136,126,37,883,17804273,Drama|Thriller,25660,bridge|governor|political thriller|president|vice president,http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1,USA,20000000,2000,7.0
132,120,46,701,16938179,Crime|Drama|Thriller,17336,career|casino|judge|stock|stock broker,http://www.imdb.com/title/tt0181984/?ref_=fn_tt_tt_1,USA,8000000,2000,7.0
71,116,644,199,90400000,Comedy,845,interracial relationship|poverty|prostitute|scam|stock market,http://www.imdb.com/title/tt0086465/?ref_=fn_tt_tt_1,USA,,1983,7.5
186,94,17,179,16235293,Horror,1611,attic|christmas|house|incest|sorority,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,USA,9000000,2006,4.5
39,85,2,127,11827301,Comedy|Romance,1345,female to male foot in crotch|lingerie slip|love|mistaken identity|writer,http://www.imdb.com/title/tt0349169/?ref_=fn_tt_tt_1,USA,,2004,5.5
46,137,0,130,10161099,Action|Biography|Drama|History|Romance|War,1341,battle|battle of agincourt|king|shakespeare play|sword and shield,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,UK,9000000,1989,7.7
201,114,84,338,6610326,Comedy|Drama,23770,arizona|dementia|married man|sun city arizona|writing,http://www.imdb.com/title/tt0775529/?ref_=fn_tt_tt_1,USA,,2007,7.2
32,76,17,571,6126237,Comedy|Romance,2851,beauty pageant|bilingual|dating|latino|three women,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,USA,,2003,4.8
117,119,188,35,6047856,Action|Crime|Drama|Thriller,358,criminal|drifter|gangster|money|surrogate mother,http://www.imdb.com/title/tt0202677/?ref_=fn_tt_tt_1,USA,8500000,2000,6.7
136,99,23,471,4681503,Comedy|Drama,2478,boy|mistress|money|schizophrenic|school,http://www.imdb.com/title/tt0280760/?ref_=fn_tt_tt_1,USA,9000000,2002,7.0
15,79,157,219,4350774,Comedy,4908,college|high school senior|meat|protest|university,http://www.imdb.com/title/tt0110759/?ref_=fn_tt_tt_1,USA,8000000,1994,6.5
46,114,6,633,3420871,Drama|Family|Romance,3824,billionaire|grandfather|playboy|trust fund baby|wealth,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,USA,,2006,7.4
1,30,,140,,Drama|Romance,639,beverly hills california|family relationships|los angeles california|soap opera,http://www.imdb.com/title/tt0092325/?ref_=fn_tt_tt_1,USA,,,3.5
41,91,12,297,,Action|Adventure|Comedy|Romance|Sci-Fi,1991,bar fight|cult film|ice|psychotronic|sword fight,http://www.imdb.com/title/tt0087451/?ref_=fn_tt_tt_1,USA,9000000,1984,5.7
65,95,49,261,2955039,Biography|Drama|Sport,2007,boy|girl|soccer|south orange new jersey|teenager,http://www.imdb.com/title/tt0441007/?ref_=fn_tt_tt_1,USA,9000000,2007,6.2
100,103,38,316,1530535,Comedy|Drama|Romance,1721,actress|lesbianism|manhattan new york city|urination|watching pornography,http://www.imdb.com/title/tt0427968/?ref_=fn_tt_tt_1,USA,9000000,2005,5.7
129,92,26,611,4881867,Comedy|Music,3767,gang banger|sequel|shakespeare's hamlet|student|time machine,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1,USA,9000000,2008,6.4
103,124,162,277,1043487,Drama|Music,24102,1970s|glitter|political cover up|reference to katharine hepburn|reference to spencer tracy,http://www.imdb.com/title/tt0120879/?ref_=fn_tt_tt_1,UK,,1998,7.0
77,156,43,0,770629,Fantasy|Horror|Mystery|Thriller,50,policeman|stranger|supernatural|village|vomiting,http://www.imdb.com/title/tt5215952/?ref_=fn_tt_tt_1,South Korea,,2016,7.7
67,84,64,748,11860839,Documentary|Music,4617,concert|live in concert recording|live performance,http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,USA,9000000,2011,5.4
31,300,6,6,454255,Action|Adventure|Drama|History|War,32,16th century|burmese|invasion|queen|thailand,http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1,Thailand,400000000,2001,6.6
76,120,930,433,349618,Horror,2942,black cat|cat|evil|photographer|undead,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,Italy,9000000,1990,6.1
17,98,0,5,,Comedy,253,,http://www.imdb.com/title/tt3202120/?ref_=fn_tt_tt_1,France,,2014,6.1
81,121,608,25,112935,Drama,251,love|neighbor|single parent|supermarket|working class,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,UK,9000000,2002,7.6
26,97,3,204,883887,Drama,1426,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,USA,9000000,2009,6.2
24,86,11,18,13751,Drama|Family,299,friend|girl|imaginary friend|outback|town,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,Australia,11400000,2006,6.6
44,93,8,558,,Action|Crime|Thriller,24154,bus|die hard scenario,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,USA,19000000,2015,6.1
80,45,28,104,145109,Drama|History|Thriller|War,1098,danish|double agent|nazi|nazi occupation|resistance,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,Denmark,45000000,2008,7.3
41,97,0,230,1046166,Comedy|Music|Romance,1835,bare chested male|box office flop|diner|german shepherd|one word title,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1,Germany,9000000,2005,4.2
91,102,11,35,,Crime|Drama|Mystery|Thriller,10369,ejected from a moving vehicle|gun held to head|handcuffs|shot multiple times|strangulation,http://www.imdb.com/title/tt1259574/?ref_=fn_tt_tt_1,UK,,2009,7.1
66,105,25,98,2874,Drama,1375,bar mitzvah|lawyer|train|wealth|wrestler,http://www.imdb.com/title/tt1183672/?ref_=fn_tt_tt_1,France,,2009,6.0
19,103,6,664,,Drama|Romance,6426,boyfriend girlfriend relationship|female protagonist|letter of resignation|mental hospital|sex,http://www.imdb.com/title/tt1068678/?ref_=fn_tt_tt_1,USA,9000000,2009,6.5
35,93,4,93,174635000,Adventure|Comedy,822,australian outback|crocodile|female reporter|journalist|new york city,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,Australia,8800000,1986,6.5
19,76,4,151,,Action|Animation|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1254,grimdark|mutilated corpse|space marine|ultramarines|warhammer 40k,http://www.imdb.com/title/tt1679332/?ref_=fn_tt_tt_1,UK,,2010,5.7
33,90,3,327,,Mystery|Sci-Fi|Thriller,2310,2000s|hospital|man in a wheelchair|year 2000|year 2002,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,UK,8800000,2004,6.1
17,122,8,59,,Drama|History|War,498,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,http://www.imdb.com/title/tt1418646/?ref_=fn_tt_tt_1,Australia,9000000,2010,7.1
163,127,236,68,171320,Crime|Drama,1129,abusive parent|child molester|child protection|photographer|police,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1,France,,2011,7.3
133,84,8,896,14373825,Crime|Mystery|Thriller,6954,anesthetic|anesthetic awareness|heart|heart surgery|surgery,http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1,USA,8600000,2007,6.5
47,23,,265,,Action|Adventure|Animation|Drama|Fantasy|Sci-Fi,1484,begins with narration|female warrior|inbetwequel|jedi knight|war against machines,http://www.imdb.com/title/tt0458290/?ref_=fn_tt_tt_1,USA,,,7.9
66,96,3,305,162,Action|Crime|Thriller,2802,bangkok thailand|detective|human trafficking|revenge|sex slavery,http://www.imdb.com/title/tt1641841/?ref_=fn_tt_tt_1,Thailand,9000000,2014,5.7
147,97,541,673,32222567,Comedy|Fantasy|Horror,4458,1980s|california|death|small town|vampire,http://www.imdb.com/title/tt0093437/?ref_=fn_tt_tt_1,USA,,1987,7.2
273,112,108,175,39462438,Drama|Music|Romance,13172,country music|country western singer|journalist|musician|singer,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,USA,7000000,2009,7.3
32,125,43,122,29200000,Drama|Music|Romance,1097,awol|demand|driver|drugs|roses,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,USA,8500000,1979,6.9
52,96,68,1000,21564616,Comedy,8097,woman wearing only a man's shirt,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,USA,8500000,2013,5.0
107,98,35,170,,Adventure|Comedy|Fantasy|Sci-Fi,1510,41st century|angel|future|laser gun|space opera,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,France,9000000,1968,5.9
6,92,8,3,,Adventure|Family,47,boy|island|pirate|ship|treasure,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,Norway,60000000,1990,6.7
175,103,729,133,14879556,Comedy|Drama,3516,female protagonist|high school|self destructiveness|student council president|student government,http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1,USA,8000000,1999,7.3
167,122,300,341,13569248,Drama,1637,bengali|india|reference to gogol|train|train crash,http://www.imdb.com/title/tt0433416/?ref_=fn_tt_tt_1,USA,,2006,7.6
132,101,17,429,34017854,Comedy,36892,cartoon on tv|generation y|high school|overalls|strong female character,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,USA,8500000,2015,6.5
66,104,170,202,4273372,Drama|Music|Romance,1854,cult film|disc jockey|female protagonist|music business|one word title,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,USA,22000000,2001,2.1
79,101,14,559,,Drama|Horror|Mystery|Thriller,3164,daughter|georgia|mother|slave|trailer,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,USA,9000000,2013,5.3
15,135,0,13,,Action|Drama,97,based on book|based on true story|rape|title spoken by character,http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1,South Korea,8000000,2003,7.2
222,119,319,179,4440055,Biography|Drama|Romance,3279,19th century|friend|john keats|passion|poet,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,UK,8500000,2009,7.0
210,128,160,81,4018695,Adventure|Drama|Thriller,8532,airport|asperger's syndrome|autism|muslim|racial profiling,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,India,12000000,2010,8.0
60,107,71,304,80000000,Drama|Music|Romance,1962,church|cowboy boots|dancing|high school dance|teenager,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,USA,8200000,1984,6.5
346,106,78,,6262942,Action|Adventure|Drama,0,boat|container|sea|shipping container|storm,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,USA,9000000,2013,6.9
46,126,407,39,1997807,Adventure|Drama|Thriller,823,alaska|island|motorboat|singer|wilderness,http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,USA,8000000,1999,7.1
15,128,11,119,1207007,Comedy|Drama|Romance,4004,india|london england|marriage|stereotype|sugarcane,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,India,,2007,7.3
169,127,644,6,1829142,Drama|War,128,civil war|colonialism|hatred|independence|rural ireland,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,Ireland,,2006,7.5
25,160,0,417,3827466,Comedy|Drama|Musical|Romance,2350,jealousy|jumping into sea|love|swimming pool|wet clothes,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,India,,2013,6.9
81,126,80,225,90800000,Action|Drama|Family|Sport,2004,apartment|bully|fight|karate|master,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,USA,8000000,1984,7.2
54,171,54,346,,Biography|Drama|History|Romance,1373,christian|emperor|general|hostage|nero,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,USA,7623000,1951,7.2
147,150,163,636,140244,Horror|Musical|Sci-Fi,4168,future|murder|opera|repossession|surgery,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,USA,8500000,2008,6.7
16,122,11,173,,Action|Adventure,808,abu ghraib|bomb|christian|explosion|iraq,http://www.imdb.com/title/tt0493264/?ref_=fn_tt_tt_1,Turkey,8300000,2006,6.0
215,178,16000,857,107930000,Crime|Drama,16557,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1,USA,8000000,1994,8.9
63,95,21,842,76657000,Adventure|Comedy|Family|Musical,5673,friend|frog leg|on the road|restaurant|the muppets,http://www.imdb.com/title/tt0079588/?ref_=fn_tt_tt_1,UK,,1979,7.7
534,117,66,85,32279955,Crime|Drama|Thriller,15554,employer employee relationship|ethics|journalism|sociopath|tv news,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,USA,8500000,2014,7.9
66,119,422,422,4992159,Comedy|Horror|Thriller,3306,beach|island|party|resort|serial killer,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,USA,8550000,2004,5.6
119,174,338,195,163214286,Biography|Drama|Family|Musical|Romance,1495,austria|children|governess|love|orchestral music score,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,USA,8200000,1965,8.0
43,111,2000,51,69800000,Comedy|Fantasy|Romance,15361,cmnf|cmnf scene|mermaid|new york city|public nudity,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,USA,8000000,1984,6.2
270,101,36,27,59889948,Comedy|Drama,7227,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,USA,8000000,2006,7.9
99,89,0,107,52287414,Adventure|Drama,644,friendship|summertime|treehouse|walking on train tracks|woods,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,USA,8000000,1986,8.1
224,113,0,27,45063889,Drama|Horror|Sci-Fi|Thriller,241,laboratory|london england|military|virus|zombie apocalypse,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,UK,8000000,2002,7.6
58,95,548,360,40066497,Drama|Music,1792,competition|dance contest|friend|money|street dancing,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,USA,8000000,2004,3.5
53,112,152,459,36500000,Biography|Crime|Drama,17568,alcatraz|escape|inmate|island|prison,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,USA,8000000,1979,7.6
37,109,44,458,27362712,Comedy|Drama|Music|Romance,3199,basketball|hip hop|rap music|record company|writer,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,USA,8000000,2002,6.5
11,108,0,388,34746109,Comedy|Crime|Drama|Romance|Thriller,3023,african american|dating|independent film|irreverence|revenge,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,USA,8000000,1996,5.6
327,100,129,3000,34963967,Comedy|Drama|Romance,39807,best friend|cancer|survival rate|therapist|vomiting,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,USA,8000000,2011,7.7
135,90,5,297,25926543,Horror|Mystery|Thriller,1534,car accident|japan|newlywed|photograph|photographer,http://www.imdb.com/title/tt0482599/?ref_=fn_tt_tt_1,USA,8000000,2008,5.2
127,130,0,602,,Comedy|Fantasy|Horror,2662,anthology|child abuse|critically acclaimed|death|grindhouse,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,USA,8000000,1982,6.9
164,94,19,117,26049082,Comedy|Romance,1024,dating|divorce|father daughter relationship|mother daughter relationship|party,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,USA,8000000,2014,6.1
14,93,2,213,,Comedy|Fantasy|Sci-Fi,1455,air traffic controller|nuclear waste|orgasm|telekinesis|voodoo,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,USA,8000000,1981,5.0
6,80,2,102,,Adventure,1279,,http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1,USA,,2016,7.8
41,111,0,591,22551000,Comedy|Drama|Romance,37645,16th century|bachelor|dishonor|masquerade party|wedding,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,UK,8000000,1993,7.4
143,142,13,244,22800000,Action|Adventure|Thriller,1769,bond girl|british|mission|portugal|switzerland,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,UK,7000000,1969,6.8
9,60,,460,,Action|Crime|Drama|Thriller,4043,bet|friend|pit boss|secret|surveillance,http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1,USA,,,7.1
109,107,0,112,18090181,Fantasy|Horror|Mystery|Thriller,1775,earthquake|elm street|freddy krueger|nightmare|sleep,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,USA,8000000,1994,6.4
59,91,13,292,17843379,Comedy|Drama|Romance,1760,centennial|girl|next door neighbor|prom|school,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,USA,8000000,1999,5.7
95,112,3,268,18811135,Drama,2832,national spelling bee|principal|school principal|spelling|spelling bee,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,USA,,2006,7.5
40,82,33,475,17278980,Comedy|Crime,2400,bail|diabetic|friend|jail|pharmaceutical lab,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,USA,8000000,1998,6.7
121,97,3,631,16699684,Comedy|Romance,25792,love|manufacturing|minnesota|plant|small town,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,USA,8000000,2009,5.6
358,128,79,414,50815288,Drama|Thriller,14747,cia|hezbollah|lebanon|oil|prince,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,USA,50000000,2005,7.0
