num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,genres,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
464,322,Kate McKinnon,Action|Comedy|Fantasy|Sci-Fi,2097,4,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211,English,USA,PG-13,144000000,2016,5.5,62000
167,537,Steve Buscemi,Action|Adventure|Sci-Fi|Thriller,26029,0,asteroid|astronaut|bomb|meteorite|outer space,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1171,English,USA,PG-13,140000000,1998,6.6,11000
208,826,Rosario Dawson,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,14823,2,alien|lingerie|lingerie model|m.i.b.|pug,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606,English,USA,PG-13,140000000,2002,6.1,2000
287,964,Anthony Hopkins,Action|Adventure|Animation|Fantasy,31523,1,creature|demon|king|reward|warrior,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,505,English,USA,PG-13,150000000,2007,6.3,3000
210,967,Angelina Jolie Pitt,Action|Adventure|Animation|Comedy|Family,36095,0,china|kung fu|panda|pig|village,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,145,English,USA,PG,145000000,2016,7.2,24000
432,690,Jeremy Renner,Action|Adventure|Thriller,21768,3,dubai|kremlin|race against time|russian|terrorist,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512,English,USA,PG-13,145000000,2011,7.4,35000
256,161,Kamil McFadden,Adventure|Animation|Family|Fantasy,20645,0,belief|box office hit|children|new york city|tooth,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174,English,USA,PG,145000000,2012,7.3,25000
135,233,Richard Burgi,Comedy|Crime,1997,1,animal abuse|ceo|heist|suburb|unemployment,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,258,English,USA,PG-13,100000000,2005,6.1,2000
190,445,Tony Goldwyn,Action|Drama|History|War,11945,1,captain|emperor|honor|japan|samurai,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,928,English,USA,R,140000000,2003,7.7,0
314,748,María Valverde,Action|Adventure|Drama,26490,0,egypt|exodus|moses|pharaoh|plague,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,657,English,UK,PG-13,140000000,2014,6.1,51000
518,981,Leonard Nimoy,Action|Adventure|Sci-Fi,39284,0,box office hit|future|lifted by the throat|star trek|vulcan,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,1559,English,USA,PG-13,150000000,2009,8.0,19000
291,4000,James Franco,Action|Adventure|Fantasy|Romance,40484,0,evil|goblin|spider|spider man|superhero,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,2012,English,USA,PG-13,139000000,2002,7.3,5000
292,953,Djimon Hounsou,Action|Adventure|Animation|Comedy|Family|Fantasy,23378,5,dragon|father son relationship|husband wife relationship|mother son relationship|viking,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,343,English,USA,PG,145000000,2014,7.9,46000
184,284,Elodie Yung,Action|Adventure|Fantasy,19769,4,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273,English,USA,PG-13,140000000,2016,5.5,24000
145,653,Joe Morton,Action|Adventure|Sci-Fi|Thriller,2705,0,artificial intelligence|box office flop|fighter jet|navy|pilot,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388,English,USA,PG-13,135000000,2005,5.0,0
451,413,Billy Crudup,Action|Drama|Mystery|Sci-Fi,2530,1,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1229,English,USA,R,130000000,2009,7.7,18000
141,91,Rene Russo,Action|Crime|Thriller,6171,2,kung fu|lapd|martial arts|private investigator|triad,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,287,English,USA,R,140000000,1998,6.6,0
267,258,Regi Davis,Action|Sci-Fi,1814,0,1980s|c 130 hercules|monster|panzer|san francisco california,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,1445,English,USA,PG-13,137000000,2003,5.7,0
351,934,Dwayne Johnson,Action|Adventure|Sci-Fi|Thriller,31958,6,general|gi joe|martial arts|ninja|president,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,288,English,USA,PG-13,130000000,2013,5.8,42000
163,848,Rainn Wilson,Action|Adventure|Comedy|Thriller,13073,3,beach|civil war|desert|dictator|ship,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,463,English,UK,PG-13,130000000,2005,6.0,0
166,422,Ming-Na Wen,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,15015,1,general|military|scientist|soldier|year 2065,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,788,English,USA,PG-13,137000000,2001,6.4,0
510,2000,Dominic Cooper,Action|Adventure|Sci-Fi,19761,0,arctic|captain america|scientist|tesseract|war bond,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679,English,USA,PG-13,140000000,2011,6.9,46000
197,244,Maria Grazia Cucinotta,Action|Adventure|Thriller,2037,2,british|oil|scientist|terrorist|tycoon,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,683,English,UK,PG-13,135000000,1999,6.4,2000
244,168,Lee Ingleby,Action|Adventure|Drama|History|War,1205,1,1800s|napoleonic wars|pursuit|royal navy|ship,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684,English,USA,PG-13,150000000,2003,7.4,0
322,12000,Kristen Stewart,Adventure|Drama|Fantasy|Romance,59177,3,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,English,USA,PG-13,120000000,2012,5.5,65000
156,988,Brad Pitt,Animation|Comedy|Family|Musical,62644,0,3d|antarctica|krill|penguin|sequel,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,79,English,Australia,PG,135000000,2011,5.9,0
354,882,Peter Mensah,Action|Adventure|Sci-Fi,5811,0,antidote|cure|hulk|marvel cinematic universe|opening action scene,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,643,English,USA,PG-13,150000000,2008,6.8,0
21,184,Philip Michael Thomas,Action|Crime|Drama|Mystery|Thriller,1687,2,cult tv|detective|drugs|police|undercover,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,74,English,USA,TV-14,1500000,,7.5,0
252,358,Penelope Wilton,Adventure|Family|Fantasy,1950,0,cannibal|evil brother|giant|london england|queen,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,106,English,UK,PG,140000000,2016,6.8,27000
