director_name,actor_2_name,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,budget
Daisy von Scherler Mayer,Dash Mihok,13622,1559,3,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,11000000
Mira Nair,Chazz Palminteri,1761,3072,2,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,11000000
Ethan Coen,Max Casella,96233,4082,1,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,11000000
Tim Blake Nelson,Andrew Keegan,17333,3300,2,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,5000000
William A. Graham,Wayne Pygram,14129,14281,1,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,11000000
Martin Ritt,Anthony Zerbe,2603,800,0,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,11000000
John Turturro,Steve Buscemi,10052,28004,0,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,
Agnieszka Holland,David Kennedy,11132,150,0,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,11000000
Tobe Hooper,Zelda Rubinstein,105448,3876,0,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,10700000
Rowan Joffe,Sean Harris,5013,3117,2,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,12000000
David Hackl,Costas Mandylor,88529,5286,0,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,10800000
Giuliano Montaldo,Gena Rowlands,618,1827,0,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,
Lisa Azuelos,Lina Esco,45144,248,1,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,11000000
Ray Lawrence,Deborra-Lee Furness,5772,378,2,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,15000000
Karan Johar,John Abraham,13998,10822,2,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,700000000
Oliver Parker,Rupert Everett,12980,2640,3,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,14000000
Ruairi Robinson,Olivia Williams,28570,2271,0,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,7000000
Jaume Balagueró,Giancarlo Giannini,16747,1228,0,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,10600000
Stanley Kubrick,Gary Lockwood,427357,727,0,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,12000000
Steven Spielberg,Dee Wallace,281842,2811,0,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,10500000
Jon Kasdan,Elena Anaya,27689,20312,0,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,10000000
Léa Pool,Marc Donato,1337,1554,1,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,12500000
Floyd Mutrux,Kelli Williams,859,2272,2,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,10500000
,Johnny Flynn,2651,592,3,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,
Sajid Khan,Boman Irani,8598,1121,5,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,
Christopher Cain,Taylor Handley,2618,1526,0,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,11000000
Dean Wright,Eduardo Verástegui,3665,1807,1,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,10818775
Eric Lartigau,Eric Elmosnino,15060,175,4,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,11000000
Gus Van Sant,Matt Damon,604904,63710,2,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,10000000
Shintaro Shimosawa,Anthony Hopkins,6935,27660,3,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,11000000
Darren Lynn Bousman,Shawnee Smith,142115,3189,0,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,10000000
Ivan Reitman,Harold Ramis,48629,27378,1,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,10000000
Peyton Reed,Lindsay Sloane,70141,5270,1,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,10000000
James DeMonaco,Joseph Julian Soria,17596,2480,1,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,10000000
Robert Iscove,Clea DuVall,67115,28734,2,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,10000000
Lee Daniels,Gabourey Sidibe,86956,3276,0,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,10000000
Darren Lynn Bousman,Shawnee Smith,111087,3492,0,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,10000000
Geoffrey Sax,Keegan Connor Tracy,41763,2013,0,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,10000000
Tyler Perry,Cicely Tyson,8962,5264,4,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,6000000
Martin Scorsese,Bill Cobbs,57831,11895,1,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,13800000
Ken Annakin,Richard Beymer,43270,1554,3,http://www.imdb.com/title/tt0056197/?ref_=fn_tt_tt_1,10000000
Stephen Herek,Shaun Weiss,44502,3362,8,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,10000000
Takashi Shimizu,Clea DuVall,115050,7461,0,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,10000000
Dennis Dugan,Kevin Nealon,156143,13162,1,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,12000000
Victor Salva,Patricia Belcher,86890,1982,0,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,10000000
Stephen Herek,George Carlin,85362,20795,6,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,10000000
Carol Reed,Ron Moody,25303,1593,1,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,10000000
John Madden,Penelope Wilton,75306,1898,3,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,10000000
Chuck Sheetz,Andrew Lawrence,6808,2197,0,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,23000000
George Miller,Bruce Spence,101840,1529,2,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,12305523
Mark L. Lester,Vernon Wells,111649,3192,0,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,10000000
William Brent Bell,Rupert Evans,35654,4687,0,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,10000000
John Erick Dowdle,Bokeem Woodbine,104089,5628,0,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,10000000
Marcus Raboy,Mike Epps,19284,3712,0,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,20000000
Leigh Whannell,Hayley Kiyoko,54190,2426,0,http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1,10000000
Michael Schultz,Vanity,9424,3394,1,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,10000000
Guy Ritchie,Brad Pitt,600996,39175,6,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,6000000
Brett Leonard,Austin O'Brien,27800,1109,0,http://www.imdb.com/title/tt0104692/?ref_=fn_tt_tt_1,10000000
Peter Sollett,Alexis Dziena,74887,2807,2,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,9000000
Kevin Smith,Janeane Garofalo,181737,16693,8,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,10000000
Bob Dolman,Eva Amurri Martino,12388,1917,2,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,10000000
Joe Dante,Al Leong,25613,1954,0,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,10000000
Rowdy Herrington,Kevin Tighe,42987,2484,1,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,17000000
Keenen Ivory Wayans,Salli Richardson-Whitfield,3924,3190,2,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,10000000
John Polson,Shiri Appleby,16300,3819,0,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,8500000
Greg Coolidge,Danny Woodburn,37681,4441,2,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,12000000
Harry Elfont,Lauren Ambrose,37885,4259,4,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,10000000
Francis Ford Coppola,William Smith,57363,12097,0,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,10000000
David Lowery,Oona Laurence,408,3691,0,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,65000000
David Cronenberg,Herbert Lom,44804,2013,0,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,10000000
Ciarán Foy,James Ransone,25210,2403,0,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,10000000
Salim Akil,Curtis Armstrong,5161,5804,7,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,17000000
Jamie Blanks,Jessica Capshaw,20467,2402,1,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,10000000
Olatunde Osunsanmi,Will Patton,63108,15251,0,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,10000000
Robert Altman,Virginia Madsen,19655,12946,8,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,10000000
Leon Ichaso,Clarence Williams III,3119,2149,1,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,10000000
Joseph Zito,Richard Lynch,6143,857,1,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,10000000
Malcolm D. Lee,Brandon T. Jackson,5585,7552,0,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,
Wes Anderson,Connie Nielsen,134458,15716,2,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,9000000
Colin Strause,Donald Faison,76199,3679,0,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,10000000
John Madden,Celia Imrie,22369,583,6,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,10000000
Patricia Rozema,Jane Krakowski,4719,3317,1,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,10000000
Mark Rosman,Chris Noth,23527,4789,3,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,25000000
Spike Lee,Nicholas Turturro,8295,19065,1,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,10000000
Steve Oedekerk,Simon Rhee,37901,361,1,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,10000000
Ron Underwood,Ariana Richards,90070,3119,0,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,11000000
Rob Schmidt,Lindy Booth,87494,3416,1,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,12600000
Walter Hill,David Carradine,7322,6296,0,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,10000000
James Foley,Paul Ben-Victor,15358,571,2,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,30000000
Jeff Nichols,Tye Sheridan,135286,13960,1,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,10000000
Robert Ben Garant,Thomas Lennon,23928,2737,2,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,10000000
Morgan Spurlock,Zayn Malik,22161,2787,11,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,10000000
Neal Brennan,Noureen DeWulf,17790,3973,5,http://www.imdb.com/title/tt1092633/?ref_=fn_tt_tt_1,
Tuck Tucker,Vincent Schiavelli,4564,3752,0,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,3000000
Simon Curtis,Toby Jones,71679,17204,1,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,6400000
Richard Shepard,Philip Baker Hall,40514,4053,0,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,10000000
Theodore Witcher,Nia Long,2801,3871,0,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,10000000
Joel Edgerton,Allison Tolman,79909,3215,1,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,5000000
Jim Hanon,Chad Allen,4360,1058,3,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,10000000
Tommy O'Haver,Kirsten Dunst,15617,22485,1,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,22000000
Mike Judge,Stephen Root,200293,3462,0,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,10000000
Michael Patrick Jann,Kirstie Alley,27265,6388,0,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,10000000
Tim Burton,Danny Huston,55539,12418,3,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,10000000
Peter Berg,Daniel Stern,39331,6046,0,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,10000000
Joe Nussbaum,Alexa PenaVega,12706,13626,9,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,10000000
Brian De Palma,Dennis Franz,20113,1856,0,http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1,10000000
Jorma Taccone,Will Forte,35888,2618,3,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,10000000
Stephen Frears,Benedict Wong,34848,1334,1,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,10000000
Elizabeth Banks,Kate Winslet,79146,41059,10,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,6000000
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,176606,55175,0,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,100000000
Jeff Lowell,William Morgan Sheppard,21268,3651,0,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,10000000
Lorene Scafaria,Mark Moses,87203,7747,2,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,10000000
Miguel Arteta,Stephen Root,32697,4769,1,http://www.imdb.com/title/tt1477837/?ref_=fn_tt_tt_1,
,T.J. Thyne,111506,2198,2,http://www.imdb.com/title/tt0460627/?ref_=fn_tt_tt_1,
Tony Kaye,Beverly D'Angelo,782437,3858,2,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,7500000
Marcus Dunstan,Johanna Braddy,36029,3818,0,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,10000000
Timothy Björklund,Kelsey Grammer,1231,5139,0,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,10000000
François Girard,Clotilde Mollet,26832,29,3,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,10000000
David Lynch,Richard Farnsworth,63733,1351,0,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,10000000
Scott Kalvert,James Franco,6200,26961,1,http://www.imdb.com/title/tt0231448/?ref_=fn_tt_tt_1,10000000
Jason Bateman,Philip Baker Hall,38459,2061,0,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,10000000
David Schwimmer,Iddo Goldberg,58509,1022,0,http://www.imdb.com/title/tt0425413/?ref_=fn_tt_tt_1,
Allan Arkush,Randy Quaid,1040,2791,0,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,10000000
Mike Binder,Gillian Jacobs,8058,3745,2,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,9000000
Eric Bross,Tamala Jones,3662,2446,2,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,16000000
Werner Herzog,Toby Huss,84641,24270,0,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,10000000
Dan Fogelman,Jennifer Garner,20810,18712,0,http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1,10000000
Jay Duplass,Evan Ross,56005,3374,5,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,10000000
Luca Guadagnino,Waris Ahluwalia,14031,474,1,http://www.imdb.com/title/tt1226236/?ref_=fn_tt_tt_1,10000000
John Putch,Diedrich Bader,5612,5262,0,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,10000000
Peter Medak,Michael Wincott,10735,13160,1,http://www.imdb.com/title/tt0107983/?ref_=fn_tt_tt_1,11500000
Steven Soderbergh,Lesley Ann Warren,24412,1335,0,http://www.imdb.com/title/tt0165854/?ref_=fn_tt_tt_1,9000000
Paul Haggis,Loretta Devine,361169,5732,0,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,6500000
Terence Davies,Anthony LaPaglia,6377,2735,0,http://www.imdb.com/title/tt0200720/?ref_=fn_tt_tt_1,10000000
Harley Cokeliss,Tracey Walter,1768,1891,4,http://www.imdb.com/title/tt0093483/?ref_=fn_tt_tt_1,10000000
Victor Salva,Tim DeKay,20426,2673,1,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,10000000
Tom Brady,Kevin Nealon,9541,2603,1,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,10000000
Spike Lee,Michael Rapaport,8720,4266,0,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,10000000
Jason Zada,Stephanie Vogt,20837,578,1,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,10000000
Franklin J. Schaffner,William Hootkins,892,2079,0,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,14000000
Noah Baumbach,Maria Dizzia,30325,6322,2,http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1,10000000
Chris Weitz,Eddie 'Piolin' Sotelo,13174,2214,0,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1,10000000
David Cronenberg,John Neville,30096,1381,0,http://www.imdb.com/title/tt0278731/?ref_=fn_tt_tt_1,8000000
Eric Blakeney,Oliver Platt,5936,17665,0,http://www.imdb.com/title/tt0171356/?ref_=fn_tt_tt_1,10000000
Douglas McGrath,Anne Hathaway,9395,29177,1,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,10000000
Ariel Vromen,James Franco,55567,23187,1,http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1,10000000
,Olaf Lubaszenko,12591,25,0,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,
Rakesh Roshan,Rekha,12411,616,0,http://www.imdb.com/title/tt0432637/?ref_=fn_tt_tt_1,10000000
John Waters,Melanie Griffith,11403,3059,2,http://www.imdb.com/title/tt0173716/?ref_=fn_tt_tt_1,10000000
William Friedkin,Scott A. Martin,59297,11853,0,http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1,11000000
Derrick Borte,Gary Cole,33473,4607,4,http://www.imdb.com/title/tt1285309/?ref_=fn_tt_tt_1,5000000
Richard Kwietniowski,Minnie Driver,10585,23513,1,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,10000000
Bob Odenkirk,Lee Majors,9517,3307,2,http://www.imdb.com/title/tt0784972/?ref_=fn_tt_tt_1,10000000
Kar-Wai Wong,Norah Jones,44208,20364,3,http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1,10000000
John Turturro,Ben Gazzara,1402,1585,0,http://www.imdb.com/title/tt0120709/?ref_=fn_tt_tt_1,
Guy Ritchie,Jeanne Tripplehorn,13145,2006,0,http://www.imdb.com/title/tt0291502/?ref_=fn_tt_tt_1,10000000
Joshua Seftel,Sergej Trifunovic,20008,988,3,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,10000000
Stephen Chow,Karen Mok,56923,700,2,http://www.imdb.com/title/tt0286112/?ref_=fn_tt_tt_1,10000000
Vincent Gallo,Cheryl Tiegs,11487,883,0,http://www.imdb.com/title/tt0330099/?ref_=fn_tt_tt_1,10000000
Claude Chabrol,François Cluzet,1649,1256,0,http://www.imdb.com/title/tt0120018/?ref_=fn_tt_tt_1,60000000
Jon Stewart,Claire Foy,8307,1283,0,http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1,5000000
Bigas Luna,Aitana Sánchez-Gijón,1135,1019,1,http://www.imdb.com/title/tt0129923/?ref_=fn_tt_tt_1,
Ralph Fiennes,Ashraf Barhom,27009,18652,0,http://www.imdb.com/title/tt1372686/?ref_=fn_tt_tt_1,
Dan Harris,Ryan Donowho,8708,768,2,http://www.imdb.com/title/tt0373024/?ref_=fn_tt_tt_1,4000000
Mel Smith,Danny Dyer,3080,3049,2,http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1,10000000
Bobcat Goldthwait,Daryl Sabara,31964,50542,1,http://www.imdb.com/title/tt1262981/?ref_=fn_tt_tt_1,
Christopher Smith,Toby Stephens,31890,2217,0,http://www.imdb.com/title/tt0464196/?ref_=fn_tt_tt_1,5000000
Stuart Gordon,Dulé Hill,9971,5761,1,http://www.imdb.com/title/tt0443496/?ref_=fn_tt_tt_1,10000000
Jake Scott,Ally Sheedy,19979,18236,3,http://www.imdb.com/title/tt1183923/?ref_=fn_tt_tt_1,
Alan Metter,Michael Winslow,24958,17469,0,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1,6200000
Jeb Stuart,Nate Parker,465,4579,0,http://www.imdb.com/title/tt1210039/?ref_=fn_tt_tt_1,
Rafa Lara,Andrés Montiel,683,221,1,http://www.imdb.com/title/tt2553908/?ref_=fn_tt_tt_1,10000000
Michael Radford,Jared Gilman,2041,3465,0,http://www.imdb.com/title/tt2113659/?ref_=fn_tt_tt_1,10000000
Arthur Hiller,Harvey Weinstein,2971,2655,0,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,10000000
Michael Meredith,Justin Timberlake,2941,16118,2,http://www.imdb.com/title/tt1007018/?ref_=fn_tt_tt_1,10000000
Julio DePietro,Scott Porter,7759,3124,2,http://www.imdb.com/title/tt1247662/?ref_=fn_tt_tt_1,8000000
Katherine Dieckmann,Minnie Driver,3662,3146,1,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,5000000
William Dear,Corbin Bleu,361,2519,3,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1,
Kim Farrant,Reef Ireland,5637,285,0,http://www.imdb.com/title/tt2325977/?ref_=fn_tt_tt_1,10000000
Marcus Raboy,Tamala Jones,1097,1936,2,http://www.imdb.com/title/tt1210071/?ref_=fn_tt_tt_1,
Scott Marshall,Drew Waters,4995,4725,1,http://www.imdb.com/title/tt0887719/?ref_=fn_tt_tt_1,10000000
Álex de la Iglesia,Leonor Watling,22753,940,4,http://www.imdb.com/title/tt0488604/?ref_=fn_tt_tt_1,10000000
Andrew Traucki,Gyton Grantley,11950,375,0,http://www.imdb.com/title/tt1320291/?ref_=fn_tt_tt_1,
Michael Clancy,Rip Torn,7690,14656,6,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,6500000
Patrick Lussier,Craig Fairbrass,11285,934,0,http://www.imdb.com/title/tt0496436/?ref_=fn_tt_tt_1,10000000
Robert Adetuyi,Mishael Morgan,1642,964,0,http://www.imdb.com/title/tt1568139/?ref_=fn_tt_tt_1,10000000
Kari Skogland,Kevin Zegers,9585,7637,1,http://www.imdb.com/title/tt1097643/?ref_=fn_tt_tt_1,6000000
Taedong Park,Tom Arnold,162,2259,0,http://www.imdb.com/title/tt2722786/?ref_=fn_tt_tt_1,10000000
Paul Schrader,Ayelet Zurer,3075,31325,2,http://www.imdb.com/title/tt0479341/?ref_=fn_tt_tt_1,10000000
Benedikt Erlingsson,Charlotte Bøving,1920,81,0,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,10000000
Gurinder Chadha,Mark Addy,1250,2227,1,http://www.imdb.com/title/tt1319716/?ref_=fn_tt_tt_1,10000000
Jason Connery,Henry Rollins,5715,3937,4,http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1,10000000
Vic Sarin,Jesse Moss,2223,428,2,http://www.imdb.com/title/tt0213985/?ref_=fn_tt_tt_1,10000000
Jim Issa,Luke Perry,553,2739,5,http://www.imdb.com/title/tt1070781/?ref_=fn_tt_tt_1,10000000
Jee-woon Kim,Woo-sung Jung,26156,569,0,http://www.imdb.com/title/tt0901487/?ref_=fn_tt_tt_1,10000000
Douglas Aarniokoski,Katrina Bowden,7286,4686,0,http://www.imdb.com/title/tt1913166/?ref_=fn_tt_tt_1,10000000
William Phillips,Callum Rennie,3015,2876,1,http://www.imdb.com/title/tt1376195/?ref_=fn_tt_tt_1,10000000
Greg Mottola,Martin Starr,131180,18983,6,http://www.imdb.com/title/tt1091722/?ref_=fn_tt_tt_1,
Andy Garcia,Victor Rivers,8369,1674,0,http://www.imdb.com/title/tt0343996/?ref_=fn_tt_tt_1,9600000
Steve Carr,Mike Epps,27492,3939,1,http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1,9500000
Sarik Andreasyan,Jordana Brewster,12372,9432,1,http://www.imdb.com/title/tt2923316/?ref_=fn_tt_tt_1,10000000
Lewis Gilbert,Burt Kwouk,75280,2127,0,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,9500000
Julian Gilbey,Alfie Allen,5865,35634,7,http://www.imdb.com/title/tt2556874/?ref_=fn_tt_tt_1,10000000
Michael Haneke,Emmanuelle Riva,70382,1557,1,http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1,8900000
Gary Sherman,Heather O'Rourke,13190,3827,0,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,10500000
Valeri Milev,Roger Cross,1763,1702,0,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,9500000
Stanley Kramer,Sid Caesar,29323,4109,0,http://www.imdb.com/title/tt0057193/?ref_=fn_tt_tt_1,9400000
Pedro Almodóvar,Lola Dueñas,76681,448,1,http://www.imdb.com/title/tt0441909/?ref_=fn_tt_tt_1,
Gerald Potterton,Joe Flaherty,23516,646,0,http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1,9300000
Jared Hess,Michael Angarano,9006,34398,7,http://www.imdb.com/title/tt1161418/?ref_=fn_tt_tt_1,
Richard Loncraine,Jim Broadbent,11612,23962,3,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1,6000000
David Hackl,Michaela McManus,4486,1586,4,http://www.imdb.com/title/tt1694021/?ref_=fn_tt_tt_1,10000000
Anurag Basu,Steven Michael Quezada,9673,1836,0,http://www.imdb.com/title/tt1198101/?ref_=fn_tt_tt_1,600000000
Lars von Trier,Kirsten Dunst,128729,15835,1,http://www.imdb.com/title/tt1527186/?ref_=fn_tt_tt_1,7400000
Kriv Stenders,Keisha Castle-Hughes,13003,1248,0,http://www.imdb.com/title/tt0803061/?ref_=fn_tt_tt_1,8500000
Yash Chopra,Katrina Kaif,42296,13762,4,http://www.imdb.com/title/tt2176013/?ref_=fn_tt_tt_1,7217600
Ridley Scott,Yaphet Kotto,563827,2524,0,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,11000000
Tobe Hooper,Edwin Neal,96410,1094,0,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,83532
Floria Sigismondi,Scout Taylor-Compton,39260,21711,2,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,10000000
Norman Jewison,Paul Michael Glaser,29839,934,0,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,9000000
Terence Young,Earl Cameron,82073,1164,1,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,9000000
Joseph Kahn,Shanley Caswell,12520,15014,2,http://www.imdb.com/title/tt1701990/?ref_=fn_tt_tt_1,10000000
