director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,movie_imdb_link,language,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
0,83,Jason Cerbone,10696,Crime|Thriller,Glenn Plummer,Shade ,10771,Mark De Alessandro,8,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,English,83,6.4,2.35,413
13,261,Nolan Gerard Funk,31607598,Drama|Horror|Thriller,Jennifer Lawrence,House at the End of the Street ,58366,Gil Bellows,1,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,English,924,5.6,2.35,10000
777,58,Mélissa Désormeaux-Poulin,6857096,Drama|Mystery|War,Lubna Azabal,Incendies ,80429,Ahmad Massad,0,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,French,66,8.2,1.85,37000
125,11,Silvio Muccino,223878,Comedy|Drama|Romance,Laura Morante,"Remember Me, My Love ",3548,Giulia Michelini,1,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,Italian,29,6.5,2.35,282
11,415,Brendan Coyle,828,Action|Comedy|Crime|Drama|Romance|Thriller,Jim Broadbent,Perrier's Bounty ,5133,Michael McElhatton,8,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,English,418,6.4,2.35,663
294,15,Fernanda Machado,8060,Action|Crime|Drama|Thriller,Wagner Moura,Elite Squad ,81644,André Ramiro,1,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,Portuguese,39,8.1,1.85,11000
40,300,Annabelle Wallis,84263837,Horror|Mystery,Alfre Woodard,Annabelle ,81699,Gabriel Bateman,0,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,English,421,5.4,2.35,45000
3,38,Magda Szubanski,110029,Comedy|Drama|Musical,Deborah Mailman,Bran Nue Dae ,1388,Jessica Mauboy,7,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,English,46,6.3,2.35,479
309,15,Lloyd Avery II,57504069,Crime|Drama,John Cothran,Boyz n the Hood ,94139,Na'Blonka Durden,2,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,English,26,7.8,1.85,0
7,51,Rosanna DeSoto,54215416,Biography|Drama|Music,Esai Morales,La Bamba ,21409,Danielle von Zerneck,1,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,English,63,6.8,1.85,0
0,146,Len Cariou,,Comedy|Drama,Rita Moreno,The Four Seasons ,3157,Sandy Dennis,2,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,English,167,7.2,1.85,337
0,517,David Margulies,31899000,Mystery|Romance|Thriller,Angie Dickinson,Dressed to Kill ,23986,Nancy Allen,0,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,English,567,7.1,2.35,0
208,689,Frances Conroy,24103594,Adventure|Comedy|Drama|Family,Curtis Armstrong,The Adventures of Huck Finn ,6384,Anne Heche,0,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,English,827,6.2,1.85,391
218,376,Jay Mohr,16842303,Comedy|Crime,Sarah Polley,Go ,59474,Scott Wolf,3,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,English,563,7.3,2.35,0
132,180,Marin Hinkle,13367101,Comedy|Drama|Romance,Greg Germann,Friends with Money ,19715,Jake Cherry,2,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,English,230,5.9,2.35,515
338,45,Paula Kelly,,Sci-Fi|Thriller,David Wayne,The Andromeda Strain ,25857,Eric Christmas,0,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,English,112,7.2,2.35,0
38,91,Bob Gunton,10149779,Horror|Sci-Fi|Thriller,Leon,Bats ,8294,Ned Bellamy,0,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,English,461,3.6,2.35,342
11,8,Juliane Köhler,6173485,Biography|Drama,Merab Ninidze,Nowhere in Africa ,10672,Matthias Habich,0,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,English,36,7.7,2.35,802
0,726,Nicole Beharie,4000304,Drama,Michael Fassbender,Shame ,145395,James Badge Dale,0,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,English,898,7.3,2.35,23000
905,466,Sally Hawkins,2338695,Crime|Drama|Thriller,Tom Hardy,Layer Cake ,134070,Jamie Foreman,1,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,English,594,7.4,2.35,0
0,266,Eric Johnson,2024854,Drama|Western,Emily Podleski,The Work and the Glory II: American Zion ,564,Brenda Strong,2,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,English,373,6.6,2.35,19
129,782,Julia Ormond,2268296,Drama|Thriller,Alexander Skarsgård,The East ,41856,Jason Ritter,4,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,English,918,6.9,2.35,12000
15,874,Matt Frewer,1029017,Drama|Romance,Robin Wright,A Home at the End of the World ,12049,Sissy Spacek,2,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,English,986,6.8,2.35,1000
19,0,Sara-Marie Maltha,64148,Drama,Charlotte Rampling,Aberdeen ,2601,Stellan Skarsgård,0,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,English,2,7.3,1.85,260
38,706,Yaya DaCosta,66637,Drama|Romance|War,Steve Buscemi,The Messenger ,29608,Eamonn Walker,0,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,English,712,7.2,2.35,0
9,368,Jed Brophy,,Action|Adventure|Drama|Western,Ray Winstone,Tracker ,2892,Temuera Morrison,0,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,English,433,6.5,2.35,830
210,471,Samantha Morton,871577,Biography|Drama|Music,Sam Riley,Control ,51353,Alexandra Maria Lara,1,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,English,631,7.7,2.35,13000
0,255,Brian Thompson,38400000,Action|Sci-Fi,Michael Biehn,The Terminator ,600266,Paul Winfield,1,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,English,663,8.1,1.85,13000
31,43,Chulpan Khamatova,4063859,Drama|Romance,Florian Lukas,Good Bye Lenin! ,114407,Burghart Klaußner,2,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,German,51,7.7,1.85,11000
0,27,Mark Bazeley,449558,Biography|Drama|Sport,Stephen Graham,The Damned United ,32307,Maurice Roëves,2,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,English,54,7.6,1.85,0
228,358,Clu Gulager,,Comedy|Horror|Sci-Fi,Linnea Quigley,The Return of the Living Dead ,39856,Beverly Randolph,0,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,English,426,7.3,1.85,0
,5,Fortunato Cerlino,,Crime|Drama|Thriller,Maria Pia Calzone,Gomorrah             ,9638,Marco D'Amore,5,http://www.imdb.com/title/tt2049116/?ref_=fn_tt_tt_1,Italian,9,8.7,1.85,0
0,781,Jason Mewes,2122561,Comedy|Romance,Ethan Suplee,Mallrats ,99033,Joey Lauren Adams,6,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,English,898,7.2,1.85,0
116,898,Stockard Channing,181360000,Musical|Romance,Olivia Newton-John,Grease ,170027,Sid Caesar,2,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,English,944,7.2,2.35,13000
0,576,Tom Berenger,137963328,Drama|War,Johnny Depp,Platoon ,291603,Kevin Dillon,0,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,English,854,8.1,1.85,9000
909,282,Stevie Wonder,119078393,Documentary|Drama|War,Osama bin Laden,Fahrenheit 9/11 ,113152,Ricky Martin,0,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,English,328,7.5,1.85,0
131,399,Ted Cassidy,102308900,Biography|Crime|Drama|Western,Katharine Ross,Butch Cassidy and the Sundance Kid ,152089,Kenneth Mars,1,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,English,566,8.1,2.35,0
55,266,Glynis Johns,102300000,Comedy|Family|Fantasy|Musical,Ed Wynn,Mary Poppins ,107408,Elsa Lanchester,2,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,English,279,7.8,1.66,0
0,535,Elizabeth McGovern,54800000,Drama,Adam Baldwin,Ordinary People ,35130,Judd Hirsch,3,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,English,553,7.8,1.85,0
153,447,Steve Coogan,24004159,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days ,68722,Cécile De France,0,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,English,1000,5.8,2.35,0
34,249,George Chakiris,43650000,Crime|Drama|Musical|Romance|Thriller,Rita Moreno,West Side Story ,71919,Richard Beymer,0,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,English,271,7.6,2.2,0
11000,484,Rodney Dangerfield,39800000,Comedy|Sport,Bill Murray,Caddyshack ,81599,Brian Doyle-Murray,3,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,English,573,7.4,1.85,0
10,578,Tatyana Ali,27457409,Comedy|Drama,Julie Benz,The Brothers ,3198,Jenifer Lewis,4,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,English,685,6.3,1.85,478
44,328,Tamala Jones,25047631,Comedy|Drama|Romance,Omar Epps,The Wood ,6585,Richard T. Jones,0,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,English,405,6.9,1.85,990
0,574,Chazz Palminteri,23272306,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects ,740918,Kevin Pollak,4,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,English,979,8.6,2.35,28000
81,92,Kelly Jo Minter,22168359,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child ,29659,Matthew Borlenghi,0,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,English,101,5.1,1.85,1000
12,583,Curtis Armstrong,21005329,Comedy|Romance,Ryan Reynolds,Van Wilder: Party Liaison ,89128,Erik Estrada,0,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,English,876,6.4,1.85,0
0,120,John D'Leo,26236603,Drama|Sport,Mark Margolis,The Wrestler ,251349,Ajay Naidu,0,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,English,245,7.9,2.35,10000
54,332,Lillian Gish,20400000,Drama|Romance|Western,Joseph Cotten,Duel in the Sun ,6304,Jennifer Jones,0,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,English,436,6.9,1.37,403
378,658,Catherine O'Hara,18621249,Comedy,John Michael Higgins,Best in Show ,45859,Michael McKean,9,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,English,925,7.5,1.85,0
0,381,Adrienne Barbeau,25244700,Action|Sci-Fi,Donald Pleasence,Escape from New York ,91017,Tom Atkins,1,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,English,602,7.2,2.35,0
0,182,Ossie Davis,14545844,Comedy|Drama|Musical,Tisha Campbell-Martin,School Daze ,4756,Bill Nunn,4,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,English,282,5.8,1.85,624
0,405,Brian Doyle-Murray,13235267,Comedy|Family,Lochlyn Munro,Daddy Day Camp ,12339,Tamala Jones,2,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,English,484,2.9,1.85,256
472,64,Richard Norton,12674183,Action|Comedy|Crime,Sammo Kam-Bo Hung,Mr. Nice Guy ,19774,Rachel Blakely,1,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,English,155,6.2,2.35,355
378,345,Christopher Guest,17508936,Comedy|Music,Michael McKean,A Mighty Wind ,22408,Laura Harris,0,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,English,378,7.3,1.85,0
80,658,Lili Taylor,12793213,Comedy|Drama|Romance,Julia Roberts,Mystic Pizza ,18286,Conchata Ferrell,4,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,English,960,6.2,1.85,0
,502,Tuppence Middleton,,Drama|History|Romance|War,Jim Broadbent,War & Peace             ,9277,Lily James,1,http://www.imdb.com/title/tt3910804/?ref_=fn_tt_tt_1,English,888,8.2,16.0,11000
29,161,Kevin McNally,11883495,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,Sliding Doors ,52805,John Lynch,1,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,English,427,6.8,1.85,0
38,360,Clarence Williams III,11797927,Comedy|Horror|Thriller,Corbin Bernsen,Tales from the Hood ,4582,David Alan Grier,0,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,English,475,6.1,1.85,985
162,25,Simon McBurney,17605861,Biography|Drama|History|Thriller,David Oyelowo,The Last King of Scotland ,145580,Abby Mukiibi Nkaaga,1,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,English,149,7.7,2.35,0
2,120,Tamara Glynn,11642254,Horror|Thriller,Donald Pleasence,Halloween 5 ,22929,Troy Evans,1,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,English,256,5.2,1.85,926
0,84,Brandon Smith,9203192,Comedy|Crime|Drama,Matthew McConaughey,Bernie ,45396,Rick Dial,1,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,English,106,6.8,1.85,15000
0,,Daryl Hannah,7518876,Adventure|Documentary|Short,Charlotte Rampling,Dolphins and Whales 3D: Tribes of the Ocean ,172,,0,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,English,0,6.5,1.78,28
0,221,Bud Cort,8596914,Biography|Drama,John Heard,Pollock ,23023,Amy Madigan,0,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,English,394,7.0,1.85,0
112,612,Dave Chappelle,6851636,Comedy|Drama|Romance,Janeane Garofalo,200 Cigarettes ,13010,Gaby Hoffmann,5,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,English,744,5.9,1.85,0
49,10000,Bradley Cooper,11434867,Drama|Mystery|Romance|Thriller,J.K. Simmons,The Words ,59637,Olivia Wilde,1,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,English,14000,7.1,1.85,21000
4,546,Adrian Martinez,5895238,Comedy|Western,Will Ferrell,Casa de mi Padre ,17169,Luis E. Carazo,1,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,Spanish,806,5.5,2.35,9000
20,130,Curtiss Cook,6670712,Comedy|Drama,Ezra Miller,City Island ,27301,Dominik García-Lorido,6,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,English,591,7.4,1.85,0
51,28,Fionnula Flanagan,5359774,Comedy|Crime|Thriller,Don Cheadle,The Guard ,64794,Wale Ojo,0,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,English,482,7.3,2.35,17000
0,664,Alona Tal,4693919,Comedy,Drake Bell,College ,11011,Haley Bennett,0,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,English,1000,4.6,1.85,422
0,826,Kathleen Turner,4859475,Drama|Romance,Kirsten Dunst,The Virgin Suicides ,116910,Scott Glenn,0,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,English,899,7.2,1.85,0
39,286,Annette Badland,4595000,Comedy|Drama|Music|Romance,Jim Broadbent,Little Voice ,13892,Brenda Blethyn,4,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,English,497,7.0,1.85,915
138,263,Windell Middlebrooks,4542775,Comedy|Romance,Hugh M. Hefner,Miss March ,18313,Raquel Alessi,2,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,English,308,5.1,1.85,985
0,379,Josh Gad,3588432,Comedy|Drama,Jim Parsons,Wish I Was Here ,29341,Michael Weston,4,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,English,1000,6.7,2.35,0
3,353,Dylan Baker,4394936,Comedy|Drama|Fantasy|Romance,Sarah Michelle Gellar,Simply Irresistible ,11439,Lawrence Gilliard Jr.,1,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,English,812,5.3,2.35,901
,724,Jason Dohring,,Crime|Drama|Mystery,Francis Capra,Veronica Mars             ,55524,Enrico Colantoni,1,http://www.imdb.com/title/tt0412253/?ref_=fn_tt_tt_1,English,828,8.4,1.78,0
263,179,Miriam Shor,3029081,Comedy|Drama|Music|Musical,John Cameron Mitchell,Hedwig and the Angry Inch ,26300,Andrea Martin,0,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,English,261,7.8,1.85,0
23,82,Ryan Bollman,3273588,Action|Drama,Antoni Corone,Only the Strong ,4195,Todd Susman,1,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,English,91,6.7,1.85,0
10,34,Monda Scott,,Drama|Horror|Mystery|Thriller,Rachel Alig,Goddess of Love ,522,Alexis Kendra,0,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,English,77,5.4,2.35,84
53,491,Rosario Dawson,2207975,Drama|History,Hayden Christensen,Shattered Glass ,28855,Cas Anvar,0,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,English,3000,7.2,2.35,0
8,15,Lynne Thigpen,2025238,Comedy|Crime|Drama|Thriller,Chelcie Ross,Novocaine ,9589,Polly Noonan,3,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,English,230,5.8,1.85,289
5,152,Tony Devon,1028337,Drama|Thriller,Stockard Channing,The Business of Strangers ,3413,Frederick Weller,2,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,English,257,6.4,1.85,29
541,242,Warren Oates,,Action|Adventure|Western,William Holden,The Wild Bunch ,63192,L.Q. Jones,1,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,English,288,8.0,2.35,0
129,362,Aaron Yoo,2077046,Comedy|Drama|Romance,Mary-Kate Olsen,The Wackness ,27266,Method Man,2,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,English,617,7.0,2.35,0
735,20,Michael Elphick,,Adventure|Crime|Drama|Thriller,Lesley-Anne Down,The Great Train Robbery ,11623,Pamela Salem,2,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,English,34,7.0,1.85,643
159,53,Bryan Dick,267194,Drama,Samantha Morton,Morvern Callar ,6906,Paul Popplewell,0,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,English,104,6.7,1.85,605
0,284,Kari Wuhrer,869325,Action|Adventure|Fantasy|Sci-Fi,Michael Berryman,Beastmaster 2: Through the Portal of Time ,2281,Marc Singer,2,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,English,514,3.8,1.85,125
11,316,Kendrick Cross,399611,Biography|Drama|Sport,Aidan Quinn,The 5th Quarter ,1245,Sammy Nagi Njuguna,2,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,English,529,5.7,1.85,0
324,27,Nathalie Baye,181798,Drama,Benoît Magimel,The Flower of Evil ,2591,Mélanie Doutey,5,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,French,67,6.6,1.66,52
19,71,Zoë Kravitz,115862,Drama|Romance,Jennifer Ehle,The Greatest ,7394,Cara Seymour,2,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,English,943,6.7,2.35,0
61,451,Russell Wong,1346503,Drama|History,Bingbing Li,Snow Flower and the Secret Fan ,3024,Ji-hyun Jun,0,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,English,595,6.1,2.35,0
781,90,Diane Ladd,117560,Drama|Romance,Tim Blake Nelson,Come Early Morning ,2330,Ritchie Montgomery,0,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,English,206,6.2,1.85,224
11,419,Olivia Williams,54606,Comedy|Crime|Romance,James Nesbitt,Lucky Break ,1940,Peter McNamara,0,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,English,766,6.2,2.35,30
160,898,Jane Fonda,,Drama,Meryl Streep,Julia ,6454,Vanessa Redgrave,2,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,English,949,7.4,1.85,733
0,499,Scott Glenn,36497,Comedy,Matthew McConaughey,"Surfer, Dude ",7367,Sarah Wright,0,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,English,826,4.7,1.85,850
194,0,Pat Buchanan,23807,Documentary,Noam Chomsky,Lake of Fire ,2143,Bill Baird,0,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,English,2,8.3,,570
9,407,Barbara Hershey,,Comedy|Crime|Drama,Henry Thomas,11:14 ,38273,Shawn Hatosy,1,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,English,618,7.2,1.85,0
17,259,Kevin Tighe,,Action|Drama|Thriller,Catherine Bell,Men of War ,2989,Tim Guinee,1,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,English,472,5.8,2.35,176
2,99,M. Emmet Walsh,,Drama|Mystery|Thriller,Pruitt Taylor Vince,Don McKay ,2050,Robert Wahlberg,1,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,English,521,5.9,1.85,275
24,874,Olivia Wilde,65804,Crime|Drama|Thriller,Charlie Hunnam,Deadfall ,32512,Sissy Spacek,1,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,English,10000,6.3,2.35,0
24,130,Aidan Quinn,,Drama|Family,Connie Nielsen,A Shine of Rainbows ,1696,John Bell,2,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,English,767,7.2,2.35,1000
58,787,Sean Cook,,Action|Thriller,Drew Waters,The Hit List ,10196,Cole Hauser,1,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,English,816,5.4,1.85,0
,334,Blake Ritson,,Comedy|Drama|Romance,Romola Garai,Emma             ,10388,Rupert Evans,1,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,English,432,8.2,1.78,0
0,15,Leslie Carlson,,Horror|Mystery|Sci-Fi|Thriller,Debbie Harry,Videodrome ,60522,Reiner Schwarz,0,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,English,20,7.3,1.85,0
82,269,Cécile De France,3895664,Comedy|Drama,Romain Duris,L'auberge espagnole ,34383,Iddo Goldberg,0,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,French,447,7.3,1.85,0
4,444,Shawn Parsons,20200,Drama|Music,Anne Hathaway,Song One ,6797,Li Jun Li,1,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,English,485,5.8,,0
58,400,Chris Penn,31874869,Crime|Mystery|Thriller,Ryan Gosling,Murder by Numbers ,43575,Agnes Bruckner,0,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,English,455,6.1,1.85,0
12,19,Tygo Gernandt,542860,Drama|History|War,Yorick van Wageningen,Winter in Wartime ,9230,Martijn Lakemeier,1,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,Dutch,20,7.1,2.35,0
139,1000,Michael Jai White,,Comedy|Crime|Thriller,Billy Burke,Freaky Deaky ,6741,Bill Duke,0,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,English,2000,6.5,,0
287,28,Paul Scofield,,Thriller|War,Jeanne Moreau,The Train ,10119,Michel Simon,0,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,English,94,7.9,1.66,0
0,57,John Billingsley,15059,Drama|Thriller,Mira Sorvino,Trade of Innocents ,748,Trieu Tran,2,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,English,323,5.4,2.35,543
64,380,Nathan Jones,11905519,Action|Crime|Drama|Thriller,Jon Foo,The Protector ,30210,Johnny Nguyen,0,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,Thai,635,7.1,1.85,0
0,136,Frank Finlay,69582,Comedy,Sean Pertwee,Stiff Upper Lips ,867,Samuel West,2,http://www.imdb.com/title/tt0120210/?ref_=fn_tt_tt_1,English,338,6.4,1.85,109
,220,Belinda Stewart-Wilson,,Comedy|Romance,Simon Bird,The Inbetweeners             ,55987,James Buckley,0,http://www.imdb.com/title/tt1220617/?ref_=fn_tt_tt_1,English,223,8.4,16.0,0
98,397,Parminder Nagra,32541719,Comedy|Drama|Romance|Sport,Archie Panjabi,Bend It Like Beckham ,89806,Anupam Kher,0,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,English,528,6.7,1.85,0
407,501,Edie Falco,3064356,Drama|Romance,Miguel Ferrer,Sunshine State ,3433,Timothy Hutton,6,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,English,659,6.9,1.85,160
17,255,Wayne Brady,7009668,Action|Sport,Wesley Jonathan,Crossover ,8707,Eva Marcille,6,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,English,378,2.1,1.85,244
