num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,gross,genres,actor_1_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
132,101,17,429,34017854,Comedy,Bella Thorne,4,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,116,English,966,2.35,8000
66,104,170,202,4273372,Drama|Music|Romance,Mariah Carey,1,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,308,English,218,2.35,0
79,101,14,559,,Drama|Horror|Mystery|Thriller,Abigail Spencer,0,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,57,English,907,2.35,0
15,135,0,13,,Action|Drama,Yu-mi Jeong,0,http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1,17,Korean,15,2.35,387
222,119,319,179,4440055,Biography|Drama|Romance,Abbie Cornish,0,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,110,English,552,1.85,0
210,128,160,81,4018695,Adventure|Drama|Thriller,Shah Rukh Khan,2,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,235,Hindi,327,2.35,27000
60,107,71,304,80000000,Drama|Music|Romance,Dianne Wiest,0,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113,English,455,1.85,0
346,106,78,,6262942,Action|Adventure|Drama,Robert Redford,0,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,312,English,,2.35,18000
46,126,407,39,1997807,Adventure|Drama|Thriller,Mary Elizabeth Mastrantonio,0,http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,140,English,107,1.85,196
15,128,11,119,1207007,Comedy|Drama|Romance,Katrina Kaif,2,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,47,Hindi,687,,341
169,127,644,6,1829142,Drama|War,Padraic Delaney,1,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,222,English,8,1.85,0
25,160,0,417,3827466,Comedy|Drama|Musical|Romance,Ranbir Kapoor,2,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,102,Hindi,551,,0
81,126,80,225,90800000,Action|Drama|Family|Sport,Martin Kove,0,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,235,English,641,1.85,0
54,171,54,346,,Biography|Drama|History|Romance,Peter Ustinov,0,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,90,English,426,1.37,1000
147,150,163,636,140244,Horror|Musical|Sci-Fi,Alexa PenaVega,1,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,259,English,716,1.85,8000
16,122,11,173,,Action|Adventure,Necati Sasmaz,3,http://www.imdb.com/title/tt0493264/?ref_=fn_tt_tt_1,159,Arabic,197,1.85,467
215,178,16000,857,107930000,Crime|Drama,Bruce Willis,1,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1,2195,English,902,2.35,45000
63,95,21,842,76657000,Adventure|Comedy|Family|Musical,Madeline Kahn,0,http://www.imdb.com/title/tt0079588/?ref_=fn_tt_tt_1,92,English,985,1.85,0
534,117,66,85,32279955,Crime|Drama|Thriller,Jake Gyllenhaal,1,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,552,English,241,2.35,65000
66,119,422,422,4992159,Comedy|Horror|Thriller,Brittany Daniel,2,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,201,English,499,2.35,713
119,174,338,195,163214286,Biography|Drama|Family|Musical|Romance,Eleanor Parker,3,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,406,English,209,2.35,15000
43,111,2000,51,69800000,Comedy|Fantasy|Romance,Tom Hanks,2,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,99,English,161,1.85,0
270,101,36,27,59889948,Comedy|Drama,Steve Carell,1,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,889,English,150,2.35,15000
99,89,0,107,52287414,Adventure|Drama,Marshall Bell,2,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,584,English,107,1.85,24000
224,113,0,27,45063889,Drama|Horror|Sci-Fi|Thriller,Noah Huntley,0,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,1441,English,32,1.85,11000
58,95,548,360,40066497,Drama|Music,Jennifer Freeman,0,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,247,English,363,1.85,0
53,112,152,459,36500000,Biography|Crime|Drama,Clint Eastwood,0,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,142,English,466,1.85,0
37,109,44,458,27362712,Comedy|Drama|Music|Romance,Boris Kodjoe,1,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,60,English,886,1.85,0
11,108,0,388,34746109,Comedy|Crime|Drama|Romance|Thriller,Faizon Love,2,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,14,English,434,2.35,559
327,100,129,3000,34963967,Comedy|Drama|Romance,Joseph Gordon-Levitt,2,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,378,English,10000,1.85,40000
135,90,5,297,25926543,Horror|Mystery|Thriller,James Kyson,1,http://www.imdb.com/title/tt0482599/?ref_=fn_tt_tt_1,148,English,332,1.85,0
127,130,0,602,,Comedy|Fantasy|Horror,Ted Danson,0,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,211,English,826,1.85,0
164,94,19,117,26049082,Comedy|Romance,Mackenzie Davis,3,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,100,English,342,2.35,0
14,93,2,213,,Comedy|Fantasy|Sci-Fi,Brian Doyle-Murray,1,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,48,English,345,1.85,495
6,80,2,102,,Adventure,Tina Gilton,,http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1,6,English,163,,240
41,111,0,591,22551000,Comedy|Drama|Romance,Keanu Reeves,0,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,165,English,18000,1.85,0
143,142,13,244,22800000,Action|Adventure|Thriller,Telly Savalas,2,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,452,English,314,2.35,0
9,60,,460,,Action|Crime|Drama|Thriller,Nick Wechsler,2,http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1,25,English,579,16.0,0
109,107,0,112,18090181,Fantasy|Horror|Mystery|Thriller,Miko Hughes,0,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,271,English,449,1.85,0
59,91,13,292,17843379,Comedy|Drama|Romance,Stephen Collins,2,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,147,English,442,1.85,0
95,112,3,268,18811135,Drama,Curtis Armstrong,0,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,172,English,801,2.35,0
40,82,33,475,17278980,Comedy|Crime,Dave Chappelle,0,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,164,English,503,1.85,0
121,97,3,631,16699684,Comedy|Romance,J.K. Simmons,1,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,78,English,827,1.85,0
358,128,79,414,50815288,Drama|Thriller,Matt Damon,0,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,625,English,903,2.35,0
288,102,126,517,15047419,Crime|Drama,Christian Bale,1,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,1061,English,1000,2.35,18000
107,93,44,596,14015786,Drama|Romance,Jake Gyllenhaal,3,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,298,English,11000,1.85,938
28,116,31,50,,Action|Comedy|Crime|Thriller,Colm Feore,2,http://www.imdb.com/title/tt0479647/?ref_=fn_tt_tt_1,90,English,290,2.35,758
91,138,78,968,10269307,Action|Crime|Thriller,Norman Reedus,0,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,188,English,3000,2.35,0
55,117,133,86,,Drama|Romance,Alexandra Maria Lara,1,http://www.imdb.com/title/tt0896923/?ref_=fn_tt_tt_1,25,English,277,1.85,638
231,93,132,216,17536788,Comedy|Drama|Romance,Christopher Nicholas Smith,2,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,142,English,265,1.85,12000
262,92,87,424,58401464,Comedy|Romance,Emma Stone,1,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,264,English,1000,1.85,19000
7,110,10,582,8880705,Comedy|Drama|Romance,Jada Pinkett Smith,0,http://www.imdb.com/title/tt0110137/?ref_=fn_tt_tt_1,11,English,780,1.85,160
196,92,54,306,8279017,Drama|Horror,Eddie Izzard,1,http://www.imdb.com/title/tt0189998/?ref_=fn_tt_tt_1,339,English,595,2.35,0
83,104,18,741,10106233,Comedy|Drama,Cameron Monaghan,0,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,32,English,962,1.85,0
18,98,198,636,,Comedy|Romance,Mark Margolis,2,http://www.imdb.com/title/tt0117283/?ref_=fn_tt_tt_1,55,English,975,1.85,125
11,89,15,660,4692814,Comedy,Barry Corbin,2,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,34,English,826,1.85,77
72,92,26,417,5018450,Comedy|Fantasy|Romance,Harold Perrineau,0,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,86,English,905,2.35,859
51,140,133,136,25967000,Drama|Romance,Anthony Hopkins,3,http://www.imdb.com/title/tt0104454/?ref_=fn_tt_tt_1,86,English,898,2.35,788
18,60,,648,,Adventure|Drama|Fantasy|Mystery,Dominic Cooper,0,http://www.imdb.com/title/tt5016504/?ref_=fn_tt_tt_1,85,English,788,16.0,18000
328,90,26,0,3442820,Animation|Comedy|Drama|Romance,Jennifer Jason Leigh,0,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,140,English,442,2.35,0
248,129,608,386,3205244,Comedy|Drama,Jim Broadbent,0,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,141,English,579,2.35,0
128,111,341,569,3076425,Comedy|Crime|Musical|Romance,Catherine Deneuve,1,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,162,French,678,1.85,0
45,79,73,112,2275557,Action|Comedy|Crime|Thriller,Cary-Hiroyuki Tagawa,2,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,102,English,1000,1.85,0
49,104,71,168,1789892,Comedy|Crime,Janeane Garofalo,1,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,109,English,261,1.85,515
163,101,16,472,6350058,Comedy|Drama|Romance,Zoë Kravitz,3,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,150,English,769,1.85,20000
163,113,13,594,1094798,Biography|Comedy|Drama|History,Bob Hoskins,6,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,73,English,629,2.35,0
90,92,14,291,1071240,Biography|Drama,Colin Firth,2,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,34,English,1000,2.35,429
23,106,23,200,532190,Biography|Drama|Romance|Sport,Kurtwood Smith,2,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,37,English,273,1.66,0
17,98,136,249,,Adventure|Drama,Faye Dunaway,0,http://www.imdb.com/title/tt0086582/?ref_=fn_tt_tt_1,15,English,649,1.85,79
118,75,45,4,686383,Adventure|Animation|Family|Fantasy,Sean Lennon,0,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,71,English,5,1.85,11000
283,104,109,7,16168741,Drama|Music,James Corden,1,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,182,English,12,1.85,43000
74,108,12,710,568695,Drama|Romance|Thriller,Hunter Parrish,2,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,110,English,844,2.35,412
41,99,30,209,398420,Crime|Drama,Jerry Ferrara,3,http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1,48,English,257,2.35,226
17,180,0,844,,Drama|Romance,Rufus Sewell,2,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1,12,English,2000,16.0,434
66,109,200,1000,336456,Comedy|Crime|Musical|Mystery,Robert Downey Jr.,2,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,79,English,18000,1.85,494
36,111,2,227,146083,Drama|Romance|War,Anna Friel,3,http://www.imdb.com/title/tt0119494/?ref_=fn_tt_tt_1,27,English,306,2.35,75
140,93,8,33,298110,Comedy|Drama|Horror|Sci-Fi,Alexia Fast,1,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,98,English,177,2.35,0
32,99,387,399,127144,Comedy|Drama|Romance,Will Ferrell,4,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,27,English,489,2.35,143
68,98,36,405,117190,Action|Comedy|Crime,Rupert Grint,4,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,86,English,692,2.35,0
79,95,3,448,108662,Crime|Horror|Thriller,John de Lancie,0,http://www.imdb.com/title/tt0964539/?ref_=fn_tt_tt_1,107,English,513,2.35,3000
9,142,,427,,Drama|Romance,Tom Hardy,2,http://www.imdb.com/title/tt1238834/?ref_=fn_tt_tt_1,33,English,698,,0
26,107,53,463,53481,Crime|Drama|Thriller,Brian Dennehy,5,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,34,English,551,2.35,294
100,102,346,488,23106,Comedy|Crime|Drama|Romance,Michael Angarano,0,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,58,English,526,1.66,532
56,97,43,47,52961,Drama,Ian Tracey,1,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,11,English,63,2.35,675
150,124,78,4,439162,Action|Animation|Sci-Fi,Mitsuo Iwata,0,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,430,Japanese,5,1.85,0
30,97,17,1000,,Action|Crime|Thriller,Paul Walker,2,http://www.imdb.com/title/tt0473188/?ref_=fn_tt_tt_1,31,English,10000,2.35,0
20,124,2,23,,Biography|Drama|Sport,Stephen McHattie,0,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,31,French,265,2.35,520
21,96,2,600,,Action|Crime|Drama|Thriller,Rachel Ann Mullins,6,http://www.imdb.com/title/tt2112277/?ref_=fn_tt_tt_1,24,English,920,,438
11,114,29,11,50000,Action|Adventure|Comedy|Romance,Leehom Wang,2,http://www.imdb.com/title/tt2102502/?ref_=fn_tt_tt_1,2,Chinese,20,2.35,81
85,90,21,112,671240,Comedy|Drama|Romance,Celia Imrie,0,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,149,English,119,2.35,0
5,104,78,189,,Drama,Mckenna Grace,0,http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1,5,English,206,2.35,205
160,102,341,15,10105505,Crime|Drama|Mystery|Thriller,Charlotte Rampling,0,http://www.imdb.com/title/tt0324133/?ref_=fn_tt_tt_1,288,English,521,1.85,0
25,93,16,376,,Action|Drama,Spencer Wilding,2,http://www.imdb.com/title/tt2628316/?ref_=fn_tt_tt_1,13,English,524,2.35,0
21,90,73,26,882290,Action|Sci-Fi|Sport,Delroy Lindo,2,http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1,43,English,643,1.33,999
15,106,155,391,,Action,Scott Takeda,0,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1,14,English,505,,689
61,99,78,325,106593296,Comedy|Drama|Family,Morgan Freeman,1,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,134,English,509,1.85,3000
34,115,88,890,43490057,Comedy|Drama,Vanessa Williams,6,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,30,English,1000,1.85,508
62,89,7,36,32333860,Action|Comedy,Françoise Yip,1,http://www.imdb.com/title/tt0113326/?ref_=fn_tt_tt_1,81,Cantonese,147,2.35,0
102,101,2,40,,Drama|War|Western,Viggo Mortensen,0,http://www.imdb.com/title/tt2936180/?ref_=fn_tt_tt_1,19,French,154,2.35,2000
239,92,655,88,24792061,Comedy|Drama,J.K. Simmons,0,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,323,English,829,2.35,0
252,94,0,658,17544812,Horror,Jay Hernandez,0,http://www.imdb.com/title/tt0498353/?ref_=fn_tt_tt_1,384,English,683,2.35,0
278,100,92,221,12574715,Drama,Dominic Cooper,0,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,237,English,766,2.35,12000
124,106,14,161,10281585,Drama|Romance,Frances Conroy,3,http://www.imdb.com/title/tt0338427/?ref_=fn_tt_tt_1,268,English,545,2.35,1000
9,109,62,518,5100000,Comedy|Drama|Romance,Joely Richardson,0,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,61,English,552,1.85,345
127,105,248,147,10460089,Crime|Drama|Mystery|Thriller,Jason Patric,1,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,214,English,466,1.85,1000
9,102,329,280,4239767,Comedy|Drama|Romance|Sport,Molly Parker,3,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,83,English,329,1.85,0
35,97,18,742,4131640,Comedy|Crime,Ivana Milicevic,2,http://www.imdb.com/title/tt1001562/?ref_=fn_tt_tt_1,20,English,749,1.85,140
6,118,0,249,3347439,Drama|Romance,Eric Johnson,1,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,33,English,266,,31
192,92,406,968,10814185,Comedy|Crime|Romance,J.K. Simmons,6,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,106,English,15000,1.85,0
51,112,119,844,533344,Comedy|Drama|Music,Jeff Bridges,0,http://www.imdb.com/title/tt0319829/?ref_=fn_tt_tt_1,95,English,844,1.85,655
38,103,27,59,206400,Comedy|Crime|Drama|Romance|Thriller,Sandrine Kiberlain,0,http://www.imdb.com/title/tt0269329/?ref_=fn_tt_tt_1,26,French,59,,26
133,93,187,158,197148,Drama|Romance|Sci-Fi|Thriller,Samantha Morton,0,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,150,English,163,2.35,0
4,101,22,447,,Comedy,Bob Hoskins,3,http://www.imdb.com/title/tt1772422/?ref_=fn_tt_tt_1,3,English,659,,223
287,115,549,911,54557348,Crime|Drama|Thriller,Don Cheadle,0,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,1624,English,912,2.35,18000
222,113,127,373,3014541,Drama,Mia Wasikowska,3,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,98,English,415,2.35,0
6,95,20,36,,Action|Crime|Drama|Thriller,Akon,3,http://www.imdb.com/title/tt2147225/?ref_=fn_tt_tt_1,4,English,65,,389
16,153,5,60,872643,Comedy|Family|Romance,Saif Ali Khan,3,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,37,Hindi,249,,108
242,89,10,106,4443403,Animation|Biography|Drama|War,Catherine Deneuve,0,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,158,French,545,1.85,14000
147,92,287,664,,Adventure|Fantasy|Thriller,Bruce Dern,2,http://www.imdb.com/title/tt1085779/?ref_=fn_tt_tt_1,69,English,708,1.85,0
93,107,23,93,,Drama|Thriller,Max Riemelt,0,http://www.imdb.com/title/tt1063669/?ref_=fn_tt_tt_1,96,German,150,2.35,25000
253,118,0,500,1330827,Horror|Thriller,Keanu Reeves,2,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,73,English,860,2.35,0
224,97,12,641,1818681,Action|Crime|Drama|Thriller,Joseph Gilgun,1,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,224,English,698,2.35,0
392,156,0,4000,336530303,Action|Adventure|Romance,J.K. Simmons,0,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,1902,English,11000,2.35,0
39,100,0,440,12610552,Action|Adventure|Fantasy|Sci-Fi|Thriller,George Coe,0,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,206,English,488,1.37,129
387,96,655,973,143492840,Comedy|Drama|Romance,J.K. Simmons,0,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,English,3000,1.85,10000
36,104,249,96,,Action|Thriller,Darren Shahlavi,0,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,29,English,284,1.85,0
120,120,82,175,43800000,Action|Adventure|Thriller,Desmond Llewelyn,2,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,276,English,177,2.35,0
208,175,0,3000,134821952,Crime|Drama,Al Pacino,1,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,2238,English,10000,1.85,43000
51,95,213,92,94900000,Drama|Music|Romance,Michael Nouri,0,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,128,English,174,1.85,0
331,95,464,11000,32391374,Comedy|Drama|Romance,Joseph Gordon-Levitt,43,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,494,English,17000,2.35,40000
83,121,319,11,40158000,Drama|Music|Romance,Holly Hunter,1,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,241,English,18,1.85,0
324,110,0,11000,113709992,Comedy|Drama,Channing Tatum,1,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,281,English,15000,2.35,54000
140,96,474,82,32131483,Horror|Mystery|Thriller,Sullivan Stapleton,0,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,369,English,970,2.35,2000
136,121,82,189,35400000,Action|Adventure|Thriller,Yaphet Kotto,3,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,251,English,547,1.66,0
79,95,13,430,34099640,Drama|Family|Sport,Clint Howard,0,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,149,English,934,1.37,0
160,112,20,61,31973840,Comedy|Drama|Romance,Ryan Reynolds,5,http://www.imdb.com/title/tt0832266/?ref_=fn_tt_tt_1,168,English,109,2.35,0
52,112,70,826,37295394,Comedy|Drama,Gary Dourdan,8,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,59,English,912,1.85,0
490,143,1000,76,144812796,Drama|Romance,Leonardo DiCaprio,4,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,753,English,509,2.35,115000
351,93,0,566,31501218,Biography|Drama|History,Robert Downey Jr.,0,http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,526,English,650,1.85,0
271,110,152,27,28747570,Biography|Crime|Drama,Philip Seymour Hoffman,1,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,416,English,68,2.35,0
93,104,0,4000,25625110,Action|Crime|Thriller,Quentin Tarantino,0,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,202,English,12000,1.85,0
71,115,187,887,403932,Drama|Romance|Western,Milla Jovovich,4,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,92,English,900,2.35,141
54,53,,1000,,Crime|Drama|Thriller,Kirsten Dunst,0,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,173,English,1000,1.78,61000
112,119,23,440,25000000,Action|Adventure|Sci-Fi,Farrah Fawcett,1,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,242,English,659,2.35,0
118,125,82,244,21000000,Action|Adventure|Thriller,Christopher Lee,3,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,258,English,387,1.66,2000
35,96,22,794,20257000,Action|Comedy|Crime|Thriller,Bill Duke,2,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,65,English,841,1.85,978
342,100,197,159,26005908,Adventure|Horror|Thriller,MyAnna Buring,0,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,1100,English,239,2.35,10000
14,46,0,69,18642318,Documentary|Sport,Bill Murray,0,http://www.imdb.com/title/tt0245280/?ref_=fn_tt_tt_1,13,English,366,1.44,407
137,89,14,270,15818967,Horror|Mystery,Zach Gilford,0,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,120,English,479,1.85,0
50,92,737,380,14891000,Comedy,Lily Tomlin,3,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,105,English,524,1.85,824
261,109,0,597,16901126,Crime|Horror,Sid Haig,0,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,687,English,649,1.85,0
96,44,,970,,Action|Drama|Fantasy|Romance,Sarah Michelle Gellar,0,http://www.imdb.com/title/tt0118276/?ref_=fn_tt_tt_1,665,English,3000,1.33,6000
180,103,44,190,17474107,Comedy|Crime|Drama,Kimberly Elise,3,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,89,English,256,2.35,23000
28,95,48,826,14003141,Crime|Drama|Thriller,LL Cool J,1,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,29,English,865,2.35,375
750,143,0,393,304360277,Action|Adventure|Thriller,Albert Finney,0,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,1498,English,563,2.35,80000
202,105,0,303,12583510,Horror,Sid Haig,0,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,922,English,340,1.85,0
8,79,0,23,,Horror,Bernard Fox,0,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,21,English,29,,44
341,106,1000,98,9190525,Comedy|Drama,Michael Stuhlbarg,1,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,324,English,105,1.85,10000
160,100,11,970,9176553,Drama|Mystery,Bill Murray,1,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,97,English,3000,2.35,0
31,103,49,304,9094451,Action|Fantasy|Horror|Thriller,Julian Sands,0,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,79,English,554,1.85,0
71,116,107,658,14612840,Drama|Music,Minnie Driver,1,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,37,English,664,,0
281,99,192,292,9166863,Drama|Romance,Colin Firth,2,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,247,English,343,2.35,16000
114,164,17000,159,8373585,Drama,Irvin Kershner,0,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,308,English,618,1.85,0
72,96,30,407,7292175,Comedy|Drama|Romance,Jonathan Brandis,3,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,100,English,412,1.85,0
119,122,98,397,6601079,Comedy|Drama|Musical|Romance,Indira Varma,1,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,276,English,579,2.35,0
74,94,176,46,6165429,Adventure|Biography|Drama|History,Roy Billing,1,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,249,Aboriginal,93,2.35,0
25,93,70,442,5694308,Comedy|Sport,Jeffrey Jones,0,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,46,English,585,1.85,446
39,96,6,38,5430822,Action|Crime|Horror|Sci-Fi|Thriller,Michael J. Pollard,0,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,75,English,192,1.85,0
27,60,,346,,Action|Crime|Drama|Thriller,Melinda Clarke,1,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,83,English,485,16.0,0
27,113,7,35,4720371,Adventure|Biography|Drama,Anne Hathaway,2,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,85,English,43,1.85,650
11,60,,652,,Action|Drama|Mystery|Sci-Fi,Jensen Ackles,1,http://www.imdb.com/title/tt0204993/?ref_=fn_tt_tt_1,160,English,794,1.33,0
