duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,movie_title,facenumber_in_poster,movie_imdb_link,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio
104,14,203,3000,75030163,Action|Adventure|Family|Fantasy,Eragon ,0,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,English,USA,PG,100000000,2006,762,5.1,2.35
101,0,279,925,77222184,Adventure|Drama|Family|Fantasy,Where the Wild Things Are ,0,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,English,Germany,PG,100000000,2009,468,6.8,2.35
111,456,394,20000,34964818,Adventure|Family|Fantasy,Pan ,4,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,English,USA,PG,150000000,2015,548,5.8,2.35
102,77,120,14000,107515297,Adventure|Animation|Family|Fantasy,Epic ,2,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,English,USA,PG,100000000,2013,151,6.7,2.35
103,207,3000,40000,67631157,Action|Romance|Thriller,The Tourist ,0,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2010,11000,6.0,2.35
121,0,595,1000,66862068,Action|Fantasy|Horror|Mystery,End of Days ,0,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,English,USA,R,83000000,1999,1000,5.7,2.35
143,380,452,29000,57366262,Adventure|Drama|Thriller,Blood Diamond ,0,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,English,Germany,R,100000000,2006,3000,8.0,2.35
240,17000,4000,29000,116866727,Biography|Comedy|Crime|Drama,The Wolf of Wall Street ,3,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,English,USA,R,100000000,2013,11000,8.2,2.35
121,541,680,920,184031112,Action|Adventure|Fantasy,Batman Forever ,4,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,1995,710,5.4,1.85
129,719,423,660,54700065,Action|Sci-Fi|War,Starship Troopers ,0,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1,English,USA,R,105000000,1997,475,7.2,1.85
172,670,1000,15000,27098580,Drama|Sci-Fi,Cloud Atlas ,5,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,English,Germany,R,102000000,2012,5000,7.5,2.35
101,0,577,2000,55673333,Action|Adventure|Animation|Family|Fantasy,Legend of the Guardians: The Owls of Ga'Hoole ,1,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,English,USA,PG,80000000,2010,653,7.0,2.35
87,26,566,827,40198710,Action|Crime|Fantasy|Romance|Thriller,Catwoman ,0,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2004,825,3.3,2.35
101,420,467,12000,72660029,Action|Adventure,Hercules ,0,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2014,3000,6.0,2.35
95,63,720,23000,38120554,Adventure|Animation|Family|Sci-Fi,Treasure Planet ,0,http://www.imdb.com/title/tt0133240/?ref_=fn_tt_tt_1,English,USA,PG,140000000,2002,770,7.1,1.5
102,52,526,8000,49392095,Adventure|Comedy|Sci-Fi,Land of the Lost ,1,http://www.imdb.com/title/tt0457400/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2009,735,5.4,1.85
131,385,11000,26000,39292022,Action|Adventure|Thriller,The Expendables 3 ,15,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,2014,13000,6.1,2.35
114,19,848,1000,28772222,Action|Crime|Sport|Thriller,Point Break ,1,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,English,USA,PG-13,105000000,2015,897,5.3,2.35
94,6,227,490,17010646,Comedy|Family|Fantasy,Son of the Mask ,0,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1,English,USA,PG,84000000,2005,294,2.2,1.85
122,2000,571,26000,24985612,Action|Adventure|Biography|Drama|History|Thriller,In the Heart of the Sea ,0,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2015,911,7.0,1.85
95,31,683,3000,4411102,Action|Comedy|Sci-Fi,The Adventures of Pluto Nash ,1,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2002,695,3.8,1.85
115,521,95,13000,35024475,Action|Drama|Thriller|War,Green Zone ,1,http://www.imdb.com/title/tt0947810/?ref_=fn_tt_tt_1,English,France,R,100000000,2010,537,6.9,2.35
88,20,36,144,130174897,Adventure|Animation|Comedy|Family,The Peanuts Movie ,0,http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1,English,USA,G,99000000,2015,42,7.2,1.85
110,342,393,623,10200000,Drama|Mystery|Thriller,The Spanish Prisoner ,0,http://www.imdb.com/title/tt0120176/?ref_=fn_tt_tt_1,English,USA,PG,10000000,1997,508,7.3,1.85
130,208,591,12000,202007640,Action|Adventure|Fantasy|Thriller,The Mummy Returns ,5,http://www.imdb.com/title/tt0209163/?ref_=fn_tt_tt_1,English,USA,PG-13,98000000,2001,3000,6.3,2.35
216,17000,1000,29000,77679638,Crime|Drama,Gangs of New York ,3,http://www.imdb.com/title/tt0217505/?ref_=fn_tt_tt_1,English,USA,R,100000000,2002,14000,7.5,2.35
146,611,28,23000,9213,Drama|History|Romance|War,The Flowers of War ,2,http://www.imdb.com/title/tt1410063/?ref_=fn_tt_tt_1,Mandarin,China,R,94000000,2011,196,7.6,2.35
85,9,970,12000,58867694,Animation|Comedy|Family|Sport,Surf's Up ,0,http://www.imdb.com/title/tt0423294/?ref_=fn_tt_tt_1,English,USA,PG,100000000,2007,11000,6.8,1.85
93,0,465,11000,59475623,Comedy|Sci-Fi|Thriller,The Stepford Wives ,1,http://www.imdb.com/title/tt0327162/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,2004,2000,5.2,1.85
152,0,557,2000,108638745,Drama|History|War,Black Hawk Down ,0,http://www.imdb.com/title/tt0265086/?ref_=fn_tt_tt_1,English,USA,R,92000000,2001,820,7.7,2.35
85,116,329,8000,86897182,Comedy,The Campaign ,0,http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1,English,USA,R,95000000,2012,331,6.2,1.85
126,0,10000,14000,63540020,Action|Adventure|Sci-Fi,The Fifth Element ,2,http://www.imdb.com/title/tt0119116/?ref_=fn_tt_tt_1,English,France,PG-13,93000000,1997,13000,7.7,2.35
146,127,722,962,95328937,Comedy|Drama|Romance,Sex and the City 2 ,4,http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1,English,USA,R,100000000,2010,740,4.3,1.85
89,10,442,2000,50802661,Adventure|Animation|Comedy|Family|Romance,The Road to El Dorado ,1,http://www.imdb.com/title/tt0138749/?ref_=fn_tt_tt_1,English,USA,PG,95000000,2000,919,6.9,1.85
88,20,916,22000,161317423,Adventure|Animation|Comedy|Family,Ice Age: Continental Drift ,0,http://www.imdb.com/title/tt1667889/?ref_=fn_tt_tt_1,English,USA,PG,95000000,2012,1000,6.6,2.35
105,0,502,2000,201148159,Drama|Family|Fantasy|Romance,Cinderella ,1,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,English,USA,PG,95000000,2015,520,7.0,2.35
135,0,310,873,43982842,Drama|Fantasy|Thriller,The Lovely Bones ,1,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,English,USA,PG-13,65000000,2009,560,6.7,2.35
100,475,799,1000,380838870,Adventure|Animation|Comedy|Family,Finding Nemo ,0,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,English,USA,G,94000000,2003,939,8.2,1.85
192,0,416,5000,377019252,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Return of the King ,2,http://www.imdb.com/title/tt0167260/?ref_=fn_tt_tt_1,English,USA,PG-13,94000000,2003,857,8.9,2.35
172,0,857,16000,340478898,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Two Towers ,1,http://www.imdb.com/title/tt0167261/?ref_=fn_tt_tt_1,English,USA,PG-13,94000000,2002,5000,8.7,2.35
102,44,766,12000,17176900,Action|Adventure|Fantasy,Seventh Son ,4,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1,English,USA,PG-13,95000000,2014,3000,5.5,2.35
100,165,240,11000,131144183,Action|Adventure|Fantasy|Thriller,Lara Croft: Tomb Raider ,1,http://www.imdb.com/title/tt0146316/?ref_=fn_tt_tt_1,English,USA,PG-13,115000000,2001,509,5.7,2.35
119,0,968,40000,23014504,Drama|Mystery|Romance|Sci-Fi|Thriller,Transcendence ,1,http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1,English,UK,PG-13,100000000,2014,11000,6.3,2.35
92,394,527,693,181166115,Action|Adventure|Sci-Fi|Thriller,Jurassic Park III ,0,http://www.imdb.com/title/tt0163025/?ref_=fn_tt_tt_1,English,USA,PG-13,93000000,2001,595,5.9,1.85
105,81,779,11000,176740650,Action|Drama|Sci-Fi|Thriller,Rise of the Planet of the Apes ,0,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,English,USA,PG-13,93000000,2011,1000,7.6,2.35
107,70,330,770,71148699,Adventure|Family|Fantasy,The Spiderwick Chronicles ,0,http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1,English,USA,PG,90000000,2008,419,6.6,2.35
101,212,476,13000,67344392,Action|Thriller,A Good Day to Die Hard ,2,http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1,English,USA,R,92000000,2013,787,5.3,1.85
137,102,877,2000,22406362,Drama|History|War|Western,The Alamo ,0,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,English,USA,PG-13,107000000,2004,973,6.0,2.35
115,663,55,1000,261437578,Action|Adventure|Animation|Family,The Incredibles ,0,http://www.imdb.com/title/tt0317705/?ref_=fn_tt_tt_1,English,USA,PG,92000000,2004,723,8.0,2.35
124,212,810,1000,11000000,Action|Adventure|Comedy,Cutthroat Island ,3,http://www.imdb.com/title/tt0112760/?ref_=fn_tt_tt_1,English,USA,PG-13,98000000,1995,903,5.6,2.35
118,0,1000,8000,88761720,Adventure|Family|Fantasy,Percy Jackson & the Olympians: The Lightning Thief ,0,http://www.imdb.com/title/tt0814255/?ref_=fn_tt_tt_1,English,UK,PG,95000000,2010,3000,5.9,2.35
98,188,602,10000,250147615,Adventure|Comedy|Family|Mystery|Sci-Fi,Men in Black ,0,http://www.imdb.com/title/tt0119654/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,1997,826,7.3,1.85
82,487,967,15000,245823397,Adventure|Animation|Comedy|Family|Fantasy,Toy Story 2 ,2,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,English,USA,G,90000000,1999,1000,7.9,1.85
98,12000,1000,18000,81557479,Action|Thriller,Unstoppable ,1,http://www.imdb.com/title/tt0477080/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2010,3000,6.8,2.35
90,420,141,191,226138454,Action|Comedy|Crime|Thriller,Rush Hour 2 ,2,http://www.imdb.com/title/tt0266915/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,2001,165,6.6,2.35
130,0,568,11000,155370362,Drama|Fantasy|Horror|Mystery|Thriller,What Lies Beneath ,0,http://www.imdb.com/title/tt0161081/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2000,627,6.6,2.35
90,97,56,622,124870275,Animation|Comedy|Family|Sci-Fi,Cloudy with a Chance of Meatballs ,1,http://www.imdb.com/title/tt0844471/?ref_=fn_tt_tt_1,English,USA,PG,100000000,2009,526,7.0,2.35
94,107,117,835,196573705,Action|Adventure|Animation|Comedy|Family,Ice Age: Dawn of the Dinosaurs ,0,http://www.imdb.com/title/tt1080016/?ref_=fn_tt_tt_1,English,USA,PG,90000000,2009,256,7.0,1.85
114,0,423,3000,58229120,Adventure|Comedy|Drama|Fantasy|Romance,The Secret Life of Walter Mitty ,1,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,English,USA,PG,90000000,2013,806,7.3,2.35
94,368,466,13000,125305545,Action|Adventure|Comedy|Crime|Thriller,Charlie's Angels ,0,http://www.imdb.com/title/tt0160127/?ref_=fn_tt_tt_1,English,USA,PG-13,92000000,2000,1000,5.5,2.35
151,17000,1000,29000,132373442,Crime|Drama|Thriller,The Departed ,0,http://www.imdb.com/title/tt0407887/?ref_=fn_tt_tt_1,English,USA,R,90000000,2006,13000,8.5,2.35
88,7,484,2000,120618403,Adventure|Animation|Family|Fantasy|Musical|War,Mulan ,0,http://www.imdb.com/title/tt0120762/?ref_=fn_tt_tt_1,English,USA,G,90000000,1998,500,7.5,1.66
121,0,918,21000,110416702,Action|Comedy,Tropic Thunder ,3,http://www.imdb.com/title/tt0942385/?ref_=fn_tt_tt_1,English,USA,R,92000000,2008,1000,7.0,2.35
158,21000,585,18000,102515793,Crime|Drama|Mystery|Thriller,The Girl with the Dragon Tattoo ,1,http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1,English,USA,R,90000000,2011,1000,7.8,2.35
128,323,489,13000,100012500,Action|Adventure|Thriller,Die Hard with a Vengeance ,1,http://www.imdb.com/title/tt0112864/?ref_=fn_tt_tt_1,English,USA,R,90000000,1995,559,7.6,2.35
128,0,727,21000,209019489,Action|Adventure|Crime|Mystery|Thriller,Sherlock Holmes ,3,http://www.imdb.com/title/tt0988045/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,2009,979,7.6,1.85
141,335,635,11000,,Adventure|Drama|History,Ben-Hur ,2,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,English,USA,PG-13,,2016,745,6.1,2.35
95,21,503,12000,84037039,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Atlantis: The Lost Empire ,0,http://www.imdb.com/title/tt0230011/?ref_=fn_tt_tt_1,English,USA,PG,120000000,2001,802,6.8,2.35
92,12,1000,35000,85884815,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: The Road Chip ,0,http://www.imdb.com/title/tt2974918/?ref_=fn_tt_tt_1,English,USA,PG,90000000,2015,1000,5.0,1.85
121,0,919,10000,83077470,Drama|History|Thriller|War,Valkyrie ,0,http://www.imdb.com/title/tt0985699/?ref_=fn_tt_tt_1,English,USA,PG-13,75000000,2008,1000,7.1,1.85
113,221,503,11000,100018837,Action|Comedy,You Don't Mess with the Zohan ,0,http://www.imdb.com/title/tt0960144/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,2008,600,5.5,1.85
106,0,1000,22000,78747585,Action|Animation|Comedy|Sci-Fi,Pixels ,0,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,English,USA,PG-13,88000000,2015,11000,5.6,2.35
146,14000,681,3000,78616689,Adventure|Drama|Sci-Fi,A.I. Artificial Intelligence ,0,http://www.imdb.com/title/tt0212720/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2001,882,7.1,1.85
88,50,441,691,75817994,Comedy|Family|Fantasy|Horror|Mystery,The Haunted Mansion ,0,http://www.imdb.com/title/tt0338094/?ref_=fn_tt_tt_1,English,USA,PG,90000000,2003,569,4.9,2.35
150,0,135,11000,100853835,Drama|Mystery|Sci-Fi|Thriller,Contact ,2,http://www.imdb.com/title/tt0118884/?ref_=fn_tt_tt_1,English,USA,PG,90000000,1997,1000,7.4,2.35
119,719,423,833,73209340,Action|Horror|Sci-Fi|Thriller,Hollow Man ,0,http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1,English,USA,R,95000000,2000,624,5.7,1.85
128,521,249,591,72515360,Crime|Mystery|Thriller,The Interpreter ,1,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,Aboriginal,UK,PG-13,80000000,2005,249,6.4,2.35
106,87,918,8000,68558662,Adventure|Family|Fantasy,Percy Jackson: Sea of Monsters ,0,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,English,USA,PG,90000000,2013,956,5.9,2.35
117,101,3000,18000,65653758,Action|Adventure|Fantasy,Lara Croft Tomb Raider: The Cradle of Life ,1,http://www.imdb.com/title/tt0325703/?ref_=fn_tt_tt_1,English,USA,PG-13,95000000,2003,11000,5.5,2.35
129,209,886,11000,64685359,Action|Adventure|Comedy|Crime|Mystery|Thriller,Now You See Me 2 ,6,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,2016,11000,6.9,2.35
116,176,84,192,61355436,Action|Adventure|Romance|Sci-Fi|Thriller,The Saint ,0,http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1,English,USA,PG-13,68000000,1997,117,6.2,2.35
114,12000,307,11000,26871,Action|Crime|Thriller,Spy Game ,2,http://www.imdb.com/title/tt0266987/?ref_=fn_tt_tt_1,English,Germany,R,92000000,2001,577,7.0,2.35
114,0,281,3000,60874615,Adventure|Sci-Fi|Thriller,Mission to Mars ,0,http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1,English,USA,PG,90000000,2000,933,5.6,2.35
96,107,350,11000,143618384,Adventure|Animation|Comedy|Family|Musical,Rio ,0,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,English,USA,G,90000000,2011,560,7.0,2.35
132,0,957,49000,58220776,Comedy|Drama|Sci-Fi,Bicentennial Man ,0,http://www.imdb.com/title/tt0182789/?ref_=fn_tt_tt_1,English,USA,PG,100000000,1999,1000,6.8,1.85
104,81,612,3000,47474112,Action|Drama|Sci-Fi|Thriller,Volcano ,0,http://www.imdb.com/title/tt0120461/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,1997,643,5.4,1.85
111,79,2000,11000,42877165,Action|Crime|Drama|Thriller,The Devil's Own ,0,http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1,English,USA,R,86000000,1997,11000,6.1,2.35
138,0,123,14000,35168677,Drama|History|Thriller|War,K-19: The Widowmaker ,1,http://www.imdb.com/title/tt0267626/?ref_=fn_tt_tt_1,English,UK,PG-13,100000000,2002,602,6.7,2.35
100,128,78,596,56114221,Action|Adventure|Sci-Fi,Fantastic Four ,3,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,English,USA,PG-13,120000000,2015,360,4.3,2.35
129,468,183,919,37567440,Adventure|Fantasy,Conan the Barbarian ,0,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,English,USA,R,20000000,1982,691,6.9,2.35
144,2000,537,680,61644321,Biography|Drama|Sport,Cinderella Man ,0,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1,English,USA,PG-13,88000000,2005,655,8.0,2.35
110,96,554,887,190562,Action|Family|Fantasy|Musical,The Nutcracker in 3D ,0,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,English,UK,PG,90000000,2010,886,4.4,2.35
140,378,599,12000,120147445,Drama|History|Sport,Seabiscuit ,0,http://www.imdb.com/title/tt0329575/?ref_=fn_tt_tt_1,English,USA,PG-13,87000000,2003,947,7.3,2.35
113,101,848,22000,241688385,Action|Adventure|Drama|Thriller,Twister ,0,http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1,English,USA,PG-13,92000000,1996,946,6.3,2.35
106,357,4000,23000,144512310,Action|Crime|Thriller,The Fast and the Furious ,2,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,English,USA,PG-13,38000000,2001,14000,6.7,2.35
143,0,272,15000,233630478,Adventure|Drama|Romance,Cast Away ,1,http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,2000,410,7.7,1.85
108,750,971,49000,197992827,Animation|Comedy|Family|Music|Romance,Happy Feet ,0,http://www.imdb.com/title/tt0366548/?ref_=fn_tt_tt_1,English,USA,PG,100000000,2006,20000,6.5,2.35
108,521,129,13000,176049130,Action|Mystery|Thriller,The Bourne Supremacy ,1,http://www.imdb.com/title/tt0372183/?ref_=fn_tt_tt_1,English,USA,PG-13,75000000,2004,805,7.8,2.35
124,249,936,11000,172620724,Action|Adventure|Drama|Thriller,Air Force One ,1,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,English,USA,R,85000000,1997,10000,6.4,2.35
116,0,471,11000,183405771,Crime|Thriller,Ocean's Eleven ,4,http://www.imdb.com/title/tt0240772/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2001,1000,7.8,2.35
110,545,5000,14000,20315324,Action|Adventure|Romance,The Three Musketeers ,8,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,English,Germany,PG-13,75000000,2011,8000,5.8,2.35
91,266,11000,12000,148313048,Animation|Comedy|Family|Fantasy,Hotel Transylvania ,2,http://www.imdb.com/title/tt0837562/?ref_=fn_tt_tt_1,English,USA,PG,85000000,2012,11000,7.1,1.85
107,36,118,283,127706877,Animation|Comedy|Family|Fantasy|Musical|Romance,Enchanted ,2,http://www.imdb.com/title/tt0461770/?ref_=fn_tt_tt_1,English,USA,PG,85000000,2007,142,7.1,2.35
44,,148,544,,Crime|Drama|Horror|Mystery|Thriller,Hannibal             ,1,http://www.imdb.com/title/tt2243973/?ref_=fn_tt_tt_1,English,USA,TV-14,,,183,8.6,1.78
115,79,820,18000,126149655,Action|Crime|Mystery|Thriller,Safe House ,1,http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1,English,USA,R,85000000,2012,16000,6.8,2.35
100,36,439,2000,66941559,Adventure|Comedy|Family,102 Dalmatians ,1,http://www.imdb.com/title/tt0211181/?ref_=fn_tt_tt_1,English,USA,G,85000000,2000,795,4.8,1.85
104,420,535,2000,78009155,Action|Comedy|Crime,Tower Heist ,5,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,English,USA,PG-13,75000000,2011,906,6.2,2.35
138,278,213,14000,63224849,Comedy|Romance,The Holiday ,3,http://www.imdb.com/title/tt0457939/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2006,3000,6.9,1.85
140,12000,619,10000,111544445,Action|Crime|Drama|Mystery|Thriller,Enemy of the State ,4,http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1,English,USA,R,90000000,1998,660,7.3,2.35
120,278,963,11000,112703470,Comedy|Drama|Romance,It's Complicated ,2,http://www.imdb.com/title/tt1230414/?ref_=fn_tt_tt_1,English,USA,R,85000000,2009,2000,6.6,1.85
122,0,11000,14000,117144465,Crime|Thriller,Ocean's Thirteen ,3,http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2007,13000,6.9,2.35
83,28,624,4000,84303558,Adventure|Animation|Comedy|Family,Open Season ,1,http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1,English,USA,PG,85000000,2006,650,6.2,1.85
139,168,1000,14000,150832203,Adventure|Mystery|Sci-Fi,Divergent ,2,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2014,5000,6.7,2.35
131,218,29,5000,51396781,Drama|History|War,Enemy at the Gates ,1,http://www.imdb.com/title/tt0215750/?ref_=fn_tt_tt_1,English,USA,R,68000000,2001,35,7.6,2.35
104,532,557,12000,47592825,Action|Adventure|Comedy|Thriller,The Rundown ,1,http://www.imdb.com/title/tt0327850/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2003,3000,6.7,2.35
130,323,330,670,50016394,Action|Adventure|Comedy|Fantasy,Last Action Hero ,1,http://www.imdb.com/title/tt0107362/?ref_=fn_tt_tt_1,English,USA,PG-13,70000000,1993,442,6.2,2.35
145,252,210,879,57010853,Drama|Romance,Memoirs of a Geisha ,1,http://www.imdb.com/title/tt0397535/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2005,691,7.3,2.35
104,681,159,584,62494975,Action|Crime|Thriller,The Fast and the Furious: Tokyo Drift ,5,http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2006,227,6.0,2.35
97,6,561,1000,46440491,Adventure|Animation|Comedy|Family|Fantasy,Arthur Christmas ,1,http://www.imdb.com/title/tt1430607/?ref_=fn_tt_tt_1,English,UK,PG,100000000,2011,579,7.1,1.85
178,102,551,12000,44606335,Drama|Fantasy|Romance,Meet Joe Black ,0,http://www.imdb.com/title/tt0119643/?ref_=fn_tt_tt_1,English,USA,PG-13,90000000,1998,11000,7.1,1.85
108,99,172,672,40048332,Action|Drama|Thriller,Collateral Damage ,1,http://www.imdb.com/title/tt0233469/?ref_=fn_tt_tt_1,English,USA,R,85000000,2002,174,5.5,1.85
123,189,87,813,,Comedy|Drama|Music|Musical,All That Jazz ,0,http://www.imdb.com/title/tt0078754/?ref_=fn_tt_tt_1,English,USA,R,,1979,388,7.8,1.85
106,763,809,8000,64933670,Adventure|Comedy|Drama|Family|Fantasy,Mirror Mirror ,1,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,English,USA,PG,85000000,2012,886,5.6,1.85
112,1000,719,10000,31494270,Action|Comedy|Fantasy|Romance,Scott Pilgrim vs. the World ,0,http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,English,USA,PG-13,60000000,2010,1000,7.5,1.85
135,36,106,894,31111260,Action|Adventure|Sci-Fi|Thriller,The Core ,0,http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1,English,USA,PG-13,60000000,2003,345,5.4,2.35
109,88,571,611,123307945,Comedy|Romance|Sci-Fi,Nutty Professor II: The Klumps ,1,http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1,English,USA,PG-13,65000000,2000,592,4.3,1.85
86,67,271,4000,153288182,Adventure|Comedy|Mystery,Scooby-Doo ,3,http://www.imdb.com/title/tt0267913/?ref_=fn_tt_tt_1,English,USA,PG,84000000,2002,2000,4.9,1.85
95,38,20,409,13401683,Action|Sci-Fi,Dredd ,0,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,English,UK,R,35000000,2012,107,7.1,2.35
107,153,233,11000,137340146,Comedy|Drama|Fantasy|Romance,Click ,1,http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1,English,USA,PG-13,70000000,2006,1000,6.4,1.85
130,0,602,875,,Comedy|Fantasy|Horror,Creepshow ,0,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,English,USA,R,8000000,1982,826,6.9,1.85
82,62,615,975,43575716,Action|Comedy|Family|Fantasy,Cats & Dogs: The Revenge of Kitty Galore ,0,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,English,USA,PG,85000000,2010,760,4.3,1.85
88,218,521,17000,80170146,Action|Adventure|Sci-Fi|Thriller,Jumper ,0,http://www.imdb.com/title/tt0489099/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2008,4000,6.1,2.35
120,0,160,3000,75754670,Action|Adventure|Fantasy|Horror|Sci-Fi,Hellboy II: The Golden Army ,0,http://www.imdb.com/title/tt0411477/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,2008,169,7.0,1.85
162,21000,495,21000,33048353,Crime|Drama|History|Mystery|Thriller,Zodiac ,0,http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1,English,USA,R,65000000,2007,15000,7.7,2.35
123,55,956,3000,34543701,Action|Mystery|Sci-Fi|Thriller,The 6th Day ,1,http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,English,USA,PG-13,82000000,2000,975,5.9,2.35
101,293,1000,11000,242589580,Comedy|Drama,Bruce Almighty ,1,http://www.imdb.com/title/tt0315327/?ref_=fn_tt_tt_1,English,USA,PG-13,81000000,2003,7000,6.7,1.85
