genres,movie_title,actor_3_name,movie_imdb_link,num_user_for_reviews,country,aspect_ratio,movie_facebook_likes
Comedy|Drama,What Just Happened ,Kristen Stewart,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,111,USA,2.35,845
Drama|Thriller,The Statement ,John Neville,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,52,Canada,1.85,188
Drama|Musical|Romance,The Magic Flute ,Joseph Kaiser,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,19,France,2.35,359
Action|Comedy|Crime,Paul Blart: Mall Cop ,Allen Covert,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,201,USA,1.85,0
Comedy|Family|Fantasy|Music|Romance,Freaky Friday ,Willie Garson,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,271,USA,1.85,0
Comedy|Romance,The 40-Year-Old Virgin ,Gerry Bednob,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,546,USA,1.85,0
Comedy|Drama|Romance,Shakespeare in Love ,Simon Callow,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,752,USA,2.35,0
Crime|Drama|Mystery|Thriller,A Walk Among the Tombstones ,David Harbour,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,207,USA,2.35,15000
Action|Comedy|Crime,Kindergarten Cop ,Penelope Ann Miller,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,109,USA,1.85,0
Action|Comedy|Crime,Pineapple Express ,Rosie Perez,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,374,USA,2.35,0
Comedy|Drama|Romance,Ever After: A Cinderella Story ,Jeanne Moreau,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,345,USA,2.35,0
Drama|Romance|Western,Open Range ,Julian Richings,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,494,USA,2.35,0
Drama|Horror|Sci-Fi|Thriller,Flatliners ,Hope Davis,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,148,USA,2.35,0
Comedy,It's Always Sunny in Philadelphia             ,Glenn Howerton,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,151,USA,1.33,0
Drama|History|War,A Bridge Too Far ,Wolfgang Preiss,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,210,USA,2.35,0
Mystery|Thriller,Red Eye ,Suzie Plakson,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,673,USA,2.35,0
Horror|Thriller,Final Destination 2 ,Keegan Connor Tracy,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,472,USA,1.85,0
Adventure|Comedy|Crime|Music,O Brother, Where Art Thou? ,Daniel von Bargen,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,862,UK,2.35,16000
Action|Fantasy|Horror,Legion ,Charles S. Dutton,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,315,USA,2.35,0
Comedy|Crime|Drama,Pain & Gain ,Michael Rispoli,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,287,USA,2.35,43000
Comedy|Drama|Romance,In Good Company ,Dennis Quaid,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,214,USA,1.85,736
Action|Adventure|Comedy|Sci-Fi|Thriller,Clockstoppers ,Jason George,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,94,USA,1.85,874
Action|Crime|Drama|Western,Silverado ,Brad Leland,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,149,USA,2.35,0
Drama|Thriller,Brothers ,Bailee Madison,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,USA,2.35,10000
Action|Adventure|Comedy|Family|Romance|Sci-Fi,Agent Cody Banks 2: Destination London ,David Kelly,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,USA,2.35,167
Comedy|Romance,New Year's Eve ,Seth Meyers,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,USA,1.85,20000
Drama|Mystery|Romance|Thriller,Original Sin ,Jack Thompson,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,181,France,2.35,3000
Crime|Mystery|Thriller,The Raven ,Kevin McNally,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,190,USA,2.35,35000
Comedy|Romance,Welcome to Mooseport ,Maura Tierney,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,95,USA,1.85,260
Action|Fantasy|Romance|Sci-Fi,Highlander: The Final Dimension ,Mario Van Peebles,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,79,Canada,2.35,319
Crime|Drama|Thriller,Blood and Wine ,Judy Davis,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,55,USA,1.85,145
Fantasy|Horror,Snow White: A Tale of Terror ,Monica Keena,http://www.imdb.com/title/tt0119227/?ref_=fn_tt_tt_1,69,USA,1.85,0
Comedy|Crime|Mystery|Romance,The Curse of the Jade Scorpion ,Peter Gerety,http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1,178,USA,1.37,826
Comedy|Romance,Accidental Love ,Beverly D'Angelo,http://www.imdb.com/title/tt1137470/?ref_=fn_tt_tt_1,28,USA,1.85,0
Adventure|Family,Flipper ,Jessica Wesson,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26,USA,2.35,504
Action|Mystery|Sci-Fi|Thriller,Self/less ,Sandra Ellis Lafferty,http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1,126,USA,2.35,11000
Drama|Mystery|Romance|Thriller,The Constant Gardener ,Donald Sumpter,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,568,UK,1.85,0
Drama,The Passion of the Christ ,Hristo Shopov,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,2814,USA,2.35,13000
Comedy|Drama|Family|Romance,Mrs. Doubtfire ,Matthew Lawrence,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,223,USA,2.35,0
Drama,Rain Man ,Beth Grant,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,331,USA,1.85,12000
Drama,Gran Torino ,Ahney Her,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,871,USA,2.35,28000
Biography|Drama|History,W. ,Bruce McGill,http://www.imdb.com/title/tt1175491/?ref_=fn_tt_tt_1,320,USA,2.35,0
Action|Thriller,Taken ,Xander Berkeley,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,974,France,2.35,29000
Drama|Romance,The Best of Me ,Clarke Peters,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,99,USA,2.35,19000
Action|Drama|Music|Romance,The Bodyguard ,DeVaughn Nixon,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,126,USA,1.85,0
Biography|Drama|History,Schindler's List ,Caroline Goodall,http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1,1273,USA,1.85,41000
Drama,The Help ,Mike Vogel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,USA,1.85,75000
Biography|Drama|Thriller,The Fifth Estate ,Jamie Blackley,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,105,USA,2.35,11000
Adventure|Comedy|Family|Fantasy|Horror|Mystery,Scooby-Doo 2: Monsters Unleashed ,Tim Blake Nelson,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,149,USA,1.85,567
Adventure|Fantasy|Mystery|Thriller,Viy ,Agnia Ditkovskite,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,18,Russia,1.85,0
Action|Horror|Thriller,Freddy vs. Jason ,Zack Ward,http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1,885,USA,2.35,3000
Drama,The Face of an Angel ,Sara Stewart,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,25,UK,2.35,488
Action|Adventure|Animation|Comedy|Family|Sci-Fi,Jimmy Neutron: Boy Genius ,Andrea Martin,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,118,USA,1.85,425
Action|Adventure|Horror|Sci-Fi,Cloverfield ,Liza Lapira,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,2192,USA,1.85,0
Action|Adventure|Comedy|Family|Sci-Fi,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Ernie Reyes Jr.,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,93,USA,1.85,0
Crime|Drama|Thriller,The Untouchables ,Charles Martin Smith,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,418,USA,2.35,0
Crime|Drama|Thriller,No Country for Old Men ,Barry Corbin,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,1518,USA,2.35,21000
Action|Comedy|Crime|Romance,Ride Along ,Bryan Callen,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109,USA,2.35,0
Comedy|Drama|Romance,Bridget Jones's Diary ,Shirley Henderson,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,571,UK,2.35,0
Drama|Romance,Chocolat ,Hugh O'Conor,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,498,UK,1.85,18000
Comedy,Legally Blonde 2: Red, White & Blonde ,Bob Newhart,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,297,USA,1.85,660
Comedy|Family,Parental Guidance ,Tom Everett Scott,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107,USA,1.85,0
Comedy|Romance,No Strings Attached ,Mindy Kaling,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,USA,2.35,24000
Action|Biography|Drama|History|Romance|Western,Tombstone ,Powers Boothe,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,439,USA,2.35,11000
Action|Crime|Thriller,Romeo Must Die ,Aaliyah,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,365,USA,2.35,0
Fantasy|Horror|Mystery,The Omen ,Billie Whitelaw,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,310,UK,2.35,7000
Horror,Final Destination 3 ,Crystal Lowe,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,571,Germany,2.35,0
Drama|Romance,The Lucky One ,Jay R. Ferguson,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,106,USA,2.35,29000
Adventure|Drama|Family|Fantasy,Bridge to Terabithia ,Bailee Madison,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,522,USA,1.85,6000
Biography|Drama|Family,Finding Neverland ,Kelly Macdonald,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632,USA,2.35,0
Comedy|Drama,A Madea Christmas ,Larry the Cable Guy,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,27,USA,1.85,0
Action|Adventure|Drama|Thriller,The Grey ,James Badge Dale,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,USA,2.35,32000
Drama|Horror|Mystery|Thriller,Hide and Seek ,Robert John Burke,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,450,USA,2.35,0
Comedy,Anchorman: The Legend of Ron Burgundy ,Steve Carell,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,577,USA,1.85,0
Biography|Crime|Drama,Goodfellas ,Paul Sorvino,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,989,USA,1.85,25000
Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Agent Cody Banks ,Chris Gauthier,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,104,USA,2.35,542
Comedy|Family|Fantasy,Nanny McPhee ,Imelda Staunton,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181,USA,2.35,0
Crime|Drama,Scarface ,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,851,USA,2.35,19000
Action|Adventure|Comedy|Crime,Nothing to Lose ,Rebecca Gayheart,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92,USA,1.85,0
Biography|Drama|History,The Last Emperor ,Victor Wong,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,133,China,2.35,0
Action|Crime|Drama|Thriller,Contraband ,Lukas Haas,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,161,USA,2.35,0
Action|Comedy|Crime|Thriller,Money Talks ,Faizon Love,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,41,USA,2.35,666
Drama,There Will Be Blood ,Kevin Breznahan,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,1107,USA,2.35,16000
Adventure|Animation|Comedy|Family|Fantasy,The Wild Thornberrys Movie ,Cree Summer,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,33,USA,2.35,187
Adventure|Animation|Comedy|Family|Fantasy|Musical,Rugrats Go Wild ,Nancy Cartwright,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,35,USA,2.35,329
Action|Comedy,Undercover Brother ,Chi McBride,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,179,USA,1.85,0
Comedy|Drama|Family|Romance,The Sisterhood of the Traveling Pants ,Kyle Schmid,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,223,USA,2.35,0
Action|Crime|Drama|Thriller,Kiss of the Dragon ,Max Ryan,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,254,France,2.35,0
Comedy|Romance,The House Bunny ,Beverly D'Angelo,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,126,USA,2.35,0
Comedy,Beauty Shop ,LisaRaye McCoy,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,59,USA,2.35,671
Biography|Drama|Sport,Million Dollar Arm ,Gregory Alan Williams,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,96,USA,2.39,10000
Drama|Romance|Sci-Fi,The Giver ,Alexander Skarsgård,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,260,South Africa,2.35,58000
Comedy|Drama|Family|Romance,What a Girl Wants ,Kelly Preston,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,194,USA,2.35,0
Horror,Jeepers Creepers II ,Billy Aaron Brown,http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1,316,USA,2.35,0
Comedy|Romance,Good Luck Chuck ,Chelan Simmons,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,150,USA,1.85,0
Action|Crime|Drama|Thriller,Cradle 2 the Grave ,DMX,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,185,USA,2.35,1000
Drama|Romance,The Hours ,Miranda Richardson,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,660,USA,1.85,0
Comedy|Romance,She's the Man ,Laura Ramsey,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,261,USA,1.85,0
Comedy|Family,Mr. Bean's Holiday ,Steve Pemberton,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,235,UK,1.85,0
Action|Adventure|Horror|Thriller,Anacondas: The Hunt for the Blood Orchid ,Johnny Messner,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,144,USA,2.35,686
Crime|Drama|Thriller,Blood Ties ,Billy Crudup,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,41,France,2.35,0
Drama|Music,August Rush ,Marian Seldes,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,364,USA,2.35,18000
Biography|Drama|History,Elizabeth ,Eric Cantona,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,409,UK,1.85,0
Comedy|Fantasy|Horror|Romance,Bride of Chucky ,Vince Corazza,http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1,292,Canada,1.85,0
Action|Drama|History|War,Tora! Tora! Tora! ,James Whitmore,http://www.imdb.com/title/tt0066473/?ref_=fn_tt_tt_1,159,Japan,2.35,0
Comedy|Family|Music,Spice World ,Victoria Beckham,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,261,UK,1.85,0
Comedy,The Sitter ,Kylie Bunbury,http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1,114,USA,1.85,0
Action|Comedy|Music,Dance Flick ,Chris Elliott,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1,50,USA,1.85,657
Crime|Drama,The Shawshank Redemption ,Bob Gunton,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,4144,USA,1.85,108000
Adventure|Comedy|Crime,Crocodile Dundee in Los Angeles ,Linda Kozlowski,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,119,Australia,1.85,387
Comedy|Sport,Kingpin ,Richard Tyson,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,185,USA,2.35,3000
Crime|Drama|Thriller,The Gambler ,Griffin Cleveland,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,145,USA,2.35,0
Drama,August: Osage County ,Julia Roberts,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,285,USA,2.35,30000
Comedy|Drama|Family|Sport,Ice Princess ,Amy Stewart,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,81,USA,1.85,901
Comedy|Drama|Romance,A Lot Like Love ,James Read,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,161,USA,1.85,0
Biography|Comedy|Drama|Sport,Eddie the Eagle ,Tim McInnerny,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119,UK,2.35,15000
Drama|Sport,He Got Game ,Rosario Dawson,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,109,USA,1.85,0
Comedy|Drama|Romance,Don Juan DeMarco ,Faye Dunaway,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,117,USA,1.85,0
Animation|Comedy|Family,Shaun the Sheep             ,Kate Harbour,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1,12,UK,,834
Drama|Romance|War,Dear John ,Scott Porter,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,186,USA,2.35,14000
Action|Crime|Drama|Mystery|Thriller,The Losers ,Óscar Jaenada,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165,USA,2.35,0
Fantasy|Horror|Thriller,Don't Be Afraid of the Dark ,Jack Thompson,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,250,USA,1.85,10000
Action|Crime|Thriller,War ,Nadine Velazquez,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,166,USA,2.35,0
Comedy|Drama|Romance|Thriller,Punch-Drunk Love ,Don McManus,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,888,USA,2.35,0
Comedy,EuroTrip ,Jacob Pitts,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,316,USA,1.85,0
Action|Crime|Thriller,Half Past Dead ,Tony Plana,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,132,Germany,1.85,564
Adventure|Comedy|Family|Romance,Unaccompanied Minors ,B.J. Novak,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56,USA,2.35,498
Drama,Bright Lights, Big City ,Swoosie Kurtz,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,37,USA,1.85,377
Adventure|Family|Fantasy|Musical,The Adventures of Pinocchio ,Bebe Neuwirth,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,22,UK,2.35,246
Drama|History|Sport,The Greatest Game Ever Played ,Amanda Tilson,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,106,USA,1.85,0
Drama|Fantasy|Mystery|Thriller,The Box ,Celia Weston,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,376,USA,2.35,0
Horror,The Ruins ,Sergio Calderón,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,351,USA,2.35,0
Comedy|Drama|Romance,The Next Best Thing ,Illeana Douglas,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,162,USA,1.85,378
Horror|Mystery|Thriller,My Soul to Take ,Zena Grey,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136,USA,2.35,0
Comedy|Drama|Romance,The Girl Next Door ,Jacob Young,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,513,USA,1.85,0
Action|Crime|Mystery|Romance|Thriller,Maximum Risk ,Paul Ben-Victor,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,68,USA,2.35,503
Comedy|Crime,Stealing Harvard ,Chris Penn,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92,USA,1.85,215
Biography|Crime|Drama|History|Thriller,Legend ,Tara Fitzgerald,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,174,UK,2.35,43000
Comedy,Hot Rod ,Chris Parnell,http://www.imdb.com/title/tt0787475/?ref_=fn_tt_tt_1,149,USA,2.35,0
Horror|Thriller,Shark Night 3D ,Katharine McPhee,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,130,USA,1.85,0
Drama,Angela's Ashes ,Pauline McLynn,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,163,USA,1.85,0
Drama|Sport,Draft Day ,Patrick St. Esprit,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113,USA,2.35,14000
Action|Horror|Sci-Fi|Thriller,Lifeforce ,Peter Firth,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,189,UK,2.35,0
Action|Animation|Comedy|Family|Fantasy|Sci-Fi,The Powerpuff Girls             ,Tom Kane,http://www.imdb.com/title/tt0175058/?ref_=fn_tt_tt_1,60,USA,4.0,581
Crime|Drama|History,The Conspirator ,Stephen Root,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,135,USA,2.35,0
Biography|Drama|Sport,Lords of Dogtown ,Rebecca De Mornay,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,194,USA,1.85,5000
Biography|Drama|History,The 33 ,Jacob Vargas,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,56,Chile,2.35,0
Action|Adventure|Comedy|Fantasy,Big Trouble in Little China ,Peter Kwong,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,331,USA,2.35,19000
Comedy|Romance,A Perfect Plan ,Alice Pol,http://www.imdb.com/title/tt1986843/?ref_=fn_tt_tt_1,11,France,2.35,853
Drama|Sport,Warrior ,Kevin Dunn,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,514,USA,2.35,77000
Biography|Drama|Thriller|War,Michael Collins ,Julia Roberts,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,93,UK,1.85,0
Drama|History|War,Gettysburg ,James Patrick Stuart,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,256,USA,1.85,0
Drama|War,Stop-Loss ,Abbie Cornish,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,99,USA,1.85,982
Drama|Music|Mystery|Romance|Thriller,Abandon ,Tony Goldwyn,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,157,USA,2.35,261
Drama|Mystery|Thriller,Brokedown Palace ,Daniel Lapaine,http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1,187,USA,2.35,0
Horror|Thriller,The Possession ,Natasha Calis,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,USA,2.35,17000
Comedy|Drama|Romance,Mrs. Winterbourne ,Cathryn de Prume,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,50,USA,1.85,491
Action|Drama|Thriller,Straw Dogs ,Rhys Coiro,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,140,USA,2.35,7000
Comedy|Drama,The Hoax ,James Biberi,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,74,USA,1.85,348
Action|Crime|Drama|Thriller,Stone Cold ,Richard Gant,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,62,USA,1.85,0
Adventure|Drama,The Road ,Robert Duvall,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,504,USA,2.35,32000
Adventure|Fantasy,Sheena ,Ted Wass,http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1,52,UK,2.35,739
Action|Comedy|Crime|Drama|Thriller,Underclassman ,Kaylee DeFer,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,26,USA,2.35,206
Comedy|Romance,Say It Isn't So ,Jack Plotnick,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,91,USA,1.85,295
Biography|Drama|Sport,The World's Fastest Indian ,Craig Hall,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,251,New Zealand,2.35,11000
Action|Adventure|Crime|Drama|Thriller,Snakes on a Plane ,Rachel Blanchard,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,1033,Germany,2.35,4000
Action|Comedy|Sci-Fi,Tank Girl ,Jeff Kober,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,173,USA,2.35,0
Comedy|Crime,King's Ransom ,Regina Hall,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,20,USA,1.85,83
Drama|Mystery|Sci-Fi|Thriller,Blindness ,Yûsuke Iseya,http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1,300,Canada,1.85,0
Action|Adventure|Fantasy|Horror,BloodRayne ,Michael Paré,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,471,USA,2.35,937
Comedy|Drama,Carnage ,Julie Adams,http://www.imdb.com/title/tt1692486/?ref_=fn_tt_tt_1,181,France,2.35,21000
Crime|Drama|Mystery|Thriller,Where the Truth Lies ,Rachel Blanchard,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,128,Canada,2.35,507
Fantasy,Cirque du Soleil: Worlds Away ,Igor Zaripov,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,35,USA,,0
Biography|Drama|Sport,Without Limits ,Billy Crudup,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,57,USA,2.35,942
Drama,Me and Orson Welles ,James Tupper,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,69,UK,2.35,0
Crime|Drama|Mystery|Romance,The Best Offer ,Liya Kebede,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,131,Italy,2.35,31000
Crime|Drama,Bad Lieutenant: Port of Call New Orleans ,Shawn Hatosy,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,212,USA,1.85,6000
Adventure|Animation|Family,A Turtle's Tale: Sammy's Adventures ,Stacy Keach,http://www.imdb.com/title/tt1230204/?ref_=fn_tt_tt_1,22,France,2.35,0
Comedy|Drama,Little White Lies ,Gilles Lellouche,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,48,France,2.35,0
Comedy|Drama|Romance|Sport,Love Ranch ,Gil Birmingham,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,17,USA,1.78,636
Adventure|Animation|Comedy,The True Story of Puss'N Boots ,Jérôme Deschamps,http://www.imdb.com/title/tt1239462/?ref_=fn_tt_tt_1,24,France,,90
