director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,gross,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,language,content_rating,budget,aspect_ratio
Phil Joanou,85,125,21,Jurnee Smollett-Bell,38432823,33067,15811,Kevin Dunn,alliterative title|football|football coach|football practice|football team,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Sam Weisman,64,94,39,Larry Miller,32095318,12466,3664,Richard Schiff,businessman|ring|thief|vulgarity|washington d.c.,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,English,PG-13,45000000,1.85
Shane Acker,263,79,30,Alan Oppenheimer,31743332,111117,1594,Tom Kane,hope|key|machine|number|rag doll,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Steven Soderbergh,450,106,0,David Costabile,32154410,148327,18469,Katie Lowes,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Martha Coolidge,85,111,57,Miranda Richardson,28165882,31984,3239,Luke Mably,denmark|king|love|prince|wisconsin,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,English,PG,,1.85
Stephen J. Anderson,162,63,15,Robert Lopez,26687172,15600,1002,Huell Howser,disney|owl|rabbit|sequel|tiger,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,English,G,30000000,1.85
Troy Miller,85,85,14,Mimi Rogers,26096584,30651,1653,Cheri Oteri,1980s|buddy|high school|prequel to cult favorite|teenager,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,English,PG-13,19000000,1.37
Warren Beatty,110,108,631,Kirk Baltz,26525834,21998,1023,Graham Beckel,hip hop|liberal|politics|senator|truth,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Tate Taylor,165,139,150,Josh Hopkins,30513940,15843,2060,Aunjanue Ellis,1970s|1980s|african american|breaking the fourth wall|mother son relationship,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Carl Franklin,64,127,73,William Hurt,23209440,9283,12785,Tom Everett Scott,cancer|job|love|new york|professor,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Brett Leonard,44,106,32,Costas Mandylor,24048000,23579,20772,Traci Lords,android|ex cop|serial killer|virtual character come to life|virtual reality,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Ivan Reitman,147,95,425,Eddie Izzard,22526144,53884,2737,Wanda Sykes,architect|boyfriend girlfriend relationship|superhero|superhero spoof|supernatural power,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Scott Derrickson,242,118,301,Dorian Missick,30523568,54447,5697,Edgar Ramírez,confession|demonic possession|exorcism|flickering light|priest,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Alister Grierson,244,108,24,Rhys Wakefield,23070045,47003,3892,Richard Roxburgh,cave|expedition|panic|rebreather|underwater,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Nick Hurran,73,105,34,Kevin Sussman,20422207,15052,4369,Dave Annable,electronic devices|gynecologist|little black book|plan|set up,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,English,PG-13,35000000,2.35
Nicholas Stoller,232,131,89,Jacki Weaver,28644770,78974,3479,David Paymer,kissing while having sex|kitchen|reference to princess diana|wedding band|wedding ring,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Charles Stone III,63,104,30,Chris Noth,21800302,12164,4462,Paul Sorvino,baseball|baseball movie|cartoon on tv|dodge viper|retirement,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Paul Haggis,239,133,549,Daniel Stern,21129348,146364,11799,Aisha Hinds,argument|evidence|fingerprints|murder|murder weapon,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,English,PG-13,35000000,2.35
Kurt Wimmer,158,94,110,Cameron Bright,18500966,70341,15271,Nick Chinlund,boy|disease|hemophagia|speed|vampire,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Jean-François Richet,152,109,25,Drea de Matteo,19976073,65979,3148,Hugh Dillon,criminal|mobster|new year's eve|police|sergeant,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,English,R,20000000,2.35
Antoine Fuqua,105,96,845,Clifton Collins Jr.,18967571,23345,3072,Patrick Kilpatrick,forger|hitman|passport|police|replacement,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Kevin Hooks,36,105,114,Stephen Baldwin,17100000,7073,6152,Will Patton,disk|floppy disk|mafia|prison|prisoner,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,English,R,25000000,1.85
Ellory Elkayem,181,99,11,Doug E. Doug,17266505,43764,22554,Riley Smith,creature feature|human versus spider|spider|spider feature|woman sheriff,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Edward Zwick,219,112,380,Anne Hathaway,32357532,143368,31278,Judy Greer,female nudity|male objectification|pfizer|viagra|zoloft,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Jon Avnet,158,108,50,Alicia Witt,16930884,65628,16722,Deborah Kara Unger,death|fbi|forensics|murder|serial killer,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Niki Caro,155,126,51,Charlize Theron,18324242,32815,20563,Sissy Spacek,based on true story|innocence|lawsuit|mine|sexual harassment,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,English,R,35000000,2.35
Howard Deutch,74,98,41,Matthew Perry,16323969,45775,18085,Natasha Henstridge,dentist|face slap|flashback|hitman|killing an animal,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,English,PG-13,40000000,1.85
Vincenzo Natali,368,104,165,David Hewlett,16999046,79517,2222,Delphine Chanéac,dna|experiment|genetics|interspecies sex|scientist,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,English,R,26000000,1.85
Willard Huyck,81,110,8,Jeffrey Jones,16295774,33669,3000,Jordan Prentice,alien|duck|laser|planet|singer,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,English,PG,35000000,1.85
Gavin O'Connor,154,130,149,Rick Gonzalez,15709385,53053,5101,Frank Grillo,brother in law|corruption|drug dealer|drugs|police,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Bruce Hunt,140,93,2,Cole Hauser,14888028,28606,2178,Marcel Iures,cave|diver|diving|flare|parasite,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Rob Reiner,73,96,0,Lobo Sebastian,14208384,11520,977,Robert Costanzo,gambling|novel|stenographer|writer|writer's block,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Paul McGuigan,98,114,118,Christopher Cousins,12831121,44979,679,Mark Camacho,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Craig Gillespie,358,106,44,Reid Ewing,18298649,85024,1393,Sandra Vergara,neighbor|remake|suburb|teenager|vampire,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Terrence Malick,222,150,0,Michael Greyeyes,12712093,70771,27829,Wes Studi,captain|fort|love|native american|trade,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Chris Roberts,85,100,38,David Suchet,11576087,14747,2497,Jürgen Prochnow,27th century|fighter pilot|orchestral music score|outer space|space opera,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Neil Jordan,62,100,277,Aidan Quinn,11900000,11003,22006,Paul Guilfoyle,dream|mental institution|padded cell|serial killer|suicide attempt,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,English,R,30000000,1.85
James Wong,130,100,70,Texas Battle,9353573,56451,1100,Randall Duk Kim,bad|dragon|grandfather|orb|warrior,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,English,PG,45000000,2.35
Jee-woon Kim,376,107,419,James Burnett,12026670,114241,1643,Christiana Leucas,deputy|escape|fbi|modern western|sheriff,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,English,R,45000000,2.35
Nick Hamm,130,102,6,Cameron Bright,14334645,22449,23352,Munro Chambers,birthday|boy|clone|cloning|doctor,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,English,PG-13,25000000,2.35
Andy Cadiff,65,101,3,Stark Sands,12189514,30092,842,Terence Maynard,first daughter|photographer|prague|president|secret service agent,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,English,PG-13,23000000,2.35
Mike Disa,77,86,6,Phil LaMarr,10134754,9682,5393,Cheech Marin,3 dimensional|box office flop|critically bashed|red riding hood|wolf,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,English,PG,30000000,1.85
Lasse Hallström,107,108,529,Camryn Manheim,8535575,24033,11519,Lynda Boyd,abusive boyfriend|bear|car accident|ranch|wyoming,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Terry Gilliam,292,123,0,Lily Cole,7689458,126307,11769,Verne Troyer,birthday|bridge|midget|rescue|sideshow,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,English,PG-13,40000000,1.85
Richard J. Lewis,193,134,12,Atom Egoyan,7501404,21086,1873,Paul Gross,ex wife|guest|marriage|memory|montreal,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,English,R,,2.35
,16,511,,Ingvar Eggert Sigurðsson,,2308,307,Björn Hlynur Haraldsson,coastal town|iceland|police|snowstorm|winter storm,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,Icelandic,,,16.0
Brad Furman,184,88,65,John Heard,19316646,52069,5706,David Costabile,costa rica|fbi agent|gambling|money|online gambling,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Peter Howitt,123,109,29,Richard Roundtree,10965209,25558,1297,Ned Bellamy,boss|communications|computer|genius|job,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Edward Zwick,60,122,380,Morgan Freeman,26830000,101888,32930,Matthew Broderick,army|black soldier|military uniform|prejudice|u.s. civil war,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,English,R,18000000,1.85
Sergio Leone,111,251,0,Burt Young,5300000,221000,24719,Treat Williams,1920s|ambiguity|childhood friend|new york|speakeasy,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Niels Arden Oplev,217,118,76,Isabelle Huppert,10880926,54147,4253,James Biberi,crime lord|dead body|dead body in a freezer|new york city|truck explosion,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Michael Radford,117,131,53,Mackenzie Crook,3752725,29715,16252,Kris Marshall,debt|jew|loan|merchant|pound of flesh,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,English,R,18000000,2.35
Neil Jordan,105,109,277,Saïd Taghmaoui,3517797,9004,2759,Tchéky Karyo,casino|french riviera|gambler|heist|partner,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,English,R,25000000,1.85
Steve Boyum,41,80,9,Mike Vogel,3101301,3926,21519,Steve Howey,one word title|paddock|supercross|swimming pool|winning,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,English,PG-13,,1.85
Chris Noonan,124,88,108,Bill Paterson,2975649,23864,1518,Lucy Boynton,book|children|friend|illustrator|letter,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,English,PG,30000000,2.35
Kaige Chen,90,103,45,Toby Leonard Moore,668171,8215,949,Nicholas Tse,armor|general|king|princess|slave,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,Mandarin,PG-13,60000000,2.35
Corey Yuen,110,87,23,Holly Valance,480314,38503,4473,Sarah Carter,female fighter|island|martial arts|parachute|tournament,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,English,PG-13,21000000,2.35
Andrew Dominik,273,160,181,Jeremy Renner,3904982,136104,22516,Sam Shepard,long title|outlaw|robbery|train|train robbery,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Li Zhang,63,121,0,Joan Chen,127437,4670,1887,Jaycee Chan,china|disarming someone|qing dynasty|stabbed with a bayonet|war violence,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,Mandarin,R,18000000,2.35
Laurent Tirard,56,91,2,Sandrine Kiberlain,,9214,545,Kad Merad,baby|dinner|family relationships|school|three word title,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,French,,,1.85
Simon West,130,92,165,Michael Angarano,,36487,29773,Jason Alexander,bodyguard|criminal|gambling|mob boss|thug,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Marc Forster,134,129,395,Madeline Carroll,537580,52972,19620,Kathy Baker,africa|biker|church|orphanage|preacher,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Reinhard Klooss,36,93,7,Vanessa Redgrave,,4599,3095,James Corden,animal|crane the bird|dam|hoover dam|shark,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,German,PG,,2.39
Bille August,46,118,55,Patrick Lyster,,10175,143,Tyrone Keogh,african national congress|father daughter relationship|film starts with text|nelson mandela|violence,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Frédéric Auburtin,7,110,18,Thomas Kretschmann,,3279,2725,Jemima West,20th century|association|fifa|football|world cup,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,English,Not Rated,24000000,2.35
Olivier Dahan,132,103,61,Frank Langella,,12410,2806,Derek Jacobi,1960s|grace kelly|hollywood star|monaco|prince,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,English,,30000000,2.35
Maksim Fadeev,5,85,0,Fedor Bondarchuk,,393,229,Sergey Garmash,battle|creature|hyena|monkey|village,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,Russian,,30000000,
Liliana Cavani,56,110,59,Dougray Scott,,14618,1831,Chiara Caselli,art forgery|concert|dying|picture framer|villa,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Greg Tiernan,65,89,5,Salma Hayek,,3302,15795,Anders Holm,bread|coarse language|f word|sausage|tricked into lesbian sex,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,English,R,19000000,1.85
Elizabeth Banks,221,115,0,Birgitte Hjort Sørensen,183436380,97697,13159,Hana Mae Lee,2010s|a cappella|box office hit|second part|sequel,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,English,PG-13,29000000,1.85
James Mangold,291,153,446,Dallas Roberts,119518352,188637,1383,Tyler Hilton,1960s|accident|concert|guitar|prison,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.39
,13,42,,Kirk Acevedo,,20839,3309,Tom Noonan,epidemic|mission|paradox|plague|virus,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,English,TV-14,,16.0
Edward Norton,148,128,0,Milos Forman,37036404,44816,5404,Anne Bancroft,celibacy|jewish|priest|rabbi|synagogue,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Peter Hewitt,42,89,12,Bradley Pierce,22359293,16222,2056,Mark Williams,child's point of view|house|lawyer|real estate|washing machine,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,English,PG,29000000,1.85
Ron Howard,302,122,2000,Clint Howard,18593156,88682,6161,Oliver Platt,american president|political drama|scandal|u.s. president|washington post the newspaper,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,English,R,35000000,2.35
George Clooney,181,113,0,David Julian Hirsh,,71596,810,Jennifer Hall,broken nose|kgb|marriage proposal|playboy mansion|sistine chapel,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,English,R,29000000,2.35
Reginald Hudlin,64,99,71,Jerry Stiller,16930185,14315,4169,Vincent Pastore,divorce|divorce papers|new york|process server|texas,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,English,PG-13,29000000,1.85
Ben Falcone,154,99,265,Tyler Labine,63034755,16984,23562,Ben Falcone,business|girl scouts|orphanage|overweight woman|quitting a job,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,English,R,29000000,1.85
Richard Attenborough,17,147,0,Kevin McNally,5899797,9913,18855,Penelope Wilton,activist|editor|journalist|newspaper|south africa,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,English,PG,29000000,2.35
Lawrence Kasdan,65,112,759,Alfre Woodard,4554569,8134,17873,Mary McDonnell,college|drugs|patient|psychologist|secret,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Don Mancini,148,88,64,Billy Boyd,17016190,28632,2567,Hannah Spearritt,actress|killer doll|murder|vixen|vomiting,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,English,R,12000000,1.85
John Maybury,161,94,11,Jason Lewis,6301131,92850,5085,Angel Coulby,gulf war veteran|morgue|shot in the head|vermont|veteran,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,English,R,29000000,2.35
Ron Clements,124,90,63,Frank Welker,217350219,260939,52970,Scott Weinger,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,English,G,28000000,1.33
F. Gary Gray,349,167,473,Neil Brown Jr.,161029270,119928,2702,R. Marcos Taylor,concert|gangsta rap|hip hop|nwa|rap music,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Steven Spielberg,148,118,14000,Amrish Puri,179870271,329969,11898,Kate Capshaw,children|studio logo segues into film|temple|village|white dinner jacket,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,English,PG,28000000,2.35
Igor Kovalyov,45,83,5,Cree Summer,100491683,14005,3438,Christine Cavanaugh,baby|home|hospital|lost|newborn baby,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,English,G,24000000,1.85
Lee Tamahori,133,104,93,Billy Burke,74058698,59232,17109,Monica Potter,kidnapping|partner|ransom|school|secret service,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,English,R,60000000,2.35
Stephen Frears,87,110,350,Nina Arianda,,2167,11534,John Sessions,heiress|opera singer|platonic marriage|singer|singing,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,English,PG-13,29000000,2.35
Robert Rodriguez,178,102,0,Salma Hayek,55845943,130094,46186,Enrique Iglesias,agent|cia|mariachi|mexican|president,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,English,R,29000000,1.78
John McTiernan,233,131,323,Bruce Willis,81350242,592582,40585,Reginald VelJohnson,christmas|christmas eve|christmas party|held at gunpoint|hostage,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,English,R,28000000,2.35
David Wain,173,101,136,Ken Marino,67266300,195255,3400,Bobb'e J. Thompson,absent father|big brother|community service|live action role playing|peter pan syndrome,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,English,R,28000000,1.85
Adam McKay,426,130,285,Christian Bale,70235322,182983,57308,Charlie Talbert,bank|banking|finance|fraud|mortgage,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Ang Lee,210,120,0,Kevin Chamberlin,7443007,24663,1500,Demetri Martin,female full frontal nudity|female nudity|male frontal nudity|male full frontal nudity|male nudity,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Gavin O'Connor,129,135,149,Noah Emmerich,64371181,36636,1845,Kenneth Mitchell,1980s|hockey|ice hockey|olympics|soviet union,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,English,PG,28000000,2.4
Zack Snyder,287,110,0,Kevin Zegers,58885635,194422,10438,Mekhi Phifer,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,R,26000000,2.35
Adam Shankman,108,103,163,Judy Greer,60400856,61317,17533,Alex Rocco,chick flick|doctor|horseback riding|wedding|wedding planner,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,English,PG-13,35000000,2.35
Shinji Aramaki,62,115,21,Yû Aoi,,8227,386,Haruma Miura,liberty|space adventure|space opera|time travel|undercover agent,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,Japanese,Not Rated,30000000,2.35
Wes Anderson,220,110,0,Anjelica Huston,52353636,209133,14609,Seymour Cassel,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,English,R,21000000,2.35
James Mangold,136,91,446,Rebecca De Mornay,51475962,177828,3969,Jake Busey,dissociative identity disorder|motel room key|murder|storm|stranded,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Jon Turteltaub,222,105,226,Morgan Freeman,63910583,106755,35694,Romany Malco,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.35
John Glen,112,127,46,Topol,62300000,72085,2118,Desmond Llewelyn,agent|british|ice skater|ship|spy,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,English,PG,28000000,2.35
Peter Chelsom,122,82,23,David Sparrow,49968653,85423,37,Ann Talman,christmas|destiny|fate|love|serendipity,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,English,PG-13,28000000,1.85
Peter Hyams,62,99,0,Bruce McGill,44450000,44394,2010,Gloria Reuben,cop|corrupt politician|future|senator|time travel,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,English,R,27000000,2.35
Ben Stiller,135,90,0,Alexander Skarsgård,45162741,201084,34565,Will Ferrell,fashion|malaysia|male model|reporter|rival,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.35
Lasse Hallström,184,115,529,Noah Lomax,71346930,78008,1554,Mimi Kirkland,abusive husband|chick flick|north carolina|secret|widower,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.35
Kenny Ortega,36,96,197,Omri Katz,39514713,60494,1275,Larry Bagby,candle|cat|halloween|spell|virgin,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,English,PG,28000000,1.85
Scott Hicks,171,104,96,Lily Rabe,43097652,59068,3497,Bob Balaban,chef|cooking|guardian|kitchen|restaurant,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,English,PG,28000000,2.35
Matthew Vaughn,447,117,905,Deborah Twiss,48043505,435864,2357,Michael Rispoli,comic book|female killer|hit in the crotch|narrated by character|reference to batman,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Ruben Fleischer,220,83,181,Dilshad Vadsaria,37053924,77935,1987,Fred Ward,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Patrick Lussier,122,99,71,Danny Masterson,33000377,27378,23344,Jeri Ryan,dracula|gothic|painting|rescue|van helsing,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Miguel Arteta,119,81,44,Steve Carell,66950483,29738,47677,Jennifer Garner,bad day|based on book|birthday|job interview|long title,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,English,PG,28000000,2.39
Joe Wright,177,135,456,Brenda Blethyn,38372662,193455,1083,Simon Woods,bachelor|england|gentleman|georgian|love,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,English,PG,28000000,2.35
Ridley Scott,302,117,0,Sean Young,27000000,461609,13877,M. Emmet Walsh,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Michael Caton-Jones,44,139,105,Jason Flemyng,31600000,34427,16125,Eric Stoltz,18th century|highlands|scotland|sexual cruelty|sword fight,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,English,R,28000000,2.35
McG,211,123,368,Richard Sammel,30688364,69355,1286,Tómas Lemarquis,cancer|estranged wife|leather dress|spy|terrorist,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.35
James Gray,222,117,115,Oleg Taktarov,28563179,72693,3681,Antoni Corone,arrest|drugs|loyalty|raid|violence,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,English,R,21000000,1.85
Janusz Kaminski,100,97,710,Bob Clendenin,16779636,9338,1805,Ben Chaplin,faith|mental patient|priest|scheme|teacher,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Jacques Perrin,100,81,63,Philippe Labro,10762178,10369,66,,arctic|bad weather|flight|migration|ocean,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,English,G,160000000,1.85
Donald Petrie,98,103,80,Carlos Ponce,17324744,44103,3211,Faizon Love,bad luck|band|kiss|luck|masquerade,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,English,PG-13,28000000,1.85
Jay Roach,74,119,116,Mary McCormack,8888143,22250,2171,Ron Eldard,alaska|male nudity|nudity|sex|small town,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,English,R,28000000,2.35
Brian Levant,97,94,32,Amber Valletta,24268828,29971,3436,George Lopez,chinese|cia|single mother|spy|terrorist,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,English,PG,28000000,1.85
Michael Ritchie,21,89,23,Francis Capra,8119205,4288,5535,Kathleen Turner,8 year old|convention|magic|magic wand|male fairy godmother,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,English,PG,28000000,1.85
John Carpenter,156,98,0,Clea DuVall,8434601,43006,28867,Natasha Henstridge,head on a stake|machine gun|martian|nuclear reactor|outer space,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,English,R,28000000,2.35
David Gordon Green,125,107,234,Zoe Kazan,6998324,11476,3944,Scoot McNairy,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,English,R,28000000,1.85
Burr Steers,225,108,23,Bella Heathcote,10907291,23775,4710,Sam Riley,based on novel|damsel in distress|deception|england|zombie,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.35
Martin Scorsese,85,134,17000,Tulku Jamyang Kunga Tenzin,5532301,21606,4,Tencho Gyalpo,chinese|dalai lama|lama|tibet|tibetan,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.35
