director_name,duration,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Michael Tiddes,92,729,Fred Willard,9509,2848,Russell Peters,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,53,English,R,5000000,706,3.5,11000
Bill Duke,99,849,Eddie Cibrian,2326,2269,Wood Harris,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,21,English,PG-13,8000000,578,6.1,738
Frank Borzage,79,998,Gary Cooper,3519,1284,Adolphe Menjou,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,46,English,Unrated,800000,164,6.6,213
Bille Woodruff,96,927,Donald Faison,1180,3552,Lauren London,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,9,English,R,5000000,509,4.5,740
Mamoru Hosoda,82,93,Lara Jill Miller,5164,315,Mona Marshall,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,65,English,PG,5000000,45,5.9,207
Brian Dannelly,92,3000,Macaulay Culkin,40274,5668,Eva Amurri Martino,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324,English,PG-13,5000000,835,6.9,0
Denys Arcand,112,150,Marie-Josée Croze,24921,253,Marina Hands,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,166,French,R,6000000,28,7.7,0
Richard Lester,106,559,Robert Shaw,8930,1199,Nicol Williamson,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,90,English,PG,5000000,249,6.6,672
J.S. Cardone,90,847,Brendan Fehr,7319,3004,Izabella Miko,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,131,English,R,5000000,591,5.3,327
Guy Hamilton,126,11000,Harrison Ford,13587,13591,Franco Nero,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,80,English,PG,5000000,794,6.3,729
Jay Levey,150,859,Fran Drescher,21416,3942,Michael Richards,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,198,English,PG-13,5000000,448,7.0,0
Nicholaus Goossen,90,2000,Linda Cardellini,67853,5202,Shirley Jones,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,202,English,R,,936,7.0,0
Tamara Jenkins,91,1000,Natasha Lyonne,9427,2691,Jessica Walter,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,79,English,R,5000000,778,6.6,462
Sergio Leone,145,973,Claudia Cardinale,216005,2589,Jack Elam,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,565,English,PG-13,5000000,423,8.6,10000
Jon Favreau,95,4000,Jon Favreau,15053,5245,Jonathan Silverman,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,165,English,R,5000000,585,6.4,393
Duncan Jones,97,18000,Kevin Spacey,260607,19404,Benedict Wong,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,485,English,R,5000000,572,7.9,47000
Scott Marshall,90,2000,Miranda Cosgrove,2719,5900,Carter Jenkins,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,41,English,PG-13,,847,5.4,249
Ronan Chapalain,41,55,Norbert Ferrer,296,55,Chloe Hollings,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,4,English,,5000000,0,6.9,89
Atom Egoyan,112,990,Bruce Greenwood,26720,2820,Simon Baker,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,196,English,R,5000000,900,7.7,920
Xavier Beauvois,122,186,Lambert Wilson,12411,416,Olivier Rabourdin,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,89,French,PG-13,4000000,135,7.2,0
Randall Miller,110,25000,Alan Rickman,12233,25676,Greg Collins,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,89,English,PG-13,5000000,579,6.8,0
Jerry Belson,87,922,Cassandra Peterson,881,1324,Bess Armstrong,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,32,English,R,5000000,162,6.2,323
Peter Jackson,108,14000,Kate Winslet,50197,14574,Liz Mullane,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,265,English,R,5000000,433,7.4,0
Michael Polish,121,4000,Hayden Christensen,2047,6617,Cynthia Barrett,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,29,English,PG-13,5000000,849,4.6,0
Dan Rush,97,8000,Will Ferrell,40305,10517,Stephen Root,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86,English,R,5000000,981,6.4,0
Jake Kasdan,116,624,Kim Dickens,12366,1209,Angela Featherstone,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,151,English,R,5000000,385,7.0,507
Brad Anderson,94,23000,Christian Bale,281649,24994,Reg E. Cathey,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,458,English,R,5000000,1000,7.7,21000
Paul Schrader,103,722,Dana Delany,3665,1201,David Clennon,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,39,English,R,5000000,280,6.8,247
Michael Cuesta,112,10000,Jeremy Renner,32382,12897,Robert Pralgo,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,99,English,R,5000000,963,7.0,13000
John Cameron Mitchell,91,967,Dianne Wiest,40618,1582,Tammy Blanchard,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,144,English,PG-13,5000000,289,7.0,0
Fenton Bailey,98,3000,Macaulay Culkin,12675,5185,Marilyn Manson,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158,English,R,5000000,971,6.3,0
Jeremy Saulnier,95,727,Alia Shawkat,28845,1836,Joe Cole,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,125,English,R,5000000,442,7.1,10000
Billy Kent,88,740,Liza Minnelli,5494,1665,Winter Ave Zoli,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,56,English,R,5000000,625,5.6,255
James Manera,99,578,Joaquim de Almeida,1900,3382,Kristoffer Polaha,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,56,English,PG-13,5000000,435,4.4,0
Wes Anderson,91,387,Andrew Wilson,54478,648,Lumi Cavazos,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,184,English,R,7000000,96,7.1,0
Kevin Spacey,97,10000,Viggo Mortensen,6632,13718,Faye Dunaway,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,69,English,R,5000000,1000,6.1,225
Feroz Abbas Khan,136,75,Akshaye Khanna,1311,172,Darshan Jariwala,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,25,Hindi,,,45,7.4,133
Errol Morris,118,6,Jeffrey Frost,3329,6,Ken Davis,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,22,English,R,,0,7.5,489
Dennis Hopper,94,311,Raymond Burr,1599,498,Jim Byrnes,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,27,English,R,2200000,59,7.2,274
Eli Craig,89,948,Katrina Bowden,127842,2958,Chelan Simmons,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,200,English,R,,779,7.6,49000
Nicholas Fackler,90,3000,Adam Scott,1560,4987,Martin Landau,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,15,English,PG,5000000,1000,7.3,777
Richard Wallace,95,197,Judith Anderson,989,538,Laraine Day,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,23,English,Approved,3209000,116,6.2,44
Morgan J. Freeman,90,1000,Ethan Suplee,1884,3207,Sara Gilbert,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,28,English,R,2000000,697,6.2,69
Matthew Hastings,95,889,Meghan Ory,4041,2984,Corey Sevier,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,66,English,R,5000000,680,4.6,174
M. Night Shyamalan,94,432,Ocean James,65299,1010,Olivia DeJonge,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,455,English,PG-13,5000000,309,6.2,27000
Brian De Palma,90,343,Mike Figueroa,8824,408,Kel O'Neill,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,108,English,R,5000000,29,6.2,559
Klaus Menzel,103,811,Adam Garcia,1207,1789,Alice Evans,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,44,English,R,5000000,522,3.3,40
,60,1000,Holly Hunter,3852,5203,Bokeem Woodbine,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,47,English,TV-MA,,1000,7.5,634
Oren Peli,91,46,Glenn Campbell,7888,117,Jelena Nik,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,55,English,R,5000000,21,4.2,0
Jaume Balagueró,102,331,Luis Tosar,23756,526,Marta Etura,http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1,48,Spanish,Not Rated,5000000,93,7.2,0
Paul Andrew Williams,92,570,Dave Legeno,10056,1258,Georgia Groome,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,82,English,Unrated,2500000,337,6.2,639
Stephen Herek,87,866,Henry Ian Cusick,10734,3724,Shenae Grimes-Beech,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,80,English,R,5000000,738,6.1,887
Bob Saget,80,3000,Alyson Hannigan,4322,10727,Jim Belushi,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,47,English,R,,2000,4.2,419
Jim Amatulli,90,695,Heather Locklear,215,3217,Katie Leclerc,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,2,English,PG-13,,617,4.5,38
,44,1000,Corbin Bernsen,67315,4092,Timothy Omundson,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1,127,English,TV-PG,,922,8.4,0
William H. Macy,105,745,Billy Crudup,12672,1986,David Adam Flannery,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,60,English,R,5000000,508,7.5,0
Barrett Esposito,67,979,Chazz Palminteri,83,2509,Danny Aiello,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,1,English,PG,10000000,732,6.7,165
Mitch Davis,95,989,Gary Cole,1091,3514,Cheryl Hines,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,15,English,PG,,970,5.1,0
Eric Bross,87,708,Teri Polo,216,3059,Nicholas Gonzalez,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,3,English,TV-PG,5000000,699,5.5,58
Paul Schrader,94,12000,Nicolas Cage,6964,12676,Tomiwa Edun,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,47,English,R,5000000,316,4.4,0
Vicky Jewson,109,1000,James Frain,237,1681,Lisa Kay,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,3,English,R,5000000,266,4.4,190
Peter Hyams,130,1000,David Huddleston,15988,5191,Hal Holbrook,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,153,English,PG,5000000,849,6.8,2000
Marc Bennett,,975,Michael Rapaport,38,4991,Costas Mandylor,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,2,English,,5000000,900,6.7,35
Mike Mayhall,88,784,David Raizor,8,3021,Martin Kove,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,,English,,5000000,763,8.6,49
Kevin Smith,88,40000,Johnny Depp,849,46115,Natasha Lyonne,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,4,English,PG-13,5000000,3000,4.8,0
Stanton Barrett,97,741,Mikal Vega,928,2849,Ed Quinn,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,14,English,,,615,3.4,0
Jirí Menzel,113,61,Julia Jentsch,6183,92,Milan Lasica,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,27,Czech,R,84450000,12,7.4,1000
Fatih Akin,99,595,Udo Kier,29203,1519,Birol Ünel,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,26,German,,4000000,486,7.3,0
Billy Bob Thornton,148,3000,Robert Duvall,72443,3967,J.T. Walsh,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,309,English,R,890000,324,8.0,0
Nick Murphy,107,874,Isaac Hempstead Wright,46347,2363,Joseph Mawle,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,112,English,R,3000000,579,6.5,10000
Eli Roth,93,1000,Jay Hernandez,138814,2990,Rick Hoffman,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,1516,English,R,4800000,1000,5.9,0
Michael Winterbottom,94,1000,Steve Coogan,11202,3690,Dylan Moran,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,123,English,R,2800000,887,6.8,750
Jeff Nichols,121,982,Katy Mixon,68211,1520,Robert Longstreet,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,219,English,R,5000000,463,7.4,14000
Frank LaLoggia,118,968,Alex Rocco,4695,2545,Katherine Helmond,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,69,English,R,4700000,733,6.7,0
Jeremy Brock,98,10000,Rupert Grint,9611,11703,Tamsin Egerton,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,70,English,PG-13,,838,6.8,864
Scott Foley,82,927,Donald Faison,4247,2469,Dagmara Dominczyk,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,11,English,Unrated,5000000,833,5.4,0
Tobe Hooper,101,237,Bill Johnson,19234,302,Jim Siedow,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,258,English,X,4700000,28,5.5,0
Sam Peckinpah,106,773,James Coburn,13467,2409,Jason Robards,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,106,English,R,4638783,476,7.4,0
Nicolas Winding Refn,90,33000,Ryan Gosling,83234,34779,Yayaying Rhatha Phongam,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,475,English,R,4800000,1000,5.7,30000
Christophe Ali,79,226,Denis Lavant,262,286,Emmanuelle Bercot,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,6,French,,,40,5.4,11
Gabriela Tagliavini,87,571,Maria Conchita Alonso,1427,2006,Camryn Manheim,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,12,English,R,4700000,345,3.2,491
Shekar,,5,Bhama,57,5,Dileep Raj,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,1,Kannada,,,0,7.1,2
Shona Auerbach,105,18000,Gerard Butler,18940,18105,Jack McElhone,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,182,English,PG-13,,66,7.8,2000
Leonard Farlinger,89,584,Keith Carradine,436,2668,Stephen McHattie,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,8,English,R,5000000,580,5.3,31
Michel Leclerc,100,74,Sara Forestier,6304,143,Zinedine Soualem,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,21,French,R,4600000,52,7.2,0
Analeine Cal y Mayor,92,943,Zoë Kravitz,421,1795,Kim Ly,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,3,English,,4700000,480,6.2,199
Tom Kalin,97,13000,Eddie Redmayne,8867,15093,Stephen Dillane,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,65,English,Not Rated,4600000,1000,5.9,0
Robert Sarkies,100,109,William Kircher,2776,122,Paul Glover,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,22,English,,,10,7.3,285
Hugh Wilson,96,801,Steve Guttenberg,87739,3113,Michael Winslow,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,133,English,R,4500000,760,6.7,0
Randal Kleiser,104,1000,Brooke Shields,50125,1662,Leo McKern,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,140,English,R,4500000,511,5.7,0
Mike Newell,117,1000,Kristin Scott Thomas,107923,1862,Simon Callow,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,197,English,R,4500000,398,7.1,0
Amy Heckerling,90,1000,Jennifer Jason Leigh,71217,5002,Vincent Schiavelli,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,228,English,X,4500000,901,7.2,0
John Huston,115,232,Royal Dano,13474,588,James Robertson Justice,http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1,115,English,Unrated,4500000,169,7.4,0
Spike Lee,108,22000,Philip Seymour Hoffman,149528,26050,Aaron Stanford,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,454,English,R,15000000,3000,7.7,0
,43,562,Dan Fogler,6762,1587,KaDee Strickland,http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1,27,English,,,560,7.7,2000
Lana Wachowski,109,3000,Christopher Meloni,41138,3668,Peter Spellos,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,208,English,R,4500000,441,7.4,2000
Darren Aronofsky,102,1000,Ellen Burstyn,573541,2235,Louise Lasser,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,1916,English,R,4500000,1000,8.4,38000
Walter Lang,100,188,Dana Andrews,2756,496,Frank McHugh,http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1,55,English,Approved,,135,7.1,501
Carlos Saura,115,341,Mía Maestro,2412,371,Miguel Ángel Solá,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,40,Spanish,PG-13,700000000,26,7.2,539
Oliver Stone,122,854,Jim Belushi,15175,2762,Juan Fernández,http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1,89,English,R,4500000,652,7.5,1000
Andrew Erwin,98,589,Alex Kendrick,10483,2705,Patricia Heaton,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,125,English,PG,5000000,416,5.4,0
Richard Kelly,133,15000,Jake Gyllenhaal,580999,17040,James Duval,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,2110,English,R,4500000,933,8.1,33000
Beto Gómez,105,274,Jaime Camil,1592,793,Joaquín Cosio,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,14,Spanish,PG-13,,154,6.0,0
Mike van Diem,122,25,Jan Decleir,9171,48,Hans Kesting,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,68,Dutch,R,4500000,20,7.8,689
Jonas Åkerlund,106,835,Patrick Fugit,32357,2110,Debbie Harry,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,199,English,R,2000000,601,6.8,3000
Todd Solondz,98,1000,Rich Pecci,5465,5041,Charlotte Rampling,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,37,English,R,,887,6.5,0
Chan-wook Park,112,717,Min-sik Choi,53508,907,Hye-jeong Kang,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,131,Korean,R,4200000000,126,7.7,4000
René Féret,120,24,Nicolas Giraud,1213,53,Marie Féret,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,17,French,,,12,6.4,0
Barry Skolnick,99,26000,Jason Statham,29463,29325,Danny Dyer,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,84,English,R,2500000,1000,6.5,0
Johnnie To,110,155,Simon Yam,6919,398,Josie Ho,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,26,Cantonese,R,35000000,96,7.3,528
Mateo Gil,102,820,Sam Shepard,7390,1950,Stephen Rea,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,40,English,R,,356,6.6,0
Lukas Moodysson,109,129,Oksana Akinshina,35464,131,Lyubov Agapova,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,206,Russian,R,,2,7.9,0
Agnieszka Wojtowicz-Vosloo,104,14000,Liam Neeson,30836,15860,Chandler Canterbury,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,137,English,R,4500000,1000,5.9,7000
Kabir Sadanand,134,327,Jimmy Shergill,781,496,Dimple Kapadia,http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1,7,Hindi,,,82,4.7,62
Milos Forman,133,888,Scatman Crothers,680041,2176,Louise Fletcher,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,760,English,R,4400000,721,8.7,32000
Peter DeLuise,85,19000,Katherine McNamara,917,20397,Braeden Lemasters,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,4,English,PG,4400000,570,5.9,224
Mel Brooks,87,898,Sid Caesar,12666,2951,Bernadette Peters,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,61,,PG,4400000,842,6.7,629
Raja Menon,130,85,Nimrat Kaur,30977,151,Purab Kohli,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,178,Hindi,,4400000,26,8.5,10000
,199,662,Zack Ward,14251,2667,Megan Follows,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,74,English,TV-G,,517,8.4,0
Ernie Barbarash,103,2000,Michael Jai White,4952,3089,Lateef Crowder,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,32,English,R,4500000,298,5.8,0
Nick Love,112,2000,Hayley Atwell,16445,4810,Alan Ford,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,99,English,R,3000000,1000,6.1,0
Jonathan Glazer,89,1000,Ray Winstone,43135,1291,Amanda Redman,http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1,346,English,R,,146,7.3,0
Daniel Espinosa,124,309,Fabian Bolin,13443,857,Matias Varela,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,25,Swedish,R,,254,6.7,0
Niki Caro,101,446,Keisha Castle-Hughes,34232,497,Tammy Davis,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,346,English,PG-13,6000000,20,7.6,0
R. Balki,133,464,Vidya Balan,7295,1045,Paresh Rawal,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,49,Hindi,,150000000,374,7.2,504
Ivan Engler,112,29,Yangzom Brauen,15780,61,Anna Katharina Schwabroh,http://www.imdb.com/title/tt0381940/?ref_=fn_tt_tt_1,62,German,,4500000,9,6.2,2000
Joe Wright,111,20000,Hugh Jackman,39975,21404,Nonso Anozie,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English,PG,150000000,559,5.8,24000
Kenny Ortega,98,755,Lucas Grabeel,59254,2553,Olesya Rulin,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,726,English,TV-G,4200000,632,5.2,0
,60,1000,Dorian Missick,3673,3026,Ellen Barkin,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,23,English,,,557,8.1,0
Richard Kwietniowski,93,471,Jason Priestley,3407,938,Danny Webb,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,48,English,PG-13,,232,7.1,61
Timur Bekmambetov,104,114,Konstantin Khabenskiy,47097,206,Zhanna Friske,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,310,Russian,R,4200000,28,6.5,0
Neil Jordan,112,1000,Jim Broadbent,41361,2412,Stephen Rea,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,148,English,R,2300000,530,7.3,0
Bob Clark,94,110,Art Hindle,31260,582,Tony Ganios,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,152,English,R,4000000,95,6.2,0
George A. Romero,90,648,Julian Richings,17478,1951,Kathleen Munroe,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,159,English,R,4000000,529,5.0,0
George A. Romero,96,125,Judith O'Dea,87978,403,S. William Hinzman,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,580,English,Unrated,114000,108,8.0,0
Sofia Coppola,101,19000,Scarlett Johansson,321283,32015,Catherine Lambert,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,1848,English,R,4000000,13000,7.8,17000
Woody Allen,93,11000,Woody Allen,192940,12691,Shelley Duvall,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,491,English,PG,4000000,636,8.1,0
Cecil B. DeMille,152,232,Gloria Grahame,9456,825,Cornel Wilde,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,107,English,Not Rated,4000000,178,6.7,625
Ridley Scott,150,23000,Christian Bale,128694,26489,Ben Mendelsohn,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,657,English,PG-13,140000000,892,6.1,51000
Marc Forster,112,13000,Heath Ledger,71495,13707,Marcus Lyle Brown,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,522,English,R,4000000,595,7.1,0
Henry Hobson,95,584,Joely Richardson,30219,1885,David A Cole,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,200,English,PG-13,8500000,430,5.6,22000
Mike Figgis,111,12000,Nicolas Cage,93894,14823,Julian Sands,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,286,English,R,3600000,898,7.6,0
Duane Journey,86,707,Molly C. Quinn,2806,2634,Lochlyn Munro,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1,11,English,,4500000,619,4.3,0
Dan O'Bannon,108,431,Linnea Quigley,39857,2020,Beverly Randolph,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,300,English,R,4000000,426,7.3,0
Billy Wilder,105,597,Austin Pendleton,9007,1218,David Wayne,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,50,English,PG,4000000,222,7.3,661
Rob Cohen,91,3000,Ryan Guzman,27198,4807,Adam Hicks,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,131,English,R,4000000,465,4.6,8000
Carol Reed,105,746,Gina Lollobrigida,3102,986,Sidney James,http://www.imdb.com/title/tt0049875/?ref_=fn_tt_tt_1,35,English,Approved,4000000,119,6.8,283
,60,1000,Holly Hunter,3852,5203,Bokeem Woodbine,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,47,English,TV-MA,,1000,7.5,634
Lisa Cholodenko,106,14000,Josh Hutcherson,110616,18645,Yaya DaCosta,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,291,English,R,3500000,3000,7.1,16000
John Carpenter,93,355,Meg Foster,73501,837,George 'Buck' Flower,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,333,English,R,4000000,151,7.3,27000
John Sturges,172,773,James Coburn,165638,1785,Gordon Jackson,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,301,English,Approved,4000000,742,8.3,8000
William Arntz,109,847,Marlee Matlin,12059,2649,Armin Shimerman,http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1,486,English,Unrated,,670,5.4,2000
Ed Gass-Donnelly,93,45000,Muse Watson,13506,46868,Ashley Bell,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,68,English,PG-13,5000000,541,4.0,0
Richard Linklater,165,230,Ellar Coltrane,266020,673,Libby Villari,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,836,English,R,4000000,193,8.0,92000
Woody Allen,96,19000,Scarlett Johansson,66840,20132,Geoff Bell,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,248,English,PG-13,4000000,427,6.7,0
Tim Burton,119,1000,Cary-Hiroyuki Tagawa,177729,2776,Erick Avari,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,1368,English,PG-13,100000000,658,5.7,0
