num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,genres,actor_1_name,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes
28,80,587,Jane Krakowski,Comedy|Music,Damon Wayans,2467,Paula Garcés,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,66,R,20000000,2003,624
146,107,722,Emily Watson,Action|Drama|Sci-Fi|Thriller,Christian Bale,25088,Sean Pertwee,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,1137,R,20000000,2002,876
67,125,2,Guang Li,Drama|War,Radha Mitchell,1003,Matthew Walker,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,33,R,40000000,2008,10
93,115,977,Ellen Burstyn,Crime|Drama|Romance|Thriller,Charlize Theron,11433,Faye Dunaway,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,138,R,24000000,2000,1000
28,88,231,Garrett Clayton,Adventure|Family|Fantasy|Musical,Chazz Palminteri,1978,Toni Braxton,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,83,G,20000000,2012,532
131,122,188,Angelina Jolie Pitt,Drama|Romance,Brad Pitt,22319,Melvil Poupaud,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,61,R,10000000,2015,11000
105,103,101,Robin Atkin Downes,Action|Adventure|Animation|Family|Sci-Fi|Thriller,William Hootkins,991,Rosalind Ayres,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,79,PG-13,2127519898,2004,336
21,101,407,Costas Mandylor,Drama|History|Sport,Gerard Butler,20354,Jimmy Jean-Louis,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,46,PG,20000000,2005,723
140,101,902,Kirsten Dunst,Crime|Drama|Mystery|Romance|Thriller,Ryan Gosling,39515,Frank Langella,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,67,R,,2010,4000
9,107,324,Jason Scott Lee,Action|Adventure|Drama|History|Romance,Esai Morales,1592,Sandrine Holt,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,25,R,20000000,1994,533
83,86,3,Yuqi Zhang,Comedy|Family|Sci-Fi,Jiao Xu,82,Chi Chung Lam,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,66,PG,,2008,33
8,118,11,Philippe Nahon,Comedy|Family|Fantasy|Sci-Fi,Christian Clavier,182,Marie-Anne Chazel,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16,,140000000,1998,56
138,107,311,Laura Spencer,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Marco St. John,1577,Anita Briem,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75,PG-13,20000000,2010,368
42,100,442,Richard Schiff,Crime|Drama|Mystery,Al Pacino,15612,Mark Webber,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1,81,R,22000000,2002,506
,30,9,George Coulouris,Drama|Family,Peter Vaughan,344,Ewen Solon,http://www.imdb.com/title/tt0166038/?ref_=fn_tt_tt_1,,,,,11
92,110,181,Reeve Carney,Comedy|Drama|Fantasy|Romance,Djimon Hounsou,3785,Tom Conti,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,36,PG-13,20000000,2010,602
140,106,648,Aaron Ashmore,Crime|Drama|Mystery|Thriller,Emma Watson,10982,Julian Richings,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62,R,,2015,750
,7,51,Traci Dinwiddie,Romance|Short,Necar Zadegan,726,Elea Oberon,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1,,,13000,2007,281
29,102,60,Sammo Kam-Bo Hung,Action|Drama|History|War,Andy Lau,1113,Andy On,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1,29,R,25000000,2008,472
29,98,716,Nicholas Lea,Crime|Drama|Thriller,Gerard Butler,20472,Callum Rennie,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,118,R,20000000,2007,867
39,83,700,Phil LaMarr,Adventure|Animation|Comedy|Family,Leonard Nimoy,15680,Noureen DeWulf,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,11,G,20000000,2012,857
2,153,7,Michael Lieber,Biography|Drama|History,Mani Bharathi,164,Kevin McGowan,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,1,,,2014,36
2,98,53,Maggie Wheeler,Animation,Joey D. Vieira,1092,Jacqueline Lovell,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,3,PG,20000000,2014,282
,105,897,Jurnee Smollett-Bell,Action|Biography|Drama|Sport,Robert De Niro,27425,Edgar Ramírez,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,1,R,20000000,2016,2000
64,96,889,Roger Rees,Action|Crime|Thriller,Milla Jovovich,17957,Robert Forster,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,101,PG-13,20000000,2015,1000
120,105,897,Radha Mitchell,Crime|Drama|Mystery|Thriller,Nicolas Cage,16355,Jodi Lyn O'Keefe,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,133,R,27220000,2013,991
143,125,7,Sally Hawkins,Drama|Romance,Toby Jones,2608,Alan David,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,220,PG-13,19400000,2006,594
160,184,155,Alexandra Maria Lara,Action|Biography|Crime|Drama,Moritz Bleibtreu,1601,Martina Gedeck,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,110,R,20000000,2008,471
92,236,232,Michael Spears,Adventure|Drama|Western,Mary McDonnell,2398,Maury Chaykin,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,382,PG-13,22000000,1990,839
286,97,384,John Michael Higgins,Comedy,Justin Timberlake,5547,Phyllis Smith,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296,R,20000000,2011,957
43,113,551,Michael O'Neill,Crime|Drama|Mystery|Thriller,Al Pacino,15914,Ellen Barkin,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,112,R,19000000,1989,599
69,95,528,Lin Shaye,Comedy|Family|Romance,Dan Byrd,3092,Julie Gonzalo,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,232,PG,20000000,2004,852
242,103,157,W. Earl Brown,Horror|Mystery,David Arquette,1212,Roger Jackson,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,869,R,15000000,1996,422
149,91,670,Embeth Davidtz,Horror,Shannon Elizabeth,3023,F. Murray Abraham,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,478,R,20000000,2001,795
253,146,413,Shelley Duvall,Drama|Horror,Scatman Crothers,2560,Joe Turkel,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,1320,R,19000000,1980,629
198,116,459,Thomas F. Wilson,Adventure|Comedy|Sci-Fi,Lea Thompson,3230,J.J. Cohen,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,809,PG,19000000,1985,690
147,93,545,Peter Gallagher,Horror|Mystery|Thriller,Jeffrey Combs,2872,Bridgette Wilson-Sampras,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,536,R,19000000,1999,828
36,113,256,Mary J. Blige,Comedy|Drama,Eric Mendenhall,1465,Hope Olaide Wilson,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1,59,PG-13,13000000,2009,269
6,90,319,Erin O'Brien,Action|Drama,Kari J. Kramer,2374,Cabrina Collesides,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6,,27000000,2016,634
181,101,110,Scott Elrod,Comedy|Drama|Romance,Caroline Dhavernas,1292,Kelli Barrett,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,120,PG-13,19000000,2010,449
97,95,306,David Agranov,Comedy|Romance,Taran Killam,2020,David Moscow,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,205,PG-13,18000000,2003,308
167,109,521,Dominic Cooper,Biography|Drama|Thriller,Mem Ferda,35561,Ludivine Sagnier,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1,125,R,15000000,2011,3000
,43,211,Jenni 'Jwoww' Farley,Comedy|Drama|Reality-TV|Romance,Nicole 'Snooki' Polizzi,1462,Paul 'Pauly D' DelVecchio,http://www.imdb.com/title/tt1697237/?ref_=fn_tt_tt_1,,TV-14,,,230
47,85,402,Colm Feore,Adventure|Comedy|Drama|Family|Fantasy,Mara Wilson,2429,Peter Fonda,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,119,G,19000000,2000,539
308,101,219,Glenn Morshower,Horror|Thriller,Radha Mitchell,2609,John Aylward,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,251,R,20000000,2010,894
246,125,7,Ryûnosuke Kamiki,Adventure|Animation|Family|Fantasy,Bunta Sugawara,44,Miyu Irino,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,902,PG,19000000,2001,10
23,118,30,Michael Wong,Action|Crime|Thriller,Andy Lau,635,Terence Yin,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,12,,,2013,91
29,132,1000,Anthony Hopkins,Action|Adventure|Drama|History|Romance,Liam Neeson,28094,Laurence Olivier,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,95,PG,25000000,1984,12000
252,131,326,Sophie Nélisse,Drama|War,Emily Watson,1985,Roger Allam,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,236,PG-13,19000000,2013,526
102,129,630,Michael Cudlitz,Adventure|Comedy|Romance,Katrina Bowden,4324,Alice Greczyn,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1,103,R,19000000,2008,822
134,100,356,Kaitlin Olson,Comedy|Romance,Adam Scott,4094,Dominique McElligott,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,181,PG,19000000,2010,547
30,172,102,Mel Ferrer,Drama|History|War,James Mason,1131,Stephen Boyd,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,91,Approved,19000000,1964,134
136,97,562,Michael Biehn,Comedy|Drama|Romance,Topher Grace,5519,Dan Fogler,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,83,R,23000000,2011,2000
102,121,505,Rosie Perez,Drama,Holly Hunter,3260,Dante Brown,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,37,PG,,2012,919
10,92,0,Kyra Nichols,Family|Fantasy|Music,Darci Kistler,2,Margaret Tracey,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1,15,G,19000000,1993,0
31,116,530,Jennifer Jason Leigh,Crime|Drama|Music|Thriller,Steve Buscemi,14579,Miranda Richardson,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,44,R,19000000,1996,1000
63,110,85,Sarah Gadon,Drama,Logan Lerman,8972,Tracy Letts,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,3,R,,2016,691
220,90,16000,Chloë Grace Moretz,Drama|Horror|Mystery|Thriller,Jimmy Bennett,120797,Ryan Reynolds,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,518,R,19000000,2005,17000
241,81,836,Meryl Streep,Comedy|Drama,Nicolas Cage,25489,Roger Willie,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,710,R,19000000,2002,11000
252,97,233,Shawn Roberts,Horror,Tony Nappo,1876,Pedro Miguel Arce,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,662,R,15000000,2005,529
23,107,27,Angelica Lee,Action,Louis Koo,151,Ching Wan Lau,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,4,PG-13,,2013,39
156,118,551,Michael Jeter,Adventure|Comedy|Drama,Johnny Depp,43105,Ellen Barkin,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,648,R,18500000,1998,693
192,100,985,Tina Fey,Comedy|Fantasy|Romance,Jennifer Garner,7252,Martin Starr,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,287,PG-13,18500000,2009,2000
351,97,329,Carla Gallo,Comedy,Craig Roberts,2771,Ike Barinholtz,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397,R,18000000,2014,798
57,114,360,Amy Yasbeck,Action|Comedy|Crime|Fantasy,Peter Greene,2085,Reg E. Cathey,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,213,PG-13,18000000,1994,424
99,130,697,Jon Lovitz,Comedy|Drama|Family|Fantasy|Romance,Tom Hanks,28018,John Heard,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,204,PG,18000000,1988,11000
343,82,6,Ken Davitian,Comedy,Luenell,505,Chester,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,1198,R,18000000,2006,165
163,96,584,Raquel Welch,Comedy|Romance,Linda Cardellini,4380,Alanna Ubach,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,548,PG-13,18000000,2001,788
110,105,643,Nichelle Nichols,Action|Adventure|Sci-Fi,Leonard Nimoy,14762,Walter Koenig,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,192,PG,17000000,1984,664
233,122,457,Colm Feore,Drama|Horror|Thriller,Tom Wilkinson,2759,JR Bourne,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,522,PG-13,20000000,2005,539
91,88,489,Eddie Griffin,Comedy|Romance,Amy Poehler,2604,Bree Turner,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,202,R,17000000,1999,489
169,110,734,Lea Thompson,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,15044,Quinton Aaron,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,PG-13,16000000,2014,1000
142,103,172,Paul Schneider,Comedy|Drama|Romance,Craig T. Nelson,1615,Tyrone Giordano,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,475,PG-13,17000000,2005,552
50,106,521,Sean Patrick Thomas,Comedy|Drama,Harry Lennix,3956,Kenan Thompson,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,69,PG-13,18000000,2004,656
195,98,566,Tony Cox,Comedy|Crime|Drama,Bernie Mac,3151,Alex Borstein,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,485,R,18000000,2003,624
129,68,481,Charles Napier,Comedy|Crime,Will Ferrell,10557,Robert Wagner,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,425,PG-13,17000000,1997,503
156,94,261,Louis Mandylor,Comedy|Family|Romance,Nia Vardalos,2259,Joey Fatone,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,PG-13,18000000,2016,312
103,99,557,Rachael Harris,Comedy|Family,Zachary Gordon,3567,Fran Kranz,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,PG,21000000,2011,569
217,107,794,Bill Duke,Action|Horror|Sci-Fi,Shane Black,4223,Carl Weathers,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,629,R,15000000,1987,1000
134,180,521,F. Murray Abraham,Biography|Drama|History|Music,Jeffrey Jones,3076,Tom Hulce,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,549,R,18000000,1984,670
146,89,458,Scott Porter,Horror|Mystery,Ming-Na Wen,4867,Collins Pennie,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,260,PG-13,20000000,2008,690
159,97,625,Amy Poehler,Comedy,Tina Fey,5032,Neil Flynn,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,554,PG-13,17000000,2004,1000
111,113,148,Lindsay Duncan,Comedy|Drama|Romance,Raoul Bova,1310,Mario Monicelli,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,317,PG-13,18000000,2003,171
187,131,555,Bob Balaban,Drama|Mystery,Kristin Scott Thomas,3261,Tom Hollander,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,651,R,19800000,2001,559
20,44,650,Melinda Clarke,Comedy|Drama|Romance,Peter Gallagher,2546,Tate Donovan,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,281,TV-PG,,,787
44,103,805,Kathleen Turner,Comedy|Drama|Fantasy|Romance,Nicolas Cage,14672,Joan Allen,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,96,PG-13,18000000,1986,899
588,119,529,Naomi Watts,Comedy|Drama|Romance,Emma Stone,21668,Merritt Wever,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,1101,R,18000000,2014,6000
415,98,218,Charlie Tahan,Drama,Sally Hawkins,1353,Andrew Dice Clay,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,384,PG-13,18000000,2013,268
279,111,64,David Alan Basche,Drama|History|Thriller,Christian Clemenson,313,Susan Blommaert,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,828,R,15000000,2006,68
97,94,582,Mekhi Phifer,Drama|Music|Romance,Christian Monzon,4868,Romeo Miller,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,144,PG-13,25000000,2003,1000
60,122,2000,Morgan Freeman,Drama|History|War,Denzel Washington,32930,Matthew Broderick,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,365,R,18000000,1989,11000
27,81,341,Barry Bostwick,Action|Comedy,Hulk Hogan,2653,Nicollette Sheridan,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76,PG-13,18000000,1996,456
212,89,606,Hal Holbrook,Fantasy|Horror,Jamie Lee Curtis,4877,Janet Leigh,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,R,1000000,1980,826
110,106,723,Chris Brochu,Biography|Drama|Family|Sport,Dennis Quaid,5024,Craig T. Nelson,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114,PG,18000000,2011,795
45,122,191,Bob Balaban,Comedy|Drama|War,Bob Newhart,2032,Martin Balsam,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,124,R,18000000,1970,559
190,86,59,Celia Weston,Comedy|Crime|Drama,Collette Wolfe,727,Dan Bakkedahl,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,248,R,18000000,2009,258
77,103,406,Olivia d'Abo,Action|Adventure|Fantasy,Mako,2481,Grace Jones,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109,PG,18000000,1984,476
151,121,356,Cathy Moriarty,Biography|Drama|Sport,Robert De Niro,23008,Frank Vincent,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,494,R,18000000,1980,394
111,109,827,Sasha Alexander,Drama|Romance,Judy Greer,4947,Frances Conroy,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,77,PG-13,18000000,2009,980
64,109,124,Roger Ashton-Griffiths,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,605,Freddie Jones,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,86,PG-13,18000000,1985,144
134,123,637,Kay Panabaker,Comedy|Drama|Musical|Romance,Kelsey Grammer,5734,Megan Mullally,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82,PG,18000000,2009,720
450,94,223,Treat Williams,Adventure|Biography|Drama|Thriller,James Franco,11984,Kate Burton,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,440,R,18000000,2010,642
128,94,975,Jon Lovitz,Comedy|Crime,Woody Allen,23283,Michael Rapaport,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,192,PG,18000000,2000,11000
68,115,111,Susan May Pratt,Drama|Music|Romance,Amanda Schull,1201,Ethan Stiefel,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,210,PG-13,18000000,2000,220
97,107,85,Alex Borstein,Comedy,Olivia Wilde,10691,Timothée Chalamet,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,68,PG-13,17000000,2015,566
54,91,362,Corbin Bleu,Comedy|Crime,Kristen Stewart,18711,Kevin G. Schmidt,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,49,PG,18000000,2004,632
99,125,1000,Hayden Christensen,Drama,Ian Somerhalder,21622,Kristin Scott Thomas,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,359,R,18000000,2001,4000
412,122,816,Michael Fassbender,Biography|Drama,Kate Winslet,28933,Michael Stuhlbarg,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,307,R,30000000,2015,13000
107,102,529,Marie Avgeropoulos,Comedy|Romance,Alan Ruck,4072,Shawn Roberts,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,80,PG-13,18000000,2009,800
192,90,729,Ari Graynor,Comedy|Drama|Romance,Steve Buscemi,16004,Fred Willard,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,105,R,18000000,2009,904
25,98,102,Richard Farnsworth,Action|Adventure|Western,Jason Robards,927,Michael Horse,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,41,PG,18000000,1981,262
104,109,1000,Jamie Lee Curtis,Drama|Thriller,Daniel Radcliffe,14995,Mark Margolis,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,213,R,18000000,2001,2000
120,107,101,Dennis Franz,Mystery|Thriller,Nancy Allen,1067,John McMartin,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,149,R,18000000,1981,376
146,90,179,Paul Freeman,Action|Crime|Thriller,Rebecca Budig,676,Bruce Payne,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,109,PG-13,18000000,2013,193
124,112,177,Kate Burton,Drama,Joan Allen,1466,Henry Czerny,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,287,R,18000000,1997,223
107,94,197,Annie Parisse,Comedy|Drama|Romance,Yaya DaCosta,1673,Frankie Valli,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,48,PG-13,18000000,2014,341
11,105,371,Shelley Long,Adventure|Comedy,Craig T. Nelson,2368,Kellie Martin,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,35,PG,18000000,1989,422
93,104,202,Shaun Evans,Comedy|Drama|Romance,Miriam Margolyes,847,Juliet Stevenson,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,112,R,18000000,2004,204
38,112,45,Karen Young,Drama|Romance,David Margulies,711,Kim Chan,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,118,R,17000000,1986,67
60,108,94,Ralph Richardson,Action|Adventure|Fantasy,Ian McDiarmid,1263,Albert Salmi,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,102,PG,18000000,1981,115
184,112,231,Kerry Condon,Biography|Drama|Romance,David Masterson,1341,Anne-Marie Duff,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,82,R,13000000,2009,416
148,127,940,Bill Murray,Biography|Comedy|Drama,Johnny Depp,56585,Martin Landau,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,420,R,18000000,1994,13000
217,111,405,Kate Winslet,Drama,J.K. Simmons,39307,Brooke Smith,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,111,PG-13,18000000,2013,14000
160,126,9,Khulan Chuluun,Adventure|Biography|Drama|History|War,Tadanobu Asano,653,Honglei Sun,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,165,R,20000000,2007,12
209,114,1000,Gerard Butler,Action|Crime|Thriller,Tom Hardy,46944,Tom Wilkinson,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,192,R,18000000,2008,18000
40,99,251,Michael Beck,Action|Sci-Fi,Barry Bostwick,1356,Henry Silva,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,54,PG,20000000,1982,278
85,150,401,Brian Blessed,Drama,Julie Christie,1645,Richard Briers,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,224,PG-13,18000000,1996,591
83,117,238,Suzie Steen,Biography|Drama|Music|Romance,Bruce Greenwood,1598,Aden Young,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,53,PG,,2009,258
263,112,201,Sam Shepard,Adventure|Drama|Sci-Fi|Thriller,Kirsten Dunst,5671,Paul Sparks,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,156,PG-13,18000000,2016,820
128,108,922,Stockard Channing,Comedy|Romance,Woody Allen,14843,Fisher Stevens,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,155,R,18000000,2003,944
186,116,212,Colin Firth,Biography|Drama|Romance|War,Jeremy Irvine,39463,Sam Reid,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,119,R,18000000,2013,14000
14,60,405,Dylan Walsh,Drama|Mystery,Poppy Montgomery,1906,Dallas Roberts,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,44,,,,426
292,144,16,Burghart Klaußner,Drama|Mystery,Ulrich Tukur,167,Leonie Benesch,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,193,R,12000000,2009,43
15,92,161,Anna Harr,Horror,Zack Ward,1498,James Cullen Bressack,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6,,,2016,290
70,93,415,Randy Quaid,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,2319,Nick Cassavetes,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,100,R,2700000,1986,695
79,103,576,Meat Loaf,Crime|Drama|Mystery|Thriller,Adam Goldberg,4094,Anthony LaPaglia,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,180,R,18000000,2002,783
103,93,151,Mackenzie Gray,Music,James Hetfield,1083,Lars Ulrich,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,56,R,,2013,253
97,98,394,Brad Renfro,Crime|Drama|Thriller,Austin Nichols,2215,Lou Taylor Pucci,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,93,R,18000000,2008,551
108,334,30,Nora von Waldstätten,Biography|Crime|Drama|Thriller,Edgar Ramírez,1032,Katharina Schüttler,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,36,Not Rated,,,30
59,114,32,Simón Andreu,Thriller,Takuya Kimura,198,Shawn Yue,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,20,Not Rated,18000000,2009,35
10,121,353,Joaquim de Almeida,Action|Drama|History|Romance|War|Western,Tom Berenger,2705,Mark Moses,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,42,R,11350000,1999,578
184,87,83,John Amplas,Horror,Greg Nicotero,1592,Joseph Pilato,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,419,Unrated,3500000,1985,177
23,92,757,Rebecca De Mornay,Action|Crime|Drama|Thriller,Sam Trammell,3212,Amanda Schull,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,50,R,18000000,2016,872
112,105,69,Catherine McCormack,Action|Animation|Sci-Fi|Thriller,Romola Garai,1185,Kevork Malikyan,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,90,R,14000000,2006,306
45,90,720,Landon Liboiron,Drama|Western,Demi Moore,4142,Michael Wincott,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,49,R,11000000,2015,1000
59,89,183,Brigitte Nielsen,Action|Adventure|Fantasy,Ernie Reyes Jr.,1243,Sandahl Bergman,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,95,PG-13,17900000,1985,312
