num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
260,145,18,Gustav Fröhlich,136,Brigitte Helm,111841,203,1,Not Rated,6000000,1927,8.3,1.33,12000
141,84,58,Cyril Raffaelli,510,David Belle,55928,962,2,R,12000000,2004,7.2,2.35,0
52,115,642,Bill Cobbs,12000,Steve Buscemi,22345,14889,2,R,7000000,1995,6.8,1.85,0
205,105,56,Chen Chang,1000,Qi Shu,9427,1172,1,Not Rated,15000000,2015,6.4,1.37,0
109,98,730,Scott Glenn,936,Dean Stockwell,20730,3578,1,R,15000000,2001,6.9,2.35,664
103,99,9,Vladimir Garin,20,Konstantin Lavronenko,31589,48,0,Unrated,,2003,8.0,1.85,0
110,110,7,Petchtai Wongkamlao,64,Nirut Sirichanya,24570,134,0,R,300000000,2008,6.2,2.35,0
195,97,570,JJ Feild,13000,Michael Fassbender,64777,15293,0,R,,2010,6.4,2.35,0
14,88,40,Gina Bellman,825,Christopher Heyerdahl,2699,1432,0,R,9000000,1996,5.6,2.35,154
177,103,1000,Brooke Shields,14000,Bradley Cooper,47574,18639,0,R,15000000,2008,6.1,2.35,0
17,104,2,Wendy Crewson,549,Jennifer Hudson,609,801,2,R,15000000,2011,6.0,,705
62,90,642,Al Pacino,17000,Channing Tatum,14280,32814,5,R,15000000,2011,5.1,2.35,0
19,105,125,Udo Kier,776,Eddie Izzard,2236,1732,1,PG-13,25000000,2001,4.5,2.35,193
50,93,66,Gael Le Cornec,1000,Stephen Graham,7519,1245,1,R,15000000,2007,5.9,1.85,445
25,141,576,Hans Matheson,735,Anna Friel,3425,2528,1,R,,2008,6.0,2.35,0
39,85,912,Steve Buscemi,14000,Liam Neeson,4006,29488,0,Not Rated,20000000,2013,5.8,,0
136,109,537,Robert Forster,1000,Birgitte Hjort Sørensen,41638,2829,0,R,7000000,2014,6.1,2.35,13000
26,105,51,Lucy Gaskell,179,Bruce Payne,5018,363,0,Not Rated,15000000,2005,4.9,1.78,473
4,98,50,Rodrigo De la Serna,61,Maximilian Dirr,80,192,0,,15000000,2015,5.7,,18
53,119,19,Daniel Wu,556,Bingbing Fan,9177,996,4,R,15000000,2009,7.1,2.35,821
22,124,303,Dexter Fletcher,631,Samantha Morton,695,1585,1,PG-13,15000000,2000,6.6,,277
147,101,512,Chris Elliott,13000,Bill Murray,437418,15500,1,PG,14600000,1993,8.1,1.85,38000
222,115,642,Channing Tatum,20000,Matt Bomer,38202,38963,3,R,14800000,2015,5.7,2.35,41000
106,120,954,Harold Perrineau,29000,Leonardo DiCaprio,167750,33791,2,PG-13,14500000,1996,6.8,2.35,10000
136,111,121,Aidan Quinn,1000,Kristin Scott Thomas,12937,2140,2,PG-13,10000000,2010,7.5,2.35,0
5,94,124,David Rasche,467,Sharon Leal,993,994,2,R,14500000,2014,6.2,,998
131,131,638,Morgan Freeman,16000,Clint Eastwood,277505,28544,1,R,14400000,1992,8.3,2.35,10000
140,139,236,Jeremy Davies,3000,Bryce Dallas Howard,18646,4211,1,Not Rated,14200000,2005,7.4,2.35,1000
418,120,40,Saurabh Shukla,668,Anil Kapoor,641997,820,0,R,15000000,2008,8.0,2.35,13000
94,119,249,Lois Smith,886,Fred Gwynne,55101,1639,0,R,14000000,1987,6.9,1.85,3000
82,125,700,Hector Elizondo,8000,Julia Roberts,213476,11135,2,R,14000000,1990,6.9,1.85,11000
,65,176,Andrea Martin,770,Martin Short,10,1125,2,,,,9.5,1.33,0
32,108,57,Linda Kozlowski,442,Paul Hogan,44096,717,1,PG,15800000,1988,5.5,2.35,489
22,101,277,Chris Marquette,892,María Valverde,1554,2055,0,R,15000000,2015,5.7,2.35,0
72,145,560,Tom Berenger,10000,Tom Cruise,76842,12098,0,R,14000000,1989,7.2,2.35,4000
39,98,496,Leon,953,Doug E. Doug,69733,2496,1,PG,15000000,1993,6.9,1.85,0
264,101,725,Jaime King,10000,Jensen Ackles,45603,14159,0,R,15000000,2009,5.5,1.85,0
264,92,309,Madison Davenport,941,Kyra Sedgwick,47169,2348,0,PG-13,14000000,2012,5.9,2.35,17000
145,93,535,Brian Dennehy,13000,Sylvester Stallone,172493,15192,1,R,14000000,1982,7.7,2.35,0
86,109,748,Laz Alonso,997,Chris Brown,19505,3544,0,PG-13,14000000,2007,5.2,2.35,0
112,123,238,Desmond Llewelyn,456,Caroline Munro,76477,1326,2,PG,14000000,1977,7.1,2.35,0
17,60,84,Steve Gonsalves,155,Amy Bruni,5563,552,0,,,,6.6,,373
101,99,648,Loretta Devine,975,Alicia Witt,47814,3500,4,R,14000000,1998,5.5,2.35,0
51,119,418,Peter Capaldi,18000,Keanu Reeves,52846,35501,2,R,14000000,1988,7.7,1.85,0
42,110,490,Phylicia Rashad,849,Eddie Cibrian,6352,2226,1,PG-13,,2012,5.4,2.35,0
10,107,25,Klaus Maria Brandauer,327,Seymour Cassel,15730,552,1,PG,14000000,1991,6.7,1.85,0
43,81,636,Elaine Hendrix,8000,Will Ferrell,15047,10792,1,PG-13,14000000,1999,5.0,1.85,2000
331,105,583,Jim Broadbent,11000,Meryl Streep,82327,12894,1,PG-13,13000000,2011,6.4,2.35,18000
38,82,8,Mike Nawrocki,23,Phil Vischer,3135,49,0,G,14000000,2002,6.6,1.85,184
12,109,279,Khandi Alexander,592,Janet Jackson,8904,1620,0,R,14000000,1993,5.9,1.85,0
40,95,111,Roger Guenveur Smith,706,Mike Epps,9693,1421,2,R,14000000,2002,5.7,2.35,530
34,100,364,W. Earl Brown,723,John Witherspoon,17262,2348,1,R,20000000,1995,4.5,1.85,1000
82,118,467,Richard Burton,931,Linda Blair,16294,2704,7,R,14000000,1977,3.7,1.85,889
125,91,50,James D'Arcy,874,Sissy Spacek,22207,1608,0,PG-13,14000000,2005,5.0,2.35,0
56,90,636,Tyler Labine,869,Carmen Electra,24038,3007,2,PG-13,14000000,2003,4.6,1.85,411
160,108,690,Milla Jovovich,26000,Chris Hemsworth,56338,41359,4,R,14000000,2009,6.5,2.35,4000
71,103,625,Lance Gross,953,America Ferrera,5721,3299,2,PG-13,14000000,2010,4.9,2.35,1000
37,96,654,Linda Cardellini,3000,Alyson Hannigan,11729,6861,0,R,14000000,1998,6.0,1.85,645
62,117,55,Joan Plowright,718,Lily Tomlin,9323,1148,6,PG,12000000,1999,6.9,1.85,970
73,93,514,Bethany Joy Lenz,1000,Joe Mantegna,19805,2777,0,R,8500000,1996,5.7,1.85,0
59,136,213,Liza Minnelli,22000,Robert De Niro,13548,23378,0,PG,14000000,1977,6.7,1.66,932
25,115,534,Delroy Lindo,1000,Alfre Woodard,6011,3267,0,PG-13,14000000,1994,6.9,1.85,905
97,94,458,Eliza Coupe,12000,Steve Buscemi,13866,13446,3,R,,2007,5.5,1.85,488
205,85,489,Kane Hodder,1000,Peter Mensah,38985,3050,1,R,11000000,2001,4.4,1.85,0
69,88,799,Donald Faison,934,Frankie Muniz,29008,3707,1,PG,15000000,2002,5.4,1.85,896
195,112,383,Nick Cannon,12000,Anthony Hopkins,38142,13528,0,R,14000000,2006,7.0,2.35,0
61,86,169,Ivana Milicevic,878,Monica Potter,11693,2165,5,PG-13,14000000,2001,5.4,2.35,613
77,86,635,Jackson Nicoll,962,Thomas McDonell,11233,3715,1,PG-13,14000000,2012,5.4,2.35,0
259,112,177,Mathieu Amalric,413,Emmanuelle Seigner,89906,1372,1,PG-13,,2007,8.0,1.85,13000
251,137,280,Noah Emmerich,14000,Kate Winslet,92781,15337,0,R,26000000,2006,7.6,2.35,5000
63,90,191,Sharon Lawrence,12000,Norman Reedus,12519,12776,5,R,24000000,2000,5.9,2.35,853
47,107,113,Julie Kavner,10000,Viggo Mortensen,6782,10368,1,R,14000000,1999,6.6,1.85,860
108,98,15,Terry Pheto,543,Derek Luke,9334,678,3,PG-13,14000000,2006,6.7,2.35,447
64,84,102,Angela Featherstone,159,Melissa Sagemiller,7277,417,4,PG-13,14000000,2001,3.9,1.85,231
20,139,5,Todd Boyce,423,Seth Gilliam,2427,446,1,PG-13,14000000,1995,5.7,1.85,127
135,97,548,Kristin Scott Thomas,14000,Colin Firth,16444,16431,4,PG-13,,2008,6.7,2.35,2000
2,127,324,Joseph Cotten,16000,Christopher Lee,524,17250,0,PG,14000000,1978,6.5,2.35,76
262,150,43,Ruth Sheen,149,Lesley Manville,17933,390,0,R,8200000,2014,6.8,2.35,0
129,104,59,Sara Forestier,412,Mathieu Amalric,3174,799,0,PG,,2009,6.3,2.35,512
69,132,284,Mathieu Kassovitz,380,Sebastian Koch,11077,1429,2,Unrated,103000000,2002,7.3,1.85,0
50,117,21,Shawn Yue,149,Woo-sung Jung,6069,243,2,R,12000000,2010,6.9,2.35,1000
57,115,322,Katherine LaNasa,697,John Heard,11704,2243,0,R,15000000,2008,7.0,1.85,702
116,186,338,Kieran Culkin,13000,Matt Damon,12053,14638,1,R,14000000,2011,6.5,1.85,0
45,90,378,Kenan Thompson,826,Steve Howey,9928,2207,7,R,,2009,3.6,1.85,934
87,90,767,Rebecca De Mornay,1000,Madeline Carroll,60460,4377,0,PG,14000000,2010,7.7,1.85,14000
357,134,11000,Heath Ledger,15000,Jake Gyllenhaal,259837,39789,0,R,14000000,2005,7.7,1.85,13000
348,101,429,Danny Woodburn,833,Noel Fisher,167089,2690,0,PG-13,125000000,2014,5.9,2.35,62000
88,97,201,Dan Hedaya,927,Donald Faison,123390,1724,1,PG-13,12000000,1995,6.8,1.85,0
181,107,135,Celia Weston,2000,Dennis Quaid,36542,2447,2,PG-13,13500000,2002,7.4,1.85,0
107,99,390,Gillian Jacobs,3000,Adam Scott,28159,4702,4,R,14000000,2015,5.1,1.85,0
53,55,2,Olaf Lubaszenko,20,Krystyna Janda,12590,25,0,TV-MA,,,9.1,1.33,0
132,124,170,Stephen Marcus,14000,Kate Winslet,44795,14726,1,R,13500000,2000,7.4,1.85,0
401,110,816,Gabourey Sidibe,2000,Abbie Cornish,185845,4757,7,R,15000000,2012,7.2,2.35,52000
58,105,400,Tamara Tunie,539,Colm Feore,5602,1767,0,R,,2001,6.0,1.85,329
1,41,2,Marian Dziedziel,70,Jacek Koman,271,74,4,,,,7.4,,64
192,178,471,Bruno Ganz,918,Thomas Kretschmann,248354,2334,0,R,13500000,2004,8.3,1.85,14000
157,125,93,Lola Dueñas,273,Belén Rueda,64556,529,1,PG-13,10000000,2004,8.1,2.35,0
454,108,21,Paul Brannigan,19000,Scarlett Johansson,85022,19086,0,R,,2013,6.3,1.85,29000
62,121,227,J.T. Walsh,49000,Robin Williams,98348,50141,1,R,13000000,1987,7.3,1.85,0
4,100,385,Stephanie Danielson,898,Jason Mewes,912,2895,5,PG-13,13400000,2010,3.6,1.78,502
84,115,41,Sean Kingston,569,Usher Raymond,74351,714,1,G,13000000,2011,1.6,1.85,62000
669,108,1000,Mila Kunis,20000,Natalie Portman,551363,38072,1,R,13000000,2010,8.0,2.35,106000
492,117,1000,Abbie Cornish,10000,Gary Oldman,182910,14160,0,PG-13,100000000,2014,6.2,2.35,60000
149,220,3000,Al Pacino,22000,Robert De Niro,790926,39960,1,R,13000000,1974,9.0,1.85,14000
101,112,237,Terry Kinney,656,Sean Patrick Thomas,47876,1307,0,PG-13,13000000,2001,6.1,1.85,0
102,99,54,Rodney Eastman,130,Tuesday Knight,36108,450,0,R,7000000,1988,5.7,1.85,0
63,109,579,Brighton Sharbino,3000,Jennifer Garner,6276,7833,0,PG,13000000,2016,6.8,1.85,16000
106,83,612,Mary Lynn Rajskub,3000,Jennifer Garner,116625,6454,2,PG-13,13000000,2000,5.5,1.37,0
50,107,316,Patrick Wayne,549,Jack Palance,42614,1747,5,R,13000000,1988,6.8,1.85,0
275,102,360,Naomi Watts,13000,Bill Murray,72803,20330,3,PG-13,13000000,2014,7.3,1.85,33000
90,100,460,Regina Hall,833,Joe Lo Truglio,16979,2800,4,R,12500000,2014,6.1,2.35,0
133,97,835,Heath Ledger,23000,Joseph Gordon-Levitt,222099,37907,6,PG-13,16000000,1999,7.2,1.85,10000
49,92,301,Eddie Griffin,11000,Zooey Deschanel,28805,12687,1,PG-13,13000000,2002,5.9,1.85,1000
19,84,182,Lin Shaye,11000,Jon Lovitz,37611,12322,2,PG-13,8200000,1993,6.1,1.85,0
186,86,2,Brett Cullen,619,Óscar Jaenada,12983,971,0,PG-13,17000000,2016,6.8,2.35,0
185,120,829,Eric Stoltz,8000,Logan Lerman,357579,12755,0,R,13000000,2004,7.7,1.85,15000
42,89,329,Mark Webber,571,Chris Elliott,9285,2241,1,PG,13000000,2000,4.9,1.85,0
37,117,912,Chris Brown,1000,Mekhi Phifer,6528,6554,9,PG-13,13000000,2007,6.1,2.35,0
45,97,782,Dom DeLuise,899,Kathleen Turner,19547,2936,2,PG,18000000,1999,2.5,1.85,0
57,91,459,Elliott Gould,904,Bokeem Woodbine,24834,3353,5,R,13000000,1998,6.1,1.85,934
25,100,388,Eartha Kitt,694,Gregory Smith,7984,2486,1,PG,13000000,1996,5.9,1.85,833
59,72,435,Beth Grant,659,Jenny Agutter,31371,2646,0,R,13000000,1990,5.7,1.85,0
58,84,334,Kate del Castillo,1000,Leslie Bibb,12676,2297,2,PG-13,13200000,2014,5.6,2.35,0
330,126,745,Alexa Davalos,2000,Toby Jones,220475,5371,0,R,18000000,2007,7.2,1.85,20000
489,108,123,Sonoya Mizuno,149,Elina Alminas,289508,430,0,R,15000000,2015,7.7,2.35,109000
242,112,213,Orson Bean,512,Willie Garson,254404,1171,2,R,13000000,1999,7.8,1.85,0
40,90,405,Vivica A. Fox,939,Mo'Nique,4339,2815,2,R,6000000,2001,6.1,1.85,593
112,91,140,Ella Wahlestedt,803,Teo Halm,15664,1921,0,PG,13000000,2014,5.8,1.85,0
84,135,525,Jay Hernandez,4000,Kirsten Dunst,21406,6214,2,PG-13,14000000,2001,6.5,1.85,0
251,141,78,Kazunari Ninomiya,378,Yuki Matsuzaki,132149,751,0,R,19000000,2006,7.9,2.35,5000
113,104,844,Virginia Madsen,24000,J.K. Simmons,19707,27806,0,PG,13000000,2006,6.3,2.35,862
23,84,744,Jada Pinkett Smith,1000,LL Cool J,1520,3352,0,R,13000000,1998,3.8,,204
421,118,491,Jacob Tremblay,805,Joan Allen,161288,2499,0,R,13000000,2015,8.3,2.35,72000
32,82,294,Jack Warden,721,Don Rickles,20033,1805,0,PG-13,13000000,1998,6.4,1.85,679
52,95,650,Sam Waterston,899,Kathleen Turner,21212,3092,4,R,13000000,1994,6.7,1.66,3000
81,94,4000,Will Ferrell,16000,Ryan Reynolds,16059,31005,2,PG-13,13000000,1999,6.1,1.85,0
,88,75,David Dencik,690,Michael Nyqvist,335,998,0,,,,8.1,,22
39,99,730,Vanessa Williams,3000,Rosario Dawson,3116,6485,3,R,13000000,1999,6.0,1.85,251
63,121,812,Ellen Albertini Dow,4000,Salma Hayek,27675,6910,4,R,13000000,1998,5.8,1.85,0
47,84,690,Geoffrey Arend,15000,Jake Gyllenhaal,25541,18864,0,PG-13,13000000,2001,5.6,2.35,0
111,93,258,Mathieu Kassovitz,567,Mark Gatiss,21530,1775,1,R,13000000,2001,6.1,2.35,618
168,93,499,Josie Loren,552,Justin Chon,60407,2730,0,R,13000000,2013,5.9,2.35,11000
165,120,280,Miranda Richardson,12000,Steve Buscemi,63084,13208,0,R,13000000,2006,7.3,1.85,0
104,112,548,Kathryn Morris,748,Harry Lennix,18442,2417,1,PG-13,13000000,2007,6.8,2.35,689
150,107,252,Sarita Choudhury,2000,Tina Fey,28573,3004,2,PG-13,13000000,2013,5.7,2.35,5000
61,112,8,Daniel Auteuil,2000,Emir Kusturica,4767,2389,1,R,100000000,2000,7.3,2.35,186
226,96,73,Meghan Heffern,14000,Liam Neeson,56264,14372,2,R,11000000,2009,6.3,1.85,0
21,91,150,Ryan O'Neal,979,Chazz Palminteri,1595,1679,3,R,13000000,1996,5.9,1.85,69
217,105,1000,Jake Gyllenhaal,20000,Natalie Portman,88037,39473,0,R,26000000,2009,7.1,2.35,10000
94,125,968,Vin Diesel,22000,Peter Dinklage,28068,37606,2,R,13000000,2006,7.1,1.85,0
364,102,850,Ezra Miller,8000,Logan Lerman,351274,13631,2,PG-13,13000000,2012,8.0,1.85,131000
19,87,147,Ian Gomez,683,Burt Young,922,1139,1,R,3000000,1993,5.1,1.85,107
129,118,442,Isabella Rossellini,2000,Toby Jones,14143,3474,4,R,13000000,2006,7.1,1.85,0
71,115,887,Sarah Polley,14000,Milla Jovovich,5254,17104,4,R,20000000,2000,6.5,2.35,141
93,91,794,Alison Lohman,3000,Djimon Hounsou,7199,7875,0,PG-13,8495000,2015,4.5,1.85,0
399,88,304,Luke Treadaway,1000,John Boyega,82331,2011,6,R,13000000,2011,6.6,2.35,18000
110,127,116,Nikola Djuricko,306,Jelena Jovanova,31414,796,0,R,13000000,2011,4.3,2.35,0
285,94,383,Tara Platt,873,Michael Imperioli,88241,2812,0,R,13000000,2013,6.7,1.85,23000
2,115,29,Dean Dawson,14000,Liam Neeson,90,14133,1,,12620000,2016,6.8,,139
61,90,234,Aden Young,477,Steve Irwin,5663,1483,0,PG,13000000,2002,5.4,2.35,332
242,102,113,Louis Herthum,170,Dameon Clarke,77305,931,0,R,13000000,2009,6.6,1.85,11000
62,100,91,Everett McGill,581,Rae Dawn Chong,16281,931,0,R,12500000,1981,7.4,2.35,0
121,117,543,Kevin Connolly,18000,Denzel Washington,26493,20456,0,PG-13,12500000,2002,7.3,2.35,0
83,109,355,Embeth Davidtz,13000,Gabriel Millman,14354,14347,1,PG-13,12500000,2002,6.9,1.85,0
122,121,975,Gary Oldman,11000,Brad Pitt,163492,23602,3,R,13000000,1993,8.0,2.35,15000
88,111,1000,Matt Smith,6000,Eva Green,9957,9244,1,Unrated,3660000,2010,6.4,2.35,0
120,100,99,Al Pacino,18000,Kevin Spacey,75675,32288,1,R,12500000,1992,7.8,2.35,0
225,109,204,Ned Beatty,818,Liam Aiken,28483,1813,0,R,13000000,2010,6.1,2.35,0
130,93,697,Ruby Dee,783,Ed Begley Jr.,14193,3700,1,R,18000000,1982,6.1,1.85,0
167,101,472,Margo Harshman,1000,Julian Morris,24012,3142,2,R,16000000,2009,5.1,2.35,0
7,101,135,Mary Astor,490,David Niven,3256,1166,2,Approved,,1937,7.8,1.37,337
226,106,552,Kelli Garner,33000,Ryan Gosling,114762,34351,1,PG-13,12000000,2007,7.4,1.85,19000
185,94,18,Sheila Hancock,77,Richard Johnson,132386,156,0,PG-13,12500000,2008,7.8,1.85,38000
177,140,322,Udo Kier,963,Catherine Deneuve,79330,2894,0,R,12800000,2000,8.0,2.35,0
28,132,241,Richard Roxburgh,1000,Tom Wilkinson,5648,2004,2,R,16000000,1997,6.7,2.35,329
48,99,599,Vincent Gallo,812,Isabella Rossellini,6921,3337,3,R,12500000,1996,6.6,1.85,344
116,90,506,David Costabile,966,Jenna Fischer,13371,2661,7,R,15000000,2009,6.4,1.85,0
391,105,844,Don Johnson,22000,Robert De Niro,165792,26233,1,R,10500000,2010,6.7,1.85,44000
117,108,168,Eric Schweig,18000,Kevin Spacey,14757,18739,5,R,15000000,2010,6.2,2.35,0
24,69,191,Gabriel Damon,912,Judith Barsi,61753,1833,0,G,12500000,1988,7.3,1.33,5000
86,148,489,Bin Won,717,Min-sik Choi,31943,1730,2,R,12800000,2004,8.1,2.35,0
41,118,655,Cheech Marin,968,Clifton Collins Jr.,2676,4270,0,PG,12500000,2009,7.0,2.35,0
304,132,259,Linda Blair,1000,Ellen Burstyn,284252,2466,0,R,8000000,1973,8.0,1.37,18000
385,130,366,Robert Shaw,813,Roy Scheider,412454,2047,0,PG,8000000,1975,8.0,2.35,21000
145,95,1000,Shannon Elizabeth,3000,Alyson Hannigan,315549,8134,6,R,11000000,1999,7.0,1.85,0
99,80,186,Megan Mullally,6000,Mackenzie Foy,12029,6829,0,PG,9600000,2012,7.9,1.85,0
29,94,148,Randall 'Tex' Cobb,400,Victor Wong,39798,1044,1,PG-13,25000000,1986,5.9,1.85,0
77,122,807,Romany Malco,997,Chris Brown,34579,5165,8,PG-13,12000000,2012,6.6,2.35,0
91,102,436,Jason George,656,Sean Patrick Thomas,22147,2754,0,PG-13,12000000,2002,6.3,1.85,770
148,116,664,Kirstie Alley,12000,Leonard Nimoy,91414,16539,2,PG,11000000,1982,7.7,2.35,0
61,78,567,Udo Kier,759,Sean Young,216486,2462,1,PG-13,12000000,1994,6.9,1.85,0
84,114,793,Barry Corbin,2000,Matthew Broderick,71842,4537,0,PG,12000000,1983,7.1,1.85,0
83,112,733,Viggo Mortensen,11000,Harrison Ford,66966,22479,1,R,12000000,1985,7.4,1.85,0
216,110,11,Jason Cottle,93,Alex Veadov,57996,146,0,R,12000000,2012,6.5,2.35,15000
107,104,920,Alyson Stoner,17000,Channing Tatum,90938,21380,0,PG-13,12000000,2006,6.5,2.35,0
63,81,616,Demi Moore,13000,Bruce Willis,42892,17035,0,PG-13,12000000,1996,6.8,1.85,0
140,154,889,Sid Haig,22000,Robert De Niro,239540,25522,5,R,12000000,1997,7.5,1.85,0
153,102,816,Eric Winter,1000,Danneel Ackles,113918,4065,2,R,12000000,2008,6.6,1.85,0
414,89,371,Alex Russell,963,Michael Kelly,204327,2054,0,PG-13,12000000,2012,7.1,1.85,32000
16,132,122,Amy Irving,405,Miriam Margolyes,9503,914,1,PG,12000000,1983,6.6,1.85,0
139,103,504,Michael Palin,629,Shelley Duvall,45890,2730,0,PG,5000000,1981,7.0,1.85,0
111,93,135,Katherine Boecher,1000,Britney Spears,34219,1531,1,PG-13,12000000,2002,3.3,1.85,0
229,93,281,Kirby Bliss Blanton,971,Dax Flame,157051,2043,0,R,12000000,2012,6.7,1.85,29000
112,172,78,Karl Malden,654,George C. Scott,76398,1306,0,GP,12000000,1970,8.0,2.2,0
207,96,933,Gary Cole,49000,Robin Williams,97938,52138,0,R,12000000,2002,6.8,1.85,0
198,89,1000,Jay Hernandez,137000,Andrew Fiscella,57446,140268,0,R,12000000,2008,6.0,1.85,0
172,92,451,Alessandro Nivola,17000,Chloë Grace Moretz,44130,18765,1,PG-13,12000000,2008,5.4,2.35,0
45,97,826,Shannon Elizabeth,1000,Vanessa Williams,5928,5006,5,PG-13,12000000,2004,4.3,2.35,243
34,93,722,Fred Willard,995,Hector Elizondo,42644,6105,2,R,12000000,2001,6.2,1.85,0
75,89,84,Jerry Nelson,227,Steven Mackintosh,33850,534,0,G,12000000,1992,7.7,1.85,0
400,144,834,Tobias Menzies,6000,Eva Green,470501,9125,1,PG-13,150000000,2006,8.0,2.35,0
128,123,898,Roger Rees,4000,Salma Hayek,61651,7072,0,R,12000000,2002,7.4,1.85,0
68,93,8,Ashley Ashida Dixon,28,Lexie Contursi,12383,52,0,PG,12000000,2012,5.9,1.85,0
326,133,733,Sam Trammell,8000,Shailene Woodley,249688,10565,0,PG-13,12000000,2014,7.8,1.85,93000
128,121,599,Martin Landau,13000,Matt Damon,121676,14890,2,R,12000000,1998,7.4,2.35,0
161,102,555,Romany Malco,3000,Rosario Dawson,21672,5592,10,R,12000000,2014,6.5,2.35,0
70,102,79,Richard Dysart,452,Talia Shire,3000,729,1,PG,12000000,1979,5.4,2.35,902
164,99,282,Kathryn Erbe,347,Illeana Douglas,62468,1254,0,R,12000000,1999,7.0,1.85,0
68,55,898,Kelvin Taylor,1000,Peter Mensah,173172,6091,2,TV-MA,,,8.6,16.0,31000
354,98,322,Mare Winningham,1000,Steve Coogan,76094,2376,2,PG-13,12000000,2013,7.6,1.85,37000
125,118,805,Erika Christensen,975,Alicia Witt,19007,2944,1,R,9000000,2005,6.9,2.35,549
55,125,801,Anne Meara,1000,Laurence Olivier,20660,4659,3,R,12000000,1978,7.0,1.85,0
66,104,717,Joanna 'JoJo' Levesque,836,Tammin Sursok,30462,3963,3,PG,12000000,2006,5.3,1.85,0
191,109,376,Cara Delevingne,733,Nat Wolff,63390,2753,2,PG-13,12000000,2015,6.4,2.35,0
33,86,581,Marsha Thomason,873,Michael Imperioli,3119,3646,5,PG-13,,2004,4.5,1.85,151
433,115,622,Bruce Dern,1000,Devin Ratray,91082,3798,0,R,12000000,2013,7.8,2.35,28000
66,92,580,Jada Pinkett Smith,1000,CCH Pounder,16646,3931,1,R,13000000,1995,6.7,1.85,0
37,91,611,Amber Valletta,833,Noel Fisher,5794,4551,0,PG,12000000,2001,5.3,1.85,371
325,94,390,Patton Oswalt,9000,Charlize Theron,64682,10575,1,R,12000000,2011,6.3,1.85,0
170,93,501,Edi Gathegi,26000,Jason Statham,196422,28767,1,R,12000000,2006,7.0,1.78,0
11,93,324,Gilbert Gottfried,1000,Bernie Mac,2301,2939,2,R,,1997,5.3,1.85,439
24,100,604,Eddie Cibrian,1000,Holly Hunter,4052,3250,1,R,12000000,1998,6.6,2.35,242
70,100,696,Laz Alonso,988,Common,10103,3906,1,PG,,2010,5.8,2.35,0
232,113,471,Rosemarie DeWitt,11000,Anne Hathaway,41226,12274,1,R,,2008,6.7,1.85,0
34,122,85,Michael Lerner,1000,Anjelica Huston,16764,1456,0,R,12000000,1981,6.6,1.85,1000
160,100,1000,Colin Firth,19000,Scarlett Johansson,60171,34700,0,PG-13,,2003,7.0,2.35,0
96,293,18,Martin Semmelrogge,362,Jürgen Prochnow,168203,469,0,R,14000000,1981,8.4,1.85,11000
106,137,877,Marc Blucas,2000,Dennis Quaid,16832,5780,0,PG-13,107000000,2004,6.0,2.35,701
53,93,503,Barry Watson,529,Heather Matarazzo,12007,2393,3,R,12000000,2002,5.4,1.85,507
274,123,171,Tom Hollander,565,Tom Hughes,202341,1595,1,R,12000000,2013,7.8,2.35,105000
248,119,4,Andy Lau,755,Takeshi Kaneshiro,92295,1244,3,PG-13,100000000,2004,7.6,2.35,0
288,107,360,Curtiss Cook,664,Nate Parker,41574,2440,1,R,12000000,2012,6.6,1.85,0
177,106,265,Jonny Weston,452,Gary Weeks,57349,1819,0,PG-13,12000000,2015,6.4,2.35,0
81,109,192,Veronika Dash,436,Cedric the Entertainer,15412,1141,3,R,12000000,2008,7.0,2.35,0
29,81,654,Dave Chappelle,931,Sarah Silverman,6965,3848,0,PG-13,10000000,2000,5.7,1.85,262
58,95,968,Kurtwood Smith,1000,Christopher Lambert,23383,4755,0,R,8000000,1992,5.9,1.85,1000
144,86,783,Catherine O'Hara,957,John Michael Higgins,12197,3535,0,PG-13,12000000,2006,6.3,1.85,650
114,113,99,Aleksa Palladino,537,Melanie Griffith,20576,943,0,R,12000000,1998,6.3,1.66,652
132,122,316,Joseph Cross,433,Jill Clayburgh,20000,1291,0,R,12000000,2006,6.2,2.35,0
60,90,251,Kelly Clarkson,525,Anika Noni Rose,23606,1445,2,PG,12000000,2003,2.1,1.85,0
30,108,599,Debi Mazar,873,Michael Imperioli,4961,4497,3,R,12000000,1996,5.0,1.85,251
138,113,48,Nick Damici,1000,Jennifer Jason Leigh,18632,1171,0,R,12000000,2003,5.3,1.85,656
190,110,103,Vinessa Shaw,812,Isabella Rossellini,29613,1540,0,R,12000000,2008,7.1,2.35,0
61,109,794,Ray Winstone,5000,Bob Hoskins,5016,7166,5,R,12000000,2001,7.0,2.35,305
363,110,74,Kang-ho Song,629,Doona Bae,68883,1173,0,R,12215500000,2006,7.0,1.85,7000
2,100,212,Treat Williams,3000,Robert Duvall,763,4277,0,PG,12000000,1981,5.7,1.85,135
131,101,611,Jeffrey Jones,769,Jeremy Davies,29990,2543,0,R,12000000,1999,7.1,2.35,0
146,97,442,Megan Park,21000,Robert Downey Jr.,56654,22577,5,R,12000000,2007,7.0,1.85,0
