director_facebook_likes,movie_imdb_link,country,budget,aspect_ratio
101,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,USA,70000000,2.35
6,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,USA,70000000,
0,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,USA,70000000,2.35
14,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,USA,70000000,1.85
105,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,UK,70000000,2.35
101,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,USA,50000000,2.35
212,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,USA,70000000,2.35
31,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,USA,68000000,2.35
171,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,USA,68000000,2.35
0,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,USA,68000000,2.35
275,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,USA,69000000,1.85
29,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,USA,68000000,2.35
3000,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,USA,68000000,2.35
448,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,Spain,70000000,2.35
18,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,USA,65000000,1.85
101,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,USA,36000000,2.35
0,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,USA,68000000,2.35
44,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,USA,,2.35
0,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,USA,70000000,2.35
116,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,USA,,1.85
335,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,USA,69000000,2.35
36,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,USA,66000000,2.35
,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1,USA,,16.0
38,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,USA,66000000,2.35
4,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,UK,35000000,2.35
14000,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1,USA,70000000,1.85
76,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,USA,66000000,2.35
278,http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1,USA,70000000,1.37
77,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1,USA,59000000,1.85
759,http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1,USA,68000000,2.35
14000,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,USA,65000000,2.35
0,http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1,USA,63000000,2.35
2000,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,USA,62000000,2.35
719,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,USA,65000000,1.85
54,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1,USA,60000000,1.85
0,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,USA,61000000,1.85
0,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,USA,65000000,1.85
285,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,USA,65000000,2.35
258,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,USA,65000000,2.35
480,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,USA,65000000,2.35
11000,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,USA,65000000,2.35
16000,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1,USA,65000000,2.35
212,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1,USA,70000000,2.35
610,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,USA,50000000,2.35
226,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,USA,60000000,1.85
0,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,USA,63000000,1.85
179,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1,USA,65000000,1.85
119,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,USA,65000000,2.35
0,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,UK,65000000,1.66
87,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,USA,65000000,2.39
43,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,USA,50100000,1.85
368,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,USA,65000000,2.35
687,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,USA,65000000,2.35
468,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1,USA,16900000,1.85
0,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,France,65000000,2.35
545,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,Germany,65000000,2.35
545,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,USA,45000000,2.35
212,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,USA,65000000,2.35
138,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,USA,65000000,2.35
4000,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,USA,65000000,1.85
21000,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,USA,63000000,2.35
368,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,USA,65000000,2.35
,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1,UK,,
36,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,USA,70000000,1.85
0,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,France,65000000,1.85
72,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,Australia,65000000,2.35
2000,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,UK,50000000,2.35
38,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,Canada,43000000,2.35
436,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,USA,65000000,1.85
521,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,USA,64000000,1.85
175,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,UK,55000000,2.35
670,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,Germany,50000000,2.35
116,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,USA,63000000,2.35
42,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,Hong Kong,65000000,2.35
14000,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,USA,63000000,1.85
759,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,USA,63000000,2.35
176,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,USA,62000000,2.35
10,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,China,65000000,2.35
322,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,USA,64000000,1.85
84,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,France,62000000,2.35
0,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,USA,62000000,2.35
12,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,USA,62000000,2.35
11,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,USA,42000000,2.35
16000,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,USA,44000000,2.76
8,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,USA,61000000,1.85
25,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,USA,63000000,1.85
0,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,USA,65000000,2.35
116,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,USA,80000000,1.85
64,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,USA,60000000,2.35
0,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,USA,60000000,1.85
12,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1,USA,,2.35
10,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,USA,150000000,1.85
21000,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,USA,61000000,2.35
218,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,USA,60000000,2.35
258,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,UK,58000000,2.35
165,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,USA,95000000,2.35
608,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,USA,60000000,1.85
59,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,USA,70000000,1.85
41,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,USA,60000000,1.85
175,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,USA,61000000,2.35
6,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,USA,60000000,1.85
473,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,USA,60000000,2.35
30,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,USA,60000000,1.85
35,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,USA,105000000,1.85
0,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,USA,60000000,1.85
12000,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,USA,60000000,2.35
