duration,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,content_rating,title_year,imdb_score,aspect_ratio
81,893,Animation|Comedy|Fantasy|Musical,Minnie Driver,South Park: Bigger Longer & Uncut ,162037,Trey Parker,R,1999,7.8,1.85
87,22000,Comedy,Peter Dinklage,Death at a Funeral ,89547,Kris Marshall,R,2007,7.4,1.85
96,533,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Paige Turco,Teenage Mutant Ninja Turtles III ,25086,Matt Hill,PG,1993,4.8,1.85
106,18000,Drama|Sport,Keanu Reeves,Hardball ,22649,DeWayne Warren,PG-13,2001,6.3,1.85
122,34000,Comedy|Drama|Romance,Jennifer Lawrence,Silver Linings Playbook ,533607,Bradley Cooper,R,2012,7.8,2.35
123,2000,Biography|Crime|Drama,Hunter Parrish,Freedom Writers ,52533,Imelda Staunton,PG-13,2007,7.5,1.85
133,1000,Drama,Omari Hardwick,For Colored Girls ,6067,Kimberly Elise,R,2010,6.0,1.85
92,26000,Action|Crime|Thriller,Jason Statham,The Transporter ,237248,Matt Schulze,PG-13,2002,6.8,2.35
110,3000,Action|Drama|Sport,Djimon Hounsou,Never Back Down ,80556,Leslie Hope,PG-13,2008,6.6,2.35
104,711,Horror|Sci-Fi|Thriller,Jason London,The Rage: Carrie 2 ,13065,Eddie Kaye Thomas,R,1999,4.6,1.85
60,98,Game-Show|Reality-TV|Romance,Chris Harrison,The Bachelor             ,4398,,,,2.9,
98,925,Comedy|Drama|Romance,Catherine O'Hara,Away We Go ,45992,Carmen Ejogo,R,2009,7.1,2.35
120,1000,Comedy|Drama,Madeline Carroll,Swing Vote ,15079,Nathan Lane,PG-13,2008,6.1,2.35
112,15000,Drama|Romance,Jake Gyllenhaal,Moonlight Mile ,11983,Bob Clendenin,PG-13,2002,6.7,2.35
127,19000,Drama|Mystery|Thriller,Benedict Cumberbatch,Tinker Tailor Soldier Spy ,149066,Gary Oldman,R,2011,7.1,2.35
102,670,Comedy|Drama|Romance,Elaine Hendrix,Molly ,2295,Sarah Wynter,PG-13,1999,5.8,1.85
91,34000,Drama,Jennifer Lawrence,The Beaver ,39764,Riley Thomas Stewart,PG-13,2011,6.7,2.35
114,1000,Comedy|Musical,Dolly Parton,The Best Little Whorehouse in Texas ,7748,Dom DeLuise,R,1982,5.8,2.35
115,1000,Horror|Sci-Fi|Thriller,Jennifer Jason Leigh,eXistenZ ,77493,Callum Rennie,R,1999,6.8,1.85
115,11000,Action|Adventure,Harrison Ford,Raiders of the Lost Ark ,661017,William Hootkins,PG,1981,8.5,2.35
120,3000,Adventure|Comedy|Family,Macaulay Culkin,Home Alone 2: Lost in New York ,200077,Devin Ratray,PG,1992,6.6,1.85
135,559,Drama|Sci-Fi,Bob Balaban,Close Encounters of the Third Kind ,139288,Melinda Dillon,PG,1977,7.7,2.35
90,16000,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Pulse ,24969,Rick Gonzalez,PG-13,2006,4.7,2.35
100,936,Action|Comedy|Crime|Thriller,Dean Stockwell,Beverly Hills Cop II ,84824,Ronny Cox,R,1987,6.4,2.35
105,1000,Comedy,Angus T. Jones,Bringing Down the House ,30058,Steve Harris,PG-13,2003,5.5,2.35
138,12000,Crime|Drama|Horror|Thriller,Anthony Hopkins,The Silence of the Lambs ,887467,Anthony Heald,R,1991,8.6,1.85
94,1000,Comedy|Music,Tia Carrere,Wayne's World ,114610,Kurt Fuller,PG-13,1992,7.0,1.85
101,608,Action|Comedy|Documentary,Bam Margera,Jackass 3D ,47794,Chris Pontius,R,2010,7.1,1.78
131,813,Adventure|Horror|Thriller,Roy Scheider,Jaws 2 ,51314,Joseph Mascolo,PG,1978,5.7,2.35
91,2000,Adventure|Comedy|Drama|Family|Romance,Jamie Lee Curtis,Beverly Hills Chihuahua ,17829,Ali Hillis,PG,2008,3.7,2.35
112,6000,Horror|Mystery|Thriller,Mackenzie Foy,The Conjuring ,300110,Hayley McFarland,R,2013,7.5,2.35
95,826,Adventure|Comedy|Family|Romance,Nia Long,Are We There Yet? ,22679,Jay Mohr,PG,2005,4.6,1.85
100,989,Comedy,Gary Cole,Tammy ,35965,Ben Falcone,R,2014,4.9,1.85
105,884,Drama|Mystery|Thriller,Sarah Roemer,Disturbia ,186984,Jose Pablo Cantillo,PG-13,2007,6.9,1.85
108,2000,Comedy|Music,Miranda Cosgrove,School of Rock ,210680,Mike White,PG-13,2003,7.1,1.85
101,1000,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christopher Lambert,Mortal Kombat ,81783,Bridgette Wilson-Sampras,PG-13,1995,5.8,1.85
114,489,Drama|Mystery|Romance|Thriller,Jessica Paré,Wicker Park ,44979,Mark Camacho,PG-13,2004,7.0,2.35
109,1000,Comedy|Crime,Busy Philipps,White Chicks ,98794,Brittany Daniel,PG-13,2004,5.4,1.85
115,8000,Comedy|Drama,Shailene Woodley,The Descendants ,205284,Beau Bridges,R,2011,7.3,2.35
117,596,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,Holes ,58222,Ski Carr,PG,2003,7.1,1.85
107,742,Drama|Family|Music|Romance,Kelly Preston,The Last Song ,62421,Melissa Ordway,PG,2010,5.8,2.35
134,2000,Biography|Drama|History,Quvenzhané Wallis,12 Years a Slave ,439176,Taran Killam,R,2013,8.1,2.35
118,962,Comedy|Drama|Music|Romance,Leonard Roberts,Drumline ,28649,Jason Weaver,PG-13,2002,5.7,2.35
121,2000,Comedy|Drama|Romance,Michael Jai White,Why Did I Get Married Too? ,7664,Tasha Smith,PG-13,2010,4.4,1.85
105,40000,Fantasy|Romance,Johnny Depp,Edward Scissorhands ,357581,Conchata Ferrell,PG-13,1990,7.9,1.85
110,11000,Drama|Romance,Sam Claflin,Me Before You ,44723,Brendan Coyle,PG-13,2016,7.6,2.35
114,982,Comedy|Crime|Drama,John Amos,Madea's Witness Protection ,7354,Romeo Miller,PG-13,2012,4.8,1.85
104,813,Action|Crime|Drama|Thriller,Roy Scheider,The French Connection ,82476,Tony Lo Bianco,R,1971,7.8,1.85
100,15000,Comedy,Mila Kunis,Bad Moms ,4654,Jada Pinkett Smith,R,2016,6.7,
85,3000,Comedy|Romance,Alyson Hannigan,Date Movie ,50415,Fred Willard,PG-13,2006,2.7,1.85
72,1000,Adventure|Animation|Family|Fantasy,Roger Rees,Return to Never Land ,13324,Spencer Breslin,G,2002,5.8,1.66
128,1000,Biography|Drama|History,David Oyelowo,Selma ,61114,Oprah Winfrey,PG-13,2014,7.5,2.35
72,3000,Adventure|Animation|Family|Musical,Haley Joel Osment,The Jungle Book 2 ,11634,Tony Jay,G,2003,5.4,1.85
89,526,Drama|Horror|Mystery|Thriller,Barry Watson,Boogeyman ,25960,Charles Mesure,PG-13,2005,4.1,1.85
96,826,Drama|Mystery|Thriller,Nia Long,Premonition ,62364,Marc Macaulay,PG-13,2007,5.9,2.35
77,304,Animation|Comedy|Drama|Family|Musical,Kath Soucie,The Tigger Movie ,13319,Ken Sansom,G,2000,6.3,1.78
123,87000,Horror|Mystery|Thriller,Jimmy Bennett,Orphan ,141663,Aryana Engineer,R,2009,7.0,1.85
111,1000,Adventure|Family,Jay Hernandez,Max ,18915,Edgar Arreola,PG,2015,6.8,2.35
30,607,Comedy,Lamman Rucker,Meet the Browns             ,1922,Denise Boutte,,,3.5,1.85
93,926,Adventure|Comedy,David Carradine,Epic Movie ,89687,Fred Willard,PG-13,2007,2.3,1.85
129,919,Adventure|Fantasy,William Smith,Conan the Barbarian ,113068,Sandahl Bergman,R,1982,6.9,2.35
128,745,Biography|Crime|Drama|History,Billy Crudup,Spotlight ,195333,Brian d'Arcy James,R,2015,8.1,1.85
110,1000,Crime|Drama|Thriller,Jay Hernandez,Lakeview Terrace ,40469,Robert Pine,PG-13,2008,6.1,2.35
137,4000,Horror|Thriller,Sarah Michelle Gellar,The Grudge 2 ,38658,Matthew Knight,PG-13,2006,5.0,1.85
124,508,Comedy|Drama|Romance,Richard Lawson,How Stella Got Her Groove Back ,5427,Barry Shabaka Henley,R,1998,5.5,1.85
93,18000,Adventure|Comedy|Fantasy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Bogus Journey ,49680,Alex Winter,PG,1991,6.2,1.85
115,49000,Comedy|Drama|Romance|Thriller,Robin Williams,Man of the Year ,28005,Amy Poehler,PG-13,2006,6.2,2.35
98,889,Action|Sci-Fi,Robert Forster,The Black Hole ,18481,Yvette Mimieux,PG,1979,5.9,2.35
105,978,Crime|Drama|Thriller,Violante Placido,The American ,79461,Filippo Timi,R,2010,6.3,2.35
127,565,Biography|Drama|Music,Jon Seda,Selena ,19126,Jacob Vargas,PG,1997,6.7,2.35
82,759,Comedy,Diedrich Bader,Vampires Suck ,39095,Anneliese van der Pol,PG-13,2010,3.5,1.85
143,11000,Drama,Brad Pitt,Babel ,243799,Dermot Crowley,R,2006,7.5,1.85
103,2000,Comedy|Drama,Tina Fey,This Is Where I Leave You ,54242,Jane Fonda,R,2014,6.6,2.35
104,22000,Drama|Mystery,Philip Seymour Hoffman,Doubt ,99236,Carrie Preston,PG-13,2008,7.5,1.85
98,860,Action|Comedy,Jeremy Shada,Team America: World Police ,136048,Trey Parker,R,2004,7.2,2.35
92,383,Horror|Thriller,Gunnar Hansen,Texas Chainsaw 3D ,35131,Shaun Sipos,R,2013,4.8,2.35
123,10000,Crime|Drama|Mystery|Thriller,William McNamara,Copycat ,42315,Harry Connick Jr.,R,1995,6.6,2.35
88,31000,Comedy,Marisa Saks,Scary Movie 5 ,50337,Molly Shannon,PG-13,2013,3.5,1.85
158,16000,Comedy|Drama|Musical|Romance|Western,Clint Eastwood,Paint Your Wagon ,9352,Ray Walston,PG-13,1969,6.7,2.35
128,11000,Biography|Drama|History,James Franco,Milk ,136673,Lucas Grabeel,R,2008,7.6,1.85
107,141,Action|Adventure|Drama|Mystery,Peter Firth,Risen ,12276,María Botto,PG-13,2016,6.3,2.35
91,534,Horror,Isaiah Washington,Ghost Ship ,75920,Francesca Rettondini,R,2002,5.5,1.85
90,786,Adventure|Comedy,Patton Oswalt,A Very Harold & Kumar 3D Christmas ,55008,Paula Garcés,R,2011,6.3,2.35
115,13000,Crime|Drama|Mystery|Thriller,Bill Murray,Wild Things ,90677,Jeff Perry,R,1998,6.5,2.35
101,812,Crime|Thriller,Sela Ward,The Stepfather ,23424,Skyler Samuels,PG-13,2009,5.6,2.35
113,1000,Drama|Thriller,Tom Wilkinson,The Debt ,55441,Romi Aboulafia,R,2010,6.9,2.35
113,1000,Comedy|Drama|Music|Romance,Drake Bell,High Fidelity ,143137,Lisa Bonet,R,2000,7.6,1.85
87,741,Horror|Mystery,Johnny Lewis,One Missed Call ,26624,Margaret Cho,PG-13,2008,3.9,1.85
101,1000,Crime|Drama|Thriller,Joe Mantegna,Eye for an Eye ,9845,Philip Baker Hall,R,1996,6.1,1.85
111,26000,Crime|Drama|Romance|Thriller,Jason Statham,The Bank Job ,152247,Daniel Mays,R,2008,7.3,2.35
108,14000,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Eternal Sunshine of the Spotless Mind ,666937,Tom Wilkinson,R,2004,8.3,1.85
105,2000,Comedy|Family|Romance,Jamie Lee Curtis,You Again ,41273,Christine Lakin,PG,2010,5.8,2.35
109,18000,Action|Crime|Drama|Thriller,Keanu Reeves,Street Kings ,94892,Noel Gugliemi,R,2008,6.8,2.35
109,177,Action|Comedy|Sci-Fi,Michael Smiley,The World's End ,185587,Jasper Levine,R,2013,7.0,2.35
99,720,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Nancy Drew ,15877,Tate Donovan,PG,2007,5.9,2.35
98,125,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,Daybreakers ,105797,Tiffany Lamb,R,2009,6.5,2.35
104,2000,Comedy|Romance,Mike Vogel,She's Out of My League ,101730,Geoff Stults,R,2010,6.4,2.35
109,3000,Adventure|Comedy|Family|Romance,Leighton Meester,Monte Carlo ,32951,Brett Cullen,PG,2011,5.8,1.85
75,1000,Horror|Thriller,Adam Goldberg,Stay Alive ,25870,Samaire Armstrong,PG-13,2006,5.1,2.35
119,25000,Action|Adventure|Drama|Romance|Western,Alan Rickman,Quigley Down Under ,15230,Ben Mendelsohn,PG-13,1990,6.8,2.35
90,681,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,Alpha and Omega ,10986,Christine Lakin,PG,2010,5.3,1.85
97,960,Action|Fantasy|Horror|Thriller,Laura Ramsey,The Covenant ,39541,Toby Hemingway,PG-13,2006,5.3,2.35
103,12000,Comedy|Drama|Sport,Jeff Bridges,Stick It ,22604,John Patrick Amedori,PG-13,2006,6.4,1.85
89,87000,Comedy|Family|Fantasy,Jimmy Bennett,Shorts ,5332,Jake Short,PG,2009,4.9,1.85
106,1000,Comedy|Crime|Drama,Kurtwood Smith,To Die For ,34774,Holland Taylor,R,1995,6.8,1.85
96,646,Adventure|Crime|Mystery|Sci-Fi|Thriller,Samira Wiley,Nerve ,4303,Emily Meade,PG-13,2016,7.1,
115,10000,Crime|Drama|Western,Viggo Mortensen,Appaloosa ,50198,Tom Bower,R,2008,6.8,2.35
104,2000,Action|Horror|Thriller,Sheryl Lee,Vampires ,42664,Maximilian Schell,R,1998,6.1,2.35
24,0,Action|Adventure|Animation|Family|Fantasy,Pablo Sevilla,Yu-Gi-Oh! Duel Monsters             ,12417,,,,7.0,
108,606,Horror|Mystery|Thriller,Janet Leigh,Psycho ,422432,John Gavin,R,1960,8.5,1.85
112,1000,Comedy|Romance,Dane Cook,My Best Friend's Girl ,36983,Riki Lindhome,R,2008,5.9,1.85
104,15000,Drama|Romance,Alex Pettyfer,Endless Love ,31323,Rhys Wakefield,PG-13,2014,6.3,2.35
113,995,Comedy|Drama,Hector Elizondo,Georgia Rule ,20539,Jane Fonda,R,2007,5.9,2.35
98,691,Comedy,Mako,Under the Rainbow ,2061,Billy Barty,PG,1981,5.4,1.78
121,2000,Adventure|Comedy|Drama|Fantasy,Matthew Broderick,Ladyhawke ,33597,Leo McKern,PG-13,1985,7.0,2.35
114,1000,Comedy|Drama|Family,Oliver Platt,Simon Birch ,18366,Dana Ivey,PG,1998,6.9,1.85
124,11000,Drama,Adam Sandler,Reign Over Me ,83786,John de Lancie,R,2007,7.5,2.35
148,17000,Adventure|Biography|Drama,Kristen Stewart,Into the Wild ,426359,Hal Holbrook,R,2007,8.2,2.35
108,970,Comedy,Jon Heder,School for Scoundrels ,26100,Jacinda Barrett,PG-13,2006,5.9,2.35
95,991,Adventure|Drama|Horror|Mystery|Thriller,Radha Mitchell,Silent Hill: Revelation 3D ,49888,Martin Donovan,R,2012,5.0,2.35
