num_critic_for_reviews,duration,actor_3_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,language,content_rating,title_year,aspect_ratio,movie_facebook_likes
142,124,576,13000,Action|Thriller,Bruce Willis,269858,16595,Franco Nero,0,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,English,R,1990,2.35,0
144,117,1000,10000,Action|Adventure|Crime|Thriller,Jeremy Renner,119807,14486,LL Cool J,1,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,English,PG-13,2003,2.35,0
39,45,160,898,Adventure|Drama|Fantasy|Mystery|Thriller,Nicole Beharie,49049,1430,Lyndie Greenwood,0,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1,English,TV-14,,16.0,14000
153,141,509,10000,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Tom Cruise,206776,11458,Noah Taylor,1,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,English,R,2001,1.85,0
284,110,559,3000,Drama|Fantasy|Mystery|Thriller,Bryce Dallas Howard,78635,5609,Bob Balaban,1,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,English,PG-13,2006,1.85,0
247,109,727,886,Action|Horror|Sci-Fi|Thriller,Sanaa Lathan,143628,3222,Raoul Bova,0,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,English,PG-13,2004,2.35,0
107,88,1000,1000,Animation|Comedy|Family|Fantasy|Music,Amy Poehler,31649,5227,Jesse McCartney,0,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,English,PG,2009,1.85,2000
141,124,841,4000,Action|Drama|History|War,Jon Hamm,103241,6181,Chris Klein,0,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,English,R,2002,2.35,5000
358,119,992,18000,Action|Thriller,Gerard Butler,203154,31782,Radha Mitchell,3,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,English,R,2013,2.35,45000
160,103,748,1000,Action|Adventure|Sci-Fi|Thriller,LeVar Burton,56741,6207,Michael Dorn,0,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,English,PG,1998,2.35,1000
355,116,464,833,Action|Sci-Fi,Noel Fisher,154955,4001,Ramon Rodriguez,0,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,English,PG-13,2011,2.35,25000
235,125,883,12000,Adventure|Drama|Fantasy,Steve Buscemi,350698,16138,Albert Finney,0,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,English,PG-13,2003,1.37,26000
59,125,184,443,Drama|Horror|Romance|Thriller,David Hyde Pierce,43559,1439,Ron Rifkin,1,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,English,R,1994,1.85,0
388,146,979,25000,Drama|War,Jeremy Irvine,116159,46726,Eddie Marsan,1,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,English,PG-13,2011,2.35,28000
371,118,559,13000,Drama|War,Bill Murray,102248,27674,Bob Balaban,7,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,English,PG-13,2014,2.35,34000
82,171,638,2000,Adventure|Drama|Sci-Fi|Thriller,Michael Biehn,131217,4074,Mary Elizabeth Mastrantonio,0,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,English,PG-13,1989,2.35,0
297,136,17,903,Drama,Frank Langella,84118,1579,John Buffalo Mailer,2,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,English,PG-13,2010,2.35,13000
261,92,423,3000,Action|Drama|Fantasy|Horror|War,Dominic Cooper,138582,5178,Zach McGowan,1,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,English,PG-13,2014,2.35,37000
120,116,774,18000,Action|Thriller,Denzel Washington,58023,32563,Mark Valley,0,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,English,R,1998,2.35,0
228,127,271,15000,Adventure|Family|Fantasy|Romance,Henry Cavill,212085,16034,Nathaniel Parker,8,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,English,PG-13,2007,2.35,15000
76,136,400,11000,Adventure|Biography|Drama|History|War,Brad Pitt,96385,12226,Victor Wong,1,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,English,PG-13,1997,2.35,0
185,111,244,17000,Comedy|Drama,Channing Tatum,43709,18510,Chelcie Ross,2,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,English,PG-13,2011,2.35,0
128,116,384,12000,Action|Adventure|Comedy|Thriller,Anthony Hopkins,39659,12993,Garcelle Beauvais,2,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,English,PG-13,2002,2.35,792
237,113,452,12000,Action|Adventure|Horror|Sci-Fi,Dwayne Johnson,88146,13517,Dexter Fletcher,0,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,English,R,2005,2.35,0
105,97,150,989,Action|Adventure|Comedy|Thriller,Gary Cole,41663,1576,Tate Taylor,1,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,English,PG-13,2002,1.37,531
242,88,324,5000,Action|Fantasy|Horror,Theo James,117096,5861,Sandrine Holt,1,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,English,R,2012,2.35,24000
360,136,66,394,Comedy|Drama|Musical|Romance,James Martin Kelly,61995,712,Celina Beach,7,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,English,PG-13,2012,2.35,33000
112,125,407,13000,Drama|War,Bruce Willis,43651,15916,Rory Cochrane,0,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,English,R,2002,2.35,997
189,116,748,26000,Action|Crime|Thriller,Jason Statham,105556,49608,Ben Mendelsohn,2,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,English,R,2011,2.35,17000
151,98,390,1000,Action|Sci-Fi|Sport,LL Cool J,22264,2763,Andrew Bryniarski,3,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,English,R,2002,2.35,584
92,91,298,349,Action|Crime|Sci-Fi|Thriller,Talisa Soto,16761,1846,Gregg Henry,1,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,English,R,2002,2.35,391
79,97,695,11000,Action|Crime|Drama|Thriller,Morgan Freeman,26893,13628,Randy Quaid,0,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,English,R,1998,2.35,815
81,95,443,2000,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Ron Howard,25572,3734,David Hyde Pierce,0,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,English,PG,2001,2.35,2000
51,88,854,2000,Adventure|Animation|Family|Fantasy|Musical,Lea Michele,5116,6946,Jim Belushi,1,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,English,PG,2013,,5000
261,133,301,26000,Action|Crime|Drama|Mystery|Thriller,Chris Hemsworth,38983,28129,Brandon Molale,1,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,English,R,2015,2.35,11000
197,106,582,11000,Action|Adventure|Mystery|Sci-Fi|Thriller,Angelina Jolie Pitt,72868,12871,Bai Ling,2,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,English,PG,2004,1.85,0
159,116,246,844,Crime|Mystery|Thriller,Charlotte Rampling,31124,1899,Neil Maskell,1,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,English,R,2006,2.35,764
286,115,585,13000,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,177653,15708,Matt Gerald,1,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,English,R,2013,2.35,34000
156,99,182,576,Action|Adventure|Fantasy,Roxanne McKee,44891,1520,Gaia Weiss,0,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,English,PG-13,2014,2.35,12000
176,124,497,11000,Action|Drama|Thriller,Morgan Freeman,86504,12556,Philip Baker Hall,0,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,English,PG-13,2002,2.35,0
293,124,10000,21000,Adventure|Drama|Fantasy|Romance,Robert Pattinson,184637,52547,Anna Kendrick,3,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,English,PG-13,2010,2.35,29000
141,124,580,22000,Crime|Drama|Thriller,Robert De Niro,101899,32871,Gary Farmer,0,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,English,R,2001,2.35,0
304,87,975,7000,Animation|Comedy|Family,Steve Carell,385943,11608,Jack McBrayer,0,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,English,PG,2010,1.85,31000
40,105,97,584,Action|Comedy|Crime|Drama|Thriller,Vincent Pastore,32224,1132,Aida Turturro,1,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,English,R,1995,2.35,617
280,125,3000,14000,Comedy,Liam Neeson,117739,30010,Seth MacFarlane,0,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,English,R,2015,2.35,30000
180,141,334,614,Adventure|Drama|History|Romance,Max Minghella,52496,1829,Rupert Evans,2,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,English,R,2009,2.35,29000
125,121,776,1000,Action|Comedy|Fantasy|Sci-Fi,Janeane Garofalo,53970,3986,Eddie Izzard,4,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,English,PG-13,1999,1.85,0
237,111,681,966,Comedy|Romance,Jenna Fischer,103230,3393,Stephen Merchant,3,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,English,R,2011,2.35,10000
209,157,680,14000,Biography|Drama|Thriller,Al Pacino,133526,18216,Debi Mazar,1,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,English,R,1999,2.35,0
178,117,531,788,Action|Drama|History|Thriller,Michael Raymond-James,27481,3524,Graham McTavish,0,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,English,PG-13,2016,2.35,12000
238,128,135,29000,Action|Drama|Thriller,Leonardo DiCaprio,174248,29824,Michael Gaston,1,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,English,R,2008,2.35,0
190,114,982,7000,Comedy,Steve Carell,80338,10419,Bruce Greenwood,2,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,English,PG-13,2010,1.85,0
393,105,911,3000,Action|Fantasy|Horror,Rufus Sewell,128629,8281,Benjamin Walker,0,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,English,R,2012,2.35,98000
138,113,232,537,Action|Crime|Romance|Thriller,Will Patton,88132,1302,Maury Chaykin,1,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,English,PG-13,1999,2.35,0
4,30,359,995,Comedy,Hector Elizondo,15114,2465,Nancy Travis,1,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1,English,TV-PG,,16.0,0
142,121,745,940,Drama|Mystery|Sci-Fi|Thriller,Martin Landau,85720,4230,Jeffrey DeMunn,0,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,English,PG-13,1998,2.35,0
90,102,112,14000,Action|Adventure|Fantasy|War,Colin Firth,29285,14625,Owen Teale,0,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,English,PG-13,2007,2.35,0
219,169,13000,15000,Action|Drama|War,Tom Hanks,881236,44998,Matt Damon,2,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1,English,R,1998,1.85,22000
327,132,464,3000,Action|Crime|Drama|Thriller,Rami Malek,136954,7081,Ramon Rodriguez,1,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,English,PG-13,2014,2.35,32000
149,127,912,2000,Comedy|Fantasy|Romance,Judy Greer,158864,5838,Loretta Devine,1,http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1,English,PG-13,2000,1.37,0
193,103,835,1000,Adventure|Animation|Comedy|Family,Goran Visnjic,328159,5437,Denis Leary,0,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1,English,PG,2002,1.85,3000
175,136,354,11000,Drama|Horror|Sci-Fi|Thriller,Morgan Freeman,75573,12194,Reece Thompson,1,http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1,English,R,2003,2.35,4000
538,150,655,23000,Biography|Drama|History|War,Joseph Gordon-Levitt,197412,25517,Bruce McGill,0,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,English,PG-13,2012,2.35,71000
313,136,99,18000,Action|Sci-Fi,Keanu Reeves,1217752,18563,Gloria Foster,3,http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1,English,R,1999,2.35,25000
159,140,552,15000,Adventure|Drama|History,Tom Hanks,208817,17171,Kathleen Quinlan,0,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,English,PG,1995,2.35,5000
196,113,217,605,Action|Sci-Fi,Ronny Cox,240241,1441,Marshall Bell,0,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,English,R,1990,1.85,0
80,104,775,901,Comedy|Family|Fantasy,Judge Reinhold,34561,5265,Eric Lloyd,0,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1,English,G,2002,1.85,1000
488,158,11000,20000,Drama|Musical|Romance,Hugh Jackman,243834,46204,Anne Hathaway,1,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,English,PG-13,2012,1.85,144000
153,119,744,15000,Comedy|Drama|Romance,Tom Hanks,151812,17768,Dave Chappelle,2,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,English,PG,1998,1.85,0
173,106,105,8000,Comedy,Will Ferrell,212499,11264,Andrea Savage,2,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,English,R,2008,2.35,0
156,136,94,12000,Action|Adventure|Comedy|Romance|Thriller|Western,Anthony Hopkins,135404,12396,Stuart Wilson,0,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,English,PG-13,1998,2.35,0
307,95,490,21000,Comedy|Drama,Robert Downey Jr.,272789,23018,Matt Walsh,3,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,English,R,2010,2.35,25000
322,137,465,769,Biography|Drama|Sport|War,Finn Wittrock,103589,2938,Alex Russell,0,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,English,PG-13,2014,2.35,35000
169,130,416,16000,Action|Adventure|Thriller,Clint Eastwood,60165,17771,William Devane,1,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1,English,PG-13,2000,2.35,0
74,124,369,13000,Action|Adventure|Thriller,Sylvester Stallone,96096,15229,Janine Turner,1,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1,English,R,1993,2.35,0
72,108,461,848,Action|Crime|Thriller,Delroy Lindo,77390,2913,Bob Gunton,2,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,English,R,1996,2.35,0
86,104,577,13000,Comedy|Family|Fantasy,Bruce Willis,34473,16452,Daniel von Bargen,1,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,English,PG,2000,1.85,0
242,129,625,12000,Drama|History|Thriller,Nicolas Cage,67395,14421,Armando Riesco,0,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,English,PG-13,2006,1.85,0
141,117,403,8000,Drama,Julia Roberts,61490,12850,Marian Seldes,1,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1,English,PG-13,2003,1.85,0
313,99,174,600,Comedy|Romance,Sayed Badreya,213863,1375,Horatio Sanz,0,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,English,R,2012,2.35,59000
280,159,521,10000,Drama|Mystery|Thriller,Tom Cruise,227071,11424,Sydney Pollack,1,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,English,R,1999,1.66,10000
176,118,929,2000,Comedy|Drama|Family|Musical,Quvenzhané Wallis,24735,4796,David Zayas,6,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,English,PG,2014,2.39,16000
279,105,523,10000,Comedy|Crime|Drama|Romance,Will Smith,149337,11943,Gerald McRaney,0,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,English,R,2015,1.85,23000
241,103,520,27000,Action|Comedy|Romance,Tom Hardy,147641,29808,Warren Christie,3,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,English,PG-13,2012,2.35,18000
185,122,957,16000,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Ryan Reynolds,132954,19764,John Michael Higgins,0,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,English,R,2004,2.35,0
97,114,919,1000,Action|Drama|War,Lea Thompson,41776,3860,William Smith,0,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1,English,PG-13,1984,1.85,0
117,143,210,509,Comedy|Drama,Maura Tierney,23940,1409,Paul Guilfoyle,0,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,English,R,1998,2.35,688
239,96,974,14000,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,104831,17913,Bingbing Li,0,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,English,R,2012,2.35,32000
230,111,805,26000,Action|Sci-Fi|Thriller,Jason Statham,166610,28643,Joan Allen,4,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,English,R,2008,2.35,0
94,121,263,394,Action|Crime|Drama|Mystery|Thriller,Melina Kanakaredes,60508,1531,Yvonne Zima,2,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,English,R,1996,2.35,4000
134,135,184,324,Action|Drama|Thriller,Pamela Reed,49300,1013,Michael Kitchen,1,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,English,R,2000,2.35,892
136,101,539,17000,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Kristen Stewart,67707,32232,Jonah Bobo,0,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,English,PG,2005,1.85,0
315,151,637,11000,Drama,Brad Pitt,1347461,13209,Eugenie Bondurant,2,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,English,R,1999,2.35,48000
96,131,383,11000,Drama|Sport,Matthew McConaughey,46951,12088,Brian Geraghty,0,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,English,PG,2006,2.35,0
14,60,575,1000,Crime|Drama|Mystery,Jason Flemyng,8739,3537,Frances O'Connor,0,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1,English,,,,0
60,100,554,13000,Action|Adventure|Comedy,Bruce Willis,43376,15944,Richard E. Grant,0,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,English,R,1991,1.85,0
60,105,506,975,Comedy|Crime,Michael Rapaport,8560,3580,Richard Schiff,1,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,English,R,2000,1.85,177
308,92,568,623,Action|Fantasy|Sci-Fi|Thriller,Caitlin Stasey,65709,3165,Miranda Otto,0,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,English,PG-13,2014,2.35,15000
127,130,25,268,Crime|Drama,Ian McNeice,25474,450,Tony Noble,0,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,English,PG-13,2005,2.35,0
196,100,1000,3000,Action|Crime|Fantasy|Thriller,Jennifer Garner,71202,7048,Goran Visnjic,0,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,English,PG-13,2005,2.35,0
339,102,6000,23000,Action|Crime|Thriller,Joseph Gordon-Levitt,111102,49433,Eva Green,3,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,English,R,2014,1.85,32000
96,133,970,11000,Drama|Mystery|Romance,Harrison Ford,17025,16710,Bill Cobbs,1,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,English,R,1999,1.85,295
361,121,221,963,Adventure|Biography|Drama|History|Sport|Thriller,Michael Kelly,134625,2131,Tom Goodman-Hill,0,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,English,PG-13,2015,2.35,40000
226,147,16,177,Crime|Drama|Fantasy,Michael Smiley,190490,253,Simon Chandler,0,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,English,R,2006,2.35,26000
194,94,481,645,Action|Comedy|Crime,Verne Troyer,162909,2725,Robert Wagner,2,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,English,PG-13,2002,2.35,0
