num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,num_user_for_reviews,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
149,115,Gregg Henry,548,6592103,Crime|Drama|Mystery|Thriller,Peter Coyote,Femme Fatale ,28584,1005,Rie Rasmussen,232,English,France,R,35000000,298,6.3,1.85
24,249,Rod Steiger,695,,Biography|Drama|History|War,Oliver Reed,Lion of the Desert ,9852,1573,John Gielgud,55,English,Libya,PG,35000000,279,8.4,2.35
28,45,François Cluzet,837,1877179,Adventure|Drama|Romance|War,Olivier Martinez,The Horseman on the Roof ,4885,1508,Isabelle Carré,25,French,France,R,,541,7.1,2.35
95,0,Jeffrey Dover,3,630779,Drama|Romance|War|Western,Jeremy W. Auman,Ride with the Devil ,11101,5,Tobey Maguire,159,English,USA,R,35000000,2,6.8,2.35
288,7,Hanaa Bouchaib,30,5100937,Drama,Maricel Álvarez,Biutiful ,68885,50,Eduard Fernández,127,Spanish,Mexico,R,,9,7.5,2.35
10,282,Alice Englert,621,,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,The Lovers ,2138,1980,Bipasha Basu,15,English,Belgium,R,,525,4.5,
58,324,Sam Shepard,4000,,Action|Comedy|Crime|Western,Salma Hayek,Bandidas ,28848,5377,Dwight Yoakam,76,English,France,PG-13,32000000,820,5.7,2.35
,816,Aisha Tyler,970,,Crime|Drama,Bill Cobbs,Black Water Transit ,219,3874,Beverly D'Angelo,,English,USA,,23000000,856,7.2,
297,129,Aml Ameen,988,102413606,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,The Maze Runner ,310903,1783,Jacob Latimore,524,English,USA,PG-13,34000000,149,6.8,2.35
90,141,June Diane Raphael,1000,10214013,Comedy,Tom Wilkinson,Unfinished Business ,23072,1564,Melissa McMeekin,89,English,USA,R,35000000,249,5.4,2.35
56,94,Geraldine Chaplin,554,32000000,Drama|Romance,Richard E. Grant,The Age of Innocence ,36267,1068,Stuart Wilson,150,English,USA,PG,30000000,382,7.2,2.35
274,1000,Ellen Burstyn,20000,10139254,Drama|Sci-Fi,Hugh Jackman,The Fountain ,190990,24640,Mark Margolis,915,English,USA,PG-13,35000000,1000,7.3,1.85
68,239,Kevin J. O'Connor,372,11227940,Action|Adventure|Comedy|Drama|Thriller,David Paymer,Chill Factor ,8367,1274,Hudson Leick,94,English,USA,R,34000000,248,5.2,2.35
98,566,Mark Valley,12000,183125,Action|Crime|Drama|Thriller,Nicolas Cage,Stolen ,36914,14978,Sami Gayle,86,English,USA,R,35000000,774,5.5,2.35
256,2,Yûki Amami,6,15081783,Adventure|Animation|Family|Fantasy,Rumi Hiiragi,Ponyo ,85589,13,Yuria Nara,144,Japanese,Japan,G,34000000,3,7.7,1.85
117,954,Melissa Benoist,989,37432299,Drama|Romance,Tiago Riani,The Longest Ride ,50041,3386,Hayley Lovitt,116,English,USA,PG-13,34000000,970,7.1,2.35
107,1000,Charlize Theron,40000,10654581,Drama|Sci-Fi|Thriller,Johnny Depp,The Astronaut's Wife ,45497,52621,Clea DuVall,260,English,USA,R,34000000,9000,5.3,1.85
52,292,Eva Marie Saint,818,6543194,Adventure|Drama|Romance,Liam Aiken,I Dreamed of Africa ,3740,1778,Vincent Perez,61,English,USA,PG-13,34000000,649,5.6,2.35
135,2000,Dennis Quaid,18000,13101142,Comedy|Romance|Sport,Gerard Butler,Playing for Keeps ,23916,23122,Judy Greer,50,English,USA,PG-13,35000000,2000,5.7,2.35
211,38,Fana Mokoena,113,8324748,Biography|Drama|History,Terry Pheto,Mandela: Long Walk to Freedom ,21223,301,Tony Kgoroge,108,English,UK,PG-13,35000000,98,7.1,2.35
57,521,Warren Beatty,635,,Biography|Drama|History|Romance,Paul Sorvino,Reds ,16255,2291,M. Emmet Walsh,127,English,USA,PG,35000000,631,7.5,1.85
81,574,Demi Moore,10000,141340178,Drama|Thriller,Tom Cruise,A Few Good Men ,181879,14619,Kevin Pollak,319,English,USA,R,40000000,2000,7.6,2.35
107,655,Bill Duke,2000,51758599,Action|Comedy|Crime|Drama|Thriller,Michael Jai White,Exit Wounds ,27580,5942,Bruce McGill,232,English,USA,R,33000000,1000,5.5,2.35
100,330,Cedric the Entertainer,826,117559438,Action|Comedy|Crime,Nia Long,Big Momma's House ,66941,1790,Tichina Arnold,148,English,USA,PG-13,30000000,436,5.1,1.85
60,11,Brianne Brozey,324,4091,Adventure|Animation|Comedy|Family|Fantasy,Kyle Hebert,Thunder and the House of Magic ,4265,369,Joe Ochman,16,English,Belgium,,34000000,15,6.3,2.35
195,48,Veronika Vernadskaya,614,21426805,Action|Adventure|Horror|Sci-Fi|Thriller,Max Minghella,The Darkest Hour ,49312,843,Dato Bakhtadze,211,English,USA,PG-13,30000000,150,4.9,2.35
121,433,Stephen Boss,3000,35057332,Drama|Music|Romance,Ryan Guzman,Step Up Revolution ,45394,4863,Misha Gabriel Hamilton,72,English,USA,PG-13,33000000,594,6.5,2.35
285,491,Kenan Thompson,852,34014398,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Snakes on a Plane ,115649,2604,Rachel Blanchard,1033,English,Germany,R,33000000,521,5.6,2.35
103,178,Joseph Sikora,18000,28927720,Crime|Horror|Mystery|Thriller,Keanu Reeves,The Watcher ,22220,18688,Chris Ellis,181,English,USA,R,33000000,223,5.3,1.85
192,336,Marco St. John,669,33682273,Action|Crime|Drama|Thriller,Laura Harring,The Punisher ,124242,2114,Eddie Jemison,622,English,USA,R,33000000,403,6.5,2.35
90,577,Kuno Becker,722,4280577,Drama|Romance|Sport,Sean Pertwee,Goal! The Dream Begins ,50919,2859,Stephen Dillane,114,English,USA,PG-13,10000000,580,6.8,2.35
258,317,Reggie Lee,26000,17120019,Action|Crime|Thriller,Jason Statham,Safe ,83097,27759,Robert John Burke,134,English,USA,R,30000000,828,6.5,2.35
56,551,Kurt Fuller,11000,8406264,Comedy|Drama|Romance,Angelina Jolie Pitt,Pushing Tin ,24826,13093,Jake Weber,175,English,USA,R,38000000,617,6.0,2.35
197,504,Ian McDiarmid,11000,309125409,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode VI - Return of the Jedi ,681857,13649,Kenny Baker,647,English,USA,PG,32500000,1000,8.4,2.35
254,43,Jason Cope,165,10955425,Action|Sci-Fi|Thriller,Ryan Kruger,Doomsday ,62770,391,Jeremy Crutchley,396,English,UK,R,30000000,107,6.0,2.35
299,50,David Kross,14000,34180954,Drama|Romance,Kate Winslet,The Reader ,189812,14504,Susanne Lothar,370,English,USA,R,32000000,388,7.6,1.85
163,833,Lauren Ambrose,1000,17225675,Comedy,Justin Theroux,Wanderlust ,62198,4151,Joe Lo Truglio,139,English,USA,R,,945,5.6,1.85
152,8000,Zooey Deschanel,22000,173381405,Comedy|Family|Fantasy|Romance,Peter Dinklage,Elf ,147597,43354,Will Ferrell,395,English,USA,PG,33000000,11000,6.9,1.85
53,796,Kyra Sedgwick,3000,104632573,Drama|Fantasy|Romance|Sci-Fi,Robert Duvall,Phenomenon ,63839,5975,David Gallagher,118,English,USA,PG,32000000,941,6.4,2.35
67,521,Nichelle Nichols,773,81150692,Adventure|Comedy|Family|Sport,James Coburn,Snow Dogs ,20219,2916,M. Emmet Walsh,100,English,Canada,PG,35000000,664,5.1,1.85
88,1000,Alfre Woodard,13000,60328558,Comedy|Drama|Fantasy,Bill Murray,Scrooged ,61396,18734,Robert Mitchum,159,English,USA,PG-13,32000000,1000,7.0,1.85
163,327,Moises Arias,678,80197993,Comedy|Family|Sport,Ana de la Reguera,Nacho Libre ,65551,1729,Héctor Jiménez,441,English,Germany,PG,32000000,635,5.7,1.85
371,460,Wendi McLendon-Covey,722,169076745,Comedy|Romance,Matt Lucas,Bridesmaids ,218711,3229,Steve Bannos,485,English,USA,R,32500000,655,6.8,2.35
418,9000,James Franco,17000,101470202,Comedy|Fantasy,Channing Tatum,This Is the End ,310540,38751,Emma Watson,669,English,USA,R,32000000,11000,6.7,2.35
131,573,Enrico Colantoni,826,50041732,Horror,Nia Long,Stigmata ,54390,3004,Portia de Rossi,398,English,USA,R,29000000,724,6.2,2.35
98,975,Charlize Theron,22000,48814909,Biography|Drama,Robert De Niro,Men of Honor ,89424,36069,Michael Rapaport,224,English,USA,R,32000000,9000,7.2,2.35
119,1000,Hayden Christensen,23000,57744720,Action|Crime|Thriller,Paul Walker,Takers ,46961,31529,Jay Hernandez,132,English,USA,PG-13,20000000,4000,6.2,2.35
133,2000,Robert De Niro,49000,21784432,Comedy,Robin Williams,The Big Wedding ,37493,74181,Topher Grace,108,English,USA,R,35000000,22000,5.6,2.35
88,534,Tony Curran,918,37911876,Action|Comedy|Crime,Brandon T. Jackson,Big Mommas: Like Father, Like Son ,19671,3500,Portia Doubleday,47,English,USA,PG-13,32000000,845,4.4,2.35
522,355,Cas Anvar,15000,54696902,Mystery|Sci-Fi|Thriller,Jake Gyllenhaal,Source Code ,379462,16034,Russell Peters,571,English,USA,PG-13,32000000,491,7.5,1.85
43,240,Danny Nucci,344,36733909,Adventure|Biography|Drama|Thriller,Illeana Douglas,Alive ,38949,2054,Michael DeLorenzo,112,English,USA,R,32000000,242,7.1,1.85
224,897,Virginia Madsen,8000,35063732,Mystery|Thriller,Logan Lerman,The Number 23 ,164608,10938,Ed Lauter,383,English,USA,R,32000000,912,6.4,2.35
122,223,Julian Richings,716,99462,Action|Adventure|Drama|Family,Callum Rennie,The Young and Prodigious T.S. Spivet ,11347,1843,Judy Davis,28,English,France,PG,33000000,648,7.1,2.35
56,642,John Belushi,16000,,Action|Comedy|War,Christopher Lee,1941 ,25193,20201,Treat Williams,217,English,USA,PG,35000000,1000,5.9,2.35
75,83,Freddy Rodríguez,649,32701088,Drama|Family|Sport,Ken Howard,Dreamer: Inspired by a True Story ,10018,1400,Holmes Osborne,108,English,USA,PG,32000000,579,6.9,2.35
441,882,Kyle Schmid,10000,31493782,Crime|Drama|Thriller,Viggo Mortensen,A History of Violence ,186606,12754,William Hurt,1125,English,USA,R,32000000,917,7.5,1.85
163,810,Jason Flemyng,26000,43095600,Action|Crime|Thriller,Jason Statham,Transporter 2 ,156267,29050,Matthew Modine,340,English,France,PG-13,32000000,1000,6.3,2.35
63,159,Pat Hingle,29000,18636537,Action|Thriller|Western,Leonardo DiCaprio,The Quick and the Dead ,69197,29743,Roberts Blossom,216,English,Japan,R,32000000,165,6.4,1.85
90,142,Mike Doyle,638,17848322,Comedy|Romance,Frances Fisher,Laws of Attraction ,18771,961,Nora Dunn,102,English,Ireland,PG-13,28000000,160,5.9,2.35
163,245,Marc Anthony,12000,16640210,Drama|Thriller,Nicolas Cage,Bringing Out the Dead ,53028,13040,Sonja Sohn,382,English,USA,R,55000000,368,6.8,2.35
197,447,RZA,1000,13763130,Action|Crime|Sci-Fi|Thriller,Alice Braga,Repo Men ,87768,2925,Yvette Nicole Brown,187,English,USA,R,32000000,561,6.3,2.35
93,535,Aimee Garcia,889,10956379,Action|Drama|Fantasy|Horror|Thriller,Robert Forster,Dragon Wars: D-War ,21506,3274,Chris Mulkey,364,English,South Korea,PG-13,35000000,618,3.6,2.35
15,179,Nancy Travis,3000,4357000,Comedy|Family|Fantasy,Haley Joel Osment,Bogus ,5176,3864,Andrea Martin,30,English,USA,PG,30000000,359,5.3,1.85
260,7000,Olivia Wilde,12000,22525921,Comedy,Steve Buscemi,The Incredible Burt Wonderstone ,60596,32094,Steve Carell,158,English,USA,PG-13,30000000,10000,5.9,2.35
18,826,Frank Welker,3000,3562749,Animation|Comedy|Family|Fantasy|Musical,George Kennedy,Cats Don't Dance ,5600,7394,Hal Holbrook,49,English,USA,G,32000000,2000,6.9,1.33
70,876,Vanessa Redgrave,13000,2899970,Drama,Bill Murray,Cradle Will Rock ,8039,16878,Emily Watson,161,English,USA,R,32000000,898,6.9,2.35
183,308,Beau Bridges,845,1304837,Drama|Mystery|Thriller,Tony Curran,The Good German ,21481,2355,Leland Orser,175,English,USA,R,32000000,552,6.1,1.66
12,239,Rollo Weeks,330,,Action|Adventure|Comedy|Fantasy|Romance,Joan Plowright,George and the Dragon ,3088,1073,Simon Callow,31,English,USA,PG,32000000,239,5.7,2.35
261,3000,Marlon Brando,11000,78800000,Drama|War,Harrison Ford,Apocalypse Now ,450676,25313,Robert Duvall,983,English,USA,R,31500000,10000,8.5,2.35
167,472,Kelli Garner,839,17797316,Comedy|Romance,Rob Riggle,Going the Distance ,50523,2961,Jim Gaffigan,113,English,USA,R,32000000,730,6.3,2.35
42,320,Olympia Dukakis,975,82528097,Drama|Music,Alicia Witt,Mr. Holland's Opus ,30230,2223,Jean Louisa Kelly,154,English,USA,PG,6500000,345,7.3,2.35
130,24,Jordi Mollà,10000,14268533,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Gary Oldman,Criminal ,17319,10910,Doug Cockle,100,English,UK,R,31500000,877,6.3,2.35
66,184,Michael Gough,11000,87100000,Biography|Drama|Romance,Meryl Streep,Out of Africa ,52339,12518,Michael Kitchen,200,English,USA,PG,31000000,920,7.2,1.85
449,874,Bruce Greenwood,18000,93749203,Drama|Thriller,Denzel Washington,Flight ,264047,20952,Nadine Velazquez,491,English,USA,R,31000000,984,7.3,2.35
121,177,Lois Chiles,244,62700000,Action|Adventure|Sci-Fi|Thriller,Desmond Llewelyn,Moonraker ,69534,1008,Lois Maxwell,294,English,UK,PG,34000000,202,6.3,2.35
536,670,Tom Wilkinson,13000,59073773,Adventure|Comedy|Crime|Drama,Bill Murray,The Grand Budapest Hotel ,475518,15082,F. Murray Abraham,644,English,USA,R,25000000,1000,8.1,1.37
135,442,Mika Boorem,12000,24185781,Drama|Mystery,Anthony Hopkins,Hearts in Atlantis ,30339,13811,Hope Davis,268,English,USA,PG-13,31000000,495,6.9,2.35
74,125,Peter Jason,687,53133888,Comedy|Fantasy|Horror|Thriller,Julian Sands,Arachnophobia ,50389,1440,Brian McNamara,136,English,USA,PG-13,31000000,151,6.3,1.85
168,617,Andre Braugher,2000,44983704,Crime|Drama|Mystery|Sci-Fi|Thriller,Dennis Quaid,Frequency ,81866,4045,Noah Emmerich,510,English,USA,PG-13,31000000,702,7.3,2.35
464,322,Kate McKinnon,783,118099659,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,Ghostbusters ,69790,2097,Zach Woods,1211,English,USA,PG-13,144000000,370,5.5,2.35
204,816,Norman Reedus,26000,58879132,Adventure|Comedy,Chris Hemsworth,Vacation ,66123,40312,Beverly D'Angelo,219,English,USA,R,31000000,12000,6.1,2.35
96,482,Rene Russo,848,72077000,Comedy|Crime|Thriller,Delroy Lindo,Get Shorty ,62986,3439,Jon Gries,150,English,USA,R,30250000,808,6.9,1.85
223,90,Chita Rivera,539,170684505,Comedy|Crime|Musical,Colm Feore,Chicago ,172080,813,Jayne Eastwood,1017,English,USA,PG-13,45000000,151,7.2,1.85
112,781,Adam Sandler,12000,163479795,Comedy|Drama,Steve Buscemi,Big Daddy ,161858,26760,Joey Lauren Adams,289,English,USA,PG-13,34200000,11000,6.4,1.85
142,1000,Shannon Elizabeth,3000,145096820,Comedy,Alyson Hannigan,American Pie 2 ,200260,7872,Natasha Lyonne,431,English,USA,R,30000000,1000,6.4,1.85
166,802,John Ratzenberger,15000,191796233,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story ,623757,19046,Jim Varney,391,English,USA,G,30000000,1000,8.3,1.85
114,780,Alan Ruck,18000,121248145,Action|Adventure|Crime|Thriller,Keanu Reeves,Speed ,260981,20966,Joe Morton,373,English,USA,R,25000000,946,7.2,2.35
214,281,Lucas Bryant,17000,125014030,Drama|Romance,Channing Tatum,The Vow ,145852,18322,Dillon Casey,164,English,USA,PG-13,30000000,359,6.8,2.35
126,946,Brendan Fraser,11000,11854694,Drama,Harrison Ford,Extraordinary Measures ,14281,17560,Alan Ruck,64,English,USA,PG,31000000,3000,6.5,1.85
157,1000,Denzel Washington,33000,115648585,Biography|Drama|Sport,Ryan Gosling,Remember the Titans ,160776,54877,Ethan Suplee,402,English,USA,PG,30000000,18000,7.8,2.35
104,495,Jeffrey Jones,826,122012643,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red October ,143696,2575,Courtney B. Vance,241,English,USA,PG,30000000,692,7.6,2.35
304,898,David Oyelowo,15000,116631310,Biography|Drama,Alex Pettyfer,Lee Daniels' The Butler ,87665,20035,Vanessa Redgrave,323,English,USA,PG-13,30000000,1000,7.2,1.85
191,936,Stephen Root,989,114324072,Comedy|Sport,Gary Cole,Dodgeball: A True Underdog Story ,185338,4730,Joel David Moore,392,English,USA,PG-13,20000000,939,6.7,2.35
55,436,Raul Julia,1000,113502246,Comedy|Fantasy,Anjelica Huston,The Addams Family ,96607,3696,Carel Struycken,125,English,USA,PG-13,38000000,1000,6.8,1.85
59,460,Bob Gunton,531,108360000,Adventure|Comedy,Bruce Spence,Ace Ventura: When Nature Calls ,160321,2203,Sophie Okonedo,178,English,USA,PG-13,30000000,461,6.3,2.35
108,529,Hector Elizondo,11000,108244774,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries ,94049,13645,Heather Matarazzo,301,English,USA,G,37000000,995,6.2,1.85
50,452,Elizabeth Berkley,944,105444419,Comedy,Stockard Channing,The First Wives Club ,31817,3143,Stephen Collins,117,English,USA,PG,26000000,893,6.2,1.85
216,360,Brad Pitt,11000,100125340,Crime|Drama|Mystery|Thriller,Morgan Freeman,Se7en ,1023511,22678,Reg E. Cathey,1080,English,USA,R,33000000,11000,8.6,2.35
472,107,Jed Brophy,2000,115646235,Action|Sci-Fi|Thriller,Sharlto Copley,District 9 ,531737,2639,Jason Cope,1262,English,South Africa,R,30000000,433,8.0,1.85
89,217,Bill Fagerbakke,19000,85416609,Adventure|Animation|Comedy|Family|Fantasy,Scarlett Johansson,The SpongeBob SquarePants Movie ,58906,20097,Rodger Bumpass,186,English,USA,PG,30000000,542,7.0,1.85
229,262,Spencer Treat Clark,616,90135191,Crime|Drama|Mystery|Thriller,John Doman,Mystic River ,338415,1942,Tom Guiry,935,English,USA,R,25000000,541,8.0,2.35
268,567,Morgan Freeman,16000,100422786,Drama|Sport,Clint Eastwood,Million Dollar Baby ,482064,28830,Mike Colter,1106,English,USA,PG-13,30000000,11000,8.1,2.35
145,636,Chazz Palminteri,22000,106694016,Comedy|Crime,Robert De Niro,Analyze This ,123940,24333,Molly Shannon,337,English,USA,R,30000000,979,6.7,1.85
177,545,Kevin Connolly,33000,64286,Drama|Romance,Ryan Gosling,The Notebook ,396396,34495,Gena Rowlands,1111,English,USA,PG-13,29000000,638,7.9,2.35
175,71,Bern Cohen,2000,76806312,Comedy|Romance,Judy Greer,27 Dresses ,124501,2978,Yetta Gottesman,154,English,USA,PG-13,30000000,805,6.1,2.35
131,635,Vanessa Williams,1000,79566871,Comedy|Drama|Family|Music|Romance,Emily Osment,Hannah Montana: The Movie ,31760,4516,Moises Arias,140,English,USA,G,30000000,1000,4.2,1.85
41,786,Casey Kasem,971,76501438,Adventure|Animation|Comedy|Family|Romance,Elizabeth Daily,Rugrats in Paris: The Movie ,8146,4527,Debbie Reynolds,49,English,Germany,G,30000000,844,6.1,1.85
30,252,Blythe Danner,769,74787599,Drama|Romance,George Carlin,The Prince of Tides ,12549,1936,Melinda Dillon,109,English,USA,R,30000000,713,6.6,1.85
57,918,Brad Pitt,12000,66528842,Drama|Romance|War|Western,Anthony Hopkins,Legends of the Fall ,112175,26388,Julia Ormond,329,English,USA,R,30000000,11000,7.5,1.85
391,940,Anna Kendrick,24000,83813460,Drama|Romance,J.K. Simmons,Up in the Air ,270238,35209,Chris Lowell,452,English,USA,R,25000000,10000,7.4,1.85
217,322,June Squibb,442,65010106,Comedy|Drama,Hope Davis,About Schmidt ,107557,1556,Howard Hesseman,612,English,USA,R,30000000,344,7.2,1.85
452,7,Vincent Leclerc,303,66359959,Comedy|Horror|Romance,Cory Hardrict,Warm Bodies ,184641,337,Daniel Rindress-Kay,326,English,USA,PG-13,35000000,18,6.9,2.35
589,502,Bruce Willis,23000,66468315,Action|Crime|Drama|Sci-Fi|Thriller,Joseph Gordon-Levitt,Looper ,428916,37387,Tracie Thoms,667,English,USA,R,30000000,13000,7.4,2.35
61,560,Mark Addy,979,64172251,Comedy|Fantasy,Chazz Palminteri,Down to Earth ,19079,2911,Wanda Sykes,122,English,USA,PG-13,30000000,891,5.4,1.85
79,204,Christine Cavanaugh,405,66600000,Comedy|Drama|Family,Miriam Margolyes,Babe ,94435,1185,Roscoe Lee Browne,182,English,Australia,G,30000000,368,6.8,1.85
234,329,Steve Carell,11000,63536011,Comedy|Drama|Romance,Meryl Streep,Hope Springs ,34258,19420,Jean Smart,178,English,USA,PG-13,30000000,7000,6.3,2.35
253,344,Jack McBrayer,15000,62877175,Comedy|Drama|Romance,Mila Kunis,Forgetting Sarah Marshall ,217507,16758,Maria Thayer,325,English,USA,R,30000000,975,7.2,1.85
51,690,Aimee Teegarden,971,,Drama|Sport,Zach Gilford,Friday Night Lights             ,42746,3418,Scott Porter,257,English,USA,TV-14,,741,8.7,1.78
123,482,Tony Nappo,1000,74484168,Action|Crime|Drama|Mystery|Thriller,Josh Charles,Four Brothers ,109894,2740,Fionnula Flanagan,340,English,USA,R,45000000,654,6.9,2.35
145,966,Amy Poehler,2000,60269340,Comedy|Romance,Tina Fey,Baby Mama ,34079,6930,Romany Malco,97,English,USA,PG-13,30000000,1000,6.0,1.85
65,545,Harry Connick Jr.,970,60033780,Drama|Romance,Bill Cobbs,Hope Floats ,18973,2860,Gena Rowlands,162,English,USA,PG-13,30000000,631,5.9,1.85
152,545,Steve Howey,11000,58715510,Comedy|Romance,Anne Hathaway,Bride Wars ,79094,13794,Candice Bergen,129,English,USA,PG,30000000,826,5.4,1.85
94,246,Scott Adsit,506,58156435,Adventure|Comedy|Mystery,Antony Starr,Without a Paddle ,37479,1266,Bonnie Somerville,152,English,USA,PG-13,19000000,316,5.9,2.35
119,533,Judy Greer,3000,56044241,Comedy|Fantasy|Romance,Jennifer Garner,13 Going on 30 ,122187,6742,Christa B. Allen,339,English,USA,PG-13,37000000,2000,6.1,1.85
487,183,Audrey Fleurot,617,56816662,Comedy|Fantasy|Romance,Kurt Fuller,Midnight in Paris ,301149,1289,Nina Arianda,509,English,Spain,PG-13,17000000,204,7.7,1.85
121,691,Brendan Fraser,14000,64238770,Adventure|Animation|Comedy|Family,Liam Neeson,The Nut Job ,19547,18795,Sarah Gadon,64,English,Canada,PG,42000000,3000,5.8,1.85
147,877,Ethan Suplee,40000,52937130,Biography|Crime|Drama,Johnny Depp,Blow ,198066,43453,Jordi Mollà,426,English,USA,R,30000000,1000,7.6,2.35
85,362,John Savage,18000,52799004,Drama|Romance,Robin Wright,Message in a Bottle ,28942,19815,Raphael Sbarge,223,English,USA,PG-13,55000000,652,6.1,2.35
98,643,Nichelle Nichols,12000,55210049,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek V: The Final Frontier ,43743,14710,Walter Koenig,293,English,USA,PG,27800000,664,5.4,2.35
39,837,Robert Forster,1000,51432423,Comedy|Family|Fantasy|Sport,Brenda Song,Like Mike ,15074,3679,Anne Meara,72,English,USA,PG,30000000,889,5.1,1.85
43,348,Fred Ward,3000,51109400,Comedy|Crime,George Kennedy,Naked Gun 33 1/3: The Final Insult ,76850,4767,Priscilla Presley,85,English,USA,PG-13,30000000,459,6.4,1.85
108,433,Alison Doody,1000,50300000,Action|Adventure|Thriller,Patrick Macnee,A View to a Kill ,68565,2943,Tanya Roberts,300,English,UK,PG,30000000,439,6.3,2.35
209,100,Geraldine McEwan,567,56068547,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,The Curse of the Were-Rabbit ,98160,1145,Peter Sallis,307,English,UK,G,30000000,269,7.5,1.85
131,37,Harry Connick Jr.,18000,53680848,Drama|Romance,Gerard Butler,P.S. I Love You ,167967,18726,Nellie McKay,243,English,USA,PG-13,30000000,631,7.1,1.85
73,521,Frankie Muniz,984,49186871,Adventure|Comedy|Drama|Family|Sport,Bruce Greenwood,Racing Stripes ,12570,2910,M. Emmet Walsh,86,English,USA,PG,,934,5.2,1.85
316,286,Alfie Allen,19000,50921738,Drama|Mystery|Romance|War,Benedict Cumberbatch,Atonement ,192930,20499,Brenda Blethyn,581,English,UK,R,30000000,1000,7.8,1.85
159,22,Marcia DeBonis,898,53021560,Comedy|Drama|Romance,Vanessa Redgrave,Letters to Juliet ,74630,1026,Luisa Ranieri,156,English,USA,PG,30000000,60,6.5,2.35
63,237,Ken Takakura,939,45645204,Action|Crime|Thriller,Stephen Root,Black Rain ,39306,1748,Kate Capshaw,119,English,USA,R,30000000,255,6.6,2.35
162,760,Larry David,971,44328238,Comedy,Kate Upton,The Three Stooges ,25484,6137,Sean Hayes,189,English,USA,PG,,860,5.1,1.85
267,973,Christopher Lee,40000,53337608,Animation|Drama|Family|Fantasy|Musical|Romance,Johnny Depp,Corpse Bride ,188785,60683,Joanna Lumley,467,English,USA,PG,40000000,16000,7.4,1.85
95,543,Austin Nichols,696,42643187,Biography|Drama|Sport,Mehcad Brooks,Glory Road ,34910,2577,Derek Luke,145,English,USA,PG,,663,7.2,2.35
478,219,Bernardo Saracino,455,46875468,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,Sicario ,196217,1467,Daniel Kaluuya,461,English,USA,R,30000000,221,7.6,2.39
305,424,50 Cent,15000,52418902,Drama|Sport,Jake Gyllenhaal,Southpaw ,147128,16881,Oona Laurence,277,English,USA,R,30000000,1000,7.5,2.35
397,828,Alison Lohman,2000,42057340,Horror|Thriller,Bojana Novakovic,Drag Me to Hell ,158354,5642,Reggie Lee,691,English,USA,PG-13,30000000,1000,6.6,2.35
214,1000,Michiel Huisman,11000,42478175,Drama|Fantasy|Romance,Harrison Ford,The Age of Adaline ,93767,15327,Ellen Burstyn,209,English,USA,PG-13,25000000,2000,7.2,2.35
82,1000,Robert Duvall,3000,41407470,Comedy|Drama|Family,Haley Joel Osment,Secondhand Lions ,43378,9638,Emmanuelle Vaugier,292,English,USA,PG,30000000,3000,7.6,1.85
138,357,Stephen Boss,2000,42385520,Drama|Music|Romance,Alyson Stoner,Step Up 3D ,47297,4059,Facundo Lombard,86,English,USA,PG-13,30000000,594,6.2,1.85
69,64,Mika Boorem,585,40118420,Drama|Romance|Sport,Faizon Love,Blue Crush ,26066,1165,Sanoe Lake,216,English,USA,PG-13,30000000,495,5.6,1.85
253,77,Christian Stolte,8000,40137776,Comedy|Drama|Fantasy|Romance,Will Ferrell,Stranger Than Fiction ,186977,8362,Danny Rhodes,529,English,USA,PG-13,38000000,189,7.6,1.85
304,63,Mark Rendall,430,39568996,Horror,Danny Huston,30 Days of Night ,138435,814,Megan Franich,527,English,USA,R,32000000,72,6.6,2.35
634,751,Bradley Whitford,26000,42043633,Fantasy|Horror|Mystery|Thriller,Chris Hemsworth,The Cabin in the Woods ,277172,29551,Kristen Connolly,986,English,USA,R,30000000,821,7.0,2.35
111,362,Diedrich Bader,869,38232624,Comedy,Carmen Electra,Meet the Spartans ,88518,3854,Method Man,409,English,USA,PG-13,30000000,759,2.7,1.85
77,497,Yaphet Kotto,22000,38413606,Action|Comedy|Crime|Thriller,Robert De Niro,Midnight Run ,54042,23866,Philip Baker Hall,215,English,USA,R,30000000,581,7.6,1.85
120,384,Maria Conchita Alonso,581,38122105,Action|Crime|Sci-Fi|Thriller,Yaphet Kotto,The Running Man ,112669,2373,Richard Dawson,226,English,USA,R,27000000,571,6.6,1.37
