actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,language,country,content_rating,budget,title_year,actor_2_facebook_likes
221,Sally Kirkland,2000,Jamie Lee Curtis,Love Letters ,487,Amy Madigan,1,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,English,USA,R,550000,1983,433
0,Spela Colja,0,Dario Nozic Serini,Julija in alfa Romeo ,86,Andrej Nahtigal,6,,Slovenian,Slovenia,,500000,2015,0
150,Ken Bevel,848,Kirk Cameron,Fireproof ,17068,Erin Bethea,0,christian film|dare|firefighter|internet pornography|marriage,English,USA,PG,500000,2008,153
0,Pant Shirt Baba,0,Bhole Baba,Faith Connections ,113,Shriman Umeshanad Brahmachari,1,faith|ganja|kumbh mela|little boy|orphan,Hindi,India,,550000,2013,0
142,Peter Breck,407,Frances Bavier,Benji ,3411,Edgar Buchanan,0,animal abuse|cat|dog|dog movie|tween girl,English,USA,G,500000,1974,189
7,Saul Stein,48,Blanchard Ryan,Open Water ,42256,Daniel Travis,1,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,English,USA,R,500000,2003,10
201,Matt Jones,833,Joe Lo Truglio,High Road ,1305,Abby Elliott,6,,English,USA,R,,2011,523
22,Hoke Howell,423,Woody Strode,Kingdom of the Spiders ,3274,Tiffany Bolling,0,death|farm|hotel|spider|tarantula,English,USA,PG,500000,1977,23
0,Eva Carrozza,0,Heather Berman,Mad Hot Ballroom ,3156,Paul Daggett,2,ballroom dancing|new york city|poise|self confidence|teacher,English,USA,PG,,2005,0
587,Joe Lo Truglio,22000,Peter Dinklage,The Station Agent ,58260,Paula Garcés,0,abandoned|depot|dwarf|newfoundland new jersey|train,English,USA,R,500000,2003,833
234,Sean Michael Afable,984,Randy Wayne,To Save a Life ,4583,D. David Morin,1,basketball|beer pong|childhood friend|christian|suicide,English,USA,PG-13,1000000,2009,801
2,Bill Clinton,196,Ken Burns,Wordplay ,3394,Bob Dole,0,comedian|crossword puzzle|editor|new york times|puzzle,English,USA,PG,,2006,184
43,Vince McMahon,54,Terry Funk,Beyond the Mat ,6790,Mick Foley,3,championship|drugs|three word title|wrestler|wrestling,English,USA,R,500000,1999,44
15,Lincoln Hoppe,69,Kirby Heyborne,The Singles Ward ,1099,Daryn Tufts,0,church|love|marriage|mormon|single,English,USA,PG,500000,2002,24
0,Zubaida Sahar,30,Marina Golbahari,Osama ,7559,Mohamad Haref Harati,1,boy|girl|hair|school|taliban,Dari,Afghanistan,PG-13,46000,2003,0
59,Peter Riegert,399,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,154,Jason Kravits,1,jewish identity,English,USA,Unrated,500000,2011,169
17,Ari Gold,328,Rachel True,Groove ,3562,Denny Kirkwood,0,dj|ecstasy the drug|rave|raver|warehouse,English,USA,R,500000,2000,27
17,Big Budah,69,Kirby Heyborne,The R.M. ,651,Curt Doussett,0,latter day saints|missionary|pickup truck|police|video camera,English,USA,PG,500000,2003,34
482,William Katt,980,Sasha Alexander,Twin Falls Idaho ,3479,Jon Gries,0,conjoined twins|independent film|low budget film|separation|twin,English,USA,R,500000,1999,505
595,Scott Mechlowicz,710,Rory Culkin,Mean Creek ,26407,Trevor Morgan,0,boat|bully|dare|friend|river,English,USA,R,500000,2004,634
474,Heather Matarazzo,659,Edie Falco,Hurricane Streets ,1038,Lynn Cohen,3,gang|new mexico|prison|smuggling|theft,English,USA,R,500000,1997,529
658,Bill Duke,22000,Peter Dinklage,Never Again ,709,Michael McKean,1,bar|gay bar|love|mother son relationship|new york,English,USA,R,500000,2001,1000
469,LisaRaye McCoy,597,Monica Calhoun,Civil Brand ,553,Clifton Powell,3,abuse of power|friendship|prison|prison guard|title directed by female,English,USA,R,500000,2002,485
213,Seymour Cassel,778,Kevin Corrigan,Lonesome Jim ,6884,Mary Kay Place,0,bail|coma|dart board|indiana|ladder factory,English,USA,R,500000,2005,327
243,Anna Kendrick,10000,Olivia Wilde,Drinking Buddies ,45928,Ti West,5,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,English,USA,R,,2013,10000
49,Ricky Jay,342,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,774,Dick Cavett,0,stage magician,English,USA,,500000,2012,79
4,Minoru Chiaki,304,Takashi Shimura,Seven Samurai ,229012,Kamatari Fujiwara,6,16th century|battle|japan|practice|samurai,Japanese,Japan,Unrated,2000000,1954,8
8,Greg Speirs,14,Tommy Sheppard,The Other Dream Team ,3086,Mickey Hart,1,basketball|basketball team|grateful dead|lithuanian|olympics,English,USA,Not Rated,500000,2012,9
329,Tina Louise,11000,Brad Pitt,Johnny Suede ,3013,Nick Cave,0,idol|musician|vomiting|watching television|wyoming,English,Switzerland,R,500000,1991,422
143,Jake Sandvig,239,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,1656,Joe McQueen,0,bruce lee|jeet kune do|karate|satire|spoof,English,USA,Not Rated,500000,2007,172
196,Jack Plotnick,353,Haley Ramm,Rubber ,26185,Cecelia Antoinette,0,desert|dump|show|spectator|tire,English,France,R,500000,2010,248
183,Matt Jones,17000,Jim Parsons,Home ,70136,April Winchell,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,English,USA,PG,135000000,2015,523
325,Amber Benson,396,Tori Spelling,Kiss the Bride ,1358,Garrett M. Brown,3,best friend|high school|love|secret|wedding,English,USA,R,500000,2007,326
699,Clea DuVall,33000,Ryan Gosling,The Slaughter Rule ,2004,Eddie Spears,2,cheerleader|father son relationship|football coach|loss of father|mother son relationship,English,USA,R,500000,2002,1000
113,Whitney Able,660,Scoot McNairy,Monsters ,75669,Ricky Catter,0,alien|alien invasion|destroyed building|destruction|mexico,English,UK,R,500000,2010,280
347,Joanne Whalley,584,Keith Carradine,The Californians ,299,Illeana Douglas,3,based on novel,English,USA,PG,,2005,507
170,Ann Dowd,472,Jim Gaffigan,The Living Wake ,739,Matthew Cowles,2,artist|black comedy,English,USA,PG-13,500000,2007,185
445,Christa B. Allen,552,Justin Chon,Detention of the Dead ,2038,Max Adler,6,based on play|blood|independent film|teenager|zombie,English,USA,Not Rated,500000,2012,533
0,Zheng Xu,4,Bo Huang,Crazy Stone ,2097,Zhonghua Chen,1,bankruptcy|crystal|father son relationship|heist|shower,Mandarin,China,,3000000,2006,4
25,Jacques Brel,30,Brian Eno,Scott Walker: 30 Century Man ,1006,Damon Albarn,0,avant garde|british pop|character name in title|musician|number in title,English,UK,,500000,2006,27
637,Alan Ruck,991,Radha Mitchell,Everything Put Together ,601,Megan Mullally,0,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,English,USA,R,100000,2000,946
118,Zoë Kravitz,991,Bruce Greenwood,Good Kill ,15756,Stafford Douglas,0,cigarette butt|drone|funeral procession|nellis air force base|taliban,English,USA,R,,2014,943
0,Rai Alexandra,2,Daston Kalili,Insomnia Manica ,16,Chin-Chien Chang,0,,English,USA,,500000,2005,0
205,Bruce Vilanch,387,Carol Channing,The Outrageous Sophie Tucker ,38,Tony Bennett,1,,English,USA,,500000,2014,244
680,Olivia Williams,25000,Jeremy Irvine,Now Is Good ,26863,Paddy Considine,3,death|dying|leukemia|teenage girl|terminal illness,English,UK,PG-13,,2012,766
238,John McGlothlin,685,Vincent Chimato,Girls Gone Dead ,2012,Al Sapienza,2,mini skirt|party|spring break|voyeur|war hammer,English,USA,R,500000,2012,492
569,Dylan Baker,970,Emma Caulfield,America Is Still the Place ,22,Mike Colter,0,,English,USA,,,2015,812
152,Tim Abell,358,Mike Beckingham,Subconscious ,292,Tom Stedham,0,military|submarine|suspense|time travel|world war two,English,USA,R,,2015,317
135,Katherine Boecher,1000,Britney Spears,Crossroads ,34219,Dave Allen,1,audition|friendship|graduation|high school graduation|love,English,USA,PG-13,12000000,2002,188
120,Katherine Waterston,322,Shaun Sipos,Enter Nowhere ,5025,Christopher Denham,3,cabin|going in circles|pac man|stranger|woods,English,USA,R,500000,2011,178
15,Christian Alvarez,159,Manny Perez,The King of Najayo ,197,Claudette Lalí,1,,Spanish,Dominican Republic,R,500000,2012,15
212,Randy Jay Burrell,918,Jennifer Hale,Fight to the Finish ,60,Vincent De Paul,0,fighting|karate,English,USA,PG-13,150000,2016,402
303,Barry Bostwick,636,Paul Sorvino,Alleluia! The Devil's Carnival ,259,Terrance Zdunich,5,carnival|devil|redemption|reference to god,English,USA,,500000,2016,456
33,Jennifer Landa,84,Mary Kate Wiles,The Sound and the Shadow ,30,Felix Avitia,0,,English,USA,R,,2014,41
317,Joel Paul Reisig,466,Carrie Bradstreet,Rodeo Girl ,62,Yassie Hawkes,2,,English,USA,PG,500000,2016,431
0,Sarah Callan,0,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,40,Laura Flanders,1,three word title,English,USA,,500000,2014,0
53,Jeff Delaney,385,Mike Stanley,The Little Ponderosa Zoo ,15,Jamison Stalsworth,2,,English,USA,,500000,2016,169
11000,Mila Kunis,44000,Tim Holmes,Oz the Great and Powerful ,175413,James Franco,4,circus|magic|magician|oz|witch,English,USA,PG,215000000,2013,15000
10,Mark Torgl,488,Patrick Kilpatrick,The Toxic Avenger ,19253,Pat Ryan,0,boy|health club|superhero|toxic waste|troma,English,USA,Unrated,475000,1984,11
10,George T. Odom,353,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,475,Matty Rich,4,domestic violence|housing project|new york city|poverty|racism,English,USA,R,450000,1991,12
80,Nicholas Farrell,773,James Nesbitt,Bloody Sunday ,19732,Tim Pigott-Smith,0,civil rights|irish|march|northern ireland|protest march,English,UK,R,2000000,2002,89
237,Dennis L.A. White,472,Luis Sanchez,Diamond Ruff ,53,Fredro Starr,6,prison|prisoner|reverend|terminal illness|two word title,English,USA,R,500000,2015,251
446,Thomas Lennon,10000,Olivia Wilde,Conversations with Other Women ,10143,Nora Zehetner,0,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,English,UK,R,450000,2005,651
49,Lloyd Kaufman,907,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931,Kate Graham,0,castration|chicken|fast food|indian burial ground|protest,English,USA,Unrated,500000,2006,365
304,Cheyenne Jackson,873,Jennifer Lafleur,Mutual Friends ,64,Michael Stahl-David,1,bromance|manhattan new york city|new york city|photograph|surprise,English,USA,,450000,2013,469
45,Dick Powell,610,Ginger Rogers,42nd Street ,7921,George Brent,2,chorus girl|chorus line|director|gala premiere|song,English,USA,Unrated,439000,1933,105
0,Jack Canfield,8,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78,Eric Worre,0,business|entrepreneur|network marketing,English,USA,G,450000,2014,2
3,Taylor Nichols,88,Chris Eigeman,Metropolitan ,7143,Ellia Thompson,1,apartment|dancing|debutante|new york|upper class,English,USA,PG-13,225000,1990,74
19,Frida Hallgren,690,Michael Nyqvist,As It Is in Heaven ,13543,Nils-Anders Vallgårda,15,amazing grace the hymn|choir|heart attack|hometown|skidding truck,Swedish,Sweden,,25000000,2004,24
93,Ace Marrero,847,Jack E. Curenton,Roadside ,268,Alan Pietruszewski,0,dog|gun|hostage|husband wife relationship|jealousy,English,USA,,,2013,94
482,Diedrich Bader,970,Jon Heder,Napoleon Dynamite ,161448,Jon Gries,0,class president|family relationships|friend|high school|jock,English,USA,PG,400000,2004,759
92,Eve Plumb,1000,Devin Ratray,Blue Ruin ,42678,Amy Hargreaves,0,blood splatter|car|neo noir|vengeance|vomiting,English,USA,R,1066167,2013,235
21,Ashley Palmer,189,Micah Sloat,Paranormal Activity ,184824,Amber Armstrong,0,dark force|entity|evil force|found footage|paranormal phenomenon,English,USA,R,15000,2007,109
5,Jay Adams,22,Tony Alva,Dogtown and Z-Boys ,10366,Jeff Ament,0,california|drought|playground|skateboarding|surfer,English,USA,PG-13,,2001,20
332,Michael Palin,795,Eric Idle,Monty Python and the Holy Grail ,382240,Terry Jones,0,camelot|holy grail|king arthur|knight|lancelot,English,UK,PG,229575,1975,561
138,Jesse Garcia,231,Emily Rios,Quinceañera ,3675,Alicia Sixtos,1,15th birthday|birthday|gay|party|security guard,Spanish,USA,R,400000,2006,200
6,Sue Corcoran,361,Tony Doupe,Gory Gory Hallelujah ,179,David Frederick White,2,conspiracy|feminist|hippie|motorcycle|slapstick comedy,English,USA,,100000,2003,14
833,Masi Oka,1000,Sendhil Ramamurthy,Heroes             ,202115,Greg Grunberg,4,father daughter relationship|serial killer|superhero|supernatural power|vision of the future,English,USA,TV-14,,,923
0,Jonathan Caouette,58,Greg Ayres,Tarnation ,5709,Renee Leblanc,3,answering machine|home movie|lithium|schizophrenic|video diary,English,USA,Unrated,218,2003,20
12,Chris Cox,93,Bill Farmer,I Want Your Money ,1123,Mike Huckabee,0,,English,USA,PG,400000,2010,31
271,Paul Elia,935,Kane Hodder,Love in the Time of Monsters ,143,Alex Sanborn,3,bigfoot|love|monster|sasquatch|tourist,English,USA,,500000,2014,709
22,David Warbeck,48,Catriona MacColl,The Beyond ,14985,Al Cliver,0,doctor|hell|hotel|painter|plumber,Italian,Italy,X,400000,1981,22
6,Ron Lynch,59,Brendon Small,Home Movies             ,7458,Melissa Bardin Galsky,0,coach|friend|school|series|tv series,English,USA,TV-PG,,,11
149,Andrew Daly,642,Treat Williams,What Happens in Vegas ,140740,Michelle Krusiec,2,casino|father son relationship|jackpot|judge|wedding,English,USA,PG-13,35000000,2008,171
39,Jeff Seymour,108,Dov Tiefenbach,The Dark Hours ,4788,Gordon Currie,0,brain tumor|champagne|game|psychiatrist|weekend,English,Canada,R,500000,2005,64
33,Roshan Seth,114,Saeed Jaffrey,My Beautiful Laundrette ,10577,Garry Cooper,1,england|mistress|pakistani|politics|thatcher,English,UK,R,650000,1985,61
36,Adam LeFevre,169,R. Brandon Johnson,Fabled ,191,Desmond Askew,0,,English,USA,R,,2002,80
83,Michelle Nolden,918,Katharine Isabelle,Show Me ,369,Gabriel Hogan,0,bathtub|implied incest|lesbian|squeegee|tied to a chair,French,Canada,R,900000,2004,100
92,Ingrid Thulin,440,Liv Ullmann,Cries & Whispers ,19964,Erland Josephson,0,dying|love|mansion|selfishness|turn of the century,Swedish,Sweden,R,400000,1972,132
9,Mae Marsh,436,Lillian Gish,Intolerance: Love's Struggle Throughout the Ages ,10718,Walter Long,1,huguenot|intolerance|medicis|protestant|wedding,,USA,Not Rated,385907,1916,22
513,DeForest Kelley,643,Walter Koenig,Trekkies ,4407,James Doohan,1,autograph|dentist|outer space|star trek|telephone call,English,USA,PG,375000,1997,606
4,Bessie Love,77,Anita Page,The Broadway Melody ,4546,Charles King,8,sibling rivalry|singer|sister act|whistling|wisecrack humor,English,USA,Passed,379000,1929,28
58,Betsy Baker,634,Ted Raimi,The Evil Dead ,141219,Ellen Sandweiss,0,cult director|cult film|evil dead|necronomicon|psychotronic film,English,USA,NC-17,375000,1981,66
118,Nora Arnezeder,470,America Olivo,Maniac ,27297,Liane Balaban,0,exhibition|mannequin|obsession|oral sex|photographer,English,France,Not Rated,6000000,2012,378
,,3,Amos Oz,Censored Voices ,186,,0,,Hebrew,Israel,,450000,2015,
0,Joe Bishop,15,Mark Zupan,Murderball ,9037,Andy Cohn,1,paralympics|quad rugby|rugby|team|wheelchair,English,USA,R,1750211,2005,0
93,Steve James,615,Michael Dudikoff,American Ninja 2: The Confrontation ,6046,Larry Poindexter,0,blood splatter|island|motorboat|ninja|sequel to cult film,English,USA,R,350000,1987,96
0,Ellen Block,0,Carol Block,51 Birch Street ,695,Mike Block,2,address as title|number in title|parents,English,Germany,Unrated,,2005,0
576,Tracy Spiridakos,2000,Billy Burke,Revolution             ,72017,David Lyons,6,2020s|near future|one word series title|post apocalypse|year 2027,English,USA,TV-14,,,821
0,Natalie Welch,196,Tom E. Nicholson,Rotor DR1 ,209,Christian Kapper,2,drone|playing with gun|post apocalypse|road trip|working class family,English,USA,,350000,2015,3
598,Donald Pleasence,2000,Jamie Lee Curtis,Halloween ,157863,P.J. Soles,0,halloween|masked killer|michael myers|slasher|trick or treat,English,USA,R,300000,1978,742
253,Lee J. Cobb,359,Jack Warden,12 Angry Men ,447785,John Fiedler,1,courtroom|dialogue driven|dialogue driven storyline|jury|murder,English,USA,Not Rated,350000,1957,259
258,Peter Gerety,812,Isabella Rossellini,My Dog Tulip ,1272,Lynn Redgrave,0,autobiography|dog movie|german shepherd|memoir|old man,English,USA,,,2009,277
21,Alan Hale,380,Claudette Colbert,It Happened One Night ,64888,Walter Connolly,1,bus|detective|love|money|reporter,English,USA,Unrated,325000,1934,114
14,Mary Tsoni,47,Angeliki Papoulia,Dogtooth ,44864,Sissy Petropoulou,0,fellatio|isolated house|overprotective father|social isolation|unsimulated sex,Greek,Greece,Unrated,,2009,37
321,Gary Coleman,786,James Cagney,Tupac: Resurrection ,7687,Todd Bridges,0,hip hop|name in title|rap star|rapper|reference to tupac shakur,English,USA,R,,2003,633
276,Janet McTeer,409,Kimberly J. Brown,Tumbleweeds ,2932,Lois Smith,1,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,English,USA,PG-13,312000,1999,277
912,Adam Goldberg,10000,Viggo Mortensen,The Prophecy ,24438,Virginia Madsen,0,angel|corpse|girl|heaven|soul,English,USA,R,8000000,1995,1000
8,Zinedine Soualem,75,Simon Abkarian,When the Cat's Away ,2843,Jane Bradbury,7,cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor,French,France,R,300000,1996,9
543,Adrian Martinez,1000,Oliver Platt,Pieces of April ,18035,Derek Luke,3,apartment|oven|stove|thanksgiving|thanksgiving dinner,English,USA,PG-13,300000,2003,806
2,Mark Caven,19,Kevin Howarth,The Big Swap ,270,Thierry Harcourt,0,breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity,English,UK,,,1998,16
26,Lucy,52,Daniel London,Old Joy ,4423,Will Oldham,2,cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female,English,USA,Unrated,300000,2006,44
26,Lucy,375,John Robinson,Wendy and Lucy ,12241,Will Oldham,1,car|dog|flip phone|rape threat|vulnerable,English,USA,R,200000,2008,44
301,Edie Falco,795,Embeth Davidtz,3 Backyards ,554,Kathryn Erbe,0,number in title,English,USA,R,300000,2010,659
0,Anna Karina,710,Jean-Paul Belmondo,Pierrot le Fou ,19386,Graziella Galvani,1,beach|money|on the run|party|smuggling,French,France,Not Rated,300000,1965,257
,Beatrice Ntuba,2,Vera Ngassa,Sisters in Law ,291,,1,,English,Cameroon,Not Rated,,2005,0
,,,,Ayurveda: Art of Being ,341,,0,eastern philosophy|healing|india|life,English,India,,300000,2001,
87,Gloria Foster,581,Yaphet Kotto,Nothing But a Man ,891,Ivan Dixon,1,1960s|father|railroad|town|worker,English,USA,Not Rated,160000,1964,99
104,Eli Marienthal,318,Robert John Burke,"First Love, Last Rites ",294,Natasha Gregson Wagner,0,listening to music|misfit|panties|red panties|sex,English,USA,R,300000,1997,157
25,Eddie Jones,54,Don Wallace,Fighting Tommy Riley ,720,Christina Chambers,0,older man younger man relationship|punching bag|school teacher|undressing|unrequited love,English,USA,R,200000,2004,53
32,Alexander Wraith,502,Lalaine,Royal Kill ,476,Darren Kendrick,0,assassin|female assassin|kingdom|martial arts|mission,English,USA,PG-13,350000,2009,119
107,T.V. Carpio,5000,Jim Sturgess,Across the Universe ,91863,Robert Clohessy,0,anti war|liverpool|love|protest|song,English,USA,PG-13,45000000,2007,117
221,Elizabeth Stenholt,644,Trish Basinger,The Looking Glass ,82,Mary Norwood,0,,English,USA,,,2015,503
668,David Carradine,13000,Sylvester Stallone,Death Race 2000 ,19875,Martin Kove,0,cult director|cult film|drive in classic|psychotronic|race,English,USA,R,300000,1975,926
309,Ricky Schroder,685,Tatyana Ali,Locker 13 ,241,Jon Polito,3,digit in title|latino|life or death|philosophy|supernatural,English,USA,R,300000,2014,665
87,Wilhelm von Homburg,156,Michael Des Barres,Midnight Cabaret ,47,Thom Mathews,0,cigarette smoking|death|devil|nightmare|satanic cult,English,USA,R,,1990,102
248,Joanna Cassidy,500,Taran Killam,Anderson's Cross ,95,Ryan Carnes,7,divorce|marriage|mother daughter relationship|sex|teenage boy,English,USA,R,300000,2010,317
0,Pierre Prieur,19,Rumi Missabu,Bizarre ,569,Raquel Nave,0,full frontal nudity|group shower|male full frontal nudity|male nudity|shower,English,France,Unrated,500000,2015,0
180,Carmen Argenziano,431,Linnea Quigley,Graduation Day ,1905,Vanna White,0,coach|mask|school principal|team|track,English,USA,R,250000,1981,338
313,Barry Bostwick,778,Kevin Corrigan,Some Guy Who Kills People ,4550,Ahmed Best,2,,English,USA,R,300000,2011,456
235,Matt Servitto,601,Dreama Walker,Compliance ,24668,James McCaffrey,0,authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call,English,USA,R,270000,2012,260
781,Ethan Suplee,13000,Matt Damon,Chasing Amy ,114070,Joey Lauren Adams,5,comic book|friendship|gay|lesbian|secret,English,USA,R,250000,1997,1000
225,Brenda Blethyn,400,Aunjanue Ellis,Lovely & Amazing ,6041,Raven Goodwin,3,african american|dog|homecoming queen|insecurity|surgery,English,USA,R,250000,2001,286
99,Robert Miano,466,Hector Echavarria,Death Calls ,30,Ron Roggé,2,murder|oppression|rebirth|reincarnation|revenge,English,USA,R,290000,2010,216
13,Jason Tobin,94,Parry Shen,Better Luck Tomorrow ,8000,Collin Kahey,1,asian american|high school|overachiever|pubic hair|vomiting,English,USA,R,250000,2002,26
10,Laurel Holloman,360,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love ,3513,Stephanie Berry,0,caught having sex|class|friend|lesbian|lesbian sex,English,USA,R,250000,1995,273
129,Mike White,625,Lupe Ontiveros,Chuck & Buck ,4662,Chris Weitz,0,best friend|bisexuality|friend|gay kiss|sexuality,English,USA,R,250000,2000,487
51,Rizwan Manji,250,Purva Bedi,American Desi ,1489,Anil Kumar,2,college|desi|heritage|india|indian american,English,USA,Unrated,250000,2001,89
185,Nicholas Simmons,569,Keri Maletto,Amidst the Devil's Wings ,28,Barbie Castro,0,,English,USA,,300000,2014,553
319,Julian Richings,686,David Hewlett,Cube ,160511,Nicole de Boer,0,escape|labyrinth|maze|red light|trap,English,Canada,R,365000,1997,648
62,Frances O'Connor,991,Radha Mitchell,Love and Other Catastrophes ,1727,Matt Day,1,film school|love|medical student|student|university,English,Australia,R,250000,1996,575
0,Bill Martone,5,Charis Michelsen,I Married a Strange Person! ,1428,Richard Spore,0,claim in title|exclamation point in title|punctuation in title|reference to babe ruth|sex,English,USA,R,250000,1997,2
142,Anne Archer,308,Amir Talai,November ,2787,Nora Dunn,1,female protagonist|murder|photographer|robbery|shot to death,English,USA,R,150000,2004,249
224,Charlie Bewley,34000,Jennifer Lawrence,Like Crazy ,46813,Finola Hughes,1,girlfriend|immigration|long distance relationship|parents|student visa,English,USA,PG-13,250000,2011,487
270,Steffinnie Phrommany,471,Marshal Hilton,Teeth and Blood ,24,Clint Jung,0,blood|teeth,English,USA,,300000,2015,320
181,Rosanna Arquette,793,Ally Sheedy,Sugar Town ,708,John Doe,2,drugs|music producer|rock music|title directed by female|vegetarian,English,UK,R,250000,1999,605
7,Clint Jordan,100,Samantha Futerman,The Motel ,1227,Jackie Nova,1,absent father|asian american|friendship between men|motel|mother son relationship,Cantonese,USA,,,2005,8
461,Gus Van Sant,924,Nolan Gerard Funk,The Canyons ,8511,James Deen,0,cocaine|homosexual|penis|psychopath|pubic hair,English,USA,R,250000,2013,835
250,James Norton,887,Shirley Henderson,Happy Valley             ,12848,Sarah Lancashire,1,caravan|police|police sergeant|tied to a chair|yorkshire,English,UK,TV-MA,,,340
41,Flaco Navaja,68,Judy Marte,On the Outs ,603,Dominic Colón,3,dominican|drug dealer|prison|single mother|teenage pregnancy,English,USA,R,,2004,64
22,Natalie Canerday,35,Michael Abbott Jr.,Shotgun Stories ,7148,Travis Smith,0,bare chested male|half brother|indifference|shotgun|violence,English,USA,PG-13,,2007,32
289,Luke Mably,766,Colin Salmon,Exam ,70076,Pollyanna McIntosh,0,band aid|hairpin|one day|single set production|unsubtitled foreign language,English,UK,Not Rated,,2009,438
