num_critic_for_reviews,actor_1_facebook_likes,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,num_user_for_reviews,budget,title_year,actor_2_facebook_likes
84,2000,Sci-Fi|Thriller,Matthew Broderick,71842,4537,Ally Sheedy,152,12000000,1983,883
83,11000,Crime|Drama|Romance|Thriller,Harrison Ford,66966,22479,Lukas Haas,175,12000000,1985,10000
216,93,Action|Adventure|Drama|Thriller|War,Alex Veadov,57996,146,Rorke Denver,349,12000000,2012,17
107,17000,Crime|Drama|Music|Romance,Channing Tatum,90938,21380,Josh Henderson,271,12000000,2006,2000
63,13000,Adventure|Animation|Comedy|Crime,Bruce Willis,42892,17035,John Doman,154,12000000,1996,2000
140,22000,Crime|Thriller,Robert De Niro,239540,25522,Robert Forster,462,12000000,1997,1000
153,1000,Adventure|Comedy,Danneel Ackles,113918,4065,Beverly D'Angelo,165,12000000,2008,954
414,963,Drama|Sci-Fi|Thriller,Michael Kelly,204327,2054,Ashley Hinshaw,471,12000000,2012,465
16,405,Drama|Musical|Romance,Miriam Margolyes,9503,914,Steven Hill,68,12000000,1983,194
139,629,Adventure|Comedy|Fantasy|Sci-Fi,Shelley Duvall,45890,2730,Kenny Baker,177,5000000,1981,561
111,1000,Comedy|Drama,Britney Spears,34219,1531,Dave Allen,578,12000000,2002,188
229,971,Comedy|Crime,Dax Flame,157051,2043,Oliver Cooper,261,12000000,2012,329
112,654,Biography|Drama|War,George C. Scott,76398,1306,Bill Hickman,258,12000000,1970,416
207,49000,Drama|Thriller,Robin Williams,97938,52138,Connie Nielsen,605,12000000,2002,989
198,137000,Horror|Sci-Fi|Thriller,Andrew Fiscella,57446,140268,Dania Ramirez,369,12000000,2008,1000
172,17000,Horror|Mystery,Chloë Grace Moretz,44130,18765,Obba Babatundé,156,12000000,2008,527
45,1000,Comedy,Vanessa Williams,5928,5006,Shad Moss,49,12000000,2004,1000
34,995,Comedy|Fantasy,Hector Elizondo,42644,6105,T.J. Thyne,102,12000000,2001,729
75,227,Comedy|Drama|Family|Fantasy|Musical,Steven Mackintosh,33850,534,Steve Whitmire,147,12000000,1992,94
400,6000,Action|Adventure|Thriller,Eva Green,470501,9125,Ivana Milicevic,2301,150000000,2006,1000
128,4000,Biography|Drama|Romance,Salma Hayek,61651,7072,Valeria Golino,271,12000000,2002,1000
68,28,Documentary|Music,Lexie Contursi,12383,52,Anthony Burrell,50,12000000,2012,9
326,8000,Drama|Romance,Shailene Woodley,249688,10565,Nat Wolff,548,12000000,2014,1000
128,13000,Crime|Drama,Matt Damon,121676,14890,Gretchen Mol,290,12000000,1998,940
161,3000,Comedy|Romance,Rosario Dawson,21672,5592,J.B. Smoove,93,12000000,2014,966
70,452,Horror|Sci-Fi,Talia Shire,3000,729,Robert Foxworth,75,12000000,1979,122
164,347,Horror|Mystery|Thriller,Illeana Douglas,62468,1254,Lusia Strus,374,12000000,1999,301
68,1000,Action|Adventure|Biography|Drama|History,Peter Mensah,173172,6091,Viva Bianca,302,,,939
354,1000,Biography|Drama,Steve Coogan,76094,2376,Peter Hermann,233,12000000,2013,482
125,975,Comedy|Drama,Alicia Witt,19007,2944,Joan Allen,219,9000000,2005,931
55,1000,Drama|Thriller,Laurence Olivier,20660,4659,Steve Guttenberg,123,12000000,1978,837
66,836,Comedy|Family|Fantasy|Romance,Tammin Sursok,30462,3963,Dichen Lachman,150,12000000,2006,826
191,733,Drama|Mystery|Romance,Nat Wolff,63390,2753,Meg Crosbie,160,12000000,2015,558
33,873,Comedy,Michael Imperioli,3119,3646,Bai Ling,18,,2004,691
433,1000,Adventure|Comedy|Drama,Devin Ratray,91082,3798,Will Forte,274,12000000,2013,844
66,1000,Action|Fantasy|Horror|Thriller,CCH Pounder,16646,3931,Gary Farmer,104,13000000,1995,851
37,833,Comedy|Crime|Family,Noel Fisher,5794,4551,Larry Miller,69,12000000,2001,626
325,9000,Comedy|Drama,Charlize Theron,64682,10575,Collette Wolfe,203,12000000,2011,786
170,26000,Action|Crime|Thriller,Jason Statham,196422,28767,Jose Pablo Cantillo,444,12000000,2006,725
11,1000,Comedy,Bernie Mac,2301,2939,Lark Voorhies,15,,1997,560
24,1000,Comedy|Drama|Romance,Holly Hunter,4052,3250,Jenette Goldstein,88,12000000,1998,849
70,988,Comedy|Romance|Sport,Common,10103,3906,Mehcad Brooks,36,,2010,826
232,11000,Drama|Romance,Anne Hathaway,41226,12274,Bill Irwin,281,,2008,536
34,1000,Crime|Drama|Romance|Thriller,Anjelica Huston,16764,1456,John Colicos,48,12000000,1981,230
160,19000,Biography|Drama|Romance,Scarlett Johansson,60171,34700,Tom Wilkinson,296,,2003,14000
96,362,Adventure|Drama|Thriller|War,Jürgen Prochnow,168203,469,Herbert Grönemeyer,426,14000000,1981,21
106,2000,Drama|History|War|Western,Dennis Quaid,16832,5780,Jordi Mollà,267,107000000,2004,973
53,529,Comedy,Heather Matarazzo,12007,2393,Harland Williams,105,12000000,2002,526
274,565,Drama|Fantasy|Romance,Tom Hughes,202341,1595,Lindsay Duncan,391,12000000,2013,555
248,755,Action|Adventure|Drama|Romance,Takeshi Kaneshiro,92295,1244,Zhengyong Zhang,420,100000000,2004,483
288,664,Drama|Thriller,Nate Parker,41574,2440,Reg E. Cathey,145,12000000,2012,591
177,452,Sci-Fi|Thriller,Gary Weeks,57349,1819,Sofia Black-D'Elia,177,12000000,2015,328
81,436,Biography|Drama|Music,Cedric the Entertainer,15412,1141,Tammy Blanchard,90,12000000,2008,223
29,931,Comedy|Crime,Sarah Silverman,6965,3848,Sherman Hemsley,69,10000000,2000,744
58,1000,Action|Crime|Sci-Fi|Thriller,Christopher Lambert,23383,4755,Clifton Collins Jr.,68,8000000,1992,1000
144,957,Comedy,John Michael Higgins,12197,3535,Ed Begley Jr.,150,12000000,2006,925
114,537,Comedy|Drama,Melanie Griffith,20576,943,Greg Mottola,161,12000000,1998,255
132,433,Comedy|Drama,Jill Clayburgh,20000,1291,Dagmara Dominczyk,188,12000000,2006,398
60,525,Comedy|Musical|Romance,Anika Noni Rose,23606,1445,Brian Dietzen,304,12000000,2003,281
30,873,Comedy|Drama,Michael Imperioli,4961,4497,Gretchen Mol,33,12000000,1996,680
138,1000,Mystery|Thriller,Jennifer Jason Leigh,18632,1171,Susan Gardner,354,12000000,2003,65
190,812,Drama|Romance,Isabella Rossellini,29613,1540,Samantha Ivers,98,12000000,2008,580
61,5000,Drama,Bob Hoskins,5016,7166,JJ Feild,99,12000000,2001,1000
363,629,Comedy|Drama|Horror|Sci-Fi,Doona Bae,68883,1173,Ah-sung Ko,279,12215500000,2006,398
2,3000,Adventure|Crime|Thriller,Robert Duvall,763,4277,Paul Gleason,10,12000000,1981,642
131,769,Fantasy|Horror|Thriller,Jeremy Davies,29990,2543,David Arquette,316,12000000,1999,692
146,21000,Comedy|Drama|Romance,Robert Downey Jr.,56654,22577,Hope Davis,124,12000000,2007,569
280,211,Drama,Toni Servillo,55516,456,Serena Grandi,124,9200000,2013,98
78,1000,Comedy|Drama,Kieran Culkin,12047,1292,Jake Richardson,122,12000000,2002,165
469,3000,Drama|Thriller,Mia Wasikowska,84620,5074,Harmony Korine,235,12000000,2013,1000
194,878,Drama|Romance|Sci-Fi,Li Gong,41496,2378,Maggie Cheung,210,12000000,2004,643
121,60,Crime|Drama|Romance,David Richmond-Peck,8014,141,Timothy Webber,50,12000000,2007,46
38,706,Adventure|Drama|Family,Eamonn Walker,6454,1579,Campbell Scott,43,12000000,2005,442
123,845,Drama|Mystery|Romance,Tony Curran,16863,1554,Alicja Bachleda,57,12000000,2009,327
81,865,Crime|Drama|Thriller,Omar Epps,18520,2126,James Shigeta,133,10000000,2000,685
72,693,Comedy|Crime,Michael Jeter,12559,1373,Andy Davoli,90,12000000,2002,534
25,941,Comedy|Drama,Kyra Sedgwick,1427,3099,Albert Brooks,12,12000000,1997,754
78,797,Drama|Mystery|Thriller,Eva Amurri Martino,12125,2073,Brett Cullen,78,8000000,2007,474
57,967,Comedy|Drama|Romance,Dianne Wiest,2551,3878,Sam Shepard,25,,2012,830
69,662,Crime|Drama|Thriller,Zack Ward,14831,1952,Alicja Bachleda,75,12000000,2007,345
73,9,Drama|Romance|War,Marcell Nagy,5603,11,Bálint Péntek,45,2500000000,2005,2
42,13000,Comedy,Bruce Willis,6884,17417,Omar Epps,133,12000000,1999,883
101,9,Comedy|Drama,Honglei Sun,2410,18,Dahong Ni,20,,2009,4
82,686,Mystery|Romance|Sci-Fi|Thriller,David Hewlett,27052,1501,Kari Matchett,124,7500000,2002,327
149,52,Drama|History|War,Ye Liu,8429,91,Ryu Kohata,62,12000000,2009,32
165,17000,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,70133,17883,April Winchell,214,135000000,2015,523
5,970,Action|Adventure|Animation|Comedy|Family,Jon Heder,408,1854,Rebecca Black,12,,2011,618
44,84,Action|Adventure|Drama|Sci-Fi,Takuya Kimura,4899,164,Hiroyuki Ikeuchi,49,12000000,2010,33
74,567,Action|Drama|War,Richard Coyle,12128,708,Ana Imnadze,61,20000000,2011,111
156,181,Fantasy|Mystery|Thriller,Rachael Carpani,64423,433,Emma Lung,293,12000000,2009,168
1,1000,Drama,Christopher Lambert,314,2059,Alexandra Callas,10,12000000,2015,445
82,399,Biography|Drama,Jacob Vargas,21034,663,Rob Moran,153,12000000,2014,116
151,26000,Comedy|Crime,Jason Statham,600996,39175,Jason Flemyng,726,6000000,2000,11000
3,551,Family|Musical,Gary Daniels,105,895,Ginger Jensen,7,12000000,2015,85
98,969,Fantasy|Horror,Miko Hughes,63855,2987,Denise Crosby,248,11500000,1989,886
25,15,Drama,Tatsuo Matsumura,3466,30,Akira Terao,40,11900000,1993,6
35,680,Drama|Thriller,Paddy Considine,3737,1780,Charlotte Sullivan,27,11500000,2009,544
6,215,Drama,Wei Tang,117,244,Hailu Qin,6,12000000,2015,27
183,767,Comedy|Fantasy|Horror,Phoebe Cates,142293,2053,Zach Galligan,245,11000000,1984,281
282,11000,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,911097,13485,Kenny Baker,1470,11000000,1977,1000
158,22000,Comedy,Robert De Niro,49671,24063,Jason Mantzoukas,166,11500000,2016,851
89,597,Drama|Romance|War,Julie Christie,55816,1966,Geraldine Chaplin,255,11000000,1965,396
101,585,Adventure|Crime|Drama|Mystery|Thriller,Wagner Moura,14437,679,Daniel Zettel,26,,2014,68
128,755,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,43795,3507,Corbin Bleu,171,11000000,2008,734
410,23000,Biography|Drama|Sport,Christian Bale,275869,23811,Melissa McMeekin,389,25000000,2010,238
104,608,Action|Comedy|Documentary,Bam Margera,56595,1853,Chris Pontius,196,,2006,362
54,886,Comedy|Crime,Fred Gwynne,82743,3280,Lane Smith,201,11000000,1992,655
141,17000,Drama|Fantasy|Music|Romance,Chloë Grace Moretz,83893,20466,Stacy Keach,132,11000000,2014,1000
30,84,Action|Comedy|Crime,Zoe Ventoura,3104,179,Christopher Sommers,33,12000000,2014,37
57,1000,Comedy|Sport,Corbin Bernsen,49007,3435,Rene Russo,97,11000000,1989,854
56,785,Comedy,Lily Cole,18220,3135,Tamsin Egerton,102,13500000,2007,692
216,991,Crime|Thriller,Radha Mitchell,207934,2562,Richard T. Jones,629,13000000,2002,465
80,683,Drama|Romance,Lauren German,162701,2436,Paz de la Huerta,962,11000000,2002,548
77,276,Crime|Drama,Lois Smith,73193,903,Robert Prosky,190,11000000,1995,258
101,4000,Drama|Romance,Sarah Michelle Gellar,149222,6223,Eric Mabius,749,10500000,1999,656
156,723,Horror|Mystery,Costas Mandylor,76207,3101,George Newbern,194,11000000,2009,651
48,1000,Comedy,Madeline Kahn,36559,3931,Dom DeLuise,131,11000000,1981,898
109,664,Drama,Nate Parker,19440,3376,Jennifer Hudson,56,11000000,2008,551
62,584,Comedy|Crime,Vincent Pastore,10966,3850,Peter Berg,100,11000000,2001,580
33,636,Crime|Drama|Thriller,Steven Bauer,9903,1852,Gregg Henry,80,12000000,1992,330
20,13000,Drama,Sylvester Stallone,5561,14735,Rod Steiger,35,11000000,1978,595
52,425,Horror|Sci-Fi,Louise Fletcher,5187,1661,William Bassett,64,12000000,1986,394
351,838,Drama|Romance,Julie Walters,73249,995,Eva Birthistle,212,11000000,2015,55
124,385,Adventure|Drama|History|War,Ryan O'Neal,101627,1104,Hardy Krüger,369,11000000,1975,293
37,799,Comedy|Sport,Lee Majors,14656,4291,Thomas Lennon,90,11000000,2001,711
58,8000,Comedy,Will Ferrell,10777,10982,Tim Meadows,79,11000000,2000,723
175,358,Comedy|Drama,Luke Newberry,15684,1114,Pauline Collins,126,11000000,2012,156
75,1000,Comedy,Shannon Elizabeth,15427,2729,David Ogden Stiers,121,11000000,2001,660
161,11000,Crime|Drama|Thriller,Matthew McConaughey,59982,12237,Matt O'Leary,463,11000000,2001,472
203,16000,Biography|Drama|History,Ryan Reynolds,33856,17866,Elizabeth McGovern,147,11000000,2015,638
188,14000,Biography|Drama,Liam Neeson,42689,17490,Dylan Baker,204,11000000,2004,1000
221,901,Comedy|Fantasy|Horror,Patricia Tallman,128850,3913,Embeth Davidtz,604,13000000,1992,888
66,960,Comedy|Romance,Jaime King,12437,2415,Jim Rash,107,11000000,2002,448
80,40000,Drama|Romance,Johnny Depp,171882,69746,Kevin Tighe,292,11000000,1993,29000
25,866,Biography|Drama|History,Henry Ian Cusick,2164,1281,Scott Handy,74,17000000,2003,147
169,979,Crime|Drama,Eddie Marsan,20307,3133,Imelda Staunton,165,11000000,2004,594
70,658,Comedy|Music|Romance,Michael McKean,13622,1559,Jimi Mistry,128,11000000,2002,463
15,1000,Comedy|Drama|Romance,Anjelica Huston,1761,3072,Vincent Gallo,19,11000000,1995,979
535,3000,Drama|Music,Justin Timberlake,96233,4082,Alex Karpovsky,313,11000000,2013,275
92,1000,Drama|Romance|Thriller,Mekhi Phifer,17333,3300,John Heard,153,5000000,2001,835
14,14000,Adventure|Drama|Romance,Milla Jovovich,14129,14281,Lisa Pelikan,39,11000000,1991,163
13,338,Drama|History,Frank Finlay,2603,800,Samantha Eggar,36,11000000,1970,275
87,14000,Comedy|Musical|Romance,Kate Winslet,10052,28004,Eddie Izzard,69,,2005,12000
78,60,Biography|Drama|Music,Phyllida Law,11132,150,Angus Barnett,86,11000000,2006,35
223,887,Fantasy|Horror,Heather O'Rourke,105448,3876,Craig T. Nelson,321,10700000,1982,770
136,845,Crime|Drama|Thriller,Sam Riley,5013,3117,Geoff Bell,59,12000000,2010,641
160,3000,Horror|Mystery,Julie Benz,88529,5286,Scott Patterson,262,10800000,2008,723
28,917,Crime|Drama|Thriller,John Cassavetes,618,1827,Britt Ekland,12,,1969,545
54,142,Comedy|Drama|Romance,Nora Dunn,45144,248,Alix Freihage,111,11000000,2012,79
75,172,Crime|Drama|Mystery|Thriller,John Howard,5772,378,Max Cullen,115,15000000,2006,71
20,8000,Drama,Shah Rukh Khan,13998,10822,Preity Zinta,264,700000000,2006,1000
105,893,Comedy|Romance,Minnie Driver,12980,2640,Jeremy Northam,132,14000000,1999,692
120,805,Horror|Sci-Fi|Thriller,Romola Garai,28570,2271,Tom Cullen,160,7000000,2013,766
108,541,Horror,Lena Olin,16747,1228,Francesc Pagès,349,10600000,2002,451
285,273,Adventure|Mystery|Sci-Fi,Keir Dullea,427357,727,Glenn Beck,1736,12000000,1968,117
215,861,Family|Sci-Fi,Henry Thomas,281842,2811,Peter Coyote,515,10500000,1982,725
81,17000,Comedy|Drama|Romance,Kristen Stewart,27689,20312,Dustin Milligan,74,10000000,2007,1000
17,882,Adventure|Drama,William Hurt,1337,1554,Raoul Max Trujillo,28,12500000,2004,450
5,665,Comedy|Drama,Ricky Schroder,859,2272,Seymour Cassel,31,10500000,1994,446
3,381,Comedy,Antonia Thomas,2651,592,Hannah Britland,18,,,102
10,564,Comedy,Arjun Rampal,8598,1121,Riteish Deshmukh,43,,2010,154
43,482,Drama|History|Romance|Western,Jon Gries,2618,1526,Trent Ford,111,11000000,2007,362
43,639,Drama|History|War,Santiago Cabrera,3665,1807,Catalina Sandino Moreno,57,10818775,2012,377
94,68,Comedy|Drama|Music,Karin Viard,15060,175,François Damiens,27,11000000,2014,29
161,49000,Drama,Robin Williams,604904,63710,Minnie Driver,682,10000000,1997,13000
38,14000,Drama|Thriller,Al Pacino,6935,27660,Glen Powell,50,11000000,2016,12000
210,723,Horror|Mystery,Costas Mandylor,142115,3189,Leigh Whannell,614,10000000,2006,651
52,13000,Action|Comedy|War,Bill Murray,48629,27378,Judge Reinhold,134,10000000,1981,11000
139,4000,Comedy|Sport,Kirsten Dunst,70141,5270,Clare Kramer,385,10000000,2000,464
165,798,Action|Horror|Sci-Fi|Thriller,Frank Grillo,17596,2480,Mykelti Williamson,94,10000000,2016,465
96,23000,Comedy|Romance,Paul Walker,67115,28734,Kieran Culkin,389,10000000,1999,1000
323,939,Drama,Mo'Nique,86956,3276,Mariah Carey,275,10000000,2009,906
190,723,Horror|Mystery,Costas Mandylor,111087,3492,Angus Macfadyen,319,10000000,2007,651
173,494,Drama|Horror|Mystery|Thriller,Deborah Kara Unger,41763,2013,Mike Dopud,403,10000000,2005,392
46,1000,Comedy|Drama|Romance,Boris Kodjoe,8962,5264,Blair Underwood,137,6000000,2006,907
59,10000,Drama|Sport,Tom Cruise,57831,11895,Mary Elizabeth Mastrantonio,115,13800000,1986,970
53,726,Action|Drama|History|War,Richard Burton,43270,1554,Eddie Albert,192,10000000,1962,249
22,633,Comedy|Drama|Family|Sport,Lane Smith,44502,3362,Elden Henson,46,10000000,1992,613
203,4000,Horror|Mystery|Thriller,Sarah Michelle Gellar,115050,7461,Ted Raimi,911,10000000,2004,1000
77,11000,Comedy|Sport,Adam Sandler,156143,13162,Frances Bay,289,12000000,1996,503
190,1000,Horror|Mystery,Eileen Brennan,86890,1982,Jonathan Breck,985,10000000,2001,322
81,18000,Adventure|Comedy|Music|Sci-Fi,Keanu Reeves,85362,20795,Al Leong,181,10000000,1989,769
56,695,Drama|Family|Musical,Oliver Reed,25303,1593,Jack Wild,138,10000000,1968,275
264,1000,Comedy|Drama,Tom Wilkinson,75306,1898,Celia Imrie,266,10000000,2011,400
44,759,Animation|Comedy|Family|Mystery|Sci-Fi,Diedrich Bader,6808,2197,Dabney Coleman,38,23000000,2001,563
117,794,Action|Adventure|Sci-Fi|Thriller,Tina Turner,101840,1529,Angelo Rossitto,193,12305523,1985,531
124,1000,Action|Adventure|Thriller,Bill Duke,111649,3192,Rae Dawn Chong,437,10000000,1985,745
159,4000,Horror|Mystery|Thriller,Lauren Cohan,35654,4687,Stephanie Lemelin,155,10000000,2016,334
273,2000,Horror|Mystery|Thriller,Bojana Novakovic,104089,5628,Geoffrey Arend,319,10000000,2010,904
26,723,Comedy|Drama,John Witherspoon,19284,3712,Katt Williams,66,20000000,2002,706
242,852,Fantasy|Horror|Thriller,Lin Shaye,54190,2426,Leigh Whannell,183,10000000,2015,542
55,854,Action|Comedy|Drama|Music,Mike Starr,9424,3394,Keshia Knight Pulliam,109,10000000,1985,841
151,26000,Comedy|Crime,Jason Statham,600996,39175,Jason Flemyng,726,6000000,2000,11000
48,535,Horror|Sci-Fi,Jeff Fahey,27800,1109,Troy Evans,96,10000000,1992,211
166,904,Comedy|Drama|Music|Romance,Ari Graynor,74887,2807,Aaron Yoo,129,9000000,2008,715
206,13000,Adventure|Comedy|Drama|Fantasy,Matt Damon,181737,16693,George Carlin,1015,10000000,1999,1000
92,931,Comedy|Drama,Erika Christensen,12388,1917,Sal Lopez,147,10000000,2002,797
78,745,Fantasy|Horror|Sci-Fi,Albert Brooks,25613,1954,Vic Morrow,121,10000000,1983,730
83,623,Action|Thriller,Ben Gazzara,42987,2484,Kelly Lynch,201,17000000,1989,472
8,851,Action|Comedy|Crime,Jada Pinkett Smith,3924,3190,Charles S. Dutton,26,10000000,1994,543
86,931,Drama|Thriller,Erika Christensen,16300,3819,Jason Ritter,217,8500000,2002,855
85,1000,Comedy|Romance,Dane Cook,37681,4441,Jessica Simpson,151,12000000,2006,809
76,982,Comedy|Romance,Ethan Embry,37885,4259,Charlie Korsmo,247,10000000,1998,945
60,10000,Crime|Drama,Tom Cruise,57363,12097,Tom Waits,308,10000000,1983,919
78,3000,Adventure|Family|Fantasy,Bryce Dallas Howard,408,3691,Isiah Whitlock Jr.,6,65000000,2016,424
112,1000,Horror|Sci-Fi|Thriller,Tom Skerritt,44804,2013,Anthony Zerbe,182,10000000,1983,278
189,1000,Horror|Mystery|Thriller,Laila Haley,25210,2403,Jaden Klein,126,10000000,2015,412
82,1000,Drama|Music,Omari Hardwick,5161,5804,Mike Epps,48,17000000,2012,876
120,690,Horror|Mystery|Thriller,Marley Shelton,20467,2402,Johnny Whitworth,371,10000000,2001,533
183,14000,Mystery|Sci-Fi|Thriller,Milla Jovovich,63108,15251,Hakeem Kae-Kazim,330,10000000,2009,537
211,11000,Comedy|Drama|Music,Meryl Streep,19655,12946,Lily Tomlin,280,10000000,2006,912
14,556,Drama|Thriller,Khandi Alexander,3119,2149,Steve Harris,35,10000000,1993,475
54,371,Action|Thriller,Billy Drago,6143,857,Eddie Jones,90,10000000,1985,324
55,2000,Comedy|Drama|Music|Romance,Jurnee Smollett-Bell,5585,7552,Shad Moss,75,,2005,918
179,13000,Comedy|Drama,Bill Murray,134458,15716,Olivia Williams,640,9000000,1998,933
221,929,Action|Sci-Fi|Thriller,David Zayas,76199,3679,Brittany Daniel,944,10000000,2010,927
158,220,Comedy|Drama,Tina Desai,22369,583,Ronald Pickup,100,10000000,2015,186
73,918,Drama|Family,Julia Ormond,4719,3317,Willow Smith,24,10000000,2008,624
65,1000,Comedy|Family|Romance,Ben Feldman,23527,4789,Vanessa Lengies,104,25000000,2005,962
23,18000,Drama|Music|Romance,Denzel Washington,8295,19065,Charlie Murphy,30,10000000,1990,269
63,176,Action|Comedy,Steve Oedekerk,37901,361,Jennifer Tung,518,10000000,2002,67
132,651,Comedy|Horror|Sci-Fi,Reba McEntire,90070,3119,Michael Gross,248,11000000,1990,610
191,2000,Horror|Thriller,Kevin Zegers,87494,3416,Julian Richings,540,12600000,2003,683
52,2000,Western,Dennis Quaid,7322,6296,Randy Quaid,78,10000000,1980,926
91,258,Action|Crime|Drama|Mystery|Thriller,Byron Mann,15358,571,Kim Chan,131,30000000,1999,218
368,11000,Drama,Matthew McConaughey,135286,13960,Sam Shepard,261,10000000,2012,1000
89,655,Comedy|Crime,Wendi McLendon-Covey,23928,2737,Carlos Alazraqui,73,10000000,2007,651
83,773,Documentary|Music,Harry Styles,22161,2787,Niall Horan,68,10000000,2013,734
83,839,Comedy,Rob Riggle,17790,3973,Charles Napier,59,,2009,700
33,1000,Adventure|Animation|Comedy|Family,Jennifer Jason Leigh,4564,3752,Paul Sorvino,43,3000000,2002,811
386,13000,Biography|Drama,Eddie Redmayne,71679,17204,Julia Ormond,216,6400000,2011,2000
191,3000,Comedy|Crime|Drama|Thriller,Adam Scott,40514,4053,Hope Davis,234,10000000,2005,497
16,962,Drama|Romance,Leonard Roberts,2801,3871,Larenz Tate,28,10000000,1997,826
297,1000,Mystery|Thriller,Busy Philipps,79909,3215,Wendell Pierce,279,5000000,2015,562
47,772,Adventure|Drama,Chase Ellison,4360,1058,Jack Guzman,148,10000000,2005,232
63,15000,Comedy|Romance,Mila Kunis,15617,22485,Carmen Electra,180,22000000,2001,4000
144,989,Comedy,Gary Cole,200293,3462,Diedrich Bader,621,10000000,1999,939
77,4000,Comedy|Romance|Thriller,Kirsten Dunst,27265,6388,Ellen Barkin,321,10000000,1999,980
325,11000,Biography|Crime|Drama|Romance,Christoph Waltz,55539,12418,Jon Polito,147,10000000,2014,430
100,4000,Comedy|Crime|Thriller,Jon Favreau,39331,6046,Jeanne Tripplehorn,481,10000000,1998,796
52,7000,Comedy|Romance,Steve Carell,12706,13626,Hunter Parrish,75,10000000,2004,2000
98,537,Mystery|Thriller,Melanie Griffith,20113,1856,Gregg Henry,178,10000000,1984,376
163,1000,Action|Comedy|Romance,Jasper Cole,35888,2618,Powers Boothe,125,10000000,2010,622
137,460,Crime|Drama|Thriller,Sophie Okonedo,34848,1334,Sergi López,203,10000000,2002,372
180,20000,Comedy,Hugh Jackman,79146,41059,Seth MacFarlane,352,6000000,2013,14000
321,40000,Action|Romance|Thriller,Johnny Depp,176606,55175,Rufus Sewell,374,100000000,2010,11000
100,939,Comedy|Fantasy|Romance,Stephen Root,21268,3651,Wendi McLendon-Covey,53,10000000,2008,702
265,7000,Adventure|Comedy|Drama|Romance|Sci-Fi,Steve Carell,87203,7747,Rob Huebel,221,10000000,2012,353
212,1000,Comedy,Kurtwood Smith,32697,4769,Alia Shawkat,85,,2011,939
68,1000,Comedy|Crime|Drama|Mystery|Romance,Michaela Conlin,111506,2198,Tamara Taylor,173,,,722
162,1000,Crime|Drama,Ethan Suplee,782437,3858,Stacy Keach,1420,7500000,1998,816
147,1000,Action|Horror|Thriller,Daniel Sharman,36029,3818,Lee Tergesen,99,10000000,2012,581
33,886,Animation|Comedy|Family|Fantasy|Musical,Nathan Lane,1231,5139,Jerry Stiller,26,10000000,2004,808
94,24,Drama|Music|Mystery|Romance,Johannes Silberschneider,26832,29,Carlo Cecchi,247,10000000,1998,3
143,874,Biography|Drama,Sissy Spacek,63733,1351,Everett McGill,414,10000000,1999,262
38,12000,Action|Crime|Drama,Norman Reedus,6200,26961,Frankie Muniz,92,10000000,2002,11000
126,628,Comedy|Drama,Beth Grant,38459,2061,Patricia Belcher,119,10000000,2013,497
168,427,Comedy|Romance|Sport,Dylan Moran,58509,1022,India de Beaufort,143,,2007,269
19,753,Comedy|Sci-Fi,Bernadette Peters,1040,2791,Christopher Guest,31,10000000,1981,695
91,1000,Drama,Jennifer Ehle,8058,3745,Jillian Estell,57,9000000,2014,837
46,719,Comedy|Family|Romance,Jerry Stiller,3662,2446,Dave Foley,79,16000000,2001,405
198,23000,Adventure|Biography|Drama|War,Christian Bale,84641,24270,François Chau,205,10000000,2006,342
139,14000,Comedy|Drama|Music,Al Pacino,20810,18712,Melissa Benoist,100,10000000,2015,3000
