duration,actor_3_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,plot_keywords,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio
97,551,10561238,27265,6388,beauty pageant|blonde|cheerleader uniform|small town|upskirt,321,10000000,1999,6.5,1.85
106,309,14479776,55539,12418,1950s|abusive husband|artist|painting|secret,147,10000000,2014,7.0,1.85
100,711,9801782,39331,6046,bachelor party|breasts|friend|prostitute|wedding,481,10000000,1998,6.3,1.85
89,2000,8070311,12706,13626,best friend|party|rival|scavenger hunt|sleepover,75,10000000,2004,5.3,1.85
114,298,,20113,1856,actor|neighbor|police|thief|tunnel,178,10000000,1984,6.8,1.85
95,472,8460995,35888,2618,colonel|lieutenant|nuclear warhead|team|washington d.c.,125,10000000,2010,5.5,2.35
97,250,8111360,34848,1334,hotel|immigrant|nigerian|surgery|underwear,203,10000000,2002,7.4,1.85
94,3000,8828771,79146,41059,awkwardness|embarrassment|gross out|irreverence|shame,352,6000000,2013,4.3,1.85
103,3000,67631157,176606,55175,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,374,100000000,2010,6.0,2.35
95,655,7563670,21268,3651,accident|diary|ghost|psychic|veterinarian,53,10000000,2008,5.2,2.35
101,172,6619173,87203,7747,candle|end of the world|letter|record|road trip,221,10000000,2012,6.7,2.35
87,727,6857503,32697,4769,award|cedar rapids iowa|convention|hotel|insurance,85,,2011,6.3,1.85
40,476,,111506,2198,anthropologist|fbi|fbi agent|forensics|investigation,173,,,7.9,1.78
101,602,6712241,782437,3858,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,1420,7500000,1998,8.6,1.85
82,444,6842058,36029,3818,booby trap|brainwashing|mercenary|serial killer|trap,99,10000000,2012,6.1,2.35
74,719,6491350,1231,5139,dog|florida|mad scientist|school|teacher,26,10000000,2004,5.8,1.85
130,2,9473382,26832,29,auction|montreal|secret|violin|violinist,247,10000000,1998,7.7,1.85
112,201,6197866,63733,1351,cane|iowa|lawn mower|tractor|wisconsin,414,10000000,1999,8.0,2.35
96,934,6044618,6200,26961,1950s|drug overdose|gang|gang war|new york city,92,10000000,2002,5.6,2.35
89,322,7764027,38459,2061,directed by star|indian american|spelling|spelling bee|two word title,119,10000000,2013,6.7,2.35
100,231,5998971,58509,1022,blister|gym|marathon|training|wedding,143,,2007,6.6,2.35
78,378,,1040,2791,escape|fish out of water|love|robot|servant,31,10000000,1981,4.2,2.35
121,664,21569041,8058,3745,color in title,57,9000000,2014,6.6,2.35
85,401,4356743,3662,2446,based on short film|chicago illinois|el train|love|train,79,16000000,2001,4.1,1.85
120,294,5484375,84641,24270,bombing|guard|jungle|laos|prisoner,205,10000000,2006,7.3,1.85
106,970,5348317,20810,18712,entertainer|inspiration|lost opportunity|pregnant mother|rock star,100,10000000,2015,7.1,
83,581,4244155,56005,3374,basement|errand|secret admirer|slacker|wrong number,112,10000000,2011,6.5,1.85
120,72,5004648,14031,474,chef|friend|italy|restaurant|russian,114,10000000,2009,7.0,1.85
111,699,3333823,5612,5262,box office flop|critically bashed|government|industrialist|railroad,122,10000000,2012,5.5,2.35
100,541,3275585,10735,13160,detective|police|protection|russian|sergeant,88,11500000,1993,6.6,1.85
89,132,3193102,24412,1335,daughter|englishman|ex con|revenge|young woman,240,9000000,1999,7.1,1.85
115,911,54557348,361169,5732,race relations|racism|racist|social problem|stereotype,1624,6500000,2004,7.9,2.35
135,553,3041803,6377,2735,high society|love|money|reputation|wealth,181,10000000,2000,7.1,2.35
92,311,3060858,1768,1891,assassin|box office flop|cia|farmer|power,37,10000000,1987,5.6,1.85
120,400,1055654,20426,2673,college|college athlete|comeback|gymnast|olympics,175,10000000,2006,7.3,2.35
97,269,2331318,9541,2603,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,64,10000000,2011,3.3,1.85
135,851,2185266,8720,4266,actor|minstrel show|protest|success|writer,186,10000000,2000,6.5,1.85
93,4,26583369,20837,578,forest|japan|suicide|suicide forest|supernatural,127,10000000,2016,4.8,1.85
118,249,800000,892,2079,bat|curse|egyptologist|mummy|murder,21,14000000,1981,5.2,2.35
97,64,7574066,30325,6322,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,96,10000000,2014,6.3,1.85
98,221,1754319,13174,2214,gang|gardener|money|police|truck,81,10000000,2011,7.2,1.85
98,258,1641788,30096,1381,halfway house|key|reality|schizophrenia|spider,213,8000000,2002,6.8,1.78
101,826,1631839,5936,17665,colombian|enema|group therapy|murder|nurse,91,10000000,2000,5.7,1.85
132,1000,1309849,9395,29177,boy|boys' school|death|friend|orphan,103,10000000,2002,7.2,2.35
106,683,1939441,55567,23187,based on true story|contract killer|crime family|murder of a girl|serial murderer,144,10000000,2012,6.9,1.85
55,2,447093,12591,25,meaning of life|moral challenge|morality|search for meaning|ten commandments,37,,,9.1,1.33
168,45,,12411,616,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,110,10000000,2006,6.3,2.35
87,503,1276984,11403,3059,actress|drive in|female protagonist|movie star|woman shot in the forehead,150,10000000,2000,6.2,1.85
98,251,1987762,59297,11853,female nudity|female pubic hair|lingerie|neo noir|pubic hair,216,11000000,2011,6.7,1.85
96,688,1474508,33473,4607,envy|fake family|gadget|materialism|unhappy marriage,88,5000000,2009,6.5,2.35
104,232,1011054,10585,23513,bank|bank fraud|bank manager|gambling|toronto,83,10000000,2003,7.2,2.35
93,622,900926,9517,3307,antarctica|coma|neighbor|phd|pregnancy,46,10000000,2007,5.3,1.85
95,20,866778,44208,20364,blueberry pie|diner|nevada|new york city|pie,117,10000000,2007,6.7,2.35
119,54,836641,1402,1585,critic|new york|new york city|playwright|theater critic,40,,1998,6.2,1.85
89,119,598645,13145,2006,island|sailor|storm|stranded|vacation,215,10000000,2002,3.6,1.85
107,91,578527,20008,988,assassin|corporation|pop star|reporter|satire,112,10000000,2008,5.7,1.78
85,51,488872,56923,700,cult film|kung fu|martial arts|shaolin|soccer,243,10000000,2001,7.3,1.85
93,0,365734,11487,883,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,226,10000000,2003,5.0,1.66
101,28,231417,1649,1256,con|con artist|money|scam|sils maria,21,60000000,1997,6.6,1.66
103,241,3093491,8307,1283,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,37,5000000,2014,6.6,1.85
101,34,244465,1135,1019,foundry|foundry worker|french|friend|titanic,14,,1997,6.8,2.35
123,131,756452,27009,18652,modern day adaptation|reference to william shakespeare|shakespeare in modern dress|shakespeare play|shakespeare's coriolanus,118,,2011,6.2,2.35
111,83,228524,8708,768,cat|christmas song|lawn mowing|leave of absence|medication,56,4000000,2004,7.3,2.35
86,428,226792,3080,3049,attempted murder|blackmail|diver's watch|nurse|satire,44,10000000,2001,6.2,1.85
99,334,221210,31964,50542,black comedy|fictional talk show|high school teacher|phony suicide note|teacher,129,,2009,6.9,1.85
90,345,136432,31890,2217,blood splatter|eastern europe|female nudity|pine forest|team building,194,5000000,2006,6.6,1.85
82,885,131617,9971,5761,bipolar disorder|sodomy|stabbing|street life|violence,119,10000000,2005,6.3,1.85
110,146,152857,19979,18236,businessman|prostitute|street|stripper|travel,56,,2010,7.0,1.85
83,421,126247,24958,17469,captain|commandant|mafia|russian mafia|security system,103,6200000,1994,3.3,1.85
128,553,82739,465,4579,based on autobiography|based on novel|based on true story|murder|racism,3,,2010,6.7,2.35
125,36,169379,683,221,,3,10000000,2013,6.2,
97,499,,2041,3465,apartment|death of protagonist|follow that car|la dolce vita|love,18,10000000,2014,6.5,2.35
86,385,15447,2971,2655,box office flop|critically bashed|director|hollywood|mockumentary,85,10000000,1997,3.5,1.85
91,875,19348,2941,16118,american south|baseball|farmland|motel|road trip,11,10000000,2009,5.5,2.35
90,617,100503,7759,3124,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,20,8000000,2009,5.9,1.85
90,495,92900,3662,3146,birthday|birthday party|delivery man|mother|neighbor,23,5000000,2009,4.7,1.85
94,422,140987,361,2519,,4,,2008,4.2,1.85
112,51,,5637,285,australian|desert|mother daughter relationship|mother son relationship|promiscuity,57,10000000,2015,5.2,2.39
85,240,,1097,1936,bigger dreams|concert promoter|hotel maid|pep talk|rap concert,10,,2009,5.2,1.85
93,611,5561,4995,4725,boss|business|career|confidence|female protagonist,34,10000000,2007,3.9,1.85
104,102,3607,22753,940,landlady|lecture|murder|oxford university|symbol,94,10000000,2008,6.1,2.35
94,72,,11950,375,boat|great white shark|killing an animal|shark|underwater,89,,2010,5.8,2.35
85,742,70527,7690,14656,dysfunctional family|family relationships|family reunion|funeral|twin,68,6500000,2004,6.7,1.85
99,126,,11285,934,angry spirit|aura|electronic voice phenomena|electronics|near death experience,82,10000000,2007,5.7,2.35
91,111,,1642,964,,11,10000000,2011,4.5,2.35
117,415,,9585,7637,1980s|ira|near death experience|title directed by female|what happened to epilogue,38,6000000,2008,6.9,2.35
85,196,,162,2259,,2,10000000,2014,4.8,
106,520,,3075,31325,circus|dog|entertainer|holocaust|patient,31,10000000,2008,6.3,2.35
81,5,11835,1920,81,barbed wire|barbed wire fence|horse|nature|snowstorm,7,10000000,2013,6.9,2.35
100,95,,1250,2227,afterlife|indian|murder|overweight woman|police,16,10000000,2010,5.4,2.35
90,711,,5715,3937,desert|mercenary|priest|scientist|war veteran,60,10000000,2009,3.8,1.85
116,46,,2223,428,india|love|muslim|pakistan|sikh,27,10000000,2007,7.0,2.35
84,482,,553,2739,,3,10000000,2010,5.2,
135,7,128486,26156,569,bounty hunter|manchuria|map|train|treasure,74,10000000,2008,7.3,2.35
84,899,,7286,4686,carnage|female nudity|purple panties|sexual attraction|shaved labia,75,10000000,2013,4.6,2.35
89,499,,3015,2876,blacksmith|bounty hunter|duel|gunslinger|wild west,27,10000000,2010,6.5,2.35
107,452,16025394,131180,18983,amusement park|strong female character|summer job|teen movie|teenager,220,,2009,6.8,1.85
144,195,2483955,8369,1674,1950s|cuba|cuban flag|fidel castro|havana cuba,165,9600000,2005,6.7,1.85
98,525,57176582,27492,3939,african american|flashback|marijuana joint|porn magazine|suburb,84,9500000,2000,6.1,1.85
94,262,,12372,9432,bank|critically bashed|heist|mechanic|prison,42,10000000,2014,5.2,
117,244,43100000,75280,2127,faked death|japan|japanese|poison|secret headquarters,267,9500000,1967,6.9,2.35
102,1000,,5865,35634,credit card fraud|lesbian kiss|miami,12,10000000,2014,6.0,
127,319,225377,70382,1557,aging|daughter|old couple|old love|stroke,190,8900000,2012,7.9,1.85
98,770,14114488,13190,3827,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,114,10500000,1988,4.5,1.85
88,200,,1763,1702,after dark|after dark horrorfest|fictional tv news show|outbreak,26,9500000,2015,5.1,1.78
197,760,46300000,29323,4109,california|desert|dying words|money|race,344,9400000,1963,7.6,2.76
121,82,12899702,76681,448,abusive father|child abuse|death|rape|secret,228,,2006,7.6,2.35
90,123,,23516,646,anthology|girl|heavy metal|secretary|segments,147,9300000,1981,6.7,1.37
89,327,113155,9006,34398,amateur film|sexual harassment|sexual innuendo|small town|struggling parent,54,,2009,6.1,
104,1000,2600000,11612,23962,1930s|abuse of power|england|king|murder,88,6000000,1995,7.5,2.35
94,129,,4486,1586,bear|breasts|female nudity|grizzly|wilderness,38,10000000,2015,5.3,1.85
90,303,1602466,9673,1836,casino|desert|love|suicide|tragic event,106,600000000,2010,6.0,
130,844,3029870,128729,15835,art director|breasts|depression|outdoor sex|riding a horse,551,7400000,2011,7.1,2.35
92,110,,13003,1248,australian|based on true events|dog|love|search,80,8500000,2011,7.5,2.35
176,1000,3047539,42296,13762,accident|army|bomb|indian army|love,286,7217600,2012,6.9,2.35
116,513,78900000,563827,2524,alien|creature|future|outer space|spaceship,1110,11000000,1979,8.5,2.35
88,177,30859000,96410,1094,cannibal|chainsaw|hitchhiker|independent film|leatherface,826,83532,1974,7.5,1.85
106,741,3571735,39260,21711,band|box office flop|critically bashed|historically inaccurate|revisionist history,129,10000000,2010,6.6,2.35
181,51,50000000,29839,934,immigration|jewish|pogrom|tradition|tradition versus modernity,150,9000000,1971,8.0,2.35
130,177,63600000,82073,1164,domino|fiery redhead|nassau|official james bond series|underwater battle,275,9000000,1965,7.0,2.35
93,123,,12520,15014,blood splatter|detention|high school|overalls|reference to c. thomas howell,76,10000000,2011,5.8,2.35
110,16,,8667,662,gay|gay friend|grandmother grandson relationship|heart attack|mother son relationship,29,,2010,7.3,2.35
123,685,36049108,10139,3661,bank|black comedy|main characters killed off|money|robbery,70,9000000,1996,6.8,2.35
120,862,34074895,6525,5420,african american|bachelor party|brooklyn bridge|family relationships|stripper,79,9000000,1999,6.7,1.85
87,118,33244684,62038,760,birthday|doll|murder|serial killer|voodoo,281,9000000,1988,6.5,1.85
123,184,24530513,66610,1633,canada|cuba|france|guantanamo|hmo,429,9000000,2007,8.0,1.85
103,908,71519230,92364,6807,held at gunpoint|machete|masked man|sequel|violence,244,9000000,2014,6.5,2.35
91,407,20035310,12324,4409,artist|cake|college|new york city|student,173,9000000,2000,4.9,1.85
88,587,18225165,155262,3114,marijuana|police|road trip|stoner|white castle,316,9000000,2004,7.1,1.85
126,883,17804273,20449,25660,bridge|governor|political thriller|president|vice president,370,20000000,2000,7.0,1.85
120,701,16938179,41313,17336,career|casino|judge|stock|stock broker,246,8000000,2000,7.0,1.85
116,199,90400000,102895,845,interracial relationship|poverty|prostitute|scam|stock market,159,,1983,7.5,1.85
94,179,16235293,19918,1611,attic|christmas|house|incest|sorority,278,9000000,2006,4.5,2.35
85,127,11827301,4247,1345,female to male foot in crotch|lingerie slip|love|mistaken identity|writer,26,,2004,5.5,2.35
137,130,10161099,23441,1341,battle|battle of agincourt|king|shakespeare play|sword and shield,108,9000000,1989,7.7,1.85
114,338,6610326,32188,23770,arizona|dementia|married man|sun city arizona|writing,127,,2007,7.2,1.85
76,571,6126237,3419,2851,beauty pageant|bilingual|dating|latino|three women,41,,2003,4.8,1.85
119,35,6047856,27536,358,criminal|drifter|gangster|money|surrogate mother,327,8500000,2000,6.7,1.85
99,471,4681503,29058,2478,boy|mistress|money|schizophrenic|school,238,9000000,2002,7.0,2.35
79,219,4350774,10476,4908,college|high school senior|meat|protest|university,52,8000000,1994,6.5,1.85
114,633,3420871,14100,3824,billionaire|grandfather|playboy|trust fund baby|wealth,81,,2006,7.4,1.85
30,140,,5478,639,beverly hills california|family relationships|los angeles california|soap opera,54,,,3.5,1.78
91,297,,7767,1991,bar fight|cult film|ice|psychotronic|sword fight,56,9000000,1984,5.7,1.85
95,261,2955039,3624,2007,boy|girl|soccer|south orange new jersey|teenager,27,9000000,2007,6.2,2.35
103,316,1530535,7833,1721,actress|lesbianism|manhattan new york city|urination|watching pornography,63,9000000,2005,5.7,2.35
92,611,4881867,15200,3767,gang banger|sequel|shakespeare's hamlet|student|time machine,76,9000000,2008,6.4,1.85
124,277,1043487,27766,24102,1970s|glitter|political cover up|reference to katharine hepburn|reference to spencer tracy,314,,1998,7.0,1.85
156,0,770629,2379,50,policeman|stranger|supernatural|village|vomiting,24,,2016,7.7,2.35
84,748,11860839,5156,4617,concert|live in concert recording|live performance,21,9000000,2011,5.4,1.85
300,6,454255,1666,32,16th century|burmese|invasion|queen|thailand,47,400000000,2001,6.6,1.85
120,433,349618,4302,2942,black cat|cat|evil|photographer|undead,45,9000000,1990,6.1,1.85
98,5,,1673,253,,1,,2014,6.1,2.35
121,25,112935,8161,251,love|neighbor|single parent|supermarket|working class,94,9000000,2002,7.6,1.85
97,204,883887,1201,1426,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,14,9000000,2009,6.2,2.35
86,18,13751,813,299,friend|girl|imaginary friend|outback|town,6,11400000,2006,6.6,1.85
93,558,,16198,24154,bus|die hard scenario,57,19000000,2015,6.1,2.35
45,104,145109,14247,1098,danish|double agent|nazi|nazi occupation|resistance,44,45000000,2008,7.3,2.35
97,230,1046166,2599,1835,bare chested male|box office flop|diner|german shepherd|one word title,45,9000000,2005,4.2,2.35
102,35,,9305,10369,ejected from a moving vehicle|gun held to head|handcuffs|shot multiple times|strangulation,44,,2009,7.1,1.85
105,98,2874,1219,1375,bar mitzvah|lawyer|train|wealth|wrestler,14,,2009,6.0,2.35
103,664,,10100,6426,boyfriend girlfriend relationship|female protagonist|letter of resignation|mental hospital|sex,42,9000000,2009,6.5,2.35
93,93,174635000,74743,822,australian outback|crocodile|female reporter|journalist|new york city,93,8800000,1986,6.5,2.35
76,151,,4990,1254,grimdark|mutilated corpse|space marine|ultramarines|warhammer 40k,64,,2010,5.7,1.85
90,327,,9296,2310,2000s|hospital|man in a wheelchair|year 2000|year 2002,57,8800000,2004,6.1,2.35
122,59,,5741,498,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,39,9000000,2010,7.1,2.35
127,68,171320,10796,1129,abusive parent|child molester|child protection|photographer|police,33,,2011,7.3,1.85
84,896,14373825,63216,6954,anesthetic|anesthetic awareness|heart|heart surgery|surgery,196,8600000,2007,6.5,2.35
23,265,,28190,1484,begins with narration|female warrior|inbetwequel|jedi knight|war against machines,73,,,7.9,2.35
96,305,162,5228,2802,bangkok thailand|detective|human trafficking|revenge|sex slavery,38,9000000,2014,5.7,2.35
97,673,32222567,92924,4458,1980s|california|death|small town|vampire,339,,1987,7.2,2.35
112,175,39462438,67760,13172,country music|country western singer|journalist|musician|singer,226,7000000,2009,7.3,2.35
125,122,29200000,6142,1097,awol|demand|driver|drugs|roses,52,8500000,1979,6.9,1.85
96,1000,21564616,7098,8097,woman wearing only a man's shirt,41,8500000,2013,5.0,1.85
98,170,,24436,1510,41st century|angel|future|laser gun|space opera,186,9000000,1968,5.9,2.35
92,3,,1984,47,boy|island|pirate|ship|treasure,14,60000000,1990,6.7,2.35
103,133,14879556,73640,3516,female protagonist|high school|self destructiveness|student council president|student government,441,8000000,1999,7.3,2.35
122,341,13569248,16530,1637,bengali|india|reference to gogol|train|train crash,117,,2006,7.6,1.85
101,429,34017854,51326,36892,cartoon on tv|generation y|high school|overalls|strong female character,116,8500000,2015,6.5,2.35
104,202,4273372,19412,1854,cult film|disc jockey|female protagonist|music business|one word title,308,22000000,2001,2.1,2.35
101,559,,13167,3164,daughter|georgia|mother|slave|trailer,57,9000000,2013,5.3,2.35
135,13,,3290,97,based on book|based on true story|rape|title spoken by character,17,8000000,2003,7.2,2.35
119,179,4440055,21360,3279,19th century|friend|john keats|passion|poet,110,8500000,2009,7.0,1.85
128,81,4018695,69759,8532,airport|asperger's syndrome|autism|muslim|racial profiling,235,12000000,2010,8.0,2.35
107,304,80000000,51459,1962,church|cowboy boots|dancing|high school dance|teenager,113,8200000,1984,6.5,1.85
106,,6262942,59545,0,boat|container|sea|shipping container|storm,312,9000000,2013,6.9,2.35
126,39,1997807,5158,823,alaska|island|motorboat|singer|wilderness,140,8000000,1999,7.1,1.85
128,119,1207007,13577,4004,india|london england|marriage|stereotype|sugarcane,47,,2007,7.3,
127,6,1829142,36846,128,civil war|colonialism|hatred|independence|rural ireland,222,,2006,7.5,1.85
160,417,3827466,25122,2350,jealousy|jumping into sea|love|swimming pool|wet clothes,102,,2013,6.9,
126,225,90800000,126916,2004,apartment|bully|fight|karate|master,235,8000000,1984,7.2,1.85
171,346,,9808,1373,christian|emperor|general|hostage|nero,90,7623000,1951,7.2,1.37
150,636,140244,20419,4168,future|murder|opera|repossession|surgery,259,8500000,2008,6.7,1.85
122,173,,14486,808,abu ghraib|bomb|christian|explosion|iraq,159,8300000,2006,6.0,1.85
178,857,107930000,1324680,16557,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,2195,8000000,1994,8.9,2.35
95,842,76657000,25498,5673,friend|frog leg|on the road|restaurant|the muppets,92,,1979,7.7,1.85
117,85,32279955,293304,15554,employer employee relationship|ethics|journalism|sociopath|tv news,552,8500000,2014,7.9,2.35
119,422,4992159,23823,3306,beach|island|party|resort|serial killer,201,8550000,2004,5.6,2.35
174,195,163214286,148172,1495,austria|children|governess|love|orchestral music score,406,8200000,1965,8.0,2.35
111,51,69800000,54723,15361,cmnf|cmnf scene|mermaid|new york city|public nudity,99,8000000,1984,6.2,1.85
101,27,59889948,355810,7227,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,889,8000000,2006,7.9,2.35
89,107,52287414,271794,644,friendship|summertime|treehouse|walking on train tracks|woods,584,8000000,1986,8.1,1.85
113,27,45063889,297250,241,laboratory|london england|military|virus|zombie apocalypse,1441,8000000,2002,7.6,1.85
95,360,40066497,23671,1792,competition|dance contest|friend|money|street dancing,247,8000000,2004,3.5,1.85
112,459,36500000,87090,17568,alcatraz|escape|inmate|island|prison,142,8000000,1979,7.6,1.85
109,458,27362712,5971,3199,basketball|hip hop|rap music|record company|writer,60,8000000,2002,6.5,1.85
108,388,34746109,3122,3023,african american|dating|independent film|irreverence|revenge,14,8000000,1996,5.6,2.35
100,3000,34963967,270441,39807,best friend|cancer|survival rate|therapist|vomiting,378,8000000,2011,7.7,1.85
90,297,25926543,26609,1534,car accident|japan|newlywed|photograph|photographer,148,8000000,2008,5.2,1.85
130,602,,29935,2662,anthology|child abuse|critically acclaimed|death|grindhouse,211,8000000,1982,6.9,1.85
94,117,26049082,76791,1024,dating|divorce|father daughter relationship|mother daughter relationship|party,100,8000000,2014,6.1,2.35
93,213,,3904,1455,air traffic controller|nuclear waste|orgasm|telekinesis|voodoo,48,8000000,1981,5.0,1.85
80,102,,59,1279,,6,,2016,7.8,
111,591,22551000,37269,37645,16th century|bachelor|dishonor|masquerade party|wedding,165,8000000,1993,7.4,1.85
142,244,22800000,59941,1769,bond girl|british|mission|portugal|switzerland,452,7000000,1969,6.8,2.35
60,460,,5817,4043,bet|friend|pit boss|secret|surveillance,25,,,7.1,16.0
107,112,18090181,38191,1775,earthquake|elm street|freddy krueger|nightmare|sleep,271,8000000,1994,6.4,1.85
91,292,17843379,14904,1760,centennial|girl|next door neighbor|prom|school,147,8000000,1999,5.7,1.85
112,268,18811135,15337,2832,national spelling bee|principal|school principal|spelling|spelling bee,172,,2006,7.5,2.35
82,475,17278980,48225,2400,bail|diabetic|friend|jail|pharmaceutical lab,164,8000000,1998,6.7,1.85
97,631,16699684,17461,25792,love|manufacturing|minnesota|plant|small town,78,8000000,2009,5.6,1.85
128,414,50815288,109191,14747,cia|hezbollah|lebanon|oil|prince,625,50000000,2005,7.0,2.35
102,517,15047419,357275,25462,1980s|business card|male rear nudity|materialism|narcissism,1061,7000000,2000,7.6,2.35
93,596,14015786,37952,27646,dysfunctional marriage|marijuana|small town|store|trying to conceive,298,5000000,2002,6.5,1.85
116,50,,8616,895,border|hockey|killer|police|tattoo,90,8000000,2006,7.0,2.35
138,968,10269307,53251,17524,final showdown|ireland|justice|priest|sheep,188,8000000,2009,6.3,2.35
117,86,,2311,858,child|student|university|widow|writer,25,8300000,2009,6.4,1.85
93,216,17536788,49240,1183,dating|divorcee|ex husband|ex wife|party,142,8000000,2013,7.1,1.85
92,424,58401464,276746,16982,gay|gay interest|high school|school|student,264,8000000,2010,7.1,1.85
110,582,8880705,1103,3293,fire|marriage|martha's vineyard|teenager|vacation,11,,1994,6.5,1.85
92,306,8279017,34191,1761,actor|breasts|film actress|nosferatu|vampire,339,8000000,2000,6.9,2.35
104,741,10106233,12702,5190,decoration|father daughter relationship|high school|prom|teenager,32,8000000,2011,5.4,1.85
98,636,,6124,3502,bachelor party|directorial debut|funeral|pallbearer|wedding,55,8000000,1996,4.9,1.85
89,660,4692814,2870,3291,hold up|hostage|stockholm syndrome|swat team|vegetarian,34,8000000,1999,5.1,1.85
92,417,5018450,8546,2687,cross dresser|food|friend|motion sickness|restaurant,86,8000000,2000,5.3,2.35
140,136,25967000,21254,13180,england|friendship|prejudice|upper class|working class,86,,1992,7.5,2.35
60,648,,22848,6034,heaven and hell|preacher|supernatural|vampire|vertigo comics,85,,,8.3,16.0
90,0,3442820,31489,1442,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,140,8000000,2015,7.3,2.35
129,386,3205244,23629,2265,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,141,10000000,2010,7.3,2.35
111,569,3076425,23660,3543,cook|industrialist|secret|snowstorm|suspect,162,8000000,2002,7.1,1.85
79,112,2275557,12561,2404,bare chested male|detective|electric torture|japanese american|yakuza,102,8000000,1991,6.0,1.85
104,168,1789892,9494,1795,breasts|serial killer|small town|vomiting|widow,109,8000000,1998,6.6,1.85
101,472,6350058,106098,2786,based on novel|depression|psychiatric ward|suicide attempt|therapy,150,8000000,2010,7.2,1.85
113,594,1094798,11158,7692,equal pay|machinist|minister|protest|sex,73,7200000,2010,7.2,2.35
92,291,1071240,3571,15848,cancer|children|death|terminal cancer|time,34,8000000,2007,6.9,2.35
106,200,532190,5673,1610,long distance runner|olympics|oregon|runner|watching television,37,8000000,1997,6.8,1.66
98,249,,802,2413,female nudity|highwayman|nell gwynne|nudity|whipping,15,8000000,1983,4.0,1.85
75,4,686383,22811,75,barbarian|fairy|forest|monastery|unfinished book,71,6500000,2009,7.7,1.85
104,7,16168741,99430,517,manhattan new york city|new york city|record label|singer|song,182,8000000,2013,7.4,1.85
108,710,568695,16617,3921,beach|cowboy|cowboy hat|neo western|valley,110,8000000,2005,6.5,2.35
99,209,398420,5049,1234,1980s|friend|friendship|loyalty|mafia,48,8000000,2007,6.4,2.35
180,844,,2098,6343,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,12,,2012,7.2,16.0
109,1000,336456,7116,41645,detective|detective novel|fantasy sequence|hallucination|writer,79,8000000,2003,5.6,1.85
111,227,146083,1591,1378,dorset|farm|friend|love|women's land army,27,,1998,6.3,2.35
93,33,298110,25055,786,decapitation|neighbor|neighborhood|next door neighbor|zombie,98,8000000,2006,6.8,2.35
99,399,127144,5159,9608,directorial debut|fantasy sequence|nurse|old age home|prison,27,8000000,2005,5.5,2.35
98,405,117190,29994,11770,apprentice|assassin|hitman|kleptomaniac|thief,86,8000000,2010,6.9,2.35
95,448,108662,26849,3185,corpse|dark humor|medical school|murder|pathology,107,8000000,2008,6.0,2.35
142,427,,6053,29196,abuse|love|moor the landscape|revenge|tv mini series,33,,,7.7,
107,463,53481,5557,2512,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,34,8000000,2006,6.4,2.35
102,488,23106,9003,2572,gang|gun|loner|love|outcast,58,50000000,2004,6.6,1.66
97,47,52961,2103,326,,11,8000000,2014,5.3,2.35
124,4,439162,106160,28,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,430,1100000000,1988,8.1,1.85
97,1000,,12078,37457,drug lord|on the run|prison|vegan|vegetarian,31,22000000,2007,5.9,2.35
124,23,,4412,733,fan|french canadian|hockey|hockey player|machinist,31,8000000,2005,7.7,2.35
96,600,,1965,33858,police officer killed|police officer shot in the chest|police officer shot in the forehead|police officer shot in the head|police shootout,24,8000000,2014,4.6,
114,11,50000,322,219,,2,,2013,5.1,2.35
90,112,671240,23023,619,florist|friend|friendship|lesbian|love,149,7900000,2005,6.9,2.35
104,189,,63,1546,,5,8000000,2016,8.0,2.35
102,15,10105505,35065,1389,luberon|mystery writer|night|publisher|swimming,288,,2003,6.8,1.85
93,376,,3740,2284,bare breasts|firm|hooliganism|training|west ham supporter,13,,2013,5.4,2.35
90,26,882290,4792,1526,battle|blood splatter|combat|game|showdown,43,10000000,1989,6.5,1.33
106,391,,662,2741,gun|mayor|nightclub|police|vigilantism,14,8000000,2016,4.2,
99,325,106593296,72324,12619,1950s|african american|jewish|old age|widow,134,7500000,1989,7.4,1.85
115,890,43490057,5275,4737,1990s|family relationships|food in title|sister|unity,30,7500000,1997,6.9,1.85
