duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,actor_1_name,movie_title,num_voted_users,facenumber_in_poster,movie_imdb_link,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio
102,95,,,16892,,Ayurveda: Art of Being ,341,0,http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,English,India,,2001,,7.6,1.85
95,0,87,Gloria Foster,12438,Yaphet Kotto,Nothing But a Man ,891,1,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,English,USA,Not Rated,1964,99,8.1,
94,37,104,Eli Marienthal,40542,Robert John Burke,"First Love, Last Rites ",294,0,http://www.imdb.com/title/tt0128214/?ref_=fn_tt_tt_1,English,USA,R,1997,157,5.5,
109,3,25,Eddie Jones,5199,Don Wallace,Fighting Tommy Riley ,720,0,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,English,USA,R,2004,53,6.6,2.35
90,0,32,Alexander Wraith,,Lalaine,Royal Kill ,476,0,http://www.imdb.com/title/tt0421237/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,119,3.2,
133,278,107,T.V. Carpio,24343673,Jim Sturgess,Across the Universe ,91863,0,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,English,USA,PG-13,2007,117,7.4,2.35
110,44,221,Elizabeth Stenholt,1711,Trish Basinger,The Looking Glass ,82,0,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,English,USA,,2015,503,6.6,
80,43,668,David Carradine,,Sylvester Stallone,Death Race 2000 ,19875,0,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,English,USA,R,1975,926,6.2,1.85
95,0,309,Ricky Schroder,2468,Tatyana Ali,Locker 13 ,241,3,http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,English,USA,R,2014,665,4.8,1.85
94,0,87,Wilhelm von Homburg,,Michael Des Barres,Midnight Cabaret ,47,0,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,English,USA,R,1990,102,4.5,
98,3,248,Joanna Cassidy,,Taran Killam,Anderson's Cross ,95,7,http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,English,USA,R,2010,317,7.2,
98,77,0,Pierre Prieur,,Rumi Missabu,Bizarre ,569,0,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,English,France,Unrated,2015,0,4.3,1.78
96,5,180,Carmen Argenziano,,Linnea Quigley,Graduation Day ,1905,0,http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,English,USA,R,1981,338,4.5,1.85
97,19,313,Barry Bostwick,,Kevin Corrigan,Some Guy Who Kills People ,4550,2,http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1,English,USA,R,2011,456,6.4,1.85
90,25,235,Matt Servitto,318622,Dreama Walker,Compliance ,24668,0,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,English,USA,R,2012,260,6.4,2.35
113,0,781,Ethan Suplee,12006514,Matt Damon,Chasing Amy ,114070,5,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,English,USA,R,1997,1000,7.3,1.85
91,132,225,Brenda Blethyn,4186931,Aunjanue Ellis,Lovely & Amazing ,6041,3,http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1,English,USA,R,2001,286,6.9,1.85
90,2,99,Robert Miano,,Hector Echavarria,Death Calls ,30,2,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1,English,USA,R,2010,216,4.3,1.85
98,681,13,Jason Tobin,3799339,Parry Shen,Better Luck Tomorrow ,8000,1,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1,English,USA,R,2002,26,7.2,1.85
94,4,10,Laurel Holloman,1977544,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love ,3513,0,http://www.imdb.com/title/tt0113416/?ref_=fn_tt_tt_1,English,USA,R,1995,273,6.5,1.85
96,44,129,Mike White,1050600,Lupe Ontiveros,Chuck & Buck ,4662,0,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,English,USA,R,2000,487,6.6,1.85
100,0,51,Rizwan Manji,902835,Purva Bedi,American Desi ,1489,2,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,English,USA,Unrated,2001,89,6.7,1.85
90,0,185,Nicholas Simmons,,Keri Maletto,Amidst the Devil's Wings ,28,0,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,English,USA,,2014,553,4.3,
90,165,319,Julian Richings,489220,David Hewlett,Cube ,160511,0,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1,English,Canada,R,1997,648,7.3,1.85
76,0,62,Frances O'Connor,212285,Radha Mitchell,Love and Other Catastrophes ,1727,1,http://www.imdb.com/title/tt0116931/?ref_=fn_tt_tt_1,English,Australia,R,1996,575,6.4,
75,45,0,Bill Martone,203134,Charis Michelsen,I Married a Strange Person! ,1428,0,http://www.imdb.com/title/tt0119346/?ref_=fn_tt_tt_1,English,USA,R,1997,2,7.0,1.85
78,7,142,Anne Archer,191309,Amir Talai,November ,2787,1,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,English,USA,R,2004,249,5.5,1.85
90,52,224,Charlie Bewley,3388210,Jennifer Lawrence,Like Crazy ,46813,1,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,487,6.7,1.78
96,0,270,Steffinnie Phrommany,,Marshal Hilton,Teeth and Blood ,24,0,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,English,USA,,2015,320,4.3,16.0
92,99,181,Rosanna Arquette,177840,Ally Sheedy,Sugar Town ,708,2,http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,English,UK,R,1999,605,6.1,
75,269,7,Clint Jordan,47111,Samantha Futerman,The Motel ,1227,1,http://www.imdb.com/title/tt0436607/?ref_=fn_tt_tt_1,Cantonese,USA,,2005,8,6.8,1.85
99,261,461,Gus Van Sant,49494,Nolan Gerard Funk,The Canyons ,8511,0,http://www.imdb.com/title/tt2292959/?ref_=fn_tt_tt_1,English,USA,R,2013,835,3.9,2.35
58,,250,James Norton,,Shirley Henderson,Happy Valley             ,12848,1,http://www.imdb.com/title/tt3428912/?ref_=fn_tt_tt_1,English,UK,TV-MA,,340,8.5,16.0
86,5,41,Flaco Navaja,,Judy Marte,On the Outs ,603,3,http://www.imdb.com/title/tt0389235/?ref_=fn_tt_tt_1,English,USA,R,2004,64,6.9,
92,337,22,Natalie Canerday,45661,Michael Abbott Jr.,Shotgun Stories ,7148,0,http://www.imdb.com/title/tt0952682/?ref_=fn_tt_tt_1,English,USA,PG-13,2007,32,7.3,2.35
101,17,289,Luke Mably,,Colin Salmon,Exam ,70076,0,http://www.imdb.com/title/tt1258197/?ref_=fn_tt_tt_1,English,UK,Not Rated,2009,438,6.9,2.35
81,0,5,Samantha Buck,18195,James Urbaniak,The Sticky Fingers of Time ,336,0,http://www.imdb.com/title/tt0127302/?ref_=fn_tt_tt_1,English,USA,,1997,24,6.3,1.85
93,7,73,Mark Hengst,,Dustin Fitzsimons,Sunday School Musical ,602,0,http://www.imdb.com/title/tt1270792/?ref_=fn_tt_tt_1,English,USA,G,2008,168,2.5,1.85
95,1000,3,Lorne Cardinal,,Corbin Bernsen,Rust ,300,1,http://www.imdb.com/title/tt1360826/?ref_=fn_tt_tt_1,English,Canada,PG,2010,53,5.7,1.78
107,63,76,Marty Lindsey,,Eme Ikwuakor,Ink ,18486,0,http://www.imdb.com/title/tt1071804/?ref_=fn_tt_tt_1,English,USA,,2009,115,7.0,1.78
98,3,104,Derek Brandon,,Florence Henderson,The Christmas Bunny ,450,2,http://www.imdb.com/title/tt1640714/?ref_=fn_tt_tt_1,English,USA,PG,2010,168,6.2,
35,2,152,Kate Flannery,,Victoria Jackson,Jesus People ,31,5,http://www.imdb.com/title/tt1003002/?ref_=fn_tt_tt_1,English,USA,,2007,219,6.9,
108,32,180,June Lockhart,,Stacy Keach,Butterfly ,870,0,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,English,USA,R,1982,427,4.5,1.85
66,0,0,Steve Duin,,Sam Adams,UnDivided ,6,2,http://www.imdb.com/title/tt3564748/?ref_=fn_tt_tt_1,English,USA,PG,2013,0,7.8,
95,7,89,Brit Morgan,,Noah Segan,The Frozen ,1488,1,http://www.imdb.com/title/tt2363439/?ref_=fn_tt_tt_1,English,USA,PG-13,2012,206,4.4,
99,45,224,Campbell Scott,,Jennifer Jason Leigh,The Love Letter ,1465,1,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,English,USA,Unrated,1998,393,7.4,1.33
108,431,3,Dana Blackstone,,Joshua Ray Bell,Horse Camp ,25,6,http://www.imdb.com/title/tt3421204/?ref_=fn_tt_tt_1,English,USA,PG,2014,96,6.6,
90,30,670,Robert Davi,,Esai Morales,Give Me Shelter ,37,0,http://www.imdb.com/title/tt2559658/?ref_=fn_tt_tt_1,English,USA,,2014,683,8.0,
151,54,6,Renée Adorée,,John Gilbert,The Big Parade ,4849,0,http://www.imdb.com/title/tt0015624/?ref_=fn_tt_tt_1,,USA,Not Rated,1925,12,8.3,1.33
83,12,29,Jacob Zachar,,Sid Haig,Little Big Top ,110,0,http://www.imdb.com/title/tt0469690/?ref_=fn_tt_tt_1,English,USA,,2006,185,6.5,
108,0,142,Brock Baker,,Matthew Emerick,Along the Roadside ,330,3,http://www.imdb.com/title/tt2290113/?ref_=fn_tt_tt_1,English,USA,,2013,297,7.1,1.85
92,0,146,James Lance,104792,Tom Hardy,Bronson ,84817,0,http://www.imdb.com/title/tt1172570/?ref_=fn_tt_tt_1,English,UK,R,2008,161,7.1,1.85
105,7,494,Vivian Lamolli,,Mark Fantasia,Western Religion ,146,0,http://www.imdb.com/title/tt3210710/?ref_=fn_tt_tt_1,English,USA,,2015,755,4.0,
86,15,0,Donald Austin,111300,Brendan Doogie Milewski,Burn ,575,0,http://www.imdb.com/title/tt1781784/?ref_=fn_tt_tt_1,English,USA,Not Rated,2012,0,7.5,2.35
106,0,131,Josh Hamilton,1027119,Dan Futterman,Urbania ,2742,1,http://www.imdb.com/title/tt0182508/?ref_=fn_tt_tt_1,English,USA,R,2000,147,7.0,1.85
93,0,0,Nancy Ison,,Christina Hart,The Stewardesses ,161,0,http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1,English,USA,X,1969,12,4.0,1.37
80,7,21,Cecil Kellaway,5000000,Kenneth Tobey,"The Beast from 20,000 Fathoms ",4812,0,http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1,English,USA,Approved,1953,40,6.7,1.37
127,130,51,Robert J. Wilke,,James Mason,"20,000 Leagues Under the Sea ",22124,0,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,USA,Approved,1954,53,7.2,1.37
93,750,28,Steve Bisley,,Hugh Keays-Byrne,Mad Max ,152232,0,http://www.imdb.com/title/tt0079501/?ref_=fn_tt_tt_1,English,Australia,R,1979,76,7.0,2.35
96,218,31,Alex Désert,4505922,Jon Favreau,Swingers ,63951,0,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1,English,USA,R,1996,135,7.4,1.85
99,0,93,Gian Maria Volontè,3500000,Clint Eastwood,A Fistful of Dollars ,147566,1,http://www.imdb.com/title/tt0058461/?ref_=fn_tt_tt_1,Italian,Italy,R,1964,360,8.0,2.35
66,16,28,Gilbert Roland,,Mae West,She Done Him Wrong ,4152,1,http://www.imdb.com/title/tt0024548/?ref_=fn_tt_tt_1,English,USA,Approved,1933,85,6.5,1.37
85,0,0,Jasper Johal,381225,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela ,131,0,http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1,English,USA,Unrated,2004,0,7.2,1.78
101,0,16,Chris Thomas,2428241,Michael Joiner,The Grace Card ,2099,7,http://www.imdb.com/title/tt1544600/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,21,6.4,
97,151,305,David Oyelowo,78030,Omari Hardwick,Middle of Nowhere ,1034,2,http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1,English,USA,R,2012,1000,6.5,2.35
119,670,9,Sebastian Schipper,59774,Devid Striesow,3 ,4212,0,http://www.imdb.com/title/tt1517177/?ref_=fn_tt_tt_1,German,Germany,Unrated,2010,20,6.8,2.35
103,18,61,Leo Rossi,174682,William Joseph Elk III,The Business of Fancydancing ,460,0,http://www.imdb.com/title/tt0303313/?ref_=fn_tt_tt_1,English,USA,,2002,90,6.9,
86,0,15,Natasha Bedingfield,215185,Matisyahu,Call + Response ,48,3,http://www.imdb.com/title/tt1301130/?ref_=fn_tt_tt_1,English,USA,PG-13,2008,58,7.5,
106,0,273,David Costabile,32154410,Channing Tatum,Side Effects ,148334,0,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,English,USA,R,2013,681,7.1,1.85
90,25,10,Stevan Mena,,R. Brandon Johnson,Malevolence ,2413,0,http://www.imdb.com/title/tt0388230/?ref_=fn_tt_tt_1,English,USA,R,2003,25,5.1,1.33
95,89,45,Adam Rifkin,,Marri Savinar,Shooting the Warwicks ,81,0,http://www.imdb.com/title/tt2690560/?ref_=fn_tt_tt_1,English,USA,,2015,89,6.2,
94,2,156,Ryan Kennedy,,Melanie Papalia,Super Hybrid ,1328,0,http://www.imdb.com/title/tt1152827/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,165,3.9,2.35
84,157,98,Jennifer Lafleur,140016,Greta Gerwig,Baghead ,3507,0,http://www.imdb.com/title/tt0923600/?ref_=fn_tt_tt_1,English,USA,R,2008,873,6.0,1.85
89,0,15,Victoria Lachelle,,Susan Chambers,Solitude ,78,0,http://www.imdb.com/title/tt3565836/?ref_=fn_tt_tt_1,English,USA,,2014,18,6.8,
59,121,0,Bertrand Cantat,,Marina Vlady,The Case of the Grinning Cat ,352,0,http://www.imdb.com/title/tt0437123/?ref_=fn_tt_tt_1,French,France,,2004,0,7.4,1.37
126,147,0,Sylvia Eckhausen,,Hanne Aagesen,Ordet ,9903,0,http://www.imdb.com/title/tt0048452/?ref_=fn_tt_tt_1,Danish,Denmark,Not Rated,1955,0,8.1,1.37
86,123,782,Martin Starr,15542,Bryce Dallas Howard,Good Dick ,6689,0,http://www.imdb.com/title/tt0944101/?ref_=fn_tt_tt_1,English,USA,R,2008,985,6.5,1.85
87,29,131,John Billingsley,,William Katt,The Man from Earth ,129799,0,http://www.imdb.com/title/tt0756683/?ref_=fn_tt_tt_1,English,USA,Not Rated,2007,323,8.0,1.78
106,15,0,Evelyn Jefferson,1111,Darryl Hunt,The Trials of Darryl Hunt ,771,0,http://www.imdb.com/title/tt0446055/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,0,7.7,1.66
86,20,32,Jordan Bridges,,Mia Farrow,An American Girl Holiday ,1338,1,http://www.imdb.com/title/tt0412366/?ref_=fn_tt_tt_1,English,USA,,2004,194,7.2,1.33
89,0,31,Chase Masterson,,John Newton,Yesterday Was a Lie ,374,3,http://www.imdb.com/title/tt0448182/?ref_=fn_tt_tt_1,English,USA,PG,2008,189,5.4,1.78
105,0,27,Robert Turano,,Elaine Bromka,Theresa Is a Mother ,37,0,http://www.imdb.com/title/tt1989646/?ref_=fn_tt_tt_1,English,USA,,2012,32,6.7,
93,0,75,Robin Bartlett,,Paul Hickert,H. ,191,0,http://www.imdb.com/title/tt3666210/?ref_=fn_tt_tt_1,English,USA,,2014,79,6.3,
94,0,178,Alex Emanuel,,Sally Kirkland,Archaeology of a Woman ,15,1,http://www.imdb.com/title/tt1702455/?ref_=fn_tt_tt_1,English,USA,,2012,375,8.1,1.78
89,373,27,Amir Farrokh Hashemian,925402,Bahare Seddiqi,Children of Heaven ,27882,0,http://www.imdb.com/title/tt0118849/?ref_=fn_tt_tt_1,Persian,Iran,PG,1997,35,8.5,1.85
97,131,67,Chris New,469947,Tom Cullen,Weekend ,19846,0,http://www.imdb.com/title/tt1714210/?ref_=fn_tt_tt_1,English,UK,Not Rated,2011,75,7.7,1.85
88,0,46,Joie Lee,7137502,S. Epatha Merkerson,She's Gotta Have It ,4769,0,http://www.imdb.com/title/tt0091939/?ref_=fn_tt_tt_1,English,USA,R,1986,53,6.5,1.85
78,0,0,Stacie Evans,,Abigail Evans,Butterfly Girl ,27,0,http://www.imdb.com/title/tt2421956/?ref_=fn_tt_tt_1,English,USA,,2014,0,8.7,
104,0,0,Ana Maria Guran,,Iulia Ciochina,The World Is Mine ,354,1,http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1,Romanian,Romania,,2015,0,6.5,
92,135,259,William Mapother,1316074,Robin Lord Taylor,Another Earth ,71387,1,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,399,7.0,1.85
108,14,826,Ellen Burstyn,,Topher Grace,The Calling ,6025,2,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,English,USA,R,2014,1000,5.8,
97,101,101,Mario Van Peebles,15180000,John Amos,Sweet Sweetback's Baadasssss Song ,3340,1,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,English,USA,R,1971,535,5.5,1.37
109,0,26,Joe Lev,,Charla Cochran,Perfect Cowboy ,8,3,http://www.imdb.com/title/tt3581098/?ref_=fn_tt_tt_1,English,USA,,2014,54,7.0,
78,56,184,Aaron Stanford,2882062,Bebe Neuwirth,Tadpole ,5178,2,http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,346,6.3,1.85
85,109,18,Markéta Irglová,9437933,Glen Hansard,Once ,90827,0,http://www.imdb.com/title/tt0907657/?ref_=fn_tt_tt_1,English,Ireland,R,2007,96,7.9,1.85
88,14,3,Eugene Roche,110720,Marilyn Rising,The Woman Chaser ,524,0,http://www.imdb.com/title/tt0217894/?ref_=fn_tt_tt_1,English,USA,,1999,23,7.3,
93,0,2,Rowan Isaacson,155984,Temple Grandin,The Horse Boy ,586,0,http://www.imdb.com/title/tt1333668/?ref_=fn_tt_tt_1,English,USA,Unrated,2009,2,7.4,1.85
86,6,115,Martin Compston,,Alan Brent,When the Lights Went Out ,3813,0,http://www.imdb.com/title/tt1743993/?ref_=fn_tt_tt_1,English,UK,,2012,204,5.4,2.35
98,0,21,Bill Allen,,Joel Moody,Heroes of Dirt ,53,0,http://www.imdb.com/title/tt1934172/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,36,7.1,
88,365,177,Edwin Neal,30859000,Gunnar Hansen,The Texas Chain Saw Massacre ,96411,0,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,English,USA,R,1974,371,7.5,1.85
25,36,27,Bill Melendez,,Peter Robbins,A Charlie Brown Christmas ,21826,0,http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1,English,USA,TV-G,1965,36,8.4,1.33
72,0,0,Hugh Ducklow,4914,Naderev Sano,Antarctic Edge: 70° South ,123,0,http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1,English,USA,,2015,0,7.0,
66,4,232,Jesse Jane,,Lisa Ann,Aroused ,502,0,http://www.imdb.com/title/tt2403815/?ref_=fn_tt_tt_1,English,USA,,2013,366,5.3,
80,0,0,Xinhua Jiang,5858,Ariel Hsing,Top Spin ,260,0,http://www.imdb.com/title/tt4219836/?ref_=fn_tt_tt_1,English,USA,,2014,0,7.1,
91,909,42,Pat Boone,6706368,Michael Moore,Roger & Me ,22800,0,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,English,USA,R,1989,91,7.5,1.66
93,261,697,Ruby Dee,,Ed Begley Jr.,Cat People ,14193,1,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,English,USA,R,1982,782,6.1,1.85
89,0,163,Hassan Johnson,,J.D. Williams,An American in Hollywood ,100,0,http://www.imdb.com/title/tt2125430/?ref_=fn_tt_tt_1,English,USA,R,2014,180,7.2,
85,129,100,James Urbaniak,405614,Christopher Denham,Sound of My Voice ,15775,0,http://www.imdb.com/title/tt1748207/?ref_=fn_tt_tt_1,English,USA,R,2011,119,6.7,1.85
62,58,,,,,The Brain That Sings ,18,1,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,Arabic,United Arab Emirates,,2013,,8.2,
90,0,,,,,The Blood of My Brother ,102,1,http://www.imdb.com/title/tt0488873/?ref_=fn_tt_tt_1,English,USA,,2005,,6.6,1.66
90,100,9,Mike Birbiglia,1573712,Mark Duplass,Your Sister's Sister ,21618,2,http://www.imdb.com/title/tt1742336/?ref_=fn_tt_tt_1,English,USA,R,2011,128,6.7,
,0,,Valentine,,Diane Sorrentino,Romantic Schemer ,172,2,http://www.imdb.com/title/tt4607906/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,0,5.1,
88,686,405,David Hewlett,,Christopher Judge,A Dog's Breakfast ,3262,2,http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1,English,Canada,,2007,686,7.0,1.78
88,686,405,David Hewlett,,Christopher Judge,A Dog's Breakfast ,3262,2,http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1,English,Canada,,2007,686,7.0,1.78
96,0,56,Duane Jones,,Judith O'Dea,Night of the Living Dead ,87978,5,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,English,USA,Unrated,1968,108,8.0,1.85
94,0,5,Macha Méril,,Philippe Leroy,Une Femme Mariée ,1962,0,http://www.imdb.com/title/tt0058701/?ref_=fn_tt_tt_1,French,France,,1964,7,7.4,1.37
120,664,400,Nate Parker,,Jason Stuart,The Birth of a Nation ,1197,1,http://www.imdb.com/title/tt4196450/?ref_=fn_tt_tt_1,English,USA,R,2016,664,5.4,2.35
77,7,69,Frank Gerrish,,Richard Moll,The Work and the Story ,98,0,http://www.imdb.com/title/tt0339921/?ref_=fn_tt_tt_1,English,USA,,2003,81,5.7,
111,589,51,Erin Bethea,10174663,Alex Kendrick,Facing the Giants ,12399,0,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,English,USA,PG,2006,150,6.7,1.85
81,3,7,Cassidy Gifford,22757819,Pfeifer Brown,The Gallows ,13521,0,http://www.imdb.com/title/tt2309260/?ref_=fn_tt_tt_1,English,USA,R,2015,40,4.2,1.85
89,0,121,Jack Nance,,Hal Landon Jr.,Eraserhead ,69831,1,http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1,English,USA,Unrated,1977,158,7.4,1.37
110,0,0,Johnnie Walker,3000000,Stephen Carr,Over the Hill to the Poorhouse ,5,1,http://www.imdb.com/title/tt0011549/?ref_=fn_tt_tt_1,,USA,,1920,2,4.8,1.33
81,467,287,Keenen Ivory Wayans,5228617,Robert Townsend,Hollywood Shuffle ,2770,1,http://www.imdb.com/title/tt0093200/?ref_=fn_tt_tt_1,English,USA,R,1987,322,7.0,1.85
100,23,545,Elden Henson,2643689,Kieran Culkin,The Mighty ,10499,4,http://www.imdb.com/title/tt0119670/?ref_=fn_tt_tt_1,English,USA,PG-13,1998,577,7.3,1.85
99,9,10,Chuck Mitchell,,Leon Isaac Kennedy,Penitentiary ,509,2,http://www.imdb.com/title/tt0079709/?ref_=fn_tt_tt_1,English,USA,R,1979,24,5.8,1.85
90,56,56,Brian Howe,110536,Fay Masterson,The Lost Skeleton of Cadavra ,4117,1,http://www.imdb.com/title/tt0307109/?ref_=fn_tt_tt_1,English,USA,PG,2001,76,7.0,1.85
82,7,50,Gabriela Castillo,,Kevin P. Farley,"Dude, Where's My Dog?! ",73,0,http://www.imdb.com/title/tt3109200/?ref_=fn_tt_tt_1,English,USA,PG,2014,134,3.2,1.85
88,3,307,Ethan Embry,59379,Brighton Sharbino,Cheap Thrills ,12796,3,http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1,English,USA,Not Rated,2013,982,6.8,2.35
103,0,0,Edmund McMillen,,Jonathan Blow,Indie Game: The Movie ,16701,0,http://www.imdb.com/title/tt1942884/?ref_=fn_tt_tt_1,English,Canada,Not Rated,2012,0,7.7,16.0
80,3,140,Adam Rayner,,Danny Dyer,Closure ,5747,1,http://www.imdb.com/title/tt0480011/?ref_=fn_tt_tt_1,English,UK,R,2007,279,5.6,1.85
68,2,75,John Ireland,,Sheldon Leonard,Open Secret ,67,3,http://www.imdb.com/title/tt0040671/?ref_=fn_tt_tt_1,English,USA,Approved,1948,86,7.1,1.37
81,0,10,Hugh Mun,,Claire Gordon-Harper,Echo Dr. ,101,2,http://www.imdb.com/title/tt2343473/?ref_=fn_tt_tt_1,English,USA,,2013,18,3.6,1.78
106,6,13,Trevor Howard,,Liv Ullmann,The Night Visitor ,544,1,http://www.imdb.com/title/tt0066141/?ref_=fn_tt_tt_1,English,USA,GP,1971,98,6.8,
77,0,0,Dottie Alexander,,Jon Brion,The Past is a Grotesque Animal ,80,0,http://www.imdb.com/title/tt3072636/?ref_=fn_tt_tt_1,English,USA,Unrated,2014,0,7.6,1.78
114,29,616,Monica Potter,32721635,Tony Goldwyn,The Last House on the Left ,67824,0,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,English,USA,R,2009,878,6.6,1.85
80,3,0,Seth Ackerman,,Noam Chomsky,"Peace, Propaganda & the Promised Land ",496,3,http://www.imdb.com/title/tt0428959/?ref_=fn_tt_tt_1,English,USA,,2004,0,8.3,
84,0,194,Clint Mansell,3216970,Mark Margolis,Pi ,142619,0,http://www.imdb.com/title/tt0138704/?ref_=fn_tt_tt_1,English,USA,R,1998,512,7.5,1.66
86,12,117,Meredith Scott Lynn,33598,Jack McGee,"I Love You, Don't Touch Me! ",405,1,http://www.imdb.com/title/tt0130019/?ref_=fn_tt_tt_1,English,USA,R,1997,166,5.4,
87,0,153,Tom Ardavany,536767,Tia Carrere,20 Dates ,1622,0,http://www.imdb.com/title/tt0138987/?ref_=fn_tt_tt_1,English,USA,R,1998,184,5.3,1.85
80,7,3,Steve Diasparra,,Michelle Simone Miller,Queen Crab ,48,0,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1,English,USA,,2015,15,4.5,
100,293,0,Amanda Kearsan,11529368,Chemeeka Walker,Super Size Me ,85028,2,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,English,USA,PG,2004,0,7.3,1.78
