director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,language,country,content_rating,budget,title_year,aspect_ratio
0,3,Documentary|History,Amos Oz,Censored Voices ,186,3,,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,Hebrew,Israel,,450000,2015,1.78
30,15,Documentary|Sport,Mark Zupan,Murderball ,9037,15,Andy Cohn,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,English,USA,R,1750211,2005,1.85
44,615,Action|Drama,Michael Dudikoff,American Ninja 2: The Confrontation ,6046,872,Larry Poindexter,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,English,USA,R,350000,1987,1.85
0,0,Documentary,Carol Block,51 Birch Street ,695,0,Mike Block,http://www.imdb.com/title/tt0468442/?ref_=fn_tt_tt_1,English,Germany,Unrated,,2005,
,2000,Action|Adventure|Drama|Sci-Fi,Billy Burke,Revolution             ,72017,5052,David Lyons,http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,English,USA,TV-14,,,16.0
0,196,Family|Sci-Fi,Tom E. Nicholson,Rotor DR1 ,209,199,Christian Kapper,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,English,USA,,350000,2015,2.35
0,2000,Horror|Thriller,Jamie Lee Curtis,Halloween ,157863,4400,P.J. Soles,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,English,USA,R,300000,1978,2.35
0,359,Crime|Drama,Jack Warden,12 Angry Men ,447785,1433,John Fiedler,http://www.imdb.com/title/tt0050083/?ref_=fn_tt_tt_1,English,USA,Not Rated,350000,1957,1.66
3,812,Animation|Drama,Isabella Rossellini,My Dog Tulip ,1272,1370,Lynn Redgrave,http://www.imdb.com/title/tt0843358/?ref_=fn_tt_tt_1,English,USA,,,2009,1.85
964,380,Comedy|Romance,Claudette Colbert,It Happened One Night ,64888,540,Walter Connolly,http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,English,USA,Unrated,325000,1934,1.37
252,47,Drama|Thriller,Angeliki Papoulia,Dogtooth ,44864,126,Sissy Petropoulou,http://www.imdb.com/title/tt1379182/?ref_=fn_tt_tt_1,Greek,Greece,Unrated,,2009,2.35
2,786,Biography|Documentary|Music,James Cagney,Tupac: Resurrection ,7687,2638,Todd Bridges,http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,English,USA,R,,2003,1.85
149,409,Comedy|Drama,Kimberly J. Brown,Tumbleweeds ,2932,1986,Lois Smith,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,English,USA,PG-13,312000,1999,1.85
10,10000,Action|Fantasy|Horror|Mystery|Thriller,Viggo Mortensen,The Prophecy ,24438,13433,Virginia Madsen,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,English,USA,R,8000000,1995,2.35
82,75,Comedy|Romance,Simon Abkarian,When the Cat's Away ,2843,102,Jane Bradbury,http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1,French,France,R,300000,1996,1.66
54,1000,Comedy|Drama,Oliver Platt,Pieces of April ,18035,3010,Derek Luke,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1,English,USA,PG-13,300000,2003,1.85
7,19,Drama,Kevin Howarth,The Big Swap ,270,37,Thierry Harcourt,http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,English,UK,,,1998,1.33
129,52,Drama,Daniel London,Old Joy ,4423,132,Will Oldham,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,English,USA,Unrated,300000,2006,1.66
129,375,Drama,John Robinson,Wendy and Lucy ,12241,460,Will Oldham,http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,English,USA,R,200000,2008,1.85
5,795,Drama,Embeth Davidtz,3 Backyards ,554,1884,Kathryn Erbe,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,English,USA,R,300000,2010,
0,710,Crime|Drama|Romance,Jean-Paul Belmondo,Pierrot le Fou ,19386,967,Graziella Galvani,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,French,France,Not Rated,300000,1965,2.35
0,2,Documentary,Vera Ngassa,Sisters in Law ,291,2,,http://www.imdb.com/title/tt0474361/?ref_=fn_tt_tt_1,English,Cameroon,Not Rated,,2005,
95,,Documentary,,Ayurveda: Art of Being ,341,0,,http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,English,India,,300000,2001,1.85
0,581,Drama|Romance,Yaphet Kotto,Nothing But a Man ,891,835,Ivan Dixon,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,English,USA,Not Rated,160000,1964,
37,318,Drama|Romance,Robert John Burke,First Love, Last Rites ,294,751,Natasha Gregson Wagner,http://www.imdb.com/title/tt0128214/?ref_=fn_tt_tt_1,English,USA,R,300000,1997,
3,54,Drama|Sport,Don Wallace,Fighting Tommy Riley ,720,185,Christina Chambers,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,English,USA,R,200000,2004,2.35
0,502,Action|Thriller,Lalaine,Royal Kill ,476,689,Darren Kendrick,http://www.imdb.com/title/tt0421237/?ref_=fn_tt_tt_1,English,USA,PG-13,350000,2009,
278,5000,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe ,91863,5405,Robert Clohessy,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,English,USA,PG-13,45000000,2007,2.35
44,644,Drama|Music,Trish Basinger,The Looking Glass ,82,1440,Mary Norwood,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,English,USA,,,2015,
43,13000,Action|Comedy|Sci-Fi|Sport,Sylvester Stallone,Death Race 2000 ,19875,14950,Martin Kove,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,English,USA,R,300000,1975,1.85
0,685,Thriller,Tatyana Ali,Locker 13 ,241,2048,Jon Polito,http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,English,USA,R,300000,2014,1.85
0,156,Horror,Michael Des Barres,Midnight Cabaret ,47,544,Thom Mathews,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,English,USA,R,,1990,
3,500,Comedy|Drama|Romance,Taran Killam,Anderson's Cross ,95,1545,Ryan Carnes,http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,English,USA,R,300000,2010,
77,19,Drama|Musical|Romance,Rumi Missabu,Bizarre ,569,19,Raquel Nave,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,English,France,Unrated,500000,2015,1.78
5,431,Horror|Mystery,Linnea Quigley,Graduation Day ,1905,1228,Vanna White,http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,English,USA,R,250000,1981,1.85
19,778,Comedy|Crime|Drama|Horror|Mystery|Thriller,Kevin Corrigan,Some Guy Who Kills People ,4550,2515,Ahmed Best,http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1,English,USA,R,300000,2011,1.85
25,601,Biography|Crime|Drama|Thriller,Dreama Walker,Compliance ,24668,1734,James McCaffrey,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,English,USA,R,270000,2012,2.35
0,13000,Comedy|Drama|Romance,Matt Damon,Chasing Amy ,114070,15765,Joey Lauren Adams,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,English,USA,R,250000,1997,1.85
132,400,Comedy|Drama|Romance,Aunjanue Ellis,Lovely & Amazing ,6041,1330,Raven Goodwin,http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1,English,USA,R,250000,2001,1.85
2,466,Action|Adventure|Mystery|Romance|Thriller,Hector Echavarria,Death Calls ,30,842,Ron Roggé,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1,English,USA,R,290000,2010,1.85
681,94,Crime|Drama|Romance,Parry Shen,Better Luck Tomorrow ,8000,139,Collin Kahey,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1,English,USA,R,250000,2002,1.85
4,360,Comedy|Drama|Romance,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love ,3513,656,Stephanie Berry,http://www.imdb.com/title/tt0113416/?ref_=fn_tt_tt_1,English,USA,R,250000,1995,1.85
44,625,Comedy|Drama,Lupe Ontiveros,Chuck & Buck ,4662,1378,Chris Weitz,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,English,USA,R,250000,2000,1.85
0,250,Comedy|Drama|Romance,Purva Bedi,American Desi ,1489,454,Anil Kumar,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,English,USA,Unrated,250000,2001,1.85
0,569,Action|Crime|Drama,Keri Maletto,Amidst the Devil's Wings ,28,1461,Barbie Castro,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,English,USA,,300000,2014,
165,686,Mystery|Sci-Fi|Thriller,David Hewlett,Cube ,160511,1743,Nicole de Boer,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1,English,Canada,R,365000,1997,1.85
0,991,Comedy|Romance,Radha Mitchell,Love and Other Catastrophes ,1727,1661,Matt Day,http://www.imdb.com/title/tt0116931/?ref_=fn_tt_tt_1,English,Australia,R,250000,1996,
45,5,Animation|Comedy|Drama|Fantasy|Sci-Fi,Charis Michelsen,I Married a Strange Person! ,1428,7,Richard Spore,http://www.imdb.com/title/tt0119346/?ref_=fn_tt_tt_1,English,USA,R,250000,1997,1.85
7,308,Drama|Mystery|Thriller,Amir Talai,November ,2787,1008,Nora Dunn,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,English,USA,R,150000,2004,1.85
52,34000,Drama|Romance,Jennifer Lawrence,Like Crazy ,46813,34983,Finola Hughes,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,English,USA,PG-13,250000,2011,1.78
0,471,Horror,Marshal Hilton,Teeth and Blood ,24,1399,Clint Jung,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,English,USA,,300000,2015,16.0
99,793,Comedy|Music,Ally Sheedy,Sugar Town ,708,1987,John Doe,http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,English,UK,R,250000,1999,
269,100,Comedy|Drama,Samantha Futerman,The Motel ,1227,127,Jackie Nova,http://www.imdb.com/title/tt0436607/?ref_=fn_tt_tt_1,Cantonese,USA,,,2005,1.85
261,924,Drama|Thriller,Nolan Gerard Funk,The Canyons ,8511,2862,James Deen,http://www.imdb.com/title/tt2292959/?ref_=fn_tt_tt_1,English,USA,R,250000,2013,2.35
,887,Crime|Drama,Shirley Henderson,Happy Valley             ,12848,2572,Sarah Lancashire,http://www.imdb.com/title/tt3428912/?ref_=fn_tt_tt_1,English,UK,TV-MA,,,16.0
5,68,Drama,Judy Marte,On the Outs ,603,216,Dominic Colón,http://www.imdb.com/title/tt0389235/?ref_=fn_tt_tt_1,English,USA,R,,2004,
337,35,Drama|Thriller,Michael Abbott Jr.,Shotgun Stories ,7148,114,Travis Smith,http://www.imdb.com/title/tt0952682/?ref_=fn_tt_tt_1,English,USA,PG-13,,2007,2.35
17,766,Mystery|Thriller,Colin Salmon,Exam ,70076,2123,Pollyanna McIntosh,http://www.imdb.com/title/tt1258197/?ref_=fn_tt_tt_1,English,UK,Not Rated,,2009,2.35
0,119,Sci-Fi,James Urbaniak,The Sticky Fingers of Time ,336,154,Terumi Matthews,http://www.imdb.com/title/tt0127302/?ref_=fn_tt_tt_1,English,USA,,250000,1997,1.85
7,349,Drama|Musical,Dustin Fitzsimons,Sunday School Musical ,602,631,Debra Lynn Hull,http://www.imdb.com/title/tt1270792/?ref_=fn_tt_tt_1,English,USA,G,,2008,1.85
1000,1000,Drama,Corbin Bernsen,Rust ,300,1056,Kirsten Collins,http://www.imdb.com/title/tt1360826/?ref_=fn_tt_tt_1,English,Canada,PG,250000,2010,1.78
63,135,Action|Drama|Fantasy|Sci-Fi,Eme Ikwuakor,Ink ,18486,457,Jessica Duffy,http://www.imdb.com/title/tt1071804/?ref_=fn_tt_tt_1,English,USA,,,2009,1.78
3,337,Drama|Family,Florence Henderson,The Christmas Bunny ,450,694,Charles Irving Beale,http://www.imdb.com/title/tt1640714/?ref_=fn_tt_tt_1,English,USA,PG,250000,2010,
2,338,Comedy|Short,Victoria Jackson,Jesus People ,31,968,Tim Bagley,http://www.imdb.com/title/tt1003002/?ref_=fn_tt_tt_1,English,USA,,,2007,
32,602,Crime|Drama,Stacy Keach,Butterfly ,870,1991,Stuart Whitman,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,English,USA,R,,1982,1.85
0,0,Documentary,Sam Adams,UnDivided ,6,0,Jeff Jacob,http://www.imdb.com/title/tt3564748/?ref_=fn_tt_tt_1,English,USA,PG,250000,2013,
7,236,Horror|Thriller,Noah Segan,The Frozen ,1488,537,Sedona James,http://www.imdb.com/title/tt2363439/?ref_=fn_tt_tt_1,English,USA,PG-13,250000,2012,
45,1000,Fantasy|Romance,Jennifer Jason Leigh,The Love Letter ,1465,2166,Estelle Parsons,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,English,USA,Unrated,,1998,1.33
431,288,Family,Joshua Ray Bell,Horse Camp ,25,387,Annelyse Ahmad,http://www.imdb.com/title/tt3421204/?ref_=fn_tt_tt_1,English,USA,PG,250000,2014,
30,699,Documentary,Esai Morales,Give Me Shelter ,37,3967,Elaine Hendrix,http://www.imdb.com/title/tt2559658/?ref_=fn_tt_tt_1,English,USA,,250000,2014,
54,81,Drama|Romance|War,John Gilbert,The Big Parade ,4849,108,Claire Adams,http://www.imdb.com/title/tt0015624/?ref_=fn_tt_tt_1,,USA,Not Rated,245000,1925,1.33
12,1000,Comedy,Sid Haig,Little Big Top ,110,1244,Travis Betz,http://www.imdb.com/title/tt0469690/?ref_=fn_tt_tt_1,English,USA,,240000,2006,
0,431,Comedy|Music|Romance,Matthew Emerick,Along the Roadside ,330,1087,Sheldon Bailey,http://www.imdb.com/title/tt2290113/?ref_=fn_tt_tt_1,English,USA,,250000,2013,1.85
0,27000,Action|Biography|Crime|Drama,Tom Hardy,Bronson ,84817,27507,Matt King,http://www.imdb.com/title/tt1172570/?ref_=fn_tt_tt_1,English,UK,R,,2008,1.85
7,814,Adventure|Drama|Fantasy|Thriller|Western,Mark Fantasia,Western Religion ,146,2970,Greg Jackson,http://www.imdb.com/title/tt3210710/?ref_=fn_tt_tt_1,English,USA,,250000,2015,
15,2,Documentary,Brendan Doogie Milewski,Burn ,575,2,Craig Dougherty,http://www.imdb.com/title/tt1781784/?ref_=fn_tt_tt_1,English,USA,Not Rated,225000,2012,2.35
0,254,Drama,Dan Futterman,Urbania ,2742,964,Matt Keeslar,http://www.imdb.com/title/tt0182508/?ref_=fn_tt_tt_1,English,USA,R,225000,2000,1.85
0,12,Comedy|Drama,Christina Hart,The Stewardesses ,161,24,William Condos,http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1,English,USA,X,100000,1969,1.37
7,57,Adventure|Horror|Sci-Fi,Kenneth Tobey,The Beast from 20,000 Fathoms ,4812,205,Ross Elliott,http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1,English,USA,Approved,210000,1953,1.37
130,618,Adventure|Drama|Family|Fantasy|Sci-Fi,James Mason,20,000 Leagues Under the Sea ,22124,800,Paul Lukas,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,USA,Approved,5000000,1954,1.37
750,728,Action|Adventure|Sci-Fi|Thriller,Hugh Keays-Byrne,Mad Max ,152232,928,Joanne Samuel,http://www.imdb.com/title/tt0079501/?ref_=fn_tt_tt_1,English,Australia,R,200000,1979,2.35
218,4000,Comedy|Drama,Jon Favreau,Swingers ,63951,4230,Blake Lindsley,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1,English,USA,R,200000,1996,1.85
0,16000,Action|Drama|Western,Clint Eastwood,A Fistful of Dollars ,147566,16534,Aldo Sambrell,http://www.imdb.com/title/tt0058461/?ref_=fn_tt_tt_1,Italian,Italy,R,200000,1964,2.35
16,418,Comedy|Drama|History|Musical|Romance,Mae West,She Done Him Wrong ,4152,583,Louise Beavers,http://www.imdb.com/title/tt0024548/?ref_=fn_tt_tt_1,English,USA,Approved,200000,1933,1.37
0,66,Documentary,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela ,131,66,Swami Krishnanad,http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1,English,USA,Unrated,200000,2004,1.78
0,77000,Drama,Michael Joiner,The Grace Card ,2099,77046,Michael Higgenbottom,http://www.imdb.com/title/tt1544600/?ref_=fn_tt_tt_1,English,USA,PG-13,200000,2010,
151,1000,Drama,Omari Hardwick,Middle of Nowhere ,1034,3021,Lorraine Toussaint,http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1,English,USA,R,200000,2012,2.35
670,24,Comedy|Drama|Romance,Devid Striesow,3 ,4212,69,Sophie Rois,http://www.imdb.com/title/tt1517177/?ref_=fn_tt_tt_1,German,Germany,Unrated,,2010,2.35
18,96,Drama|Music,William Joseph Elk III,The Business of Fancydancing ,460,314,Cynthia Geary,http://www.imdb.com/title/tt0303313/?ref_=fn_tt_tt_1,English,USA,,200000,2002,
0,178,Documentary|History|Music,Matisyahu,Call + Response ,48,279,Madeleine Albright,http://www.imdb.com/title/tt1301130/?ref_=fn_tt_tt_1,English,USA,PG-13,200000,2008,
0,17000,Crime|Drama|Thriller,Channing Tatum,Side Effects ,148334,18469,Katie Lowes,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,English,USA,R,30000000,2013,1.85
25,169,Crime|Horror|Mystery|Thriller,R. Brandon Johnson,Malevolence ,2413,206,Richard Glover,http://www.imdb.com/title/tt0388230/?ref_=fn_tt_tt_1,English,USA,R,200000,2003,1.33
89,471,Comedy|Drama,Marri Savinar,Shooting the Warwicks ,81,705,Bethany Blakey,http://www.imdb.com/title/tt2690560/?ref_=fn_tt_tt_1,English,USA,,250000,2015,
2,259,Horror|Sci-Fi|Thriller,Melanie Papalia,Super Hybrid ,1328,711,John Reardon,http://www.imdb.com/title/tt1152827/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,2010,2.35
157,962,Comedy|Drama|Horror|Romance,Greta Gerwig,Baghead ,3507,2016,Elise Muller,http://www.imdb.com/title/tt0923600/?ref_=fn_tt_tt_1,English,USA,R,,2008,1.85
0,138,Comedy|Horror|Mystery|Thriller,Susan Chambers,Solitude ,78,192,Ali Daniels,http://www.imdb.com/title/tt3565836/?ref_=fn_tt_tt_1,English,USA,,,2014,
121,27,Documentary,Marina Vlady,The Case of the Grinning Cat ,352,27,Léon Schwartzenberg,http://www.imdb.com/title/tt0437123/?ref_=fn_tt_tt_1,French,France,,150000,2004,1.37
147,0,Drama|Fantasy,Hanne Aagesen,Ordet ,9903,0,Ejner Federspiel,http://www.imdb.com/title/tt0048452/?ref_=fn_tt_tt_1,Danish,Denmark,Not Rated,,1955,1.37
123,3000,Comedy|Drama|Romance,Bryce Dallas Howard,Good Dick ,6689,7144,Jason Ritter,http://www.imdb.com/title/tt0944101/?ref_=fn_tt_tt_1,English,USA,R,,2008,1.85
29,505,Drama|Romance|Sci-Fi,William Katt,The Man from Earth ,129799,1181,David Lee Smith,http://www.imdb.com/title/tt0756683/?ref_=fn_tt_tt_1,English,USA,Not Rated,200000,2007,1.78
15,2,Crime|Documentary,Darryl Hunt,The Trials of Darryl Hunt ,771,2,John Reeves,http://www.imdb.com/title/tt0446055/?ref_=fn_tt_tt_1,English,USA,PG-13,200000,2006,1.66
20,563,Drama|Family,Mia Farrow,An American Girl Holiday ,1338,828,Bruce Gooch,http://www.imdb.com/title/tt0412366/?ref_=fn_tt_tt_1,English,USA,,200000,2004,1.33
0,236,Drama|Music|Mystery|Romance|Sci-Fi,John Newton,Yesterday Was a Lie ,374,518,H.M. Wynant,http://www.imdb.com/title/tt0448182/?ref_=fn_tt_tt_1,English,USA,PG,2500000,2008,1.78
0,178,Comedy|Drama|Music,Elaine Bromka,Theresa Is a Mother ,37,263,Matthew Gumley,http://www.imdb.com/title/tt1989646/?ref_=fn_tt_tt_1,English,USA,,200000,2012,
0,110,Drama|Sci-Fi|Thriller,Paul Hickert,H. ,191,338,Rebecca Dayan,http://www.imdb.com/title/tt3666210/?ref_=fn_tt_tt_1,English,USA,,,2014,
0,433,Drama,Sally Kirkland,Archaeology of a Woman ,15,1112,Elaine Bromka,http://www.imdb.com/title/tt1702455/?ref_=fn_tt_tt_1,English,USA,,200000,2012,1.78
373,36,Drama|Family,Bahare Seddiqi,Children of Heaven ,27882,100,Mohammad Amir Naji,http://www.imdb.com/title/tt0118849/?ref_=fn_tt_tt_1,Persian,Iran,PG,180000,1997,1.85
131,507,Drama|Romance,Tom Cullen,Weekend ,19846,654,Vauxhall Jermaine,http://www.imdb.com/title/tt1714210/?ref_=fn_tt_tt_1,English,UK,Not Rated,120000,2011,1.85
0,539,Comedy|Romance,S. Epatha Merkerson,She's Gotta Have It ,4769,708,Tracy Camilla Johns,http://www.imdb.com/title/tt0091939/?ref_=fn_tt_tt_1,English,USA,R,175000,1986,1.85
0,0,Documentary,Abigail Evans,Butterfly Girl ,27,0,Emily Gorell,http://www.imdb.com/title/tt2421956/?ref_=fn_tt_tt_1,English,USA,,180000,2014,
0,0,Drama,Iulia Ciochina,The World Is Mine ,354,0,Ana Vatamanu,http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1,Romanian,Romania,,168000,2015,
135,574,Drama|Romance|Sci-Fi,Robin Lord Taylor,Another Earth ,71387,1303,Flint Beverage,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,English,USA,PG-13,100000,2011,1.85
14,2000,Thriller,Topher Grace,The Calling ,6025,4385,Christopher Heyerdahl,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,English,USA,R,,2014,
101,982,Crime|Drama|Thriller,John Amos,Sweet Sweetback's Baadasssss Song ,3340,1631,Melvin Van Peebles,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,English,USA,R,500000,1971,1.37
0,270,Drama,Charla Cochran,Perfect Cowboy ,8,364,Sienna Beckman,http://www.imdb.com/title/tt3581098/?ref_=fn_tt_tt_1,English,USA,,200000,2014,
56,376,Comedy|Drama|Romance,Bebe Neuwirth,Tadpole ,5178,1144,Ron Rifkin,http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1,English,USA,PG-13,150000,2000,1.85
109,200,Drama|Music|Romance,Glen Hansard,Once ,90827,332,Darren Healy,http://www.imdb.com/title/tt0907657/?ref_=fn_tt_tt_1,English,Ireland,R,180000,2007,1.85
14,142,Comedy,Marilyn Rising,The Woman Chaser ,524,168,Max Kerstein,http://www.imdb.com/title/tt0217894/?ref_=fn_tt_tt_1,English,USA,,1200000,1999,
