num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,language,actor_2_facebook_likes,aspect_ratio
144,13000,333,Drama|Film-Noir|Mystery|Thriller,Laurence Olivier,Rebecca ,87424,2888,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,English,991,1.37
242,49,59,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,39690,707,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,English,121,1.85
97,0,66,Drama|Film-Noir,Ray Milland,The Lost Weekend ,24959,581,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,English,160,1.37
77,4,132,Horror|Sci-Fi,Daniel Stern,C.H.U.D. ,7528,1866,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,English,697,1.85
16,8,183,Drama|Music,Noel Gugliemi,Filly Brown ,910,2459,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,English,245,2.35
7,11,397,Animation,Vic Mignogna,The Lion of Judah ,458,1730,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,English,418,1.78
74,83,48,Crime|Film-Noir|Thriller,Joseph Cotten,Niagara ,11047,683,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,English,79,1.37
74,673,137,Drama|Family,Roddy McDowall,How Green Was My Valley ,15840,1129,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,English,176,1.37
19,,201,Drama,Mary Lynn Rajskub,The Girlfriend Experience             ,3282,1961,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,English,691,
46,0,161,Comedy|Romance|Thriller,Rami Malek,Da Sweet Blood of Jesus ,794,4040,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,English,372,2.35
58,0,65,Drama,Peter Gallagher,"Sex, Lies, and Videotape ",37785,1431,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,English,531,1.85
287,0,651,Horror|Mystery|Thriller,Michael Emerson,Saw ,299127,5161,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,English,878,1.85
100,422,422,Comedy|Crime|Mystery,Geoffrey Arend,Super Troopers ,76151,2893,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,English,577,1.85
5,4,434,Action|Romance|Thriller,Zuhair Haddad,The Algerian ,101,20218,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,English,748,1.85
50,0,3,Comedy|Drama,Ximena Ayala,The Amazing Catfish ,1229,58,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,Spanish,24,
276,301,71,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still ,139426,22194,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,English,4000,2.35
137,300,73,Comedy|Drama|Romance,Naseeruddin Shah,Monsoon Wedding ,19397,809,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,Hindi,209,1.85
122,50,612,Drama,Matthew Broderick,You Can Count on Me ,22145,4288,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,English,710,1.85
73,13000,232,Comedy|Mystery|Romance,Jerry Mathers,The Trouble with Harry ,24891,1041,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,English,255,1.5
202,118,1000,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin ,262160,26451,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,English,11000,2.35
99,91,849,Comedy|Drama,Natasha Lyonne,But I'm a Cheerleader ,19986,4289,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,English,1000,1.85
10,29,449,Drama|Sport,Vivica A. Fox,Home Run ,2417,2681,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,English,848,2.35
173,16000,455,Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs ,664719,28994,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,English,12000,2.35
7,9,51,Drama|Family|Fantasy,Spring Byington,The Blue Bird ,1047,293,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,English,62,1.37
181,0,24,Western,Clint Eastwood,"The Good, the Bad and the Ugly ",503509,16089,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,Italian,34,2.35
111,9,4,Comedy|Drama,Alex Huszar,The Second Mother ,7025,76,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,Portuguese,9,2.35
38,14,274,Comedy|Drama,Jason Marsden,Blue Like Jazz ,2582,1805,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,English,330,1.85
12,0,3,Comedy|Music,Lemmy,Down and Out with the Dolls ,91,318,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,English,44,1.78
23,4,,Documentary,,"Pink Ribbons, Inc. ",591,0,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,English,,
17,0,924,Comedy|Documentary,Robin Williams,Certifiably Jonathan ,132,54484,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,English,931,
9,0,24,Drama,Déborah Révy,Q ,4068,114,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,French,29,1.78
1,0,0,Comedy|Drama,Nataniel Sánchez,The Knife of Don Juan ,27,5,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,Spanish,2,
51,4,95,Adventure|Comedy|Drama,Marley Shelton,Grand Theft Parsons ,2953,1438,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,English,316,1.85
14,0,227,Comedy,Rich Ceraulo,Extreme Movie ,9560,1190,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,English,295,1.85
24,345,94,Action|Adventure|Romance|War,Errol Flynn,The Charge of the Light Brigade ,3418,1621,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,English,490,1.37
18,0,5,Thriller,Michael Berryman,Below Zero ,652,862,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,English,134,
22,0,63,Action|Horror|Mystery|Thriller,Christie Burke,Crowsnest ,1321,630,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,English,91,
9,38,117,Adventure|Comedy|Sport,Alanna Ubach,Airborne ,5061,1218,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,English,399,1.85
30,282,148,Action|Comedy,Redd Foxx,Cotton Comes to Harlem ,1172,1581,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,English,434,1.85
9,2,475,Horror,William McNamara,The Wicked Within ,742,11257,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,English,500,
7,0,312,Horror,Seregon O'Dassey,Bleeding Hearts ,71,1810,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,English,350,
91,6,804,Comedy,Ryan Reynolds,Waiting... ,76467,19957,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,English,1000,1.85
99,222,68,Crime|Drama|Thriller,Paddy Considine,Dead Man's Shoes ,39929,1311,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,English,404,1.85
2,,206,Drama|Horror|Thriller,Richard Cawthorne,Wolf Creek             ,726,1617,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,English,457,2.0
57,155,147,Action|Drama|Horror|Thriller,Terry Kiser,From a Whisper to a Scream ,1324,1329,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,English,426,1.85
12,0,,Documentary|Drama,,Sex with Strangers ,285,0,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,English,,1.33
58,126,3,Comedy|Horror|Musical,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary ,1555,21,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,English,4,1.85
5,12,25,Drama,Sean Cameron Michael,Faith Like Potatoes ,2050,521,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,Zulu,48,1.85
97,22,48,Sci-Fi|Thriller,Chris Gauthier,Beyond the Black Rainbow ,6555,645,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,English,95,2.35
481,338,60,Action|Crime|Thriller,Iko Uwais,The Raid: Redemption ,148221,1445,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,Indonesian,342,1.85
17,252,252,Action|Horror|Sci-Fi,Johnny Pacar,The Dead Undead ,737,2510,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,English,745,1.85
9,0,0,Horror,Piero Maggiò,The Vatican Exorcisms ,332,12,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,English,0,2.35
242,345,269,Drama|Romance|War,Humphrey Bogart,Casablanca ,387508,3442,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,English,607,1.37
95,0,5,Drama|Horror|Mystery|Thriller,Talia Zucker,Lake Mungo ,9465,29,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,English,5,1.85
14,6,20,Comedy|Drama,Ranbir Kapoor,Rocket Singh: Salesman of the Year ,11010,1052,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,Hindi,22,
87,136,42,Drama|Sci-Fi,Bruce Dern,Silent Running ,20678,1080,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,English,184,1.85
141,80,794,Drama|Sport,Sylvester Stallone,Rocky ,375240,16094,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,English,1000,1.33
16,2,9,Drama,Christopher Abbott,The Sleepwalker ,512,622,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,English,287,2.35
212,0,606,Fantasy|Horror,Jamie Lee Curtis,The Fog ,46493,4878,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,English,826,2.35
30,62,69,Adventure|Comedy|History,Albert Finney,Tom Jones ,8508,1371,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,English,269,1.37
270,6,142,Horror|Mystery|Thriller,Shelley Hennig,Unfriended ,44329,1565,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,English,305,1.85
211,17000,595,Crime|Drama,Robert De Niro,Taxi Driver ,507063,23525,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,English,745,1.85
161,287,725,Horror,Patrick Macnee,The Howling ,22773,4438,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,English,823,1.85
184,92,177,Action|Adventure|Thriller,Ursula Andress,Dr. No ,116642,1421,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,English,275,1.37
270,18,300,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,Chernobyl Diaries ,52642,2665,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,English,466,1.85
203,385,100,Fantasy|Horror,Andrew Robinson,Hellraiser ,76407,673,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,English,209,1.85
29,18,295,Drama,Benjamin A. Onyango,God's Not Dead 2 ,4501,1810,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,English,420,2.35
137,65,683,Drama|Horror|Mystery|Thriller,Julian Morris,Cry_Wolf ,23021,3155,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,English,989,2.35
107,2,3,Action|Adventure|Drama|Sci-Fi|Thriller,Hiroshi Abe,Godzilla 2000 ,5442,53,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,Japanese,3,2.35
377,310,616,Drama|Romance,Ryan Gosling,Blue Valentine ,141425,35941,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,English,2000,1.66
169,2,226,Adventure|Comedy|Drama,Kevin Zegers,Transamerica ,36321,3192,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,English,508,1.85
225,19,128,Horror,Fernanda Andrade,The Devil Inside ,30570,988,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,English,169,1.85
101,199,44,Comedy|Drama|Music,Charles Napier,Beyond the Valley of the Dolls ,7584,731,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,English,46,2.35
39,0,102,Drama|Romance|Western,James Drury,Love Me Tender ,2636,831,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,English,110,2.35
372,49,,Documentary,Billy West,An Inconvenient Truth ,67654,929,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,English,68,1.85
40,23,88,Action|Drama|Romance|War,James Brown,Sands of Iwo Jima ,7346,510,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,English,102,1.37
129,17000,184,Biography|Documentary|Music,Mick Jagger,Shine a Light ,9638,1218,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,English,426,1.85
285,0,389,Adventure|Horror,Daryl Sabara,The Green Inferno ,21468,2082,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,English,550,2.35
29,0,30,Drama|Family|Romance,Juliet Stevenson,Departure ,162,283,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,English,47,1.85
337,20,365,Biography|Comedy|Drama|Romance,W. Earl Brown,The Sessions ,36381,1899,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,English,374,1.85
120,11,2,Documentary,Michael Pollan,"Food, Inc. ",42389,42,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,English,3,1.78
40,10,245,Drama,Rachel Hendrix,October Baby ,6110,1147,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,English,264,
38,122,458,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland ,4195,23461,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,English,472,1.85
387,655,973,Comedy|Drama|Romance,J.K. Simmons,Juno ,414345,28817,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,English,3000,1.85
185,7,180,Comedy|Drama,Ty Burrell,The Skeleton Twins ,31254,3986,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,English,439,2.35
348,46,287,Drama|Mystery|Thriller,Christopher Abbott,Martha Marcy May Marlene ,40425,1263,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,English,300,2.35
155,9,313,Comedy|Drama,Gaby Hoffmann,Obvious Child ,16594,1587,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,English,457,2.35
181,33,229,Crime|Drama,Charlie McDermott,Frozen River ,21746,994,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,English,238,1.85
149,9,13,Documentary|Music,Sheryl Crow,20 Feet from Stardom ,9540,198,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,English,19,1.78
54,56,13,Comedy|Drama,Robert Downey Jr.,Two Girls and a Guy ,5933,21124,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,English,104,1.85
18,132,584,Comedy|Drama|Romance,Kevin Corrigan,Walking and Talking ,2629,2400,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,English,695,1.85
122,11,121,Comedy|Drama|Music,Tom Wilkinson,The Full Monty ,82232,2323,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,English,891,1.85
87,2,5,Documentary,Ed Begley Jr.,Who Killed the Electric Car? ,11283,1447,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,English,659,1.75
51,112,428,Comedy|Drama|Romance|Sport,Justin Theroux,The Broken Hearts Club: A Romantic Comedy ,6084,3085,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,English,826,2.35
260,152,124,Comedy|Fantasy|Mystery,Daniel Roebuck,Bubba Ho-Tep ,38893,1587,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,English,282,1.85
218,11,543,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,47988,5497,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,English,1000,2.35
16,12,6,Drama,Sonja Sohn,Slam ,1976,295,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,English,38,1.85
12,13,25,Crime|Drama|Mystery,Wilford Brimley,Brigham City ,983,1107,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,English,81,1.85
1,10,97,Drama|Romance,Karisma Kapoor,Fiza ,2715,773,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,Hindi,186,2.35
48,0,842,Comedy,Madeline Kahn,History of the World: Part I ,36559,3931,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,English,898,2.35
59,406,194,Comedy|Sci-Fi,Trey Parker,Orgazmo ,30396,904,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,English,203,1.85
88,234,463,Drama|Romance,Zooey Deschanel,All the Real Girls ,9233,12385,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,English,552,2.35
28,4,301,Comedy|Drama,David Arquette,Dream with the Fishes ,1524,1692,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,English,394,1.85
44,22,275,Drama,Frances Fisher,Blue Car ,3142,1641,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,English,400,1.85
13,0,268,Comedy|Romance,Cheech Marin,Luminarias ,505,2289,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,English,625,
117,71,145,Drama,James Franco,Palo Alto ,19752,12234,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,English,733,1.85
100,13,7,Crime|Drama,Shahir Kabaha,Ajami ,4999,42,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,Arabic,13,1.85
117,21,772,Comedy|Drama|Fantasy|Romance,Leslie Bibb,Wristcutters: A Love Story ,46076,4720,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,English,835,1.78
140,135,11,Drama|Romance|Sci-Fi,Steven Yeun,I Origins ,75633,7098,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,English,71,2.39
29,2,551,Comedy|Drama|Romance,Shiri Appleby,The Battle of Shaker Heights ,3806,2489,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,English,577,1.85
308,0,310,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones ,125114,2369,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,English,559,2.35
248,50,0,Biography|Crime|Documentary|History,Anwar Congo,The Act of Killing ,23836,6,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,Indonesian,3,1.85
84,141,23,Crime|Documentary|War,Alex Gibney,Taxi to the Dark Side ,10564,313,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,English,125,1.85
40,10,5,Documentary|Sport,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1290,118,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,English,7,1.85
,0,0,Drama,Kumar Gaurav,Guiana 1838 ,56,15,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,English,3,
13,165,679,Comedy|Drama,Mira Sorvino,Lisa Picard Is Famous ,455,3258,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,English,922,
31,9,9,Adventure|Biography|Documentary|Drama,Josh Swanson,Antarctica: A Year on Ice ,2482,86,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,English,24,1.85
43,0,0,Documentary,G.W. Krauss,A Lego Brickumentary ,1220,28,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,English,8,
2,74,891,Action|Drama,Matthew Ziff,Hardflip ,606,263584,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,English,984,1.85
4,5,219,Thriller,Emraan Hashmi,Chocolate: Deep Dark Secrets ,1524,2024,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,Hindi,668,
238,243,725,Horror,Lena Dunham,The House of the Devil ,30160,3833,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,English,962,1.85
112,11,271,Comedy|Crime|Thriller,David Hyde Pierce,The Perfect Host ,20176,1452,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,English,298,1.85
33,29,117,Comedy|Crime,Harvey Fierstein,Safe Men ,2735,1141,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,English,230,1.85
8,5,73,Crime|Drama|Romance,Patrick Renna,Speedway Junky ,1434,1042,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,English,231,
95,8,14,Comedy|Drama,Yul Vazquez,The Last Big Thing ,334,196,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,English,71,1.85
29,82,490,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,The Specials ,1938,3905,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,English,571,1.85
3,32,256,Comedy|Romance,Will Rothhaar,16 to Life ,397,1647,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,English,261,1.78
71,0,61,Crime|Drama|Thriller,Jordana Spiro,Alone with Her ,3228,509,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,English,163,1.85
36,4,150,Drama|Sci-Fi,Nora Zehetner,Creative Control ,1048,928,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,English,171,2.39
56,0,394,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,4862,2694,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,English,645,1.85
8,18,422,Comedy|Drama,Frances Bay,Sparkler ,377,2633,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,English,490,
3,0,94,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,The Helix... Loaded ,534,1188,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,English,361,1.78
8,53,176,Action|Drama,David Keith,In Her Line of Fire ,783,1284,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,English,288,1.85
9,436,4,Comedy|Drama,Lynn Cohen,The Jimmy Show ,480,920,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,English,436,1.85
87,50,8,Crime|Drama|Romance,Kenny Johnston,Heli ,3499,351,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,Spanish,9,1.85
6,3,4,Comedy|Family,Rasheed Naz,Karachi se Lahore ,876,19,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,Urdu,5,
14,57,228,Drama|Romance,Ilene Graff,Loving Annabelle ,9190,1635,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,English,403,1.85
20,0,396,Comedy|Drama,Jason Ritter,Hits ,1359,2607,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,English,490,1.78
23,0,131,Crime|Drama|Thriller,Nicole Randall Johnson,Jimmy and Judy ,1420,997,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,English,275,
6,15,106,Comedy,Randy Wayne,Frat Party ,1612,1752,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,English,157,16.0
12,82,47,Drama,Oliver Reed,The Party's Over ,340,964,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,English,196,1.37
2,3,149,Drama,Aidan Quinn,Proud ,275,1593,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,English,282,
12,923,904,Drama,Jennifer Lawrence,The Poker House ,3943,52113,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,English,17000,1.85
,0,171,Drama,Joe Mantegna,Childless ,33,1996,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,English,618,
64,23,23,Comedy|Horror|Sci-Fi,Russell Hodgkinson,ZMD: Zombies of Mass Destruction ,3650,292,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,English,37,1.85
7,142,317,Horror,Maureen McCormick,Snow White: A Deadly Summer ,634,1549,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,English,383,1.78
9,0,0,Drama|Romance,Álex Angulo,Hidden Away ,955,90,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,Spanish,0,2.35
21,0,360,Comedy|Drama|Romance,Nicole Beharie,My Last Day Without You ,982,2116,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,English,395,1.66
,105,110,Comedy|Music,Wesley Jonathan,Steppin: The Movie ,293,1350,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,English,207,
1,142,402,Western,William McNamara,Doc Holliday's Revenge ,93,11466,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,English,854,1.78
95,224,37,Horror|Thriller,Katie Aselton,Black Rock ,6531,344,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,English,59,1.85
40,0,177,Horror|Mystery,David Oakes,Truth or Die ,6513,1226,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,English,334,2.35
6,6,0,Drama|Thriller,Magi Avila,The Pet ,425,109,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,English,17,
16,0,36,Drama|Musical|Sci-Fi,Boyd Banks,Bang Bang Baby ,137,231,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,English,40,
39,53,253,Horror,Angelina Armani,Fear Clinic ,6256,1825,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,English,366,2.35
150,3,115,Action|Comedy|Horror,Jason K. Wixom,Zombie Hunter ,2057,656,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,English,211,2.35
1,0,426,Drama,Justin Baldoni,A Fine Step ,207,2677,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,,608,
393,0,888,Crime|Drama|Mystery|Thriller,Rosario Dawson,Trance ,92640,5056,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,English,1000,2.35
32,17,113,Drama|Romance|Sci-Fi,Cliff Robertson,Charly ,4998,1567,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,English,605,2.35
78,0,302,Horror|Thriller,Monique Candelaria,Banshee Chapter ,6265,1618,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,English,371,
,,223,Comedy,Eric Lloyd,Jesse             ,954,1713,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,English,275,
8,12,354,Drama,Kimberly Williams-Paisley,Ask Me Anything ,7870,2468,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,English,413,
6,29,558,Comedy|Romance,Vanessa Williams,And Then Came Love ,443,2504,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,English,569,
9,0,17,Documentary|News,Alma Martinez,Food Chains ,265,104,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,English,28,
134,603,279,Crime|Drama|Romance,Marlon Brando,On the Waterfront ,100890,11094,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,English,416,1.85
18,28,501,Comedy,Justin Kirk,L!fe Happens ,6025,2924,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,English,756,2.35
233,163,27,Drama,Anamaria Marinca,"4 Months, 3 Weeks and 2 Days ",44763,264,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,Romanian,60,1.85
10,171,76,Horror,Javier Botet,The Horror Network Vol. 1 ,139,1343,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,English,171,
231,171,0,Crime|Drama|Thriller,Odessa Rae,Hard Candy ,131969,117,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,English,8,2.35
