director_facebook_likes,actor_2_name,gross,cast_total_facebook_likes,plot_keywords,movie_imdb_link,language,content_rating,budget,title_year
63,Christopher Berry,,1278,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,English,,990000,2015
8,Samaire Armstrong,,3336,,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,English,,100000,2015
0,Leila Hatami,7098492,2501,alzheimer's disease|caregiver|divorce|iran|iranian,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,Persian,PG-13,500000,2011
5,Stephen McCole,,81,cocaine|edinburgh scotland|stand up comedian,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,English,,,2009
377,Ken Leung,4771000,1502,bully|first crush|school|social outcast|taunting,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,English,R,800000,1995
9,Todd Field,1001437,423,desire|florida|identity|resort town|sales,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,English,R,800000,1993
6,Melonie Diaz,2073984,663,based on short film|manhattan new york city|urination|vomiting|watching television,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,English,R,800000,2002
21,Francis Lederer,9950,455,escape|femme fatale|german expressionism|lust|violence,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,German,Not Rated,,1929
0,Melora Walters,,1484,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,English,,850000,2008
0,Hilda Bernard,,29,buenos aires argentina|economics|housekeeper|maid|servant,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,Spanish,Unrated,800000,2004
37,Kathryn Morris,144583,1983,colorado|diner|iraq|nuclear missile|president,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,English,R,800000,1999
3,Tom Guiry,,991,death|farm|fur coat|grief|misfit,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,English,R,800000,2003
0,Eion Bailey,58163,2359,based on play|independent film,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,English,R,,2000
247,Kurt Angle,35688,954,,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,English,Not Rated,600000,2014
75,Stig Frode Henriksen,41709,116,medical student|nazi|snow|snowmobile|zombie,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,Norwegian,Not Rated,800000,2009
38,Larry Bagby,1310270,587,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,English,PG-13,780000,2003
0,Alan Pietruszewski,,315,alien|flight attendant|monster|pilot|tentacle,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,English,,,2012
0,Ron Howard,115000000,14954,california|car|drag racing|high school|rock 'n' roll,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,English,PG,777000,1973
21,Katy Helvenston-Wettengal,,25,american politics|armed forces|political corruption|shady|war profiteer,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,English,,750000,2006
8,Fred Armisen,5518918,3071,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,English,R,750000,2007
365,Mark Duplass,4007792,2714,classified ad|intern|magazine|time machine|time travel,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,English,R,750000,2012
15,Larry King,7705974,548,stand up comedy,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,English,R,,2011
214,Ben Crompton,26297,1269,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,English,Not Rated,500000,2011
243,Jake Ryan,77501,1252,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,English,R,750000,2011
687,Atticus Shaffer,42638165,12183,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,English,PG-13,16000000,2009
973,Stefania Sandrelli,,500,fascist|gun|italy|nudity|sexuality,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,Italian,R,750000,1970
168,Christel Khalil,47329,243,conspiracy theory|kennedy assassination|mock documentary|paranoia,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,English,R,750000,2002
4,Nichola Burley,18378,1558,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,English,R,900000,2008
129,Michael Welch,,2170,drugs|female nudity|party|voyeur|voyeurism,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,English,R,750000,2006
3,Jennifer Lee Wiggins,,1117,artist|blood|drug|tree sap|vampire,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,English,R,750000,2009
160,Lloyd Bridges,,2496,appeasement|frontier justice|justice|one against many|street shootout,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,English,PG,750000,1952
23,Arthur Agee,7830611,15,athlete|basketball|high school|high school student|school,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,English,PG-13,700000,1994
30,Christopher Toler,3278611,321,clown|clowning|dance|gang|south central los angeles,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,English,PG-13,,2005
364,Lauren Cohan,,26578,first person shooter,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,English,,,2014
52,Bruce Altman,1141829,209,ephebophile|pederasty|pedophilia|playing hooky|shaving,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,English,NC-17,700000,2001
0,Kara Hayward,,1581,accused of witchcraft|based on short story,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,English,PG-13,1000000,2014
0,Wesley Jonathan,,2476,brooklyn new york city|los angeles california|teacher|trauma|violence,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,English,PG-13,,2009
0,Thomas Kretschmann,218051260,7122,animal name in title|ape abducts a woman|gorilla|island|king kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,English,PG-13,207000000,2005
174,Paris Hilton,32048809,2160,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,English,R,30000000,2005
31,Tristan Mack Wilds,2694973,33734,bathroom|classroom|dialectics|drugs|student,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,English,R,700000,2006
0,Akima,10508,1763,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,English,PG-13,700000,1998
21,Robinne Lee,2301777,714,friend|new year's eve|screwball|self discovery|social differences,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,English,R,650000,1997
0,Steffinnie Phrommany,,1210,cheating husband|female nudity|male nudity|male rear nudity|revenge,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,English,,750000,2015
13,Lee Armstrong,169719,2483,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,English,Not Rated,,2013
2,Harvey Weinstein,,1683,celebrity|consumerism|fashion|media manipulation,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,English,,400000,2009
0,Dave Fennoy,,1359,east africa|hunter gatherer|indigenous|rift valley|swahili,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,English,,650000,2014
4,Madison Lintz,,1553,coma|crash,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,English,PG-13,650000,2012
4,Lorraine Ziff,,283939,panties|white panties,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,English,,625000,2013
7,Justin Kirk,,4767,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,English,,700000,2015
10,Edward Everett Horton,3000000,824,dance|dancer|dancing|horse|tap dancing,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,English,Approved,609000,1935
19,Joshua Leonard,140530114,399,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,English,R,60000,1999
14,Jimi Hendrix,13300000,778,drugs|hippie|music festival|the who|woodstock,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,English,R,600000,1970
644,Barry Dennen,,190,fake commercial|fake newscast|fake trailer|parody|spoof,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,English,R,650000,1977
16,David A.R. White,171988,1281,church|cigarette smoking|deacon|twin brother|twins,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,English,PG-13,600000,2000
0,Matthew Feeney,23616,85,,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,English,PG-13,600000,2007
4,Jason London,13493,2288,independent film|katana sword|los angeles storm drain,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,English,R,600000,1998
12,Angela Nordeng,79043,2241,,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,English,Not Rated,,2013
0,Garba Touré,,0,,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,French,,400000,2015
3,Colin Andrews,,0,crop circle|intelligence|paranormal|phenomenon|universe,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,English,,750000,2002
0,Steven Michael Quezada,,1754,china|faith|panama|photography|suspense,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,English,PG-13,600000,2014
12,Félix Moati,,553,doctor|hospital|mayor|no opening credits|title at the end,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,French,,,2016
5,Annabella Sciorra,,1707,,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,English,,600000,2013
44,Ringo Starr,515005,2538,boy|concert|drummer|manager|television,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,English,Approved,560000,1964
6,,2245,0,child labor|education|hispanic|labor|migration,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,English,,560000,2011
11,Sally Kirkland,,2996,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,English,R,550000,1983
0,Spela Colja,,0,,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,Slovenian,,500000,2015
589,Ken Bevel,33451479,1164,christian film|dare|firefighter|internet pornography|marriage,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,English,PG,500000,2008
95,Pant Shirt Baba,,0,faith|ganja|kumbh mela|little boy|orphan,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,Hindi,,550000,2013
24,Peter Breck,39552600,1090,animal abuse|cat|dog|dog movie|tween girl,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,English,G,500000,1974
9,Saul Stein,30500882,67,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,English,R,500000,2003
490,Matt Jones,,2295,,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,English,R,,2011
8,Hoke Howell,17000000,516,death|farm|hotel|spider|tarantula,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,English,PG,500000,1977
2,Eva Carrozza,8044906,0,ballroom dancing|new york city|poise|self confidence|teacher,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,English,PG,,2005
310,Joe Lo Truglio,5739376,24419,abandoned|depot|dwarf|newfoundland new jersey|train,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,English,R,500000,2003
3,Sean Michael Afable,3773863,2563,basketball|beer pong|childhood friend|christian|suicide,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,English,PG-13,1000000,2009
3,Bill Clinton,3117666,382,comedian|crossword puzzle|editor|new york times|puzzle,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,English,PG,,2006
6,Vince McMahon,2047570,194,championship|drugs|three word title|wrestler|wrestling,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,English,R,500000,1999
0,Lincoln Hoppe,1250798,161,church|love|marriage|mormon|single,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,English,PG,500000,2002
6,Zubaida Sahar,1127331,30,boy|girl|hair|school|taliban,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,Dari,PG-13,46000,2003
0,Peter Riegert,906666,660,jewish identity,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,English,Unrated,500000,2011
7,Ari Gold,1114943,407,dj|ecstasy the drug|rave|raver|warehouse,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,English,R,500000,2000
0,Big Budah,1111615,155,latter day saints|missionary|pickup truck|police|video camera,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,English,PG,500000,2003
35,William Katt,985341,3166,conjoined twins|independent film|low budget film|separation|twin,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,English,R,500000,1999
9,Scott Mechlowicz,603943,2655,boat|bully|dare|friend|river,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,English,R,500000,2004
204,Heather Matarazzo,334041,2322,gang|new mexico|prison|smuggling|theft,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,English,R,500000,1997
71,Bill Duke,295468,24382,bar|gay bar|love|mother son relationship|new york,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,English,R,500000,2001
21,LisaRaye McCoy,243347,2555,abuse of power|friendship|prison|prison guard|title directed by female,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,English,R,500000,2002
12000,Seymour Cassel,154077,1440,bail|coma|dart board|indiana|ladder factory,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,English,R,500000,2005
217,Anna Kendrick,342936,20480,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,English,R,,2013
0,Ricky Jay,151389,483,stage magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,English,,500000,2012
0,Minoru Chiaki,269061,338,16th century|battle|japan|practice|samurai,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,Japanese,Unrated,2000000,1954
6,Greg Speirs,133778,44,basketball|basketball team|grateful dead|lithuanian|olympics,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,English,Not Rated,500000,2012
32,Tina Louise,,11839,idol|musician|vomiting|watching television|wyoming,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,English,R,500000,1991
681,Jake Sandvig,52850,734,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,English,Not Rated,500000,2007
248,Jack Plotnick,98017,1498,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,English,R,500000,2010
12,Matt Jones,177343675,17883,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,English,PG,135000000,2015
6,Amber Benson,31937,2310,best friend|high school|love|secret|wedding,http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,English,R,500000,2007
12,Clea DuVall,13134,35294,cheerleader|father son relationship|football coach|loss of father|mother son relationship,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,English,R,500000,2002
380,Whitney Able,237301,1118,alien|alien invasion|destroyed building|destruction|mexico,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,English,R,500000,2010
0,Joanne Whalley,,1924,based on novel,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,English,PG,,2005
0,Ann Dowd,12055,1047,artist|black comedy,http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,English,PG-13,500000,2007
38,Christa B. Allen,1332,2251,based on play|blood|independent film|teenager|zombie,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,English,Not Rated,500000,2012
0,Zheng Xu,,8,bankruptcy|crystal|father son relationship|heist|shower,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,Mandarin,,3000000,2006
3,Jacques Brel,,119,avant garde|british pop|character name in title|musician|number in title,http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,English,,500000,2006
395,Alan Ruck,,3309,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,English,R,100000,2000
487,Zoë Kravitz,316842,2099,cigarette butt|drone|funeral procession|nellis air force base|taliban,http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,English,R,,2014
2,Rai Alexandra,,2,,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,English,,500000,2005
3,Bruce Vilanch,,1235,,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,English,,500000,2014
21,Olivia Williams,,26999,death|dying|leukemia|teenage girl|terminal illness,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,English,PG-13,,2012
32,John McGlothlin,,2102,mini skirt|party|spring break|voyeur|war hammer,http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,English,R,500000,2012
0,Dylan Baker,,3359,,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,English,,,2015
406,Tim Abell,,1038,military|submarine|suspense|time travel|world war two,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,English,R,,2015
33,Katherine Boecher,37188667,1531,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,English,PG-13,12000000,2002
0,Katherine Waterston,,630,cabin|going in circles|pac man|stranger|woods,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,English,R,500000,2011
0,Christian Alvarez,,206,,http://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,Spanish,R,500000,2012
0,Randy Jay Burrell,,2091,fighting|karate,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,English,PG-13,150000,2016
163,Barry Bostwick,,2438,carnival|devil|redemption|reference to god,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,English,,500000,2016
0,Jennifer Landa,,254,,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,English,R,,2014
431,Joel Paul Reisig,,1628,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,English,PG,500000,2016
0,Sarah Callan,21199,0,three word title,http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,English,,500000,2014
0,Jeff Delaney,,683,,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,English,,500000,2016
0,Mila Kunis,234903076,73441,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,English,PG,215000000,2013
6,Mark Torgl,,553,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,English,Unrated,475000,1984
10,George T. Odom,2712293,380,domestic violence|housing project|new york city|poverty|racism,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,English,R,450000,1991
521,Nicholas Farrell,768045,976,civil rights|irish|march|northern ireland|protest march,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,English,R,2000000,2002
5,Dennis L.A. White,,1752,prison|prisoner|reverend|terminal illness|two word title,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,English,R,500000,2015
3,Thomas Lennon,379122,12496,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,English,R,450000,2005
365,Lloyd Kaufman,23000,1411,castration|chicken|fast food|indian burial ground|protest,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,English,Unrated,500000,2006
0,Cheyenne Jackson,,2830,bromance|manhattan new york city|new york city|photograph|surprise,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,English,,450000,2013
24,Dick Powell,2300000,995,chorus girl|chorus line|director|gala premiere|song,http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,English,Unrated,439000,1933
0,Jack Canfield,,10,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,English,G,450000,2014
89,Taylor Nichols,2938208,173,apartment|dancing|debutante|new york|upper class,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,English,PG-13,225000,1990
10,Frida Hallgren,9910,774,amazing grace the hymn|choir|heart attack|hometown|skidding truck,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,Swedish,,25000000,2004
15,Ace Marrero,,1151,dog|gun|hostage|husband wife relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,English,,,2013
100,Diedrich Bader,44540956,3950,class president|family relationships|friend|high school|jock,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,English,PG,400000,2004
57,Eve Plumb,258113,1528,blood splatter|car|neo noir|vengeance|vomiting,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,English,R,1066167,2013
110,Ashley Palmer,107917283,330,dark force|entity|evil force|found footage|paranormal phenomenon,http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1,English,R,15000,2007
147,Jay Adams,1293295,54,california|drought|playground|skateboarding|surfer,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,English,PG-13,,2001
0,Michael Palin,1229197,2158,camelot|holy grail|king arthur|knight|lancelot,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,English,PG,229575,1975
25,Jesse Garcia,1689999,771,15th birthday|birthday|gay|party|security guard,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,Spanish,R,400000,2006
14,Sue Corcoran,11798,387,conspiracy|feminist|hippie|motorcycle|slapstick comedy,http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,English,,100000,2003
,Masi Oka,,4908,father daughter relationship|serial killer|superhero|supernatural power|vision of the future,http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,English,TV-14,,
20,Jonathan Caouette,592014,78,answering machine|home movie|lithium|schizophrenic|video diary,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,English,Unrated,218,2003
4,Chris Cox,425899,168,,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,English,PG,400000,2010
0,Paul Elia,,2350,bigfoot|love|monster|sasquatch|tourist,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,English,,500000,2014
385,David Warbeck,126387,123,doctor|hell|hotel|painter|plumber,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,Italian,X,400000,1981
,Ron Lynch,,81,coach|friend|school|series|tv series,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,English,TV-PG,,
12,Andrew Daly,80276912,1026,casino|father son relationship|jackpot|judge|wedding,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,English,PG-13,35000000,2008
3,Jeff Seymour,,272,brain tumor|champagne|game|psychiatrist|weekend,http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,English,R,500000,2005
350,Roshan Seth,,260,england|mistress|pakistani|politics|thatcher,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,English,R,650000,1985
0,Adam LeFevre,25918,312,,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,English,R,,2002
0,Michelle Nolden,,1163,bathtub|implied incest|lesbian|squeegee|tied to a chair,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,French,R,900000,2004
0,Ingrid Thulin,,809,dying|love|mansion|selfishness|turn of the century,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,Swedish,R,400000,1972
204,Mae Marsh,,481,huguenot|intolerance|medicis|protestant|wedding,http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1,,Not Rated,385907,1916
3,DeForest Kelley,617172,2864,autograph|dentist|outer space|star trek|telephone call,http://www.imdb.com/title/tt0120370/?ref_=fn_tt_tt_1,English,PG,375000,1997
4,Bessie Love,2808000,109,sibling rivalry|singer|sister act|whistling|wisecrack humor,http://www.imdb.com/title/tt0019729/?ref_=fn_tt_tt_1,English,Passed,379000,1929
0,Betsy Baker,,813,cult director|cult film|evil dead|necronomicon|psychotronic film,http://www.imdb.com/title/tt0083907/?ref_=fn_tt_tt_1,English,NC-17,375000,1981
33,Nora Arnezeder,12843,1233,exhibition|mannequin|obsession|oral sex|photographer,http://www.imdb.com/title/tt2103217/?ref_=fn_tt_tt_1,English,Not Rated,6000000,2012
0,,34151,3,,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,Hebrew,,450000,2015
30,Joe Bishop,1523883,15,paralympics|quad rugby|rugby|team|wheelchair,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,English,R,1750211,2005
44,Steve James,4000000,872,blood splatter|island|motorboat|ninja|sequel to cult film,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,English,R,350000,1987
0,Ellen Block,84689,0,address as title|number in title|parents,http://www.imdb.com/title/tt0468442/?ref_=fn_tt_tt_1,English,Unrated,,2005
,Tracy Spiridakos,,5052,2020s|near future|one word series title|post apocalypse|year 2027,http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,English,TV-14,,
0,Natalie Welch,,199,drone|playing with gun|post apocalypse|road trip|working class family,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,English,,350000,2015
0,Donald Pleasence,47000000,4400,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,English,R,300000,1978
0,Lee J. Cobb,,1433,courtroom|dialogue driven|dialogue driven storyline|jury|murder,http://www.imdb.com/title/tt0050083/?ref_=fn_tt_tt_1,English,Not Rated,350000,1957
3,Peter Gerety,246574,1370,autobiography|dog movie|german shepherd|memoir|old man,http://www.imdb.com/title/tt0843358/?ref_=fn_tt_tt_1,English,,,2009
964,Alan Hale,,540,bus|detective|love|money|reporter,http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,English,Unrated,325000,1934
252,Mary Tsoni,110197,126,fellatio|isolated house|overprotective father|social isolation|unsimulated sex,http://www.imdb.com/title/tt1379182/?ref_=fn_tt_tt_1,Greek,Unrated,,2009
2,Gary Coleman,7707563,2638,hip hop|name in title|rap star|rapper|reference to tupac shakur,http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,English,R,,2003
149,Janet McTeer,1281176,1986,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,English,PG-13,312000,1999
10,Adam Goldberg,16115878,13433,angel|corpse|girl|heaven|soul,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,English,R,8000000,1995
82,Zinedine Soualem,1652472,102,cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor,http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1,French,R,300000,1996
54,Adrian Martinez,2360184,3010,apartment|oven|stove|thanksgiving|thanksgiving dinner,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1,English,PG-13,300000,2003
7,Mark Caven,,37,breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity,http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,English,,,1998
