num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,title_year
153,160,433,998,,Thriller|Western,Gary Cooper,High Noon ,2496,Lon Chaney Jr.,English,USA,PG,1952
53,23,2,7,7830611,Documentary|Drama|Sport,William Gates,Hoop Dreams ,15,Isiah Thomas,English,USA,PG-13,1994
49,30,14,262,3278611,Documentary|Music,Kevin Scott Richardson,Rize ,321,Tommy the Clown,English,USA,PG-13,2005
4,364,567,22000,,Action|Adventure|Fantasy|Sci-Fi,Peter Dinklage,Destiny ,26578,Erick Avari,English,USA,,2014
64,52,36,80,1141829,Crime|Drama,Adam LeFevre,L.I.E. ,209,Walter Masterson,English,USA,NC-17,2001
23,0,195,601,,Drama|Mystery|Thriller,Laura Fraser,The Sisterhood of Night ,1581,Louis Ozawa Changchien,English,USA,PG-13,2014
8,0,311,618,,Drama|Music|Romance,Aimee Garcia,B-Girl ,2476,Drew Sidora,English,USA,PG-13,2009
446,0,84,6000,218051260,Action|Adventure|Drama|Romance,Naomi Watts,King Kong ,7122,Evan Parke,English,New Zealand,PG-13,2005
228,174,324,730,32048809,Horror,Robert Ri'chard,House of Wax ,2160,Brian Van Holt,English,Australia,R,2005
208,31,71,33000,2694973,Drama,Ryan Gosling,Half Nelson ,33734,Jeff Lima,English,USA,R,2006
2,0,236,752,10508,Drama,Irene Bedard,Naturally Native ,1763,Max Gail,English,USA,PG-13,1998
25,21,48,465,2301777,Comedy,Hill Harper,Hav Plenty ,714,Chenoa Maxwell,English,USA,R,1997
8,0,137,696,,Crime|Drama|Thriller,Mehcad Brooks,Adulterers ,1210,Danielle Savre,English,USA,,2015
143,13,432,977,169719,Fantasy|Horror,Trey Loney,Escape from Tomorrow ,2483,Amy Lucas,English,USA,Not Rated,2013
21,2,442,628,,Documentary,Richard Curtis,Starsuckers ,1683,Elton John,English,UK,,2009
1,0,21,1000,,Documentary,Alfre Woodard,The Hadza: Last of the First ,1359,Jane Goodall,English,USA,,2014
34,4,258,523,,Fantasy|Horror|Mystery|Thriller,Sandra Ellis Lafferty,After ,1553,Karolina Wydra,English,USA,PG-13,2012
5,4,2000,260000,,Drama|Thriller,Matthew Ziff,Treachery ,283939,Michael Biehn,English,USA,,2013
10,7,912,956,,Comedy|Drama,Leven Rambin,Walter ,4767,Virginia Madsen,English,USA,,2015
66,10,23,610,3000000,Comedy|Musical|Romance,Ginger Rogers,Top Hat ,824,Eric Blore,English,USA,Approved,1935
360,19,39,170,140530114,Horror,Heather Donahue,The Blair Witch Project ,399,Michael C. Williams,English,USA,R,1999
53,14,136,262,13300000,Documentary|History|Music,Joe Cocker,Woodstock ,778,Joan Baez,English,USA,R,1970
82,644,11,119,,Comedy,David Zucker,The Kentucky Fried Movie ,190,Tara Strohmeier,English,USA,R,1977
15,16,254,602,171988,Action|Crime|Drama,Stacy Keach,Mercy Streets ,1281,Cynthia Watros,English,USA,PG-13,2000
,0,20,23,23616,Mystery|Thriller,Kendyl Joi,Arnolds Park ,85,Tac Fitzgerald,English,USA,PG-13,2007
18,4,218,919,13493,Drama,William Smith,Broken Vessels ,2288,Brent David Fraser,English,USA,R,1998
,12,359,601,79043,Crime|Drama,Nicholas Gonzalez,Water & Power ,2241,Exie Booker,English,USA,Not Rated,2013
22,0,0,0,,Documentary,Aliou Touré,They Will Have to Kill Us First ,0,Khaira Arby,French,UK,,2015
15,3,0,0,,Documentary,Karen Alexander,Crop Circles: Quest for Truth ,0,Francine Blake,English,USA,,2002
,0,271,595,,Action|Drama|Thriller,Russell Wong,Light from the Darkroom ,1754,Lymari Nadal,English,USA,PG-13,2014
18,12,2,541,,Comedy|Drama,François Cluzet,Irreplaceable ,553,Marianne Denicourt,French,France,,2016
8,5,233,587,,Thriller,Paula Garcés,The Maid's Room ,1707,John Brodsky,English,USA,,2013
105,44,704,785,515005,Comedy|Musical,Paul McCartney,A Hard Day's Night ,2538,George Harrison,English,UK,Approved,1964
3,6,,,2245,Documentary,,The Harvest/La Cosecha ,0,,English,USA,,2011
4,11,221,2000,,Drama|Romance,Jamie Lee Curtis,Love Letters ,2996,Amy Madigan,English,USA,R,1983
2,0,0,0,,Comedy,Dario Nozic Serini,Julija in alfa Romeo ,0,Andrej Nahtigal,Slovenian,Slovenia,,2015
50,589,150,848,33451479,Drama|Romance,Kirk Cameron,Fireproof ,1164,Erin Bethea,English,USA,PG,2008
19,95,0,0,,Biography|Documentary|Drama,Bhole Baba,Faith Connections ,0,Shriman Umeshanad Brahmachari,Hindi,India,,2013
5,24,142,407,39552600,Adventure|Family|Romance,Frances Bavier,Benji ,1090,Edgar Buchanan,English,USA,G,1974
235,9,7,48,30500882,Adventure|Biography|Drama|Horror|Thriller,Blanchard Ryan,Open Water ,67,Daniel Travis,English,USA,R,2003
8,490,201,833,,Comedy,Joe Lo Truglio,High Road ,2295,Abby Elliott,English,USA,R,2011
95,8,22,423,17000000,Horror|Sci-Fi,Woody Strode,Kingdom of the Spiders ,516,Tiffany Bolling,English,USA,PG,1977
84,2,0,0,8044906,Documentary|Family|Music,Heather Berman,Mad Hot Ballroom ,0,Paul Daggett,English,USA,PG,2005
154,310,587,22000,5739376,Comedy|Drama,Peter Dinklage,The Station Agent ,24419,Paula Garcés,English,USA,R,2003
20,3,234,984,3773863,Drama,Randy Wayne,To Save a Life ,2563,D. David Morin,English,USA,PG-13,2009
88,3,2,196,3117666,Documentary,Ken Burns,Wordplay ,382,Bob Dole,English,USA,PG,2006
70,6,43,54,2047570,Biography|Documentary|Sport,Terry Funk,Beyond the Mat ,194,Mick Foley,English,USA,R,1999
5,0,15,69,1250798,Comedy|Drama|Romance,Kirby Heyborne,The Singles Ward ,161,Daryn Tufts,English,USA,PG,2002
105,6,0,30,1127331,Drama,Marina Golbahari,Osama ,30,Mohamad Haref Harati,Dari,Afghanistan,PG-13,2003
29,0,59,399,906666,Documentary,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,660,Jason Kravits,English,USA,Unrated,2011
46,7,17,328,1114943,Drama|Music,Rachel True,Groove ,407,Denny Kirkwood,English,USA,R,2000
3,0,17,69,1111615,Comedy|Crime|Family,Kirby Heyborne,The R.M. ,155,Curt Doussett,English,USA,PG,2003
54,35,482,980,985341,Drama,Sasha Alexander,Twin Falls Idaho ,3166,Jon Gries,English,USA,R,1999
126,9,595,710,603943,Crime|Drama,Rory Culkin,Mean Creek ,2655,Trevor Morgan,English,USA,R,2004
17,204,474,659,334041,Crime|Drama|Romance,Edie Falco,Hurricane Streets ,2322,Lynn Cohen,English,USA,R,1997
25,71,658,22000,295468,Comedy|Romance,Peter Dinklage,Never Again ,24382,Michael McKean,English,USA,R,2001
11,21,469,597,243347,Crime|Drama|Thriller,Monica Calhoun,Civil Brand ,2555,Clifton Powell,English,USA,R,2002
81,12000,213,778,154077,Comedy|Drama,Kevin Corrigan,Lonesome Jim ,1440,Mary Kay Place,English,USA,R,2005
155,217,243,10000,342936,Comedy|Drama|Romance,Olivia Wilde,Drinking Buddies ,20480,Ti West,English,USA,R,2013
39,0,49,342,151389,Documentary,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,483,Dick Cavett,English,USA,,2012
153,0,4,304,269061,Action|Adventure|Drama,Takashi Shimura,Seven Samurai ,338,Kamatari Fujiwara,Japanese,Japan,Unrated,1954
26,6,8,14,133778,Documentary|Sport,Tommy Sheppard,The Other Dream Team ,44,Mickey Hart,English,USA,Not Rated,2012
10,32,329,11000,,Comedy|Music|Romance,Brad Pitt,Johnny Suede ,11839,Nick Cave,English,Switzerland,R,1991
35,681,143,239,52850,Comedy,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,734,Joe McQueen,English,USA,Not Rated,2007
230,248,196,353,98017,Comedy|Fantasy|Horror,Haley Ramm,Rubber ,1498,Cecelia Antoinette,English,France,R,2010
165,12,183,17000,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,17883,April Winchell,English,USA,PG,2015
9,6,325,396,31937,Comedy|Romance,Tori Spelling,Kiss the Bride ,2310,Garrett M. Brown,English,USA,R,2007
17,12,699,33000,13134,Drama|Sport,Ryan Gosling,The Slaughter Rule ,35294,Eddie Spears,English,USA,R,2002
344,380,113,660,237301,Drama|Sci-Fi|Thriller,Scoot McNairy,Monsters ,1118,Ricky Catter,English,UK,R,2010
2,0,347,584,,Drama,Keith Carradine,The Californians ,1924,Illeana Douglas,English,USA,PG,2005
28,0,170,472,12055,Comedy,Jim Gaffigan,The Living Wake ,1047,Matthew Cowles,English,USA,PG-13,2007
29,38,445,552,1332,Comedy|Horror,Justin Chon,Detention of the Dead ,2251,Max Adler,English,USA,Not Rated,2012
11,0,0,4,,Comedy|Crime,Bo Huang,Crazy Stone ,8,Zhonghua Chen,Mandarin,China,,2006
48,3,25,30,,Biography|Documentary|Music,Brian Eno,Scott Walker: 30 Century Man ,119,Damon Albarn,English,UK,,2006
24,395,637,991,,Drama,Radha Mitchell,Everything Put Together ,3309,Megan Mullally,English,USA,R,2000
166,487,118,991,316842,Drama|Thriller,Bruce Greenwood,Good Kill ,2099,Stafford Douglas,English,USA,R,2014
,2,0,2,,Thriller,Daston Kalili,Insomnia Manica ,2,Chin-Chien Chang,English,USA,,2005
9,3,205,387,,Documentary,Carol Channing,The Outrageous Sophie Tucker ,1235,Tony Bennett,English,USA,,2014
48,21,680,25000,,Drama|Romance,Jeremy Irvine,Now Is Good ,26999,Paddy Considine,English,UK,PG-13,2012
64,32,238,685,,Comedy|Horror,Vincent Chimato,Girls Gone Dead ,2102,Al Sapienza,English,USA,R,2012
,0,569,970,,History,Emma Caulfield,America Is Still the Place ,3359,Mike Colter,English,USA,,2015
1,406,152,358,,Action|Mystery|Thriller,Mike Beckingham,Subconscious ,1038,Tom Stedham,English,USA,R,2015
111,33,135,1000,37188667,Comedy|Drama,Britney Spears,Crossroads ,1531,Dave Allen,English,USA,PG-13,2002
26,0,120,322,,Mystery|Thriller,Shaun Sipos,Enter Nowhere ,630,Christopher Denham,English,USA,R,2011
1,0,15,159,,Crime|Drama,Manny Perez,The King of Najayo ,206,Claudette Lalí,Spanish,Dominican Republic,R,2012
3,0,212,918,,Action|Romance|Sport,Jennifer Hale,Fight to the Finish ,2091,Vincent De Paul,English,USA,PG-13,2016
10,163,303,636,,Horror|Musical,Paul Sorvino,Alleluia! The Devil's Carnival ,2438,Terrance Zdunich,English,USA,,2016
1,0,33,84,,Comedy|Mystery|Thriller,Mary Kate Wiles,The Sound and the Shadow ,254,Felix Avitia,English,USA,R,2014
1,431,317,466,,Family,Carrie Bradstreet,Rodeo Girl ,1628,Yassie Hawkes,English,USA,PG,2016
10,0,0,0,21199,Action|Biography|Documentary|Sport,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,0,Laura Flanders,English,USA,,2014
1,0,53,385,,Family,Mike Stanley,The Little Ponderosa Zoo ,683,Jamison Stalsworth,English,USA,,2016
525,0,11000,44000,234903076,Adventure|Family|Fantasy,Tim Holmes,Oz the Great and Powerful ,73441,James Franco,English,USA,PG,2013
96,6,10,488,,Action|Comedy|Horror|Sci-Fi,Patrick Kilpatrick,The Toxic Avenger ,553,Pat Ryan,English,USA,Unrated,1984
8,10,10,353,2712293,Crime|Drama,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,380,Matty Rich,English,USA,R,1991
92,521,80,773,768045,Drama|History|War,James Nesbitt,Bloody Sunday ,976,Tim Pigott-Smith,English,UK,R,2002
1,5,237,472,,Action,Luis Sanchez,Diamond Ruff ,1752,Fredro Starr,English,USA,R,2015
365,3,446,10000,379122,Comedy|Drama|Romance,Olivia Wilde,Conversations with Other Women ,12496,Nora Zehetner,English,UK,R,2005
88,365,49,907,23000,Comedy|Horror|Musical,John Karyus,Poultrygeist: Night of the Chicken Dead ,1411,Kate Graham,English,USA,Unrated,2006
3,0,304,873,,Comedy|Romance,Jennifer Lafleur,Mutual Friends ,2830,Michael Stahl-David,English,USA,,2013
65,24,45,610,2300000,Comedy|Musical|Romance,Ginger Rogers,42nd Street ,995,George Brent,English,USA,Unrated,1933
,0,0,8,,Documentary,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,10,Eric Worre,English,USA,G,2014
71,89,3,88,2938208,Comedy|Drama|Romance,Chris Eigeman,Metropolitan ,173,Ellia Thompson,English,USA,PG-13,1990
34,10,19,690,9910,Comedy|Drama|Music|Romance,Michael Nyqvist,As It Is in Heaven ,774,Nils-Anders Vallgårda,Swedish,Sweden,,2004
15,15,93,847,,Drama|Horror|Mystery|Thriller,Jack E. Curenton,Roadside ,1151,Alan Pietruszewski,English,USA,,2013
220,100,482,970,44540956,Comedy,Jon Heder,Napoleon Dynamite ,3950,Jon Gries,English,USA,PG,2004
279,57,92,1000,258113,Crime|Drama|Thriller,Devin Ratray,Blue Ruin ,1528,Amy Hargreaves,English,USA,R,2013
409,110,21,189,107917283,Horror,Micah Sloat,Paranormal Activity ,330,Amber Armstrong,English,USA,R,2007
86,147,5,22,1293295,Documentary|Sport,Tony Alva,Dogtown and Z-Boys ,54,Jeff Ament,English,USA,PG-13,2001
131,0,332,795,1229197,Adventure|Comedy|Fantasy,Eric Idle,Monty Python and the Holy Grail ,2158,Terry Jones,English,UK,PG,1975
69,25,138,231,1689999,Drama,Emily Rios,Quinceañera ,771,Alicia Sixtos,Spanish,USA,R,2006
8,14,6,361,11798,Comedy|Fantasy|Horror|Musical,Tony Doupe,Gory Gory Hallelujah ,387,David Frederick White,English,USA,,2003
75,,833,1000,,Drama|Fantasy|Sci-Fi|Thriller,Sendhil Ramamurthy,Heroes             ,4908,Greg Grunberg,English,USA,TV-14,
72,20,0,58,592014,Biography|Documentary,Greg Ayres,Tarnation ,78,Renee Leblanc,English,USA,Unrated,2003
4,4,12,93,425899,Documentary,Bill Farmer,I Want Your Money ,168,Mike Huckabee,English,USA,PG,2010
9,0,271,935,,Comedy|Horror,Kane Hodder,Love in the Time of Monsters ,2350,Alex Sanborn,English,USA,,2014
203,385,22,48,126387,Horror,Catriona MacColl,The Beyond ,123,Al Cliver,Italian,Italy,X,1981
11,,6,59,,Animation|Comedy|Drama,Brendon Small,Home Movies             ,81,Melissa Bardin Galsky,English,USA,TV-PG,
148,12,149,642,80276912,Comedy|Romance,Treat Williams,What Happens in Vegas ,1026,Michelle Krusiec,English,USA,PG-13,2008
80,3,39,108,,Horror|Thriller,Dov Tiefenbach,The Dark Hours ,272,Gordon Currie,English,Canada,R,2005
46,350,33,114,,Comedy|Drama|Romance,Saeed Jaffrey,My Beautiful Laundrette ,260,Garry Cooper,English,UK,R,1985
8,0,36,169,25918,Drama|Horror|Mystery|Thriller,R. Brandon Johnson,Fabled ,312,Desmond Askew,English,USA,R,2002
10,0,83,918,,Drama|Thriller,Katharine Isabelle,Show Me ,1163,Gabriel Hogan,French,Canada,R,2004
76,0,92,440,,Drama,Liv Ullmann,Cries & Whispers ,809,Erland Josephson,Swedish,Sweden,R,1972
69,204,9,436,,Drama|History|War,Lillian Gish,Intolerance: Love's Struggle Throughout the Ages ,481,Walter Long,,USA,Not Rated,1916
43,3,513,643,617172,Documentary,Walter Koenig,Trekkies ,2864,James Doohan,English,USA,PG,1997
36,4,4,77,2808000,Musical|Romance,Anita Page,The Broadway Melody ,109,Charles King,English,USA,Passed,1929
304,0,58,634,,Fantasy|Horror,Ted Raimi,The Evil Dead ,813,Ellen Sandweiss,English,USA,NC-17,1981
279,33,118,470,12843,Horror|Thriller,America Olivo,Maniac ,1233,Liane Balaban,English,France,Not Rated,2012
23,0,,3,34151,Documentary|History,Amos Oz,Censored Voices ,3,,Hebrew,Israel,,2015
110,30,0,15,1523883,Documentary|Sport,Mark Zupan,Murderball ,15,Andy Cohn,English,USA,R,2005
40,44,93,615,4000000,Action|Drama,Michael Dudikoff,American Ninja 2: The Confrontation ,872,Larry Poindexter,English,USA,R,1987
45,0,0,0,84689,Documentary,Carol Block,51 Birch Street ,0,Mike Block,English,Germany,Unrated,2005
23,,576,2000,,Action|Adventure|Drama|Sci-Fi,Billy Burke,Revolution             ,5052,David Lyons,English,USA,TV-14,
4,0,0,196,,Family|Sci-Fi,Tom E. Nicholson,Rotor DR1 ,199,Christian Kapper,English,USA,,2015
318,0,598,2000,47000000,Horror|Thriller,Jamie Lee Curtis,Halloween ,4400,P.J. Soles,English,USA,R,1978
177,0,253,359,,Crime|Drama,Jack Warden,12 Angry Men ,1433,John Fiedler,English,USA,Not Rated,1957
51,3,258,812,246574,Animation|Drama,Isabella Rossellini,My Dog Tulip ,1370,Lynn Redgrave,English,USA,,2009
124,964,21,380,,Comedy|Romance,Claudette Colbert,It Happened One Night ,540,Walter Connolly,English,USA,Unrated,1934
211,252,14,47,110197,Drama|Thriller,Angeliki Papoulia,Dogtooth ,126,Sissy Petropoulou,Greek,Greece,Unrated,2009
26,2,321,786,7707563,Biography|Documentary|Music,James Cagney,Tupac: Resurrection ,2638,Todd Bridges,English,USA,R,2003
64,149,276,409,1281176,Comedy|Drama,Kimberly J. Brown,Tumbleweeds ,1986,Lois Smith,English,USA,PG-13,1999
56,10,912,10000,16115878,Action|Fantasy|Horror|Mystery|Thriller,Viggo Mortensen,The Prophecy ,13433,Virginia Madsen,English,USA,R,1995
29,82,8,75,1652472,Comedy|Romance,Simon Abkarian,When the Cat's Away ,102,Jane Bradbury,French,France,R,1996
131,54,543,1000,2360184,Comedy|Drama,Oliver Platt,Pieces of April ,3010,Derek Luke,English,USA,PG-13,2003
4,7,2,19,,Drama,Kevin Howarth,The Big Swap ,37,Thierry Harcourt,English,UK,,1998
88,129,26,52,255352,Drama,Daniel London,Old Joy ,132,Will Oldham,English,USA,Unrated,2006
189,129,26,375,856942,Drama,John Robinson,Wendy and Lucy ,460,Will Oldham,English,USA,R,2008
20,5,301,795,,Drama,Embeth Davidtz,3 Backyards ,1884,Kathryn Erbe,English,USA,R,2010
96,0,0,710,,Crime|Drama|Romance,Jean-Paul Belmondo,Pierrot le Fou ,967,Graziella Galvani,French,France,Not Rated,1965
27,0,,2,32631,Documentary,Vera Ngassa,Sisters in Law ,2,,English,Cameroon,Not Rated,2005
15,95,,,16892,Documentary,,Ayurveda: Art of Being ,0,,English,India,,2001
24,0,87,581,12438,Drama|Romance,Yaphet Kotto,Nothing But a Man ,835,Ivan Dixon,English,USA,Not Rated,1964
16,37,104,318,40542,Drama|Romance,Robert John Burke,First Love, Last Rites ,751,Natasha Gregson Wagner,English,USA,R,1997
13,3,25,54,5199,Drama|Sport,Don Wallace,Fighting Tommy Riley ,185,Christina Chambers,English,USA,R,2004
8,0,32,502,,Action|Thriller,Lalaine,Royal Kill ,689,Darren Kendrick,English,USA,PG-13,2009
156,278,107,5000,24343673,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe ,5405,Robert Clohessy,English,USA,PG-13,2007
4,44,221,644,1711,Drama|Music,Trish Basinger,The Looking Glass ,1440,Mary Norwood,English,USA,,2015
164,43,668,13000,,Action|Comedy|Sci-Fi|Sport,Sylvester Stallone,Death Race 2000 ,14950,Martin Kove,English,USA,R,1975
10,0,309,685,2468,Thriller,Tatyana Ali,Locker 13 ,2048,Jon Polito,English,USA,R,2014
1,0,87,156,,Horror,Michael Des Barres,Midnight Cabaret ,544,Thom Mathews,English,USA,R,1990
8,3,248,500,,Comedy|Drama|Romance,Taran Killam,Anderson's Cross ,1545,Ryan Carnes,English,USA,R,2010
9,77,0,19,,Drama|Musical|Romance,Rumi Missabu,Bizarre ,19,Raquel Nave,English,France,Unrated,2015
78,5,180,431,,Horror|Mystery,Linnea Quigley,Graduation Day ,1228,Vanna White,English,USA,R,1981
131,19,313,778,,Comedy|Crime|Drama|Horror|Mystery|Thriller,Kevin Corrigan,Some Guy Who Kills People ,2515,Ahmed Best,English,USA,R,2011
286,25,235,601,318622,Biography|Crime|Drama|Thriller,Dreama Walker,Compliance ,1734,James McCaffrey,English,USA,R,2012
147,0,781,13000,12006514,Comedy|Drama|Romance,Matt Damon,Chasing Amy ,15765,Joey Lauren Adams,English,USA,R,1997
71,132,225,400,4186931,Comedy|Drama|Romance,Aunjanue Ellis,Lovely & Amazing ,1330,Raven Goodwin,English,USA,R,2001
,2,99,466,,Action|Adventure|Mystery|Romance|Thriller,Hector Echavarria,Death Calls ,842,Ron Roggé,English,USA,R,2010
51,681,13,94,3799339,Crime|Drama|Romance,Parry Shen,Better Luck Tomorrow ,139,Collin Kahey,English,USA,R,2002
23,4,10,360,1977544,Comedy|Drama|Romance,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love ,656,Stephanie Berry,English,USA,R,1995
59,44,129,625,1050600,Comedy|Drama,Lupe Ontiveros,Chuck & Buck ,1378,Chris Weitz,English,USA,R,2000
9,0,51,250,902835,Comedy|Drama|Romance,Purva Bedi,American Desi ,454,Anil Kumar,English,USA,Unrated,2001
,0,185,569,,Action|Crime|Drama,Keri Maletto,Amidst the Devil's Wings ,1461,Barbie Castro,English,USA,,2014
99,165,319,686,489220,Mystery|Sci-Fi|Thriller,David Hewlett,Cube ,1743,Nicole de Boer,English,Canada,R,1997
21,0,62,991,212285,Comedy|Romance,Radha Mitchell,Love and Other Catastrophes ,1661,Matt Day,English,Australia,R,1996
19,45,0,5,203134,Animation|Comedy|Drama|Fantasy|Sci-Fi,Charis Michelsen,I Married a Strange Person! ,7,Richard Spore,English,USA,R,1997
43,7,142,308,191309,Drama|Mystery|Thriller,Amir Talai,November ,1008,Nora Dunn,English,USA,R,2004
206,52,224,34000,3388210,Drama|Romance,Jennifer Lawrence,Like Crazy ,34983,Finola Hughes,English,USA,PG-13,2011
,0,270,471,,Horror,Marshal Hilton,Teeth and Blood ,1399,Clint Jung,English,USA,,2015
29,99,181,793,177840,Comedy|Music,Ally Sheedy,Sugar Town ,1987,John Doe,English,UK,R,1999
27,269,7,100,47111,Comedy|Drama,Samantha Futerman,The Motel ,127,Jackie Nova,Cantonese,USA,,2005
162,261,461,924,49494,Drama|Thriller,Nolan Gerard Funk,The Canyons ,2862,James Deen,English,USA,R,2013
11,,250,887,,Crime|Drama,Shirley Henderson,Happy Valley             ,2572,Sarah Lancashire,English,UK,TV-MA,
26,5,41,68,,Drama,Judy Marte,On the Outs ,216,Dominic Colón,English,USA,R,2004
85,337,22,35,45661,Drama|Thriller,Michael Abbott Jr.,Shotgun Stories ,114,Travis Smith,English,USA,PG-13,2007
77,17,289,766,,Mystery|Thriller,Colin Salmon,Exam ,2123,Pollyanna McIntosh,English,UK,Not Rated,2009
8,0,5,119,18195,Sci-Fi,James Urbaniak,The Sticky Fingers of Time ,154,Terumi Matthews,English,USA,,1997
5,7,73,349,,Drama|Musical,Dustin Fitzsimons,Sunday School Musical ,631,Debra Lynn Hull,English,USA,G,2008
3,1000,3,1000,,Drama,Corbin Bernsen,Rust ,1056,Kirsten Collins,English,Canada,PG,2010
66,63,76,135,,Action|Drama|Fantasy|Sci-Fi,Eme Ikwuakor,Ink ,457,Jessica Duffy,English,USA,,2009
4,3,104,337,,Drama|Family,Florence Henderson,The Christmas Bunny ,694,Charles Irving Beale,English,USA,PG,2010
,2,152,338,,Comedy|Short,Victoria Jackson,Jesus People ,968,Tim Bagley,English,USA,,2007
15,32,180,602,,Crime|Drama,Stacy Keach,Butterfly ,1991,Stuart Whitman,English,USA,R,1982
1,0,0,0,,Documentary,Sam Adams,UnDivided ,0,Jeff Jacob,English,USA,PG,2013
12,7,89,236,,Horror|Thriller,Noah Segan,The Frozen ,537,Sedona James,English,USA,PG-13,2012
,45,224,1000,,Fantasy|Romance,Jennifer Jason Leigh,The Love Letter ,2166,Estelle Parsons,English,USA,Unrated,1998
1,431,3,288,,Family,Joshua Ray Bell,Horse Camp ,387,Annelyse Ahmad,English,USA,PG,2014
6,30,670,699,,Documentary,Esai Morales,Give Me Shelter ,3967,Elaine Hendrix,English,USA,,2014
48,54,6,81,,Drama|Romance|War,John Gilbert,The Big Parade ,108,Claire Adams,,USA,Not Rated,1925
2,12,29,1000,,Comedy,Sid Haig,Little Big Top ,1244,Travis Betz,English,USA,,2006
17,0,142,431,,Comedy|Music|Romance,Matthew Emerick,Along the Roadside ,1087,Sheldon Bailey,English,USA,,2013
225,0,146,27000,104792,Action|Biography|Crime|Drama,Tom Hardy,Bronson ,27507,Matt King,English,UK,R,2008
5,7,494,814,,Adventure|Drama|Fantasy|Thriller|Western,Mark Fantasia,Western Religion ,2970,Greg Jackson,English,USA,,2015
22,15,0,2,111300,Documentary,Brendan Doogie Milewski,Burn ,2,Craig Dougherty,English,USA,Not Rated,2012
38,0,131,254,1027119,Drama,Dan Futterman,Urbania ,964,Matt Keeslar,English,USA,R,2000
21,0,0,12,,Comedy|Drama,Christina Hart,The Stewardesses ,24,William Condos,English,USA,X,1969
67,7,21,57,5000000,Adventure|Horror|Sci-Fi,Kenneth Tobey,The Beast from 20,000 Fathoms ,205,Ross Elliott,English,USA,Approved,1953
69,130,51,618,,Adventure|Drama|Family|Fantasy|Sci-Fi,James Mason,20,000 Leagues Under the Sea ,800,Paul Lukas,English,USA,Approved,1954
208,750,28,728,,Action|Adventure|Sci-Fi|Thriller,Hugh Keays-Byrne,Mad Max ,928,Joanne Samuel,English,Australia,R,1979
77,218,31,4000,4505922,Comedy|Drama,Jon Favreau,Swingers ,4230,Blake Lindsley,English,USA,R,1996
122,0,93,16000,3500000,Action|Drama|Western,Clint Eastwood,A Fistful of Dollars ,16534,Aldo Sambrell,Italian,Italy,R,1964
35,16,28,418,,Comedy|Drama|History|Musical|Romance,Mae West,She Done Him Wrong ,583,Louise Beavers,English,USA,Approved,1933
15,0,0,66,381225,Documentary,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela ,66,Swami Krishnanad,English,USA,Unrated,2004
25,0,16,77000,2428241,Drama,Michael Joiner,The Grace Card ,77046,Michael Higgenbottom,English,USA,PG-13,2010
37,151,305,1000,78030,Drama,Omari Hardwick,Middle of Nowhere ,3021,Lorraine Toussaint,English,USA,R,2012
76,670,9,24,59774,Comedy|Drama|Romance,Devid Striesow,3 ,69,Sophie Rois,German,Germany,Unrated,2010
12,18,61,96,174682,Drama|Music,William Joseph Elk III,The Business of Fancydancing ,314,Cynthia Geary,English,USA,,2002
7,0,15,178,215185,Documentary|History|Music,Matisyahu,Call + Response ,279,Madeleine Albright,English,USA,PG-13,2008
450,0,273,17000,32154410,Crime|Drama|Thriller,Channing Tatum,Side Effects ,18469,Katie Lowes,English,USA,R,2013
60,25,10,169,,Crime|Horror|Mystery|Thriller,R. Brandon Johnson,Malevolence ,206,Richard Glover,English,USA,R,2003
4,89,45,471,,Comedy|Drama,Marri Savinar,Shooting the Warwicks ,705,Bethany Blakey,English,USA,,2015
42,2,156,259,,Horror|Sci-Fi|Thriller,Melanie Papalia,Super Hybrid ,711,John Reardon,English,USA,PG-13,2010
93,157,98,962,140016,Comedy|Drama|Horror|Romance,Greta Gerwig,Baghead ,2016,Elise Muller,English,USA,R,2008
1,0,15,138,,Comedy|Horror|Mystery|Thriller,Susan Chambers,Solitude ,192,Ali Daniels,English,USA,,2014
