duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,imdb_score,aspect_ratio,movie_facebook_likes
106,80,723,2000,43853424,Dennis Quaid,Soul Surfer ,35514,5024,1,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114,English,USA,PG,18000000,7.1,2.35,15000
122,0,191,643,,Bob Newhart,Catch-22 ,17277,2032,0,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,124,English,USA,R,18000000,7.2,2.35,0
86,62,59,390,23993605,Collette Wolfe,Observe and Report ,52467,727,1,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,248,English,USA,R,18000000,5.8,2.35,0
103,130,406,691,26400000,Mako,Conan the Destroyer ,62009,2481,1,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109,English,USA,PG,18000000,5.8,2.35,2000
121,17000,356,22000,45250,Robert De Niro,Raging Bull ,235133,23008,1,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,494,English,USA,R,18000000,8.3,1.85,0
109,7,827,2000,22927390,Judy Greer,Love Happens ,25344,4947,0,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,77,English,USA,PG-13,18000000,5.6,1.85,0
109,272,124,155,4250320,Nicholas Rowe,Young Sherlock Holmes ,14870,605,1,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,86,English,USA,PG-13,18000000,6.8,1.85,0
123,64,637,808,22452209,Kelsey Grammer,Fame ,14062,5734,0,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82,English,USA,PG,18000000,5.0,2.35,0
94,0,223,11000,18329466,James Franco,127 Hours ,279179,11984,0,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,440,English,USA,R,18000000,7.6,1.85,63000
94,11000,975,11000,17071230,Woody Allen,Small Time Crooks ,31169,23283,0,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,192,English,USA,PG,18000000,6.7,1.85,812
115,13,111,757,17174870,Amanda Schull,Center Stage ,15817,1201,2,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,210,English,USA,PG-13,18000000,6.7,2.35,0
107,24,85,10000,26284475,Olivia Wilde,Love the Coopers ,9051,10691,13,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,68,English,USA,PG-13,17000000,5.7,2.35,0
91,38,362,17000,16702864,Kristen Stewart,Catch That Kid ,8023,18711,0,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,49,English,USA,PG,18000000,5.2,1.85,591
125,34,1000,16000,15561627,Ian Somerhalder,Life as a House ,39105,21622,0,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,359,English,USA,R,18000000,7.5,2.35,0
122,0,816,14000,17750583,Kate Winslet,Steve Jobs ,93548,28933,0,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,307,English,UK,R,30000000,7.2,2.35,23000
102,0,529,946,14793904,Alan Ruck,I Love You, Beth Cooper ,28209,4072,1,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,80,English,Canada,PG-13,18000000,5.3,1.85,0
90,44,729,12000,15281286,Steve Buscemi,Youth in Revolt ,64646,16004,2,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,105,English,USA,R,18000000,6.5,1.85,0
98,28,102,372,8000000,Jason Robards,The Legend of the Lone Ranger ,1400,927,0,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,41,English,USA,PG,18000000,5.0,2.35,346
109,128,1000,11000,13491653,Daniel Radcliffe,The Tailor of Panama ,23728,14995,0,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,213,English,USA,R,18000000,6.1,2.35,813
107,0,101,517,,Nancy Allen,Blow Out ,27629,1067,0,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,149,English,USA,R,18000000,7.4,2.35,2000
90,31,179,210,10494494,Rebecca Budig,Getaway ,19586,676,1,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,109,English,USA,PG-13,18000000,4.4,2.35,4000
112,0,177,805,7837632,Joan Allen,The Ice Storm ,46396,1466,0,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,287,English,USA,R,18000000,7.5,1.85,0
94,0,197,712,15155772,Yaya DaCosta,And So It Goes ,8895,1673,2,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,48,English,USA,PG-13,18000000,5.7,2.35,3000
105,6,371,723,8508843,Craig T. Nelson,Troop Beverly Hills ,7470,2368,1,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,35,English,USA,PG,18000000,5.5,1.37,0
104,109,202,405,7739049,Miriam Margolyes,Being Julia ,10680,847,2,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,112,English,Canada,R,18000000,7.1,1.85,562
112,213,45,567,6734844,David Margulies,9½ Weeks ,29591,711,0,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,118,English,USA,R,17000000,5.9,1.85,0
108,25,94,1000,6000000,Ian McDiarmid,Dragonslayer ,10832,1263,0,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,102,English,USA,PG,18000000,6.7,2.35,0
112,97,231,577,6615578,David Masterson,The Last Station ,15352,1341,2,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,82,English,Germany,R,13000000,7.0,2.35,0
127,13000,940,40000,5887457,Johnny Depp,Ed Wood ,142416,56585,1,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,420,English,USA,R,18000000,7.9,1.85,0
111,655,405,24000,13362308,J.K. Simmons,Labor Day ,31898,39307,1,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,111,English,USA,PG-13,18000000,6.9,2.35,0
126,44,9,627,5701643,Tadanobu Asano,Mongol: The Rise of Genghis Khan ,37635,653,0,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,165,Mongolian,Russia,R,20000000,7.3,2.35,0
114,0,1000,27000,5694401,Tom Hardy,RocknRolla ,194489,46944,4,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,192,English,UK,R,18000000,7.3,2.35,12000
99,379,251,456,5333658,Barry Bostwick,Megaforce ,2541,1356,2,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,54,English,USA,PG,20000000,3.5,1.85,0
150,0,401,597,4414535,Julie Christie,Hamlet ,30618,1645,0,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,224,English,UK,PG-13,18000000,7.8,2.2,0
117,78,238,989,4806750,Bruce Greenwood,Mao's Last Dancer ,6091,1598,0,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,53,English,Australia,PG,,7.4,1.85,0
112,337,201,4000,3707794,Kirsten Dunst,Midnight Special ,31359,5671,0,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,156,English,Greece,PG-13,18000000,6.7,2.35,0
108,11000,922,11000,3203044,Woody Allen,Anything Else ,25165,14843,2,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,155,English,USA,R,18000000,6.4,2.35,827
116,6,212,25000,4435083,Jeremy Irvine,The Railway Man ,27882,39463,2,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,119,English,Australia,R,18000000,7.1,2.35,18000
60,,405,654,,Poppy Montgomery,Unforgettable             ,12854,1906,1,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,44,,USA,,,6.7,,0
144,0,16,63,2222647,Ulrich Tukur,The White Ribbon ,52958,167,0,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,193,German,Germany,R,12000000,7.8,1.85,0
92,662,161,662,,Zack Ward,Restoration ,436,1498,0,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6,English,USA,,,4.0,,378
93,28,415,1000,3500000,Clint Howard,The Wraith ,10082,2319,2,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,100,English,USA,R,2700000,5.9,1.85,0
103,154,576,1000,676698,Adam Goldberg,The Salton Sea ,26730,4094,0,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,180,English,USA,R,18000000,7.2,1.85,2000
93,190,151,364,3419967,James Hetfield,Metallica Through the Never ,13359,1083,0,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,56,English,USA,R,,7.2,2.35,19000
98,34,394,663,,Austin Nichols,The Informers ,14324,2215,1,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,93,English,Germany,R,18000000,5.1,2.35,1000
334,,30,897,145118,Edgar Ramírez,Carlos             ,10111,1032,0,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,36,English,France,Not Rated,,7.7,2.35,0
114,157,32,84,,Takuya Kimura,I Come with the Rain ,2541,198,0,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,20,English,France,Not Rated,18000000,5.5,2.35,342
121,0,353,854,229311,Tom Berenger,One Man's Hero ,899,2705,2,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,42,English,Spain,R,11350000,6.2,2.35,271
87,0,83,1000,,Greg Nicotero,Day of the Dead ,49669,1592,1,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,419,English,USA,Unrated,3500000,7.2,1.85,3000
92,55,757,1000,,Sam Trammell,I Am Wrath ,4510,3212,1,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,50,English,USA,R,18000000,5.2,,0
105,2,69,805,63260,Romola Garai,Renaissance ,14325,1185,0,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,90,English,France,R,14000000,6.7,2.35,0
90,78,720,2000,,Demi Moore,Forsaken ,4693,4142,1,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,49,English,Canada,R,11000000,6.3,2.35,0
89,130,183,444,,Ernie Reyes Jr.,Red Sonja ,30215,1243,1,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,95,English,Netherlands,PG-13,17900000,5.0,2.35,0
114,89,920,22000,,Robert De Niro,Red Lights ,48162,25804,2,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,140,English,Spain,R,14000000,6.2,2.35,10000
119,99,778,15000,121463226,Emma Stone,Superbad ,422606,17584,2,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,555,English,USA,R,20000000,7.6,1.85,0
103,0,543,923,90485233,Vanessa Ferlito,Madea Goes to Jail ,9544,3699,0,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,45,English,USA,PG-13,,4.1,1.85,804
91,512,413,11000,,Jason Momoa,Wolves ,5693,13545,2,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,34,English,France,R,18000000,5.3,2.35,0
98,209,129,158,58006147,Cassie Ventura,Step Up 2: The Streets ,67653,816,2,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,108,English,USA,PG-13,23000000,6.2,1.85,0
80,19,854,11000,51053787,Anne Hathaway,Hoodwinked! ,45900,14385,1,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,247,English,USA,PG,17500000,6.5,1.85,0
121,83,242,3000,23472900,Don Cheadle,Hotel Rwanda ,264533,4142,1,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,609,English,UK,PG-13,17500000,8.1,2.35,12000
94,87,280,866,39687528,Henry Ian Cusick,Hitman ,140780,2124,1,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,376,English,France,R,24000000,6.3,2.35,0
93,148,170,549,7017178,Jennifer Hudson,Black Nativity ,1633,1373,5,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,17,English,USA,PG,17500000,4.4,2.35,0
93,32,1000,13000,,Bruce Willis,The Prince ,13133,16735,4,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,101,English,USA,R,18000000,4.6,2.35,0
116,0,50,109,325491,Kirk Fox,City of Ghosts ,4387,245,0,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,67,English,USA,R,17500000,6.0,1.85,204
101,448,83,482,96471845,Fionnula Flanagan,The Others ,268581,956,0,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,1109,English,USA,PG-13,17000000,7.6,1.85,20000
154,0,604,2000,85200000,Michael Biehn,Aliens ,488537,4228,1,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,1076,English,USA,R,18500000,8.4,1.85,18000
170,165,244,453,72000000,Jeremy Brett,My Fair Lady ,66959,1164,1,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,258,English,USA,Approved,17000000,7.9,2.2,0
99,13,681,45000,72219395,Muse Watson,I Know What You Did Last Summer ,105585,50284,1,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,419,English,USA,R,17000000,5.6,2.35,0
104,42,613,839,82389560,Rob Riggle,Let's Be Cops ,106820,3627,1,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,147,English,USA,R,17000000,6.5,1.85,14000
126,729,284,912,71502303,Virginia Madsen,Sideways ,149966,2170,0,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,835,English,USA,R,12000000,7.5,1.85,0
110,422,422,33000,19179969,Chris Moss,Beerfest ,54710,35345,2,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,177,English,USA,R,17500000,6.3,2.35,0
101,0,598,2000,47000000,Jamie Lee Curtis,Halloween ,157857,4400,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,USA,R,300000,7.9,2.35,12000
80,611,576,5000,84961,Jet Li,Hero ,149414,6229,4,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,841,Mandarin,China,PG-13,31000000,7.9,2.35,0
87,9,503,818,37566230,Liam Aiken,Good Boy! ,3407,2164,1,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,48,English,USA,PG,17000000,5.1,1.85,309
123,92,849,1000,70492685,Harold Perrineau,The Best Man Holiday ,11600,5306,5,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,64,English,USA,R,17000000,6.7,2.35,7000
109,248,968,16000,35635046,Ryan Reynolds,Smokin' Aces ,121058,19410,0,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,482,English,UK,R,17000000,6.7,2.35,3000
90,52,298,723,45670855,Costas Mandylor,Saw 3D: The Final Chapter ,67978,1978,0,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,279,English,Canada,R,20000000,5.6,1.85,12000
96,36,486,1000,37939782,Emmanuelle Vaugier,40 Days and 40 Nights ,62272,3294,0,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,207,English,USA,R,17000000,5.6,1.85,2000
125,364,1000,12000,172051787,Jeff Bridges,TRON: Legacy ,264186,25549,0,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665,English,USA,PG,170000000,6.8,2.35,30000
82,12,281,8000,30324946,Will Ferrell,A Night at the Roxbury ,48458,9271,2,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,239,English,USA,PG-13,17000000,6.2,1.85,0
86,33,583,15000,27854896,Alex Pettyfer,Beastly ,64190,17396,1,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,129,English,USA,PG-13,17000000,5.6,2.35,16000
108,192,580,1000,41777564,Dan Byrd,The Hills Have Eyes ,129719,4500,0,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,855,English,USA,R,15000000,6.4,2.35,0
98,39,428,593,22734486,Kevin Grevioux,Dickie Roberts: Former Child Star ,11815,2713,1,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,117,English,USA,PG-13,17000000,5.6,2.35,320
129,51,89,427,44469602,Morgan Saylor,McFarland, USA ,23480,952,0,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,83,English,USA,PG,17000000,7.4,2.35,21000
99,17,826,918,24708699,Brandon T. Jackson,Lottery Ticket ,7991,4797,7,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,30,English,USA,PG-13,,4.9,2.35,0
105,49,104,680,21160089,T.I.,ATL ,8522,1538,0,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,92,English,USA,PG-13,,6.0,2.35,874
112,36,746,10000,64998368,Anna Kendrick,Pitch Perfect ,213898,12676,4,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,250,English,USA,PG-13,17000000,7.2,1.85,36000
108,19,505,973,19693891,Marc Blucas,Summer Catch ,12993,3344,2,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,107,English,USA,PG-13,34000000,4.9,1.85,476
121,0,244,989,16311763,Gary Cole,A Simple Plan ,50656,2365,1,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,416,English,UK,R,17000000,7.5,1.85,0
89,11,973,1000,12693621,Alexander Gould,They ,10885,4060,0,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,271,English,USA,PG-13,17000000,4.8,2.35,814
89,0,323,690,15655665,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,9104,2135,2,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,112,English,USA,PG-13,4000000,3.1,1.33,110
73,11,142,1000,11634458,Vanessa Williams,The Adventures of Elmo in Grouchland ,2045,2020,0,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,37,English,USA,G,17000000,5.8,1.85,339
132,847,625,3000,27154426,Don Cheadle,Brooklyn's Finest ,52852,6317,1,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,138,English,USA,R,17000000,6.7,2.35,4000
154,117,86,715,,Ava Gardner,55 Days at Peking ,4550,1567,3,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,50,English,USA,Unrated,9000000,6.8,2.2,419
96,201,58,394,54239856,Lou Taylor Pucci,Evil Dead ,125016,673,0,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,789,English,USA,R,17000000,6.5,2.35,70000
98,80,399,567,8662318,Nia Vardalos,My Life in Ruins ,15033,2016,1,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,75,English,USA,PG-13,17000000,5.9,1.85,0
107,80,841,2000,7156725,Judy Greer,American Dreamz ,22639,5992,6,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217,English,USA,PG-13,19000000,5.5,1.85,300
134,22,488,1000,15681020,Jim Broadbent,Superman IV: The Quest for Peace ,33570,3007,6,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,259,English,UK,PG,17000000,3.6,2.35,1000
94,8,66,328,7070459,DeRay Davis,How She Move ,4600,760,0,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,18,English,Canada,PG-13,,3.3,1.85,238
122,47,834,23000,6855137,Paul Walker,Running Scared ,88590,27381,2,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,419,English,Germany,R,17000000,7.4,2.35,0
128,9,193,767,2694071,Aidan Quinn,Bobby Jones: Stroke of Genius ,3222,1727,3,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,64,English,USA,PG,,6.7,2.35,352
97,3,161,400,2315683,Victor Wong,Shanghai Surprise ,4081,805,0,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,28,English,UK,PG-13,17000000,3.0,1.85,154
110,168,96,3000,39825798,Rufus Sewell,The Illusionist ,295375,4210,3,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645,English,USA,PG-13,16000000,7.6,1.85,15000
102,4,60,634,2000000,Tippi Hedren,Roar ,1275,1262,0,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,27,English,USA,PG,17000000,6.4,2.35,0
98,541,71,214,1569918,Brenda Fricker,Veronica Guerin ,16234,409,1,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,113,English,Ireland,R,17000000,6.9,2.35,0
120,30,55,14000,106869,Josh Hutcherson,Escobar: Paradise Lost ,13762,14492,1,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,39,English,France,R,17000000,6.6,,0
160,219,215,1000,273420,Janeane Garofalo,Southland Tales ,32671,2340,6,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,238,English,France,R,17000000,5.5,2.35,0
80,0,168,677,,Rob Paulsen,Dragon Hunters ,10706,1364,0,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,39,French,France,PG,11000000,6.6,,0
91,22,255,669,,George Peppard,Damnation Alley ,3701,1769,0,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,71,English,USA,PG,17000000,5.2,2.35,903
83,57,62,465,4930798,Julianna Guill,The Apparition ,16268,730,1,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,108,English,USA,PG-13,17000000,4.1,2.35,0
102,6,165,3000,59847242,Macaulay Culkin,My Girl ,55895,5433,1,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,115,English,USA,PG-13,16500000,6.8,1.85,0
122,30,260,21000,220914,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,13239,25173,2,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,97,English,USA,R,16800000,6.5,1.85,0
110,168,96,3000,39825798,Rufus Sewell,The Illusionist ,295375,4210,3,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645,English,USA,PG-13,16000000,7.6,1.85,15000
126,0,168,826,43848100,Hal Holbrook,Wall Street ,119150,1607,2,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,219,English,USA,R,15000000,7.4,1.85,0
136,0,1000,25000,42700000,Alan Rickman,Sense and Sensibility ,78392,41059,2,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,196,English,USA,PG,16500000,7.7,1.85,0
120,11,281,11000,18663911,Anne Hathaway,Becoming Jane ,46204,12554,1,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,151,English,UK,PG,16500000,7.1,2.35,0
108,18,433,714,11702090,Danny Strong,Sydney White ,37700,2785,2,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,50,English,USA,PG-13,16500000,6.3,2.35,0
126,26,385,638,13005485,Frances Fisher,House of Sand and Fog ,56665,2282,0,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,469,English,USA,R,15000000,7.6,1.85,0
128,608,1000,49000,95860116,Robin Williams,Dead Poets Society ,277451,51609,0,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,491,English,USA,PG,16400000,8.0,1.85,23000
113,137,481,879,127175354,Lauren Holly,Dumb & Dumber ,288451,2985,2,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,438,English,USA,PG-13,16000000,7.3,1.85,0
89,0,62,227,92823600,Bruno Kirby,When Harry Met Sally... ,149108,485,0,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,273,English,USA,R,16000000,7.6,1.85,0
129,0,359,844,54000000,Charlotte Rampling,The Verdict ,26310,2330,0,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,154,English,USA,R,16000000,7.8,1.85,0
94,480,486,1000,68525609,Ethan Suplee,Road Trip ,132963,3889,5,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,302,English,USA,R,15600000,6.5,1.85,0
106,48,35,23000,52885587,Paul Walker,Varsity Blues ,35312,23369,0,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,267,English,USA,R,16000000,6.4,1.85,0
100,405,628,996,44667095,Bérénice Bejo,The Artist ,190030,4606,0,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,583,English,France,PG-13,15000000,8.0,1.33,30000
89,687,389,10000,42638165,Gary Oldman,The Unborn ,42182,12183,1,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,230,English,USA,PG-13,16000000,4.8,2.35,0
94,0,559,13000,45507053,Bruce Willis,Moonrise Kingdom ,237848,27911,2,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,377,English,USA,PG-13,16000000,7.8,1.85,71000
83,473,597,20000,39511038,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,56269,26402,0,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,366,English,USA,R,16000000,5.9,1.85,0
111,19,107,241,6462576,Clive Russell,The Young Messiah ,1449,824,0,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,30,English,USA,PG-13,18500000,5.4,2.35,0
80,11,499,911,40363530,Jennifer Esposito,The Master of Disguise ,18254,3058,2,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,307,English,USA,PG,16000000,3.3,1.85,1000
112,0,250,634,37623143,Ivana Baquero,Pan's Labyrinth ,467234,1322,0,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,1083,Spanish,Spain,R,13500000,8.2,1.85,27000
60,,762,1000,,Joel Courtney,The Messengers             ,7210,4561,0,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,57,English,USA,,,6.6,16.0,0
94,14,635,1000,33357476,Leslie Bibb,See Spot Run ,7392,4194,0,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,53,English,USA,PG,35000000,5.4,1.85,393
130,309,522,939,28734552,Mo'Nique,Baby Boy ,9566,3107,2,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,81,English,USA,R,16000000,6.4,1.85,1000
91,26,638,3000,37300107,Leighton Meester,The Roommate ,29147,5349,1,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,115,English,USA,PG-13,16000000,4.8,2.35,0
91,29,459,861,27087695,Brittany Daniel,Joe Dirt ,41664,2543,0,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,205,English,USA,PG-13,17700000,5.9,1.85,0
110,23,51,633,30102717,Bolo Yeung,Double Impact ,28736,874,2,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,72,English,USA,R,15000000,5.5,1.85,0
121,1000,108,175,23618786,Bill Bailey,Hot Fuzz ,352695,485,1,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,687,English,UK,R,8000000,7.9,2.35,17000
114,15,650,851,26896744,Jada Pinkett Smith,The Women ,16582,3485,4,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,125,English,USA,PG-13,16500000,4.9,1.85,0
96,11000,252,19000,23213577,Scarlett Johansson,Vicky Cristina Barcelona ,198111,19894,0,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,365,English,Spain,PG-13,15500000,7.2,1.85,14000
270,5,292,908,,Gustaf Skarsgård,Arn: The Knight Templar ,18041,2762,1,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,54,Swedish,Sweden,,25000000,6.6,2.35,0
100,24,851,15000,55461307,Mila Kunis,Bad Moms ,4654,18786,9,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46,English,USA,R,20000000,6.7,,18000
94,7,95,3000,20627372,Alyson Hannigan,Boys and Girls ,13661,3451,3,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,134,English,USA,PG-13,16000000,5.3,1.85,487
109,7,450,835,16346122,Patrick Fugit,White Oleander ,25549,2572,0,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,171,English,USA,PG-13,16000000,7.2,1.85,0
