num_critic_for_reviews,actor_3_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,imdb_score,aspect_ratio
357,11000,15000,Drama|Romance,Jake Gyllenhaal,Brokeback Mountain ,259837,Anne Hathaway,7.7,1.85
348,429,833,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,167089,Jeremy Howard,5.9,2.35
88,201,927,Comedy|Romance,Donald Faison,Clueless ,123390,Elisa Donovan,6.8,1.85
181,135,2000,Drama|Romance,Dennis Quaid,Far from Heaven ,36542,Michael Gaston,7.4,1.85
107,390,3000,Comedy|Sci-Fi,Adam Scott,Hot Tub Time Machine 2 ,28159,Collette Wolfe,5.1,1.85
53,2,20,Drama,Krystyna Janda,Dekalog             ,12590,Olgierd Lukaszewicz,9.1,1.33
132,170,14000,Biography|Drama,Kate Winslet,Quills ,44795,Amelia Warner,7.4,1.85
401,816,2000,Comedy|Crime,Abbie Cornish,Seven Psychopaths ,185845,Michael Stuhlbarg,7.2,2.35
58,400,539,Crime|Drama|Music|Mystery|Thriller,Colm Feore,The Caveman's Valentine ,5602,Aunjanue Ellis,6.0,1.85
1,2,70,Action|Crime|Drama|Thriller,Jacek Koman,The Border             ,271,Jaroslaw Boberek,7.4,
192,471,918,Biography|Drama|History|War,Thomas Kretschmann,Downfall ,248354,Alexandra Maria Lara,8.3,1.85
157,93,273,Biography|Drama|Romance,Belén Rueda,The Sea Inside ,64556,Tamar Novas,8.1,2.35
454,21,19000,Drama|Horror|Sci-Fi|Thriller,Scarlett Johansson,Under the Skin ,85022,Alison Chand,6.3,1.85
62,227,49000,Biography|Comedy|Drama|War,Robin Williams,"Good Morning, Vietnam ",98348,Bruno Kirby,7.3,1.85
4,385,898,Comedy,Jason Mewes,The Last Godfather ,912,Michael Rispoli,3.6,1.78
84,41,569,Documentary|Music,Usher Raymond,Justin Bieber: Never Say Never ,74351,Boys II Men,1.6,1.85
669,1000,20000,Drama|Thriller,Natalie Portman,Black Swan ,551363,Mark Margolis,8.0,2.35
492,1000,10000,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,182910,Jennifer Ehle,6.2,2.35
149,3000,22000,Crime|Drama,Robert De Niro,The Godfather: Part II ,790926,Robert Duvall,9.0,1.85
101,237,656,Drama|Music|Romance,Sean Patrick Thomas,Save the Last Dance ,47876,Fredro Starr,6.1,1.85
102,54,130,Fantasy|Horror|Thriller,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,36108,Brooke Bundy,5.7,1.85
63,579,3000,Drama,Jennifer Garner,Miracles from Heaven ,6276,Martin Henderson,6.8,1.85
106,612,3000,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car? ",116625,Marla Sokoloff,5.5,1.37
50,316,549,Action|Crime|Drama|Thriller|Western,Jack Palance,Young Guns ,42614,Brian Keith,6.8,1.85
275,360,13000,Comedy|Drama,Bill Murray,St. Vincent ,72803,Reg E. Cathey,7.3,1.85
90,460,833,Comedy|Romance,Joe Lo Truglio,About Last Night ,16979,Bryan Callen,6.1,2.35
133,835,23000,Comedy|Drama|Romance,Joseph Gordon-Levitt,10 Things I Hate About You ,222099,Andrew Keegan,7.2,1.85
49,301,11000,Comedy,Zooey Deschanel,The New Guy ,28805,Gene Simmons,5.9,1.85
19,182,11000,Action|Comedy|Crime,Jon Lovitz,Loaded Weapon 1 ,37611,Bill Nunn,6.1,1.85
186,2,619,Drama|Horror|Thriller,Óscar Jaenada,The Shallows ,12983,Sedona Legge,6.8,2.35
185,829,8000,Sci-Fi|Thriller,Logan Lerman,The Butterfly Effect ,357579,Cameron Bright,7.7,1.85
42,329,571,Adventure|Comedy|Family,Chris Elliott,Snow Day ,9285,Jean Smart,4.9,1.85
37,912,1000,Comedy|Drama|Romance,Mekhi Phifer,This Christmas ,6528,Loretta Devine,6.1,2.35
45,782,899,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,Baby Geniuses ,19547,Ruby Dee,2.5,1.85
57,459,904,Action|Comedy|Crime|Thriller,Bokeem Woodbine,The Big Hit ,24834,Antonio Sabato Jr.,6.1,1.85
25,388,694,Comedy|Drama|Family,Gregory Smith,Harriet the Spy ,7984,Charlotte Sullivan,5.9,1.85
59,435,659,Fantasy|Horror,Jenny Agutter,Child's Play 2 ,31371,Greg Germann,5.7,1.85
58,334,1000,Crime|Thriller,Leslie Bibb,No Good Deed ,12676,Henry Simmons,5.6,2.35
330,745,2000,Horror,Toby Jones,The Mist ,220475,Jeffrey DeMunn,7.2,1.85
489,123,149,Drama|Mystery|Sci-Fi|Thriller,Elina Alminas,Ex Machina ,289508,Corey Johnson,7.7,2.35
242,213,512,Comedy|Drama|Fantasy,Willie Garson,Being John Malkovich ,254404,Mary Kay Place,7.8,1.85
40,405,939,Comedy|Romance,Mo'Nique,Two Can Play That Game ,4339,Tamala Jones,6.1,1.85
112,140,803,Adventure|Family|Sci-Fi,Teo Halm,Earth to Echo ,15664,Jason Gray-Stanford,5.8,1.85
84,525,4000,Drama|Romance,Kirsten Dunst,Crazy/Beautiful ,21406,Rolando Molina,6.5,1.85
251,78,378,Drama|History|War,Yuki Matsuzaki,Letters from Iwo Jima ,132149,Shidô Nakamura,7.9,2.35
113,844,24000,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer ,19707,Bruce Dern,6.3,2.35
23,744,1000,Comedy|Romance,LL Cool J,Woo ,1520,Dave Chappelle,3.8,
421,491,805,Drama,Joan Allen,Room ,161288,Cas Anvar,8.3,2.35
32,294,721,Comedy,Don Rickles,Dirty Work ,20033,Traylor Howard,6.4,1.85
52,650,899,Comedy|Crime|Thriller,Kathleen Turner,Serial Mom ,21212,Traci Lords,6.7,1.66
81,4000,16000,Comedy,Ryan Reynolds,Dick ,16059,Kirsten Dunst,6.1,1.85
,75,690,Action|Crime|Mystery|Thriller,Michael Nyqvist,Del 1 - Män som hatar kvinnor             ,335,Lena Endre,8.1,
39,730,3000,Drama|Thriller,Rosario Dawson,Light It Up ,3116,Robert Ri'chard,6.0,1.85
63,812,4000,Drama|Music,Salma Hayek,54 ,27675,Sela Ward,5.8,1.85
47,690,15000,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,Bubble Boy ,25541,Marley Shelton,5.6,2.35
111,258,567,Comedy|Crime|Thriller,Mark Gatiss,Birthday Girl ,21530,Ben Chaplin,6.1,2.35
168,499,552,Comedy,Justin Chon,21 & Over ,60407,Sarah Wright,5.9,2.35
165,280,12000,Comedy|Drama|Romance,Steve Buscemi,"Paris, je t'aime ",63084,Catalina Sandino Moreno,7.3,1.85
104,548,748,Drama|Sport,Harry Lennix,Resurrecting the Champ ,18442,Peter Coyote,6.8,2.35
150,252,2000,Comedy|Drama|Romance,Tina Fey,Admission ,28573,Christopher Evan Welch,5.7,2.35
61,8,2000,Drama|Romance,Emir Kusturica,The Widow of Saint-Pierre ,4767,Yves Jacques,7.3,2.35
226,73,14000,Drama|Mystery|Romance|Thriller,Liam Neeson,Chloe ,56264,Natalie Lisinska,6.3,1.85
21,150,979,Comedy|Crime|Drama,Chazz Palminteri,Faithful ,1595,Paul Mazursky,5.9,1.85
217,1000,20000,Drama|Thriller,Natalie Portman,Brothers ,88037,Ethan Suplee,7.1,2.35
94,968,22000,Biography|Comedy|Crime|Drama,Peter Dinklage,Find Me Guilty ,28068,Alex Rocco,7.1,1.85
364,850,8000,Drama|Romance,Logan Lerman,The Perks of Being a Wallflower ,351274,Kate Walsh,8.0,1.85
19,147,683,Action,Burt Young,Excessive Force ,922,Thomas Ian Griffith,5.1,1.85
129,442,2000,Biography|Crime|Drama,Toby Jones,Infamous ,14143,Hope Davis,7.1,1.85
71,887,14000,Drama|Romance|Western,Milla Jovovich,The Claim ,5254,Shirley Henderson,6.5,2.35
93,794,3000,Horror|Thriller,Djimon Hounsou,The Vatican Tapes ,7199,Dougray Scott,4.5,1.85
399,304,1000,Action|Comedy|Sci-Fi|Thriller,John Boyega,Attack the Block ,82331,Jodie Whittaker,6.6,2.35
110,116,306,Drama|Romance|War,Jelena Jovanova,In the Land of Blood and Honey ,31414,Branko Djuric,4.3,2.35
285,383,873,Crime|Thriller,Michael Imperioli,The Call ,88241,Roma Maffia,6.7,1.85
2,29,14000,Action|Drama|History|War,Liam Neeson,Operation Chromite ,90,Jung-jae Lee,6.8,
61,234,477,Action|Adventure|Comedy|Family,Steve Irwin,The Crocodile Hunter: Collision Course ,5663,Steve Bastoni,5.4,2.35
242,113,170,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,I Love You Phillip Morris ,77305,Annie Golden,6.6,1.85
62,91,581,Adventure|Drama|History,Rae Dawn Chong,Quest for Fire ,16281,Gary Schwartz,7.4,2.35
121,543,18000,Biography|Drama,Denzel Washington,Antwone Fisher ,26493,Derek Luke,7.3,2.35
83,355,13000,Drama,Gabriel Millman,The Emperor's Club ,14354,Rob Morrow,6.9,1.85
122,975,11000,Action|Crime|Drama|Romance|Thriller,Brad Pitt,True Romance ,163492,Michael Rapaport,8.0,2.35
88,1000,6000,Drama|Romance|Sci-Fi,Eva Green,Womb ,9957,Hannah Murray,6.4,2.35
120,99,18000,Crime|Drama|Mystery,Kevin Spacey,Glengarry Glen Ross ,75675,Jude Ciccolella,7.8,2.35
225,204,818,Crime|Drama|Thriller,Liam Aiken,The Killer Inside Me ,28483,Jay R. Ferguson,6.1,2.35
130,697,783,Fantasy|Horror|Thriller,Ed Begley Jr.,Cat People ,14193,John Heard,6.1,1.85
167,472,1000,Horror|Mystery,Julian Morris,Sorority Row ,24012,Rumer Willis,5.1,2.35
7,135,490,Adventure|Drama|Romance,David Niven,The Prisoner of Zenda ,3256,Ronald Colman,7.8,1.37
226,552,33000,Comedy|Drama|Romance,Ryan Gosling,Lars and the Real Girl ,114762,Paul Schneider,7.4,1.85
185,18,77,Drama|War,Richard Johnson,The Boy in the Striped Pajamas ,132386,Cara Horgan,7.8,1.85
177,322,963,Crime|Drama|Musical,Catherine Deneuve,Dancer in the Dark ,79330,Björk,8.0,2.35
28,241,1000,Drama|Romance,Tom Wilkinson,Oscar and Lucinda ,5648,Clive Russell,6.7,2.35
48,599,812,Crime|Drama,Isabella Rossellini,The Funeral ,6921,Gretchen Mol,6.6,1.85
116,506,966,Comedy|Drama|Romance,Jenna Fischer,Solitary Man ,13371,Richard Schiff,6.4,1.85
391,844,22000,Action|Crime|Thriller,Robert De Niro,Machete ,165792,Cheech Marin,6.7,1.85
117,168,18000,Biography|Comedy|Crime|Drama,Kevin Spacey,Casino Jack ,14757,Christian Campbell,6.2,2.35
24,191,912,Adventure|Animation|Family,Judith Barsi,The Land Before Time ,61753,Bill Erwin,7.3,1.33
86,489,717,Action|Drama|War,Min-sik Choi,Tae Guk Gi: The Brotherhood of War ,31943,Dong-gun Jang,8.1,2.35
41,655,968,Comedy|Drama|Family|Sport,Clifton Collins Jr.,The Perfect Game ,2676,Bruce McGill,7.0,2.35
304,259,1000,Horror,Ellen Burstyn,The Exorcist ,284252,Lee J. Cobb,8.0,1.37
385,366,813,Adventure|Drama|Thriller,Roy Scheider,Jaws ,412454,Murray Hamilton,8.0,2.35
145,1000,3000,Comedy,Alyson Hannigan,American Pie ,315549,Natasha Lyonne,7.0,1.85
99,186,6000,Animation|Comedy|Crime|Drama|Family,Mackenzie Foy,Ernest & Celestine ,12029,Lambert Wilson,7.9,1.85
29,148,400,Action|Adventure|Comedy|Fantasy|Mystery,Victor Wong,The Golden Child ,39798,Charlotte Lewis,5.9,1.85
77,807,997,Comedy|Romance,Chris Brown,Think Like a Man ,34579,Regina Hall,6.6,2.35
91,436,656,Comedy|Drama,Sean Patrick Thomas,Barbershop ,22147,Cedric the Entertainer,6.3,1.85
148,664,12000,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek II: The Wrath of Khan ,91414,Nichelle Nichols,7.7,2.35
61,567,759,Comedy,Sean Young,Ace Ventura: Pet Detective ,216486,David Margulies,6.9,1.85
84,793,2000,Sci-Fi|Thriller,Matthew Broderick,WarGames ,71842,Ally Sheedy,7.1,1.85
83,733,11000,Crime|Drama|Romance|Thriller,Harrison Ford,Witness ,66966,Lukas Haas,7.4,1.85
216,11,93,Action|Adventure|Drama|Thriller|War,Alex Veadov,Act of Valor ,57996,Rorke Denver,6.5,2.35
107,920,17000,Crime|Drama|Music|Romance,Channing Tatum,Step Up ,90938,Josh Henderson,6.5,2.35
63,616,13000,Adventure|Animation|Comedy|Crime,Bruce Willis,Beavis and Butt-Head Do America ,42892,John Doman,6.8,1.85
140,889,22000,Crime|Thriller,Robert De Niro,Jackie Brown ,239540,Robert Forster,7.5,1.85
153,816,1000,Adventure|Comedy,Danneel Ackles,Harold & Kumar Escape from Guantanamo Bay ,113918,Beverly D'Angelo,6.6,1.85
414,371,963,Drama|Sci-Fi|Thriller,Michael Kelly,Chronicle ,204327,Ashley Hinshaw,7.1,1.85
16,122,405,Drama|Musical|Romance,Miriam Margolyes,Yentl ,9503,Steven Hill,6.6,1.85
139,504,629,Adventure|Comedy|Fantasy|Sci-Fi,Shelley Duvall,Time Bandits ,45890,Kenny Baker,7.0,1.85
111,135,1000,Comedy|Drama,Britney Spears,Crossroads ,34219,Dave Allen,3.3,1.85
229,281,971,Comedy|Crime,Dax Flame,Project X ,157051,Oliver Cooper,6.7,1.85
112,78,654,Biography|Drama|War,George C. Scott,Patton ,76398,Bill Hickman,8.0,2.2
207,933,49000,Drama|Thriller,Robin Williams,One Hour Photo ,97938,Connie Nielsen,6.8,1.85
198,1000,137000,Horror|Sci-Fi|Thriller,Andrew Fiscella,Quarantine ,57446,Dania Ramirez,6.0,1.85
172,451,17000,Horror|Mystery,Chloë Grace Moretz,The Eye ,44130,Obba Babatundé,5.4,2.35
45,826,1000,Comedy,Vanessa Williams,Johnson Family Vacation ,5928,Shad Moss,4.3,2.35
34,722,995,Comedy|Fantasy,Hector Elizondo,How High ,42644,T.J. Thyne,6.2,1.85
75,84,227,Comedy|Drama|Family|Fantasy|Musical,Steven Mackintosh,The Muppet Christmas Carol ,33850,Steve Whitmire,7.7,1.85
400,834,6000,Action|Adventure|Thriller,Eva Green,Casino Royale ,470501,Ivana Milicevic,8.0,2.35
128,898,4000,Biography|Drama|Romance,Salma Hayek,Frida ,61651,Valeria Golino,7.4,1.85
68,8,28,Documentary|Music,Lexie Contursi,Katy Perry: Part of Me ,12383,Anthony Burrell,5.9,1.85
326,733,8000,Drama|Romance,Shailene Woodley,The Fault in Our Stars ,249688,Nat Wolff,7.8,1.85
128,599,13000,Crime|Drama,Matt Damon,Rounders ,121676,Gretchen Mol,7.4,2.35
161,555,3000,Comedy|Romance,Rosario Dawson,Top Five ,21672,J.B. Smoove,6.5,2.35
70,79,452,Horror|Sci-Fi,Talia Shire,Prophecy ,3000,Robert Foxworth,5.4,2.35
164,282,347,Horror|Mystery|Thriller,Illeana Douglas,Stir of Echoes ,62468,Lusia Strus,7.0,1.85
68,898,1000,Action|Adventure|Biography|Drama|History,Peter Mensah,Spartacus: War of the Damned             ,173172,Viva Bianca,8.6,16.0
354,322,1000,Biography|Drama,Steve Coogan,Philomena ,76094,Peter Hermann,7.6,1.85
125,805,975,Comedy|Drama,Alicia Witt,The Upside of Anger ,19007,Joan Allen,6.9,2.35
55,801,1000,Drama|Thriller,Laurence Olivier,The Boys from Brazil ,20660,Steve Guttenberg,7.0,1.85
66,717,836,Comedy|Family|Fantasy|Romance,Tammin Sursok,Aquamarine ,30462,Dichen Lachman,5.3,1.85
191,376,733,Drama|Mystery|Romance,Nat Wolff,Paper Towns ,63390,Meg Crosbie,6.4,2.35
33,581,873,Comedy,Michael Imperioli,My Baby's Daddy ,3119,Bai Ling,4.5,1.85
433,622,1000,Adventure|Comedy|Drama,Devin Ratray,Nebraska ,91082,Will Forte,7.8,2.35
66,580,1000,Action|Fantasy|Horror|Thriller,CCH Pounder,Tales from the Crypt: Demon Knight ,16646,Gary Farmer,6.7,1.85
37,611,833,Comedy|Crime|Family,Noel Fisher,Max Keeble's Big Move ,5794,Larry Miller,5.3,1.85
325,390,9000,Comedy|Drama,Charlize Theron,Young Adult ,64682,Collette Wolfe,6.3,1.85
170,501,26000,Action|Crime|Thriller,Jason Statham,Crank ,196422,Jose Pablo Cantillo,7.0,1.78
11,324,1000,Comedy,Bernie Mac,How to Be a Player ,2301,Lark Voorhies,5.3,1.85
24,604,1000,Comedy|Drama|Romance,Holly Hunter,Living Out Loud ,4052,Jenette Goldstein,6.6,2.35
70,696,988,Comedy|Romance|Sport,Common,Just Wright ,10103,Mehcad Brooks,5.8,2.35
232,471,11000,Drama|Romance,Anne Hathaway,Rachel Getting Married ,41226,Bill Irwin,6.7,1.85
34,85,1000,Crime|Drama|Romance|Thriller,Anjelica Huston,The Postman Always Rings Twice ,16764,John Colicos,6.6,1.85
160,1000,19000,Biography|Drama|Romance,Scarlett Johansson,Girl with a Pearl Earring ,60171,Tom Wilkinson,7.0,2.35
96,18,362,Adventure|Drama|Thriller|War,Jürgen Prochnow,Das Boot ,168203,Herbert Grönemeyer,8.4,1.85
106,877,2000,Drama|History|War|Western,Dennis Quaid,The Alamo ,16832,Jordi Mollà,6.0,2.35
53,503,529,Comedy,Heather Matarazzo,Sorority Boys ,12007,Harland Williams,5.4,1.85
274,171,565,Drama|Fantasy|Romance,Tom Hughes,About Time ,202341,Lindsay Duncan,7.8,2.35
248,4,755,Action|Adventure|Drama|Romance,Takeshi Kaneshiro,House of Flying Daggers ,92295,Zhengyong Zhang,7.6,2.35
288,360,664,Drama|Thriller,Nate Parker,Arbitrage ,41574,Reg E. Cathey,6.6,1.85
177,265,452,Sci-Fi|Thriller,Gary Weeks,Project Almanac ,57349,Sofia Black-D'Elia,6.4,2.35
81,192,436,Biography|Drama|Music,Cedric the Entertainer,Cadillac Records ,15412,Tammy Blanchard,7.0,2.35
29,654,931,Comedy|Crime,Sarah Silverman,Screwed ,6965,Sherman Hemsley,5.7,1.85
58,968,1000,Action|Crime|Sci-Fi|Thriller,Christopher Lambert,Fortress ,23383,Clifton Collins Jr.,5.9,1.85
144,783,957,Comedy,John Michael Higgins,For Your Consideration ,12197,Ed Begley Jr.,6.3,1.85
114,99,537,Comedy|Drama,Melanie Griffith,Celebrity ,20576,Greg Mottola,6.3,1.66
132,316,433,Comedy|Drama,Jill Clayburgh,Running with Scissors ,20000,Dagmara Dominczyk,6.2,2.35
60,251,525,Comedy|Musical|Romance,Anika Noni Rose,From Justin to Kelly ,23606,Brian Dietzen,2.1,1.85
30,599,873,Comedy|Drama,Michael Imperioli,Girl 6 ,4961,Gretchen Mol,5.0,1.85
138,48,1000,Mystery|Thriller,Jennifer Jason Leigh,In the Cut ,18632,Susan Gardner,5.3,1.85
190,103,812,Drama|Romance,Isabella Rossellini,Two Lovers ,29613,Samantha Ivers,7.1,2.35
61,794,5000,Drama,Bob Hoskins,Last Orders ,5016,JJ Feild,7.0,2.35
363,74,629,Comedy|Drama|Horror|Sci-Fi,Doona Bae,The Host ,68883,Ah-sung Ko,7.0,1.85
2,212,3000,Adventure|Crime|Thriller,Robert Duvall,The Pursuit of D.B. Cooper ,763,Paul Gleason,5.7,1.85
131,611,769,Fantasy|Horror|Thriller,Jeremy Davies,Ravenous ,29990,David Arquette,7.1,2.35
146,442,21000,Comedy|Drama|Romance,Robert Downey Jr.,Charlie Bartlett ,56654,Hope Davis,7.0,1.85
280,70,211,Drama,Toni Servillo,The Great Beauty ,55516,Serena Grandi,7.7,2.35
78,77,1000,Comedy|Drama,Kieran Culkin,The Dangerous Lives of Altar Boys ,12047,Jake Richardson,7.1,1.85
469,520,3000,Drama|Thriller,Mia Wasikowska,Stoker ,84620,Harmony Korine,6.8,2.35
194,576,878,Drama|Romance|Sci-Fi,Li Gong,2046 ,41496,Maggie Cheung,7.5,2.35
121,18,60,Crime|Drama|Romance,David Richmond-Peck,Married Life ,8014,Timothy Webber,6.3,1.85
38,393,706,Adventure|Drama|Family,Eamonn Walker,Duma ,6454,Campbell Scott,7.3,1.85
123,289,845,Drama|Mystery|Romance,Tony Curran,Ondine ,16863,Alicja Bachleda,6.8,1.85
81,403,865,Crime|Drama|Thriller,Omar Epps,Brother ,18520,James Shigeta,7.2,1.85
72,146,693,Comedy|Crime,Michael Jeter,Welcome to Collinwood ,12559,Andy Davoli,6.4,2.35
25,745,941,Comedy|Drama,Kyra Sedgwick,Critical Care ,1427,Albert Brooks,6.0,1.85
78,350,797,Drama|Mystery|Thriller,Eva Amurri Martino,The Life Before Her Eyes ,12125,Brett Cullen,6.4,2.35
57,820,967,Comedy|Drama|Romance,Dianne Wiest,Darling Companion ,2551,Sam Shepard,5.1,2.35
69,289,662,Crime|Drama|Thriller,Zack Ward,Trade ,14831,Alicja Bachleda,7.5,2.35
73,0,9,Drama|Romance|War,Marcell Nagy,Fateless ,5603,Bálint Péntek,7.1,2.35
42,865,13000,Comedy,Bruce Willis,Breakfast of Champions ,6884,Omar Epps,4.6,1.85
