director_name,director_facebook_likes,movie_title,num_voted_users,plot_keywords,movie_imdb_link,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
John Carpenter,0,Halloween ,157857,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,English,USA,R,300000,742,7.9,2.35,12000
Harold Ramis,11000,National Lampoon's Vacation ,71183,amusement park|dog|family vacation|national lampoon series|vacation,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,English,USA,R,15000000,695,7.4,1.85,0
Jeff Tremaine,79,Bad Grandpa ,77724,child beauty pageant|grandson|hidden camera|jackass|road trip,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,English,USA,R,15000000,38,6.6,1.85,26000
Stephen Frears,350,The Queen ,85333,monarchy|prime minister|princess diana|queen|speech,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,English,UK,PG-13,9800000,48,7.3,1.85,0
Tim Burton,13000,Beetlejuice ,189413,attic|ghost|surrealism|teenage girl|yuppie,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,English,USA,PG,15000000,692,7.5,1.85,15000
Tyler Perry,0,Why Did I Get Married? ,9811,marriage|overweight|psychologist|secret|work,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,721,5.6,1.85,1000
Gillian Armstrong,44,Little Women ,36624,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,English,USA,PG,15000000,4000,7.3,1.85,0
James Watkins,43,The Woman in Black ,139749,afterlife|baby boy|bird in a cage|ghost|reunited family,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,English,UK,PG-13,17000000,326,6.4,2.35,29000
Simon West,165,When a Stranger Calls ,34711,babysitting|cell phone|high school|nightmare|teenager,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,431,5.0,2.35,0
Shawn Levy,189,Big Fat Liar ,29008,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,English,USA,PG,15000000,927,5.4,1.85,896
Michael Cimino,517,The Deer Hunter ,232577,escape|friend|party|pittsburgh steelers|vietnam,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,English,UK,R,15000000,11000,8.2,2.35,11000
Barry Levinson,272,Wag the Dog ,67604,death|election|hollywood|president|scandal,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,English,USA,R,15000000,4000,7.1,1.85,12000
Jim Fall,13,The Lizzie McGuire Movie ,27580,best friend|roma|singer|spaghetti|teenager,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,English,USA,PG,17000000,738,5.3,2.35,0
Ric Roman Waugh,29,Snitch ,64747,cigarette smoking|dea|drugs|inspired by true events|undercover,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,1000,6.5,2.35,12000
Michael Dougherty,66,Krampus ,29867,christmas|german|holiday|krampus|santa claus,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,658,6.2,2.35,27000
Robert Rodriguez,0,The Faculty ,92074,alien|high school|ohio|photographer|water,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,English,USA,R,15000000,4000,6.4,1.85,0
Brian Gibson,13,What's Love Got to Do with It ,13442,abusive husband|love|singer|tina turner|violence,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,English,USA,R,,22,7.2,1.85,0
James Mangold,446,Cop Land ,69576,corruption|faked death|falling off a roof|internal affairs|nypd,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,English,USA,R,10000000,13000,6.9,1.85,2000
Joel Gallen,11,Not Another Teen Movie ,80305,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,English,USA,R,16000000,983,5.7,1.85,0
David Ayer,453,End of Watch ,181025,lapd|police|police officer|south central los angeles|street gang,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,English,USA,R,7000000,10000,7.7,1.85,38000
Cameron Crowe,488,Aloha ,39782,box office flop|critically bashed|hawaii|one word title|written by director,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,English,USA,PG-13,37000000,14000,5.4,1.85,11000
Rob Cohen,357,The Skulls ,26846,college|friend|ivy league|secret society|suicide,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,1000,5.6,1.85,0
James Marsh,120,The Theory of Everything ,265507,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,English,UK,PG-13,15000000,876,7.7,2.35,90000
John Whitesell,14,Malibu's Most Wanted ,15939,los angeles california|person in car trunk|racial impersonation|south asian|street gang,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000,807,5.1,2.35,0
Matt Williams,18,Where the Heart Is ,27044,birth|oklahoma|photographer|tennessee|wal mart,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,1000,6.8,1.85,0
David Lean,767,Lawrence of Arabia ,192775,arab|british military|desert|ottoman empire|t.e. lawrence,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,English,UK,PG,15000000,202,8.4,2.2,11000
Rob Zombie,0,Halloween II ,36372,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,English,USA,R,15000000,764,4.9,1.85,3000
Jean-Marc Vallée,212,Wild ,86664,female protagonist|grief|hiking|loss of mother|mother daughter relationship,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,English,USA,R,15000000,820,7.1,2.35,38000
Dennis Iliadis,29,The Last House on the Left ,67822,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,English,USA,R,15000000,878,6.6,1.85,0
Clare Kilner,6,The Wedding Date ,38248,chick flick|escort|male escort|wedding|wedding date,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,650,6.1,1.85,0
Rick Rosenthal,28,Halloween: Resurrection ,26905,cult film|halloween|killer|michael myers|serial killer,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,English,USA,R,15000000,864,4.1,2.35,0
Louis Leterrier,255,Clash of the Titans ,229687,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,English,USA,PG-13,125000000,1000,5.8,2.35,15000
Rob Reiner,0,The Princess Bride ,294163,fairy tale|giant|pirate|princess|true love,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,English,USA,PG,16000000,636,8.1,1.85,33000
Denzel Washington,18000,The Great Debaters ,47626,college|debate|student|texas|wiley college,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,2000,7.6,2.35,0
Nicolas Winding Refn,0,Drive ,431578,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,English,USA,R,15000000,745,7.8,2.35,81000
Sara Sugarman,10,Confessions of a Teenage Drama Queen ,23408,band|friend|new york city|suburb|teenager,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,English,Germany,PG,15000000,636,4.6,1.85,810
Nicholas Hytner,13,The Object of My Affection ,15582,baby|dancing|gay|name calling|penis slur,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,English,USA,R,15000000,511,6.0,1.85,849
Juan Carlos Fresnadillo,35,28 Weeks Later ,212167,paris france|rage|sniper|u.s. army|zombie apocalypse,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,English,UK,R,15000000,1000,7.0,1.85,0
Thomas Carter,49,When the Game Stands Tall ,12596,coach|high school football,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,English,USA,PG,15000000,110,6.7,1.85,0
Wayne Wang,61,Because of Winn-Dixie ,8427,10 year old|dog|florida|girl|supermarket,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,English,USA,PG,14000000,807,6.4,1.85,1000
Gina Prince-Bythewood,107,Love & Basketball ,14322,basketball movie|female basketball player|high school|nba|title directed by female,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,886,7.2,1.85,0
George Armitage,5,Grosse Pointe Blank ,73347,assassin|high school|high school reunion|reunion|suburb,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,English,USA,R,15000000,822,7.4,1.85,0
Phil Traill,3,All About Steve ,33088,blind date|crossword puzzle|eccentric|fall|mine shaft,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,982,4.8,1.85,0
Joe Berlinger,31,Book of Shadows: Blair Witch 2 ,28964,convenience store|digit in title|punctuation in title|violence|witch,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,English,USA,R,15000000,184,4.0,1.85,949
Andrew Fleming,26,The Craft ,57140,coven|occult|outcast|spell|witch,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,English,USA,R,15000000,328,6.2,1.85,6000
Woody Allen,11000,Match Point ,166269,extramarital affair|infidelity|irony of fate|surprise ending|tennis,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,English,UK,R,15000000,567,7.7,1.85,0
Elizabeth Allen Rosenbaum,20,Ramona and Beezus ,13874,aunt|cat|death of pet|girl|no opening credits,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,English,USA,G,15000000,316,6.7,2.35,0
James Ivory,133,The Remains of the Day ,45703,butler|housekeeper|manor|servant|service,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,English,UK,PG,11500000,310,7.9,2.35,0
Paul Thomas Anderson,0,Boogie Nights ,189032,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,English,USA,R,15000000,360,7.9,2.35,0
Robert Harmon,11,Nowhere to Run ,17074,business|escaped convict|farm|motorcycle|widow,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,English,USA,R,15000000,605,5.5,1.85,466
Michael Mayer,15,Flicka ,6095,father son relationship|horse|horse ranch|ranch|wild mustang,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,English,USA,PG,15000000,786,6.2,2.35,1000
Martin Weisz,7,The Hills Have Eyes II ,49721,desert|fight|hill|murder|mutant,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,English,USA,R,15000000,557,5.1,2.35,0
John Ottman,83,Urban Legends: Final Cut ,13048,film set|movie set|sequel|slow motion|urban legend,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,English,USA,R,14000000,786,4.1,2.35,243
Jay Russell,13,Tuck Everlasting ,17983,fountain of youth|immortality|secret|woods|young man,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,English,USA,PG,15000000,874,6.7,2.35,0
John Bonito,8,The Marine ,27486,beating|marine|muscleman|tied up|tough guy,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,English,USA,PG-13,20000000,239,4.7,1.85,0
Peter Atencio,10,Keanu ,15385,car chase|gangsta|gun fight|hitman|kitten,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,English,USA,R,15000000,622,6.4,2.35,0
Shana Feste,19,Country Strong ,14814,country music|panties|pink panties|relapse|songwriter,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,English,Official site,PG-13,15000000,646,6.3,2.35,0
David Nutter,119,Disturbing Behavior ,17328,blue ribbon|high school|jacket|jock|yogurt,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,English,Australia,R,15000000,982,5.5,1.85,673
Derek Cianfrance,310,The Place Beyond the Pines ,187170,bank|carnival|motorcycle|police|rookie cop,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,English,USA,R,15000000,748,7.3,2.35,47000
Roger Donaldson,79,The November Man ,50056,critically bashed|premarital sex|sex scene|sex standing up|stripper,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,English,USA,R,15000000,614,6.3,2.35,0
Stephan Elliott,11,Eye of the Beholder ,13320,chicago illinois|false identity|femme fatale|new york city|spying,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,English,Canada,R,15000000,308,4.9,2.35,327
Kathryn Bigelow,0,The Hurt Locker ,332065,army|bomb|dangerous job|death|iraq,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,English,USA,R,15000000,602,7.6,1.85,16000
Mark L. Lester,73,Firestarter ,22797,captain|experiment|fire|psychic|secret government agency,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,English,USA,R,15000000,654,6.0,2.35,0
Andrew Dominik,181,Killing Them Softly ,111625,exploding car|hit by a car|poker game|punched in the face|shot to death,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,English,USA,R,15000000,820,6.2,2.35,20000
Anton Corbijn,210,A Most Wanted Man ,57210,intelligence|intelligence agency|secret service|surveillance camera|war on terror,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,English,UK,R,15000000,164,6.8,2.35,13000
Tom Green,374,Freddy Got Fingered ,39788,animator|bamboo cane|cartoonist|sausage|slacker,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,English,USA,R,15000000,503,4.5,1.85,0
Mike Nawrocki,12,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2037,17th century|king|pirate|vegetable|waiter,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,English,USA,G,15000000,173,5.7,1.85,175
Catherine Owens,0,U2 3D ,2673,3d in title|digit in title|rock band|rocker|u2,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,English,USA,G,,67,8.4,1.78,116
Douglas Aarniokoski,36,Highlander: Endgame ,16340,battle|explosion|immortal|revenge|sequel to cult film,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,English,USA,R,15000000,786,4.6,2.35,356
Bryan Barber,16,Idlewild ,4603,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,English,USA,R,15000000,585,6.2,2.35,489
Lone Scherfig,92,One Day ,106111,23 year time span|accidental death|best friend|loss of loved one|male female friendship,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,5000,7.0,2.35,49000
Drew Barrymore,0,Whip It ,55665,beauty pageant|friend|pageant|roller derby|texas,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,787,6.9,2.35,10000
Brian Koppelman,34,Knockaround Guys ,19768,mob|mobster|money|montana|sheriff,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,English,USA,R,,442,6.1,2.35,566
James Foley,164,Confidence ,30643,con|grifter|lap dance|organized crime|shot in the forehead,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,English,USA,R,15000000,324,6.7,2.35,622
Albert Brooks,745,The Muse ,9294,directed by star|muse|satire|screenwriter|tiffany's,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,821,5.6,1.37,251
Irwin Winkler,34,De-Lovely ,9649,cole porter|composer|love|party|tears,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,English,USA,PG-13,20000000,66,6.6,2.35,1000
Woody Allen,11000,New York Stories ,13692,12 year old|artist|hotel|three word title|written and directed by cast member,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,English,USA,PG,15000000,860,6.4,1.85,877
Steve Gomer,9,Barney's Great Adventure ,2724,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,English,Canada,G,15000000,417,2.8,1.85,436
RZA,561,The Man with the Iron Fists ,53471,blacksmith|box office flop|chop socky|critically bashed|village,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,English,USA,R,15000000,561,5.4,2.35,29000
Dean Parisot,23,Home Fries ,7159,baby|infidelity|pilot|pregnant|waitress,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,660,5.0,1.85,247
Mark Piznarski,4,Here on Earth ,7403,diner|love|private school|school|small town,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,841,5.1,1.85,648
Terry Gilliam,0,Brazil ,152306,black comedy|bureaucracy|dream|terrorist|wrongful arrest,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,English,UK,R,15000000,5000,8.0,1.85,16000
Sean McNamara,80,Raise Your Voice ,22649,music school|scholarship|small town|stage fright|three word title,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,English,USA,PG,15000000,872,5.9,2.35,1000
,,The Dead Zone             ,7122,psychic|psychic power|psychometry|spin off|supernatural power,http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,English,Canada,TV-14,,319,7.5,,576
Joel Coen,0,The Big Lebowski ,537419,death|drug|nihilism|rug|white russian,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,English,USA,R,15000000,12000,8.2,1.85,35000
Craig Brewer,153,Black Snake Moan ,52421,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,English,USA,R,15000000,788,7.0,2.35,0
Ron Shelton,41,Dark Blue ,17261,corrupt|criminal|investigation|lapd|police,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,English,USA,R,15000000,463,6.6,2.35,455
Michael Winterbottom,187,A Mighty Heart ,24150,fbi|journalist|missing|pakistan|reporter,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,English,USA,R,16000000,883,6.7,2.35,923
David Raynr,9,Whatever It Takes ,8055,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,897,5.5,1.85,816
Mort Nathan,2,Boat Trip ,26598,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,English,USA,R,20000000,852,4.9,1.85,1000
Oliver Parker,32,The Importance of Being Earnest ,18966,comedy of manners|false identity|farce|love|period drama,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,English,UK,PG,15000000,1000,6.9,2.35,0
Dan Curtis,45,The Love Letter ,1465,antique|desk|letter|love|time travel,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,English,USA,Unrated,,393,7.4,1.33,515
Wil Shriner,6,Hoot ,6562,fight|florida|montana|owl|school,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,English,USA,PG,15000000,625,5.6,1.85,647
Martin McDonagh,454,In Bruges ,307639,bruges|bullet|hope|irish|tourist,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,English,UK,R,15000000,49,8.0,2.35,32000
Tina Gordon Chism,24,Peeples ,4065,african american,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,539,5.3,2.35,0
Peter Cattaneo,11,The Rocker ,32311,20 years later|drummer|hdtv|rock band|rock star,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,14000,6.2,1.85,0
Vicky Jenson,96,Post Grad ,11498,graduation|graduation speech|title directed by female|tv studio|unemployment,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,971,5.3,1.85,0
Gus Van Sant,835,Promised Land ,30284,corporate greed|corporation|natural gas|salesman|small town,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,English,USA,R,15000000,826,6.6,1.85,10000
Woody Allen,11000,Whatever Works ,58967,atheist|limp|quantum mechanics|religion|runaway,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,658,7.2,1.85,10000
Mary Lambert,52,The In Crowd ,3668,clique|country club|female protagonist|lip gloss|title directed by female,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,397,4.6,1.85,157
Tommy Lee Jones,0,Three Burials ,34194,cemetery|friend|journey|mexico|promise,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,English,France,R,15000000,324,7.5,2.35,0
Peter Kassovitz,0,Jakob the Liar ,12601,german|ghetto|hope|nazi|radio,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,English,France,PG-13,15000000,1000,6.5,1.85,0
Shane Black,1000,Kiss Kiss Bang Bang ,175962,actor|detective sergeant|hotel|nightclub|thief,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,English,USA,R,15000000,1000,7.6,2.35,0
Rodman Flender,6,Idle Hands ,33745,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,English,USA,R,20000000,729,6.2,1.85,0
David Lynch,0,Mulholland Drive ,235992,amnesia|car accident|female protagonist|lesbian sex|loss of memory,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,English,France,R,15000000,889,8.0,1.85,16000
Katja von Garnier,18,Blood and Chocolate ,15388,colorado|love|murder|rocky mountains|werewolf,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,English,USA,PG-13,,400,5.5,2.35,0
Woody Allen,11000,You Will Meet a Tall Dark Stranger ,36145,call girl|charlatan|fortune teller|manuscript|writer,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,English,USA,R,22000000,6000,6.3,1.85,0
Mark Romanek,132,Never Let Me Go ,109873,boarding school|childhood|love|love triangle|organ donation,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,English,UK,R,15000000,882,7.2,2.35,33000
,,The Company             ,3828,cia|mole|revolution|spy|ussr,http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,English,USA,,,555,7.9,1.78,733
Brad Anderson,122,Transsiberian ,42792,35 mm digital camera|drugs|murder|train|travel,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,English,Spain,R,15000000,278,6.7,2.35,0
Michael Chapman,70,The Clan of the Cave Bear ,4996,cave bear|cro magnon|neanderthal|survival|tradition,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,English,USA,R,15000000,324,5.3,2.35,843
Antonio Banderas,0,Crazy in Alabama ,5917,abusive husband|alabama|boy|dream|sheriff,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,English,USA,PG-13,15000000,664,6.3,2.35,391
Michael Haneke,0,Funny Games ,69569,breaking the fourth wall|looking at the camera|remake|serial killer|violence,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,English,USA,R,15000000,294,6.5,1.85,0
Khalil Sullins,5,Listening ,1933,divorce papers|fainting|mind control|playground|technology,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,English,Cambodia,,,134,5.6,2.35,708
Atom Egoyan,460,Felicia's Journey ,6690,caterer|catering|chef|friend|lawn mower,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,English,Canada,PG-13,,203,7.0,2.35,284
Fritz Lang,756,Metropolis ,111841,art deco|bible quote|dance|silent film|worker,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,German,Germany,Not Rated,6000000,23,8.3,1.33,12000
Pierre Morel,180,District B13 ,55928,bomb|gang|police|sister|undercover cop,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,French,France,R,12000000,297,7.2,2.35,0
Gary Fleder,39,Things to Do in Denver When You're Dead ,22345,death|finger gun|video message|what happened to epilogue|wheelchair,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,English,USA,R,7000000,970,6.8,1.85,0
Hsiao-Hsien Hou,141,The Assassin ,9427,black magic|china|love|refusal to kill|wuxia,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,Mandarin,Taiwan,Not Rated,15000000,103,6.4,1.37,0
Gregor Jordan,34,Buffalo Soldiers ,20730,berlin wall|germany|murder|soldier|specialist,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,English,UK,R,15000000,826,6.9,2.35,664
Andrey Zvyagintsev,445,The Return ,31589,boy|photograph|return|russian|wilderness,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,Russian,Russia,Unrated,,13,8.0,1.85,0
Tony Jaa,0,Ong-bak 2 ,24570,cult film|elephant|jungle|martial arts|stylized violence,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,Thai,Thailand,R,300000000,45,6.2,2.35,0
Neil Marshall,197,Centurion ,64777,mushroom|mute|roman soldier|screaming|wood carving,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,English,UK,R,,794,6.4,2.35,0
Russell Mulcahy,85,Silent Trigger ,2699,assassin|die hard scenario|rangefinder|soldier|veteran,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,English,Canada,R,9000000,476,5.6,2.35,154
Ryûhei Kitamura,129,The Midnight Meat Train ,47574,butcher|girlfriend|mute character|photographer|subway,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,English,USA,R,15000000,1000,6.1,2.35,0
Darrell Roodt,36,Winnie Mandela ,609,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,English,South Africa,R,15000000,248,6.0,,705
Dito Montiel,68,The Son of No One ,14280,housing project|letter|man with glasses|murder|subjective camera,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,English,USA,R,15000000,14000,5.1,2.35,0
Stefan Ruzowitzky,24,All the Queen's Men ,2236,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,English,Germany,PG-13,25000000,595,4.5,2.35,193
Jake Paltrow,17,The Good Night ,7519,commercial|dream|dreaming|girl|new york city,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,English,USA,R,15000000,165,5.9,1.85,445
Juraj Jakubisko,15,Bathory: Countess of Blood ,3425,bathory|countess|female protagonist|legend|virgin blood,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,English,Slovakia,R,,627,6.0,2.35,0
Anthony Silverston,0,Khumba ,4006,herd|ostrich|waterhole|wildebeest|zebra,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,English,South Africa,Not Rated,20000000,12000,5.8,,0
Gabe Ibáñez,19,Automata ,41638,child hitman|dystopia|future|robot|self repair,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,English,Bulgaria,R,7000000,889,6.1,2.35,13000
Gerry Lively,93,Dungeons & Dragons: Wrath of the Dragon God ,5018,combat|helmet|martial arts|medieval times|violence,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,English,Germany,Not Rated,15000000,55,4.9,1.78,473
Daniele Luchetti,6,Chiamatemi Francesco - Il Papa della gente ,80,,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,Spanish,Italy,,15000000,57,5.7,,18
