director_facebook_likes,actor_3_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,num_user_for_reviews,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
81,81,33631221,George Kennedy,The Gambler ,3784,Griffin Cleveland,145,USA,R,25000000,2014,6.0,2.35,0
53,8000,37738400,Benedict Cumberbatch,August: Osage County ,39690,Julia Roberts,285,USA,R,25000000,2013,7.3,2.35,30000
3,28,24381334,Connie Ray,Ice Princess ,235,Amy Stewart,81,USA,G,,2005,6.0,1.85,901
13,165,21835784,Aimee Garcia,A Lot Like Love ,1095,James Read,161,USA,PG-13,30000000,2005,6.6,1.85,0
452,141,15785632,Hugh Jackman,Eddie the Eagle ,21195,Tim McInnerny,119,UK,PG-13,23000000,2016,7.5,2.35,15000
0,3000,21554585,Denzel Washington,He Got Game ,37315,Rosario Dawson,109,USA,R,25000000,1998,6.9,1.85,0
19,977,22200000,Johnny Depp,Don Juan DeMarco ,52122,Faye Dunaway,117,USA,PG-13,25000000,1994,6.8,1.85,0
,3,,Justin Fletcher,Shaun the Sheep             ,55,Kate Harbour,12,UK,TV-G,,,8.3,,834
529,690,80014842,Channing Tatum,Dear John ,19945,Scott Porter,186,USA,PG-13,25000000,2010,6.3,2.35,14000
41,619,23527955,Chris Evans,The Losers ,12841,Óscar Jaenada,165,USA,PG-13,25000000,2010,6.4,2.35,0
24,155,24042490,Bailee Madison,Don't Be Afraid of the Dark ,3744,Jack Thompson,250,USA,R,25000000,2010,5.6,1.85,10000
5,874,22466994,Jason Statham,War ,33565,Nadine Velazquez,166,USA,R,25000000,2007,6.3,2.35,0
0,98,17791031,Adam Sandler,Punch-Drunk Love ,11994,Don McManus,888,USA,R,25000000,2002,7.3,2.35,0
17,360,17718223,Matt Damon,EuroTrip ,14180,Jacob Pitts,316,USA,R,25000000,2004,6.6,1.85,0
70,223,15361537,Claudia Christian,Half Past Dead ,1855,Tony Plana,132,Germany,PG-13,13000000,2002,4.6,1.85,564
176,825,16647384,Tyler James Williams,Unaccompanied Minors ,4431,B.J. Novak,56,USA,PG,26000000,2006,5.1,2.35,498
21,418,16118077,Dianne Wiest,Bright Lights, Big City ,3067,Swoosie Kurtz,37,USA,R,25000000,1988,5.6,1.85,377
48,376,15091542,Martin Landau,The Adventures of Pinocchio ,2465,Bebe Neuwirth,22,UK,G,25000000,1996,5.3,2.35,246
0,58,15331289,Stephen Dillane,The Greatest Game Ever Played ,1217,Amanda Tilson,106,USA,PG,,2005,7.5,1.85,0
219,258,15045676,Frank Langella,The Box ,2466,Celia Weston,376,USA,PG-13,16000000,2009,5.6,2.35,0
27,49,17427926,Laura Ramsey,The Ruins ,1749,Sergio Calderón,351,USA,R,8000000,2008,5.9,2.35,0
154,347,14983572,Mark Valley,The Next Best Thing ,2498,Illeana Douglas,162,USA,PG-13,25000000,2000,4.7,1.85,378
0,255,14637490,Frank Grillo,My Soul to Take ,2537,Zena Grey,136,USA,R,25000000,2010,4.8,2.35,0
42,111,14589444,Chris Marquette,The Girl Next Door ,911,Jacob Young,513,USA,R,25000000,2004,6.8,1.85,0
17,218,14095303,Natasha Henstridge,Maximum Risk ,1634,Paul Ben-Victor,68,USA,R,25000000,1996,5.4,2.35,503
54,455,13973532,Martin Starr,Stealing Harvard ,3065,Chris Penn,92,USA,PG-13,25000000,2002,5.1,1.85,215
241,151,1865774,Tom Hardy,Legend ,27659,Tara Fitzgerald,174,UK,R,30000000,2015,7.0,2.35,43000
82,432,13920741,Sissy Spacek,Hot Rod ,2062,Chris Parnell,149,USA,PG-13,,2007,6.7,2.35,0
160,852,18860403,Chris Zylka,Shark Night 3D ,4952,Katharine McPhee,130,USA,PG-13,25000000,2011,4.0,1.85,0
317,70,13038660,Emily Watson,Angela's Ashes ,1282,Pauline McLynn,163,USA,R,25000000,1999,7.3,1.85,0
425,148,28831145,Jennifer Garner,Draft Day ,3757,Patrick St. Esprit,113,USA,R,25000000,2014,6.8,2.35,14000
365,141,,Frank Finlay,Lifeforce ,1008,Peter Firth,189,UK,R,25000000,1985,6.1,2.35,0
,265,,Elizabeth Daily,The Powerpuff Girls             ,2346,Tom Kane,60,USA,TV-Y7,,,7.2,4.0,581
0,939,11538204,Robin Wright,The Conspirator ,21163,Stephen Root,135,USA,PG-13,25000000,2010,7.0,2.35,0
308,872,11008432,Heath Ledger,Lords of Dogtown ,16651,Rebecca De Mornay,194,USA,PG-13,25000000,2005,7.1,1.85,5000
36,399,12188642,Marco Treviño,The 33 ,2230,Jacob Vargas,56,Chile,PG-13,26000000,2015,6.9,2.35,0
0,52,11100000,Victor Wong,Big Trouble in Little China ,896,Peter Kwong,331,USA,PG-13,25000000,1986,7.3,2.35,19000
8,8,,Dany Boon,A Perfect Plan ,210,Alice Pol,11,France,,17000000,2012,6.3,2.35,853
149,581,13651662,Tom Hardy,Warrior ,29692,Kevin Dunn,514,USA,PG-13,25000000,2011,8.2,2.35,77000
277,8000,11030963,Alan Rickman,Michael Collins ,48482,Julia Roberts,93,UK,R,28000000,1996,7.1,1.85,0
33,251,10769960,Tom Berenger,Gettysburg ,2107,James Patrick Stuart,256,USA,PG,25000000,1993,7.7,1.85,0
108,2000,10911750,Joseph Gordon-Levitt,Stop-Loss ,43560,Abbie Cornish,99,USA,R,25000000,2008,6.5,1.85,982
79,956,10719367,Charlie Hunnam,Abandon ,28987,Tony Goldwyn,157,USA,PG-13,25000000,2002,4.9,2.35,261
57,92,10114315,John Doe,Brokedown Palace ,582,Daniel Lapaine,187,USA,PG-13,25000000,1999,6.4,2.35,0
30,309,49122319,Kyra Sedgwick,The Possession ,2348,Natasha Calis,162,USA,PG-13,14000000,2012,5.9,2.35,17000
121,354,10070000,Brendan Fraser,Mrs. Winterbourne ,5023,Cathryn de Prume,50,USA,PG-13,25000000,1996,6.2,1.85,491
37,268,10324441,Alexander Skarsgård,Straw Dogs ,11431,Rhys Coiro,140,USA,R,25000000,2011,5.8,2.35,7000
529,174,7156933,Hope Davis,The Hoax ,1134,James Biberi,74,USA,R,25000000,2006,6.7,1.85,348
22,120,9286314,Brian Bosworth,Stone Cold ,583,Richard Gant,62,USA,R,17000000,1991,5.9,1.85,0
214,3000,56692,Viggo Mortensen,The Road ,23566,Robert Duvall,504,USA,R,25000000,2009,7.3,2.35,32000
71,42,,Tanya Roberts,Sheena ,611,Ted Wass,52,UK,PG,25000000,1984,4.8,2.35,739
32,324,5654777,Cheech Marin,Underclassman ,2165,Kaylee DeFer,26,USA,PG-13,25000000,2005,4.1,2.35,206
6,248,5516708,Eddie Cibrian,Say It Isn't So ,2413,Jack Plotnick,91,USA,R,25000000,2001,4.9,1.85,295
79,50,5128124,Anthony Hopkins,The World's Fastest Indian ,12574,Craig Hall,251,New Zealand,PG-13,25000000,2005,7.9,2.35,11000
160,490,34014398,Lin Shaye,Snakes on a Plane ,2603,Rachel Blanchard,1033,Germany,R,33000000,2006,5.6,2.35,4000
54,919,4064333,Naomi Watts,Tank Girl ,9662,Jeff Kober,173,USA,R,25000000,1995,5.2,2.35,0
2,807,4006906,Donald Faison,King's Ransom ,4990,Regina Hall,20,USA,PG-13,15000000,2005,4.1,1.85,83
353,18,3073392,Don McKellar,Blindness ,142,Yûsuke Iseya,300,Canada,R,25000000,2008,6.6,1.85,0
892,492,1550000,Meat Loaf,BloodRayne ,2930,Michael Paré,471,USA,R,25000000,2005,2.9,2.35,937
2000,132,,Kate Winslet,Carnage ,25143,Julie Adams,181,France,R,25000000,2011,7.2,2.35,21000
460,490,871527,Colin Firth,Where the Truth Lies ,16090,Rachel Blanchard,128,Canada,R,25000000,2005,6.5,2.35,507
80,31,12495865,Dallas Barnett,Cirque du Soleil: Worlds Away ,539,Igor Zaripov,35,USA,PG,,2012,6.8,,0
162,745,777423,Billy Burke,Without Limits ,4351,Billy Crudup,57,USA,PG-13,25000000,1998,7.2,2.35,942
0,240,1186957,Zoe Kazan,Me and Orson Welles ,1591,James Tupper,69,UK,PG-13,25000000,2008,6.8,2.35,0
911,232,85433,Jim Sturgess,The Best Offer ,5954,Liya Kebede,131,Italy,R,13500000,2013,7.8,2.35,31000
0,407,1697956,Nicolas Cage,Bad Lieutenant: Port of Call New Orleans ,13809,Shawn Hatosy,212,USA,R,20000000,2009,6.7,1.85,6000
4,602,,Ed Begley Jr.,A Turtle's Tale: Sammy's Adventures ,3874,Stacy Keach,22,France,PG,,2010,6.1,2.35,0
0,92,183662,François Cluzet,Little White Lies ,890,Gilles Lellouche,48,France,Not Rated,25000000,2010,7.1,2.35,0
138,416,134904,Scout Taylor-Compton,Love Ranch ,3204,Gil Birmingham,17,USA,R,25000000,2010,5.7,1.78,636
0,0,,Yolande Moreau,The True Story of Puss'N Boots ,53,Jérôme Deschamps,24,France,G,25000000,2009,2.9,,90
0,7,,Sergey Garmash,Space Dogs ,48,Aleksandr Bashirov,8,Russia,G,25000000,2010,5.2,,200
0,1000,16969390,Michael Fassbender,The Counselor ,27797,Goran Visnjic,431,USA,R,25000000,2013,5.3,2.35,24000
9,520,,Jason Flemyng,Ironclad ,3287,Derek Jacobi,103,UK,R,25000000,2011,6.2,2.35,0
27,87,,Rod Steiger,Waterloo ,705,Jack Hawkins,76,Italy,G,25000000,1970,7.3,2.35,690
3,55,129115,Siu-Wong Fan,Kung Fu Killer ,285,Wai-Keung Lau,26,China,,25000000,2014,6.5,2.35,0
535,399,,Martin Kove,Red Sky ,2204,Jacob Vargas,11,USA,PG-13,25000000,2014,4.1,,437
350,418,34700000,Keanu Reeves,Dangerous Liaisons ,35501,Swoosie Kurtz,143,USA,R,14000000,1988,7.7,1.85,0
179,4000,717753,Kristen Stewart,On the Road ,33747,Kirsten Dunst,128,France,R,25000000,2012,6.1,2.35,27000
12000,643,109713132,Leonard Nimoy,Star Trek IV: The Voyage Home ,15449,Walter Koenig,219,USA,PG,25000000,1986,7.3,2.35,0
13000,461,70269171,Sylvester Stallone,Rocky Balboa ,15111,Mike Tyson,962,USA,PG,24000000,2006,7.2,1.85,0
19,848,28772222,Ray Winstone,Point Break ,3962,Delroy Lindo,163,USA,PG-13,105000000,2015,5.3,2.35,37000
0,221,101334374,Omar Epps,Scream 2 ,2321,Kevin Williamson,488,USA,R,24000000,1997,6.1,2.35,0
149,439,1512815,Natalie Portman,Jane Got a Gun ,21414,Boyd Holbrook,56,USA,R,25000000,2016,5.8,2.35,0
167,676,65182182,Romany Malco,Think Like a Man Too ,4830,David Walton,38,USA,PG-13,24000000,2014,5.7,2.35,3000
36,900,57262492,Bruce Willis,The Whole Nine Yards ,17582,Natasha Henstridge,318,USA,R,24000000,2000,6.7,1.85,0
71,304,80000000,Dianne Wiest,Footloose ,1962,Lori Singer,113,USA,PG,8200000,1984,6.5,1.85,0
480,497,74608545,Will Ferrell,Old School ,10325,Patrick Fischler,404,USA,R,24000000,2003,7.2,2.35,0
0,161,41895491,Jeff Bridges,The Fisher King ,12947,Harry Shearer,170,USA,R,24000000,1991,7.6,1.85,12000
41,970,39989008,Muse Watson,I Still Know What You Did Last Summer ,49847,Bill Cobbs,418,USA,R,24000000,1998,4.6,2.35,891
597,597,32662299,Minnie Driver,Return to Me ,3946,Bonnie Hunt,275,USA,PG,24000000,2000,6.9,1.85,0
0,92,31452765,Gerry Bednob,Zack and Miri Make a Porno ,638,Jennifer Schwalbach Smith,243,USA,R,24000000,2008,6.6,1.85,0
119,265,25167270,Morgan Freeman,Nurse Betty ,12254,Kathleen Wilhoite,263,Germany,R,24000000,2000,6.3,2.35,455
293,939,32416109,Kevin Spacey,The Men Who Stare at Goats ,32474,Stephen Root,268,USA,R,25000000,2009,6.2,2.35,15000
269,384,20218,Daniel Roebuck,Double Take ,2557,Garcelle Beauvais,50,USA,PG-13,24000000,2001,5.3,2.35,204
446,898,28871190,Angelina Jolie Pitt,Girl, Interrupted ,13433,Vanessa Redgrave,385,USA,R,24000000,1999,7.3,1.85,0
126,886,16964743,Topher Grace,Win a Date with Tad Hamilton! ,4681,Nathan Lane,140,USA,PG-13,24000000,2004,5.6,2.35,876
25,611,16290976,Josh Charles,Muppets from Space ,3243,David Arquette,100,USA,G,24000000,1999,6.2,1.85,619
0,227,13000000,Lena Horne,The Wiz ,1458,Theresa Merritt,150,USA,G,24000000,1978,5.2,1.85,0
48,940,12372410,Oliver Platt,Ready to Rumble ,4971,Martin Landau,101,USA,PG-13,24000000,2000,5.3,1.85,650
41,197,8427204,Willie Garson,Play It to the Bone ,1523,Lolita Davidovich,59,USA,R,24000000,1999,5.4,2.35,153
41,847,9639242,Olivia Munn,I Don't Know How She Does It ,5470,Jessica Szohr,68,USA,PG-13,24000000,2011,4.9,1.85,0
192,847,25003072,Adam Scott,Piranha 3D ,5737,Jessica Szohr,374,USA,R,24000000,2010,5.5,2.35,13000
18000,286,6144806,Kevin Spacey,Beyond the Sea ,23689,Brenda Blethyn,248,USA,PG-13,23000000,2004,6.7,2.35,0
9,254,4308981,Paul Walker,Meet the Deedles ,24436,A.J. Langer,37,USA,PG,24000000,1998,3.9,,839
18,73,669276,Donald Pleasence,The Princess and the Cobbler ,1088,Clive Revill,47,UK,G,28000000,1993,7.2,2.35,408
6,382,42880,Robert De Niro,The Bridge of San Luis Rey ,23769,Geraldine Chaplin,50,UK,PG,24000000,2004,5.1,1.85,181
88,706,23225911,Dwayne Johnson,Faster ,14699,Mike Epps,157,USA,R,24000000,2010,6.5,2.35,12000
6000,422,4710455,Christian Bale,Howl's Moving Castle ,24263,Jean Simmons,330,Japan,PG,24000000,2004,8.2,1.85,13000
181,11,75590286,Emma Stone,Zombieland ,28011,Derek Graf,553,USA,R,23600000,2009,7.7,2.35,26000
0,84,218051260,Naomi Watts,King Kong ,7122,Evan Parke,2618,New Zealand,PG-13,207000000,2005,7.2,2.35,0
153,427,161487252,Adam Sandler,The Waterboy ,13823,Peter Dante,300,USA,PG-13,20000000,1998,6.1,1.85,0
883,441,290158751,Harrison Ford,Star Wars: Episode V - The Empire Strikes Back ,12643,Anthony Daniels,900,USA,PG,18000000,1980,8.8,2.35,17000
0,244,65807024,Will Smith,Bad Boys ,11013,Theresa Randle,203,USA,R,19000000,1995,6.8,1.85,0
119,144,86930411,George Kennedy,The Naked Gun 2½: The Smell of Fear ,3847,O.J. Simpson,87,USA,PG-13,23000000,1991,6.8,1.85,0
70,591,53302314,Daniel Roebuck,Final Destination ,3345,Kerr Smith,674,USA,R,23000000,2000,6.7,1.85,0
0,1000,40962534,Ryan Gosling,The Ides of March ,57077,Jennifer Ehle,288,USA,R,12500000,2011,7.1,2.35,22000
123,787,39235088,Vin Diesel,Pitch Black ,16196,Cole Hauser,805,USA,R,23000000,2000,7.1,2.35,5000
956,99,27338033,Hugh Jackman,Someone Like You... ,20798,Catherine Dent,167,USA,PG-13,23000000,2001,6.1,1.85,0
0,105,25556065,Scarlett Johansson,Her ,19359,Matt Letscher,748,USA,R,23000000,2013,8.0,1.85,148000
452,141,15785632,Hugh Jackman,Eddie the Eagle ,21195,Tim McInnerny,119,UK,PG-13,23000000,2016,7.5,2.35,15000
131,62,21973182,Paul Walker,Joy Ride ,23242,Dell Yount,339,USA,R,23000000,2001,6.6,2.35,0
3,88,4756,Ioan Gruffudd,The Adventurer: The Curse of the Midas Box ,2450,Oliver Stark,32,UK,PG,25000000,2013,5.4,2.35,0
61,407,18653615,Natalie Portman,Anywhere But Here ,22040,Shawn Hatosy,103,USA,PG-13,23000000,1999,6.1,2.35,638
3,120,12189514,Annabella Sciorra,Chasing Liberty ,829,Terence Maynard,129,USA,PG-13,23000000,2004,6.1,2.35,0
12,249,13019253,Seymour Cassel,The Crew ,1509,Lainie Kazan,47,USA,PG-13,23000000,2000,5.6,1.85,153
0,947,18934858,Channing Tatum,Haywire ,31187,Michael Angarano,397,Ireland,R,23000000,2011,5.8,2.35,0
114,434,20763013,Judith Barsi,Jaws: The Revenge ,2355,Lynn Whitfield,383,USA,PG-13,23000000,1987,2.8,2.35,0
4,11000,12782508,Leonardo DiCaprio,Marvin's Room ,63194,Meryl Streep,71,USA,PG-13,23000000,1996,6.7,1.85,1000
258,424,11508423,Tasha Smith,The Longshots ,2453,Garrett Morris,19,USA,PG,23000000,2008,5.1,2.35,376
277,57,10660147,Stephen Rea,The End of the Affair ,672,James Bolam,165,UK,R,23000000,1999,7.2,1.85,0
23,982,7434726,Vanessa Williams,Harley Davidson and the Marlboro Man ,3671,Don Johnson,81,USA,R,23000000,1991,6.0,1.85,0
549,883,6777589,James Franco,In the Valley of Elah ,24248,Barry Corbin,224,USA,R,,2007,7.2,2.35,0
105,64,6109075,Alessandro Nivola,Coco Before Chanel ,735,Marie Gillain,65,France,PG-13,19430000,2009,6.7,2.35,0
78,720,,Demi Moore,Forsaken ,4142,Michael Wincott,49,Canada,R,11000000,2015,6.3,2.35,0
350,30,2708188,Tom Burke,Chéri ,365,Gaye Brown,43,UK,R,23000000,2009,6.2,2.35,0
,543,,Cole Hauser,Rogue             ,3276,Derek Luke,23,USA,,,,6.8,,532
300,73,16123851,Romola Garai,Vanity Fair ,1618,Lillete Dubey,148,USA,PG-13,23000000,2004,6.2,2.35,767
3,107,,Bingbing Fan,Bodyguards and Assassins ,1059,Nicholas Tse,33,China,,23000000,2009,6.9,2.35,765
101,23,71975611,Drew Powell,1408 ,214,Alexandra Silber,580,USA,PG-13,25000000,2007,6.8,2.35,11000
0,542,38119483,Joan Rivers,Spaceballs ,2936,Michael Winslow,273,USA,PG,22700000,1987,7.1,1.85,13000
0,234,4190530,Cem Yilmaz,The Water Diviner ,1795,Steve Bastoni,185,Australia,R,22500000,2014,7.1,2.35,18000
109,71,217631306,Demi Moore,Ghost ,3100,Phil Leeds,252,USA,PG-13,22000000,1990,7.0,1.85,0
101,743,176483808,Sarah Silverman,There's Something About Mary ,4664,Richard Tyson,611,USA,R,23000000,1998,7.1,1.85,0
11,595,144833357,Judge Reinhold,The Santa Clause ,2790,Peter Boyle,111,USA,PG,22000000,1994,6.4,1.85,0
102,1000,75597042,Dennis Quaid,The Rookie ,6657,Angus T. Jones,174,USA,G,20000000,2002,7.0,2.35,0
99,835,90636983,Dwayne Johnson,The Game Plan ,15170,Madison Pettis,83,USA,PG,22000000,2007,6.2,2.35,0
16000,86,70960517,Clint Eastwood,The Bridges of Madison County ,27237,Debra Monk,192,USA,PG-13,35000000,1995,7.5,1.85,0
42,182,55762229,Louis Lombardi,The Animal ,1203,Colleen Haskell,132,USA,PG-13,22000000,2001,4.8,1.85,1000
0,249,,Candice Bergen,Gandhi ,1943,John Gielgud,256,UK,PG,22000000,1982,8.1,2.35,12000
529,171,54235441,Manish Dayal,The Hundred-Foot Journey ,1484,Juhi Chawla,185,USA,PG,22000000,2014,7.3,2.35,55000
34,287,50728000,Ken Howard,The Net ,1725,Ray McKinnon,166,USA,PG-13,22000000,1995,5.8,1.85,0
24,506,40270895,Dianne Wiest,I Am Sam ,3152,Richard Schiff,431,USA,PG-13,22000000,2001,7.6,1.85,15000
25,55,59696176,Roma Downey,Son of God ,775,Darwin Shaw,174,USA,PG-13,22000000,2014,5.6,2.35,15000
235,105,51483949,Sophia Myles,Underworld ,1777,Shane Brolly,806,UK,R,22000000,2003,7.0,2.35,0
101,218,36020063,Denis O'Hare,Derailed ,2019,Xzibit,375,USA,R,22000000,2005,6.6,2.35,0
0,690,33313582,Matt Damon,The Informant! ,16031,Thomas F. Wilson,175,USA,R,21000000,2009,6.5,1.85,0
0,266,25842000,Anthony Hopkins,Shadowlands ,13619,Julian Fellowes,87,UK,PG,22000000,1993,7.4,2.35,2000
2,137,22264487,Carlos Ponce,Deuce Bigalow: European Gigolo ,1729,Charles Keating,166,USA,R,22000000,2005,4.6,1.85,887
31,110,30659817,Jack Reynor,Delivery Man ,1006,Matthew Daddario,95,USA,PG-13,26000000,2013,6.4,2.35,0
118,287,5773519,Daniel Radcliffe,Victor Frankenstein ,12876,Daniel Mays,91,USA,PG-13,40000000,2015,6.0,2.35,11000
24,100,3108216,Radivoje Bukvic,Our Kind of Traitor ,540,Grigoriy Dobrygin,21,UK,R,,2016,6.4,2.35,0
221,110,19351569,Amanda Detmer,Saving Silverman ,664,Kyle Gass,201,USA,PG-13,22000000,2001,5.9,1.85,739
42,517,49002815,Zachary Gordon,Diary of a Wimpy Kid: Dog Days ,3153,Karan Brar,35,USA,PG,22000000,2012,6.4,2.35,0
0,854,19283782,Mira Sorvino,Summer of Sam ,5386,Mike Starr,354,USA,R,22000000,1999,6.6,1.85,0
0,898,30059386,Will Ferrell,Jay and Silent Bob Strike Back ,11632,Jason Mewes,867,USA,R,22000000,2001,6.9,2.35,0
0,3000,35799026,Scarlett Johansson,The Island ,34838,Djimon Hounsou,899,USA,PG-13,126000000,2005,6.9,2.35,0
12,595,17951431,Chris Noth,The Glass House ,4239,Trevor Morgan,200,USA,PG-13,30000000,2001,5.8,2.35,804
1000,1000,29997095,Scarlett Johansson,Hail, Caesar! ,38494,Alden Ehrenreich,302,UK,PG-13,22000000,2016,6.4,1.85,23000
4,83,14252830,Rosario Dawson,Josie and the Pussycats ,3769,Aries Spears,242,Canada,PG-13,22000000,2001,5.3,1.85,0
39,798,19783777,Jason Statham,Homefront ,39989,Frank Grillo,154,USA,R,22000000,2013,6.5,2.35,15000
34,368,13555988,Richard E. Grant,The Little Vampire ,2216,Alice Krige,38,Germany,PG,22000000,2000,5.7,1.85,0
737,678,12784713,Naomi Watts,I Heart Huckabees ,8094,Isabelle Huppert,381,USA,R,22000000,2004,6.7,2.35,0
87,691,10696210,CCH Pounder,RoboCop 3 ,3148,Mako,180,USA,PG-13,23500000,1993,3.9,1.85,716
53,576,5974653,Michael Biehn,Megiddo: The Omega Code 2 ,4221,Franco Nero,111,USA,PG-13,22000000,2001,4.1,1.85,158
688,42,5000000,Rock Hudson,Darling Lili ,788,Jeremy Kemp,50,USA,G,25000000,1970,6.2,2.35,104
37,795,9694105,Brendan Fraser,Dudley Do-Right ,5568,Eric Idle,77,USA,PG,22000000,1999,3.8,2.35,272
11,150,16027866,Ed Skrein,The Transporter Refueled ,1411,Radivoje Bukvic,121,France,PG-13,25000000,2015,5.1,2.35,0
2,567,4829497,Johnny Depp,The Libertine ,42484,Richard Coyle,260,UK,R,,2004,6.4,2.35,0
719,104,4398392,Michiel Huisman,Black Book ,2590,Christian Berkel,232,Netherlands,R,21000000,2006,7.8,2.35,0
13,140,1050445,Gary Lewis,Joyeux Noel ,773,Ian Richardson,147,France,PG-13,22000000,2005,7.8,2.35,11000
21,552,13746550,Bradley Cooper,Hit and Run ,15922,Beau Bridges,104,USA,R,2000000,2012,6.1,2.35,0
144,290,20668843,Stephen Root,Mad Money ,2453,Roger Cross,54,USA,PG-13,22000000,2008,5.8,2.35,687
17,231,2963012,Colin Firth,Before I Go to Sleep ,14617,Anne-Marie Duff,105,UK,R,22000000,2014,6.3,2.35,11000
607,35,,Roy Scheider,Sorcerer ,1011,Amidou,116,USA,PG,12000000,1977,7.7,1.85,0
43,827,1796024,Robert De Niro,Stone ,37766,Frances Conroy,135,USA,R,22000000,2010,5.4,2.35,0
2,80,634277,Romain Duris,Molière ,1651,Fabrice Luchini,27,France,PG-13,16000000,2007,7.3,2.35,815
108,120,11326836,Christian Bale,Out of the Furnace ,24134,Dendrie Taylor,231,USA,R,22000000,2013,6.8,2.35,17000
209,521,49024969,Tom Wilkinson,Michael Clayton ,3284,Sydney Pollack,363,USA,R,25000000,2007,7.3,2.35,0
88,812,22294341,Wilford Brimley,My Fellow Americans ,4629,Sela Ward,71,USA,PG-13,21500000,1996,6.5,1.85,758
89,442,24362501,Jeff Bridges,Arlington Road ,13576,Hope Davis,591,USA,R,21500000,1999,7.2,2.35,0
195,0,,Pablo Rago,Underdogs ,30,Gabriel Almirón,22,Spain,PG,22000000,2013,6.7,2.35,0
11000,159,16684352,Ornella Muti,To Rome with Love ,1205,Alessandra Mastronardi,163,USA,R,17000000,2012,6.3,1.85,18000
16000,216,46700000,Clint Eastwood,Firefox ,16805,Kenneth Colley,98,USA,PG,21000000,1982,5.9,2.35,0
406,406,52008288,Minnie Driver,South Park: Bigger Longer & Uncut ,3003,Trey Parker,928,USA,R,21000000,1999,7.8,1.85,0
0,548,8579684,Peter Dinklage,Death at a Funeral ,24324,Kris Marshall,199,USA,R,9000000,2007,7.4,1.85,0
8,199,42660000,Paige Turco,Teenage Mutant Ninja Turtles III ,1254,Matt Hill,87,USA,PG,17000000,1993,4.8,1.85,1000
48,39,40219708,Keanu Reeves,Hardball ,18630,DeWayne Warren,131,USA,PG-13,21000000,2001,6.3,1.85,0
737,14000,132088910,Jennifer Lawrence,Silver Linings Playbook ,72115,Bradley Cooper,692,USA,R,21000000,2012,7.8,2.35,117000
98,579,36581633,Hunter Parrish,Freedom Writers ,3994,Imelda Staunton,235,Germany,PG-13,21000000,2007,7.5,1.85,10000
0,637,37721949,Omari Hardwick,For Colored Girls ,6035,Kimberly Elise,73,USA,R,,2010,6.0,1.85,0
255,447,25296447,Jason Statham,The Transporter ,27572,Matt Schulze,460,France,PG-13,21000000,2002,6.8,2.35,0
65,149,24848292,Djimon Hounsou,Never Back Down ,4089,Leslie Hope,184,USA,PG-13,20000000,2008,6.6,2.35,0
52,484,17757087,Jason London,The Rage: Carrie 2 ,3162,Eddie Kaye Thomas,253,USA,R,21000000,1999,4.6,1.85,897
,,,Chris Harrison,The Bachelor             ,98,,33,USA,,3000000,,2.9,,141
0,374,9430988,Catherine O'Hara,Away We Go ,1997,Carmen Ejogo,115,USA,R,17000000,2009,7.1,2.35,7000
0,886,16284360,Madeline Carroll,Swing Vote ,6212,Nathan Lane,79,USA,PG-13,21000000,2008,6.1,2.35,1000
52,347,6830957,Jake Gyllenhaal,Moonlight Mile ,16692,Bob Clendenin,147,USA,PG-13,21000000,2002,6.7,2.35,365
140,10000,24104113,Benedict Cumberbatch,Tinker Tailor Soldier Spy ,46241,Gary Oldman,517,France,R,20000000,2011,7.1,2.35,24000
18,186,15593,Elaine Hendrix,Molly ,1562,Sarah Wynter,40,USA,PG-13,21000000,1999,5.8,1.85,284
0,220,958319,Jennifer Lawrence,The Beaver ,34705,Riley Thomas Stewart,148,USA,PG-13,21000000,2011,6.7,2.35,17000
19,842,69700000,Dolly Parton,The Best Little Whorehouse in Texas ,3688,Dom DeLuise,48,USA,R,35000000,1982,5.8,2.35,0
0,716,2840417,Jennifer Jason Leigh,eXistenZ ,2990,Callum Rennie,527,Canada,R,31000000,1999,6.8,1.85,6000
14000,488,242374454,Harrison Ford,Raiders of the Lost Ark ,12906,William Hootkins,771,USA,PG,18000000,1981,8.5,2.35,16000
0,1000,173585516,Macaulay Culkin,Home Alone 2: Lost in New York ,7860,Devin Ratray,189,USA,PG,18000000,1992,6.6,1.85,0
14000,252,128300000,Bob Balaban,Close Encounters of the Third Kind ,1591,Melinda Dillon,339,USA,PG,19400870,1977,7.7,2.35,0
2,807,20259297,Ian Somerhalder,Pulse ,19952,Rick Gonzalez,258,USA,PG-13,20000000,2006,4.7,2.35,0
12000,605,153665036,Dean Stockwell,Beverly Hills Cop II ,4121,Ronny Cox,95,USA,R,28000000,1987,6.4,2.35,0
163,338,132541238,Angus T. Jones,Bringing Down the House ,2505,Steve Harris,236,USA,PG-13,33000000,2003,5.5,2.35,800
438,173,130727000,Anthony Hopkins,The Silence of the Lambs ,13184,Anthony Heald,916,USA,R,19000000,1991,8.6,1.85,40000
122,617,121697350,Tia Carrere,Wayne's World ,4263,Kurt Fuller,176,USA,PG-13,20000000,1992,7.0,1.85,0
79,218,117224271,Bam Margera,Jackass 3D ,1787,Chris Pontius,81,USA,R,20000000,2010,7.1,1.78,0
