director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,country,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Frank Capra,126,964,275,Jean Arthur,You Can't Take It with You ,1363,Lionel Barrymore,eccentric|friend|house|monopoly|stenographer,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,USA,1644736,302,8.0,0
Fred Zinnemann,118,160,426,Montgomery Clift,From Here to Eternity ,2247,Deborah Kerr,boxing|captain|hawaii|love|sergeant,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,USA,1650000,488,7.8,0
John Ford,103,673,89,Harry Carey Jr.,She Wore a Yellow Ribbon ,955,Victor McLaglen,captain|cavalry|fort|retirement|yellow ribbon,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,USA,1600000,230,7.4,721
Brad J. Silverman,102,11,575,Shawnee Smith,Grace Unplugged ,3894,Anthony Reynolds,christianity|love|reference to justin bieber|reference to taylor swift|worship,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,USA,,611,6.1,0
Dave Meyers,84,11,249,Eddie Griffin,Foolish ,2196,Marla Gibbs,accidental killing|drug humor|profanity|sexual humor|stand up comedy,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,USA,2000000,469,4.3,43
David M. Matthews,,8,394,Essence Atkins,N-Secure ,3137,Tempestt Bledsoe,betrayal|family relationships|insecurity|murder|passive aggression,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,USA,,607,3.5,588
Nadine Labaki,95,0,0,Yasmine Al Massri,Caramel ,231,Nadine Labaki,caramel|friendship|police|secret|suitor,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,France,1300000,4,7.2,0
Lluís Quílez,92,0,2,Stephen Rea,Out of the Dark ,380,Alejandro Furth,haunted house,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,USA,,51,4.7,844
Eytan Fox,90,21,27,Ohad Knoller,The Bubble ,137,Yousef 'Joe' Sweid,gay|hairy chest|homosexual|israel|male nudity,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,Israel,1500000,30,7.3,0
Francis Ford Coppola,113,0,324,Harrison Ford,The Conversation ,12157,Cindy Williams,corruption|neo noir|recording|saxophone|surveillance,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,USA,1600000,481,7.9,6000
Romesh Sharma,,0,45,Annabelle Wallis,Dil Jo Bhi Kahey... ,622,Bhoomika Chawla,,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,India,70000000,96,5.1,9
François Truffaut,123,0,21,Catherine Deneuve,Mississippi Mermaid ,1694,Michel Bouquet,antibes|hotel|island|reunion|reunion island,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,France,1600000,710,7.2,278
Adam Goldberg,111,1000,127,Judy Greer,I Love Your Work ,2564,Nicky Katt,film student|marriage|mental breakdown|movie star|obsession,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,USA,1650000,163,5.4,63
Travis Zariwny,99,4,114,Dustin Ingram,Cabin Fever ,992,Samuel Davis,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,USA,,253,3.7,2000
Zack Snyder,110,0,1000,Ty Burrell,Dawn of the Dead ,10438,Mekhi Phifer,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,USA,26000000,2000,7.4,7000
Adrienne Shelly,108,191,336,Lew Temple,Waitress ,1981,Eddie Jemison,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,USA,2000000,541,7.1,0
Newt Arnold,92,15,49,Bolo Yeung,Bloodsport ,1168,Ken Siu,hand to hand combat|hong kong|kumite|martial arts|tournament,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,USA,1100000,403,6.8,0
Frank Capra,120,964,248,Claude Rains,Mr. Smith Goes to Washington ,1573,Thomas Mitchell,camp|corruption|governor|senate|u.s. senate,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,USA,1500000,319,8.2,0
Larry Clark,91,184,82,Rosario Dawson,Kids ,3310,Justin Pierce,coming of age|marijuana|rape|virgin|weed,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,USA,1500000,202,7.0,0
Noah Baumbach,88,387,18,William Baldwin,The Squid and the Whale ,479,Owen Kline,boy|divorce|tennis|tennis coach|writer,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,USA,1500000,25,7.4,0
Charles Herman-Wurmfeld,97,0,117,Scott Cohen,Kissing Jessica Stein ,1173,Brian Stepanek,friend|friendship|journalist|new york city|personal ad,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,USA,1000000,321,6.7,682
Yimou Zhang,95,611,3,Honglei Sun,A Woman, a Gun and a Noodle Shop ,18,Dahong Ni,betrayal|husband wife relationship|murder|noodles|salary,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,China,,4,5.7,784
John Stockwell,90,134,354,Matthew Ziff,Kickboxer: Vengeance ,261818,Sam Medina,,http://www.imdb.com/title/tt3082898/?ref_=fn_tt_tt_1,USA,17000000,454,9.1,0
Alfred Hitchcock,95,13000,82,Norman Lloyd,Spellbound ,896,Leo G. Carroll,amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder,http://www.imdb.com/title/tt0038109/?ref_=fn_tt_tt_1,USA,1696377,239,7.6,0
Atom Egoyan,103,460,900,Bruce Greenwood,Exotica ,2990,Sarah Polley,bird|cult film|egg|nightclub|toronto,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,Canada,2000000,971,7.2,619
Vincent Gallo,110,787,642,Anjelica Huston,Buffalo '66 ,4762,Jan-Michael Vincent,shower|stripper|tap dancing|underwear|undressing,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,USA,1500000,787,7.5,0
James Wan,103,0,588,Lin Shaye,Insidious ,3030,Philip Friedman,baby|boy|coma|demon|house,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,USA,1500000,618,6.8,60000
Alex Cox,92,92,166,Del Zamora,Repo Man ,1652,Miguel Sandoval,punk|punk rocker|repossession|televangelist|ufo,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,USA,1500000,324,6.9,0
Fabián Bielinsky,114,44,7,Ricardo Darín,Nine Queens ,856,Leticia Brédice,con artist|hotel|partner|scam|stamp,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,Argentina,1500000,22,7.9,0
Dror Moreh,101,4,0,Ami Ayalon,The Gatekeepers ,0,Yaakov Peri,interview|jerusalem|jewish|terrorism|terrorist bombing,http://www.imdb.com/title/tt2309788/?ref_=fn_tt_tt_1,Israel,,0,7.6,0
Rebecca Miller,112,58,42,Beau Bridges,The Ballad of Jack and Rose ,859,Ryan McDonald,commune|defecation|environmentalism|fellatio|island,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,USA,1500000,265,6.7,608
Maggie Carey,104,38,690,Donald Glover,The To Do List ,2667,Scott Porter,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,USA,1500000,727,5.8,0
Roger Avary,99,675,164,Eric Stoltz,Killing Zoe ,1582,Jean-Hugues Anglade,bank|bastille day|call girl|childhood friend|drugs,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,France,1500000,424,6.5,853
Henry Bean,98,21,76,Ryan Gosling,The Believer ,33441,Summer Phoenix,jew|jewish nazi|nazism|racism|skinhead,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,USA,1500000,243,7.2,0
David Gordon Green,107,234,442,Michael Angarano,Snow Angels ,2747,Tom Noonan,flashback|football game|school|small town|snow,http://www.imdb.com/title/tt0453548/?ref_=fn_tt_tt_1,USA,,530,6.9,415
Simeon Rice,93,6,56,Ward G. Smith,Unsullied ,792,Malone Thomas,,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1,USA,1500000,191,5.5,307
Brad Anderson,100,122,83,Paul Guilfoyle,Session 9 ,469,Larry Fessenden,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,USA,1500000,148,6.5,0
Jeff Garlin,80,522,423,Jessy Schram,I Want Someone to Eat Cheese With ,2179,Joey Slotnick,cheese|city|ice cream|school|second city,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,USA,1500000,522,6.2,0
Qasim Basir,94,13,616,Dorian Missick,Mooz-Lum ,3288,Evan Ross,one word title,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,USA,,826,6.7,0
Adam Green,93,134,488,Joel David Moore,Hatchet ,3668,Joel Murray,bayou|boat|louisiana|swamp|tour,http://www.imdb.com/title/tt0422401/?ref_=fn_tt_tt_1,USA,1500000,935,5.7,0
Charles Chaplin,87,0,8,Paulette Goddard,Modern Times ,352,Fred Malatesta,actor director writer|invention|machine|music score composed by director|tramp,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,USA,1500000,8,8.6,0
Pete Jones,91,18,597,Brian Dennehy,Stolen Summer ,3901,Bonnie Hunt,catholic|catholicism|rabbi|school|summer,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,USA,1500000,767,6.5,304
Bruce Campbell,84,0,158,Ted Raimi,My Name Is Bruce ,1238,Timothy Patrick Quill,b movie|birthday|chinese|demon|small town,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,USA,1500000,328,6.3,0
Mark Brown,90,7,424,Vivica A. Fox,The Salon ,3138,Garrett Morris,,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,USA,1500000,597,4.3,68
Adam Carolla,98,102,360,Jay Mohr,Road Hard ,2628,David Alan Grier,girl in panties|panties|red panties|stand up comedy,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,USA,1500000,485,6.1,212
Ira Sachs,108,60,121,Rip Torn,Forty Shades of Blue ,1240,Darren E. Burrows,love|music producer|previous marriage|rock 'n' roll|russian,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,USA,1500000,189,6.0,216
John Sayles,124,407,7,Brian Lee Franklin,Amigo ,60,Ronnie Lazaro,american|filipino|friendship|guerrilla army|village,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,USA,1700000,8,5.8,594
Bruce McDonald,95,49,57,Stephen McHattie,Pontypool ,721,Boyd Banks,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,Canada,1500000,98,6.7,0
James Mottern,90,7,711,Jimmy Bennett,Trucker ,89263,Matthew Lawrence,cancer|cigarette smoking|hospital|one night stand|trucker,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,USA,2000000,781,6.7,371
Jaime Zevallos,93,228,134,Angela Sarafyan,Me You and Five Bucks ,771,Michael Elian,,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,USA,1500000,228,7.6,132
Rob Zombie,101,0,721,Sid Haig,The Lords of Salem ,5158,Michael Berryman,blood|flashback|radio dj|radio station|vinyl,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,USA,2500000,725,5.1,15000
Gerard Johnstone,107,3,28,Morgana O'Reilly,Housebound ,165,Cameron Rhodes,bloody violence|exploding head|haunted house|plot twist|slapstick,http://www.imdb.com/title/tt3504048/?ref_=fn_tt_tt_1,New Zealand,350000,46,6.8,10000
Robert Greenwald,20,21,0,Lee Scott,Wal-Mart: The High Cost of Low Price ,0,Matt Hunter,greed|pollution|slave labor|truth|wal mart,http://www.imdb.com/title/tt0473107/?ref_=fn_tt_tt_1,USA,1500000,0,6.8,0
David Ray,87,0,108,Nicole Muñoz,Fetching Cody ,596,Kyla Wise,death|high school|prostitute|suicide|time travel,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,Canada,1500000,134,6.8,193
Dave Rodriguez,98,11,636,Chazz Palminteri,Once Upon a Time in Queens ,4036,Paul Sorvino,,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,USA,1500000,975,6.3,283
Nae Caranfil,112,34,71,Monica Barladeanu,Closer to the Moon ,588,Martin Hancock,,http://www.imdb.com/title/tt2017486/?ref_=fn_tt_tt_1,Romania,5000000,98,7.1,0
David Winning,82,65,146,Ashanti,Mutant World ,967,John DeSantis,,http://www.imdb.com/title/tt3626436/?ref_=fn_tt_tt_1,Canada,1500000,265,2.8,236
Frank Lotito,102,5,259,Brighton Sharbino,Growing Up Smith ,4320,Tim Guinee,adolescence|girl next door|growing vegetables|high standards|sent away,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,USA,2000000,660,8.2,232
Timothy Woodward Jr.,97,764,492,Katrina Law,Checkmate ,2882,Michael Paré,,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,USA,1500000,522,3.1,402
Christopher McQuarrie,130,188,1000,Tom Cruise,Jack Reacher ,16385,David Oyelowo,coma|mysterious villain|police chase|shooting range|sniper,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,USA,60000000,3000,7.0,38000
Tara Subkoff,101,37,56,Timothy Hutton,#Horror ,1044,Lydia Hearst,bullying|cyberbullying|girl|internet|throat slitting,http://www.imdb.com/title/tt3526286/?ref_=fn_tt_tt_1,USA,1500000,418,3.3,750
Russell Friedenberg,93,9,485,Rudy Youngblood,Wind Walkers ,2870,Kiowa Gordon,after dark horrorfest,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1,USA,2000000,571,3.6,135
William Cottrell,83,0,31,Adriana Caselotti,Snow White and the Seven Dwarfs ,229,Lucille La Verne,dwarf|love|princess|queen|snow white,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,USA,2000000,47,7.7,0
Lucrecia Martel,106,33,3,Mía Maestro,The Holy Girl ,358,María Alche,16 year old|doctor|hotel|tinnitus|title directed by female,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,Argentina,1400000,5,6.7,57
Edward Dmytryk,113,74,387,Brigitte Bardot,Shalako ,2140,Honor Blackman,bare chested male bondage|european|female frontal nudity|topless woman|war paint,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,UK,1455000,423,5.5,209
Zak Penn,94,87,37,Zak Penn,Incident at Loch Ness ,256,John Bailey,boat|director|loch ness|loch ness monster|monster,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,UK,1400000,70,6.6,400
Alex Ranarivelo,101,20,256,Lea Thompson,The Dog Lover ,2419,Cullen Douglas,,http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1,USA,2000000,301,4.8,724
Jon Knautz,99,10,295,Camren Bicondova,Girl House ,2072,Chasty Ballesteros,college student|disfigured face|house|suicide|website,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,Canada,3150000,382,5.5,969
Mathieu Amalric,76,412,3,Mathieu Amalric,The Blue Room ,421,Laurent Poitrenaux,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,France,,4,6.3,389
David Worth,91,58,69,Jessica Szohr,House at the End of the Drive ,1159,Angela Jones,ghost story|manson family|paranormal|real life event|reference to sharon tate,http://www.imdb.com/title/tt0464054/?ref_=fn_tt_tt_1,USA,1400000,147,6.9,223
Leslie H. Martinson,105,7,356,Burgess Meredith,Batman: The Movie ,2658,Burt Ward,black cat|catwoman|dc comics|penguin|riddler,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,USA,1377800,370,6.5,0
Guy Ritchie,120,0,452,Jason Statham,Lock, Stock and Two Smoking Barrels ,28294,Dexter Fletcher,antique|cockney accent|hatchet|money|shotgun,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,UK,960000,1000,8.2,21000
Robert M. Young,105,0,467,Barry Corbin,The Ballad of Gregorio Cortez ,3164,Ned Beatty,,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,USA,1250000,655,7.1,32
,120,,,Karl Malden,The Streets of San Francisco             ,416,,city name in series title|homicide|older man younger man relationship|place in series title|police partner,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,USA,,0,7.3,533
Thomas Vinterberg,105,346,141,Ulrich Thomsen,The Celebration ,821,Trine Dyrholm,dogme 95|family secret|haunted by the past|secret|speech,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,Denmark,1300000,278,8.1,5000
Steve Buscemi,95,12000,636,Steve Buscemi,Trees Lounge ,14420,Carol Kane,alcoholic drink|bar|drink|drinking|drunk,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,USA,1300000,680,7.2,872
Ham Tran,135,5,5,Long Nguyen,Journey from the Fall ,83,Cat Ly,1970s|1980s|nonlinear timeline|rescue|vietnam war,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,USA,1592000,24,7.4,100
Rich Cowan,105,7,548,Eric Dane,The Basket ,3475,Peter Coyote,basketball|german immigrant|opera|two word title|war orphan,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,USA,1300000,783,6.5,117
Boris Rodriguez,83,5,98,Stephen McHattie,Eddie: The Sleepwalking Cannibal ,843,Georgina Reilly,art teacher|cannibal|inspiration|painter|sleepwalking,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,Canada,1500000,197,5.7,932
Harold Becker,111,17,652,Bruce Willis,Mercury Rising ,16537,Carrie Preston,autistic child|boy|child in danger|fbi|nsa,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,USA,60000000,969,6.1,0
,60,,109,James Morrison,Space: Above and Beyond             ,611,Kristen Cloke,alien|born in vitro|in vitro fertilization|marine|outer space,http://www.imdb.com/title/tt0112173/?ref_=fn_tt_tt_1,USA,5000000,121,7.7,963
Sadyk Sher-Niyaz,135,135,0,Elina Abai Kyzy,Queen of the Mountains ,0,Mirlan Abdulayev,19th century|central asia|mother son relationship|ruler|russian empire,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,Kyrgyzstan,1400000,0,8.7,0
Paul Donovan,88,4,13,Maury Chaykin,Def-Con 4 ,289,Tim Choate,canuxploitation|independent film|post apocalypse|remake|survival,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,Canada,1750000,23,4.3,220
Jonathan Kesselman,87,4,624,Judy Greer,The Hebrew Hammer ,6227,Tony Cox,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,USA,1000000,1000,6.2,3000
Arjun Sablok,97,0,40,Abhishek Bachchan,Neal 'N' Nikki ,602,Samantha McLeod,interrupted sex|kiss|love|mistaken sex scene|sex in car,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,India,1500000,145,3.3,66
Craig Moss,82,19,134,Noureen DeWulf,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,1499,Matt Crabtree,masturbation|porn actor in mainstream movie|sex|spoof|virginity,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,USA,1300000,460,2.7,0
Tyler Oliver,103,0,511,Bella Thorne,Forget Me Not ,38121,Christopher Atkins,,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,USA,1300000,516,5.2,969
Alfred Hitchcock,130,13000,333,Laurence Olivier,Rebecca ,2888,George Sanders,death|estate|housekeeper|love|monte carlo,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,USA,1288000,991,8.2,0
Steve Miner,87,49,59,Betsy Palmer,Friday the 13th Part 2 ,707,Amy Steel,ice pick|jason voorhees|lake|pitchfork|shack,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,USA,1250000,121,6.1,0
Billy Wilder,101,0,66,Ray Milland,The Lost Weekend ,581,Frank Faylen,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,USA,1250000,160,8.0,0
Douglas Cheek,96,4,132,Daniel Stern,C.H.U.D. ,1866,Sam McMurray,bum|city|mutant|new york city|street,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,USA,1250000,697,5.5,0
Youssef Delara,80,8,183,Noel Gugliemi,Filly Brown ,2459,Jorge Diaz,,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,USA,427000,245,5.7,0
Deryck Broom,87,11,397,Vic Mignogna,The Lion of Judah ,1730,Anupam Kher,animal|donkey|lamb|pig|rooster,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,USA,15000000,418,3.7,381
Henry Hathaway,92,83,48,Joseph Cotten,Niagara ,683,Will Wright,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,USA,1250000,79,7.1,1000
John Ford,118,673,137,Roddy McDowall,How Green Was My Valley ,1129,Barry Fitzgerald,coal mine|girl|school|village|wales,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,USA,1250000,176,7.8,0
,27,,201,Mary Lynn Rajskub,The Girlfriend Experience             ,1961,Paul Sparks,escort|female nudity|friendship|money|sex scene,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,USA,,691,7.3,632
Spike Lee,123,0,161,Rami Malek,Da Sweet Blood of Jesus ,4040,Felicia Pearson,horror movie remake|remake|undead|undead sex|undead sexuality,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,USA,1420000,372,4.1,447
Steven Soderbergh,100,0,65,Peter Gallagher,Sex, Lies, and Videotape ,1431,Steven Brill,affair|interview|marriage|sex|videotape,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,USA,1200000,531,7.2,2000
James Wan,103,0,651,Michael Emerson,Saw ,5161,Shawnee Smith,chained|flashback|killer|serial killer|surprise ending,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,USA,1200000,878,7.7,0
Jay Chandrasekhar,100,422,422,Geoffrey Arend,Super Troopers ,2893,Jay Chandrasekhar,drugs|highway|police|state trooper|vermont,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,USA,1200000,577,7.1,0
Giovanni Zelko,99,4,434,Zuhair Haddad,The Algerian ,20218,Ben Youcef,algeria|algerian|los angeles california|muslim,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,USA,1300000,748,7.6,221
Claudia Sainte-Luce,89,0,3,Ximena Ayala,The Amazing Catfish ,58,José Manuel Orozco Angulo,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,Mexico,1300000,24,7.0,407
Scott Derrickson,104,301,71,Keanu Reeves,The Day the Earth Stood Still ,22194,Juan Riedinger,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,USA,80000000,4000,5.5,0
Mira Nair,114,300,73,Naseeruddin Shah,Monsoon Wedding ,809,Lillete Dubey,arranged marriage|bride|celebration|marriage|wedding,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,India,7000000,209,7.4,0
Kenneth Lonergan,111,50,612,Matthew Broderick,You Can Count on Me ,4288,Gaby Hoffmann,bank|car accident|cheating husband|new york|single mother,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,USA,1200000,710,7.7,756
Alfred Hitchcock,99,13000,232,Jerry Mathers,The Trouble with Harry ,1041,Royal Dano,artist|death|hunting|sheriff|vermont,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,USA,1200000,255,7.2,0
Paul McGuigan,110,118,1000,Bruce Willis,Lucky Number Slevin ,26451,Dorian Missick,coroner|death|gay son|love|mistaken identity,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,Germany,27000000,11000,7.8,10000
Jamie Babbit,85,91,849,Natasha Lyonne,But I'm a Cheerleader ,4289,Eddie Cibrian,cheerleader|gay|homosexual|lesbian|lesbian relationship,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,USA,1200000,1000,6.6,0
David Boyd,113,29,449,Vivica A. Fox,Home Run ,2681,Scott Elrod,addiction|alcoholic|baseball|car accident|reference to god,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,USA,1200000,848,6.0,0
Quentin Tarantino,99,16000,455,Quentin Tarantino,Reservoir Dogs ,28994,Chris Penn,gang|heist|heist gone wrong|nonlinear timeline|robbery,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,USA,1200000,12000,8.4,19000
Walter Lang,83,9,51,Spring Byington,The Blue Bird ,293,Gale Sondergaard,1800s|bird|blue bird of happiness|foreign language adaptation|past,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,USA,,62,6.5,548
Sergio Leone,142,0,24,Clint Eastwood,The Good, the Bad and the Ugly ,16089,Enzo Petito,civil war|hitman|outlaw|shootout|spaghetti western,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,Italy,1200000,34,8.9,20000
Anna Muylaert,112,9,4,Alex Huszar,The Second Mother ,76,Luis Miranda,brazil|exam|housekeeper|northeast region of brazil|portuguese language,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,Brazil,4000000,9,7.9,0
Steve Taylor,108,14,274,Jason Marsden,Blue Like Jazz ,1805,Eric Lange,church|college|color in title|philosophy|texas,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,USA,1200000,330,6.0,0
Kurt Voss,88,0,3,Lemmy,Down and Out with the Dolls ,318,Zoë Poledouris,female bassist|female drummer|female guitarist|female singer|portland oregon,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,USA,1200000,44,6.1,27
Léa Pool,97,4,,,Pink Ribbons, Inc. ,0,,breast cancer|comma in title|period in title|punctuation in title|three word title,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,Canada,1200000,,7.4,5000
James David Pasternak,85,0,924,Robin Williams,Certifiably Jonathan ,54484,Jonathan Winters,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,USA,1200000,931,6.2,87
Laurent Bouhnik,103,0,24,Déborah Révy,Q ,114,Yassine Azzouz,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,France,1500000,29,5.6,754
Tom Sanchez,110,0,0,Nataniel Sánchez,The Knife of Don Juan ,5,Juan Carlos Montoya,,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,USA,1200000,2,7.2,75
David Caffrey,88,4,95,Marley Shelton,Grand Theft Parsons ,1438,Jim Cody Williams,guitar|hearse|manager|musician|singer,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,USA,,316,6.1,480
Adam Jay Epstein,76,0,227,Rich Ceraulo,Extreme Movie ,1190,Vanessa Lee Chester,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,USA,,295,3.8,636
