num_critic_for_reviews,actor_3_facebook_likes,genres,actor_1_name,actor_3_name,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
191,706,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Mike Epps,cover up|monster|strong female character|strong female lead|zombie apocalypse,672,English,Germany,R,45000000,2004,919,6.2,2.35,0
143,186,Comedy|Drama|Romance,Colin Firth,Celia Imrie,american actress playing british character|intern|prison|six word title|thailand,259,English,UK,R,40000000,2004,1000,5.9,2.35,0
124,323,Crime|Drama|Romance|Thriller,Denzel Washington,John Billingsley,cancer|florida|insurance|life insurance policy|small town,157,English,USA,R,50000000,2003,886,6.5,2.35,1000
47,158,Action|Adventure|Thriller,Mike Starr,Sven-Ole Thorsen,environmental|murder|oil|oil spill|tribe,140,English,USA,R,50000000,1994,643,4.4,2.35,812
66,717,Action|Adventure|Family|Fantasy,Taylor Lautner,Taylor Dooley,boy|bully|dream|dream sequence|planet,177,English,USA,PG,50000000,2005,722,3.5,1.85,0
118,39,Adventure|Drama|Thriller,Leonardo DiCaprio,Peter Youngblood Hills,love|map|paradise|thailand|travel,548,English,USA,R,50000000,2000,414,6.6,2.35,0
93,434,Comedy|Drama|Romance,Amber Valletta,Spencer Breslin,fashion show|female protagonist|love|pastor|queens new york city,106,English,USA,PG-13,50000000,2004,508,6.0,1.85,718
235,72,Action|Crime|Thriller,Shô Kosugi,Rain,critically bashed|kung fu|martial artist|martial arts|ninja,194,English,USA,R,40000000,2009,119,6.4,2.35,0
113,432,Drama|Romance|Sport,J.K. Simmons,Carmine Giovinazzo,baseball|baseball movie|detroit tigers|perfect game|pitcher,226,English,USA,PG-13,50000000,1999,743,6.5,2.35,0
14,5,Crime|Drama|Mystery,David Jason,John Lyons,cult tv|death|detective inspector|four word title|internal affairs,33,English,UK,,,,7,7.8,1.33,361
51,210,Comedy|Crime|Drama|Thriller,Demi Moore,Paul Guilfoyle,bouncer|breasts|congressman|private dancer|stripper,118,English,USA,R,40000000,1996,472,4.3,1.85,877
98,1000,Comedy|Family,Emma Stone,Steve Coogan,dog|great dane|rivalry|talking animal|talking cat,65,English,USA,PG,50000000,2010,2000,4.2,2.35,0
315,447,Drama|Fantasy,Matt Damon,Cécile De France,death|france|near death experience|tsunami|twin brother,323,English,USA,PG-13,50000000,2010,563,6.5,2.35,16000
136,401,Crime|Mystery|Thriller,Ryan Gosling,Agnes Bruckner,disposing of a dead body|high school student|murder|sociopath|teenage boy,302,English,USA,R,50000000,2002,455,6.1,1.85,0
61,282,Action|Crime|Thriller,Muse Watson,Kelly Rowan,assassin|floppy disk|modem|rival|russian,84,English,France,R,50000000,1995,13000,6.3,1.85,0
209,163,Crime|Drama|Thriller,Li Gong,Richard Brake,aunt|cannibalism|faked death|medical student|revenge,392,English,UK,R,50000000,2007,184,6.2,2.35,3000
99,323,Comedy|Drama|Romance,Bruce Willis,Rita Wilson,four word title|husband wife relationship|male rear nudity|marriage|summer camp,150,English,USA,R,50000000,1999,559,5.9,1.85,0
298,201,Action|Adventure|Romance|Sci-Fi|Thriller,J.D. Evermore,Rachel Roberts,alien|alien creature|body snatching|desert|parasite,347,English,USA,PG-13,40000000,2013,329,5.9,2.35,43000
131,511,Action|Crime|Drama|Mystery|Thriller,Connie Nielsen,Tim Daly,2000s|army|military crime|necklace yanked off|panama,286,English,Germany,R,50000000,2003,631,6.5,2.35,0
146,581,Action|Crime|Drama|Mystery|Thriller,Clint Eastwood,Rick Hoffman,boat|heart transplant|murder|serial killer|sister,260,English,USA,R,50000000,2002,1000,6.4,2.35,705
245,294,Action|Crime|Drama|Mystery|Thriller,Naomi Watts,Armin Mueller-Stahl,bank|chase|district attorney|interpol|murder,190,English,USA,R,50000000,2009,450,6.5,2.35,0
104,764,Action|Adventure|Sci-Fi|Thriller,Steve Buscemi,Michelle Forbes,escape|island|los angeles california|machismo|president's daughter,227,English,USA,R,50000000,1996,898,5.7,2.35,0
4,398,Drama|Mystery|Thriller,Grey Damon,Aaron Hill,,22,English,USA,,,,512,7.5,16.0,915
162,521,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Vin Diesel,M. Emmet Walsh,boy|friend|government agent|maine|robot,514,English,USA,PG,70000000,1999,631,8.0,2.35,0
259,639,Adventure|Comedy|Drama,Bill Murray,Matthew Gray Gubler,expedition|oceanographer|sea|shark|team,632,English,USA,R,50000000,2004,1000,7.3,2.35,0
79,303,Action|Biography|Drama|History|War,Matthew McConaughey,Jessica Collins,american civil war|civil war|u.s. civil war,47,English,USA,R,50000000,2016,552,6.7,1.85,10000
141,256,Crime|Drama|Thriller,Kevin Spacey,Matt Craven,activist|death|death row|murder|texas,420,English,USA,R,50000000,2003,14000,7.5,2.35,0
59,730,Action|Comedy,Christina Milian,Kelli Garner,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,94,English,USA,PG-13,40000000,2005,923,5.4,2.35,779
236,655,Action|Crime|Drama|Thriller,Liam Neeson,Bruce McGill,death|drug dealer|limousine|limousine driver|one night,205,English,USA,R,50000000,2015,988,6.6,2.35,15000
356,509,Crime|Mystery|Thriller,Viggo Mortensen,Raza Jaffrey,male pubic hair|pubic hair|russian|sex scene|turkish bath,398,English,USA,R,25000000,2007,6000,7.7,1.85,0
120,795,Action|Adventure|Crime|Thriller,Paul Walker,Ashley Scott,bahamas|blood splatter|cocaine|hairy chest|shark,208,English,USA,PG-13,50000000,2005,1000,5.8,2.35,0
111,15,Adventure|Biography|Drama|History|War,Paul Brooke,Rab Affleck,cathedral|dauphin|france|trial|wartime rape,390,English,France,R,390000000,1999,40,6.4,2.35,0
208,11000,Adventure|Comedy|Fantasy,Natalie Portman,James Franco,knight|prince|quest|rescue|thong bikini,274,English,USA,R,49900000,2011,11000,5.6,2.35,18000
174,692,Drama|Mystery|Thriller,Naomi Watts,Sarah Gadon,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,137,English,USA,PG-13,55000000,2011,694,6.0,2.35,0
59,317,Crime|Drama|Thriller,Mia Kirshner,William Atherton,hostage|museum|natural history museum|news reporter|reporter,73,English,USA,PG-13,50000000,1997,713,6.2,2.35,697
22,479,Adventure|Comedy|Crime|Drama|Family,Joe Mantegna,Cynthia Nixon,baby|baby boy|kidnapping|kidnapping a child|taxi,78,English,USA,PG,50000000,1994,619,5.9,1.85,0
34,2000,Drama|Romance,Gary Oldman,Demi Moore,17th century|adultery|letter|pubic hair|swimming,90,English,USA,R,50000000,1995,3000,5.1,2.35,943
214,405,Biography|Drama|Thriller,Naomi Watts,Brooke Smith,bush administration|cia|interview|iraq|new york times,127,English,USA,PG-13,22000000,2010,3000,6.8,2.35,9000
28,600,Action|Drama|Sci-Fi,Julie Benz,Grant Bowler,alien|alien invasion|planet invasion|post apocalypse|year 2046,149,English,USA,TV-MA,,,845,7.0,1.78,0
186,897,Action|Biography|Crime|Drama|Thriller,Ian Ziering,Edgar Ramírez,bounty hunter|fbi|female bounty hunter|female nudity|reality show,374,English,France,R,50000000,2005,940,6.0,2.35,0
50,602,Crime|Drama|Thriller,Michael Biehn,Linda Fiorentino,blackmail|investigation|murder|panties pulled down|prostitution,70,English,USA,R,50000000,1995,979,5.1,1.85,422
180,1000,Action|Sci-Fi|Thriller,Gerard Butler,Alison Lohman,battle|convict|death|mind control|role playing,245,English,USA,R,50000000,2009,8000,5.8,1.85,0
231,592,Drama|Fantasy|Romance,Alden Ehrenreich,Pruitt Taylor Vince,dream|escape|magic|magic spell|small town,258,English,USA,PG-13,60000000,2013,852,6.2,2.35,14000
105,809,Comedy|Crime|Drama|Thriller,Robin Williams,Danny Woodburn,children|children's tv show|money|revenge|scandal,341,English,UK,R,55000000,2002,811,6.4,1.85,0
226,1000,Comedy,Milla Jovovich,Justin Theroux,chosen one|fashion|fashion model|model|retired,150,English,USA,PG-13,50000000,2016,8000,4.8,2.35,28000
75,338,Comedy|Crime,Morgan Freeman,Willie Nelson,breasts|consensual sex|female nudity|judge|surfer,93,English,USA,PG-13,50000000,2004,387,4.9,2.35,288
82,591,Comedy|Sci-Fi,Judy Greer,Garry Shandling,alien|baby|banker|pregnancy|question in title,91,English,USA,R,50000000,2000,602,5.6,1.85,255
296,982,Action|Fantasy|Thriller,Nicolas Cage,Katy Mixon,baby|cult|oklahoma|sex scene|waitress,211,English,USA,R,50000000,2011,2000,5.5,1.85,15000
103,77,Action|Crime|Drama|Mystery|Thriller,Chris Klein,Josie Ho,chun li|crime fighter|gangster|mobster|rescue,179,English,Canada,PG-13,18000000,2009,342,3.7,2.35,0
98,848,Action|Sci-Fi|Thriller,Jason Statham,Delroy Lindo,fight|multiverse|police|police officer|prison,294,English,USA,PG-13,49000000,2001,5000,5.9,2.35,0
30,184,Drama|Romance|Sci-Fi,Tobias Menzies,Stephen Walters,based on novel|clan|scotland|scottish highlands|year 1743,148,English,USA,TV-MA,,,531,8.5,16.0,31000
48,380,Action|Adventure|Comedy|Crime|Music|Mystery,Lauren Holly,David Patrick Kelly,detective|groupie|murder|music industry|rock n roll,113,English,USA,R,40000000,1990,560,6.3,2.35,2000
195,830,Comedy|Drama|Music,Philip Seymour Hoffman,Tom Sturridge,inspired by radio program|inspired by true events|pirate broadcasting|pirate radio|pirate radio station,209,English,UK,R,,2009,882,7.4,2.35,21000
223,215,Crime|Drama|Thriller,Michael O'Neill,James Lew,cocaine|drug smuggling|interlinked stories|judge|mexico,867,English,USA,R,48000000,2000,399,7.6,1.85,0
149,440,Action|Adventure|Fantasy,Harrison Ford,Alison Doody,castle|diary|holy grail|map|nazi,477,English,USA,PG-13,48000000,1989,844,8.3,2.35,0
324,0,Drama|Romance,Kelly Macdonald,Matthew Macfadyen,dance|infidelity|marriage|russia|russian,226,English,UK,R,,2012,35,6.6,2.35,36000
371,502,Action|Crime|Drama|Sci-Fi|Thriller,Hugh Jackman,Jose Pablo Cantillo,artificial intelligence|consciousness|future|mind uploading|robot,627,English,USA,R,49000000,2015,2000,6.9,2.35,67000
75,308,Crime|Drama|Mystery|Thriller,Denzel Washington,Leland Orser,new york city|police|quadriplegic|serial killer|suicide,397,English,USA,R,48000000,1999,11000,6.7,2.35,0
233,237,Crime|Drama|Thriller,Kristen Stewart,Mel Rodriguez,brownstone|burglar|money|panic|panic room,850,English,USA,R,48000000,2002,324,6.8,2.35,0
32,235,Horror|Thriller,P.J. Soles,Steve Bacic,bare breasts|genital dismemberment|mulching someone|tooth fairy|woodchipper,32,English,USA,,1500000,2006,555,4.6,1.78,352
150,393,Action|Adventure|Comedy|Drama|War,Judy Greer,Mykelti Williamson,gold|gulf war|iraq|kuwait|map,560,English,USA,R,48000000,1999,490,7.1,2.35,3000
172,194,Crime|Drama|Thriller,Tom Hardy,Michael Nardone,child murderer|murder|sex|soviet union|woman slaps a man,185,English,Czech Republic,R,50000000,2015,254,6.4,2.35,18000
103,261,Adventure|Comedy,Corinna Harney,Vince Vieluf,casino|locker|money|museum|race,497,English,Canada,PG-13,48000000,2001,629,6.4,2.35,0
140,1000,Drama|Mystery|Sci-Fi,Kevin Spacey,Alfre Woodard,extraterrestrial|hospital|patient|planet|science,537,English,USA,PG-13,48000000,2001,12000,7.4,2.35,0
125,821,Comedy|Fantasy|Romance,Hugh Jackman,Bradley Whitford,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,316,English,USA,PG-13,48000000,2001,1000,6.4,1.85,0
125,484,Comedy|Fantasy|Romance,Brendan Fraser,Brian Doyle-Murray,contract|devil|dream|soul|wish,254,English,USA,PG-13,48000000,2000,575,6.0,2.35,0
36,886,Crime|Drama|Music,Nicolas Cage,Fred Gwynne,brothers hugging|jazz|jealousy|nudity|parole violation,84,English,USA,R,58000000,1984,5000,6.5,1.85,828
295,600,Adventure|Crime|Drama|Western,Christian Bale,Gretchen Mol,outlaw|rancher|small western town|stagecoach|train,560,English,USA,R,55000000,2007,8000,7.8,2.35,0
222,482,Action|Thriller,Liam Neeson,Jon Gries,betrayal|death|final showdown|murder|on the run,323,English,France,PG-13,48000000,2014,794,6.0,2.35,38000
158,23,Crime|Drama|Romance|Thriller,Don Cheadle,Keith Hudson,heist|neo noir|one last job|opposites attract|u.s. marshal,307,English,USA,R,48000000,1998,745,7.0,1.85,0
72,302,Comedy|Drama|Thriller,Matthew Broderick,Andy Dick,cable guy|foreplay|friend|kissing|television,345,English,USA,PG-13,47000000,1996,1000,6.0,2.35,0
34,59,Drama|Romance|War,Nandita Das,Eric Peterson,friend|hindu|india|muslim|sikh,55,Hindi,India,Unrated,,1998,102,7.8,,522
72,327,Action|Comedy|Crime|Music|Romance|Thriller,Charlie Korsmo,Seymour Cassel,crime boss|detective|dick tracy|gangster|orphan,164,English,USA,PG,100000000,1990,631,6.1,1.85,2000
152,835,Crime|Romance|Thriller,Mark Margolis,Denis Leary,art|insurance investigator|martinique|painting|trust,419,English,USA,R,48000000,1999,977,6.8,2.35,0
89,807,Biography|Comedy|Drama,Rosie Perez,Alissa Dean,boy|college|heroin|working class|writer,210,English,USA,PG-13,48000000,2001,811,6.4,1.85,0
145,535,Action|Adventure|Drama,Sylvester Stallone,Chris Mulkey,1980s|colonel|deputy|rambo|sheriff,376,English,USA,R,14000000,1982,954,7.7,2.35,0
144,12,Drama|Mystery|Sci-Fi,Donatas Banionis,Natalya Bondarchuk,hallucination|ocean|psychologist|scientist|space station,236,Russian,Soviet Union,PG,1000000,1972,29,8.1,2.35,0
93,677,Adventure|Animation|Comedy|Family|Fantasy,Sarah Michelle Gellar,Rob Paulsen,apostrophe in title|cinderella|first of series|punctuation in title|three word title,71,English,USA,PG,47000000,2006,769,4.5,1.85,261
46,77,Drama|Horror|Romance|Thriller,Julia Roberts,George Cole,19th century|butler|housemaid|laboratory|servant,97,English,USA,R,47000000,1996,115,5.8,1.85,616
84,692,Comedy|Romance,Julia Roberts,Rupert Everett,best friend|chick flick|male female friendship|promise|wedding,169,English,USA,PG-13,46000000,1997,1000,6.3,2.35,0
142,135,Comedy|Romance,Julia Roberts,Larry King,actor|love|movie star|press|publicist,343,English,USA,PG-13,48000000,2001,973,5.7,2.35,881
185,319,Drama|Mystery|Thriller,Al Pacino,Crystal Lowe,detective|insomnia|murder|partner|police,651,English,USA,R,46000000,2002,509,7.2,2.35,0
143,906,Action|Adventure|Drama|Sci-Fi|Thriller,LeVar Burton,Jonathan Frakes,21st century|borg|borg sphere|captain|sphere,286,English,USA,PG-13,45000000,1996,1000,7.6,2.35,3000
178,364,Action|Drama|Fantasy|Thriller|Western,Michael Fassbender,Julia Jones,confederate|death|independence day|military|terrorist,176,English,USA,PG-13,47000000,2010,541,4.7,2.35,0
65,826,Action|Drama|Mystery|Thriller|War,Denzel Washington,Scott Glenn,bravery|honor|medal of honor|military life|unreliable flashback,107,English,USA,R,46000000,1996,13000,6.6,1.85,975
73,255,Comedy|Fantasy|Romance,Maura Tierney,Randall 'Tex' Cobb,birthday|birthday wish|father disappoints child|lie|workaholic,243,English,USA,PG-13,45000000,1997,418,6.8,1.85,0
72,345,Biography|Crime|Drama|Thriller,Joseph Gilgun,Olympia Dukakis,,29,English,UK,R,25000000,2016,423,7.3,2.35,0
10,522,Drama|History|War,Laurence Olivier,Jacqueline Bisset,1950s|douglas macarthur|general|inchon|invasion,16,English,South Korea,PG,48000000,1981,623,2.7,2.35,115
35,628,Comedy|Family|Fantasy,Jonathan Winters,Harvey Korman,1000000 b.c.|box office hit|lawn mowing|product placement|stone age,85,English,USA,PG,45000000,1994,664,4.8,1.33,0
358,558,Action|Crime|Thriller,Liam Neeson,D.B. Sweeney,albanian|revenge|revenge motive|teenage daughter|vacation,461,English,France,PG-13,45000000,2012,935,6.3,2.35,63000
151,750,Comedy,Regina Hall,Jenny McCarthy,crop circle|farm|orchestral music score|reference to michael jackson|videotape,347,English,USA,PG-13,48000000,2003,780,5.5,1.85,0
140,213,Action|Comedy|Crime|Romance,Candice Bergen,Heather Burns,beauty pageant|fbi|female agent|pageant|undercover,370,English,USA,PG-13,45000000,2000,337,6.2,1.85,0
201,311,Action|Adventure|Family|Fantasy|Sci-Fi,Josh Hutcherson,Anita Briem,cave|lost world|missing brother|mountain|venus flytrap,212,English,USA,PG,45000000,2008,3000,5.8,1.85,0
77,995,Comedy|Family|Romance,Anne Hathaway,Hector Elizondo,coronation|horse|princess|queen|side saddle,152,English,USA,G,40000000,2004,1000,5.7,1.85,1000
43,956,Crime|Drama|Mystery|Thriller,Denzel Washington,Tony Goldwyn,college professor|fbi|president|professor|supreme court,89,English,USA,PG-13,45000000,1993,8000,6.5,2.35,0
39,551,Crime|Drama|Mystery|Thriller,Bradley Whitford,Brad Renfro,boy|brother|lawyer|mafia|senator,94,English,USA,PG-13,45000000,1994,577,6.7,2.35,1000
207,760,Adventure|Comedy|Drama,Morgan Freeman,Sean Hayes,billionaire|friend|hospital|list|mechanic,310,English,USA,PG-13,45000000,2007,2000,7.4,1.85,22000
47,308,Action|Thriller,Harrison Ford,Patrick Bergin,analyst|cia|ira|terrorist|terrorist attack,137,English,USA,R,45000000,1992,530,6.9,2.35,0
132,586,Comedy|Romance,Adam Scott,Elaine Stritch,breakdown|fight|mother in law|scheme|wedding,228,English,Germany,PG-13,60000000,2005,949,5.5,2.35,0
454,1000,Crime|Drama|Mystery|Thriller,Hugh Jackman,Dylan Minnette,child abduction|detective|investigation|police|sex offender,620,English,USA,R,46000000,2013,15000,8.1,1.85,86000
109,854,Crime|Drama|Thriller,Denzel Washington,Tom Berenger,lapd|narc|narcotics|title spoken by character|training,633,English,USA,R,45000000,2001,881,7.7,2.35,0
213,436,Adventure|Comedy|Sci-Fi,Alan Rickman,Robin Sachs,alien|alien race|convention|fan|general,609,English,USA,PG,45000000,1999,724,7.3,2.35,19000
127,179,Comedy,Natasha Lyonne,Andy Richter,blow job|demon|exorcism|priest|professor,548,English,USA,R,45000000,2001,422,5.2,1.85,0
398,84,Adventure|Comedy|Family|Musical,Bill Cobbs,Steve Whitmire,bel air california|book|friends who live together|the muppets|tribute band,252,English,USA,PG,45000000,2011,91,7.1,1.85,26000
184,595,Action|Horror,Sanaa Lathan,Udo Kier,1990s|blade|blood|vampire|vampire hunter,582,English,USA,R,45000000,1998,650,7.1,2.35,0
127,730,Drama|Sport,Channing Tatum,Robert Ri'chard,basketball|basketball coach|coach|contract|high school,209,English,USA,PG-13,30000000,2005,807,7.2,2.35,0
167,67,Drama|Thriller,Sydney Pollack,Bruce Altman,car accident|feud|lawyer|revenge|road rage,350,English,USA,R,45000000,2002,108,6.5,2.35,0
119,514,Action|Adventure|Horror|Thriller,Frank Welker,Kari Wuhrer,amazon|anaconda|boat|jungle|snake,271,English,USA,PG-13,45000000,1997,902,4.6,2.35,0
155,560,Comedy|Drama|Music|Romance,Adam Garcia,Izabella Miko,girl in panties|lift skirt|sexual attraction|short shorts|songwriter,379,English,USA,PG-13,45000000,2000,625,5.6,2.35,0
218,548,Comedy|Drama|Romance,Colin Firth,Kris Marshall,aging rocker|christmas|love at first sight|minister|prime minister,1004,English,UK,R,45000000,2003,14000,7.7,2.35,52000
117,1000,Adventure|Animation|Comedy|Family|Fantasy,Kevin Spacey,John Ratzenberger,ant|circus|grasshopper|misunderstanding|overhearing,317,English,USA,G,120000000,1998,1000,7.2,2.35,0
208,140,Horror|Mystery|Thriller,Johnny Depp,Ian Richardson,freemason|jack the ripper|opium|prostitute|victorian era,541,English,USA,R,35000000,2001,1000,6.8,2.35,0
38,20,Action|Crime|Drama|Romance|Thriller,Sylvester Stallone,Emilio Estefan Jr.,bomb|cia|explosive|explosives expert|miami florida,116,English,Peru,R,45000000,1994,279,5.4,1.85,0
48,808,Comedy|Drama|Romance|Sport,Don Johnson,Rene Russo,driving range|golf|golfer|tournament|winnebago,73,English,USA,R,45000000,1996,843,6.3,2.35,1000
8,559,Comedy|Family,Lucille Ball,Tim Matheson,nurse|parent|sibling|widow|widower,61,English,USA,Unrated,2500000,1968,584,7.2,1.85,0
94,3000,Comedy|Family|Romance|Sport,Josh Hutcherson,Robert Duvall,book|child|slapstick comedy|soccer|suburb,118,English,USA,PG,45000000,2005,8000,5.6,2.35,743
276,651,Adventure|Comedy|Sci-Fi,Zooey Deschanel,Thomas Lennon,alien|friend|galaxy|hyperspace|spaceship,1053,English,USA,PG,50000000,2005,2000,6.8,2.35,10000
59,631,Comedy|Family|Fantasy|Romance,Dania Ramirez,Alice Greczyn,animated sequence|junkyard|love|party|television,91,English,USA,PG,26000000,2004,641,4.3,2.35,531
216,443,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,James Tumminia,clone|convoy|crow|desert|satellite,348,English,France,R,45000000,2007,706,6.3,2.35,0
173,734,Comedy|Romance,Bella Thorne,Joel McHale,blind date|children|date|daughter|son,184,English,USA,PG-13,40000000,2014,11000,6.5,1.85,12000
99,501,Adventure|Comedy|Drama,LL Cool J,Timothy Hutton,chef|congressman|cook|hotel|senator,116,English,USA,PG-13,45000000,2006,976,6.4,2.35,0
42,132,Action|Adventure|Crime|Thriller,Meryl Streep,William Lucking,criminal|rafting|river|robber|white water rafting,69,English,USA,PG-13,45000000,1994,894,6.3,2.35,0
25,563,Drama|Family|Fantasy,Steve Coogan,David Keith,best friend|birthday|boy|friend|magic,47,English,USA,PG,45000000,1995,845,5.9,1.85,0
339,404,Crime|Drama|Thriller,Demián Bichir,Gary Stretch,arms tied overhead|damsel in distress|dea|marijuana|southern california,269,English,USA,R,45000000,2012,463,6.5,2.35,28000
127,167,Action|Crime|Thriller,Richard Burgi,Will Beinbrink,cell phone|distress signal|family in danger|police|stealing a car,355,English,USA,PG-13,25000000,2004,216,6.5,2.35,2000
122,252,Action|Adventure|Comedy,Kevin McNally,Ben Miller,british|crown jewels|explosion|funeral|spy,285,English,UK,PG,35000000,2003,304,6.1,1.85,2000
105,8000,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,Julia Roberts,ant|miniaturization|punishment|shrinking|sudden change in size,70,English,USA,PG,50000000,2006,11000,5.9,1.85,593
144,202,Action|Adventure|Sci-Fi,Virginia Madsen,José Ferrer,desert planet|dune|giant worm|space travel|spice,569,English,USA,PG-13,40000000,1984,362,6.6,2.35,11000
156,107,Drama|Fantasy|Musical|Romance,Jim Sturgess,Robert Clohessy,anti war|liverpool|love|protest|song,524,English,USA,PG-13,45000000,2007,117,7.4,2.35,14000
323,10000,Drama|Romance,Leonardo DiCaprio,Joe Komara,based on novel|children|connecticut|suburb|work,414,English,USA,R,35000000,2008,14000,7.3,2.35,0
199,795,Action|Crime|Drama|Thriller,Bruce Willis,Sasha Roiz,alcoholic|courthouse|detective|jail|witness,305,English,Germany,PG-13,52000000,2006,929,6.6,2.35,0
164,510,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,David Belle,box office flop|convent|mercenary|new york|pregnant,214,English,France,PG-13,70000000,2008,844,5.6,2.35,0
39,322,Action|Comedy|Crime|Drama|Thriller,Alexa PenaVega,Keenen Ivory Wayans,detective|heavy rain|murder|partner|serial killer,80,English,USA,R,45000000,1996,461,5.3,1.85,451
43,451,Comedy|Romance|Sci-Fi,John de Lancie,Obba Babatundé,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,81,English,USA,PG-13,45000000,1996,484,6.0,2.35,0
82,553,Adventure|Comedy|Family|Fantasy|Sci-Fi,Malese Jow,Tim Meadows,alien|attic|boyfriend|mind control|nintendo ds,55,English,USA,PG,45000000,2009,701,5.4,1.85,916
150,19,Crime|Drama|Mystery|Thriller,Costas Mandylor,Nels Lennarson,nevada|pledge|police|porcupine|search,531,English,USA,R,45000000,2001,44,6.8,2.35,0
168,2000,Comedy|Musical,Jon Lovitz,Matthew Broderick,accountant|money|opening night|scheme|swedish,409,English,USA,PG-13,45000000,2005,8000,6.4,2.35,0
432,20,Action|Sci-Fi,Wood Harris,Rakie Ayola,brutality|dark humor|female antagonist|female warrior|post apocalypse,588,English,UK,R,35000000,2012,107,7.1,2.35,46000
60,579,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,Kristy Swanson,ghost|new york city|phantom|skull|superhero,148,English,Australia,PG,45000000,1996,642,4.9,2.35,0
85,820,Drama|Romance|Western,Matt Damon,Sam Shepard,1940s|cowboy|mexico|railway station|texas,183,English,USA,PG-13,57000000,2000,861,5.8,2.35,652
83,805,Biography|Drama|History,Anthony Hopkins,Joan Allen,courtship|election|paranoia|president|quaker,161,English,USA,R,50000000,1995,5000,7.1,2.35,915
343,501,Mystery|Thriller,Jim Belushi,Timothy Hutton,british prime minister|death|island|memoir|writer,349,English,France,PG-13,45000000,2010,766,7.2,2.35,15000
106,855,Action|Adventure|Horror|Sci-Fi,Djimon Hounsou,Wes Studi,creature feature|hijacker|ocean|ship|shot in the leg,273,English,USA,R,45000000,1998,1000,6.0,2.35,0
158,826,Action|Crime|Drama|Thriller|War,Joseph Gordon-Levitt,Laz Alonso,boy|german soldier|partisan|trapped|village,182,English,USA,R,45000000,2008,1000,6.0,2.35,0
189,10,Drama|Romance,Li Gong,Man Li,china|chrysanthemum|emperor|empress|prince,229,Mandarin,China,R,45000000,2006,52,7.0,2.35,0
125,61,Action|Crime|Thriller,Nicolas Cage,James With,deaf|hitman|nightclub|pickpocket|rules of profession,154,English,USA,R,40000000,2008,68,5.4,1.85,0
87,865,Comedy|Crime|Thriller,Zooey Deschanel,Omar Epps,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb,186,English,USA,PG-13,40000000,2002,1000,6.5,1.85,892
115,50,Drama|Romance,Marcela Mar,Unax Ugalde,19th century|colombia|love|marriage|widow,115,English,USA,R,45000000,2007,202,6.4,2.35,0
23,114,Drama|Fantasy|Horror|Mystery,Pierre Perrier,Céline Sallette,france|living dead|serial killer|small town|supernatural,47,French,France,TV-MA,,,116,8.3,16.0,17000
24,269,Action|Thriller,Sam Waterston,Nicholas Turturro,american president|assassin|conspiracy|president|white house,41,English,USA,R,45000000,1997,623,4.9,2.35,68
152,104,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Togo Igawa,assassin|chinese|conspiracy|gadget|premier,142,English,USA,PG,45000000,2011,141,6.3,2.35,17000
12,500,Action|Animation|Comedy|Family|Fantasy,Jerry Stiller,Harvey Fierstein,femme fatale|food|pun|supermarket|troubled production,66,English,USA,PG,65000000,2012,611,1.7,,0
656,650,Biography|Drama|History|Thriller,Clea DuVall,Tate Donovan,1970s|cia|f word|u.s. embassy|year 1979,695,English,USA,R,44500000,2012,660,7.7,2.35,89000
119,812,Action|Adventure|Crime|Drama|Mystery|Thriller,Harrison Ford,Sela Ward,hospital|on the run|one armed man|surgeon|u.s. marshal,270,English,USA,PG-13,44000000,1993,1000,7.8,1.85,0
161,789,Action|Comedy|Romance,Gerard Butler,Peter Greene,bounty hunter|death|murder|police officer|reporter,135,English,USA,PG-13,40000000,2010,1000,5.5,2.35,0
73,893,Crime|Drama|Thriller,Robert De Niro,Minnie Driver,boy|guard|kicked in the crotch|prank|sexual abuse,259,English,USA,R,44000000,1996,11000,7.5,2.35,0
96,668,Action|Adventure|Thriller|War,Sylvester Stallone,Martin Kove,1980s|mission|prison|rambo|vietnam,217,English,USA,R,44000000,1985,738,6.4,2.35,0
28,643,Drama|Thriller,Joseph Gordon-Levitt,Anne Heche,breasts|mafia|sex scene|temple|woods,62,English,USA,R,44000000,1996,2000,5.6,2.35,353
105,40,Animation|Family|Fantasy|Musical,Mel Blanc,Cliff Edwards,boy|conscience|fairy|jiminy cricket|pinocchio,147,English,USA,Approved,2600000,1940,48,7.5,1.37,0
102,678,Adventure|Drama|Western,Jeff Bridges,Isabelle Huppert,1890s|hired gun|immigrant|johnson county war|sheriff,189,English,USA,R,44000000,1980,849,6.8,2.35,1000
