num_critic_for_reviews,actor_3_facebook_likes,gross,genres,actor_1_name,actor_3_name,plot_keywords,content_rating,title_year,imdb_score,aspect_ratio
113,867,15738632,Action|Comedy|Crime|Thriller,Jon Lovitz,Ice-T,casino|elvis impersonator|gun|heist|rascal,R,2001,5.9,2.35
596,1000,54116191,Crime|Drama|Mystery|Thriller|Western,Craig Stark,Zoë Bell,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,R,2015,7.9,2.76
191,970,118153533,Comedy|Sport,Will Ferrell,Jon Heder,competition|fight|ice|jock strap|nintendo game boy advance,PG-13,2007,6.3,1.85
156,439,108012170,Adventure|Animation|Comedy|Family|Fantasy,Gary Cole,Chelsea Handler,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker,PG,2011,5.5,1.85
460,447,210592590,Action|Drama|Fantasy|War,Gerard Butler,Vincent Regan,battle|epic|greece|spartan|warrior,R,2006,7.7,2.35
141,708,279167575,Comedy|Romance,Robert De Niro,Teri Polo,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,PG-13,2004,6.3,1.85
180,664,143151473,Comedy|Drama|Family,Eric Dane,Haley Bennett,box office hit|dog|dog movie|florida|pet name in title,PG,2008,7.1,2.35
186,693,136801374,Crime|Drama|Fantasy|Mystery,Tom Hanks,Michael Jeter,1930s|death row inmate|healing|prison guard|southern u.s.,R,1999,8.5,1.85
177,311,168213584,Action|Adventure|Comedy,Jill Hennessy,Drew Sidora,biker gang|friend|motorcycle|new mexico|road trip,PG-13,2007,5.9,2.35
161,397,135381507,Adventure|Animation|Comedy|Family|Sci-Fi,Catherine O'Hara,Amy Sedaris,alien invasion|chicken|fish|friend|panic,G,2005,5.8,1.85
568,625,167735396,Crime|Drama|Mystery|Thriller,Patrick Fugit,Emily Ratajkowski,based on novel|disappearance|missing person|missing wife|murder suspect,R,2014,8.1,2.35
249,73,121468960,Action|Mystery|Thriller,Matt Damon,Nicky Naudé,amnesia|assassin|money|political thriller|three word title,PG-13,2002,7.9,2.35
137,345,106635996,Action|Adventure|Thriller,Izabella Scorupco,Tchéky Karyo,agent|cossack|official james bond series|russia|russian,PG-13,1995,7.2,2.35
113,475,102678089,Drama|Mystery|Thriller,Daniel von Bargen,Clarence Williams III,army cid|cover up|military|murder|woman in military,R,1999,6.3,2.35
213,576,125603360,Comedy|Drama|Sci-Fi,Natascha McElhone,Peter Krause,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,PG,1998,8.1,1.85
120,145,101217900,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,Martin Short,Eden Riegel,ancient egypt|hebrew|nudity|pharaoh|title directed by female,PG,1998,7.0,1.85
81,522,104148781,Comedy|Family,Anjelica Huston,Jeff Garlin,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers,PG,2003,5.5,1.85
265,459,75573300,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,Fred Ward,close up of breasts|female nudity|fugitive|money|undercover,R,2013,6.7,2.35
105,405,93375151,Action|Comedy|Family|Fantasy,Carol Ann Susi,Miriam Margolyes,cartoon on tv|cat|dog|scientist|secret agent,PG,2001,5.2,1.85
155,82,106126012,Action|Crime|Thriller,Jason Statham,Jimmy Shubert,gold|heist|revenge|traffic jam|venice italy,PG-13,2003,7.0,2.35
118,268,93307796,Comedy|Romance,Dorian Missick,Dana Ivey,developer|divorce|lawyer|love|new york city,PG-13,2002,6.1,1.85
131,754,90646554,Adventure|Animation|Comedy|Family,Sylvester Stallone,Anne Bancroft,ant|friend|princess|soldier|worker,PG,1998,6.6,1.85
166,721,109176215,Comedy,Jon Favreau,Tasha Smith,couple|island|marriage|tropical|voyeurism,PG-13,2009,5.5,1.85
60,695,82670733,Action|Drama|Sport,Tom Cruise,Randy Quaid,driver|hot shot|racing|stock car driver|team,PG-13,1990,5.9,2.35
77,2000,82569532,Adventure|Comedy|Family,Taylor Lautner,Alyson Stoner,children|competition|rival|second part|vacation,PG,2005,5.4,2.35
249,240,81687587,Action|Sci-Fi|Thriller,Ki Hong Lee,Rosa Salazar,desert|disease|escape|resistance|virus,PG-13,2015,6.4,2.35
213,745,80574010,Drama|Romance,James Franco,Billy Crudup,divorce|emotional balance|female protagonist|indonesia|inner peace,PG-13,2010,5.7,1.85
121,627,75764085,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Amber Valletta,bowling|christmas|parallel universe|salesman|unfaithfulness,PG-13,2000,6.7,2.35
315,357,90356857,Action|Comedy|Crime|Thriller,Bruce Willis,Jaqueline Fleming,cia|female assassin|interrogation|office cubicle|spy,PG-13,2010,7.1,2.35
171,1000,75530832,Drama|Sport,Al Pacino,LL Cool J,breasts|coach|football|in medias res|vomiting,R,1999,6.8,2.35
96,380,75370763,Drama|Romance|Western,Scarlett Johansson,Jessalyn Gilsig,grace|groom|horse|montana|western u.s.,PG-13,1998,6.5,1.85
299,680,100003492,Crime|Drama|Thriller,Tom Cruise,Debi Mazar,city by night|contract killer|driving at night|los angeles california|taxi,R,2004,7.6,2.35
167,416,90341670,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,Bernard Hill,desert|king|showdown|sorceress|warrior,PG-13,2002,5.5,2.35
125,579,74540762,Action|Drama|Thriller,Billy Burke,Jacinda Barrett,death of husband|fire|firefighter|funeral|main character dies,PG-13,2004,6.5,1.85
387,1000,80033643,Action|Crime|Mystery|Thriller,Tom Cruise,David Oyelowo,coma|mysterious villain|police chase|shooting range|sniper,PG-13,2012,7.0,2.35
199,811,73648142,Action|Sci-Fi|Thriller,LL Cool J,Saffron Burrows,alzheimer's disease|experiment|human versus shark|research|underwater headquarters,R,1999,5.8,2.35
136,6,71844424,Documentary|Music,Misha Gabriel Hamilton,Judith Hill,2000s|box office hit|comeback|rehearsal|year 2009,PG,2009,7.3,1.78
436,175,75638743,Drama|Thriller,Matt Damon,Griffin Kane,contagion|cure|infection|panic|virus,PG-13,2011,6.6,1.85
73,226,66734992,Action|Adventure|Comedy|Crime,Estella Warren,Bill Hunter,australia|body paint|kangaroo|mob|money,PG,2003,4.4,2.35
310,57,75280058,Animation|Family|Fantasy,Jennifer Saunders,John Hodgman,dream|new home|parallel worlds|scissors|secret door,PG,2009,7.7,1.85
323,751,64505912,Sci-Fi|Thriller,Zooey Deschanel,Kristen Connolly,bee|nature|park|school|teacher,R,2008,5.0,1.85
171,451,77862546,Action|Crime|Drama|Thriller,Denzel Washington,Giancarlo Giannini,bodyguard|journalist|kidnapping|mexico|police corruption,R,2004,7.7,2.35
76,722,61112916,Comedy|Family|Fantasy,Robert Downey Jr.,Kristin Davis,animal as human|dog movie|elevator|human becoming an animal|sheepdog,PG,2006,4.4,2.35
173,767,88200225,Comedy|Crime,Snoop Dogg,Fred Williamson,cocaine|cop|criminal|partner|police,PG-13,2004,6.1,2.35
81,626,60573641,Comedy|Family,Jim Belushi,Jake Lloyd,action figure|christmas|hero|karate|toy,PG,1996,5.4,1.85
242,160,59035104,Action|Fantasy|Horror|Sci-Fi,James Babson,Brian Steele,assassin|demon|hero|nazi|superhero,PG-13,2004,6.8,1.85
110,521,56702901,Drama,Robert Duvall,Sydney Pollack,1980s|law firm|lawsuit|lawyer|toxic waste,PG-13,1998,6.5,2.35
328,586,55994557,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,Elaine Stritch,curse|ghost|outcast|witch|zombie,PG,2012,7.0,2.35
83,460,54910560,Action|Adventure|Crime|Thriller,J.K. Simmons,Sophie Okonedo,assassin|fbi|ira|jackal|russian,R,1997,6.3,2.35
196,716,53789313,Action|Mystery|Sci-Fi|Thriller,Ivana Milicevic,Callum Rennie,anti hero|babe scientist|engineer|memory|money,PG-13,2003,6.3,2.35
34,672,51045801,Drama|Romance,Joe Mantegna,Raymond Cruz,journalism|news anchor|newscast|newscaster|tv journalism,PG-13,1996,6.1,1.85
118,903,50818750,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,Frank Langella,book|darkness|dungeon|princess|rat,G,2008,6.1,2.35
8,402,,Comedy|Romance,Bianca Kajlich,Adhir Kalyan,fiance|fiancee|magazine editor|naivety|womanizer,TV-PG,,7.3,1.78
81,107,50189179,Action|Comedy|Sci-Fi,Romany Malco,Ritchie Coster,chauffeur|hospital|secret agent|spying|tuxedo,PG-13,2002,5.3,1.85
47,488,50024083,Action|Thriller,Peter Greene,Patrick Kilpatrick,colorado|niece|satellite|terrorist|train,R,1995,5.4,1.85
313,288,50549107,Action|Drama|Thriller,Colm Feore,Gemma Chan,covert analyst|marine|russian|spy|stock market,PG-13,2014,6.2,2.35
315,14000,56443482,Biography|Comedy|Drama,Jennifer Lawrence,Bradley Cooper,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,PG-13,2015,6.6,1.85
225,864,62401264,Action|Crime|Drama|Thriller,Gerard Butler,Julian Kostov,british|funeral|good versus evil|mole|sequel,R,2016,5.9,2.35
223,672,47748610,Action|Horror|Sci-Fi,Gary Dourdan,Raymond Cruz,alien|blood|breeding|clone|scientist,R,1997,6.3,2.35
198,295,46975183,Action|Crime|Drama|Mystery|Thriller,Tate Donovan,Louis Ferreira,colonel|ethiopia|marksman|on the run|rangefinder,R,2007,7.2,2.35
219,642,50807639,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,Tracy Morgan,chase|puppet animation|red hat|stop motion animation|troll,PG,2014,6.8,1.85
92,944,46611204,Comedy|Drama|Fantasy|Romance,Goran Visnjic,Stockard Channing,curse|death|island|love|magic,PG-13,1998,6.1,2.35
435,2000,257756197,Action|Adventure|Animation|Comedy|Family|Fantasy,Morgan Freeman,Alison Brie,based on toy|dual personality|evil businessman|good cop bad cop|lego,PG,2014,7.8,2.35
111,642,48472213,Action|Comedy|Crime,Eileen Brennan,Treat Williams,bodyguard|fbi|fbi agent|female protagonist|undercover,PG-13,2005,5.0,2.35
138,11000,43060566,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,Matthew McConaughey,castle|dragon|fire breathing dragon|militia|survival,PG-13,2002,6.2,2.35
415,300,45996718,Action|Crime|Drama|Thriller,Ryan Gosling,Wade Williams,good versus evil|machine gun|mobster|police vigilantism|year 1949,R,2013,6.7,2.35
170,485,43337279,Adventure|Comedy,Olivia Wilde,Xander Berkeley,abraham|hunter|princess|sodom|tribe,PG-13,2009,4.9,1.85
306,204,37479778,Biography|Drama|History|Sport,Matt Damon,Leleti Khumalo,apartheid|nation|nelson mandela|president|rugby,PG-13,2009,7.4,2.35
252,379,36965395,Crime|Drama|Mystery|Thriller,Robin Wright,Michael Weston,congressman|conspiracy|newspaper|political conspiracy|subway,PG-13,2009,7.1,2.35
211,896,40559930,Comedy|Crime|Romance|Thriller,Julia Roberts,Denis O'Hare,ceo|dubai|product|rivalry|spy,PG-13,2009,6.2,2.35
49,230,36830057,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,Michael Lerner,alien|hidden camera|martian|reporter|spaceship,PG,1999,4.9,1.85
161,206,36279230,Action|Crime|Thriller,Blair Brown,Martin Donovan,first lady|framed|investigation|president|secret service,PG-13,2006,6.1,2.35
156,480,42194060,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,James Corden,alien|alien planet|astronaut|planet|teenager,PG,2009,6.1,2.35
172,906,43119879,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,Jonathan Frakes,earth|federation|romulan|slave|space,PG-13,2002,6.4,2.35
161,210,35096190,Comedy|Crime|Romance,Cedric the Entertainer,Julia Duffy,attorney|divorce|marriage|real estate|screwball comedy,PG-13,2003,6.3,1.85
239,461,35754555,Drama|Sport,Clint Eastwood,Bob Gunton,aging|baseball|baseball scout|north carolina|pitcher,PG-13,2012,6.8,2.35
258,896,43290977,Crime|Drama|Mystery|Thriller,Bojana Novakovic,Denis O'Hare,activist|detective|father daughter relationship|investigation|vigilantism,R,2010,6.6,2.35
95,308,33927476,Horror|Mystery|Sci-Fi|Thriller,John Kapelos,Chi Muoi Lo,fire|helicopter|museum|police sergeant|relic,R,1997,5.7,2.35
105,236,32122249,Comedy|Crime,Robert De Niro,Joe Viterelli,blonde|mafia|mental illness|prison|second part,R,2002,5.9,1.85
198,1000,40076438,Action|Crime|Drama|Mystery|Thriller,Robert De Niro,50 Cent,blood splatter|execution|new york city|nypd|serial killer,R,2008,6.0,2.35
79,652,32940507,Action|Crime|Drama|Thriller,Bruce Willis,Carrie Preston,autistic child|boy|child in danger|fbi|nsa,R,1998,6.1,2.35
210,569,31670931,Biography|Drama|Music,Robert Downey Jr.,Rachael Harris,columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat,PG-13,2009,6.7,2.35
125,9000,30695227,Drama|Fantasy|Sport,Matt Damon,Charlize Theron,caddy|game|golf|golf course|golfer,PG-13,2000,6.7,1.85
149,947,32522352,Adventure|Comedy|Drama|Music,Philip Seymour Hoffman,Michael Angarano,band|magazine|rolling stone magazine|smoking marijuana|tour,R,2000,7.9,1.85
77,265,28424210,Animation|Comedy|Family|Fantasy,Bill Murray,Ben Falcone,cat|england|lti txii|peugeot 206|rover 3 5 litre.coupe p5b,PG,2006,5.0,1.85
77,218,26082914,Action|Adventure|Crime|Thriller,Sunny Mabrey,Xzibit,coup d'etat|mutiny|president|u.s. navy|washington d.c.,PG-13,2005,4.3,2.35
225,77,29136626,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,Jacob Hopkins,church|priest|sheriff|vampire|warrior,PG-13,2011,5.7,2.35
98,82,26288320,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,Timothy West,book|framed|goddess|prince|sinbad,PG,2003,6.7,1.66
172,552,26616590,Horror|Sci-Fi|Thriller,Sean Pertwee,Kathleen Quinlan,solar system|space|spaceship|starship|year 2047,R,1997,6.7,2.35
703,19000,623279547,Action|Adventure|Sci-Fi,Chris Hemsworth,Scarlett Johansson,alien invasion|assassin|battle|iron man|soldier,PG-13,2012,8.1,1.85
117,256,30063805,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,Matt Craven,death|doctor|grave|patient|venezuela,PG-13,2002,6.1,2.35
240,854,22518325,Crime|Drama|Mystery|Thriller,Scarlett Johansson,Mike Starr,black dahlia|boxer|corpse|death|partner,R,2006,5.6,2.35
123,579,13082288,Action|Adventure|Drama|History|Romance|War,James Franco,Philip Winchester,american|france|military|pilot|training,PG-13,2006,6.6,2.35
110,507,18208078,Action|Drama|Thriller,Clifton Collins Jr.,Michael Irby,colonel|general|military|prison|three star general,R,2001,6.9,2.35
100,68,14218868,Horror|Sci-Fi|Thriller,Robert Forster,Vanessa Marshall,deep space|distress signal|explosion|mining|rescue,PG-13,2000,4.8,2.35
189,778,22451,Drama|Fantasy|Mystery|Romance,Matt Bomer,Kevin Corrigan,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,PG-13,2014,6.2,2.35
212,1000,31165421,Fantasy|Horror|Mystery|Romance,Aidan Turner,CCH Pounder,battle|demon|magic|secret|warrior,PG-13,2013,6.0,2.35
127,196,11802056,Adventure|Comedy|Family|Romance|Sci-Fi,Marc Blucas,Shawn Christian,alien|mutiny|orb|planet|spaceship,PG,2008,4.9,1.85
196,87,25472967,Drama|Horror|Thriller,Dougray Scott,Ariel Gade,apartment|hello kitty|school|teacher|water,PG-13,2005,5.6,2.35
115,1000,22362500,Comedy|Drama,Matthew McConaughey,Clint Howard,female removes her clothes|one word title|producer|television|video store,PG-13,1999,6.1,1.85
161,466,17281832,Adventure|Family|Fantasy,Brendan Fraser,Jamie Foreman,book|escape|girl|overalls|villain,PG,2008,6.1,2.35
223,437,19781879,Action|Crime|Fantasy|Thriller,Scarlett Johansson,Louis Lombardi,female star appears nude|pants falling down|samurai|white rat|woman in a towel,PG-13,2008,4.8,2.35
181,280,7605668,Action|Comedy|Mystery|Romance,Johnny Depp,Ulrich Thomsen,art dealer|fake painting|macguffin|moustache|stolen painting,R,2015,5.5,2.35
140,102,4535117,Action|Adventure|Fantasy|Thriller,Jason Statham,Tania Saulnier,farmer|king|krug|rescue|wizard,PG-13,2007,3.8,2.35
54,617,4426297,Adventure|Drama|Romance|War,Angelina Jolie Pitt,Noah Emmerich,africa|american|border|doctor|well,R,2003,6.5,2.35
14,22,,Action|Adventure|Fantasy,Li Gong,Eddie Peng,buddhism|demon|journey to the west|monk|monkey king,,2016,6.0,2.35
81,242,10166502,Action|Drama|War,James Franco,Paolo Montalban,american|lieutenant colonel|mission|rescue|soldier,R,2005,6.7,2.35
579,361,363024263,Action|Adventure|Comedy|Romance|Sci-Fi,Ryan Reynolds,Stefan Kapicic,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,R,2016,8.1,2.35
56,440,12065985,Comedy|Drama,Kelly Preston,Eric McCormack,1990s|evangelist|professional rivalry|swimming pool|televangelist,PG,1998,4.9,2.35
490,318,350123553,Action|Biography|Drama|History|Thriller|War,Bradley Cooper,Keir O'Donnell,assassin|death of child|iraq|sniper|sniper rifle,R,2014,7.3,2.35
218,543,80021740,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Ken Marino,based on book|blob|ferris wheel|manuscript|monster,PG,2015,6.4,2.35
20,271,,Comedy|Family|Fantasy,Nate Richert,Caroline Rhea,female protagonist|hereditary gift of witchcraft|magic|supernatural|witch,TV-G,,6.6,1.33
142,512,48291624,Comedy|Fantasy|Romance,Jon Heder,Willie Garson,apartment|architect|coma|doctor|spirit,PG-13,2005,6.7,1.85
57,809,35231365,Comedy|Family|Romance|Sci-Fi,Taylor Negron,Danny Woodburn,based on tv series|love|prequel|the flintstones|title appears in song,PG,2000,3.6,1.85
84,349,53715611,Action|Adventure|Thriller|War,Sylvester Stallone,Richard Crenna,afghanistan|colonel|rambo|rescue|soviet,R,1988,5.7,2.35
186,110,31199215,Comedy|Drama|Romance|Sport,Robert Baker,Matt Bushell,college football|fight|football|hero|surrender,PG-13,2008,6.0,1.85
53,11000,,Comedy|Western,Taylor Lautner,Jon Lovitz,apache|bank robbery|baseball|half brothers|white raised as indian,TV-14,2015,4.9,2.35
133,727,29580087,Comedy|Drama|Romance,Michael Kelly,Kevin Brown,fbi|murder|witness|witness protection|wyoming,PG-13,2009,4.7,2.35
246,839,44665963,Comedy,Josh Gad,Rob Riggle,actor's picture shown in credits|animated credits|google|internship|still images in end credits,PG-13,2013,6.3,2.35
253,529,60128566,Action|Adventure|Horror|Sci-Fi,Milla Jovovich,Shawn Roberts,alaska|female gunfighter|mutation|ship|siege,R,2010,5.9,2.35
144,519,49875589,Action|Adventure|Drama|History|War,David Oyelowo,Tristan Mack Wilds,african american|battle|italy|tuskegee airmen|world war two,PG-13,2012,5.9,2.35
46,479,,Comedy|Romance,Chris Noth,Cynthia Nixon,casual sex|friendship|friendship between women|gay|singles,TV-MA,,7.0,1.33
117,9000,60984028,Drama|Mystery|Thriller,Keanu Reeves,Charlize Theron,deal with the devil|lawyer|money|reality|supernatural power,R,1997,7.5,2.35
157,622,36931089,Comedy,Adam Sandler,Will Forte,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex,R,2012,5.6,2.35
60,40,51317350,Action|Adventure|Fantasy,Dennis Quaid,Terry O'Neill,dragon|england|human dragon relationship|king|knight,PG-13,1996,6.4,2.35
117,455,28328132,Action|Comedy|Crime|Drama,Salma Hayek,Chris Penn,diamond|fbi|fbi agent|island|thief,PG-13,2004,6.3,2.35
287,1000,51774002,Action|Fantasy|Thriller,Nicolas Cage,Christopher Lambert,deal with the devil|devil|eastern europe|ghost rider|monk,PG-13,2011,4.3,2.35
96,58,25528495,Drama|Music|Romance|War,Christian Bale,Mihalis Giannatos,captain|greek|island|italian|love,R,2001,5.9,2.35
26,676,,Comedy|Romance,Barry Corbin,Brian Austin Green,anger management|argument|irony|sarcasm|therapist,,,6.7,16.0
125,650,113006880,Action|Comedy|Drama|Family|Thriller,Vin Diesel,Tate Donovan,bodyguard|death of husband|male nanny|nanny|wrestling match,PG,2005,5.5,2.35
117,348,45860039,Action|Crime,Dwayne Johnson,Michael Bowen,casino|football|sheriff|special forces|violence,PG-13,2004,6.2,2.35
149,194,329691196,Comedy|Drama,Tom Hanks,Sam Anderson,amputee|love|vietnam|vietnam war|war hero,PG-13,1994,8.8,2.35
131,639,217326336,Animation|Comedy|Family|Fantasy|Music,Jesse McCartney,Matthew Gray Gubler,based on cartoon|chipmunk|concert|fart joke|talking animal,PG,2007,5.2,1.85
150,708,166225040,Comedy,Robert De Niro,Teri Polo,cat|cia|jewish|male nurse|nurse,PG-13,2000,7.0,1.85
92,752,141600000,Adventure|Animation|Drama|Family|History|Musical|Romance,Christian Bale,Irene Bedard,actor playing multiple roles|love|one word title|unsubtitled foreign language|virginia,G,1995,6.6,1.78
169,467,134218018,Action|Adventure|Drama|Romance|Sci-Fi,Marlon Brando,Ned Beatty,1970s|clark kent|planet|superhero|year 1978,PG,1978,7.3,2.35
57,744,128769345,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,Dave Chappelle,face slap|formula|overweight|professor|teacher,PG-13,1996,5.6,1.85
171,681,177575142,Comedy|Romance,Will Smith,Kevin Sussman,advice|friendship|gossip|newspaper|quitting a job,PG-13,2005,6.6,2.35
53,458,105263257,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,Holland Taylor,animal companion|heiress|hero|jungle|male objectification,PG,1997,5.4,1.85
153,729,104354205,Comedy|Romance,Alyson Hannigan,Fred Willard,bachelor party|blow job|breasts|friend|wedding,R,2003,6.3,2.35
491,186,107100855,Biography|Drama|Thriller,Tom Hanks,Michael Chernus,hijacking|hostage|leader|ship|somalia,PG-13,2013,7.9,2.35
247,7000,98711404,Comedy|Crime|Romance|Thriller,Mila Kunis,Steve Carell,city|new york city|night|reservation|restaurant,PG-13,2010,6.3,2.35
26,394,100328194,Comedy|Family|Fantasy,Eric Idle,Cathy Moriarty,casper|friendly ghost|ghost|maine|mansion,PG,1995,6.0,1.85
292,683,101530738,Action|Crime|Thriller,Denzel Washington,James Wilcox,assassin|ex soldier|gangster|hanged man|mysterious past,R,2014,7.2,2.35
114,708,93815117,Comedy|Drama|Romance,Bob Hoskins,Natasha Richardson,hotel|maid|new york city|place name in title|the bronx,PG-13,2002,5.1,2.35
82,665,91400000,Action|Drama|Thriller|War,Denzel Washington,Ricky Schroder,alabama|mutiny|order|radio|submarine,R,1995,7.3,2.35
201,168,162586036,Biography|Drama,Will Smith,James Karen,bus|intern|internship|salesman|stockbroker,PG-13,2006,8.0,2.35
231,354,89706988,Drama|Mystery|Thriller,Erika Christensen,Haley Ramm,captain|flight|flight attendant|plane|search,PG-13,2005,6.2,2.35
55,383,83000000,Drama|Thriller,Demi Moore,Roma Maffia,computer|marriage|non statutory female on male rape|promotion|sexual harassment,R,1994,6.0,2.35
110,539,78745923,Drama|Fantasy|Romance,Nicolas Cage,Colm Feore,angel|doctor|fall|heart surgeon|hospital,PG-13,1998,6.7,2.35
354,640,70098138,Action,David Carradine,Chiaki Kuriyama,bride|coma|japan|revenge|sword,R,2003,8.1,2.35
140,490,66365290,Comedy,Robert Downey Jr.,Jamie Kennedy,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,PG-13,1999,6.4,1.37
77,72,,Action|Adventure|Drama|Sci-Fi,Christopher Judge,Gary Jones,2000s|21st century|alternate history|message from outer space|military,TV-14,,8.4,1.33
304,348,66207920,Action|Crime|Drama|Thriller,Vivica A. Fox,Michael Bowen,assassin|assassination|bride|death|vengeance,R,2004,8.0,2.35
45,403,63408614,Action|Comedy|Crime|Thriller,Sylvester Stallone,Brion James,1980s|80s action|escape|plea bargain|prison,R,1989,6.3,2.35
49,812,58422650,Comedy|Fantasy|Horror,Bruce Willis,Isabella Rossellini,plastic surgeon|rejuvenation|revenge|rival|rivalry,PG-13,1992,6.4,1.85
146,95,56932305,Action|Adventure|Comedy|Western,Xander Berkeley,Kate Luyben,19th century|chinese|princess|rescue|travel,PG-13,2000,6.6,2.35
60,263,68750000,Action|Adventure|Thriller,Oliver Platt,J.T. Walsh,bomb|hostage|military|plane|terrorist,R,1996,6.4,2.35
189,497,68218041,Comedy|Family|Fantasy,Madeline Carroll,Philip Baker Hall,father|penguin|snowglobe|son|winter,PG,2011,6.0,1.85
206,947,25040293,Action|Adventure|Fantasy,Jet Li,Michael Angarano,monkey king|staff|teenager|urination|warrior,PG-13,2008,6.6,2.35
118,562,55747724,Adventure|Animation|Comedy|Family,Amy Poehler,Dan Fogler,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,PG,2013,5.9,1.85
210,243,55473600,Action|Horror|Sci-Fi,Charles S. Dutton,Paul McGann,alien|crash|planet|prison|survivor,R,1992,6.4,2.35
76,34,49994804,Biography|Drama|History|Musical,Andrea Corr,Peter Polycarpou,actress|argentina|military|politics|singer,PG,1996,6.3,2.35
149,135,41609593,Action|Adventure|Crime|Thriller,Robert De Niro,Michael Lonsdale,case|ex kgb|ronin|russian|suitcase,R,1998,7.3,2.35
62,163,38553833,Adventure|Drama|Horror|Thriller,Tom Wilkinson,Om Puri,bridge|engineer|hunter|lion|railway,R,1996,6.8,2.35
224,594,76137505,Animation|Comedy|Family|Fantasy,Julie Walters,Sally Hawkins,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,PG,2014,7.2,2.35
265,537,34350553,Action|Comedy|Sci-Fi,Will Forte,Rosemarie DeWitt,alien|escape|manager|neighborhood watch|ohio,R,2012,5.7,2.35
135,215,34238611,Action|Crime|Drama|Thriller,Connie Nielsen,Rex Linn,capture|combat|fbi|hunter|special forces,R,2003,6.0,1.85
100,241,34098563,Drama|Thriller,Anthony Hopkins,John Ashton,africa|anthropologist|murder|poacher|psychiatrist,R,1999,6.5,2.35
123,327,33828318,Comedy,Matt Damon,Seymour Cassel,actor|conjoined twins|cook|internet|short order cook,PG-13,2003,5.8,2.35
164,490,33472850,Comedy|Sport,Will Ferrell,Matt Walsh,flint michigan|merger|michigan|nba|team,R,2008,5.8,2.35
238,591,31051126,Adventure|Animation|Comedy|Family,Salma Hayek,Brian Blessed,charles darwin|cutlass|pirate|queen victoria|scientist,PG,2012,6.7,2.35
264,539,35707327,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,Colm Feore,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,R,2008,7.8,2.35
47,581,20550712,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,Kevin Dunn,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,PG-13,1996,5.6,1.85
50,552,18573791,Action|Drama|Sport|Thriller,Robert De Niro,Ellen Barkin,baseball|fan|obsession|salesman|san francisco giants,R,1996,5.8,2.35
153,530,51225796,Drama|Musical|Romance|Thriller,Gerard Butler,Miranda Richardson,based on stage musical based on novel|disfigurement|mask|opera|singer,PG-13,2004,7.4,2.35
202,877,16264475,Biography|Drama|History|War,Eddie Redmayne,Jordi Mollà,court|intrigue|queen|spain|virgin,PG-13,2007,6.9,1.85
178,352,25857987,Action|Sci-Fi,Charlize Theron,Paterson Joseph,based on cult favorite|disease|female hero|female protagonist|future,PG-13,2005,5.5,2.35
84,67,12870569,Drama|History|War,Billy Campbell,John Castle,confederacy|hero|prequel|stonewall jackson|war hero,PG-13,2003,6.3,2.35
44,745,11466088,Action|Thriller,Hector Elizondo,Jeffrey DeMunn,airplane|christmas|marshal|pilot|u.s. marshal,R,1997,4.7,2.35
93,506,16088610,Comedy|Drama|Family|Fantasy,Stephen Root,Richard Schiff,blanket|competition|family relationships|feather|sleepover,PG,2009,5.6,2.35
277,518,51178893,Adventure|Comedy|Crime|Family|Musical,Ty Burrell,Hugh Bonneville,europe|frog|gulag|prison break|puppet,PG,2014,6.4,1.85
