duration,director_facebook_likes,gross,genres,plot_keywords,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
87,6,93375151,Action|Comedy|Family|Fantasy,cartoon on tv|cat|dog|scientist|secret agent,60000000,664,5.2,1.85
111,473,106126012,Action|Crime|Thriller,gold|heist|revenge|traffic jam|venice italy,60000000,9000,7.0,2.35
101,30,93307796,Comedy|Romance,developer|divorce|lawyer|love|new york city,60000000,976,6.1,1.85
83,35,90646554,Adventure|Animation|Comedy|Family,ant|friend|princess|soldier|worker,105000000,11000,6.6,1.85
113,0,109176215,Comedy,couple|island|marriage|tropical|voyeurism,60000000,722,5.5,1.85
107,12000,82670733,Action|Drama|Sport,driver|hot shot|racing|stock car driver|team,60000000,3000,5.9,2.35
94,163,82569532,Adventure|Comedy|Family,children|competition|rival|second part|vacation,60000000,3000,5.4,2.35
132,47,81687587,Action|Sci-Fi|Thriller,desert|disease|escape|resistance|virus,61000000,960,6.4,2.35
140,708,80574010,Drama|Romance,divorce|emotional balance|female protagonist|indonesia|inner peace,60000000,8000,5.7,1.85
125,420,75764085,Comedy|Drama|Fantasy|Romance,bowling|christmas|parallel universe|salesman|unfaithfulness,60000000,3000,6.7,2.35
111,124,90356857,Action|Comedy|Crime|Thriller,cia|female assassin|interrogation|office cubicle|spy,58000000,11000,7.1,2.35
156,0,75530832,Drama|Sport,breasts|coach|football|in medias res|vomiting,55000000,2000,6.8,2.35
170,0,75370763,Drama|Romance|Western,grace|groom|horse|montana|western u.s.,60000000,1000,6.5,1.85
120,0,100003492,Crime|Drama|Thriller,city by night|contract killer|driving at night|los angeles california|taxi,65000000,851,7.6,2.35
100,55,90341670,Action|Adventure|Fantasy|Thriller,desert|king|showdown|sorceress|warrior,60000000,1000,5.5,2.35
115,13,74540762,Action|Drama|Thriller,death of husband|fire|firefighter|funeral|main character dies,55000000,1000,6.5,1.85
130,188,80033643,Action|Crime|Mystery|Thriller,coma|mysterious villain|police chase|shooting range|sniper,60000000,3000,7.0,2.35
105,212,73648142,Action|Sci-Fi|Thriller,alzheimer's disease|experiment|human versus shark|research|underwater headquarters,60000000,975,5.8,2.35
111,197,71844424,Documentary|Music,2000s|box office hit|comeback|rehearsal|year 2009,60000000,208,7.3,1.78
106,0,75638743,Drama|Thriller,contagion|cure|infection|panic|virus,60000000,240,6.6,1.85
89,18,66734992,Action|Adventure|Comedy|Crime,australia|body paint|kangaroo|mob|money,60000000,257,4.4,2.35
100,253,75280058,Animation|Family|Fantasy,dream|new home|parallel worlds|scissors|secret door,60000000,229,7.7,1.85
91,0,64505912,Sci-Fi|Thriller,bee|nature|park|school|teacher,48000000,946,5.0,1.85
146,12000,77862546,Action|Crime|Drama|Thriller,bodyguard|journalist|kidnapping|mexico|police corruption,70000000,992,7.7,2.35
98,48,61112916,Comedy|Family|Fantasy,animal as human|dog movie|elevator|human becoming an animal|sheepdog,50000000,936,4.4,2.35
101,480,88200225,Comedy|Crime,cocaine|cop|criminal|partner|police,60000000,869,6.1,2.35
94,32,60573641,Comedy|Family,action figure|christmas|hero|karate|toy,60000000,628,5.4,1.85
132,0,59035104,Action|Fantasy|Horror|Sci-Fi,assassin|demon|hero|nazi|superhero,66000000,334,6.8,1.85
115,234,56702901,Drama,1980s|law firm|lawsuit|lawyer|toxic waste,60000000,552,6.5,2.35
92,28,55994557,Adventure|Animation|Comedy|Family|Fantasy,curse|ghost|outcast|witch|zombie,60000000,884,7.0,2.35
124,105,54910560,Action|Adventure|Crime|Thriller,assassin|fbi|ira|jackal|russian,60000000,13000,6.3,2.35
119,610,53789313,Action|Mystery|Sci-Fi|Thriller,anti hero|babe scientist|engineer|memory|money,60000000,780,6.3,2.35
124,50,51045801,Drama|Romance,journalism|news anchor|newscast|newscaster|tv journalism,60000000,944,6.1,1.85
93,18,50818750,Adventure|Animation|Comedy|Family|Fantasy,book|darkness|dungeon|princess|rat,60000000,2000,6.1,2.35
22,,,Comedy|Romance,fiance|fiancee|magazine editor|naivety|womanizer,,607,7.3,1.78
98,11,50189179,Action|Comedy|Sci-Fi,chauffeur|hospital|secret agent|spying|tuxedo,60000000,680,5.3,1.85
92,14,50024083,Action|Thriller,colorado|niece|satellite|terrorist|train,60000000,520,5.4,1.85
105,0,50549107,Action|Drama|Thriller,covert analyst|marine|russian|spy|stock market,60000000,394,6.2,2.35
124,737,56443482,Biography|Comedy|Drama,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,60000000,22000,6.6,1.85
99,24,62401264,Action|Crime|Drama|Thriller,british|funeral|good versus evil|mole|sequel,60000000,992,5.9,2.35
116,0,47748610,Action|Horror|Sci-Fi,alien|blood|breeding|clone|scientist,75000000,720,6.3,2.35
124,845,46975183,Action|Crime|Drama|Mystery|Thriller,colonel|ethiopia|marksman|on the run|rangefinder,61000000,467,7.2,2.35
96,7,50807639,Adventure|Animation|Comedy|Family|Fantasy,chase|puppet animation|red hat|stop motion animation|troll,60000000,668,6.8,1.85
104,165,46611204,Comedy|Drama|Fantasy|Romance,curse|death|island|love|magic,48000000,967,6.1,2.35
100,97,257756197,Action|Adventure|Animation|Comedy|Family|Fantasy,based on toy|dual personality|evil businessman|good cop bad cop|lego,60000000,8000,7.8,2.35
115,11,48472213,Action|Comedy|Crime,bodyguard|fbi|fbi agent|female protagonist|undercover,45000000,759,5.0,2.35
101,38,43060566,Action|Adventure|Fantasy|Sci-Fi|Thriller,castle|dragon|fire breathing dragon|militia|survival,60000000,18000,6.2,2.35
113,181,45996718,Action|Crime|Drama|Thriller,good versus evil|machine gun|mobster|police vigilantism|year 1949,60000000,301,6.7,2.35
100,11000,43337279,Adventure|Comedy,abraham|hunter|princess|sodom|tribe,60000000,1000,4.9,1.85
134,16000,37479778,Biography|Drama|History|Sport,apartheid|nation|nelson mandela|president|rugby,60000000,11000,7.4,2.35
127,162,36965395,Crime|Drama|Mystery|Thriller,congressman|conspiracy|newspaper|political conspiracy|subway,,748,7.1,2.35
125,209,40559930,Comedy|Crime|Romance|Thriller,ceo|dubai|product|rivalry|spy,60000000,1000,6.2,2.35
94,80,36830057,Comedy|Family|Sci-Fi,alien|hidden camera|martian|reporter|spaceship,65000000,417,4.9,1.85
107,69,36279230,Action|Crime|Thriller,first lady|framed|investigation|president|secret service,60000000,219,6.1,2.35
91,2,42194060,Adventure|Animation|Comedy|Family|Sci-Fi,alien|alien planet|astronaut|planet|teenager,70000000,10000,6.1,2.35
116,53,43119879,Action|Adventure|Sci-Fi|Thriller,earth|federation|romulan|slave|space,60000000,1000,6.4,2.35
100,0,35096190,Comedy|Crime|Romance,attorney|divorce|marriage|real estate|screwball comedy,60000000,399,6.3,1.85
111,39,35754555,Drama|Sport,aging|baseball|baseball scout|north carolina|pitcher,,897,6.8,2.35
117,258,43290977,Crime|Drama|Mystery|Thriller,activist|detective|father daughter relationship|investigation|vigilantism,80000000,1000,6.6,2.35
110,0,33927476,Horror|Mystery|Sci-Fi|Thriller,fire|helicopter|museum|police sergeant|relic,40000000,344,5.7,2.35
96,11000,32122249,Comedy|Crime,blonde|mafia|mental illness|prison|second part,60000000,394,5.9,1.85
101,50,40076438,Action|Crime|Drama|Mystery|Thriller,blood splatter|execution|new york city|nypd|serial killer,60000000,14000,6.0,2.35
111,17,32940507,Action|Crime|Drama|Thriller,autistic child|boy|child in danger|fbi|nsa,60000000,968,6.1,2.35
117,456,31670931,Biography|Drama|Music,columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat,60000000,939,6.7,2.35
126,0,30695227,Drama|Fantasy|Sport,caddy|game|golf|golf course|golfer,60000000,10000,6.7,1.85
152,488,32522352,Adventure|Comedy|Drama|Music,band|magazine|rolling stone magazine|smoking marijuana|tour,60000000,11000,7.9,1.85
86,25,28424210,Animation|Comedy|Family|Fantasy,cat|england|lti txii|peugeot 206|rover 3 5 litre.coupe p5b,,1000,5.0,1.85
101,93,26082914,Action|Adventure|Crime|Thriller,coup d'etat|mutiny|president|u.s. navy|washington d.c.,87000000,233,4.3,2.35
87,124,29136626,Action|Fantasy|Horror|Sci-Fi|Thriller,church|priest|sheriff|vampire|warrior,60000000,441,5.7,2.35
85,0,26288320,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,book|framed|goddess|prince|sinbad,60000000,102,6.7,1.66
130,545,26616590,Horror|Sci-Fi|Thriller,solar system|space|spaceship|starship|year 2047,60000000,585,6.7,2.35
173,0,623279547,Action|Adventure|Sci-Fi,alien invasion|assassin|battle|iron man|soldier,220000000,21000,8.1,1.85
104,293,30063805,Drama|Fantasy|Mystery|Romance|Thriller,death|doctor|grave|patient|venezuela,60000000,265,6.1,2.35
121,0,22518325,Crime|Drama|Mystery|Thriller,black dahlia|boxer|corpse|death|partner,50000000,972,5.6,2.35
140,23,13082288,Action|Adventure|Drama|History|Romance|War,american|france|military|pilot|training,60000000,779,6.6,2.35
131,37,18208078,Action|Drama|Thriller,colonel|general|military|prison|three star general,60000000,848,6.9,2.35
91,394,14218868,Horror|Sci-Fi|Thriller,deep space|distress signal|explosion|mining|rescue,65000000,290,4.8,2.35
118,167,22451,Drama|Fantasy|Mystery|Romance,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,60000000,882,6.2,2.35
130,91,31165421,Fantasy|Horror|Mystery|Romance,battle|demon|magic|secret|warrior,60000000,2000,6.0,2.35
90,48,11802056,Adventure|Comedy|Family|Romance|Sci-Fi,alien|mutiny|orb|planet|spaceship,60000000,400,4.9,1.85
103,179,25472967,Drama|Horror|Thriller,apartment|hello kitty|school|teacher|water,30000000,329,5.6,2.35
122,2000,22362500,Comedy|Drama,female removes her clothes|one word title|producer|television|video store,55000000,1000,6.1,1.85
106,34,17281832,Adventure|Family|Fantasy,book|escape|girl|overalls|villain,60000000,1000,6.1,2.35
103,436,19781879,Action|Crime|Fantasy|Thriller,female star appears nude|pants falling down|samurai|white rat|woman in a towel,60000000,961,4.8,2.35
107,192,7605668,Action|Comedy|Mystery|Romance,art dealer|fake painting|macguffin|moustache|stolen painting,60000000,2000,5.5,2.35
156,892,4535117,Action|Adventure|Fantasy|Thriller,farmer|king|krug|rescue|wizard,60000000,368,3.8,2.35
127,258,4426297,Adventure|Drama|Romance|War,africa|american|border|doctor|well,35000000,708,6.5,2.35
119,3,,Action|Adventure|Fantasy,buddhism|demon|journey to the west|monk|monkey king,68005000,107,6.0,2.35
132,131,10166502,Action|Drama|War,american|lieutenant colonel|mission|rescue|soldier,80000000,298,6.7,2.35
108,84,363024263,Action|Adventure|Comedy|Romance|Sci-Fi,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,58000000,805,8.1,2.35
114,65,12065985,Comedy|Drama,1990s|evangelist|professional rivalry|swimming pool|televangelist,60000000,730,4.9,2.35
133,16000,350123553,Action|Biography|Drama|History|Thriller|War,assassin|death of child|iraq|sniper|sniper rifle,58800000,962,7.3,2.35
103,11,80021740,Adventure|Comedy|Family|Fantasy|Horror,based on book|blob|ferris wheel|manuscript|monster,58000000,1000,6.4,2.35
22,,,Comedy|Family|Fantasy,female protagonist|hereditary gift of witchcraft|magic|supernatural|witch,3000000,558,6.6,1.33
95,70,48291624,Comedy|Fantasy|Romance,apartment|architect|coma|doctor|spirit,58000000,834,6.7,1.85
90,32,35231365,Comedy|Family|Romance|Sci-Fi,based on tv series|love|prequel|the flintstones|title appears in song,60000000,891,3.6,1.85
87,10,53715611,Action|Adventure|Thriller|War,afghanistan|colonel|rambo|rescue|soviet,63000000,1000,5.7,2.35
114,0,31199215,Comedy|Drama|Romance|Sport,college football|fight|football|hero|surrender,58000000,117,6.0,1.85
119,153,,Comedy|Western,apache|bank robbery|baseball|half brothers|white raised as indian,,11000,4.9,2.35
103,30,29580087,Comedy|Drama|Romance,fbi|murder|witness|witness protection|wyoming,58000000,935,4.7,2.35
125,189,44665963,Comedy,actor's picture shown in credits|animated credits|google|internship|still images in end credits,58000000,847,6.3,2.35
97,545,60128566,Action|Adventure|Horror|Sci-Fi,alaska|female gunfighter|mutation|ship|siege,60000000,1000,5.9,2.35
125,143,49875589,Action|Adventure|Drama|History|War,african american|battle|italy|tuskegee airmen|world war two,58000000,664,5.9,2.35
30,,,Comedy|Romance,casual sex|friendship|friendship between women|gay|singles,,722,7.0,1.33
136,138,60984028,Drama|Mystery|Thriller,deal with the devil|lawyer|money|reality|supernatural power,57000000,14000,7.5,2.35
116,51,36931089,Comedy,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex,70000000,3000,5.6,2.35
103,357,51317350,Action|Adventure|Fantasy,dragon|england|human dragon relationship|king|knight,57000000,663,6.4,2.35
97,420,28328132,Action|Comedy|Crime|Drama,diamond|fbi|fbi agent|island|thief,58000000,3000,6.3,2.35
96,83,51774002,Action|Fantasy|Thriller,deal with the devil|devil|eastern europe|ghost rider|monk,57000000,1000,4.3,2.35
131,108,25528495,Drama|Music|Romance|War,captain|greek|island|italian|love,57000000,243,5.9,2.35
22,,,Comedy|Romance,anger management|argument|irony|sarcasm|therapist,,701,6.7,16.0
95,163,113006880,Action|Comedy|Drama|Family|Thriller,bodyguard|death of husband|male nanny|nanny|wrestling match,56000000,799,5.5,2.35
86,10,45860039,Action|Crime,casino|football|sheriff|special forces|violence,56000000,795,6.2,2.35
142,0,329691196,Comedy|Drama,amputee|love|vietnam|vietnam war|war hero,55000000,294,8.8,2.35
92,25,217326336,Animation|Comedy|Family|Fantasy|Music,based on cartoon|chipmunk|concert|fart joke|talking animal,60000000,718,5.2,1.85
108,116,166225040,Comedy,cat|cia|jewish|male nurse|nurse,55000000,713,7.0,1.85
84,12,141600000,Adventure|Animation|Drama|Family|History|Musical|Romance,actor playing multiple roles|love|one word title|unsubtitled foreign language|virginia,55000000,2000,6.6,1.78
188,503,134218018,Action|Adventure|Drama|Romance|Sci-Fi,1970s|clark kent|planet|superhero|year 1978,55000000,593,7.3,2.35
95,293,128769345,Comedy|Romance|Sci-Fi,face slap|formula|overweight|professor|teacher,54000000,773,5.6,1.85
118,72,177575142,Comedy|Romance,advice|friendship|gossip|newspaper|quitting a job,70000000,975,6.6,2.35
92,39,105263257,Action|Adventure|Comedy|Family|Romance,animal companion|heiress|hero|jungle|male objectification,55000000,562,5.4,1.85
74,58,104354205,Comedy|Romance,bachelor party|blow job|breasts|friend|wedding,55000000,864,6.3,2.35
134,521,107100855,Biography|Drama|Thriller,hijacking|hostage|leader|ship|somalia,55000000,535,7.9,2.35
101,189,98711404,Comedy|Crime|Romance|Thriller,city|new york city|night|reservation|restaurant,55000000,11000,6.3,2.35
100,52,100328194,Comedy|Family|Fantasy,casper|friendly ghost|ghost|maine|mansion,50000000,419,6.0,1.85
132,845,101530738,Action|Crime|Thriller,assassin|ex soldier|gangster|hanged man|mysterious past,55000000,17000,7.2,2.35
105,61,93815117,Comedy|Drama|Romance,hotel|maid|new york city|place name in title|the bronx,55000000,827,5.1,2.35
123,12000,91400000,Action|Drama|Thriller|War,alabama|mutiny|order|radio|submarine,53000000,10000,7.3,2.35
117,125,162586036,Biography|Drama,bus|intern|internship|salesman|stockbroker,55000000,617,8.0,2.35
98,124,89706988,Drama|Mystery|Thriller,captain|flight|flight attendant|plane|search,55000000,507,6.2,2.35
128,272,83000000,Drama|Thriller,computer|marriage|non statutory female on male rape|promotion|sexual harassment,55000000,812,6.0,2.35
114,52,78745923,Drama|Fantasy|Romance,angel|doctor|fall|heart surgeon|hospital,55000000,702,6.7,2.35
111,16000,70098138,Action,bride|coma|japan|revenge|sword,30000000,890,8.1,2.35
85,0,66365290,Comedy,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,55000000,860,6.4,1.37
44,,,Action|Adventure|Drama|Sci-Fi,2000s|21st century|alternate history|message from outer space|military,1400000,440,8.4,1.33
137,16000,66207920,Action|Crime|Drama|Thriller,assassin|assassination|bride|death|vengeance,30000000,387,8.0,2.35
97,96,63408614,Action|Comedy|Crime|Thriller,1980s|80s action|escape|plea bargain|prison,55000000,549,6.3,2.35
104,0,58422650,Comedy|Fantasy|Horror,plastic surgeon|rejuvenation|revenge|rival|rivalry,55000000,11000,6.4,1.85
110,9,56932305,Action|Adventure|Comedy|Western,19th century|chinese|princess|rescue|travel,55000000,110,6.6,2.35
133,53,68750000,Action|Adventure|Thriller,bomb|hostage|military|plane|terrorist,55000000,780,6.4,2.35
94,70,68218041,Comedy|Family|Fantasy,father|penguin|snowglobe|son|winter,55000000,549,6.0,1.85
104,50,25040293,Action|Adventure|Fantasy,monkey king|staff|teenager|urination|warrior,55000000,962,6.6,2.35
91,39,55747724,Adventure|Animation|Comedy|Family,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,55000000,591,5.9,1.85
145,21000,55473600,Action|Horror|Sci-Fi,alien|crash|planet|prison|survivor,50000000,273,6.4,2.35
135,317,49994804,Biography|Drama|History|Musical,actress|argentina|military|politics|singer,55000000,40,6.3,2.35
122,287,41609593,Action|Adventure|Crime|Thriller,case|ex kgb|ronin|russian|suitcase,55000000,2000,7.3,2.35
110,81,38553833,Adventure|Drama|Horror|Thriller,bridge|engineer|hunter|lion|railway,55000000,416,6.8,2.35
95,17,76137505,Animation|Comedy|Family|Fantasy,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,55000000,722,7.2,2.35
102,82,34350553,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,68000000,591,5.7,2.35
94,607,34238611,Action|Crime|Drama|Thriller,capture|combat|fbi|hunter|special forces,55000000,518,6.0,1.85
126,226,34098563,Drama|Thriller,africa|anthropologist|murder|poacher|psychiatrist,55000000,509,6.5,2.35
118,101,33828318,Comedy,actor|conjoined twins|cook|internet|short order cook,55000000,390,5.8,2.35
99,3,33472850,Comedy|Sport,flint michigan|merger|michigan|nba|team,55000000,509,5.8,2.35
88,91,31051126,Adventure|Animation|Comedy|Family,charles darwin|cutlass|pirate|queen victoria|scientist,55000000,796,6.7,2.35
141,16000,35707327,Crime|Drama|Mystery|Thriller,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,55000000,963,7.8,2.35
107,99,20550712,Action|Drama|Sci-Fi|Thriller,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,50000000,11000,5.6,1.85
116,12000,18573791,Action|Drama|Sport|Thriller,baseball|fan|obsession|salesman|san francisco giants,55000000,617,5.8,2.35
143,541,51225796,Drama|Musical|Romance|Thriller,based on stage musical based on novel|disfigurement|mask|opera|singer,70000000,893,7.4,2.35
114,159,16264475,Biography|Drama|History|War,court|intrigue|queen|spain|virgin,55000000,2000,6.9,1.85
93,45,25857987,Action|Sci-Fi,based on cult favorite|disease|female hero|female protagonist|future,62000000,460,5.5,2.35
280,33,12870569,Drama|History|War,confederacy|hero|prequel|stonewall jackson|war hero,56000000,640,6.3,2.35
100,0,11466088,Action|Thriller,airplane|christmas|marshal|pilot|u.s. marshal,71000000,879,4.7,2.35
107,11,16088610,Comedy|Drama|Family|Fantasy,blanket|competition|family relationships|feather|sleepover,55000000,605,5.6,2.35
119,33,51178893,Adventure|Comedy|Crime|Family|Musical,europe|frog|gulag|prison break|puppet,50000000,2000,6.4,1.85
95,906,6768055,Action|Adventure|Comedy|Family|Sci-Fi,astronaut|island|lady penelope|rescue|the hood,57000000,579,4.2,1.85
119,59,39440655,Drama|Music|Musical|Romance,burlesque|dancer|iowa|small town girl|stage,55000000,828,6.4,2.35
133,0,6167817,Drama|Mystery|Romance|War,court martial|death|girl|no man's land|soldier,47000000,52,7.7,2.35
152,0,,Crime|Drama|Romance,lolita|nymphet|older man young girl relationship|professor|writer,2000000,367,7.7,1.66
96,13,,Crime|Horror|Mystery|Thriller,drill in the eye|eye gouging|hanged woman|murder|peep hole,55000000,854,5.3,2.35
117,0,81645152,Action|Horror|Sci-Fi|Thriller,blade the character|cult film|mutation|vampire|warrior,54000000,919,6.7,1.85
123,125,69951824,Drama|Romance,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,55000000,3000,7.7,2.35
92,394,9483821,Action|Thriller,bar|bullet|corruption|detective|lawyer,55000000,11000,5.7,1.85
170,0,66676062,Crime|Drama,1970s|family relationships|mob hit|opera|repeating history,54000000,1000,7.6,1.85
123,488,26838389,Comedy|Drama|Romance,flight|flight attendant|kentucky|shoes|travel,57000000,4000,6.4,1.85
110,94,75604320,Comedy|Romance,best friend|foot fetish|houseguest|newlywed|wedding,54000000,245,5.6,1.85
116,44,108200000,Action|Adventure|Romance|Sci-Fi,alien invasion|based on comic book|flying superhero|phantom zone|revenge,54000000,467,6.8,2.35
121,102,5660084,Comedy|Crime|Romance,gangster|hospital|lesbian|mob|thug,54000000,62,2.4,2.35
128,234,7221458,Drama|Thriller,governor|journalist|louisiana|mistress|politician,55000000,12000,6.2,1.85
99,309,70327868,Action|Crime|Thriller,blaxploitation|detective|drugs|shaft|trial,46000000,1000,5.9,2.35
94,383,58297830,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,50000000,808,7.1,2.35
127,1000,57386369,Drama|Musical|Romance,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,52500000,691,7.6,2.35
89,17,45207112,Crime|Mystery|Thriller,amateur detective|boat builder|boy|stepfather|witness,53000000,708,5.5,2.35
123,108,62563543,Biography|Crime|Drama,based on true story|boston massachusetts|fbi agent|gangster|true crime,53000000,19000,7.0,2.35
135,16000,33574332,Drama|History|War,imperial japan|japan|japanese army|japanese soldier|world war two,90000000,638,7.1,2.35
118,473,73343413,Crime|Drama|Thriller,attorney|deal|district attorney|investigation|justice,50000000,1000,7.4,2.35
189,0,25031037,Action|Horror|Thriller,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,53000000,3000,7.6,2.35
172,438,22843047,Drama|History|Horror,farm|freedom|ohio|slavery|spirit,55000000,637,5.9,1.85
124,161,5755286,Drama|Romance|Sport,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,55000000,3000,5.9,2.35
141,14000,164435221,Biography|Crime|Drama,attorney|cat and mouse|fbi|pan am|pilot,52000000,15000,8.0,1.85
157,0,95720716,Drama|History|Thriller,al qaeda|cia|interrogation|lie|navy seal,40000000,1000,7.4,1.85
106,235,118683135,Comedy|Drama|Romance,art|break up|football video game|kitchen|talking to one's self in a mirror,52000000,957,5.8,1.85
108,58,143704210,Comedy|Family|Musical|Romance,bride|greece|island|mediterranean|wedding,52000000,11000,6.3,2.35
125,0,110476776,Comedy|Romance,flower|indian restaurant|tv station|valentine|valentine's day,52000000,12000,5.7,1.85
107,422,80270227,Action|Adventure|Comedy,1969 dodge charger|bikini|farm|misogynist|tow truck,50000000,534,5.1,2.35
215,0,36385763,Drama|War,battle|hill|jungle|multiple perspectives|tropical island,52000000,568,7.6,2.35
118,71,37035845,Comedy|Fantasy,best friend|fountain|law firm|lawyer|sex,52000000,10000,6.4,2.35
118,869,34580635,Biography|Comedy|Drama,andy kaufman|comedian|eccentric|wrestler|wrestling,52000000,27,7.4,2.35
178,17000,42438300,Biography|Crime|Drama,car bomb|card cheat|cash|casino|gambling syndicate,52000000,721,8.2,2.35
92,180,23324666,Action|Thriller,ambassador|cia|dinner|spy|terrorist,52000000,135,6.5,2.35
104,13,23020488,Action|Comedy|Fantasy,monastery|monk|scroll|tibetan|tibetan monk,52000000,691,5.5,2.35
116,101,90567722,Comedy,dissociative identity disorder|limousine|multiple personality|police|rhode island,51000000,624,6.5,1.85
90,176,72601713,Animation|Comedy|Family,cow|farmer|howl|howling at the moon|vegetarian,51000000,560,5.6,1.85
93,14,35092918,Comedy|Family,christmas|december|holiday|massachusetts|neighbor,,1000,4.9,1.85
130,129,296623634,Adventure|Drama|Fantasy|Romance,forks washington|protecting a woman|title same as book|vampire|werewolf,50000000,17000,4.6,2.35
90,80,267652016,Adventure|Animation|Comedy|Family|Fantasy,donkey|fairy tale|ogre|princess|swamp,60000000,50,7.9,1.85
106,53,62453315,Romance|Sci-Fi|Thriller,love at first sight|obscene finger gesture|rain|teleportation|three word title,50200000,963,7.1,1.85
155,58,165500000,Action|Adventure|Drama|Romance,balladeer|crusades|england|king|modern minstrel,48000000,11000,6.9,1.85
139,488,153620822,Comedy|Drama|Romance|Sport,agent|career|client|fiance|sports agent,50000000,743,7.3,1.85
112,3000,218628680,Comedy|Fantasy,2010s|car accident|sex scene|teddy bear|testicle,50000000,3000,7.0,1.85
139,274,147637474,Comedy|Drama|Romance,dog|friendship|neighbor|unlikely friendship|writer,50000000,440,7.7,1.85
115,293,135014968,Biography|Comedy|Drama|Romance,doctor|hospital|mental institution|nurse|student,50000000,22000,6.7,2.35
143,285,2175312,Comedy,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,50000000,8000,6.3,2.35
96,65,126203320,Comedy|Romance,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,50000000,11000,5.8,1.85
112,14000,126975169,Mystery|Sci-Fi|Thriller,deputy|group of friends|time|train|train crash,50000000,560,7.1,2.35
