duration,director_facebook_likes,genres,movie_title,actor_3_name,facenumber_in_poster,language,imdb_score,movie_facebook_likes
178,102,Drama|Fantasy|Romance,Meet Joe Black ,Jake Weber,0,English,7.1,10000
108,99,Action|Drama|Thriller,Collateral Damage ,Jsu Garcia,1,English,5.5,941
123,189,Comedy|Drama|Music|Musical,All That Jazz ,Max Wright,0,English,7.8,0
106,763,Adventure|Comedy|Drama|Family|Fantasy,Mirror Mirror ,Danny Woodburn,1,English,5.6,18000
112,1000,Action|Comedy|Fantasy|Romance,Scott Pilgrim vs. the World ,Ellen Wong,0,English,7.5,36000
135,36,Action|Adventure|Sci-Fi|Thriller,The Core ,Rekha Sharma,0,English,5.4,0
109,88,Comedy|Romance|Sci-Fi,Nutty Professor II: The Klumps ,Chris Elliott,1,English,4.3,374
86,67,Adventure|Comedy|Mystery,Scooby-Doo ,Miguel A. Núñez Jr.,3,English,4.9,0
95,38,Action|Sci-Fi,Dredd ,Rakie Ayola,0,English,7.1,46000
107,153,Comedy|Drama|Fantasy|Romance,Click ,Julie Kavner,1,English,6.4,7000
130,0,Comedy|Fantasy|Horror,Creepshow ,Adrienne Barbeau,0,English,6.9,0
82,62,Action|Comedy|Family|Fantasy,Cats & Dogs: The Revenge of Kitty Galore ,Katt Williams,0,English,4.3,0
88,218,Action|Adventure|Sci-Fi|Thriller,Jumper ,Tom Hulce,0,English,6.1,0
120,0,Action|Adventure|Fantasy|Horror|Sci-Fi,Hellboy II: The Golden Army ,Brian Steele,0,English,7.0,3000
162,21000,Crime|Drama|History|Mystery|Thriller,Zodiac ,Anthony Edwards,0,English,7.7,12000
123,55,Action|Mystery|Sci-Fi|Thriller,The 6th Day ,Tony Goldwyn,1,English,5.9,0
101,293,Comedy|Drama,Bruce Almighty ,Lisa Ann Walter,1,English,6.7,0
113,13000,Action|Adventure|Thriller,The Expendables ,Jet Li,9,English,6.5,57000
110,0,Action|Adventure|Thriller,Mission: Impossible ,Vanessa Redgrave,0,English,7.1,0
142,378,Adventure|Drama|Sci-Fi|Thriller,The Hunger Games ,Anthony Reynolds,0,English,7.3,140000
102,480,Comedy,The Hangover Part II ,Mike Tyson,0,English,6.5,56000
126,13000,Action,Batman Returns ,Andrew Bryniarski,0,English,7.0,0
83,12,Adventure|Animation|Comedy|Family,Over the Hedge ,Catherine O'Hara,1,English,6.8,0
85,255,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Lilo & Stitch ,David Ogden Stiers,0,English,7.2,0
97,56,Comedy|Family|Fantasy,Charlotte's Web ,Oprah Winfrey,0,English,6.4,0
120,75,Action|Drama|Romance|Sci-Fi|Thriller,Deep Impact ,Robert Duvall,0,English,6.1,0
116,23,Action|Comedy|Crime|Thriller,RED 2 ,Garrick Hagon,7,English,6.7,22000
113,88,Comedy|Crime|Sport,The Longest Yard ,Dalip Singh,11,English,6.4,0
87,31,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: Chipwrecked ,Lauren Gottlieb,0,English,4.4,0
101,221,Comedy,Grown Ups 2 ,Jon Lovitz,4,English,5.4,14000
110,88,Action|Adventure|Comedy,Get Smart ,Anne Hathaway,1,English,6.5,0
128,278,Comedy|Drama|Romance,Something's Gotta Give ,Paul Michael Glaser,1,English,6.7,0
138,17000,Mystery|Thriller,Shutter Island ,Nellie Sciutto,0,English,8.1,53000
88,91,Comedy|Drama|Romance,Four Christmases ,Katy Mixon,2,English,5.6,0
91,77,Adventure|Animation|Comedy|Family|Sci-Fi,Robots ,Paula Abdul,1,English,6.3,0
138,610,Action|Crime|Sci-Fi|Thriller,Face/Off ,Joan Allen,0,English,7.3,11000
99,163,Comedy|Family|Fantasy|Romance,Bedtime Stories ,Kathryn Joosten,0,English,6.1,0
117,0,Crime|Drama|Thriller,Road to Perdition ,Liam Aiken,0,English,7.7,0
117,221,Comedy|Romance,Just Go with It ,Kevin Nealon,1,English,6.4,19000
54,,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,Daredevil             ,Charlie Cox,0,English,8.8,55000
123,165,Action|Crime|Thriller,Con Air ,Dave Chappelle,6,English,6.8,0
118,154,Action|Mystery|Thriller,Eagle Eye ,Cameron Boyce,3,English,6.6,0
154,333,Adventure|Drama|History|Romance|War,Cold Mountain ,Charlie Hunnam,3,English,7.2,0
118,117,Action|Adventure|Drama|Thriller,The Book of Eli ,Gary Oldman,0,English,6.9,20000
90,10,Comedy|Family|Sci-Fi,Flubber ,Sam Lloyd,1,English,5.2,0
113,101,Fantasy|Horror|Mystery|Thriller,The Haunting ,Virginia Madsen,0,English,4.9,0
88,30,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Space Jam ,Michael Jordan,1,English,6.3,0
93,189,Adventure|Comedy|Crime|Family|Mystery,The Pink Panther ,William Abadie,0,English,5.6,0
104,301,Drama|Sci-Fi|Thriller,The Day the Earth Stood Still ,Juan Riedinger,0,English,5.5,0
135,503,Action|Crime|Mystery|Romance|Thriller,Conspiracy Theory ,Michael Potts,1,English,6.7,0
134,452,Action|Drama|War,Fury ,Jim Parrack,4,English,7.6,82000
98,425,Action|Adventure|Comedy|Romance,Six Days Seven Nights ,Amy Sedaris,2,English,5.7,0
80,40,Adventure|Animation|Comedy|Family,Yogi Bear ,Josh Robert Thompson,0,English,4.6,0
83,21,Adventure|Animation|Family|Western,Spirit: Stallion of the Cimarron ,Zahn McClarnon,0,English,7.0,4000
102,153,Comedy|Family|Romance,Zookeeper ,Nicholas Turturro,1,English,5.2,0
130,81,Action|Adventure|Family|Sci-Fi|Thriller,Lost in Space ,June Lockhart,0,English,5.1,0
129,438,Drama|Mystery|Sci-Fi|Thriller,The Manchurian Candidate ,Jose Pablo Cantillo,1,English,6.6,0
117,69,Drama|Romance,Déjà Vu ,Michael Brandon,0,English,7.0,91
89,266,Animation|Comedy|Family|Fantasy,Hotel Transylvania 2 ,Fran Drescher,0,English,6.7,16000
25,,Comedy|Family|Fantasy,Bewitched             ,Dick York,1,English,7.6,0
74,11,Animation|Family|Fantasy|Music,Fantasia 2000 ,Russi Taylor,0,English,7.3,607
96,25,Action|Adventure|Sci-Fi,The Time Machine ,Josh Stamberg,0,English,5.9,3000
114,31,Action|Adventure|Family|Fantasy|Thriller,Mighty Joe Young ,David Paymer,0,English,5.6,0
99,57,Action|Crime|Thriller,Swordfish ,Sam Shepard,4,English,6.5,0
129,258,Action|Adventure|Western,The Legend of Zorro ,Adrian Alonso,1,Spanish,5.9,951
113,25,Drama|Fantasy|Romance,What Dreams May Come ,Rosalind Chao,1,English,7.0,32000
90,65,Comedy|Fantasy,Little Nicky ,Michael McKean,0,English,5.3,0
118,0,Action|Adventure|Comedy|Fantasy|Thriller,The Brothers Grimm ,Mackenzie Crook,2,English,5.9,0
106,13000,Action|Comedy|Sci-Fi,Mars Attacks! ,Lukas Haas,3,English,6.3,0
81,92,Drama|Horror|Mystery|Sci-Fi,Evolution ,Julie-Marie Parmentier,0,French,6.4,257
117,93,Action|Adventure|Drama|Thriller,The Edge ,Bart the Bear,2,English,6.9,0
89,84,Action|Sci-Fi|Thriller,Surrogates ,Boris Kodjoe,5,English,6.3,0
145,79,Drama|History|Thriller,Thirteen Days ,Bruce Thomas,1,English,7.3,0
114,357,Action|Adventure|Drama|Thriller,Daylight ,Amy Brenneman,0,English,5.8,0
87,43,Adventure|Animation|Family,Walking with Dinosaurs 3D ,Madison Rothschild,0,English,5.2,0
119,64,Action|Adventure|Sci-Fi,Battlefield Earth ,John Topor,0,English,2.4,0
91,287,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Looney Tunes: Back in Action ,Heather Locklear,4,English,5.7,665
118,252,Drama|Musical|Romance,Nine ,Andrea Di Stefano,4,English,5.8,0
116,503,Action|Adventure|Sci-Fi,Timeline ,Ethan Embry,0,English,5.6,0
177,0,Action|Adventure|Drama|Sci-Fi,The Postman ,Larenz Tate,1,English,6.0,0
97,750,Adventure|Comedy|Drama|Family|Fantasy,Babe: Pig in the City ,Glenne Headly,0,English,5.8,964
106,42,Action|Adventure|Fantasy,The Last Witch Hunter ,Lotte Verbeek,0,English,6.0,21000
106,14,Action|Sci-Fi|Thriller,Red Planet ,Tom Sizemore,1,English,5.7,995
94,0,Adventure|Animation|Family|Fantasy,Arthur and the Invisibles ,Penny Balfour,0,English,6.0,941
104,63,Documentary|Drama,Oceans ,Rie Miyazawa,0,French,7.8,0
102,0,Action|Adventure|Horror|Sci-Fi|Thriller,A Sound of Thunder ,Jemima Rooper,0,English,4.2,785
105,545,Action|Adventure|Drama|History|Romance,Pompeii ,Dylan Schombing,0,English,5.6,20000
89,0,Animation|Family,Top Cat Begins ,Ben Diskin,0,Spanish,4.4,138
135,2000,Biography|Drama,A Beautiful Mind ,Judd Hirsch,0,English,8.2,29000
73,28,Adventure|Animation|Drama|Family|Musical,The Lion King ,Niketa Calame,0,English,8.5,17000
94,62,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Journey 2: The Mysterious Island ,Kristin Davis,3,English,5.8,0
95,18,Animation|Comedy|Family|Fantasy|Sci-Fi,Cloudy with a Chance of Meatballs 2 ,Melissa Sturm,0,English,6.5,15000
124,420,Crime|Drama|Thriller,Red Dragon ,Emily Watson,0,English,7.2,0
136,394,Action|Adventure|Western,Hidalgo ,Peter Mensah,1,English,6.7,0
91,221,Comedy,Jack and Jill ,Tim Meadows,2,English,3.4,0
107,309,Action|Crime|Thriller,2 Fast 2 Furious ,Mo Gallini,5,English,5.9,0
108,54,Adventure|Animation|Drama|Family|Fantasy,The Little Prince ,Mackenzie Foy,1,English,7.8,31000
99,101,Sci-Fi|Thriller,The Invasion ,Jeremy Northam,2,English,5.9,0
92,5,Adventure|Animation|Comedy|Family|Fantasy,The Adventures of Rocky & Bullwinkle ,Jonathan Winters,0,English,4.1,413
87,11,Animation|Comedy|Family,The Secret Life of Pets ,Albert Brooks,0,English,6.8,36000
110,45,Action|Adventure|Fantasy|Sci-Fi,The League of Extraordinary Gentlemen ,Tony Curran,3,English,5.8,0
98,275,Animation|Comedy|Family|Sci-Fi,Despicable Me 2 ,Steve Coogan,0,English,7.5,56000
154,776,Action|Adventure|Sci-Fi,Independence Day ,Mary McDonnell,0,English,6.9,16000
129,14000,Action|Adventure|Sci-Fi,The Lost World: Jurassic Park ,Vanessa Lee Chester,0,English,6.5,0
86,35,Adventure|Animation|Comedy|Family,Madagascar ,Andy Richter,0,English,6.9,0
109,0,Drama|Sci-Fi|Thriller,Children of Men ,Rita Davies,0,English,7.9,17000
104,0,Action|Adventure|Sci-Fi,X-Men ,Bruce Davison,0,English,7.4,0
110,335,Action|Crime|Fantasy|Thriller,Wanted ,Common,0,English,6.7,0
136,0,Action|Adventure|Thriller,The Rock ,Bokeem Woodbine,1,English,7.4,51000
115,107,Action|Adventure|Animation|Comedy|Family|Fantasy,Ice Age: The Meltdown ,Jay Leno,0,English,6.9,0
99,88,Comedy|Romance,50 First Dates ,Allen Covert,2,English,6.8,11000
117,163,Comedy|Drama|Family|Music|Musical|Romance,Hairspray ,Paul Dooley,9,English,6.7,0
125,212,Horror|Mystery|Thriller,Exorcist: The Beginning ,Izabella Scorupco,0,English,5.1,893
110,16,Action|Adventure|Comedy|Family|Sci-Fi,Inspector Gadget ,Rupert Everett,0,English,4.1,509
125,255,Crime|Mystery|Thriller,Now You See Me ,Michael Kelly,6,English,7.3,105000
102,221,Comedy,Grown Ups ,Salma Hayek,4,English,6.0,12000
128,14000,Comedy|Drama,The Terminal ,Barry Shabaka Henley,0,English,7.3,16000
43,,Drama|Fantasy|Horror|Thriller,Constantine             ,Charles Halford,1,English,7.5,10000
100,87,Comedy|Family,Hotel for Dogs ,Yvette Nicole Brown,4,English,5.4,1000
124,258,Action|Adventure|Drama|Thriller,Vertical Limit ,Ben Mendelsohn,0,English,5.9,0
102,0,Biography|Comedy|Drama|History,Charlie Wilson's War ,Jud Tylor,1,English,7.1,0
90,10,Adventure|Animation|Comedy|Family,Shark Tale ,Angelina Jolie Pitt,0,English,6.0,0
130,386,Drama|Music|Musical,Dreamgirls ,Anika Noni Rose,0,English,6.5,0
45,,Crime|Drama|Mystery,Life             ,Damian Lewis,1,English,8.3,0
118,473,Comedy|Crime|Music,Be Cool ,Debi Mazar,4,English,5.7,0
163,14000,Drama|History|Thriller,Munich ,Mathieu Amalric,0,English,7.6,0
142,845,Action|Drama|Thriller|War,Tears of the Sun ,Cole Hauser,1,English,6.6,0
100,126,Action|Comedy|Romance|Thriller,Killers ,Catherine O'Hara,2,English,5.4,0
116,0,Action|Adventure|Comedy,The Man from U.N.C.L.E. ,Christian Berkel,2,English,7.3,43000
131,274,Comedy|Drama|Romance,Spanglish ,Sarah Steele,2,English,6.5,0
91,27,Animation|Comedy|Family|Fantasy|Mystery,Monster House ,Catherine O'Hara,0,English,6.6,0
123,272,Comedy|Crime|Drama|Romance,Bandits ,Azura Skye,2,English,6.6,0
134,109,Action|Adventure|Romance|Thriller,First Knight ,John Gielgud,3,English,5.9,0
148,72,Drama|History|Romance,Anna and the King ,Randall Duk Kim,2,English,6.7,0
110,763,Action|Drama|Fantasy|Romance,Immortals ,Steve Byers,1,English,6.1,30000
113,17,Action|Crime|Drama|Mystery|Thriller,Hostage ,Ransford Doherty,0,English,6.6,0
94,383,Action|Adventure|Animation|Family|Sci-Fi,Titan A.E. ,Nathan Lane,0,English,6.6,0
116,41,Action|Comedy|Crime|Thriller,Hollywood Homicide ,Lena Olin,2,English,5.3,648
99,545,Action|Drama|Sci-Fi,Soldier ,Jason Scott Lee,1,English,6.0,0
84,10,Drama|Horror|Sci-Fi|Thriller,Carriers ,Lou Taylor Pucci,0,English,6.0,0
93,253,Animation|Comedy|Fantasy,Monkeybone ,Megan Mullally,0,English,4.7,683
113,212,Action|Adventure|Drama|Thriller,Flight of the Phoenix ,Miranda Otto,4,English,6.1,1000
106,0,Drama|Mystery|Sci-Fi|Thriller,Unbreakable ,Michael Kelly,0,English,7.2,0
91,22,Action|Animation|Comedy|Family|Sci-Fi,Minions ,Steve Coogan,0,English,6.4,70000
128,0,Action|Fantasy,Sucker Punch ,Scott Glenn,4,English,6.1,42000
98,0,Crime|Mystery|Thriller,Snake Eyes ,John Heard,1,English,5.9,880
134,272,Drama|Mystery|Sci-Fi|Thriller,Sphere ,Huey Lewis,3,English,6.0,0
97,6,Action|Animation|Comedy|Family,The Angry Birds Movie ,Keegan-Michael Key,0,English,6.3,14000
112,72,Action|Adventure|Comedy|Romance|Thriller,Fool's Gold ,Alexis Dziena,0,English,5.6,0
153,0,Comedy|Drama,Funny People ,Maude Apatow,1,English,6.4,0
110,532,Action|Drama|Thriller,The Kingdom ,Tim McGraw,1,English,7.1,0
122,285,Action|Comedy|Sport,Talladega Nights: The Ballad of Ricky Bobby ,Gary Cole,5,English,6.6,0
87,41,Comedy|Family|Fantasy,Dr. Dolittle 2 ,Kevin Pollak,0,English,4.6,266
178,0,Biography|Drama|History|War,Braveheart ,James Robinson,1,English,8.4,17000
125,0,Action|Drama|War,Jarhead ,James Morrison,0,English,7.1,0
87,30,Adventure|Animation|Comedy,The Simpsons Movie ,Marcia Wallace,0,English,7.4,0
152,0,Drama|Romance,The Majestic ,Jeffrey DeMunn,1,English,6.9,0
116,212,Action|Drama|Sport,Driven ,Cristián de la Fuente,0,English,4.5,886
109,218,Adventure|Drama|Family,Two Brothers ,Oanh Nguyen,0,English,7.1,2000
108,0,Drama|Mystery|Romance|Thriller,The Village ,William Hurt,0,English,6.5,0
85,84,Comedy|Family|Fantasy,Doctor Dolittle ,Peter Boyle,0,English,5.3,694
106,0,Drama|Sci-Fi|Thriller,Signs ,Cherry Jones,0,English,6.7,0
93,80,Adventure|Animation|Comedy|Family|Fantasy|Romance,Shrek 2 ,Conrad Vernon,1,English,7.2,0
117,487,Adventure|Animation|Comedy|Family|Sport,Cars ,George Carlin,0,English,7.2,0
116,0,Comedy|Romance,Runaway Bride ,Hector Elizondo,2,English,5.5,0
132,357,Action|Adventure|Thriller,xXx ,Leila Arcieri,0,English,5.8,10000
92,5,Adventure|Animation|Comedy|Family|Fantasy,The SpongeBob Movie: Sponge Out of Water ,Eddie Deezen,0,English,6.0,16000
139,2000,Crime|Thriller,Ransom ,Rene Russo,1,English,6.6,1000
153,16000,Adventure|Drama|War,Inglourious Basterds ,Christoph Waltz,1,English,8.3,42000
142,14000,Adventure|Comedy|Family|Fantasy,Hook ,Bob Hoskins,1,English,6.7,13000
101,420,Action|Adventure,Hercules ,Ingrid Bolsø Berdal,0,English,6.0,21000
124,212,Action|Thriller,Die Hard 2 ,Franco Nero,0,English,7.1,0
117,69,Action|Adventure|Crime|Thriller,S.W.A.T. ,LL Cool J,1,English,6.0,0
45,,Adventure|Drama|Fantasy|Mystery|Thriller,Sleepy Hollow             ,Lyndie Greenwood,0,English,7.5,14000
141,488,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Vanilla Sky ,Noah Taylor,1,English,6.9,0
110,0,Drama|Fantasy|Mystery|Thriller,Lady in the Water ,Bob Balaban,1,English,5.6,0
109,545,Action|Horror|Sci-Fi|Thriller,AVP: Alien vs. Predator ,Raoul Bova,0,English,5.6,0
88,84,Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: The Squeakquel ,Jesse McCartney,0,English,4.5,2000
124,130,Action|Drama|History|War,We Were Soldiers ,Chris Klein,0,English,7.1,5000
119,845,Action|Thriller,Olympus Has Fallen ,Radha Mitchell,3,English,6.5,45000
103,906,Action|Adventure|Sci-Fi|Thriller,Star Trek: Insurrection ,Michael Dorn,0,English,6.4,1000
116,473,Action|Sci-Fi,Battle Los Angeles ,Ramon Rodriguez,0,English,5.8,25000
125,13000,Adventure|Drama|Fantasy,Big Fish ,Albert Finney,0,English,8.0,26000
125,0,Drama|Horror|Romance|Thriller,Wolf ,Ron Rifkin,1,English,6.2,0
146,14000,Drama|War,War Horse ,Eddie Marsan,1,English,7.2,28000
118,0,Drama|War,The Monuments Men ,Bob Balaban,7,English,6.1,34000
171,0,Adventure|Drama|Sci-Fi|Thriller,The Abyss ,Mary Elizabeth Mastrantonio,0,English,7.6,0
136,0,Drama,Wall Street: Money Never Sleeps ,John Buffalo Mailer,2,English,6.3,13000
92,28,Action|Drama|Fantasy|Horror|War,Dracula Untold ,Zach McGowan,1,English,6.3,37000
116,380,Action|Thriller,The Siege ,Mark Valley,0,English,6.3,0
127,905,Adventure|Family|Fantasy|Romance,Stardust ,Nathaniel Parker,8,English,7.7,15000
136,218,Adventure|Biography|Drama|History|War,Seven Years in Tibet ,Victor Wong,1,English,7.0,0
111,2000,Comedy|Drama,The Dilemma ,Chelcie Ross,2,English,5.3,0
116,541,Action|Adventure|Comedy|Thriller,Bad Company ,Garcelle Beauvais,2,English,5.6,792
113,43,Action|Adventure|Horror|Sci-Fi,Doom ,Dexter Fletcher,0,English,5.2,0
97,84,Action|Adventure|Comedy|Thriller,I Spy ,Tate Taylor,1,English,5.4,531
88,24,Action|Fantasy|Horror,Underworld: Awakening ,Sandrine Holt,1,English,6.4,24000
136,163,Comedy|Drama|Musical|Romance,Rock of Ages ,Celina Beach,7,English,5.9,33000
125,40,Drama|War,Hart's War ,Rory Cochrane,0,English,6.3,997
116,5,Action|Crime|Thriller,Killer Elite ,Ben Mendelsohn,2,English,6.5,17000
98,323,Action|Sci-Fi|Sport,Rollerball ,Andrew Bryniarski,3,English,3.0,584
91,8,Action|Crime|Sci-Fi|Thriller,Ballistic: Ecks vs. Sever ,Gregg Henry,1,English,3.6,391
97,13,Action|Crime|Drama|Thriller,Hard Rain ,Randy Quaid,0,English,5.8,815
95,101,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Osmosis Jones ,David Hyde Pierce,0,English,6.2,2000
88,6,Adventure|Animation|Family|Fantasy|Musical,Legends of Oz: Dorothy's Return ,Jim Belushi,1,English,5.6,5000
133,0,Action|Crime|Drama|Mystery|Thriller,Blackhat ,Brandon Molale,1,English,5.4,11000
106,14,Action|Adventure|Mystery|Sci-Fi|Thriller,Sky Captain and the World of Tomorrow ,Bai Ling,2,English,6.1,0
116,105,Crime|Mystery|Thriller,Basic Instinct 2 ,Neil Maskell,1,English,4.2,764
115,101,Action|Crime|Mystery|Sci-Fi|Thriller,Escape Plan ,Matt Gerald,1,English,6.7,34000
99,212,Action|Adventure|Fantasy,The Legend of Hercules ,Gaia Weiss,0,English,4.2,12000
