num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year
160,90,31,162,193,26421314,Adventure|Fantasy|Horror|Mystery|Thriller,608,Kurt Loder,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,457,English,USA,R,2000
93,101,26,266,838,24881000,Drama|Fantasy|Horror|Thriller,1812,Brenda Strong,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,195,English,USA,R,1996
278,119,11000,400,19000,23089926,Drama|Romance|Thriller,20391,Penelope Wilton,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,735,English,UK,R,2005
81,103,20,125,512,26161406,Adventure|Comedy|Family|Fantasy,1002,Jason Spevack,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52,English,USA,G,2010
58,134,133,258,12000,22954968,Drama|Romance,12749,Ben Chaplin,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,156,English,UK,PG,1993
153,155,0,170,3000,26384919,Drama,3677,Nina Hartley,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,560,English,USA,R,1997
25,94,11,232,1000,22189039,Action|Crime|Drama|Romance|Thriller,2210,Joss Ackland,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,55,English,USA,R,1993
46,95,15,461,1000,20998709,Adventure|Drama|Family,3845,Tim McGraw,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,76,English,USA,PG,2006
161,89,7,399,919,20801344,Horror,2559,Jacob Vargas,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,211,English,USA,R,2007
108,97,83,579,912,21468807,Horror|Mystery|Thriller,2682,Jacinda Barrett,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,227,English,USA,R,2000
69,90,13,613,882,19158074,Drama|Family|Fantasy|Romance,2661,Jonathan Jackson,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,127,English,USA,PG,2002
78,92,8,129,472,18843314,Action|Drama|Thriller,1045,Drew Powell,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,284,English,USA,PG-13,2006
129,100,10,415,826,20566327,Action|Comedy,2958,Keegan-Michael Key,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,84,English,USA,R,2016
135,117,19,461,3000,20218921,Drama|Music,4204,Tim McGraw,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,114,English,Official site,PG-13,2010
96,84,119,918,989,17411331,Horror|Mystery|Sci-Fi|Thriller,4660,Katharine Isabelle,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,237,English,Australia,R,1998
417,140,310,619,33000,21383298,Crime|Drama|Thriller,34413,Angelo Anthony Pizza,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,376,English,USA,R,2012
172,108,79,537,775,24984868,Action|Crime|Thriller,3033,Will Patton,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,152,English,USA,R,2014
88,109,11,159,471,16459004,Drama|Mystery|Thriller,1069,Geneviève Bujold,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,415,English,Canada,R,1999
388,131,0,383,10000,15700000,Drama|History|Thriller|War,11114,Brian Geraghty,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,876,English,USA,R,2008
45,114,73,563,695,15100000,Action|Horror|Sci-Fi|Thriller,3444,David Keith,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,English,USA,R,1984
414,97,181,748,11000,14938570,Crime|Thriller,14025,Ben Mendelsohn,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,369,English,USA,R,2012
291,122,210,123,22000,17237244,Crime|Drama|Thriller,22574,Homayoun Ershadi,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,158,English,UK,R,2014
97,87,374,484,826,14249005,Comedy,2689,Eddie Kaye Thomas,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,619,English,USA,R,2001
37,85,12,23,354,12701880,Adventure|Animation|Comedy|Family,568,Phil Vischer,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,22,English,USA,G,2008
68,85,0,44,468,10353690,Documentary|Music,646,Larry Mullen Jr.,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,31,English,USA,G,2007
90,101,36,377,1000,12801190,Action|Adventure|Fantasy|Sci-Fi,2764,Adam Copeland,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,355,English,USA,R,2000
81,121,16,526,907,12549485,Crime|Drama|Musical|Romance,3633,Bobb'e J. Thompson,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,91,English,USA,R,2006
221,107,92,358,11000,13766014,Drama|Romance,17627,Rafe Spall,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,181,English,USA,PG-13,2011
230,111,0,727,796,13034417,Drama|Sport,2633,Alia Shawkat,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,118,English,USA,PG-13,2009
57,92,34,366,14000,11632420,Crime|Drama|Thriller,15644,Kevin Gage,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,135,English,USA,R,2001
119,97,164,308,436,12212417,Crime|Thriller,1172,Leland Orser,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,144,English,USA,R,2003
97,97,745,745,12000,11614236,Comedy,15209,Albert Brooks,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,140,English,USA,PG-13,1999
119,125,34,65,427,13337299,Biography|Drama|Music|Musical,729,Sandra Nelson,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226,English,USA,PG-13,2004
42,124,11000,563,11000,10763469,Comedy|Drama|Romance,12685,Mia Farrow,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,55,English,USA,PG,1989
24,76,9,47,595,11144518,Adventure|Family,1139,Shirley Douglas,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,53,English,Canada,G,1998
208,107,561,353,746,15608545,Action,2377,Daniel Wu,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,224,English,USA,R,2012
42,91,23,629,925,10443316,Comedy|Drama|Romance,2913,Shelley Duvall,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,88,English,USA,PG-13,1998
44,96,4,670,989,10494147,Drama|Romance,3142,Elaine Hendrix,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,162,English,USA,PG-13,2000
230,142,0,1000,22000,9929000,Drama|Sci-Fi,29475,Jim Broadbent,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,513,English,UK,R,1985
46,103,80,782,1000,10411980,Family|Music|Romance,4676,Jason Ritter,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,212,English,USA,PG,2004
18,60,,186,443,,Drama|Fantasy|Mystery|Sci-Fi,981,Chris Bruno,http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,77,English,Canada,TV-14,
249,117,0,12000,22000,17439163,Comedy|Crime,47728,Steve Buscemi,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1028,English,USA,R,1998
197,116,153,539,3000,9396487,Drama|Music,5012,S. Epatha Merkerson,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,200,English,USA,R,2006
71,118,41,274,556,9059588,Crime|Drama|Romance|Thriller,1873,Michael Michele,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,125,English,USA,R,2002
190,108,187,254,11000,9172810,Biography|Drama|History|Thriller|War,12178,Dan Futterman,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,118,English,USA,R,2007
50,94,9,612,11000,8735529,Comedy|Drama|Romance,13524,Marla Sokoloff,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,89,English,USA,PG-13,2000
63,97,2,461,890,8586376,Comedy,3161,Bob Gunton,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,132,English,USA,R,2002
104,97,32,692,14000,8378141,Comedy|Drama|Romance,16502,Rupert Everett,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,141,English,UK,PG,2002
,99,45,224,1000,,Fantasy|Romance,2166,Estelle Parsons,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,56,English,USA,Unrated,1998
49,91,6,596,8000,8080116,Adventure|Comedy|Family,10732,Tim Blake Nelson,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,66,English,USA,PG,2006
300,107,454,39,65,7757130,Comedy|Crime|Drama,173,Eric Godon,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,513,English,UK,R,2008
43,95,24,426,931,9123834,Comedy|Romance,3322,Diahann Carroll,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,33,English,USA,PG-13,2013
132,102,11,1000,15000,6409206,Comedy|Music,33153,Josh Gad,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,104,English,USA,PG-13,2008
97,88,96,360,24000,6373693,Comedy|Romance,25637,Bobby Coleman,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,53,English,USA,PG-13,2009
242,106,835,363,13000,7556708,Drama,14544,Terry Kinney,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,102,English,USA,R,2012
218,92,11000,386,860,5306447,Comedy|Romance,2717,Conleth Hill,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,169,English,USA,PG-13,2009
49,105,52,275,477,5217498,Drama|Mystery|Thriller,2312,A.J. Buckley,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,85,English,USA,PG-13,2000
172,107,0,289,572,5023275,Adventure|Crime|Drama|Mystery|Western,1627,Guillermo Arriaga,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,199,English,France,R,2005
68,120,0,693,49000,4956401,Drama|War,51657,Michael Jeter,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,89,English,France,PG-13,1999
223,103,1000,611,21000,4235837,Comedy|Crime|Mystery,23932,Larry Miller,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,336,English,USA,R,2005
59,92,6,577,890,4002955,Comedy|Fantasy|Horror|Thriller,3654,Elden Henson,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,198,English,USA,R,1999
252,147,0,669,6000,7219578,Drama|Mystery|Thriller,8484,Laura Harring,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,1768,English,France,R,2001
106,98,18,220,837,3525161,Drama|Fantasy|Horror|Romance,1675,Chris Geere,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,190,English,USA,PG-13,2007
223,98,11000,557,12000,3247816,Comedy|Drama|Romance,19310,Ewen Bremner,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,108,English,USA,R,2010
328,103,132,844,10000,2412045,Drama|Romance|Sci-Fi,12867,Charlotte Rampling,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,320,English,UK,R,2010
9,286,,527,857,,Drama|History|Thriller,3809,Alessandro Nivola,http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,39,English,USA,,
150,111,122,25,918,2203641,Crime|Drama|Mystery|Thriller,1252,Mac McDonald,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,162,English,Spain,R,2008
21,98,70,90,876,1953732,Adventure|Drama|Fantasy,1351,Mike Muscat,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,62,English,USA,R,1986
28,111,0,617,783,1954202,Comedy|Crime|Drama,4834,Noah Emmerich,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,71,English,USA,PG-13,1999
250,111,0,287,6000,1294640,Crime|Drama|Horror|Thriller,6748,Brady Corbet,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,436,English,USA,R,2007
17,100,5,46,192,,Drama|Sci-Fi|Thriller,527,Amber Marie Bollinger,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,13,English,Cambodia,,2014
95,116,460,71,5000,819852,Drama|Thriller,5426,Gerard McSorley,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,83,English,Canada,PG-13,1999
260,145,756,18,136,26435,Drama|Sci-Fi,203,Rudolf Klein-Rogge,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,413,German,Germany,Not Rated,1927
141,84,180,58,510,1197786,Action|Crime|Thriller,962,Dany Verissimo-Petit,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,157,French,France,R,2004
52,115,39,642,12000,529766,Crime|Drama,14889,Treat Williams,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,144,English,USA,R,1995
205,105,141,56,1000,613556,Action|Drama,1172,Satoshi Tsumabuki,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,87,Mandarin,Taiwan,Not Rated,2015
109,98,34,730,936,353743,Comedy|Crime|Drama|Thriller|War,3578,Leon,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,111,English,UK,R,2001
103,99,445,9,20,502028,Drama|Mystery|Thriller,48,Nataliya Vdovina,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,172,Russian,Russia,Unrated,2003
110,110,0,7,64,102055,Action,134,Sarunyu Wongkrachang,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,72,Thai,Thailand,R,2008
195,97,197,570,13000,122288,Action|Adventure|Drama|History|Thriller|War,15293,Dave Legeno,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,201,English,UK,R,2010
14,88,85,40,825,,Action|Drama|Thriller,1432,Conrad Dunn,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,29,English,Canada,R,1996
177,103,129,1000,14000,73548,Fantasy|Horror|Mystery,18639,Leslie Bibb,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,209,English,USA,R,2008
17,104,36,2,549,,Biography|Drama|History,801,Aubrey Poo,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,15,English,South Africa,R,2011
62,90,68,642,17000,28870,Crime|Drama|Thriller,32814,Tracy Morgan,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,41,English,USA,R,2011
19,105,24,125,776,22723,Action|Comedy|Drama|War,1732,Edward Fox,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,40,English,Germany,PG-13,2001
50,93,17,66,1000,20380,Comedy|Drama|Fantasy|Music|Romance,1245,Keith Allen,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,39,English,USA,R,2007
25,141,15,576,735,,Biography|Drama|Fantasy|History,2528,Franco Nero,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,32,English,Slovakia,R,2008
39,85,0,912,14000,,Adventure|Animation|Family,29488,Loretta Devine,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,12,English,South Africa,Not Rated,2013
136,109,19,537,1000,,Action|Sci-Fi|Thriller,2829,Melanie Griffith,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,134,English,Bulgaria,R,2014
26,105,93,51,179,,Action|Adventure|Fantasy,363,Steven Elder,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,108,English,Germany,Not Rated,2005
4,98,6,50,61,,Biography,192,Ferdinando Vetere,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,4,Spanish,Italy,,2015
53,119,3,19,556,,Action|Crime|Drama|Thriller,996,Yasuaki Kurata,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,53,Mandarin,Hong Kong,R,2009
22,124,67,303,631,,Biography|Drama,1585,Linus Roache,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,32,English,UK,PG-13,2000
147,101,11000,512,13000,70906973,Comedy|Fantasy|Romance,15500,Willie Garson,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,609,English,USA,PG,1993
222,115,13,642,20000,66009973,Comedy|Drama|Music,38963,Kevin Nash,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,135,English,USA,R,2015
106,120,1000,954,29000,46338728,Drama|Romance,33791,Brian Dennehy,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,506,English,USA,PG-13,1996
136,111,15,121,1000,7691700,Drama|War,2140,Arben Bajraktaraj,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73,French,France,PG-13,2010
5,94,5,124,467,,Drama|Family|Music,994,Bart Shatto,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,13,English,USA,R,2014
131,131,16000,638,16000,101157447,Drama|Western,28544,Frances Fisher,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,495,English,USA,R,1992
140,139,3000,236,3000,74205,Drama,4211,Jean-Marc Barr,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,81,English,Denmark,Not Rated,2005
418,120,0,40,668,141319195,Drama|Romance,820,Ayush Mahesh Khedekar,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,1017,English,UK,R,2008
94,119,213,249,886,156645693,Drama|Romance|Thriller,1639,Anne Archer,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,201,English,USA,R,1987
82,125,0,700,8000,178406268,Comedy|Romance,11135,Jason Alexander,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,271,English,USA,R,1990
,65,0,176,770,,Comedy,1125,Joe Flaherty,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,,English,Canada,,
32,108,5,57,442,109306210,Action|Adventure|Comedy,717,John Meillon,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,62,English,Australia,PG,1988
22,101,34,277,892,,Action|Crime|Drama|Mystery|Thriller,2055,Chad Bishop,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,20,English,USA,R,2015
72,145,0,560,10000,70001698,Biography|Drama|War,12098,Stephen Baldwin,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,173,English,USA,R,1989
39,98,226,496,953,68856263,Adventure|Comedy|Family|Sport,2496,Malik Yoba,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,97,English,USA,PG,1993
264,101,71,725,10000,51527787,Horror|Thriller,14159,Edi Gathegi,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268,English,USA,R,2009
264,92,30,309,941,49122319,Horror|Thriller,2348,Natasha Calis,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,English,USA,PG-13,2012
145,93,270,535,13000,,Action|Adventure|Drama,15192,Chris Mulkey,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376,English,USA,R,1982
86,109,41,748,997,61356221,Drama|Music|Romance,3544,Harry Lennix,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,162,English,USA,PG-13,2007
112,123,43,238,456,46800000,Action|Adventure|Sci-Fi|Thriller,1326,Barbara Bach,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,275,English,UK,PG,1977
17,60,,84,155,,Documentary,552,Jason Hawes,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,57,English,USA,,
101,99,9,648,975,38048637,Horror|Mystery|Thriller,3500,Julian Richings,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,426,English,USA,R,1998
51,119,350,418,18000,34700000,Drama|Romance,35501,Swoosie Kurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,USA,R,1988
42,110,0,490,849,35010192,Comedy|Drama|Romance,2226,Jamie Kennedy,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,43,English,USA,PG-13,2012
10,107,116,25,327,34793160,Adventure|Drama,552,Susan Hogan,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,31,English,USA,PG,1991
43,81,54,636,8000,30628981,Comedy|Romance,10792,Molly Shannon,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,160,English,USA,PG-13,1999
331,105,58,583,11000,29959436,Biography|Drama|History,12894,Olivia Colman,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,350,English,UK,PG-13,2011
38,82,12,8,23,25571351,Adventure|Animation|Comedy|Drama|Family|Musical,49,Shelby Vischer,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,78,English,USA,G,2002
12,109,309,279,592,27515786,Drama|Romance,1620,Maya Angelou,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,31,English,USA,R,1993
40,95,10,111,706,25482931,Action|Comedy|Crime|Thriller,1421,Gino Salvano,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,33,English,USA,R,2002
34,100,0,364,723,19900000,Comedy|Fantasy|Horror|Romance,2348,Allen Payne,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,53,English,USA,R,1995
82,118,128,467,931,,Horror,2704,Ned Beatty,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,252,English,USA,R,1977
125,91,31,50,874,16298046,Horror|Mystery|Thriller,1608,Vernon Dobtcheff,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,747,English,UK,PG-13,2005
56,90,119,636,869,15549702,Comedy|Romance,3007,Molly Shannon,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123,English,USA,PG-13,2003
160,108,123,690,26000,15483540,Adventure|Mystery|Thriller,41359,Marley Shelton,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,215,English,USA,R,2009
71,103,44,625,953,20246959,Comedy|Romance,3299,Lupe Ontiveros,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20,English,USA,PG-13,2010
37,96,0,654,3000,15062898,Comedy,6861,Poppy Montgomery,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,106,English,USA,R,1998
62,117,160,55,718,14348123,Comedy|Drama|War,1148,Paolo Seganti,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,157,English,Italy,PG,1999
73,93,85,514,1000,15171475,Fantasy|Horror,2777,Kari Wuhrer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,122,English,USA,R,1996
59,136,17000,213,22000,,Drama|Music|Musical|Romance,23378,Mary Kay Place,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,75,English,USA,PG,1977
25,115,0,534,1000,13640000,Comedy|Drama,3267,Isaiah Washington,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,39,English,USA,PG-13,1994
97,94,0,458,12000,12550242,Comedy|Drama|Romance,13446,Wendell Pierce,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,55,English,USA,R,2007
205,85,52,489,1000,12610731,Action|Horror|Sci-Fi|Thriller,3050,Lexa Doig,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,673,English,USA,R,2001
69,88,189,799,934,47811275,Adventure|Comedy|Family,3707,Lee Majors,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English,USA,PG,2002
195,112,0,383,12000,11204499,Drama|History,13528,Brian Geraghty,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,270,English,USA,R,2006
61,86,70,169,878,10397365,Comedy|Mystery|Romance,2165,China Chow,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,104,English,USA,PG-13,2001
77,86,90,635,962,9402410,Adventure|Comedy,3715,Osric Chau,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,32,English,USA,PG-13,2012
259,112,232,177,413,5990075,Biography|Drama,1372,Isaach De Bankolé,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,175,French,France,PG-13,2007
251,137,143,280,14000,5459824,Drama|Romance,15337,Jane Adams,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320,English,USA,R,2006
63,90,49,191,12000,5108820,Drama|Mystery|Thriller,12776,Noam Jenkins,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,112,English,USA,R,2000
47,107,956,113,10000,4741987,Drama,10368,Tovah Feldshuh,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114,English,USA,R,1999
108,98,176,15,543,4291965,Biography|Drama|History,678,Bonnie Henna,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59,English,France,PG-13,2006
64,84,12,102,159,3100650,Drama|Horror|Mystery|Thriller,417,Candace Kroslak,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,181,English,USA,PG-13,2001
20,139,133,5,423,2474000,Biography|Drama|History|Romance,446,Nigel Whitmey,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,27,English,France,PG-13,1995
135,97,11,548,14000,2656324,Comedy|Romance,16431,Kris Marshall,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,79,English,UK,PG-13,2008
2,127,109,324,16000,1000000,Action|Adventure|History,17250,Behrouz Vossoughi,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8,English,Iran,PG,1978
262,150,608,43,149,3958500,Biography|Drama|History,390,Karl Johnson,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165,English,UK,R,2014
129,104,752,59,412,403649,Drama|Romance,799,Edouard Baer,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,31,French,France,PG,2009
69,132,333,284,380,274299,Biography|Crime|Drama|War,1429,Ulrich Mühe,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,55,English,France,Unrated,2002
50,117,2,21,149,,Action,243,Kelly Lin,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34,Mandarin,China,R,2010
57,115,168,322,697,183088,Comedy|Drama|War,2243,Mark L. Young,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,36,English,USA,R,2008
116,186,50,338,13000,46495,Drama,14638,John Gallagher Jr.,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,119,English,USA,R,2011
45,90,10,378,826,,Comedy|Horror,2207,Diora Baird,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,66,English,Canada,R,2009
87,90,0,767,1000,1752214,Comedy|Drama|Romance,4377,Aidan Quinn,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104,English,USA,PG,2010
357,134,0,11000,15000,83025853,Drama|Romance,39789,Anne Hathaway,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254,English,USA,R,2005
348,101,473,429,833,190871240,Action|Adventure|Comedy|Sci-Fi,2690,Jeremy Howard,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,USA,PG-13,2014
88,97,143,201,927,56631572,Comedy|Romance,1724,Elisa Donovan,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,248,English,USA,PG-13,1995
181,107,162,135,2000,15854988,Drama|Romance,2447,Michael Gaston,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,378,English,USA,PG-13,2002
107,99,38,390,3000,12282677,Comedy|Sci-Fi,4702,Collette Wolfe,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,96,English,USA,R,2015
53,55,,2,20,447093,Drama,25,Olgierd Lukaszewicz,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37,Polish,Poland,TV-MA,
