duration,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,actor_3_name,movie_imdb_link,language,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
98,20,5000,Action|Crime|Drama|Thriller,Jet Li,Max Ryan,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,English,2001,888,2.35,0
97,29,15000,Comedy|Romance,Emma Stone,Beverly D'Angelo,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,English,2008,852,2.35,0
105,23,1000,Comedy,Alfre Woodard,LisaRaye McCoy,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,English,2005,619,2.35,671
124,44,4000,Biography|Drama|Sport,Jon Hamm,Gregory Alan Williams,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,English,2014,774,2.39,10000
97,176,12000,Drama|Romance|Sci-Fi,Jeff Bridges,Alexander Skarsgård,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,English,2014,11000,2.35,58000
105,29,14000,Comedy|Drama|Family|Romance,Colin Firth,Kelly Preston,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,English,2003,1000,2.35,0
104,108,296,Horror,Nicki Aycox,Billy Aaron Brown,http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1,English,2003,270,2.35,0
101,7,1000,Comedy|Romance,Dane Cook,Chelan Simmons,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,English,2007,562,1.85,0
101,43,5000,Action|Crime|Drama|Thriller,Jet Li,DMX,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,English,2003,618,2.35,1000
114,335,11000,Drama|Romance,Meryl Streep,Miranda Richardson,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,English,2002,577,1.85,0
105,99,17000,Comedy|Romance,Channing Tatum,Laura Ramsey,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,English,2006,1000,1.85,0
90,68,328,Comedy|Family,Lily Atkinson,Steve Pemberton,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,English,2007,132,1.85,0
97,27,601,Action|Adventure|Horror|Thriller,Nicholas Gonzalez,Johnny Messner,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,English,2004,543,2.35,686
144,0,15000,Crime|Drama|Thriller,Mila Kunis,Billy Crudup,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,English,2013,960,2.35,0
114,59,49000,Drama|Music,Robin Williams,Marian Seldes,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,English,2007,702,2.35,18000
124,159,288,Biography|Drama|History,Fanny Ardant,Eric Cantona,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,English,1998,249,1.85,0
89,31,285,Comedy|Fantasy|Horror|Romance,Alexis Arquette,Vince Corazza,http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1,English,1998,81,1.85,0
160,130,469,Action|Drama|History|War,Joseph Cotten,James Whitmore,http://www.imdb.com/title/tt0066473/?ref_=fn_tt_tt_1,English,1970,377,2.35,0
93,14,1000,Comedy|Family|Music,Jason Flemyng,Victoria Beckham,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,English,1997,401,1.85,0
87,234,904,Comedy,Ari Graynor,Kylie Bunbury,http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1,English,2011,555,1.85,0
88,82,756,Action|Comedy|Music,Damon Wayans Jr.,Chris Elliott,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1,English,2009,713,1.85,657
142,0,11000,Crime|Drama,Morgan Freeman,Bob Gunton,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,English,1994,745,1.85,108000
92,23,460,Adventure|Comedy|Crime,Jere Burns,Linda Kozlowski,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,English,2001,442,1.85,387
117,101,13000,Comedy|Sport,Bill Murray,Richard Tyson,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,English,1996,852,2.35,3000
111,81,3000,Crime|Drama|Thriller,George Kennedy,Griffin Cleveland,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,English,2014,571,2.35,0
121,53,19000,Drama,Benedict Cumberbatch,Julia Roberts,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,English,2013,11000,2.35,30000
98,3,90,Comedy|Drama|Family|Sport,Connie Ray,Amy Stewart,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,English,2005,89,1.85,901
107,13,618,Comedy|Drama|Romance,Aimee Garcia,James Read,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,English,2005,172,1.85,0
106,452,20000,Biography|Comedy|Drama|Sport,Hugh Jackman,Tim McInnerny,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,English,2016,732,2.35,15000
136,0,18000,Drama|Sport,Denzel Washington,Rosario Dawson,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,English,1998,14000,1.85,0
97,19,40000,Comedy|Drama|Romance,Johnny Depp,Faye Dunaway,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,English,1994,10000,1.85,0
7,,45,Animation|Comedy|Family,Justin Fletcher,Kate Harbour,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1,English,,7,,834
108,529,17000,Drama|Romance|War,Channing Tatum,Scott Porter,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,English,2010,861,2.35,14000
97,41,11000,Action|Crime|Drama|Mystery|Thriller,Chris Evans,Óscar Jaenada,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,English,2010,673,2.35,0
99,24,3000,Fantasy|Horror|Thriller,Bailee Madison,Jack Thompson,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,English,2010,441,1.85,10000
103,5,26000,Action|Crime|Thriller,Jason Statham,Nadine Velazquez,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,English,2007,5000,2.35,0
95,0,11000,Comedy|Drama|Romance|Thriller,Adam Sandler,Don McManus,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,English,2002,876,2.35,0
93,17,13000,Comedy,Matt Damon,Jacob Pitts,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,English,2004,634,1.85,0
98,70,462,Action|Crime|Thriller,Claudia Christian,Tony Plana,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,English,2002,444,1.85,564
90,176,931,Adventure|Comedy|Family|Romance,Tyler James Williams,B.J. Novak,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,English,2006,839,2.35,498
107,21,967,Drama,Dianne Wiest,Swoosie Kurtz,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,English,1988,767,1.85,377
90,48,940,Adventure|Family|Fantasy|Musical,Martin Landau,Bebe Neuwirth,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,Italian,1996,595,2.35,246
120,0,577,Drama|History|Sport,Stephen Dillane,Amanda Tilson,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,English,2005,464,1.85,0
115,219,902,Drama|Fantasy|Mystery|Thriller,Frank Langella,Celia Weston,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,English,2009,837,2.35,0
93,27,960,Horror,Laura Ramsey,Sergio Calderón,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,English,2008,664,2.35,0
99,154,774,Comedy|Drama|Romance,Mark Valley,Illeana Douglas,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,English,2000,692,1.85,378
107,0,798,Horror|Mystery|Thriller,Frank Grillo,Zena Grey,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,English,2010,374,2.35,0
110,42,355,Comedy|Drama|Romance,Chris Marquette,Jacob Young,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,English,2004,155,1.85,0
101,17,900,Action|Crime|Mystery|Romance|Thriller,Natasha Henstridge,Paul Ben-Victor,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,English,1996,246,2.35,503
85,54,985,Comedy|Crime,Martin Starr,Chris Penn,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,English,2002,637,1.85,215
132,241,27000,Biography|Crime|Drama|History|Thriller,Tom Hardy,Tara Fitzgerald,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,English,2015,154,2.35,43000
88,82,874,Comedy,Sissy Spacek,Chris Parnell,http://www.imdb.com/title/tt0787475/?ref_=fn_tt_tt_1,English,2007,434,2.35,0
90,160,963,Horror|Thriller,Chris Zylka,Katharine McPhee,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,English,2011,936,1.85,0
145,317,876,Drama,Emily Watson,Pauline McLynn,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,English,1999,219,1.85,0
110,425,3000,Drama|Sport,Jennifer Garner,Patrick St. Esprit,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,English,2014,466,2.35,14000
101,365,338,Action|Horror|Sci-Fi|Thriller,Frank Finlay,Peter Firth,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,English,1985,246,2.35,0
30,,971,Action|Animation|Comedy|Family|Fantasy|Sci-Fi,Elizabeth Daily,Tom Kane,http://www.imdb.com/title/tt0175058/?ref_=fn_tt_tt_1,English,,918,4.0,581
122,0,18000,Crime|Drama|History,Robin Wright,Stephen Root,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,English,2010,1000,2.35,0
107,308,13000,Biography|Drama|Sport,Heath Ledger,Rebecca De Mornay,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,English,2005,947,1.85,5000
127,36,562,Biography|Drama|History,Marco Treviño,Jacob Vargas,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,English,2015,499,2.35,0
99,0,400,Action|Adventure|Comedy|Fantasy,Victor Wong,Peter Kwong,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,English,1986,223,2.35,19000
104,8,172,Comedy|Romance,Dany Boon,Alice Pol,http://www.imdb.com/title/tt1986843/?ref_=fn_tt_tt_1,French,2012,20,2.35,853
140,149,27000,Drama|Sport,Tom Hardy,Kevin Dunn,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,English,2011,798,2.35,77000
133,277,25000,Biography|Drama|Thriller|War,Alan Rickman,Julia Roberts,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,English,1996,14000,1.85,0
271,33,854,Drama|History|War,Tom Berenger,James Patrick Stuart,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,English,1993,702,1.85,0
112,108,23000,Drama|War,Joseph Gordon-Levitt,Abbie Cornish,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,English,2008,17000,1.85,982
99,79,16000,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,Tony Goldwyn,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,English,2002,11000,2.35,261
100,57,181,Drama|Mystery|Thriller,John Doe,Daniel Lapaine,http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1,English,1999,151,2.35,0
92,30,941,Horror|Thriller,Kyra Sedgwick,Natasha Calis,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,English,2012,459,2.35,17000
105,121,3000,Comedy|Drama|Romance,Brendan Fraser,Cathryn de Prume,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,English,1996,624,1.85,491
110,37,10000,Action|Drama|Thriller,Alexander Skarsgård,Rhys Coiro,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,English,2011,826,2.35,7000
116,529,442,Comedy|Drama,Hope Davis,James Biberi,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,English,2006,252,1.85,348
88,22,174,Action|Crime|Drama|Thriller,Brian Bosworth,Richard Gant,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,English,1991,132,1.85,0
111,214,10000,Adventure|Drama,Viggo Mortensen,Robert Duvall,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,English,2009,9000,2.35,32000
117,71,433,Adventure|Fantasy,Tanya Roberts,Ted Wass,http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1,English,1984,54,2.35,739
95,32,843,Action|Comedy|Crime|Drama|Thriller,Cheech Marin,Kaylee DeFer,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,English,2005,593,2.35,206
95,6,849,Comedy|Romance,Eddie Cibrian,Jack Plotnick,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,English,2001,841,1.85,295
127,79,12000,Biography|Drama|Sport,Anthony Hopkins,Craig Hall,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,English,2005,506,2.35,11000
105,160,852,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Rachel Blanchard,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,English,2006,521,2.35,4000
104,54,6000,Action|Comedy|Sci-Fi,Naomi Watts,Jeff Kober,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,English,1995,923,2.35,0
95,2,927,Comedy|Crime,Donald Faison,Regina Hall,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,English,2005,912,1.85,83
121,353,45,Drama|Mystery|Sci-Fi|Thriller,Don McKellar,Yûsuke Iseya,http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1,English,2008,30,1.85,0
92,892,783,Action|Adventure|Fantasy|Horror,Meat Loaf,Michael Paré,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,English,2005,595,2.35,937
80,2000,14000,Comedy|Drama,Kate Winslet,Julie Adams,http://www.imdb.com/title/tt1692486/?ref_=fn_tt_tt_1,English,2011,11000,2.35,21000
107,460,14000,Crime|Drama|Mystery|Thriller,Colin Firth,Rachel Blanchard,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,English,2005,1000,2.35,507
91,80,473,Fantasy,Dallas Barnett,Igor Zaripov,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,English,2012,31,,0
117,162,2000,Biography|Drama|Sport,Billy Burke,Billy Crudup,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,English,1998,878,2.35,942
107,0,962,Drama,Zoe Kazan,James Tupper,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,English,2008,266,2.35,0
131,911,5000,Crime|Drama|Mystery|Romance,Jim Sturgess,Liya Kebede,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,English,2013,234,2.35,31000
122,0,12000,Crime|Drama,Nicolas Cage,Shawn Hatosy,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,English,2009,463,1.85,6000
88,4,783,Adventure|Animation|Family,Ed Begley Jr.,Stacy Keach,http://www.imdb.com/title/tt1230204/?ref_=fn_tt_tt_1,English,2010,749,2.35,0
134,0,541,Comedy|Drama,François Cluzet,Gilles Lellouche,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,French,2010,173,2.35,0
117,138,908,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,Gil Birmingham,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,English,2010,581,1.78,636
80,0,44,Adventure|Animation|Comedy,Yolande Moreau,Jérôme Deschamps,http://www.imdb.com/title/tt1239462/?ref_=fn_tt_tt_1,English,2009,9,,90
85,0,21,Adventure|Animation|Comedy|Family,Sergey Garmash,Aleksandr Bashirov,http://www.imdb.com/title/tt1272051/?ref_=fn_tt_tt_1,Russian,2010,15,,200
138,0,13000,Crime|Drama|Thriller,Michael Fassbender,Goran Visnjic,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,English,2013,11000,2.35,24000
121,9,1000,Action|Adventure|History|Romance,Jason Flemyng,Derek Jacobi,http://www.imdb.com/title/tt1233301/?ref_=fn_tt_tt_1,English,2011,870,2.35,0
134,27,279,Action|Drama|History|War,Rod Steiger,Jack Hawkins,http://www.imdb.com/title/tt0066549/?ref_=fn_tt_tt_1,English,1970,128,2.35,690
100,3,79,Action|Drama,Siu-Wong Fan,Wai-Keung Lau,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,Cantonese,2014,68,2.35,0
100,535,668,Action|Thriller,Martin Kove,Jacob Vargas,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,English,2014,535,,437
119,350,18000,Drama|Romance,Keanu Reeves,Swoosie Kurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,English,1988,17000,1.85,0
137,179,17000,Adventure|Drama,Kristen Stewart,Kirsten Dunst,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,English,2012,10000,2.35,27000
119,12000,12000,Adventure|Comedy|Sci-Fi,Leonard Nimoy,Walter Koenig,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,English,1986,664,2.35,0
139,13000,13000,Drama|Sport,Sylvester Stallone,Mike Tyson,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,English,2006,683,1.85,0
114,19,1000,Action|Crime|Sport|Thriller,Ray Winstone,Delroy Lindo,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,English,2015,897,2.35,37000
120,0,865,Horror|Mystery,Omar Epps,Kevin Williamson,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,English,1997,851,2.35,0
98,149,20000,Action|Drama|Western,Natalie Portman,Boyd Holbrook,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,English,2016,617,2.35,0
106,167,966,Comedy|Romance,Romany Malco,David Walton,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,English,2014,807,2.35,3000
98,36,13000,Comedy|Crime,Bruce Willis,Natasha Henstridge,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,English,2000,2000,1.85,0
107,71,967,Drama|Music|Romance,Dianne Wiest,Lori Singer,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,English,1984,455,1.85,0
88,480,8000,Comedy,Will Ferrell,Patrick Fischler,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,English,2003,909,2.35,0
137,0,12000,Comedy|Drama|Fantasy,Jeff Bridges,Harry Shearer,http://www.imdb.com/title/tt0101889/?ref_=fn_tt_tt_1,English,1991,443,1.85,12000
100,41,45000,Horror|Mystery,Muse Watson,Bill Cobbs,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,English,1998,1000,2.35,891
115,597,893,Comedy|Drama|Romance,Minnie Driver,Bonnie Hunt,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,English,2000,854,1.85,0
101,0,218,Comedy|Romance,Gerry Bednob,Jennifer Schwalbach Smith,http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1,English,2008,216,1.85,0
110,119,11000,Comedy|Crime|Drama,Morgan Freeman,Kathleen Wilhoite,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,English,2000,592,2.35,455
94,293,18000,Comedy|War,Kevin Spacey,Stephen Root,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,English,2009,12000,2.35,15000
88,269,1000,Action|Comedy|Crime|Thriller,Daniel Roebuck,Garcelle Beauvais,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,English,2001,489,2.35,204
127,446,11000,Biography|Drama,Angelina Jolie Pitt,Vanessa Redgrave,http://www.imdb.com/title/tt0172493/?ref_=fn_tt_tt_1,English,1999,1000,1.85,0
95,126,2000,Comedy|Romance,Topher Grace,Nathan Lane,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,English,2004,989,2.35,876
87,25,1000,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Josh Charles,David Arquette,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,English,1999,670,1.85,619
118,0,738,Adventure|Family|Fantasy|Music|Musical,Lena Horne,Theresa Merritt,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,English,1978,295,1.85,0
107,48,1000,Comedy|Sport,Oliver Platt,Martin Landau,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,English,2000,957,1.85,650
124,41,512,Comedy|Drama|Sport,Willie Garson,Lolita Davidovich,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,English,1999,481,2.35,153
89,41,2000,Comedy|Romance,Olivia Munn,Jessica Szohr,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,English,2011,1000,1.85,0
88,192,3000,Comedy|Horror,Adam Scott,Jessica Szohr,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,English,2010,859,2.35,13000
118,18000,18000,Biography|Drama|Music|Musical,Kevin Spacey,Brenda Blethyn,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,English,2004,5000,2.35,0
93,9,23000,Comedy|Family,Paul Walker,A.J. Langer,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,English,1998,284,,839
80,18,742,Action|Adventure|Animation|Comedy|Fantasy,Donald Pleasence,Clive Revill,http://www.imdb.com/title/tt0112389/?ref_=fn_tt_tt_1,English,1993,83,2.35,408
120,6,22000,Drama|Romance,Robert De Niro,Geraldine Chaplin,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,English,2004,670,1.85,181
98,88,12000,Action|Crime|Drama|Thriller,Dwayne Johnson,Mike Epps,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,English,2010,854,2.35,12000
119,6000,23000,Adventure|Animation|Family|Fantasy,Christian Bale,Jean Simmons,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,Japanese,2004,713,1.85,13000
88,181,15000,Adventure|Comedy|Horror|Sci-Fi,Emma Stone,Derek Graf,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,English,2009,13000,2.35,26000
201,0,6000,Action|Adventure|Drama|Romance,Naomi Watts,Evan Parke,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,English,2005,918,2.35,0
90,153,11000,Comedy|Sport,Adam Sandler,Peter Dante,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,English,1998,1000,1.85,0
127,883,11000,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Anthony Daniels,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,English,1980,504,2.35,17000
119,0,10000,Action|Comedy|Crime|Drama|Thriller,Will Smith,Theresa Randle,http://www.imdb.com/title/tt0112442/?ref_=fn_tt_tt_1,English,1995,345,1.85,0
85,119,3000,Comedy|Crime,George Kennedy,O.J. Simpson,http://www.imdb.com/title/tt0102510/?ref_=fn_tt_tt_1,English,1991,348,1.85,0
98,70,1000,Horror|Thriller,Daniel Roebuck,Kerr Smith,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,English,2000,847,1.85,0
101,0,33000,Drama,Ryan Gosling,Jennifer Ehle,http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1,English,2011,22000,2.35,22000
112,123,14000,Horror|Sci-Fi,Vin Diesel,Cole Hauser,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,English,2000,991,2.35,5000
97,956,20000,Comedy|Romance,Hugh Jackman,Catherine Dent,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,English,2001,551,1.85,0
126,0,19000,Drama|Romance|Sci-Fi,Scarlett Johansson,Matt Letscher,http://www.imdb.com/title/tt1798709/?ref_=fn_tt_tt_1,English,2013,128,1.85,148000
106,452,20000,Biography|Comedy|Drama|Sport,Hugh Jackman,Tim McInnerny,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,English,2016,732,2.35,15000
97,131,23000,Mystery|Thriller,Paul Walker,Dell Yount,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,English,2001,81,2.35,0
100,3,2000,Adventure|Family|Fantasy,Ioan Gruffudd,Oliver Stark,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,English,2013,228,2.35,0
114,61,20000,Comedy|Drama,Natalie Portman,Shawn Hatosy,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,English,1999,797,2.35,638
101,3,448,Comedy|Romance,Annabella Sciorra,Terence Maynard,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,English,2004,143,2.35,0
88,12,327,Comedy|Crime,Seymour Cassel,Lainie Kazan,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,English,2000,281,1.85,153
93,0,17000,Action|Thriller,Channing Tatum,Michael Angarano,http://www.imdb.com/title/tt1506999/?ref_=fn_tt_tt_1,English,2011,13000,2.35,0
92,114,912,Adventure|Horror|Thriller,Judith Barsi,Lynn Whitfield,http://www.imdb.com/title/tt0093300/?ref_=fn_tt_tt_1,English,1987,535,2.35,0
98,4,29000,Drama,Leonardo DiCaprio,Meryl Streep,http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1,English,1996,22000,1.85,1000
94,258,721,Biography|Comedy|Drama|Family|Sport,Tasha Smith,Garrett Morris,http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1,English,2008,463,2.35,376
102,277,327,Drama|Romance,Stephen Rea,James Bolam,http://www.imdb.com/title/tt0172396/?ref_=fn_tt_tt_1,English,1999,261,1.85,0
98,23,1000,Action|Crime|Drama|Thriller|Western,Vanessa Williams,Don Johnson,http://www.imdb.com/title/tt0102005/?ref_=fn_tt_tt_1,English,1991,1000,1.85,0
121,549,11000,Crime|Drama|Mystery|Thriller,James Franco,Barry Corbin,http://www.imdb.com/title/tt0478134/?ref_=fn_tt_tt_1,English,2007,9000,2.35,0
111,105,527,Biography|Drama,Alessandro Nivola,Marie Gillain,http://www.imdb.com/title/tt1035736/?ref_=fn_tt_tt_1,French,2009,86,2.35,0
90,78,2000,Drama|Western,Demi Moore,Michael Wincott,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,English,2015,1000,2.35,0
100,350,201,Comedy|Drama|Romance,Tom Burke,Gaye Brown,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1,English,2009,123,2.35,0
50,,787,Action|Crime|Drama|Thriller,Cole Hauser,Derek Luke,http://www.imdb.com/title/tt2397255/?ref_=fn_tt_tt_1,English,,748,,532
141,300,805,Drama,Romola Garai,Lillete Dubey,http://www.imdb.com/title/tt0241025/?ref_=fn_tt_tt_1,English,2004,539,2.35,767
139,3,556,Action|Drama|History,Bingbing Fan,Nicholas Tse,http://www.imdb.com/title/tt1403130/?ref_=fn_tt_tt_1,Mandarin,2009,155,2.35,765
114,101,129,Fantasy|Horror,Drew Powell,Alexandra Silber,http://www.imdb.com/title/tt0450385/?ref_=fn_tt_tt_1,English,2007,25,2.35,11000
96,0,1000,Adventure|Comedy|Sci-Fi,Joan Rivers,Michael Winslow,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,English,1987,605,1.85,13000
111,0,523,Drama|War,Cem Yilmaz,Steve Bastoni,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,English,2014,468,2.35,18000
127,109,2000,Drama|Fantasy|Romance|Thriller,Demi Moore,Phil Leeds,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1,English,1990,956,1.85,0
107,101,931,Comedy|Romance,Sarah Silverman,Richard Tyson,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,English,1998,852,1.85,0
